0	Index      	 *	Score 	Summary	Detail	
1	61131 73844	 * 	187.92	DCR|3DMG|2VULN|1AART|2ZMB	1aVULN|2CGEN|3MBVNT|45aDMG|6aZMB|7AART|8LEGI|9RCR|aBPWR
349	44211 32161	   	161.86	DCR|3VULN|2DMG|1DUR|1SELL	1CGEN|28aVULN|3DUR|4TLV|57DMG|6RCR|9SELL
350	61211 32161	   	161.86	DCR|3VULN|2DMG|1DUR|1SELL	18aVULN|2CGEN|3DUR|4TLV|57DMG|6RCR|9SELL
351	61241 32161	   	161.86	DCR|3VULN|2DMG|1DUR|1SELL	18aVULN|2CGEN|3DUR|4ERES|57DMG|6RCR|9SELL
352	53422 61331	   	161.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AIRHEL|29ERES|3ASPD|4DUR|5AART|6RCR|78VULN|aDMG
353	31143 61215	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	17RPLT|2TLV|3aVULN|4CDMG|5AART|6RCR|8DMG|9LHND
354	31143 61225	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	17RPLT|2TLV|3aVULN|4CDMG|5AART|6RCR|8DMG|9FEWX
355	34133 12525	 * 	161.71	DCR|3VULN|2AART|1CDMG	1RPLT|267VULN|3LIT|4BEXP|5aAART|8CDMG|9RCR
356	63222 14167	 * 	161.71	DCR|3VULN|2DMG|1CDMG	18aVULN|2LHND|3MBVNT|4aLWND|5CDMG|6ERES|7aDMG|9RCR|aBPWR
357	31143 62431	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2TLV|3aVULN|4CDMG|5AART|6RCR|7ERES|8BELT|9DMG
358	35143 62231	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CGEN|37VULN|4CDMG|5AART|6RCR|8DMG|9aERES
359	35143 62232	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CGEN|37VULN|4CDMG|5AART|6RCR|8DMG|9ERES|aDUST
360	13416 31134	   	161.66	DCR|4VULN|1AART|1ASPD	1DUST|2LHND|3NUKE|4589VULN|6RCR|7ASPD|aAART
361	45331 42331	 * 	161.59	ACR|2DMG|1AART|1VULN|3DUR	1CGEN|279DUR|3RCR|45DMG|6ERES|8VULN|aAART
362	35133 62252	 * 	161.53	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	1RPLT|2CGEN|37VULN|4SELL|5AART|6RCR|8DMG|9aASPD
363	66333 23153	   	161.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2DMSP|3ZMB|4CGEN|5CDMG|6DMG|7AART|8RCR|9aDUR
364	33143 23131	   	161.51	DCR|3VULN|1AART|2ASPD|1DUR	1RPLT|2AART|35aVULN|4aASPD|6LWND|7DUR|8RCR|9aLIT|aBPWR
365	33143 33131	   	161.51	DCR|3VULN|1AART|2ASPD|1DUR	1RPLT|2AART|35aVULN|4aASPD|6FEWX|7DUR|8RCR|9aLIT|aBPWR
366	33143 53131	   	161.51	DCR|3VULN|1AART|2ASPD|1DUR	1RPLT|2AART|35aVULN|4aASPD|6BEXP|7DUR|8RCR|9aLIT|aBPWR
367	61231 24262	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	19VULN|2CGEN|3DUR|45DMG|6DUST|7CDMG|8ZMB|aRCR
368	34133 14523	   	161.47	DCR|3VULN|1AART|1CDMG|1ZMB	1RPLT|267VULN|37LIT|47BEXP|5AART|7BPWR|8CDMG|9RCR|aZMB
369	61334 31622	 * 	161.28	DCR|2VULN|1AART|3ASPD|2ZMB	19VULN|2CGEN|39ZMB|4MLV|5FEWX|6RCR|79aASPD|8AART|9BPWR
370	34133 12523	   	161.27	DCR|3VULN|1AART|1CDMG|1ZMB	1RPLT|267VULN|3LIT|4BEXP|5AART|8CDMG|9RCR|aZMB
371	63284 33437	   	161.11	DCR|2VULN|2DMG|1AART	1aVULN|2aLHND|3MBVNT|4BELT|5AART|6LWND|7LIT|8RCR|9aDMG|aBPWR
372	61332 25134	 * 	161.09	DCR|2VULN|3ZMB|1AART|1ASPD	19VULN|2CGEN|39aZMB|4MLV|5AART|6ASPD|7RCR|89DUST|9BPWR
373	61322 45113	 * 	161.00	DCR|2VULN|2DMG|3ZMB	18VULN|267CGEN|38aZMB|4BELT|58DMG|8BPWR|9RCR
374	11342 25334	   	160.99	DCR|2VULN|3ZMB|1AART|1ASPD	19DUST|2CGEN|39aZMB|4ERES|5AART|6ASPD|7RCR|89VULN|9BPWR
375	34243 36321	   	160.99	DCR|2VULN|1AART|1DMG|2CDMG	1RPLT|28VULN|3MLV|47CDMG|5AART|6LSRICY|9RCR|aDMG
376	33226 46444	   	160.93	DCR|2VULN|1AART|1DMG|1ZMB	14RPLT|2AART|3BELT|58VULN|6RCR|7MBVNT|8BPWR|9ZMB|aDMG
377	33143 24234	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2AART|35VULN|4ASPD|6LWND|7CDMG|8DMG|9ERES|aRCR
378	34343 23131	   	160.91	DCR|3VULN|1AART|2ASPD|1DUR	1RPLT|25aVULN|3AART|4aASPD|6LWND|7DUR|8RCR|9aLIT|aBPWR
379	34343 33131	   	160.91	DCR|3VULN|1AART|2ASPD|1DUR	1RPLT|25aVULN|3AART|4aASPD|6FEWX|7DUR|8RCR|9aLIT|aBPWR
380	34343 53131	   	160.91	DCR|3VULN|1AART|2ASPD|1DUR	1RPLT|25aVULN|3AART|4aASPD|6BEXP|7DUR|8RCR|9aLIT|aBPWR
381	33143 14234	   	160.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2AART|35VULN|4ASPD|6LEGI|7CDMG|8DMG|9ERES|aRCR
382	23415 32134	   	160.78	DCR|3VULN|1AART|1DMG	15FEWX|2LHND|3NUKE|489VULN|6RCR|7DMG|aAART
383	61123 32155	   	160.78	DCR|3VULN|1AART|1DMG	189VULN|25CGEN|3MBVNT|4BEXP|6RCR|7DMG|aAART
384	11174 32155	   	160.68	DCR|3VULN|1AART|1DMG	14DUST|24CGEN|3MBVNT|4BPWR|589VULN|6RCR|7DMG|aAART
385	33263 11354	   	160.68	DCR|3DMG|1AART|1VULN	1RPLT|2AART|3BELT|467DUST|569DMG|6BPWR|8RCR|aVULN
386	33143 63522	   	160.68	DCR|3VULN|1AART|3ASPD	1RPLT|2AART|356VULN|469ASPD|6BPWR|7CGEN|8RCR|aLEGI
387	61261 36133	 * 	160.66	DCR|3VULN|1DMG|3DUR|1ASPD	178VULN|2CGEN|39aDUR|4ASPD|5DMG|6RCR
388	45331 34313	 * 	160.62	ACR|2VULN|2DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|45DMG|6FEWX|7CDMG|8aVULN|9RMIN
389	11184 32155	   	160.58	DCR|3VULN|1AART|1DMG	14DUST|2CGEN|3MBVNT|589VULN|6RCR|7DMG|aAART
390	22416 32134	   	160.58	DCR|3VULN|1AART|1DMG	1FEWX|25DUST|3NUKE|489VULN|6RCR|7DMG|aAART
391	51223 46312	   	160.42	ACR|2VULN|2DMG|1CDMG|1ASPD	1AIRHEL|2DUST|3RCR|4CDMG|5BELT|68VULN|7ASPD|9aDMG
392	15271 23242	   	160.42	DCR|2VULN|2DMG|1AART	1aDUST|26LWND|3MBVNT|4RCVC|5aDMG|7AART|8aVULN|9RCR|aBPWR
393	21131 13655	   	160.42	DCR|2VULN|2DMG|1AART	1FEWX|2CGEN|3MBVNT|45DMG|6RCVC|79VULN|8RCR|aAART
394	61131 13715	   	160.42	DCR|2VULN|2DMG|1AART	17VULN|2CGEN|3MBVNT|45DMG|6RCVC|8RCR|9BEXP|aAART
395	32343 34224	   	160.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RPLT|2LHND|3AART|4ASPD|5CGEN|68DMG|7CDMG|9VULN|aRCR
396	11131 13655	   	160.32	DCR|2VULN|2DMG|1AART	1DUST|2CGEN|3MBVNT|45DMG|6RCVC|79VULN|8RCR|aAART
397	61131 13745	   	160.32	DCR|2VULN|2DMG|1AART	17VULN|2CGEN|3MBVNT|45DMG|6RCVC|8RCR|9DUST|aAART
398	45331 24211	 * 	160.25	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1CGEN|2DUR|3RCR|45DMG|6DUST|79CDMG|8ZMB|aVULN
399	21232 32146	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2CGEN|3DUR|47DMG|5MLV|6RCR|89VULN|aCDMG
400	41232 32146	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1CGEN|2FEWX|3DUR|47DMG|5MLV|6RCR|89VULN|aCDMG
401	61232 32246	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	19VULN|2CGEN|3DUR|47DMG|5MLV|6RCR|8BEXP|aCDMG
402	61232 36236	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	17VULN|2CGEN|3DUR|49DMG|5MLV|6RCR|8BEXP|aCDMG
403	35362 22133	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2CGEN|3CDMG|4aDMG|5DMSP|6RCR|7DUR|89VULN
404	35362 24133	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2CGEN|3CDMG|4aDMG|5DMSP|6RCR|78VULN|9DUR
405	44261 31112	   	160.10	DCR|2VULN|2DMG|2ASPD|1DUR	1CGEN|28VULN|3DUR|4aASPD|57DMG|6RCR|9MLV
406	61261 31112	   	160.10	DCR|2VULN|2DMG|2ASPD|1DUR	18VULN|2CGEN|3DUR|4aASPD|57DMG|6RCR|9MLV
407	21211 32146	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2CGEN|3DUR|4TLV|57DMG|6RCR|89VULN|aCDMG
408	21241 32146	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2CGEN|3DUR|4ERES|57DMG|6RCR|89VULN|aCDMG
409	31362 22133	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2TLV|3CDMG|4aDMG|5DMSP|6RCR|7DUR|89VULN
410	31362 24533	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2TLV|3CDMG|4aDMG|5DMSP|6RCR|79VULN|8DUR
411	41211 32146	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1CGEN|2FEWX|3DUR|4TLV|57DMG|6RCR|89VULN|aCDMG
412	44211 32126	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1CGEN|28VULN|3DUR|4TLV|57DMG|6RCR|9LHND|aCDMG
413	61211 32126	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	18VULN|2CGEN|3DUR|4TLV|57DMG|6RCR|9LHND|aCDMG
414	61211 32246	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	19VULN|2CGEN|3DUR|4TLV|57DMG|6RCR|8BEXP|aCDMG
415	61241 32126	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	18VULN|2CGEN|3DUR|4ERES|57DMG|6RCR|9LHND|aCDMG
416	61611 32136	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	18VULN|2CGEN|3ERES|4BEXP|57DMG|6RCR|9DUR|aCDMG
417	31362 24133	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2TLV|3CDMG|4aDMG|5DMSP|6RCR|78VULN|9DUR
418	33143 13131	   	160.09	DCR|3VULN|1AART|2DUR|1ASPD	1RPLT|2AART|35aVULN|4ASPD|6LEGI|7aDUR|8RCR|9aLIT|aBPWR
419	44261 31132	   	160.09	DCR|2VULN|2DMG|2DUR|1ASPD	1CGEN|28VULN|39DUR|4ASPD|57DMG|6RCR|aRCVC
420	61261 31132	   	160.09	DCR|2VULN|2DMG|2DUR|1ASPD	18VULN|2CGEN|39DUR|4ASPD|57DMG|6RCR|aRCVC
421	33633 43313	 * 	160.02	ACR|2AART|2VULN|1FLTHEA|1DUR	1RPLT|26AART|3CGEN|4RCR|5aVULN|7DUR|8BELT|9FLTHEA
422	44261 31332	   	160.00	DCR|2VULN|2DMG|2ASPD|1DUR	1CGEN|29VULN|3DUR|4aASPD|57DMG|6RCR|8TLV
423	61261 31152	   	160.00	DCR|2VULN|2DMG|2ASPD|1DUR	18VULN|2CGEN|3DUR|4aASPD|57DMG|6RCR|9NUKE
424	61261 31162	   	160.00	DCR|2VULN|2DMG|2ASPD|1DUR	18VULN|2CGEN|3DUR|4aASPD|57DMG|6RCR|9TLV
425	61261 31332	   	160.00	DCR|2VULN|2DMG|2ASPD|1DUR	19VULN|2CGEN|3DUR|4aASPD|57DMG|6RCR|8TLV
426	44232 31313	   	159.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1CGEN|2aVULN|3DUR|4DMG|5aMLV|6RCR|7ASPD|8aLWND|9AART|aBPWR
427	44232 31613	   	159.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1CGEN|2aVULN|3DUR|4DMG|5aMLV|6RCR|7ASPD|8aLHND|9AART|aBPWR
428	33633 43125	   	159.85	ACR|2AART|1DMG|1VULN|1ZMB|1DUR	1RPLT|26AART|3CGEN|4RCR|5VULN|7DUR|8ZMB|9LHND|aDMG
429	44311 33322	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2VULN|3ZMB|4BEXP|5DMG|6RCR|7RPLT|8DUR|9AART|aCDMG
430	61311 33322	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2CGEN|3ZMB|4BEXP|5DMG|6RCR|7RPLT|8DUR|9AART|aCDMG
431	15221 13242	   	159.82	DCR|2VULN|2DMG|1AART	1aDUST|24LWND|3MBVNT|5aDMG|6RCVC|7AART|8aVULN|9RCR|aBPWR
432	61131 13764	   	159.81	DCR|3VULN|2DMG|1DUR	17aVULN|2CGEN|3MBVNT|45DMG|6RCVC|8RCR|9DUR
433	61211 31313	   	159.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1VULN|2aCGEN|3DUR|4TLV|5aDMG|6RCR|7ASPD|8aLWND|9AART|aBPWR
434	61211 31613	   	159.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1VULN|2aCGEN|3DUR|4TLV|5aDMG|6RCR|7ASPD|8aLHND|9AART|aBPWR
435	61241 31613	   	159.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1VULN|2aCGEN|3DUR|4ERES|5aDMG|6RCR|7ASPD|8aLHND|9AART|aBPWR
436	61261 34313	   	159.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1VULN|2aCGEN|3DUR|4ASPD|5aDMG|6RCR|7TLV|8aLWND|9AART|aBPWR
437	61261 33214	   	159.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1aVULN|2CGEN|3DUR|4ASPD|5DMG|6RCR|7BEXP|8FEWX|9AART
438	51221 15352	 * 	159.69	ACR|2DMG|1AART|1VULN|1CDMG	1AIRHEL|2DUST|3RCR|4CDMG|5CGEN|68DMG|7RPLT|9AART|aVULN
439	51222 11352	   	159.69	ACR|2DMG|1AART|1VULN|1CDMG	1AIRHEL|2DUST|3RCR|4CDMG|5RPLT|68DMG|7CGEN|9AART|aVULN
440	61183 16343	   	159.68	ACR|2VULN|2DMG|1CDMG|1ZMB	19VULN|2CGEN|3MBVNT|4AIRHEA|5RCR|68DMG|7ZMB|aCDMG
441	33133 35122	 * 	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5DUR|6BEXP|7DMG|8RCR|9FEWX|aCDMG
442	33133 35136	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5DUR|6BEXP|7DMG|8RCR|9LIT|aCDMG
443	33135 25122	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LWND|6DUR|7DMG|8RCR|9BEXP|aCDMG
444	33135 25136	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LWND|6DUR|7DMG|8RCR|9LIT|aCDMG
445	33135 33122	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LWND|6DMG|7DUR|8RCR|9BEXP|aCDMG
446	33135 33136	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LWND|6DMG|7DUR|8RCR|9LIT|aCDMG
447	33136 25122	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LHND|6DUR|7DMG|8RCR|9BEXP|aCDMG
448	33136 25136	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LHND|6DUR|7DMG|8RCR|9LIT|aCDMG
449	33136 33122	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LHND|6DMG|7DUR|8RCR|9BEXP|aCDMG
450	33136 33136	   	159.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LHND|6DMG|7DUR|8RCR|9LIT|aCDMG
451	61183 17133	   	159.63	ACR|2VULN|2DMG|1AART	19VULN|29CGEN|3MBVNT|4AIRHEA|5RCR|6aDMG|79LIT|8AART|9BPWR
452	33133 35162	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5DUR|6BEXP|7DMG|8RCR|9DUST|aCDMG
453	33135 25162	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LWND|6DUR|7DMG|8RCR|9DUST|aCDMG
454	33135 31142	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LWND|6DMG|7DUST|8RCR|9DUR|aCDMG
455	33135 33162	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LWND|6DMG|7DUR|8RCR|9DUST|aCDMG
456	33136 25162	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LHND|6DUR|7DMG|8RCR|9DUST|aCDMG
457	33136 31142	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LHND|6DMG|7DUST|8RCR|9DUR|aCDMG
458	33136 33162	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|24AART|3VULN|5LHND|6DMG|7DUR|8RCR|9DUST|aCDMG
459	34343 13131	   	159.49	DCR|3VULN|1AART|2DUR|1ASPD	1RPLT|25aVULN|3AART|4ASPD|6LEGI|7aDUR|8RCR|9aLIT|aBPWR
460	22243 16161	   	159.48	DCR|3VULN|1AART|1DMG	1FEWX|2DUST|3MBVNT|4LIT|56aVULN|7RCR|8AART|9DMG
461	31633 11452	   	159.38	DCR|3VULN|1AART|1DMG	1RPLT|2TLV|3ERES|4AART|5DLOT|679VULN|8RCR|aDMG
462	63217 33443	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2LHND|3MBVNT|4RMIN|6RCR|7ERES|8CDMG|9AART|aDMG
463	43642 23322	   	159.28	ACR|2AART|2VULN|1ZMB|1ASPD	1CGEN|2RCVC|38VULN|4RCR|57AART|6ASPD|9ZMB|aBELT
464	63248 83211	   	159.26	DCR|3VULN|1AART|1ZMB|1DUR	18aVULN|2LHND|3MBVNT|4LIT|5ZMB|6RCR|7DUR|9AART
465	33652 25122	   	159.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4ZMB|5VULN|6DUR|7DMG|8RCR|9LHND|aCDMG
466	33652 25132	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4ZMB|5VULN|6DUR|7DMG|8RCR|9BEXP|aCDMG
467	33652 33122	   	159.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4ZMB|5VULN|6DMG|7DUR|8RCR|9LHND|aCDMG
468	33652 33132	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4ZMB|5VULN|6DMG|7DUR|8RCR|9BEXP|aCDMG
469	33132 33135	   	159.20	DCR|3VULN|2AART|1ASPD	1RPLT|24AART|35aVULN|67CGEN|8RCR|9ASPD
470	33163 25135	   	159.20	DCR|3VULN|2AART|1ASPD	1RPLT|27AART|36aVULN|45CGEN|8RCR|9ASPD
471	33226 46431	 * 	159.17	DCR|3VULN|1AART|1FLTHEA	14RPLT|2AART|3BELT|58aVULN|6RCR|7MBVNT|8BPWR|9FLTHEA
472	33652 33162	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4ZMB|5VULN|6DMG|7DUR|8RCR|9DUST|aCDMG
473	61232 31155	   	159.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	18VULN|2CGEN|3DUR|4DMG|5MLV|6RCR|7ASPD|9BELT|aAART
474	51222 14214	   	159.09	ACR|2DMG|1AART|1VULN|1CDMG	1AIRHEL|2DUST|3RCR|4CDMG|5RPLT|68DMG|7BEXP|9VULN|aAART
475	34333 35122	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5DUR|6BEXP|7DMG|8RCR|9FEWX|aCDMG
476	34333 35136	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5DUR|6BEXP|7DMG|8RCR|9LIT|aCDMG
477	34335 25122	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LWND|6DUR|7DMG|8RCR|9BEXP|aCDMG
478	34335 33122	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LWND|6DMG|7DUR|8RCR|9BEXP|aCDMG
479	34335 33136	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LWND|6DMG|7DUR|8RCR|9LIT|aCDMG
480	34336 25122	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LHND|6DUR|7DMG|8RCR|9BEXP|aCDMG
481	34336 33122	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LHND|6DMG|7DUR|8RCR|9BEXP|aCDMG
482	34336 33136	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LHND|6DMG|7DUR|8RCR|9LIT|aCDMG
483	33343 51125	   	159.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RPLT|2AART|3DUR|4ASPD|5aVULN|6TLV|7DMG|8RCR|9FEWX
484	33343 51133	   	159.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RPLT|2AART|3DUR|4ASPD|5VULN|6TLV|7aDMG|8RCR|9LIT
485	33343 51135	   	159.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RPLT|2AART|3DUR|4ASPD|5aVULN|6TLV|7DMG|8RCR|9LIT
486	61211 31155	   	159.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	18VULN|2CGEN|3DUR|4TLV|5DMG|6RCR|7ASPD|9BELT|aAART
487	33143 23156	   	159.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RPLT|2AART|35VULN|4ASPD|6LWND|7DUR|8RCR|9BASICY|aDMG
488	33143 33156	   	159.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RPLT|2AART|35VULN|4ASPD|6FEWX|7DUR|8RCR|9BASICY|aDMG
489	35133 62211	   	158.98	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1RPLT|2CGEN|37VULN|4SELL|5AART|6RCR|8DMG|9LHND|aZMB
490	35133 62221	   	158.98	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1RPLT|2CGEN|37VULN|4SELL|5AART|6RCR|8DMG|9FEWX|aZMB
491	35133 62243	   	158.98	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1RPLT|2CGEN|37VULN|4SELL|5AART|6RCR|8DMG|9ZMB|aLHND
492	33213 14642	   	158.98	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3BELT|46LWND|56DMG|6BPWR|7VULN|8RCR|9CGEN|aCDMG
493	61542 23322	   	158.98	ACR|2AART|2VULN|1ZMB|1ASPD	18VULN|2CGEN|3RCVC|4RCR|57AART|6ASPD|9ZMB|aBELT
494	34333 35162	   	158.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5DUR|6BEXP|7DMG|8RCR|9DUST|aCDMG
495	34335 31142	   	158.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LWND|6DMG|7DUST|8RCR|9DUR|aCDMG
496	34335 33162	   	158.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LWND|6DMG|7DUR|8RCR|9DUST|aCDMG
497	34336 31142	   	158.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LHND|6DMG|7DUST|8RCR|9DUR|aCDMG
498	34336 33162	   	158.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2VULN|34AART|5LHND|6DMG|7DUR|8RCR|9DUST|aCDMG
499	33143 46331	   	158.91	DCR|3VULN|1AART|1FLTHEA|1ASPD	1RPLT|2AART|35aVULN|4ASPD|6CGEN|7FLTHEA|8DUST|9RCR
500	33143 13156	   	158.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RPLT|2AART|35VULN|4ASPD|6LEGI|7DUR|8RCR|9BASICY|aDMG
501	31133 64431	   	158.88	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1RPLT|2TLV|3aVULN|4SELL|5AART|6RCR|7ZMB|8BELT|9DMG
502	31133 64611	   	158.88	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1RPLT|2TLV|3aVULN|4SELL|5AART|6RCR|7ZMB|8DMG|9BELT
503	35133 62234	   	158.88	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1RPLT|2CGEN|37VULN|4SELL|5AART|6RCR|8DMG|9ERES|aZMB
504	35133 62241	   	158.88	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1RPLT|2CGEN|37VULN|4SELL|5AART|6RCR|8DMG|9ZMB|aERES
505	21232 34663	   	158.88	DCR|2VULN|2DMG|2DUR|1ASPD	1FEWX|2CGEN|3aDUR|4aDMG|5MLV|6RCR|7aVULN|8ASPD|9ERES|aBPWR
506	33213 14652	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3BELT|46LWND|56DMG|6BPWR|7VULN|8RCR|9TLV|aCDMG
507	33213 14662	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3BELT|46LWND|56DMG|6BPWR|7VULN|8RCR|9ERES|aCDMG
508	51232 13624	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	1AIRHEL|2DUST|3RCR|4RPLT|5CGEN|6AART|79VULN|8ZMB|aDMG
509	51232 13636	   	158.85	ACR|2DMG|1AART|1VULN|1ZMB	1AIRHEL|2DUST|3RCR|4RPLT|5CGEN|6AART|7VULN|8ZMB|9aDMG
