0	Index      	 *	Score 	Summary	Detail	
1	56363 11212	 * 	194.07	ACR|3VULN|1AART|2CDMG|1DMG|1ZMB	19ERES|2ZMB|3RCR|49CDMG|5DMG|6CGEN|7AART|89aVULN|9BPWR
332	15622 24313	   	165.92	DCR|4VULN|1AART|1ZMB	1579VULN|2FEWX|3LHND|4RMIN|6RCR|8ZMB|aAART
333	22222 24313	   	165.92	DCR|4VULN|1AART|1ZMB	1FEWX|2LHND|3579VULN|4RMIN|6RCR|8ZMB|aAART
334	23112 24313	   	165.92	DCR|4VULN|1AART|1ZMB	1FEWX|2RMIN|3LHND|4579VULN|6RCR|8ZMB|aAART
335	24222 24313	   	165.92	DCR|4VULN|1AART|1ZMB	1FEWX|2LWND|3579VULN|4RMIN|6RCR|8ZMB|aAART
336	35222 24313	   	165.92	DCR|4VULN|1AART|1ZMB	1LHND|2FEWX|3579VULN|4RMIN|6RCR|8ZMB|aAART
337	11633 11522	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ERES|3RCR|4BEXP|5DUR|6AART|7RPLT|8ZMB|9DMG
338	11663 11522	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ERES|3RCR|4LWND|5DUR|6AART|7RPLT|8ZMB|9DMG
339	31613 11522	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2ERES|3RCR|4aVULN|5DUR|6AART|7RPLT|8ZMB|9DMG
340	31622 11522	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2ERES|3RCR|4DUR|5aVULN|6AART|7RPLT|8ZMB|9DMG
341	41613 11522	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2ERES|3RCR|4aVULN|5DUR|6AART|7RPLT|8ZMB|9DMG
342	41622 11522	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2ERES|3RCR|4DUR|5aVULN|6AART|7RPLT|8ZMB|9DMG
343	46623 11212	   	165.86	3VULN|3DMG|3CDMG|1AART|1ASPD	1BEXP|29aCDMG|3ERES|4ASPD|59aDMG|6CGEN|7AART|89aVULN|9aBPWR
344	46623 31212	   	165.86	3VULN|3DMG|3CDMG|1AART|1ASPD	1BEXP|29aCDMG|3ERES|4ASPD|59aDMG|6MLV|7AART|89aVULN|9aBPWR
345	13631 15622	 * 	165.85	ACR|4VULN|2CDMG|2ASPD	179aVULN|2RMIN|3RCR|4BEXP|59ASPD|69CDMG|8BELT|9BPWR
346	13114 24313	   	165.82	DCR|4VULN|1AART|1ZMB	1479VULN|2RMIN|3LEGI|5LWND|6RCR|8ZMB|aAART
347	13164 24313	   	165.82	DCR|4VULN|1AART|1ZMB	1479VULN|2RMIN|3LEGI|4BPWR|5LWND|6RCR|8ZMB|aAART
348	26112 24313	   	165.82	DCR|4VULN|1AART|1ZMB	1FEWX|2MLV|3LEGI|4579VULN|6RCR|8ZMB|aAART
349	16323 31146	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CDMG|39FEWX|4RPLT|5DUR|6RCR|78DMG|aAART
350	46223 31116	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19BEXP|2CDMG|3VULN|4RPLT|5DUR|6RCR|78DMG|aAART
351	46322 31116	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19BEXP|2CDMG|3DUR|4RPLT|5VULN|6RCR|78DMG|aAART
352	13612 26222	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	14VULN|2RMIN|3RCR|5CANSTR|68DMG|7CDMG|9aDUR
353	13615 26222	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	14VULN|2RMIN|3RCR|5VENICY|68DMG|7CDMG|9aDUR
354	13662 26222	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	14VULN|2RMIN|3RCR|4BPWR|5CANSTR|68DMG|7CDMG|9aDUR
355	11615 26222	   	165.71	ACR|2VULN|2DMG|1CDMG|2DUR	14VULN|2ERES|3RCR|5AIRHEA|68DMG|7CDMG|9aDUR
356	13611 45331	   	165.65	ACR|4VULN|1DMG|1CDMG	1479VULN|2RMIN|3RCR|5ERES|6DUST|8CDMG|aDMG
357	56331 15141	   	165.09	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	189ERES|2ZMB|3RCR|49VULN|5MBVNT|69CDMG|7AART|9BPWR|aASPD
358	11623 32472	   	165.08	ACR|4VULN|1AART|1ASPD	179aVULN|2ERES|3RCR|4BELT|5AART|6MBVNT|8ASPD
359	16625 31213	   	165.04	ACR|3VULN|1AART|2CDMG|1ASPD	168VULN|2aCDMG|3ERES|4ASPD|5RCR|7AART|9LIT
360	34213 24362	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2LWND|37VULN|4AART|5RCR|6DMG|8RCVC|9DUR|aCDMG
361	34213 22262	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2LWND|38VULN|4AART|5RCR|6DMG|7DMSP|9DUR|aCDMG
362	16226 41133	   	164.98	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1VULN|2CDMG|3TLV|4ASPD|5ZMB|6DMG|7AART|8RCVC|9FLTHEA|aRCR
363	11622 14116	   	164.91	ACR|2VULN|2DMG|1ZMB|1DUR|1ASPD	19VULN|29ERES|3RCR|4BELT|5RMIN|6ASPD|7ZMB|89DMG|9BPWR|aDUR
364	13621 54333	 * 	164.82	ACR|2VULN|1AART|2FLTHEA|2DUR|1ASPD	17VULN|2RMIN|3RCR|4BELT|57DUR|67FLTHEA|7BPWR|8DUST|9ASPD|aAART
365	13655 23213	   	164.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|26RMIN|3RCR|4ASPD|5RCVC|8AART|9DMG|aZMB
366	26241 41231	   	164.73	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1FEWX|2MLV|3DMSP|4CDMG|5DMG|68VULN|7AART|9FLTHEA|aRCR
367	26243 41231	   	164.73	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1FEWX|2MLV|3DMSP|4CDMG|58VULN|6DMG|7AART|9FLTHEA|aRCR
368	15263 11131	   	164.73	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	13VULN|2FEWX|4CDMG|5DMG|6CGEN|7AART|8RCVC|9FLTHEA|aRCR
369	16363 11231	   	164.73	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	18VULN|2CDMG|34FEWX|5DMG|6CGEN|7AART|9FLTHEA|aRCR
370	26211 41231	   	164.73	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1FEWX|2MLV|3DMSP|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
371	26411 41231	   	164.73	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	13FEWX|2MLV|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
372	65123 23243	   	164.72	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|2TLV|3DMSP|4ASPD|5DMG|69aVULN|7AART|8RCR
373	13633 31146	   	164.64	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR|1SELL	1aVULN|2RMIN|3RCR|4aBEXP|5DUR|6ZMB|7SELL|8AART|9aCDMG|aBPWR
374	61216 21112	   	164.64	ACR|3VULN|1AART|1DMG|1DUR	1RPLT|2DUR|36aVULN|4CGEN|5RCR|7DMG|8AART|9LHND
375	61216 21132	   	164.64	ACR|3VULN|1AART|1DMG|1DUR	1RPLT|2DUR|36aVULN|4CGEN|5RCR|7DMG|8AART|9FEWX
376	15263 21131	   	164.63	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	13VULN|2FEWX|4CDMG|5DMG|6TLV|7AART|8RCVC|9FLTHEA|aRCR
377	16363 21231	   	164.63	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	18VULN|2CDMG|34FEWX|5DMG|6TLV|7AART|9FLTHEA|aRCR
378	21211 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1FEWX|2ERES|3DMSP|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
379	21241 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1FEWX|2ERES|3DMSP|4CDMG|5DMG|68VULN|7AART|9FLTHEA|aRCR
380	21243 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1FEWX|2ERES|3DMSP|4CDMG|58VULN|6DMG|7AART|9FLTHEA|aRCR
381	21411 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	13FEWX|2ERES|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
382	21441 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	13FEWX|2ERES|4CDMG|5DMG|68VULN|7AART|9FLTHEA|aRCR
383	21443 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	13FEWX|2ERES|4CDMG|58VULN|6DMG|7AART|9FLTHEA|aRCR
384	25111 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12FEWX|3ERES|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
385	25141 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12FEWX|3ERES|4CDMG|5DMG|68VULN|7AART|9FLTHEA|aRCR
386	25143 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12FEWX|3ERES|4CDMG|58VULN|6DMG|7AART|9FLTHEA|aRCR
387	41211 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1BEXP|2ERES|3DMSP|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
388	41241 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1BEXP|2ERES|3DMSP|4CDMG|5DMG|68VULN|7AART|9FLTHEA|aRCR
389	41243 41231	   	164.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1BEXP|2ERES|3DMSP|4CDMG|58VULN|6DMG|7AART|9FLTHEA|aRCR
390	11655 33213	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|26ERES|3RCR|4ASPD|5RCVC|8AART|9DMG|aZMB
391	53336 53213	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	12ERES|3RCR|4RCVC|5ASPD|67VULN|8AART|9DMG|aZMB
392	11633 15326	   	164.58	ACR|4VULN|1AART|1DUR	189aVULN|2ERES|3RCR|4BEXP|5DUR|6AART|7LIT
393	31613 14262	   	164.58	ACR|4VULN|1AART|1DUR	1LHND|2ERES|3RCR|4789VULN|5DUR|6AART|aCGEN
394	31613 14263	   	164.58	ACR|4VULN|1AART|1DUR	1LHND|2ERES|3RCR|4789VULN|5DUR|6AART|aLWND
395	31622 14262	   	164.58	ACR|4VULN|1AART|1DUR	1LHND|2ERES|3RCR|4DUR|5789VULN|6AART|aCGEN
396	31622 14263	   	164.58	ACR|4VULN|1AART|1DUR	1LHND|2ERES|3RCR|4DUR|5789VULN|6AART|aLWND
397	16215 14212	   	164.54	ACR|3VULN|3CDMG|1AART	19aVULN|29aCDMG|3TLV|4CGEN|5RCR|69aBEXP|7AART|8DMSP|9aBPWR
398	11111 31231	   	164.53	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	18VULN|2ERES|3DMSP|4DMG|5CDMG|6DUST|7AART|9FLTHEA|aRCR
399	11141 31231	   	164.53	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	18VULN|2ERES|3DMSP|4CDMG|5DMG|6DUST|7AART|9FLTHEA|aRCR
400	16443 11231	   	164.53	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	18VULN|2CDMG|34DUST|5DMG|6CGEN|7AART|9FLTHEA|aRCR
401	53211 41231	   	164.53	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|3FEWX|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
402	53241 41231	   	164.53	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|3FEWX|4CDMG|5DMG|68VULN|7AART|9FLTHEA|aRCR
403	53243 41231	   	164.53	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|3FEWX|4CDMG|58VULN|6DMG|7AART|9FLTHEA|aRCR
404	53511 41231	   	164.53	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|3BEXP|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
405	54211 41231	   	164.53	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|2BPWR|3FEWX|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
406	16443 21231	   	164.43	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	18VULN|2CDMG|34DUST|5DMG|6TLV|7AART|9FLTHEA|aRCR
407	53111 41231	   	164.43	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|3DUST|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
408	53141 41231	   	164.43	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|3DUST|4CDMG|5DMG|68VULN|7AART|9FLTHEA|aRCR
409	53143 41231	   	164.43	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|3DUST|4CDMG|58VULN|6DMG|7AART|9FLTHEA|aRCR
410	54111 41231	   	164.43	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	12ERES|2BPWR|3DUST|4DMG|5CDMG|68VULN|7AART|9FLTHEA|aRCR
411	13623 15421	   	164.40	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	19VULN|2RMIN|3RCR|4BELT|59ZMB|6ASPD|7DMG|89CDMG|9BPWR|aCGEN
412	13623 22623	   	164.40	ACR|2VULN|1DMG|2CDMG|2ZMB|1DUR	19VULN|2RMIN|3RCR|4BELT|59ZMB|6CGEN|7DUR|89CDMG|9BPWR|aDMG
413	32334 26275	   	164.37	DCR|3VULN|2AART|1ZMB	12LHND|3MBVNT|457VULN|6RCR|89AART|aZMB
414	16215 34212	   	164.24	ACR|3VULN|3CDMG|1AART	19aVULN|29aCDMG|3TLV|4CGEN|5RCR|69aDUST|7AART|8DMSP|9aBPWR
415	13334 14622	   	164.17	DCR|3VULN|1AART|1CDMG|1ZMB	17aVULN|2RMIN|3LIT|4AART|5ZMB|6DUST|8RCR|9CDMG
416	11633 15321	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	189VULN|2ERES|3RCR|4BEXP|5DUR|6AART|7LIT|aCDMG
417	11663 14232	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2ERES|3RCR|4LWND|5DUR|6AART|9FEWX|aCDMG
418	31613 14232	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1LHND|2ERES|3RCR|478VULN|5DUR|6AART|9FEWX|aCDMG
419	31622 14232	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1LHND|2ERES|3RCR|4DUR|578VULN|6AART|9FEWX|aCDMG
420	41613 15321	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1BEXP|2ERES|3RCR|489VULN|5DUR|6AART|7LIT|aCDMG
421	41622 15321	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1BEXP|2ERES|3RCR|4DUR|589VULN|6AART|7LIT|aCDMG
422	12231 55532	 * 	164.12	DCR|4VULN|3CDMG|1ZMB	1347VULN|2LHND|579CDMG|67CGEN|7BPWR|8RCR|aZMB
