0	Index      	 *	Score 	Summary	Detail	
1	25341 22321	 * 	196.74	ACR|3DMG|2VULN|3CDMG|2ZMB	148CDMG|29VULN|3RCR|5BELT|68ZMB|78aDMG|8BPWR
318	33451 36813	   	170.04	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|28FEWX|3RCR|468DMG|568ASPD|68BPWR|7AART|9DUR|aRPLT
319	33451 36842	   	170.04	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|28FEWX|3RCR|468DMG|568ASPD|68BPWR|7AART|9MLV|aDUR
320	25343 61223	   	170.03	ACR|2VULN|3CDMG|1AART|1ZMB|1DUR	147CDMG|27VULN|3RCR|567ERES|7BPWR|8DUR|9AART|aZMB
321	37711 34238	   	169.94	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8DUR|9AART|aRCVC
322	64331 41132	 * 	169.94	ACR|2VULN|3CDMG|1AART|3DUR	18aDUR|29VULN|38aCDMG|4RCR|58aERES|6AART|7RCVC|8aBPWR
323	33451 36822	   	169.94	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|28FEWX|3RCR|468DMG|568ASPD|68BPWR|7AART|9ERES|aDUR
324	42251 51322	   	169.92	DCR|3VULN|2DMG|1FLTHEA	19aVULN|2LHND|3RCVC|46DMG|5FLTHEA|7RCR|8LWND
325	38442 31167	 * 	169.86	DCR|2VULN|2DMG|1AART|2ASPD	1MBVNT|27ASPD|3RPLT|47LWND|5AART|67DMG|7BPWR|89VULN|aRCR
326	25352 31512	   	169.84	ACR|3VULN|1AART|2CDMG|1DUR	18CDMG|28aVULN|3RCR|4CANHEL|5DUR|68DUST|7AART|8BPWR|9LWND
327	25352 31522	   	169.84	ACR|3VULN|1AART|2CDMG|1DUR	18CDMG|28aVULN|3RCR|4CANHEL|5DUR|68DUST|7AART|8BPWR|9BEXP
328	41251 51322	   	169.82	DCR|3VULN|2DMG|1FLTHEA	19aVULN|2LEGI|3RCVC|46DMG|5FLTHEA|7RCR|8LWND
329	34451 17524	   	169.80	DCR|3VULN|2DMG|2DUR	1MBVNT|29CGEN|35DMG|49DUR|6RCR|7RCVC|89aVULN|9BPWR
330	34462 17524	   	169.80	DCR|3VULN|2DMG|2DUR	1MBVNT|29CGEN|34DMG|59DUR|6RCR|7RCVC|89aVULN|9BPWR
331	38338 82112	   	169.80	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MBVNT|2ASPD|3CDMG|4aAART|5RCR|6ZMB|7BEXP|8VULN|9DMG
332	22333 35352	   	169.80	ACR|2VULN|2AART|2CDMG|1ZMB	15CDMG|2BEXP|3RCR|4RPLT|68VULN|79AART|aZMB
333	32461 36462	   	169.80	ACR|2DMG|2AART|1VULN|1ZMB	1MBVNT|24BEXP|3RCR|4BPWR|58DMG|6VULN|79AART|aZMB
334	33461 36462	   	169.80	ACR|2DMG|2AART|1VULN|1ZMB	1MBVNT|24FEWX|3RCR|4BPWR|58DMG|6VULN|79AART|aZMB
335	25323 11563	   	169.79	ACR|3VULN|1AART|2CDMG|1DUR|1SELL	18CDMG|289VULN|3RCR|4LEGI|5SELL|68CGEN|7AART|8BPWR|aDUR
336	32468 13324	 * 	169.78	ACR|4VULN|2DMG	1MBVNT|245BEXP|3RCR|4aBPWR|6aDMG|789aVULN
337	33461 53324	   	169.78	ACR|4VULN|2DMG	1MBVNT|246FEWX|3RCR|4aBPWR|5aDMG|789aVULN
338	37732 31813	   	169.78	ACR|4VULN|2DMG	1MBVNT|2LEGI|3RCR|489aVULN|5LWND|69LIT|79DMG|9BPWR
339	38422 31167	   	169.66	DCR|2VULN|2DMG|1AART|2ASPD	1MBVNT|27ASPD|3RPLT|4LEGI|5AART|67DMG|7BPWR|89VULN|aRCR
340	23234 23254	 * 	169.65	ACR|2VULN|3CDMG|1AART|1DMG	137CDMG|2NUKE|4RCR|58VULN|6TLV|9AART|aDMG
341	25323 51531	   	169.59	ACR|3VULN|1AART|2CDMG|1ASPD|1SELL	18CDMG|28aVULN|3RCR|4LEGI|5SELL|68TLV|7AART|8BPWR|9ASPD
342	25323 21563	   	169.59	ACR|3VULN|1AART|2CDMG|1DUR|1SELL	18CDMG|289VULN|3RCR|4LEGI|5SELL|68ERES|7AART|8BPWR|aDUR
343	22315 51113	   	169.59	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	17CDMG|2BEXP|3RCR|47DUST|57DUR|6AART|7BPWR|8VULN|9DMG|aASPD
344	25312 53611	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|279VULN|3RCR|4DUST|5ASPD|6ZMB|8DMG|aLIT
345	25312 53613	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|279VULN|3RCR|4DUST|5ASPD|6ZMB|8DMG|aLWND
346	25355 12133	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|28aVULN|3RCR|4CANHEL|5DMG|6ZMB|7ASPD|9BELT
347	25364 42211	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|278VULN|3RCR|4MBVNT|5DUR|6RPLT|9DMG|aZMB
348	23234 41361	   	169.56	ACR|4VULN|1DMG|2CDMG	13CDMG|2NUKE|4RCR|5689VULN|7LSRREG|aDMG
349	25361 53121	   	169.54	ACR|3VULN|3CDMG|1AART	189CDMG|278VULN|3RCR|4MBVNT|58ERES|6AART|8BPWR|aFEWX
350	25361 53122	   	169.54	ACR|3VULN|3CDMG|1AART	189CDMG|278VULN|3RCR|4MBVNT|58ERES|6AART|8BPWR|aLWND
351	34451 16714	   	169.52	DCR|3DMG|1AART|1VULN|1DUR	1MBVNT|2CGEN|359DMG|4DUR|6RCR|7AART|8RPLT|aVULN
352	34462 16714	   	169.52	DCR|3DMG|1AART|1VULN|1DUR	1MBVNT|2CGEN|349DMG|5DUR|6RCR|7AART|8RPLT|aVULN
353	37711 36323	   	169.49	ACR|3DMG|1VULN|2ASPD|1ZMB|1DUR	1MBVNT|2LEGI|3RCR|468DMG|56ASPD|6BPWR|7DUR|9ZMB|aVULN
354	38331 88331	   	169.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1MBVNT|2ASPD|37CDMG|45AART|6RCR|8FEWX|9VULN|aDMG
355	38331 88431	   	169.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1MBVNT|2ASPD|37CDMG|45AART|6RCR|8LHND|9VULN|aDMG
356	25313 32253	   	169.48	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR|1SELL	1CDMG|26VULN|3RCR|4DUST|5SELL|7DUR|89AART|aZMB
357	25363 32262	   	169.48	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR|1SELL	1CDMG|26VULN|3RCR|4MBVNT|5SELL|7DUR|89AART|aZMB
358	25311 43132	   	169.44	ACR|3VULN|3CDMG|1AART	18aCDMG|279VULN|3RCR|48aDUST|58aERES|6AART|8aBPWR
359	25361 53124	   	169.44	ACR|3VULN|3CDMG|1AART	189CDMG|278VULN|3RCR|4MBVNT|58ERES|6AART|8BPWR|aLEGI
360	25361 53222	   	169.44	ACR|3VULN|3CDMG|1AART	19aCDMG|27aVULN|3RCR|4MBVNT|58aERES|6AART|aBPWR
361	38338 15444	   	169.42	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB|1DUR	1MBVNT|28ASPD|3CDMG|4AART|5RCR|68BASICY|78DMG|8BPWR|9DUR|aZMB
362	35561 32141	 * 	169.42	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1MBVNT|2RCVC|38VULN|4DMG|5FLTHEA|6RCR|7CGEN|9DUR|aAART
363	35561 33141	   	169.42	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1MBVNT|2RCVC|38VULN|4DMG|5FLTHEA|6RCR|7MLV|9DUR|aAART
364	34451 16228	   	169.42	DCR|3DMG|1AART|1VULN|1DUR	1MBVNT|2CGEN|358DMG|4DUR|6RCR|7AART|9DUST|aVULN
365	34462 16228	   	169.42	DCR|3DMG|1AART|1VULN|1DUR	1MBVNT|2CGEN|348DMG|5DUR|6RCR|7AART|9DUST|aVULN
366	42256 22133	   	169.40	DCR|3DMG|1AART|1VULN|1ASPD	1VULN|2LHND|3aRCVC|459DMG|6ASPD|7AART|8RCR
367	38331 88131	   	169.39	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1MBVNT|2ASPD|37CDMG|45AART|6RCR|8DUST|9VULN|aDMG
368	25313 35351	   	169.34	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|269VULN|3RCR|4DUST|5SELL|7ZMB|8DMG|aDUR
369	25313 35411	   	169.34	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|268VULN|3RCR|4DUST|5SELL|7ZMB|9DMG|aDUR
370	25323 35351	   	169.34	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|269VULN|3RCR|4LEGI|5SELL|7ZMB|8DMG|aDUR
371	25323 35411	   	169.34	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|268VULN|3RCR|4LEGI|5SELL|7ZMB|9DMG|aDUR
372	33454 14142	   	169.33	ACR|3DMG|2VULN|1CDMG	1MBVNT|2aFEWX|3RCR|49aDMG|5CANHEL|6RPLT|7CDMG|8aVULN|aBPWR
373	33454 14152	   	169.33	ACR|3VULN|2DMG|1CDMG	1MBVNT|2aFEWX|3RCR|4aDMG|5CANHEL|6RPLT|7CDMG|89aVULN|aBPWR
374	25326 43233	   	169.33	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1CDMG|2VULN|3RCR|4LEGI|5DMG|69AART|7LHND|8DUR|aASPD
375	35561 31141	 * 	169.32	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1MBVNT|2RCVC|3VULN|47DMG|5FLTHEA|6RCR|8ERES|9DUR|aAART
376	33451 36183	   	169.24	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7AART|8DUR|9VULN|aRCVC
377	25331 31156	   	169.23	ACR|3VULN|2DMG|1CDMG	1CDMG|278VULN|3RCR|4RMIN|5BEXP|6AIRHEA|9aDMG
378	33451 32583	 * 	169.23	ACR|3VULN|2DMG|2ASPD	1MBVNT|27FEWX|3RCR|46DMG|56ASPD|6BPWR|89aVULN
379	25361 51112	   	169.23	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2VULN|3RCR|4MBVNT|5ERES|6aAART|7DUR|8ASPD|9DMG
380	36112 27624	 * 	169.18	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1MBVNT|2CDMG|3LIT|4AART|5DMG|6VULN|7ZMB|8ASPD|9RCR|aFLTHEA
381	25343 41212	   	169.14	ACR|4VULN|3CDMG|1ZMB	147CDMG|2678VULN|3RCR|57ERES|7BPWR|9ZMB|aLHND
382	25343 41213	   	169.14	ACR|4VULN|3CDMG|1ZMB	147CDMG|2678VULN|3RCR|57ERES|7BPWR|9ZMB|aLWND
383	25332 31156	   	169.13	ACR|3VULN|2DMG|1CDMG	1CDMG|278VULN|3RCR|4RMIN|5DUST|6AIRHEA|9aDMG
384	25367 31124	   	169.13	ACR|3VULN|2DMG|1CDMG	1CDMG|278VULN|3RCR|4MBVNT|5aDMG|6AIRHEA|9RMIN
385	32452 31147	   	169.13	ACR|3DMG|2VULN|1CDMG	1MBVNT|2BEXP|3RCR|489DMG|5DUST|6aVULN|7CDMG
386	32454 71111	   	169.13	ACR|3DMG|2VULN|1CDMG	1MBVNT|2BEXP|3RCR|467DMG|56CANHEL|6BPWR|8aVULN|9CDMG
387	33451 31383	   	169.13	ACR|3DMG|2VULN|2ASPD	1MBVNT|2FEWX|3RCR|468DMG|56ASPD|6BPWR|7LEGI|9aVULN
388	33451 34383	   	169.13	ACR|3DMG|2VULN|2ASPD	1MBVNT|2FEWX|3RCR|468DMG|56ASPD|6BPWR|7DUST|9aVULN
389	33454 71111	   	169.13	ACR|3DMG|2VULN|1CDMG	1MBVNT|2FEWX|3RCR|467DMG|56CANHEL|6BPWR|8aVULN|9CDMG
390	35534 51334	   	169.12	DCR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2RCVC|35VULN|45LWND|5BPWR|6RCR|78AART|9ASPD|aDMG
391	37171 14428	 * 	169.10	DCR|3DMG|3ZMB|1AART	1MBVNT|2LEGI|379ZMB|457DMG|6RCR|7BPWR|8LHND|aAART
392	25343 41211	   	169.04	ACR|4VULN|3CDMG|1ZMB	147CDMG|2678VULN|3RCR|57ERES|7BPWR|9ZMB|aTLV
393	25343 41231	   	169.04	ACR|4VULN|3CDMG|1ZMB	147CDMG|2678VULN|3RCR|57ERES|7BPWR|9DUST|aZMB
394	25311 31156	   	169.03	ACR|3VULN|2DMG|1CDMG	1CDMG|278VULN|3RCR|4DUST|5ERES|6LSRREG|9aDMG
395	25361 31164	   	169.03	ACR|3VULN|2DMG|1CDMG	1CDMG|278VULN|3RCR|4MBVNT|5ERES|6LSRREG|9aDMG
396	37711 32383	   	169.03	ACR|3DMG|2VULN|2ASPD	1MBVNT|2LEGI|3RCR|468DMG|56ASPD|6BPWR|7DUST|9aVULN
397	37711 64142	   	169.03	ACR|3DMG|2VULN|2ASPD	1MBVNT|2LEGI|3RCR|49aDMG|5aASPD|6SNIHEL|7DUST|8aVULN|aBPWR
398	37714 71111	   	169.03	ACR|3DMG|2VULN|1CDMG	1MBVNT|2LEGI|3RCR|467DMG|56CANHEL|6BPWR|8aVULN|9CDMG
399	64336 31233	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|27VULN|3CDMG|4RCR|5DMG|6AIRHEA|9FEWX|aAART
400	64336 32233	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	18DUR|2VULN|3CDMG|4RCR|59DMG|6AIRHEA|7FEWX|aAART
401	34171 11525	   	169.01	DCR|3DMG|2VULN|1FLTHEA	1MBVNT|29CGEN|3LWND|459DMG|6RCR|7DMSP|89VULN|9BPWR|aFLTHEA
402	34171 14525	   	169.01	DCR|3DMG|2VULN|1FLTHEA	1MBVNT|29CGEN|37LWND|459DMG|6RCR|89VULN|9BPWR|aFLTHEA
403	38331 36612	   	169.00	DCR|2AART|1VULN|1DMG|2CDMG|2ASPD	1MBVNT|26ASPD|36CDMG|45AART|6BPWR|7DMG|8VULN|9RCR|aRMIN
404	38331 36614	   	169.00	DCR|2AART|1VULN|1DMG|2CDMG|2ASPD	1MBVNT|26ASPD|36CDMG|45AART|6BPWR|7DMG|8VULN|9RCR|aLIT
405	25363 41115	   	168.99	ACR|3VULN|2DMG|1CDMG|1SELL	1CDMG|28aVULN|3RCR|4MBVNT|5SELL|6LSRICY|79DMG
406	37711 34321	   	168.96	ACR|3DMG|1VULN|3ASPD|1ZMB	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9ZMB|aBEXP
407	37711 34322	   	168.96	ACR|3DMG|1VULN|3ASPD|1ZMB	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9ZMB|aLHND
408	37711 34324	   	168.96	ACR|3DMG|1VULN|3ASPD|1ZMB	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9ZMB|aRMIN
409	37711 34328	   	168.96	ACR|3DMG|1VULN|3ASPD|1ZMB	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9ZMB|aRPLT
410	37711 34351	   	168.96	ACR|3DMG|1VULN|3ASPD|1ZMB	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9LWND|aZMB
411	37711 34361	   	168.96	ACR|3DMG|1VULN|3ASPD|1ZMB	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9BEXP|aZMB
412	37711 34622	   	168.96	ACR|3DMG|1VULN|3ASPD|1ZMB	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8BEXP|9ZMB|aVULN
413	37455 41442	   	168.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1MBVNT|2LEGI|39LWND|4DMG|5RCR|69VULN|79CDMG|8AART|9BPWR|aDUR
414	21531 51622	   	168.92	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2BELT|3AART|4DUR|5LHND|68VULN|7RCR|9DMG|aRCVC
415	35524 51334	   	168.92	DCR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2RCVC|35VULN|4LEGI|5BPWR|6RCR|78AART|9ASPD|aDMG
416	34421 11525	   	168.91	DCR|3DMG|2VULN|1FLTHEA	1MBVNT|29CGEN|359DMG|4LEGI|6RCR|7DMSP|89VULN|9BPWR|aFLTHEA
417	37371 11523	 * 	168.91	DCR|3DMG|2VULN|1CDMG	1MBVNT|2LEGI|39MLV|459DMG|6RCR|7DMSP|89VULN|9BPWR|aCDMG
418	38147 14724	 * 	168.91	DCR|3VULN|2DMG|2ASPD	1MBVNT|27ASPD|347LWND|57DMG|6RCR|7BPWR|89aVULN
419	38174 14724	   	168.91	DCR|3VULN|2DMG|2ASPD	1MBVNT|27ASPD|357LWND|47DMG|6RCR|7BPWR|89aVULN
420	38331 36613	   	168.90	DCR|2AART|1VULN|1DMG|2CDMG|2ASPD	1MBVNT|26ASPD|36CDMG|45AART|6BPWR|7DMG|8VULN|9RCR|aDUST
421	36113 63263	   	168.89	DCR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2aCDMG|3aLIT|4AART|5BELT|6RCR|7VULN|8BEXP|9aDMG|aBPWR
422	25326 42132	   	168.89	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2VULN|3RCR|4LEGI|5DMG|6AART|7BEXP|8ASPD|9DUR|aZMB
423	25326 43132	   	168.89	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2VULN|3RCR|4LEGI|5DMG|6AART|7LHND|8ASPD|9DUR|aZMB
424	37711 34323	   	168.86	ACR|3DMG|3ASPD|1VULN|1ZMB	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9ZMB|aERES
425	44331 32335	   	168.85	DCR|3VULN|2DMG|1CDMG|1DUR	128VULN|3CDMG|48BEXP|5BELT|6RMIN|78DMG|8BPWR|9RCR|aDUR
426	36112 41148	   	168.83	DCR|2AART|2DMG|1VULN|1CDMG	1MBVNT|2CDMG|3LIT|46AART|58DMG|7RCVC|9RCR|aVULN
427	62313 23111	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7BEXP|8VULN|aLWND
428	62313 23114	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7BEXP|8VULN|aRMIN
429	62313 25111	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7LHND|8VULN|aLWND
430	62313 25114	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7LHND|8VULN|aRMIN
431	62313 26132	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|78VULN|9aRMIN
432	62313 26134	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|78VULN|9RMIN|aRPLT
433	62313 26151	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|78VULN|9DMSP|aBELT
434	62313 26153	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|78VULN|9DMSP|aRPLT
435	62313 26161	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|78VULN|9aLWND
436	62313 26163	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|78VULN|9LWND|aBEXP
437	62313 26331	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|28CGEN|3CDMG|4aDMG|5AART|6RCR|7VULN|9RMIN
438	62313 26531	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|79VULN|8RPLT|aFEWX
439	62313 26532	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|79VULN|8aRPLT
440	62313 26533	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|79VULN|8RPLT|aBEXP
441	44231 51233	   	168.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|3LWND|4DUR|58DMG|6TLV|7AART|9ASPD|aRCR
442	35534 51341	 * 	168.77	DCR|3VULN|2AART|1ZMB	1MBVNT|2RCVC|35aVULN|45LWND|5BPWR|6RCR|78AART|9ZMB
443	25335 13613	   	168.76	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CDMG|279VULN|3RCR|4RMIN|5DUR|6CGEN|8ASPD|aAART
444	38333 81624	 * 	168.73	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1MBVNT|2aASPD|3CDMG|4AART|5aERES|6DMG|7LIT|8aVULN|9RCR|aBPWR
445	37711 34327	   	168.72	ACR|3DMG|1VULN|3ASPD|1ZMB|1SELL	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9ZMB|aSELL
446	37711 34731	   	168.72	ACR|3DMG|1VULN|3ASPD|1ZMB|1SELL	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8ZMB|9SELL|aVULN
447	23643 26131	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2NUKE|3DUR|4MLV|5AART|6RCR|78VULN|9RMIN|aDMG
448	51363 26131	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2CGEN|3CDMG|4DUR|5AART|6RCR|78VULN|9RMIN|aDMG
449	53343 26131	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3CDMG|4MLV|5AART|6RCR|78VULN|9RMIN|aDMG
450	62313 22111	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7DUST|8VULN|aLWND
451	62313 22114	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7DUST|8VULN|aRMIN
452	62313 23113	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7BEXP|8VULN|aDUST
453	62313 25113	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7LHND|8VULN|aDUST
454	62313 26133	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|78VULN|9RMIN|aERES
455	62313 26211	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7VULN|8DUST|aLWND
456	62313 26214	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7VULN|8DUST|aRMIN
457	34561 31722	   	168.71	DCR|3VULN|2DMG|1FLTHEA	1MBVNT|2CGEN|3ERES|47DMG|5FLTHEA|6RCR|89aVULN
458	37261 11523	   	168.71	DCR|3DMG|2VULN|1CDMG	1MBVNT|2LEGI|359DMG|49TLV|6RCR|7DMSP|89VULN|9BPWR|aCDMG
459	37272 11523	   	168.71	DCR|3DMG|2VULN|1CDMG	1MBVNT|2LEGI|349DMG|59ERES|6RCR|7DMSP|89VULN|9BPWR|aCDMG
460	43313 24621	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LIT|3BEXP|46DMG|5CDMG|7RCR|8AART|9ZMB|aCGEN
461	43313 24622	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LIT|3BEXP|46DMG|5CDMG|7RCR|8AART|9ZMB|aLWND
462	25335 23613	   	168.66	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1CDMG|279VULN|3RCR|4RMIN|5DUR|6TLV|8ASPD|aAART
463	32454 71371	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BEXP|3RCR|467DMG|56CANHEL|6BPWR|8DUR|9AART|aVULN
464	33454 71371	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2FEWX|3RCR|467DMG|56CANHEL|6BPWR|8DUR|9AART|aVULN
465	37711 34231	   	168.64	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8DUR|9AART|aFEWX
466	37711 34232	   	168.64	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8DUR|9AART|aBEXP
467	37711 34233	   	168.64	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8DUR|9AART|aMLV
468	33456 11221	   	168.63	ACR|3DMG|2AART|1CDMG	1MBVNT|2FEWX|3RCR|49aDMG|5BEXP|68AART|7CDMG
469	41252 41333	   	168.62	DCR|2DMG|2AART|1VULN|1DUR	1VULN|2LEGI|3RCVC|49DMG|5ERES|6RCR|78AART|aDUR
470	52363 26131	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2TLV|3CDMG|4DUR|5AART|6RCR|78VULN|9RMIN|aDMG
471	62313 22113	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7aDUST|8VULN
472	62313 26213	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3CDMG|49DMG|5AART|6RCR|7VULN|8aDUST
473	34386 51111	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|28CGEN|3CDMG|48VULN|58DUR|6AART|7RCVC|8BPWR|9RCR|aDMG
474	22112 12334	   	168.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2BEXP|3LIT|4AART|5DMG|6DUST|79VULN|8RCR|aZMB
475	43313 24623	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LIT|3BEXP|46DMG|5CDMG|7RCR|8AART|9ZMB|aMBVNT
476	35524 51341	   	168.57	DCR|3VULN|2AART|1ZMB	1MBVNT|2RCVC|35aVULN|4LEGI|5BPWR|6RCR|78AART|9ZMB
477	25362 31283	   	168.56	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1CDMG|279VULN|3RCR|4MBVNT|5ASPD|6AIRHEA|8DUR|aAART
