0	Index      	 *	Score 	Summary	Detail	
1	32213 36143	 * 	193.42	DCR|3DMG|2VULN|3ASPD|1CDMG|1DUR	129DMG|29BPWR|3DUR|49aASPD|5ERES|6CDMG|7RCR|89VULN
330	33252 33333	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|258VULN|3BELT|4ERES|6FEWX|7AART|9RCR|aCDMG
331	33312 11143	   	169.00	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3LWND|45ERES|5BPWR|8DUR|9RCR
332	33315 11143	   	169.00	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3LWND|4ERES|8DUR|9RCR
333	33352 11143	   	169.00	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3LWND|45TLV|5BPWR|8DUR|9RCR
334	33355 11143	   	169.00	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3LWND|4TLV|8DUR|9RCR
335	32421 21422	   	168.99	DCR|3DMG|1VULN|2CDMG|3DUR	12aDMG|2aBPWR|3LWND|45aDUR|6ERES|7VULN|8RCR|9aCDMG
336	33452 31223	   	168.97	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMG|23VULN|4SELL|5LHND|6RCR|7RCVC|8AART|9CDMG|aDUR
337	33232 31133	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|27aVULN|3BELT|4DUR|5DLOT|6RCR|8AART|9LHND
338	33263 54132	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5BEXP|6AART|8ZMB|9RCR|aDUST
339	33112 11543	   	168.90	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3DUR|45ERES|5BPWR|8DUST|9RCR
340	33115 11543	   	168.90	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3DUR|4ERES|8DUST|9RCR
341	33152 11543	   	168.90	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3DUR|45TLV|5BPWR|8DUST|9RCR
342	36133 31622	   	168.90	DCR|2VULN|2DMG|3DUR|1ZMB|1ASPD	14DMG|234DUR|4BPWR|5LIT|67VULN|8RCR|9ZMB|aASPD
343	33232 31143	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	1DMG|27aVULN|3BELT|4DUR|5DLOT|6RCR|8AART|9DUST
344	33161 51311	   	168.78	DCR|2VULN|2CDMG|1DMG|1FLTHEA|1ZMB|1DUR	1DMG|26VULN|3DUR|4CGEN|56CDMG|6BPWR|7ERES|8RCR|9ZMB|aFLTHEA
345	33362 11145	   	168.75	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|45CGEN|5BPWR|8DUR|9RCR|aCDMG
346	33522 11145	   	168.75	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3CGEN|45BEXP|5BPWR|8DUR|9RCR|aCDMG
347	32232 33213	   	168.63	DCR|3DMG|1AART|2CDMG|3DUR	124DMG|246BPWR|346DUR|56CDMG|7BELT|8AART|9FEWX|aRCR
348	32232 33243	   	168.63	DCR|3DMG|1AART|2CDMG|3DUR	124DMG|246BPWR|346DUR|56CDMG|7BELT|8AART|9BEXP|aRCR
349	32214 13136	   	168.56	DCR|2DMG|2AART|1VULN|1DUR|1ASPD	12DMG|2BPWR|3DUR|4ASPD|5RCVC|6aAART|7BELT|8VULN|9RCR
350	33352 11145	   	168.55	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|45TLV|5BPWR|8DUR|9RCR|aCDMG
351	14612 51133	 * 	168.45	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1RMIN|2DMG|3FLTHEA|46VULN|5ERES|7DUR|8RCR|9AART|aASPD
352	31235 35121	   	168.45	DCR|2VULN|2DMG|1AART|2DUR	14DMG|2DMSP|34DUR|4BPWR|5AART|6BEXP|79VULN|8ERES|aRCR
353	31235 35621	   	168.45	DCR|2VULN|2DMG|1AART|2DUR	14DMG|2DMSP|34DUR|4BPWR|5AART|6BEXP|79VULN|8TLV|aRCR
354	31235 55121	   	168.45	DCR|2VULN|2DMG|1AART|2DUR	14DMG|2DMSP|34DUR|4BPWR|5AART|6LWND|79VULN|8ERES|aRCR
355	32225 35121	   	168.35	DCR|2VULN|2DMG|1AART|2DUR	12DMG|2BPWR|34DUR|5AART|6BEXP|79VULN|8ERES|aRCR
356	32225 35621	   	168.35	DCR|2VULN|2DMG|1AART|2DUR	12DMG|2BPWR|34DUR|5AART|6BEXP|79VULN|8TLV|aRCR
357	32225 55121	   	168.35	DCR|2VULN|2DMG|1AART|2DUR	12DMG|2BPWR|34DUR|5AART|6LWND|79VULN|8ERES|aRCR
358	32232 45531	   	168.34	DCR|3DMG|1AART|1CDMG|2DUR|1ASPD	124DMG|24BPWR|34DUR|5CDMG|6aLIT|7AART|8ASPD|9RCR
359	32232 45532	   	168.34	DCR|3DMG|1AART|1CDMG|2DUR|1ASPD	124DMG|24BPWR|34DUR|5CDMG|6LIT|7AART|8ASPD|9RCR|aFEWX
360	32232 45533	   	168.34	DCR|3DMG|1AART|1CDMG|2DUR|1ASPD	124DMG|24BPWR|34DUR|5CDMG|6LIT|7AART|8ASPD|9RCR|aMLV
361	33614 61333	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1DMG|257VULN|3AIRHEL|4FEWX|6RCR|8LHND|9AART|aASPD
362	41522 13422	   	168.28	DCR|3DMG|1VULN|2CDMG|2DUR	1aDUR|2TLV|37aDMG|4RCVC|5FEWX|6VULN|8RCR|9aCDMG|aBPWR
363	33556 33121	   	168.13	DCR|3VULN|2DMG|2CDMG	17DMG|27aVULN|35CGEN|4ERES|67CDMG|7BPWR|8BEXP|9RCR
364	32533 62216	 * 	168.10	DCR|3DMG|2AART|2DUR	129DMG|2BPWR|35CGEN|4aAART|6RCR|78DUR
365	33412 36316	   	168.06	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4ASPD|5FEWX|6CDMG|7DUR|8AART|9RCR|aRCVC
366	32314 43323	 * 	168.00	ACR|3DMG|1AART|1VULN|1ZMB	128DMG|2BPWR|3TLV|4LSRICY|5RCR|6BELT|7VULN|9AART|aZMB
367	33126 53422	   	167.98	DCR|3DMG|1VULN|2CDMG|2DUR	17aDMG|2VULN|3aDUR|4LHND|5RCVC|6ERES|8RCR|9aCDMG|aBPWR
368	33422 65223	   	167.95	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4DUR|5LIT|6AART|7ASPD|8CDMG|9RCR|aMLV
369	33312 36512	   	167.93	DCR|3DMG|2VULN|2CDMG	158DMG|28VULN|3LWND|45ERES|58BPWR|68CDMG|7RCVC|9CGEN|aRCR
370	33315 36512	   	167.93	DCR|3DMG|2VULN|2CDMG	158DMG|28VULN|3LWND|4ERES|68CDMG|7RCVC|8BPWR|9CGEN|aRCR
371	33352 36512	   	167.93	DCR|3DMG|2VULN|2CDMG	158DMG|28VULN|3LWND|45TLV|58BPWR|68CDMG|7RCVC|9CGEN|aRCR
372	32354 21422	   	167.88	DCR|3DMG|1VULN|2CDMG|2DUR	12aDMG|2aBPWR|3TLV|4aDUR|5RCVC|6DUST|7VULN|8RCR|9aCDMG
373	33422 65222	   	167.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4DUR|5LIT|6AART|7ASPD|8CDMG|9RCR|aDUST
374	35121 12364	   	167.81	DCR|2AART|2VULN|1DMG|1DUR	1DMG|24MLV|38AART|59VULN|6RCR|7RPLT|aDUR
375	35121 13443	   	167.81	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|24MLV|39AART|58VULN|6RCR|7CGEN|aASPD
376	32233 43421	   	167.75	DCR|3DMG|1VULN|2DUR|1ZMB|1ASPD	124DMG|24BPWR|34DUR|57ERES|6RCR|8ZMB|9ASPD|aVULN
377	32533 62312	   	167.74	DCR|2AART|2DMG|1CDMG|1DUR|1ASPD	12DMG|2BPWR|35CGEN|49AART|6RCR|7DUR|8CDMG|aASPD
378	31235 63512	   	167.73	DCR|2DMG|2AART|1CDMG|2DUR|1ASPD	14DMG|2DMSP|34DUR|4BPWR|59AART|6CDMG|7CGEN|8RCR|aASPD
379	62111 16142	 * 	167.71	DCR|2VULN|3ZMB|1DMG|2CDMG|1DUR	1DUST|279ZMB|3DUR|4ERES|59CDMG|6DMG|89VULN|9BPWR|aRCR
380	42153 31226	   	167.68	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1SELL	13DUR|2ZMB|4SELL|5VULN|6RCR|7RCVC|8AART|9CDMG|aDMG
381	33152 16532	 * 	167.68	5VULN|3DMG|3CDMG|1DUR	158DMG|2689aVULN|3DUR|45aTLV|58aBPWR|78aCDMG
382	14522 12423	   	167.67	DCR|4VULN|1DMG|1CDMG|1DUR	1RMIN|2DMG|356aVULN|45BEXP|5BPWR|7DUR|8RCR|9CDMG
383	32225 63512	   	167.63	DCR|2AART|2DMG|1CDMG|2DUR|1ASPD	12DMG|2BPWR|34DUR|59AART|6CDMG|7CGEN|8RCR|aASPD
384	32234 41621	   	167.60	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5CGEN|6RCR|7FEWX|8aVULN|9BEXP
385	36133 35523	   	167.58	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	14DMG|234DUR|4BPWR|5LIT|6VULN|7ZMB|8RCR|9CGEN|aAART
386	32233 41621	   	167.50	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7FEWX|8aVULN|9BEXP
387	32233 41641	   	167.50	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7FEWX|8aVULN|9LWND
388	32233 41661	   	167.50	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7FEWX|8aVULN|9CGEN
389	32233 45621	   	167.50	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7LWND|8aVULN|9BEXP
390	32234 41131	   	167.50	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5CGEN|6RCR|7FEWX|8DUST|9aVULN
391	32234 42621	   	167.50	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5CGEN|6RCR|7DUST|8aVULN|9BEXP
392	32233 41131	   	167.40	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7FEWX|8DUST|9aVULN
393	32233 42621	   	167.40	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7DUST|8aVULN|9BEXP
394	32233 42641	   	167.40	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7DUST|8aVULN|9LWND
395	32233 42661	   	167.40	DCR|3DMG|2VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7DUST|8aVULN|9CGEN
396	36533 41131	   	167.40	DCR|3DMG|2VULN|2DUR	134DMG|24DUR|4BPWR|5ERES|6RCR|7FEWX|8DUST|9aVULN
397	33424 33223	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4DUR|5ASPD|6CDMG|7AART|8LIT|9RCR|aMLV
398	33424 33224	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4DUR|5ASPD|6CDMG|7AART|8LIT|9RCR|aRMIN
399	33424 33226	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4DUR|5ASPD|6CDMG|7AART|8aLIT|9RCR
400	33424 33611	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4DUR|5ASPD|6CDMG|7AART|8LWND|9RCR|aFEWX
401	33424 33612	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4DUR|5ASPD|6CDMG|7AART|8aLWND|9RCR
402	31252 32632	   	167.35	DCR|3VULN|2DMG|2DUR|1SELL	1aDMG|2DMSP|3aDUR|4SELL|5LWND|6RCR|7TLV|89aVULN|aBPWR
403	31252 35632	   	167.35	DCR|3VULN|2DMG|2DUR|1SELL	1aDMG|2DMSP|3aDUR|4SELL|5LWND|6RCR|7ERES|89aVULN|aBPWR
404	31255 32632	   	167.35	DCR|3VULN|2DMG|2DUR|1SELL	1aDMG|2DMSP|3aDUR|4SELL|5LHND|6RCR|7TLV|89aVULN|aBPWR
405	32243 35114	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5RMIN|6AART|79VULN|8RCR|aMLV
406	32243 35115	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5RMIN|6AART|79VULN|8RCR|aCGEN
407	32243 35116	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5RMIN|6AART|79VULN|8RCR|aLIT
408	32246 35112	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5CGEN|6AART|79VULN|8RCR|aDMSP
409	32246 35113	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5CGEN|6AART|79VULN|8RCR|aBEXP
410	32412 35114	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4ASPD|5FEWX|6AART|79VULN|8RCR|aMLV
411	32412 35115	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4ASPD|5FEWX|6AART|79VULN|8RCR|aCGEN
412	32412 35116	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4ASPD|5FEWX|6AART|79VULN|8RCR|aLIT
413	32423 35114	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5RMIN|6AART|79VULN|8RCR|aMLV
414	32423 35115	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5RMIN|6AART|79VULN|8RCR|aCGEN
415	32423 35116	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5RMIN|6AART|79VULN|8RCR|aLIT
416	32426 35112	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5CGEN|6AART|79VULN|8RCR|aDMSP
417	32426 35113	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5CGEN|6AART|79VULN|8RCR|aBEXP
418	35414 22233	   	167.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2MLV|34LIT|5RCR|6CDMG|7AART|8VULN|aZMB
419	33322 35366	   	167.26	DCR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	19DMG|2VULN|3LWND|4LHND|5CDMG|6RCR|7FLTHEA|8ASPD|aZMB
420	33424 33222	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4DUR|5ASPD|6CDMG|7AART|8LIT|9RCR|aDUST
421	33424 33613	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4DUR|5ASPD|6CDMG|7AART|8LWND|9RCR|aCANHEL
422	32144 35111	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3BEXP|4LWND|5ASPD|6AART|79VULN|8RCR|aTLV
423	32144 35112	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3BEXP|4LWND|5ASPD|6AART|79VULN|8RCR|aLEGI
424	32144 35113	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3BEXP|4LWND|5ASPD|6AART|79VULN|8RCR|aDUST
425	32243 35111	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5RMIN|6AART|79VULN|8RCR|aTLV
426	32243 35112	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5RMIN|6AART|79VULN|8RCR|aLEGI
427	32243 35113	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5RMIN|6AART|79VULN|8RCR|aDUST
428	32246 35111	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3DUR|4LWND|5CGEN|6AART|79VULN|8RCR|aTLV
429	32412 35111	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4ASPD|5FEWX|6AART|79VULN|8RCR|aTLV
430	32412 35112	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4ASPD|5FEWX|6AART|79VULN|8RCR|aLEGI
431	32412 35113	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4ASPD|5FEWX|6AART|79VULN|8RCR|aDUST
432	32423 35111	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5RMIN|6AART|79VULN|8RCR|aTLV
433	32423 35112	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5RMIN|6AART|79VULN|8RCR|aLEGI
434	32423 35113	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5RMIN|6AART|79VULN|8RCR|aDUST
435	32426 35111	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4DUR|5CGEN|6AART|79VULN|8RCR|aTLV
436	32434 35111	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4FEWX|5ASPD|6AART|79VULN|8RCR|aTLV
437	32434 35112	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4FEWX|5ASPD|6AART|79VULN|8RCR|aLEGI
438	32434 35113	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4FEWX|5ASPD|6AART|79VULN|8RCR|aDUST
439	33431 33422	   	167.21	DCR|2VULN|2DMG|2CDMG|2DUR	1aDMG|23VULN|4aFEWX|56DUR|7CGEN|8RCR|9aCDMG|aBPWR
440	33441 33422	   	167.21	DCR|2VULN|2DMG|2CDMG|2DUR	1aDMG|23VULN|4aLWND|56DUR|7CGEN|8RCR|9aCDMG|aBPWR
441	33461 33422	   	167.21	DCR|2VULN|2DMG|2CDMG|2DUR	1aDMG|23VULN|4aLHND|56DUR|7CGEN|8RCR|9aCDMG|aBPWR
442	36153 32632	   	167.15	DCR|3VULN|2DMG|2DUR|1SELL	1aDMG|23DUR|4SELL|5LEGI|6RCR|7aTLV|89aVULN|aBPWR
443	33431 31422	   	167.11	DCR|2VULN|2DMG|2CDMG|2DUR	1aDMG|23VULN|4aFEWX|56DUR|7TLV|8RCR|9aCDMG|aBPWR
444	33441 31422	   	167.11	DCR|2VULN|2DMG|2CDMG|2DUR	1aDMG|23VULN|4aLWND|56DUR|7TLV|8RCR|9aCDMG|aBPWR
445	33461 31422	   	167.11	DCR|2VULN|2DMG|2CDMG|2DUR	1aDMG|23VULN|4aLHND|56DUR|7TLV|8RCR|9aCDMG|aBPWR
446	32163 32433	   	167.08	DCR|3DMG|1AART|1VULN|1ZMB	124DMG|24BPWR|34BEXP|5ERES|6ZMB|7CGEN|8RCR|9VULN|aAART
447	26221 33453	   	167.04	ACR|3DMG|1AART|1VULN|1DUR	1BEXP|27FEWX|3DUR|4AART|5RCR|69aDMG|8VULN
448	32531 15211	   	167.02	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3CGEN|4AART|5TLV|6RCVC|7VULN|8RCR|9CDMG|aDUR
449	32532 14211	   	167.02	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3CGEN|4AART|5ERES|6RCVC|7VULN|8RCR|9CDMG|aDUR
450	36361 33312	   	167.01	DCR|3DMG|1AART|2CDMG|2DUR	17aDMG|2aDUR|3TLV|4LHND|5aCDMG|6MBVNT|8AART|9RCR|aBPWR
451	33113 15422	   	167.01	DCR|2VULN|2DMG|2CDMG|2DUR	1aDMG|26VULN|3aDUR|45ERES|7FEWX|8RCR|9aCDMG|aBPWR
452	33254 11353	 * 	166.93	ACR|3VULN|2DMG|3DUR	1aDMG|269VULN|3BELT|4aERES|5RCR|78aDUR|aBPWR
453	35121 13435	   	166.91	DCR|2VULN|2DMG|1AART	1aDMG|24MLV|3AART|58VULN|6RCR|7CGEN|9DLOT
454	35121 16422	   	166.91	DCR|2VULN|2DMG|1AART	19DMG|24MLV|3AART|58VULN|6RCR|7NUKE|aDMSP
455	35121 16423	   	166.91	DCR|2VULN|2DMG|1AART	19DMG|24MLV|3AART|58VULN|6RCR|7NUKE|aBEXP
456	33166 11211	   	166.90	DCR|4VULN|2DMG|1DUR	19DMG|2679VULN|3DUR|45CGEN|89LIT|9BPWR|aRCR
457	33261 14631	   	166.86	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|27VULN|3BELT|5AART|6BEXP|8ASPD|9RCR|aRCVC
458	36133 34622	   	166.81	DCR|3DMG|2VULN|3DUR	149DMG|234DUR|49BPWR|5LIT|69VULN|79BEXP|8RCR|aCGEN
459	36133 51622	   	166.81	DCR|3DMG|2VULN|3DUR	149DMG|234DUR|49BPWR|5LIT|69LWND|79VULN|8RCR|aCGEN
460	35121 16126	   	166.81	DCR|2VULN|2DMG|1AART	1aDMG|24MLV|3AART|59VULN|6RCR|7NUKE|8ERES
461	33424 35311	   	166.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4DUR|5ASPD|6CDMG|7aFEWX|8AART|9RCR
462	33412 36311	   	166.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4ASPD|5aFEWX|6CDMG|7DUR|8AART|9RCR
463	33412 36314	   	166.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4ASPD|5FEWX|6CDMG|7DUR|8AART|9RCR|aMLV
464	33434 36311	   	166.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4aFEWX|5ASPD|6CDMG|7DUR|8AART|9RCR
465	36123 34623	   	166.71	DCR|3DMG|2VULN|3DUR	19aDMG|234DUR|5LIT|69VULN|79BEXP|8RCR|9BPWR
466	36123 51623	   	166.71	DCR|3DMG|2VULN|3DUR	19aDMG|234DUR|5LIT|69LWND|79VULN|8RCR|9BPWR
467	36133 33651	   	166.71	DCR|3DMG|2VULN|3DUR	149DMG|234DUR|4aBPWR|57aLIT|6aVULN|8RCR
468	36133 34623	   	166.71	DCR|3DMG|2VULN|3DUR	149DMG|234DUR|49BPWR|5LIT|69VULN|79BEXP|8RCR|aTLV
469	36133 51623	   	166.71	DCR|3DMG|2VULN|3DUR	149DMG|234DUR|49BPWR|5LIT|69LWND|79VULN|8RCR|aTLV
470	36142 11623	   	166.71	DCR|3DMG|2VULN|3DUR	19aDMG|236DUR|4LWND|59LIT|79VULN|8RCR|9BPWR
471	33113 11211	   	166.70	DCR|4VULN|2DMG|1DUR	19DMG|2679VULN|3DUR|45ERES|89LIT|9BPWR|aRCR
472	32353 36136	   	166.67	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	129DMG|2BPWR|3TLV|4DUR|5ERES|6CDMG|7RCR|8VULN|aZMB
473	33412 33443	   	166.66	3VULN|3DMG|1AART|2CDMG|1DUR|1ASPD	189DMG|239VULN|4ASPD|5FEWX|69CDMG|7AART|9BPWR|aDUR
474	33424 35313	   	166.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4DUR|5ASPD|6CDMG|7FEWX|8AART|9RCR|aCANHEL
475	33412 36313	   	166.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4ASPD|5FEWX|6CDMG|7DUR|8AART|9RCR|aCANHEL
476	33434 36313	   	166.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4FEWX|5ASPD|6CDMG|7DUR|8AART|9RCR|aCANHEL
477	31236 21321	   	166.65	DCR|2VULN|2DMG|1AART|2DUR	14DMG|2DMSP|34DUR|4BPWR|5LWND|6ERES|79VULN|8AART|aRCR
478	33151 63221	   	166.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1aDMG|2VULN|3DUR|4TLV|56CDMG|7AART|8LIT|9RCR
479	33151 63225	   	166.63	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1DMG|2aVULN|3DUR|4TLV|56CDMG|7AART|8LIT|9RCR
480	36133 31633	   	166.61	DCR|3DMG|2VULN|3DUR	14aDMG|234DUR|4BPWR|5LIT|67VULN|8RCR|9LWND
481	36133 31634	   	166.61	DCR|3VULN|2DMG|3DUR	14DMG|234DUR|4BPWR|5LIT|67aVULN|8RCR|9LWND
482	36133 31643	   	166.61	DCR|3DMG|2VULN|3DUR	14aDMG|234DUR|4BPWR|5LIT|67VULN|8RCR|9FEWX
483	36133 31653	   	166.61	DCR|3DMG|2VULN|3DUR	149DMG|234DUR|4BPWR|5LIT|67VULN|8RCR|aCGEN
484	36133 34633	   	166.61	DCR|3DMG|2VULN|3DUR	14aDMG|234DUR|4BPWR|5LIT|69VULN|7BEXP|8RCR
485	36133 51633	   	166.61	DCR|3DMG|2VULN|3DUR	14aDMG|234DUR|4BPWR|5LIT|6LWND|79VULN|8RCR
486	62261 52232	 * 	166.60	DCR|2VULN|2DMG|3ZMB	145DUST|249ZMB|3RCVC|49BPWR|69DMG|79VULN|8RCR|aRPLT
487	62261 52233	   	166.60	DCR|2VULN|2DMG|3ZMB	145DUST|249ZMB|3RCVC|49BPWR|69DMG|79VULN|8RCR|aFEWX
488	33414 11163	   	166.55	DCR|4VULN|1DMG|2DUR|1ASPD	1DMG|237aVULN|4ASPD|5RCVC|68DUR|9RCR
489	33312 12331	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	15DMG|26VULN|3LWND|45ERES|5BPWR|79DUR|8AART|aRCR
490	33315 12331	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	15DMG|26VULN|3LWND|4ERES|79DUR|8AART|aRCR
491	33441 53331	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	17DMG|23VULN|4LWND|59DUR|6ERES|8AART|aRCR
492	33461 53331	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	17DMG|23VULN|4LHND|59DUR|6ERES|8AART|aRCR
493	32226 21321	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	12DMG|2BPWR|34DUR|5LWND|6ERES|79VULN|8AART|aRCR
494	32241 21321	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	12DMG|2BPWR|35DUR|4LWND|6ERES|79VULN|8AART|aRCR
495	32421 21321	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	12DMG|2BPWR|3LWND|45DUR|6ERES|79VULN|8AART|aRCR
496	36526 21321	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	13DMG|24DUR|5LWND|6ERES|79VULN|8AART|aRCR
497	36541 21321	   	166.55	DCR|2VULN|2DMG|1AART|2DUR	13DMG|25DUR|4LWND|6ERES|79VULN|8AART|aRCR
