0	Index      	Bounty	 *	Score 	Summary	Detail	
1	16324 11621	8	 * 	271.78	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9AART|aDMG
323	16322 12526	9	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6LHND|7CGEN|8DUR|9RCR
324	16322 34126	9	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6CGEN|7BEXP|8DUR|9RCR
325	16322 52126	9	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6FEWX|7CGEN|8DUR|9RCR
326	16322 62126	9	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6BEXP|7CGEN|8DUR|9RCR
327	16323 23222	9	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6ZMB|7DMG|9TLV|aRCR
328	16342 43212	9	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ZMB|5BELT|6TLV|7DMG|9ASPD|aRCR
329	24322 34211	2	   	245.83	DCR|3VULN|1DMG|1DUR|2LIT|1AART	17BEXP|278VULN|3AART|4DMG|5DUR|67LIT|7BPWR|9ERES|aRCR
330	44112 11234	4	   	245.81	DCR|4VULN|2LIT|1CDMG|1AART	16LIT|2RMIN|3RCVC|4569VULN|6BPWR|7AART|8CDMG|aRCR
331	16322 26134	10	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6MBVNT|7RCR|8CGEN|9DUR
332	16322 26137	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6MBVNT|7RCR|8CGEN|9DUR
333	16322 26544	8	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DMG|6MBVNT|7RCR|8FEWX|aTLV
334	16322 26734	8	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6MBVNT|7RCR|8RPLT|9TLV
335	16322 26844	8	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DMG|6MBVNT|7RCR|8BEXP|aTLV
336	16322 31226	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6CGEN|7DUR|8DUST|9RCR
337	16322 33126	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6CGEN|7DUST|8DUR|9RCR
338	16323 16226	6	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5BELT|6DUR|7DUST|8RCR|9DMG
339	16323 26226	5	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5BELT|6DUR|7DUST|8RCR|9DMG
340	16323 43162	7	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6TLV|7DMG|9RCR|aERES
341	16323 43262	8	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6TLV|7DMG|9RCR|aERES
342	22322 33266	2	   	245.71	DCR|2VULN|3DMG|1DUR|1AART	1aBEXP|2LWND|3AART|47aDMG|5DUR|6LIT|8aVULN|9RCR|aBPWR
343	22322 33266	1	   	245.71	DCR|2VULN|3DMG|1DUR|1AART	1aBEXP|2LWND|3AART|47aDMG|5DUR|6LIT|8aVULN|9RCR|aBPWR
344	16323 51162	5	   	245.67	DCR|3VULN|2ASPD|1DUR|1CDMG|1AART	1CDMG|238VULN|46ASPD|5BELT|7DUR|9RCR|aAART
345	16344 11131	7	   	245.67	DCR|3VULN|2CDMG|1DUR|1TLV	1aCDMG|239VULN|4ZMB|5DUR|6RCR|7TLV|8LIT
346	16354 11131	7	   	245.67	DCR|3VULN|2CDMG|1DUR|1TLV	1aCDMG|239VULN|4RMIN|5DUR|6RCR|7TLV|8LIT
347	16322 23244	6	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DMG|6MBVNT|7RCR|8DUST|aTLV
348	16322 26244	7	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DMG|6MBVNT|7RCR|8DUST|aTLV
349	16322 26444	8	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DMG|6MBVNT|7RCR|8DUST|aTLV
350	16322 26474	9	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DMG|6MBVNT|7RCR|8DUST|aTLV
351	16316 42313	10	   	245.65	DCR|4VULN|1TLV|1CDMG	1CDMG|2369VULN|4ERES|5TLV|7BEXP|8RCR|aLIT
352	12613 26213	10	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2LWND|3BELT|46DUR|58aVULN|7TLV|9RCR
353	16152 22316	10	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|269VULN|35BEXP|47DUR|8RCR|aTLV
354	32265 33621	9	   	245.62	DCR|2VULN|3DUR|1DMG|1CDMG|1AART	1DMSP|289DUR|39LWND|4CDMG|5AART|6DMG|79VULN|9BPWR|aRCR
355	16323 43161	7	   	245.62	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1SELL	1CDMG|238VULN|4ASPD|5BELT|6TLV|7DMG|9RCR|aSELL
356	16323 43261	8	   	245.62	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1SELL	1CDMG|238VULN|4ASPD|5BELT|6TLV|7DMG|9RCR|aSELL
357	16324 16322	8	   	245.62	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1SELL	1CDMG|239VULN|4ASPD|5DUR|6RCR|7DMG|8SELL|aCGEN
358	16343 13523	6	   	245.56	DCR|3VULN|2DUR|2CDMG|1AART	18CDMG|238VULN|4ZMB|5FEWX|6RCR|78DUR|8BPWR|9AART|aBELT
359	42232 35113	10	   	245.56	DCR|3VULN|2DUR|3LIT|1AART	127LIT|257BPWR|35LHND|457VULN|67DUR|8LWND|9AART|aRCR
360	12356 26122	9	   	245.56	DCR|3VULN|2DUR|2CDMG|1AART	19CDMG|2LWND|369VULN|49DUR|5DMSP|7AART|8RMIN|9BPWR|aRCR
361	16363 11613	10	   	245.55	DCR|4VULN|1TLV|1CDMG	1CDMG|2389VULN|4LEGI|5ERES|6RCR|7TLV|aLIT
362	16363 13433	6	   	245.55	DCR|4VULN|1DUR|1CDMG	1CDMG|238aVULN|4LEGI|5ERES|6RCR|7DUR|9LIT
363	16363 41333	7	   	245.55	DCR|4VULN|1DUR|1CDMG	1CDMG|236aVULN|4LEGI|56ERES|6BPWR|7DUR|8RCR|9LIT
364	16316 22214	10	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|239VULN|4ERES|5TLV|67DUR|8BEXP|aRCR
365	16324 16321	8	   	245.52	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1SELL	1CDMG|239VULN|4ASPD|5DUR|6RCR|7DMG|8SELL|aTBNT
366	16343 13521	6	   	245.46	DCR|3VULN|2DUR|2CDMG|1AART	18CDMG|238VULN|4ZMB|5FEWX|6RCR|78DUR|8BPWR|9AART|aBBNT
367	16313 25316	4	   	245.43	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|23aVULN|4ERES|5TBNT|6TLV|79DUR|8RCR
368	16313 25316	3	   	245.43	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|23aVULN|4ERES|5TBNT|6TLV|79DUR|8RCR
369	33243 23744	10	   	245.29	DCR|4VULN|2DMG	1DMSP|238LWND|48DMG|5MBVNT|678aVULN|8BPWR|9RCR
370	16323 52111	3	 * 	245.17	ACR|4VULN|3LIT|1DMG|1TLV|1CDMG	1CDMG|2369VULN|4RCR|568LIT|6BPWR|7DMG|aTLV
371	11244 11135	10	   	245.10	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	12CDMG|3DMG|4aVULN|59DUR|6RCR|7TLV|8CGEN
372	13244 11135	10	   	245.10	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	12CDMG|2BPWR|3DMG|4aVULN|59DUR|6RCR|7TLV|8CGEN
373	11244 11115	8	   	245.06	DCR|2VULN|3CDMG|1DMG|1TLV|1DUR	129CDMG|3DMG|49VULN|5DUR|6RCR|7TLV|89CGEN|9BPWR|aLIT
374	13244 11115	8	   	245.06	DCR|2VULN|3CDMG|1DMG|1TLV|1DUR	129CDMG|29BPWR|3DMG|49VULN|5DUR|6RCR|7TLV|89CGEN|aLIT
375	11214 11316	7	   	245.00	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	12CDMG|3DMG|4DUST|58DUR|6RCR|7TLV|9aVULN
376	13214 11316	7	   	245.00	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	12CDMG|2BPWR|3DMG|4DUST|58DUR|6RCR|7TLV|9aVULN
377	11243 11516	10	 * 	244.89	DCR|3VULN|2TLV|1DMG|2CDMG	12CDMG|3DMG|489VULN|5FEWX|6RCR|7aTLV
378	13243 11516	10	   	244.89	DCR|3VULN|2TLV|1DMG|2CDMG	12CDMG|2BPWR|3DMG|489VULN|5FEWX|6RCR|7aTLV
379	35621 11621	8	   	244.87	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD|1AART	1DMSP|28VULN|3DUR|4ASPD|5CDMG|6RCR|7TLV|9AART|aDMG
380	11244 11131	7	   	244.86	DCR|2VULN|3CDMG|1DMG|1DUR|1TLV	12aCDMG|3DMG|49VULN|5DUR|6RCR|7TLV|8LIT
381	13244 11131	7	   	244.86	DCR|2VULN|3CDMG|1DMG|1TLV|1DUR	12aCDMG|2BPWR|3DMG|49VULN|5DUR|6RCR|7TLV|8LIT
382	11244 11631	7	   	244.86	DCR|2VULN|3CDMG|1DMG|1DUR|1TLV	12aCDMG|3DMG|48VULN|5DUR|6RCR|7TLV|9LIT
383	11244 11631	8	   	244.86	DCR|2VULN|3CDMG|1DMG|1DUR|1TLV	12aCDMG|3DMG|48VULN|5DUR|6RCR|7TLV|9LIT
384	13244 11631	8	   	244.86	DCR|2VULN|3CDMG|1DMG|1TLV|1DUR	12aCDMG|2BPWR|3DMG|48VULN|5DUR|6RCR|7TLV|9LIT
385	13244 11631	7	   	244.86	DCR|2VULN|3CDMG|1DMG|1TLV|1DUR	12aCDMG|2BPWR|3DMG|48VULN|5DUR|6RCR|7TLV|9LIT
386	16324 13332	9	   	244.85	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|5DUR|6RCR|7LWND|89DMG|aLIT
387	44123 16231	2	   	244.80	DCR|3VULN|2DUR|1ASPD|1AART	1LIT|2RMIN|35DUR|458VULN|5BPWR|6ASPD|7LHND|9AART|aRCR
388	64123 16231	1	   	244.80	DCR|3VULN|2DUR|1ASPD|1AART	1RMIN|2LIT|35DUR|458VULN|5BPWR|6ASPD|7LHND|9AART|aRCR
389	16324 11224	7	   	244.77	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD|1AART	1CDMG|23VULN|4ASPD|5DUR|6RCR|7TLV|8DUST|9AART|aDMG
390	45133 33333	7	   	244.55	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD	1LIT|2BEXP|3aVULN|4aDUR|5ASPD|6aCDMG|7MLV|8TLV|9RCR|aBPWR
391	45133 33523	9	   	244.55	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD	1LIT|2BEXP|3aVULN|4aDUR|5ASPD|6aCDMG|7MLV|8TLV|9RCR|aBPWR
392	45133 33533	8	   	244.55	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD	1LIT|2BEXP|3aVULN|4aDUR|5ASPD|6aCDMG|7MLV|8TLV|9RCR|aBPWR
393	16335 33612	7	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|237VULN|48FEWX|5AART|6DMG|9DUR|aRCR
394	16352 22223	3	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9AART|aFEWX
395	16352 22226	3	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9AART|aCGEN
396	16422 22223	2	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9AART|aFEWX
397	16422 22226	2	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9AART|aCGEN
398	16633 13111	9	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|3BELT|6BEXP|7DMG|8DUR|9RCR|aAART
399	12364 33432	7	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|2LWND|378VULN|4RCVC|5AART|6DMG|9DUR|aRCR
400	12364 33632	8	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|2LWND|378VULN|4RCVC|5AART|6DMG|9DUR|aRCR
401	12633 61121	7	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1CDMG|2LWND|3BELT|458VULN|6AART|7DMG|9RCR|aTLV
402	12633 61221	8	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1CDMG|2LWND|3BELT|458VULN|6AART|7DMG|9RCR|aTLV
403	12633 62421	8	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1CDMG|2LWND|3BELT|457VULN|6AART|8DMG|9RCR|aTLV
404	12633 62621	7	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1CDMG|2LWND|3BELT|457VULN|6AART|8DMG|9RCR|aTLV
405	12633 64121	6	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1CDMG|2LWND|3BELT|458VULN|6AART|7DMG|9RCR|aTLV
406	16352 22221	3	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9AART|aBBNT
407	16422 22221	2	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9AART|aBBNT
408	16322 23133	6	   	244.37	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DMG|6MBVNT|7RCR|8aLIT
409	16322 26133	7	   	244.37	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DMG|6MBVNT|7RCR|8aLIT
410	16324 11631	7	   	244.35	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD	1aCDMG|23VULN|4ASPD|58DUR|6RCR|7TLV|9LIT
411	16343 13512	6	   	244.20	DCR|3VULN|2DUR|2CDMG	18CDMG|238VULN|4ZMB|5FEWX|6RCR|78DUR|8BPWR|9MLV|aLIT
412	16343 13531	6	   	244.20	DCR|3VULN|2DUR|2CDMG	18CDMG|238VULN|4ZMB|5FEWX|6RCR|78DUR|8BPWR|9LIT|aBELT
413	16343 13533	6	   	244.20	DCR|3VULN|2DUR|2CDMG	18CDMG|238VULN|4ZMB|5FEWX|6RCR|78DUR|8BPWR|9LIT|aCGEN
414	15133 12332	1	   	244.10	DCR|3VULN|2DUR|2CDMG	18CDMG|2RMIN|38aVULN|4BELT|58DUR|6TBNT|7RCR|8BPWR|9LIT
415	15133 22332	1	   	244.10	DCR|3VULN|2DUR|2CDMG	18CDMG|2RMIN|38aVULN|4BELT|58DUR|6BBNT|7RCR|8BPWR|9LIT
416	16433 12332	3	   	244.10	DCR|3VULN|2DUR|2CDMG	18CDMG|28aVULN|3RMIN|4BELT|58DUR|6TBNT|7RCR|8BPWR|9LIT
417	16433 22332	3	   	244.10	DCR|3VULN|2DUR|2CDMG	18CDMG|28aVULN|3RMIN|4BELT|58DUR|6BBNT|7RCR|8BPWR|9LIT
418	66133 12332	2	   	244.10	DCR|3VULN|2DUR|2CDMG	1RMIN|28CDMG|38aVULN|4BELT|58DUR|6TBNT|7RCR|8BPWR|9LIT
419	66133 22332	2	   	244.10	DCR|3VULN|2DUR|2CDMG	1RMIN|28CDMG|38aVULN|4BELT|58DUR|6BBNT|7RCR|8BPWR|9LIT
420	11226 11133	7	   	244.07	DCR|2VULN|2DMG|2TLV|2CDMG	12CDMG|3aDMG|4BEXP|5LWND|6RCR|7aTLV|8LIT|9aVULN|aBPWR
421	13226 11133	7	   	244.07	DCR|2VULN|2DMG|2TLV|2CDMG	12CDMG|2aBPWR|3aDMG|4BEXP|5LWND|6RCR|7aTLV|8LIT|9aVULN
422	16153 52222	4	   	243.98	DCR|2VULN|2ASPD|1DMG|2CDMG|1DUR	17CDMG|27VULN|3BEXP|4DUR|5BELT|67ASPD|7BPWR|8RCR|9DMG|aLIT
423	11216 11133	7	   	243.97	DCR|2VULN|2DMG|2CDMG|2TLV	12CDMG|3aDMG|4DUST|5LWND|6RCR|7aTLV|8LIT|9aVULN|aBPWR
424	11216 25333	7	   	243.97	DCR|2VULN|2DMG|2CDMG|2TLV	12CDMG|3aDMG|4DUST|5LWND|6aTLV|7LIT|8RCR|9aVULN|aBPWR
425	13216 11133	7	   	243.97	DCR|2VULN|2DMG|2CDMG|2TLV	12CDMG|2aBPWR|3aDMG|4DUST|5LWND|6RCR|7aTLV|8LIT|9aVULN
426	13216 25333	7	   	243.97	DCR|2VULN|2DMG|2CDMG|2TLV	12CDMG|2aBPWR|3aDMG|4DUST|5LWND|6aTLV|7LIT|8RCR|9aVULN
427	16353 11116	8	   	243.95	DCR|4VULN|2CDMG|1TLV	19CDMG|239aVULN|4RMIN|5FEWX|6RCR|7TLV|89CGEN|9BPWR
428	16353 11216	8	   	243.95	DCR|4VULN|2CDMG|1TLV	19CDMG|239aVULN|4RMIN|5FEWX|6RCR|7TLV|89MLV|9BPWR
429	16611 52222	5	   	243.88	DCR|2VULN|2ASPD|1DMG|2CDMG|1DUR	17CDMG|27VULN|3BELT|4DUR|5DUST|67ASPD|7BPWR|8RCR|9DMG|aLIT
430	16633 21215	10	   	243.85	DCR|4VULN|2CDMG|1DUR	16CDMG|2456VULN|3BELT|6BPWR|7DUR|8FEWX|9BEXP|aRCR
431	16316 31316	5	   	243.85	DCR|4VULN|2CDMG|1TLV	19CDMG|239aVULN|4ERES|5TLV|69BEXP|7RMIN|8RCR|9BPWR
432	16324 11422	6	   	243.77	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LHND|9AART|aLIT
433	16324 12422	7	   	243.77	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LHND|9AART|aLIT
434	16324 12422	6	   	243.77	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7BEXP|9AART|aLIT
435	16324 12422	8	   	243.77	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LHND|9AART|aLIT
436	16324 13422	8	   	243.77	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LWND|9AART|aLIT
437	16324 13422	7	   	243.77	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LWND|9AART|aLIT
438	11141 42316	9	   	243.75	DCR|4VULN|2CDMG|1TLV	12CDMG|3CGEN|4TLV|569aVULN|7BEXP|8RCR
439	13141 42316	9	   	243.75	DCR|4VULN|2CDMG|1TLV	12CDMG|2BPWR|3CGEN|4TLV|569aVULN|7BEXP|8RCR
440	16316 53214	5	   	243.75	DCR|4VULN|2CDMG|1TLV	19CDMG|239aVULN|4ERES|5TLV|6MBVNT|79ZMB|8RCR|9BPWR
441	16623 23412	6	   	243.75	DCR|4VULN|2CDMG|1TLV	16CDMG|2567VULN|3BELT|4DMSP|6BPWR|8TBNT|9TLV|aRCR
442	16631 23412	6	   	243.75	DCR|4VULN|2CDMG|1TLV	16CDMG|2467VULN|3BELT|5DMSP|6BPWR|8TBNT|9TLV|aRCR
443	16633 22235	10	   	243.75	DCR|4VULN|2CDMG|1DUR	16CDMG|2456VULN|3BELT|6BPWR|7DUST|8FEWX|9DUR|aRCR
444	24353 46214	9	   	243.75	DCR|4VULN|1DMG|1TLV	1BEXP|279aVULN|3LHND|4MBVNT|5TLV|6RCR|8DMG
445	16343 11513	10	   	243.75	DCR|4VULN|2CDMG|1TLV	1aCDMG|2389VULN|4ZMB|5FEWX|6RCR|7TLV
446	16343 11513	9	   	243.75	DCR|4VULN|2CDMG|1TLV	1aCDMG|2389VULN|4ZMB|5FEWX|6RCR|7TLV
447	16353 11513	9	   	243.75	DCR|4VULN|2CDMG|1TLV	1aCDMG|2389VULN|4RMIN|5FEWX|6RCR|7TLV
448	16353 11513	10	   	243.75	DCR|4VULN|2CDMG|1TLV	1aCDMG|2389VULN|4RMIN|5FEWX|6RCR|7TLV
449	11243 13542	6	 * 	243.75	DCR|3DUR|1VULN|2DMG|3CDMG|1ASPD	128CDMG|38DMG|4VULN|5FEWX|6RCR|78aDUR|8BPWR|9ASPD
450	13243 13542	6	   	243.75	DCR|3DUR|1VULN|2DMG|3CDMG|1ASPD	128CDMG|28BPWR|38DMG|4VULN|5FEWX|6RCR|78aDUR|9ASPD
451	16316 42313	9	   	243.65	DCR|4VULN|2CDMG|1TLV	1aCDMG|2369VULN|4ERES|5TLV|7BEXP|8RCR
452	16363 11613	9	   	243.55	DCR|4VULN|2CDMG|1TLV	1aCDMG|2389VULN|4LEGI|5ERES|6RCR|7TLV
453	16322 31532	7	   	243.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|5DMG|6CGEN|7DUR|8RCR|9LIT|aTLV
454	16324 11115	7	   	243.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|5DUR|6RCR|7TLV|8LIT|9RPLT|aDMG
455	16324 16112	7	   	243.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|5DUR|6RCR|7DMG|8LIT|9ZMB|aTLV
456	16324 16132	8	   	243.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|5DUR|6RCR|7DMG|8CGEN|9LIT|aTLV
457	35621 61313	10	   	243.43	DCR|2VULN|3DUR|2ASPD|2CDMG	1DMSP|29VULN|367DUR|49ASPD|59CDMG|8BELT|9BPWR|aRCR
458	32615 41113	8	 * 	243.43	DCR|2VULN|3DUR|2ASPD|2TLV	1DMSP|234DUR|5aVULN|6RPLT|7aTLV|8RCR|9aASPD|aBPWR
459	61542 33231	3	   	243.30	DCR|4VULN|1DUR|1ASPD	1RMIN|246FEWX|3456VULN|46BPWR|7LIT|8RCR|9ASPD|aDUR
460	16344 11123	7	   	243.27	DCR|3VULN|2TLV|1DUR|1CDMG	1CDMG|23aVULN|4ZMB|5DUR|6RCR|7aTLV|8LIT|9aFEWX|aBPWR
461	16335 41312	7	   	243.23	DCR|3VULN|2AART|1DUR|1CDMG|1ASPD	1CDMG|237VULN|4FEWX|56AART|8ASPD|9DUR|aRCR
462	16324 13221	6	   	243.20	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD|1AART	1CDMG|23VULN|4ASPD|57DUR|6RCR|8ZMB|9AART|aDMG
463	16324 13321	6	   	243.20	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD|1AART	1CDMG|23VULN|4ASPD|57DUR|6RCR|8RMIN|9AART|aDMG
464	12322 32532	3	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|2LWND|345VULN|6BEXP|7DMG|8RCR|9LIT|aTLV
465	16122 12232	3	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|245VULN|3BEXP|6LHND|7DMG|8RCR|9LIT|aTLV
466	16122 12232	2	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|245VULN|3BEXP|6LHND|7DMG|8RCR|9LIT|aTLV
467	16222 32532	2	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|245VULN|3LWND|6BEXP|7DMG|8RCR|9LIT|aTLV
468	16332 12232	3	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|235VULN|4BEXP|6LHND|7DMG|8RCR|9LIT|aTLV
469	16332 12232	4	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|235VULN|4FEWX|6LHND|7DMG|8RCR|9LIT|aTLV
470	16344 13321	10	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|23aVULN|4ZMB|5DUR|6RCR|7LWND|8DMG|9LIT
471	16352 22231	3	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9LIT|aBELT
472	16352 22233	3	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9LIT|aCGEN
473	16352 22234	3	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9LIT|aFEWX
474	16422 22231	2	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9LIT|aBELT
475	16422 22233	2	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9LIT|aCGEN
476	16422 22234	2	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9LIT|aFEWX
477	16331 52532	5	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|236VULN|4FEWX|5LWND|7DMG|8RCR|9LIT|aTLV
478	16122 42532	2	   	243.07	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|245VULN|3BEXP|6LEGI|7DMG|8RCR|9LIT|aTLV
479	16122 42532	3	   	243.07	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|245VULN|3BEXP|6LEGI|7DMG|8RCR|9LIT|aTLV
480	16332 42532	4	   	243.07	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|235VULN|4FEWX|6LEGI|7DMG|8RCR|9LIT|aTLV
481	16332 42532	3	   	243.07	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|235VULN|4BEXP|6LEGI|7DMG|8RCR|9LIT|aTLV
482	16352 22236	3	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9LIT|aERES
