0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33132 16114	10	 * 	270.70	DCR|3VULN|3DUR|2DMG|2LIT	1BELT|2aDMG|347DUR|58aVULN|6aLIT|9RCR|aBPWR
331	24332 26363	6	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|27DMG|3BEXP|45DUR|6aVULN|8RCR|9ERES
332	24332 26623	6	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|27DMG|3BEXP|45DUR|6aVULN|8ERES|9RCR
333	24332 24613	9	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|29DMG|3BEXP|45DUR|6aVULN|7ERES|8RCR
334	24523 33613	9	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|29DMG|3ERES|4FEWX|56DUR|7aVULN|8RCR
335	33124 26243	5	   	243.69	DCR|3VULN|3DMG|1DUR	1BELT|257DMG|3DUR|478VULN|67LWND|7BPWR|9FEWX|aRCR
336	33124 36243	6	   	243.69	DCR|3VULN|3DMG|1DUR	1BELT|257DMG|3DUR|478VULN|67LHND|7BPWR|9FEWX|aRCR
337	53321 23313	2	   	243.59	DCR|5VULN|1CDMG	1RPLT|23459VULN|6CDMG|7RCR|8LIT|aASPD
338	53521 23313	3	   	243.59	DCR|5VULN|1CDMG	1RPLT|23459VULN|6CDMG|7RCR|8LIT|aASPD
339	33121 45333	10	   	243.55	DCR|3VULN|3DMG|1DUR|1SELL	1BELT|279DMG|3DUR|479VULN|579CGEN|6LEGI|79BPWR|8SELL|aRCR
340	12141 23164	10	   	243.51	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1DMSP|2DMG|3FEWX|4CDMG|57aVULN|6AART|8RCR|9TLV
341	11562 25313	3	   	243.33	DCR|2VULN|2DMG|2TLV|1CDMG	1DMSP|2RPLT|3RCVC|4aTLV|5aDMG|6CDMG|7RCR|8LIT|9aVULN|aBPWR
342	26342 25313	4	   	243.33	DCR|2VULN|2DMG|2TLV|1CDMG	1aTLV|2DMSP|34RPLT|5aDMG|6CDMG|7RCR|8LIT|9aVULN|aBPWR
343	53321 23364	2	 * 	243.32	DCR|4VULN|2CDMG|1DMG	1RPLT|2345VULN|6aCDMG|7RCR|8LIT|9DMG
344	53321 51423	2	   	243.23	DCR|5VULN|1DUR|1CDMG	1RPLT|2345aVULN|6DUR|7FEWX|8CDMG|9RCR
345	53321 16114	2	 * 	243.15	DCR|5VULN|2CDMG|1AART	1RPLT|2345aVULN|6AART|7aCDMG|8RCR|9aCGEN|aBPWR
346	21534 13335	1	   	243.13	DCR|2VULN|2DMG|2TLV|1CDMG	16TLV|2aDMG|39VULN|4ASPD|5CDMG|7BEXP|8RCR
347	53321 23123	2	   	243.13	DCR|5VULN|1DUR|1CDMG	1RPLT|23459VULN|6CDMG|7RCR|8TBNT|aDUR
348	53521 23123	3	   	243.13	DCR|5VULN|1DUR|1CDMG	1RPLT|23459VULN|6CDMG|7RCR|8TBNT|aDUR
349	21533 24133	1	   	243.10	DCR|2VULN|3TLV|1DMG|1DUR|2LIT	15aTLV|2DMG|3aVULN|4ASPD|6RCR|7DUR|8aLIT|9RCVC|aBPWR
350	24533 24133	2	   	243.10	DCR|2VULN|3TLV|1DMG|1DUR|2LIT	15aTLV|2DMG|3aVULN|4ASPD|6RCR|7DUR|8aLIT|9RCVC|aBPWR
351	24212 52631	8	   	243.10	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|24DMG|34MLV|4BPWR|5CDMG|6DUR|7BEXP|8RCR|9aVULN
352	26132 23313	2	   	243.09	DCR|2VULN|2DMG|2TLV|1CDMG|1SELL	1aTLV|2DMSP|3SELL|4FEWX|5aDMG|6CDMG|7RCR|8LIT|9aVULN|aBPWR
353	26162 23313	2	   	243.09	DCR|2VULN|2DMG|2TLV|1CDMG|1SELL	1aTLV|2DMSP|3SELL|4LWND|5aDMG|6CDMG|7RCR|8LIT|9aVULN|aBPWR
354	52151 32114	8	   	243.02	DCR|4VULN|3TLV|1CDMG	1RPLT|29BELT|3478VULN|478BPWR|578TLV|6RCR|aCDMG
355	52151 32122	9	   	243.02	DCR|4VULN|3TLV|1CDMG	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9CGEN|aCDMG
356	52151 32162	8	   	243.02	DCR|4VULN|3TLV|1CDMG	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9RMIN|aCDMG
357	52151 32142	9	   	242.92	DCR|4VULN|3TLV|1CDMG	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9ERES|aCDMG
358	52151 32235	7	   	242.92	DCR|4VULN|2TLV|1CDMG	1RPLT|2BELT|347aVULN|47BPWR|57TLV|6RCR|8CDMG|9MBVNT
359	24511 33631	8	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|24DMG|34ERES|4BPWR|5FEWX|6CDMG|7DUR|8RCR|9aVULN
360	21534 23335	1	   	242.90	DCR|2VULN|2DMG|1TLV|2ASPD|1CDMG	1TLV|2aDMG|39VULN|46ASPD|5CDMG|7BEXP|8RCR
361	24334 33335	3	   	242.90	DCR|2VULN|2DMG|1TLV|2ASPD|1CDMG	1TLV|2aDMG|3BEXP|46ASPD|5CDMG|79VULN|8RCR
362	53321 16232	2	   	242.85	DCR|4VULN|1DUR|1CDMG|1AART	1RPLT|2345VULN|6AART|7CDMG|8LIT|9RCR|aDUR
363	53521 16232	3	   	242.85	DCR|4VULN|1DUR|1CDMG|1AART	1RPLT|2345VULN|6AART|7CDMG|8LIT|9RCR|aDUR
364	21533 21216	1	 * 	242.83	DCR|2VULN|3TLV|2DUR|1DMG	15aTLV|2DMG|3aVULN|4ASPD|6RCR|7BELT|8BEXP|9aDUR|aBPWR
365	21533 21316	1	   	242.83	DCR|2VULN|3TLV|2DUR|1DMG	15aTLV|2DMG|3aVULN|4ASPD|6RCR|7BELT|8LWND|9aDUR|aBPWR
366	21533 21516	1	   	242.83	DCR|2VULN|3TLV|2DUR|1DMG	15aTLV|2DMG|3aVULN|4ASPD|6RCR|7BELT|8LHND|9aDUR|aBPWR
367	21533 22616	1	   	242.83	DCR|2VULN|3TLV|2DUR|1DMG	15aTLV|2DMG|3aVULN|4ASPD|6RCR|7LWND|8BELT|9aDUR|aBPWR
368	24533 21216	2	   	242.83	DCR|2VULN|3TLV|2DUR|1DMG	15aTLV|2DMG|3aVULN|4ASPD|6RCR|7BELT|8BEXP|9aDUR|aBPWR
369	24533 21316	2	   	242.83	DCR|2VULN|3TLV|2DUR|1DMG	15aTLV|2DMG|3aVULN|4ASPD|6RCR|7BELT|8LWND|9aDUR|aBPWR
370	21234 33335	1	   	242.80	DCR|2VULN|2DMG|1TLV|2ASPD|1CDMG	1TLV|2aDMG|3DUST|46ASPD|5CDMG|79VULN|8RCR
371	24234 33335	2	   	242.80	DCR|2VULN|2DMG|1TLV|2ASPD|1CDMG	1TLV|2aDMG|3DUST|46ASPD|5CDMG|79VULN|8RCR
372	33126 51134	4	   	242.78	DCR|1VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	1BELT|28DMG|38DUR|4VULN|5RMIN|6TLV|78LIT|8BPWR|9CDMG|aRCR
373	36113 42126	10	 * 	242.73	DCR|3VULN|3TLV|3CDMG	1BELT|2DMSP|38aTLV|48aVULN|5ERES|6LIT|78aCDMG|8aBPWR|9RCR
374	21533 24343	1	   	242.63	DCR|2VULN|2TLV|2DUR|1DMG	15TLV|2DMG|39VULN|4ASPD|6RCR|7aDUR|8ERES
375	35642 22113	8	   	242.62	DCR|3VULN|2DMG|2DUR	1BELT|28DUR|38DMG|4RCVC|578VULN|6RPLT|8BPWR|9FEWX|aRCR
376	35642 22123	9	   	242.62	DCR|3VULN|2DMG|2DUR	1BELT|28DUR|38DMG|4RCVC|578VULN|6RPLT|8BPWR|9FEWX|aRCR
377	12222 22113	8	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|28DMG|3BELT|48DUR|578VULN|6RPLT|8BPWR|9FEWX|aRCR
378	12222 22123	9	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|28DMG|3BELT|48DUR|578VULN|6RPLT|8BPWR|9FEWX|aRCR
379	12222 22143	9	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|28DMG|3BELT|48DUR|578VULN|6RPLT|8BPWR|9LHND|aRCR
380	33142 22113	8	   	242.62	DCR|3VULN|2DMG|2DUR	1BELT|28DMG|38DUR|4RCVC|578VULN|6RPLT|8BPWR|9FEWX|aRCR
381	33142 22123	9	   	242.62	DCR|3VULN|2DMG|2DUR	1BELT|28DMG|38DUR|4RCVC|578VULN|6RPLT|8BPWR|9FEWX|aRCR
382	33142 22143	9	   	242.62	DCR|3VULN|2DMG|2DUR	1BELT|28DMG|38DUR|4RCVC|578VULN|6RPLT|8BPWR|9LHND|aRCR
383	26463 13323	10	   	242.54	DCR|3VULN|2TLV|2ASPD|1AART	1aTLV|27DMSP|3LIT|4aASPD|56aVULN|8RCR|9AART|aBPWR
384	33421 46223	4	   	242.52	DCR|3VULN|2DMG|2DUR	1BELT|27DMG|3LWND|457VULN|67DUR|7BPWR|8BEXP|9BBNT|aRCR
385	33423 46223	5	   	242.52	DCR|3VULN|2DMG|2DUR	1BELT|27DMG|3LWND|457VULN|67DUR|7BPWR|8BEXP|9BBNT|aRCR
386	35642 22133	9	   	242.52	DCR|3VULN|2DMG|2DUR	1BELT|28DUR|38DMG|4RCVC|578VULN|6RPLT|8BPWR|9LEGI|aRCR
387	12222 22133	9	   	242.52	DCR|3VULN|2DMG|2DUR	1DMSP|28DMG|3BELT|48DUR|578VULN|6RPLT|8BPWR|9LEGI|aRCR
388	33142 22133	9	   	242.52	DCR|3VULN|2DMG|2DUR	1BELT|28DMG|38DUR|4RCVC|578VULN|6RPLT|8BPWR|9LEGI|aRCR
389	44213 24313	4	   	242.48	DCR|2VULN|2DMG|2DUR|2ASPD	1aASPD|24DMG|34aMLV|4aBPWR|57DUR|6RCR|8LIT|9aVULN
390	26463 12323	10	   	242.44	DCR|3VULN|3TLV|2ASPD|1AART	17aTLV|2DMSP|3LIT|4aASPD|56aVULN|8RCR|9AART|aBPWR
391	33333 64522	10	   	242.42	DCR|3VULN|2DMG|2DUR	1BELT|29DMG|3LHND|49DUR|59aVULN|6DLOT|7LEGI|8RCR|9BPWR
392	33164 11632	2	   	242.40	DCR|2VULN|3DMG|1TLV|1CDMG	1BELT|248DMG|348DUST|48BPWR|5CDMG|6CGEN|78VULN|9TLV|aRCR
393	24132 61433	10	   	242.40	DCR|2VULN|3DMG|1TLV|1CDMG	1TLV|28aDMG|3DMSP|4CGEN|5CDMG|67VULN|9RCR
394	12212 32456	5	   	242.40	DCR|4VULN|2DMG|1AART	1DMSP|28DMG|3BELT|458aVULN|6AART|7RCR|8BPWR|9LHND
395	21415 11611	1	 * 	242.22	DCR|1VULN|2DMG|2TLV|2DUR|3LIT	1aTLV|2aDMG|378LIT|4BEXP|5VULN|6aDUR|9RCR|aBPWR
396	21436 13611	1	   	242.22	DCR|1VULN|2DMG|2TLV|2DUR|3LIT	1aTLV|2aDMG|348LIT|5VULN|6LWND|7aDUR|9RCR|aBPWR
397	21436 23611	1	   	242.22	DCR|1VULN|2DMG|2TLV|2DUR|3LIT	1aTLV|2aDMG|348LIT|5VULN|6BEXP|7aDUR|9RCR|aBPWR
398	53321 12226	2	   	242.20	DCR|4VULN|2DMG|1AART	1RPLT|2345VULN|6AART|79DMG|8TBNT|aRCR
399	53321 12356	2	   	242.20	DCR|4VULN|2DMG|1AART	1RPLT|2345VULN|6AART|78DMG|9TBNT|aRCR
400	53521 12226	3	   	242.20	DCR|4VULN|2DMG|1AART	1RPLT|2345VULN|6AART|79DMG|8TBNT|aRCR
401	31123 22113	8	   	242.17	DCR|4VULN|2DUR|2ASPD	1BELT|28ASPD|38DUR|4578VULN|6RPLT|8BPWR|9FEWX|aRCR
402	31123 22123	9	   	242.17	DCR|4VULN|2DUR|2ASPD	1BELT|28ASPD|38DUR|4578VULN|6RPLT|8BPWR|9FEWX|aRCR
403	31123 22143	9	   	242.17	DCR|4VULN|2DUR|2ASPD	1BELT|28ASPD|38DUR|4578VULN|6RPLT|8BPWR|9LHND|aRCR
404	52251 33113	8	   	242.17	DCR|4VULN|2DUR|2ASPD	1RPLT|2BELT|38ASPD|4568VULN|78DUR|8BPWR|9FEWX|aRCR
405	52251 33123	9	   	242.17	DCR|4VULN|2DUR|2ASPD	1RPLT|2BELT|38ASPD|4568VULN|78DUR|8BPWR|9FEWX|aRCR
406	52251 33143	9	   	242.17	DCR|4VULN|2DUR|2ASPD	1RPLT|2BELT|38ASPD|4568VULN|78DUR|8BPWR|9LHND|aRCR
407	52251 42113	8	   	242.17	DCR|4VULN|2DUR|2ASPD	1RPLT|2BELT|38ASPD|4578VULN|68DUR|8BPWR|9FEWX|aRCR
408	52251 42123	9	   	242.17	DCR|4VULN|2DUR|2ASPD	1RPLT|2BELT|38ASPD|4578VULN|68DUR|8BPWR|9FEWX|aRCR
409	12211 61412	6	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1DMSP|2DMG|3BELT|478VULN|5CDMG|6TLV|9LIT|aRCR
410	12211 65412	7	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1DMSP|2DMG|3BELT|478VULN|5CDMG|6TLV|9LIT|aRCR
411	22241 53333	6	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2ZMB|3MLV|4CDMG|579VULN|6LIT|8RCR|aDMG
412	22242 53333	5	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2ZMB|3MLV|4CDMG|5LIT|679VULN|8RCR|aDMG
413	22242 63333	6	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2ZMB|3MLV|4CDMG|5LIT|679VULN|8RCR|aDMG
414	24241 52331	7	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2DMG|3MLV|4CDMG|579VULN|6LIT|8RCR|aFEWX
415	24241 52332	7	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2DMG|3MLV|4CDMG|579VULN|6LIT|8RCR|aCGEN
416	24241 53331	6	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2DMG|3MLV|4CDMG|579VULN|6LIT|8RCR|aFEWX
417	24241 53332	6	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2DMG|3MLV|4CDMG|579VULN|6LIT|8RCR|aCGEN
418	22513 53335	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2ZMB|369VULN|4FEWX|5CDMG|7ASPD|8RCR|aDMG
419	24242 53331	5	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2DMG|3MLV|4CDMG|5LIT|679VULN|8RCR|aFEWX
420	24242 53332	5	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|2DMG|3MLV|4CDMG|5LIT|679VULN|8RCR|aCGEN
421	31123 22133	9	   	242.07	DCR|4VULN|2DUR|2ASPD	1BELT|28ASPD|38DUR|4578VULN|6RPLT|8BPWR|9LEGI|aRCR
422	52251 33133	9	   	242.07	DCR|4VULN|2DUR|2ASPD	1RPLT|2BELT|38ASPD|4568VULN|78DUR|8BPWR|9LEGI|aRCR
423	52251 42133	9	   	242.07	DCR|4VULN|2DUR|2ASPD	1RPLT|2BELT|38ASPD|4578VULN|68DUR|8BPWR|9LEGI|aRCR
424	33323 11665	8	   	242.05	DCR|3VULN|3DMG|2LIT|1SELL	1BELT|279DMG|3LHND|459VULN|69LIT|8SELL|9BPWR|aRCR
425	52151 32242	7	   	242.03	DCR|3VULN|2TLV|1DMG|1CDMG	1RPLT|2BELT|347VULN|47BPWR|57TLV|6RCR|8CDMG|9FEWX|aDMG
426	52151 32262	7	   	242.03	DCR|3VULN|2TLV|1DMG|1CDMG	1RPLT|2BELT|347VULN|47BPWR|57TLV|6RCR|8CDMG|9LWND|aDMG
427	52151 32232	7	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	1RPLT|2BELT|347VULN|47BPWR|57TLV|6RCR|8CDMG|9MBVNT|aDMG
428	52151 32252	7	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	1RPLT|2BELT|347VULN|47BPWR|57TLV|6RCR|8CDMG|9DUST|aDMG
429	52451 32232	7	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	1RPLT|2BELT|37TLV|457VULN|6RCR|7BPWR|8CDMG|9MBVNT|aDMG
430	33321 11466	3	   	241.89	DCR|2VULN|3DMG|2DUR	1BELT|249DMG|3LHND|59DUR|6RPLT|7RCR|89VULN|9BPWR|aLIT
431	53321 23354	2	   	241.83	DCR|5VULN|2LIT|1CDMG	1RPLT|2345aVULN|6CDMG|7RCR|89LIT
432	33321 11134	6	   	241.80	DCR|2VULN|2DMG|1TLV|2LIT|1CDMG	1BELT|28DMG|3LHND|48VULN|5CGEN|6TLV|78LIT|8BPWR|9CDMG|aRCR
433	33421 11134	6	   	241.80	DCR|2VULN|2DMG|1TLV|2LIT|1CDMG	1BELT|28DMG|3LWND|48VULN|5CGEN|6TLV|78LIT|8BPWR|9CDMG|aRCR
434	21533 24241	1	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	15TLV|2DMG|3aVULN|4ASPD|6RCR|7DUR|8LHND|9CDMG
435	24242 22335	6	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	17TLV|2DMG|3MLV|4CDMG|5LIT|6DUR|8RCR|9aVULN
436	33613 35431	9	   	241.69	DCR|3VULN|2DMG|1DUR|1CDMG	1BELT|29DMG|39CGEN|4LWND|5CDMG|6RCR|789VULN|9BPWR|aDUR
437	53533 23613	9	   	241.69	DCR|3VULN|2DMG|1DUR|1CDMG	16RPLT|23aVULN|4aLHND|5DUR|7CDMG|8RCR|9aDMG|aBPWR
438	12335 21443	8	   	241.51	DCR|2VULN|2DMG|1DUR|2LIT|1CDMG|1AART	1DMSP|29DMG|39LIT|4CGEN|5AART|6RCR|7CDMG|89VULN|9BPWR|aDUR
439	12335 21643	7	   	241.51	DCR|2VULN|2DMG|1DUR|2LIT|1CDMG|1AART	1DMSP|29DMG|39LIT|4CGEN|5AART|6RCR|7CDMG|89VULN|9BPWR|aDUR
440	36126 33116	9	   	241.44	DCR|2VULN|3DUR|2TLV|1CDMG	1BELT|2DMSP|38TLV|489DUR|5RPLT|6RCR|78VULN|8BPWR|aCDMG
441	24242 41333	6	 * 	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	1TLV|2aDMG|3MLV|46CDMG|5LIT|79VULN|8RCR
442	24242 41333	7	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	1TLV|2aDMG|3MLV|46CDMG|5LIT|79VULN|8RCR
443	23621 23244	4	   	241.35	DCR|4VULN|1TLV|1DMG	1TLV|26LWND|3BELT|456aVULN|6BPWR|7DMG|8RCR|9FEWX
444	23623 23244	5	   	241.35	DCR|4VULN|1TLV|1DMG	1TLV|26LWND|3BELT|456aVULN|6BPWR|7DMG|8RCR|9FEWX
445	12212 52331	10	   	241.25	DCR|4VULN|1TLV|1DMG	1DMSP|2DMG|3BELT|459aVULN|6RCR|7TLV|8RMIN
446	23621 23235	4	   	241.25	DCR|4VULN|1TLV|1DMG	1TLV|26LWND|3BELT|456aVULN|6BPWR|7DMG|8RCR|9MBVNT
447	23621 23254	4	   	241.25	DCR|4VULN|1TLV|1DMG	1TLV|26LWND|3BELT|456aVULN|6BPWR|7DMG|8RCR|9DUST
448	23623 23235	5	   	241.25	DCR|4VULN|1TLV|1DMG	1TLV|26LWND|3BELT|456aVULN|6BPWR|7DMG|8RCR|9MBVNT
449	23623 23254	5	   	241.25	DCR|4VULN|1TLV|1DMG	1TLV|26LWND|3BELT|456aVULN|6BPWR|7DMG|8RCR|9DUST
450	33423 62243	10	   	241.25	DCR|4VULN|1TLV|1DMG	1BELT|2DMG|3LWND|458aVULN|6LHND|7TLV|9RCR
451	52151 32322	8	   	241.18	DCR|3VULN|2TLV|1DUR	1RPLT|2BELT|347VULN|47BPWR|57TLV|6RCR|8DUR|9ASPD|aLIT
452	52451 32322	8	   	241.18	DCR|3VULN|2TLV|1DUR	1RPLT|2BELT|37TLV|457VULN|6RCR|7BPWR|8DUR|9ASPD|aLIT
453	12212 52123	8	   	241.15	DCR|4VULN|1TLV|1DMG	1DMSP|2DMG|3BELT|458aVULN|6RCR|7TLV|9ERES
454	12212 52133	9	   	241.15	DCR|4VULN|1TLV|1DMG	1DMSP|2DMG|3BELT|458aVULN|6RCR|7TLV|9ERES
455	12212 54221	6	   	241.15	DCR|4VULN|1TLV|1DMG	1DMSP|2DMG|3BELT|458aVULN|6RCR|7TBNT|9TLV
456	33423 32243	10	   	241.15	DCR|4VULN|1TLV|1DMG	1BELT|2DMG|3LWND|458aVULN|6LEGI|7TLV|9RCR
457	33423 32244	9	   	241.15	DCR|4VULN|1TLV|1DMG	1BELT|2DMG|3LWND|458aVULN|6LEGI|7TLV|9RCR
458	33332 61234	2	   	241.14	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1BELT|28DMG|3DLOT|4LWND|5AART|68VULN|78DUR|8BPWR|9CDMG|aRCR
459	33333 62234	6	   	241.14	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1BELT|28DMG|3LHND|48DUR|58VULN|6DLOT|7AART|8BPWR|9CDMG|aRCR
460	12214 45123	10	   	241.09	DCR|2VULN|2DMG|2DUR|2LIT	1DMSP|29DMG|3BELT|49VULN|5ASPD|68LIT|79DUR|9BPWR|aRCR
461	26463 12311	9	   	241.08	DCR|3VULN|2TLV|1DUR	17TLV|2DMSP|3LIT|4ASPD|56aVULN|8RCR|9DUR
462	33423 11324	7	   	240.94	DCR|4VULN|2DMG	1BELT|27DMG|3LWND|459aVULN|6LIT|8RCR
463	53522 14331	6	   	240.94	DCR|4VULN|2DMG	1RPLT|239aVULN|49DUST|5ASPD|6RCR|7CGEN|89DMG|9BPWR
464	23633 25243	10	   	240.82	DCR|3VULN|2TLV|2ASPD|1DUR	17TLV|27LWND|3BELT|4DUR|58aVULN|67ASPD|7BPWR|9RCR
465	23626 35323	6	   	240.82	DCR|3VULN|2TLV|2ASPD|1DUR	1aTLV|2LWND|3BELT|47aVULN|5DUR|6CGEN|8RCR|9aASPD|aBPWR
466	25514 32323	1	   	240.82	DCR|3VULN|2TLV|2ASPD|1DUR	1aTLV|2CGEN|36aVULN|4FEWX|5DUR|7BELT|8RCR|9aASPD|aBPWR
467	25561 32323	1	   	240.82	DCR|3VULN|2TLV|2ASPD|1DUR	1aTLV|2CGEN|36aVULN|4DUR|5FEWX|7BELT|8RCR|9aASPD|aBPWR
468	33333 14523	10	   	240.72	DCR|2VULN|3DUR|2DMG|1AART	1BELT|29DMG|3LHND|49aDUR|59VULN|6AART|7LEGI|8RCR|9BPWR
469	33433 14523	10	   	240.72	DCR|2VULN|3DUR|2DMG|1AART	1BELT|29DMG|3LWND|49aDUR|59VULN|6AART|7LEGI|8RCR|9BPWR
