0	Index      	Bounty	 *	Score 	Summary	Detail	
1	26222 42523	9	 * 	275.00	DCR|4VULN|2ASPD|1TLV|1DUR|1CDMG	1CDMG|24ASPD|346aVULN|4BPWR|5TLV|7LHND|8DUR|9RCR
323	26333 21782	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|5789VULN|6RCR|aERES
324	26333 21844	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579aVULN|6RCR|8DUST
325	26351 31612	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|478aVULN|5DUST|6RCR|9ERES
326	26351 31624	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|478aVULN|5DUST|6RCR|9MBVNT
327	26221 33662	4	   	248.23	DCR|3VULN|2ASPD|1DMG|1CDMG	1CDMG|24ASPD|345VULN|4BPWR|6LIT|7RPLT|8RCVC|9DMG|aRCR
328	26143 34221	9	   	248.23	DCR|3VULN|2ASPD|1DMG|1CDMG	1CDMG|26ASPD|3DMG|4LHND|567VULN|6BPWR|8RCR|9RMIN|aLIT
329	26163 34221	9	   	248.23	DCR|3VULN|2ASPD|1DMG|1CDMG	1CDMG|26ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|9RMIN|aLIT
330	51221 36621	9	   	248.22	DCR|3VULN|2DMG|1TLV|1AART|1SELL	1SELL|2AART|3aERES|4TLV|5aDMG|69aVULN|7RCR|8BELT|aBPWR
331	51221 43121	9	   	248.22	DCR|3VULN|2DMG|1TLV|1AART|1SELL	1SELL|2AART|3aERES|4TLV|5aDMG|6RCR|7BELT|89aVULN|aBPWR
332	13621 33662	7	   	248.21	DCR|2VULN|3DMG|1DUR|1ASPD|1AART	1MLV|2AART|34VULN|568DMG|7DUR|9RCR|aASPD
333	13622 22142	6	   	248.13	DCR|4VULN|2DUR|1AART	159MLV|2AART|3469VULN|7BBNT|89DUR|9BPWR|aRCR
334	26363 31143	10	   	248.07	DCR|2VULN|3DUR|2CDMG|2LIT|1ASPD	1aCDMG|2ASPD|38aDUR|4BEXP|57VULN|6RCR|9aLIT|aBPWR
335	12514 31623	3	   	248.03	DCR|4VULN|2DUR|1AART	17MLV|2ERES|379aVULN|4TBNT|57DUR|6RCR|7BPWR|8AART
336	63242 14111	10	   	248.03	DCR|4VULN|2DUR|1AART	1LHND|2ZMB|378aVULN|45DUR|6RCR|9AART
337	56322 11263	3	   	247.86	DCR|2VULN|3DUR|2DMG|1SELL	1SELL|2BELT|35DMG|459DUR|5BPWR|6RCR|7aVULN|8LIT
338	21152 53251	2	 * 	247.67	DCR|4VULN|3LIT|2CDMG	1aCDMG|246aVULN|346LIT|46aBPWR|5BELT|7aBEXP|8LEGI|9RCR
339	21152 53251	1	   	247.67	DCR|4VULN|3LIT|2CDMG	1aCDMG|246aVULN|346LIT|46aBPWR|5BELT|7aBEXP|8LEGI|9RCR
340	21543 22612	7	   	247.57	DCR|4VULN|2TLV|2CDMG	17CDMG|257aVULN|3LEGI|4RCVC|67TLV|7BPWR|8RCR|9ZMB
341	26222 13541	8	 * 	247.53	DCR|2VULN|3ASPD|3CDMG|1TLV|1DUR	179CDMG|249ASPD|34VULN|49BPWR|5TLV|69BEXP|8RCR|aDUR
342	21543 22622	7	   	247.47	DCR|4VULN|2TLV|2CDMG	17CDMG|257aVULN|3LEGI|4RCVC|67TLV|7BPWR|8RCR|9ERES
343	26133 11543	4	   	247.46	DCR|1VULN|2DMG|3ASPD|2DUR|1CDMG|1AART	1CDMG|245ASPD|34DMG|4BPWR|6AART|78DUR|9RCR|aVULN
344	51313 52422	8	   	247.37	DCR|2VULN|2DMG|1TLV|2LIT|1ASPD|1AART|1SELL	1SELL|2AART|38DMG|4ASPD|58VULN|6RPLT|78LIT|8BPWR|9RCR|aTLV
345	21321 61264	4	 * 	247.37	DCR|4VULN|1DMG|2CDMG	18CDMG|2456VULN|34ERES|4BPWR|7TBNT|9DMG|aRCR
346	21322 26542	7	   	247.32	DCR|4VULN|2TLV|2CDMG|1SELL	17CDMG|2478VULN|34ERES|47BPWR|5MLV|67TLV|9SELL|aRCR
347	21322 26642	8	   	247.32	DCR|4VULN|2TLV|2CDMG|1SELL	17CDMG|2478VULN|34ERES|47BPWR|5MLV|67TLV|9SELL|aRCR
348	22151 62633	2	   	247.10	DCR|4VULN|1TLV|1CDMG|1AART	1CDMG|2RCVC|3TLV|456aVULN|7LWND|8RCR|9AART
349	51121 65232	10	   	247.09	DCR|2VULN|2DMG|2DUR|1ASPD|1AART|1SELL	1SELL|2AART|3aVULN|4aDUR|5BEXP|6RCR|7ASPD|8aDMG|9RCVC|aBPWR
350	21511 11353	7	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1CDMG|278aVULN|3LEGI|4DUR|5LHND|6RCR|9AART
351	23515 11353	7	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1CDMG|2LWND|3LEGI|4DUR|578aVULN|6RCR|9AART
352	21233 24342	1	   	246.99	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	1CDMG|25VULN|35DUR|4BBNT|5BPWR|6LIT|7DMG|8ERES|9RCR|aTLV
353	21233 24342	2	   	246.99	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	1CDMG|25VULN|35DUR|4BBNT|5BPWR|6LIT|7DMG|8ERES|9RCR|aTLV
354	21512 11243	8	   	246.90	DCR|4VULN|1DUR|1CDMG|1AART	1CDMG|279aVULN|3LEGI|4DUR|5DUST|6RCR|8AART
355	21512 11253	9	   	246.90	DCR|4VULN|1DUR|1CDMG|1AART	1CDMG|279aVULN|3LEGI|4DUR|5DUST|6RCR|8AART
356	21212 43333	3	   	246.90	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9LWND|aASPD
357	21212 43361	3	   	246.90	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9ASPD|aLWND
358	21212 43366	3	   	246.90	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9ASPD|aFEWX
359	21625 22122	9	   	246.90	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|27aVULN|3RCVC|4FEWX|5MLV|67DUR|7BPWR|8ASPD|9RCR
360	22225 22122	9	   	246.90	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|2RCVC|37aVULN|4FEWX|5MLV|67DUR|7BPWR|8ASPD|9RCR
361	51121 63243	8	   	246.88	DCR|3VULN|1DMG|1TLV|1DUR|1AART|1SELL	1SELL|2AART|39aVULN|4DUR|5BEXP|6RCR|7TLV|8DMG
362	26133 14413	9	   	246.85	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	1CDMG|24ASPD|34DMG|4BPWR|5BEXP|6FEWX|7aVULN|8DUR|9RCR
363	26133 64313	9	   	246.85	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	1CDMG|24ASPD|34DMG|4BPWR|5BEXP|6LHND|7aVULN|8DUR|9RCR
364	26143 36213	9	   	246.85	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	1CDMG|26ASPD|3aDMG|4LHND|56VULN|6BPWR|7DUR|8FEWX|9RCR
365	26163 36213	9	   	246.85	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	1CDMG|26ASPD|3aDMG|4LWND|56VULN|6BPWR|7DUR|8FEWX|9RCR
366	26251 23125	4	   	246.81	DCR|4VULN|2CDMG|1ASPD	18CDMG|2ASPD|3457VULN|6RMIN|9RCR|aLIT
367	26333 45418	9	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|2ASPD|37DUR|4MBVNT|567VULN|7BPWR|8RPLT|9BEXP|aRCR
368	26333 45448	8	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|2ASPD|37DUR|4MBVNT|567VULN|7BPWR|8RPLT|9FEWX|aRCR
369	21212 43365	3	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9ASPD|aDUST
370	26333 21423	8	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	1aCDMG|2ASPD|3aDUR|4MBVNT|57aVULN|6RCR|8RCVC|9RPLT|aBPWR
371	26333 23723	6	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	1aCDMG|2ASPD|3aDUR|4MBVNT|58aVULN|6RCR|7DMSP|9RPLT|aBPWR
372	26333 26723	7	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	1aCDMG|2ASPD|3aDUR|4MBVNT|58aVULN|6RCR|7RCVC|9RPLT|aBPWR
373	26336 33812	9	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	19CDMG|2ASPD|39DUR|4MBVNT|5RPLT|69aVULN|7RCVC|8RCR|9BPWR
374	26133 44232	8	   	246.75	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	1CDMG|24ASPD|34DMG|4BPWR|5BEXP|67VULN|8RCR|9TBNT|aDUR
375	21321 35626	4	   	246.71	DCR|4VULN|2CDMG|1ASPD	17CDMG|2458VULN|34ERES|4BPWR|6LIT|9ASPD|aRCR
376	26333 45245	8	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|2ASPD|37DUR|4MBVNT|567VULN|7BPWR|8LWND|9LEGI|aRCR
377	26333 45328	8	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|2ASPD|37DUR|4MBVNT|567VULN|7BPWR|8DUST|9RPLT|aRCR
378	26333 45345	9	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|2ASPD|37DUR|4MBVNT|567VULN|7BPWR|8DUST|9LWND|aRCR
379	26333 45448	9	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	17CDMG|2ASPD|37DUR|4MBVNT|567VULN|7BPWR|8RPLT|9DUST|aRCR
380	26333 21618	7	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	1aCDMG|2ASPD|3aDUR|4MBVNT|57aVULN|6RCR|8BELT|9TBNT|aBPWR
381	26333 21638	7	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	1aCDMG|2ASPD|3aDUR|4MBVNT|57aVULN|6RCR|8BELT|9BBNT|aBPWR
382	21116 37521	2	   	246.67	DCR|2VULN|3DUR|2CDMG|1TLV	17CDMG|27VULN|3LIT|4MBVNT|5CGEN|679DUR|7BPWR|8TLV|aRCR
383	21116 37521	1	   	246.67	DCR|2VULN|3DUR|2CDMG|1TLV	17CDMG|27VULN|3LIT|4MBVNT|5CGEN|679DUR|7BPWR|8TLV|aRCR
384	26132 16241	7	 * 	246.64	DCR|2VULN|2DMG|3ASPD|2CDMG	19CDMG|249ASPD|34DMG|49BPWR|5RMIN|6MLV|7RCR|89VULN|aBEXP
385	11246 31343	9	   	246.64	DCR|4VULN|2DUR|1SELL	18MLV|2FEWX|378aVULN|48DUR|5SELL|6RCR|8BPWR|9LIT
386	11256 31343	9	   	246.64	DCR|4VULN|2DUR|1SELL	18MLV|2FEWX|378aVULN|4SELL|58DUR|6RCR|8BPWR|9LIT
387	26132 16242	7	   	246.54	DCR|2VULN|2DMG|3ASPD|2CDMG	19CDMG|249ASPD|34DMG|49BPWR|5RMIN|6MLV|7RCR|89VULN|aDUST
388	26333 21813	8	   	246.45	DCR|3VULN|2DUR|2CDMG|1ASPD|1SELL	1aCDMG|2ASPD|3aDUR|4MBVNT|57aVULN|6RCR|8SELL|9LEGI|aBPWR
389	26133 43213	9	   	246.44	DCR|2VULN|2DMG|3ASPD|2CDMG	17CDMG|249ASPD|34DMG|4BPWR|5BEXP|6aVULN|8RCR
390	26132 16243	7	   	246.39	DCR|2VULN|2DMG|3ASPD|2CDMG|1SELL	19CDMG|249ASPD|34DMG|49BPWR|5RMIN|6MLV|7RCR|89VULN|aSELL
391	21214 35361	2	   	246.36	DCR|2VULN|3CDMG|1DMG|1DUR|2LIT|1ASPD	158CDMG|28VULN|3DUR|4RPLT|6DMG|78LIT|8BPWR|9RCR|aASPD
392	21214 35361	1	   	246.36	DCR|2VULN|3CDMG|1DMG|1DUR|2LIT|1ASPD	158CDMG|28VULN|3DUR|4RPLT|6DMG|78LIT|8BPWR|9RCR|aASPD
393	26221 22116	7	 * 	246.34	DCR|3VULN|2ASPD|2TLV|2CDMG	17CDMG|24ASPD|347VULN|47BPWR|5RMIN|67TLV|8FEWX|9ZMB|aRCR
394	26221 22216	8	   	246.34	DCR|3VULN|2ASPD|2TLV|2CDMG	17CDMG|24ASPD|347VULN|47BPWR|5RMIN|67TLV|8FEWX|9ZMB|aRCR
395	26221 22226	9	   	246.34	DCR|3VULN|2ASPD|2TLV|2CDMG	17CDMG|24ASPD|347VULN|47BPWR|5RMIN|67TLV|8FEWX|9ZMB|aRCR
396	26221 22426	9	   	246.34	DCR|3VULN|2ASPD|2TLV|2CDMG	17CDMG|24ASPD|347VULN|47BPWR|5RMIN|67TLV|8ZMB|9FEWX|aRCR
397	26133 44223	9	   	246.26	DCR|2VULN|3DMG|2ASPD|1CDMG	1CDMG|24ASPD|34aDMG|4BPWR|5BEXP|67VULN|8RCR|9RMIN
398	26221 22436	9	   	246.24	DCR|3VULN|2ASPD|2TLV|2CDMG	17CDMG|24ASPD|347VULN|47BPWR|5RMIN|67TLV|8ZMB|9DUST|aRCR
399	26163 33252	8	   	246.24	DCR|3VULN|2ASPD|1DMG|2CDMG	17CDMG|26ASPD|3DMG|4LWND|56aVULN|6BPWR|8RCR|9LHND
400	26163 34213	8	   	246.24	DCR|3VULN|2ASPD|1DMG|2CDMG	1aCDMG|26ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|9RPLT
401	26135 43233	5	   	246.16	DCR|2VULN|3DMG|2ASPD|1CDMG	1CDMG|24ASPD|34aDMG|4BPWR|5RCVC|67VULN|8RCR|9TBNT
402	26222 13553	10	   	246.14	DCR|3VULN|2ASPD|2TLV|2CDMG	17CDMG|24ASPD|34aVULN|4BPWR|59TLV|6BEXP|8RCR
403	26143 53213	10	   	246.14	DCR|3VULN|2ASPD|1DMG|2CDMG	17CDMG|29ASPD|3DMG|4LHND|56aVULN|8RCR
404	26163 53213	10	   	246.14	DCR|3VULN|2ASPD|1DMG|2CDMG	17CDMG|29ASPD|3DMG|4LWND|56aVULN|8RCR
405	26221 22642	7	   	246.09	DCR|3VULN|2ASPD|2TLV|2CDMG|1SELL	17CDMG|24ASPD|347VULN|47BPWR|58RMIN|67TLV|9SELL|aRCR
406	26222 23134	6	   	246.04	DCR|3VULN|2ASPD|2TLV|2CDMG	18CDMG|24ASPD|347VULN|4BPWR|56TLV|9TBNT|aRCR
407	26222 63334	6	   	246.04	DCR|3VULN|2ASPD|2TLV|2CDMG	16CDMG|24ASPD|347VULN|4BPWR|59TLV|8BBNT|aRCR
408	21314 35363	2	   	246.02	DCR|3VULN|3CDMG|1DMG|2LIT	158CDMG|28aVULN|3FEWX|4RPLT|6DMG|78LIT|8BPWR|9RCR
409	21314 35363	1	   	246.02	DCR|3VULN|3CDMG|1DMG|2LIT	158CDMG|28aVULN|3FEWX|4RPLT|6DMG|78LIT|8BPWR|9RCR
410	26133 44233	10	   	246.01	DCR|2VULN|3DMG|2ASPD|1CDMG|1SELL	1CDMG|24ASPD|34aDMG|4BPWR|5BEXP|67VULN|8RCR|9SELL
411	26143 34231	10	   	245.99	DCR|3VULN|2ASPD|1DMG|2CDMG|1SELL	1aCDMG|26ASPD|3DMG|4LHND|567VULN|6BPWR|8RCR|9SELL
412	26163 34231	10	   	245.99	DCR|3VULN|2ASPD|1DMG|2CDMG|1SELL	1aCDMG|26ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|9SELL
413	26222 52341	6	   	245.99	DCR|3VULN|2ASPD|2TLV|2CDMG|1SELL	1aCDMG|24ASPD|34aVULN|4aBPWR|5aTLV|6SELL|7MBVNT|8RCVC|9RCR
414	26222 52742	6	   	245.99	DCR|3VULN|2ASPD|2TLV|2CDMG|1SELL	18CDMG|24ASPD|348VULN|48BPWR|58TLV|6SELL|7MBVNT|9RCR|aLWND
415	26222 52743	6	   	245.99	DCR|3VULN|2ASPD|2TLV|2CDMG|1SELL	18CDMG|24ASPD|348VULN|48BPWR|58TLV|6SELL|7MBVNT|9RCR|aRPLT
416	13622 14334	4	   	245.91	DCR|4VULN|2LIT|1CDMG|1AART	18MLV|2AART|3458VULN|68LIT|7RCR|8BPWR|9BEXP|aCDMG
417	21151 31532	2	   	245.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1CDMG|249VULN|34LIT|4BPWR|5FEWX|6BBNT|7DUR|8RCR|aTLV
418	21151 31532	1	   	245.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1CDMG|249VULN|34LIT|4BPWR|5FEWX|6BBNT|7DUR|8RCR|aTLV
419	21231 51621	8	   	245.90	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD|1AART	1aCDMG|2aVULN|3BELT|4ASPD|5RCVC|6TLV|7aDUR|8RCR|9AART|aBPWR
420	26222 52744	6	   	245.89	DCR|3VULN|2ASPD|2TLV|2CDMG|1SELL	18CDMG|24ASPD|348VULN|48BPWR|58TLV|6SELL|7MBVNT|9RCR|aERES
421	21225 15134	3	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|259VULN|3BELT|4DMG|6RCR|7LWND|8TLV|aASPD
422	26233 23352	5	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|356VULN|4LWND|7DUR|8BELT|9RCR|aDMG
423	26236 32312	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|38aVULN|49LWND|5DUR|6RCR|7DMG
424	26236 32352	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|38aVULN|4LWND|5DUR|6RCR|7DMG|9DMSP
425	26236 32363	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|38aVULN|4LWND|5DUR|6RCR|7DMG|9RPLT
426	26253 23352	4	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|346VULN|5LHND|7DUR|8BELT|9RCR|aDMG
427	26263 23352	5	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|356VULN|4LHND|7DUR|8BELT|9RCR|aDMG
428	26363 31522	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4BEXP|579VULN|6RCR|8BELT|aDMG
429	26363 31633	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4BEXP|578VULN|6RCR|9DMSP|aDMG
430	21236 32352	8	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|278VULN|3BELT|4ASPD|5DUR|6LHND|9RCR|aDMG
431	23611 36523	8	   	245.86	DCR|3VULN|2DMG|1CDMG|1AART	1CDMG|2LWND|3RCVC|4AART|59DMG|68aVULN|7RCR
432	22513 24331	10	 * 	245.86	DCR|2VULN|3ASPD|2DUR|3CDMG	156CDMG|2RCVC|3RPLT|45aASPD|5aBPWR|7aVULN|8aDUR|9RCR
433	11156 31322	9	   	245.83	DCR|3VULN|2DUR|1TLV|1CDMG	18MLV|28FEWX|3CDMG|47aVULN|58DUR|6RCR|8BPWR|9TLV
434	26222 43326	4	   	245.77	DCR|3VULN|2ASPD|1DUR|1CDMG|1AART	1CDMG|24ASPD|346VULN|4BPWR|5RPLT|7AART|8FEWX|9RCR|aDUR
435	26252 22523	9	   	245.76	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|34aVULN|56TLV|7LHND|8DUR|9RCR
436	26333 21483	8	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579VULN|6RCR|8RCVC|aDMG
437	26333 21622	7	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579VULN|6RCR|8BELT|aDMG
438	26333 21725	7	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|578VULN|6RCR|9RPLT|aDMG
439	26333 21733	7	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|578VULN|6RCR|9RCVC|aDMG
440	26333 22547	6	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|59aVULN|6RCR|7DMG|8CGEN
441	26333 23783	6	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|589VULN|6RCR|7DMSP|aDMG
442	26333 24743	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|58aVULN|6RCR|7BEXP|9DMG
443	26333 25822	6	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|589VULN|6RCR|7BELT|aDMG
444	26351 31522	7	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|479VULN|5DUST|6RCR|8BELT|aDMG
445	26351 31633	7	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|478VULN|5DUST|6RCR|9DMSP|aDMG
446	21235 14121	4	   	245.69	DCR|3VULN|2TLV|2CDMG|1ASPD|1AART	1aCDMG|25aVULN|3BELT|4ASPD|6RCR|7BEXP|8aTLV|9AART|aBPWR
447	26333 21384	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579VULN|6RCR|8ERES|aDMG
448	26333 21714	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|578VULN|6RCR|9ERES|aDMG
449	26333 23344	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|59aVULN|6RCR|7ERES|8DMG
450	21122 33143	1	   	245.65	DCR|4VULN|1DUR|1CDMG	1CDMG|247aVULN|3LIT|5BELT|6DUR|8BBNT|9RCR
451	21122 33143	2	   	245.65	DCR|4VULN|1DUR|1CDMG	1CDMG|247aVULN|3LIT|5BELT|6DUR|8BBNT|9RCR
452	21161 23143	2	   	245.65	DCR|4VULN|1DUR|1CDMG	1CDMG|267aVULN|3LIT|4BELT|5DUR|8BBNT|9RCR
453	21161 23143	1	   	245.65	DCR|4VULN|1DUR|1CDMG	1CDMG|267aVULN|3LIT|4BELT|5DUR|8BBNT|9RCR
454	21212 13143	3	   	245.65	DCR|4VULN|1DUR|1CDMG	1CDMG|247aVULN|3BELT|5DUR|6LIT|8BBNT|9RCR
455	11156 31122	9	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|2FEWX|3CDMG|47aVULN|58DUR|6RCR|9TLV
456	26222 14511	10	   	245.63	DCR|3VULN|3ASPD|1TLV|1CDMG	1CDMG|249ASPD|347VULN|4BPWR|5TLV|6BEXP|8RCR|aZMB
457	26222 14511	9	   	245.63	DCR|3VULN|3ASPD|1TLV|1CDMG	1CDMG|249ASPD|347VULN|4BPWR|5TLV|6aBEXP|8RCR
458	26222 14512	10	   	245.63	DCR|3VULN|3ASPD|1TLV|1CDMG	1CDMG|249ASPD|347VULN|4BPWR|5TLV|6BEXP|8RCR|aLHND
459	26222 14513	10	   	245.63	DCR|3VULN|3ASPD|1TLV|1CDMG	1CDMG|249ASPD|347VULN|4BPWR|5TLV|6BEXP|8RCR|aFEWX
460	21212 43343	3	   	245.56	DCR|3VULN|2DUR|2CDMG|1AART	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9AART|aCGEN
461	21212 43344	3	   	245.56	DCR|3VULN|2DUR|2CDMG|1AART	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9AART|aLHND
462	21515 32224	9	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG|1NUKE	1CDMG|256VULN|3LEGI|46DUR|6BPWR|7NUKE|8LWND|9TLV|aRCR
463	21515 32324	9	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG|1NUKE	1CDMG|256VULN|3LEGI|46DUR|6BPWR|7NUKE|8FEWX|9TLV|aRCR
464	26222 14322	9	   	245.53	DCR|3VULN|3ASPD|1TLV|1CDMG	1CDMG|24aASPD|347VULN|4BPWR|5TLV|6BEXP|8DUST|9RCR
465	26222 44322	9	   	245.53	DCR|3VULN|3ASPD|1TLV|1CDMG	1CDMG|24aASPD|346VULN|4BPWR|5TLV|7FEWX|8DUST|9RCR
466	42432 11121	1	 * 	245.52	DCR|2VULN|3DUR|2TLV|1CDMG|1AART	1BELT|23aDUR|4RMIN|5CDMG|6RCR|7aVULN|8aTLV|9AART|aBPWR
467	26333 21824	10	   	245.52	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3DUR|4MBVNT|579VULN|6RCR|8SELL|aDMG
468	26222 33352	6	   	245.52	DCR|2VULN|2ASPD|1DMG|1TLV|1DUR|1CDMG	1CDMG|24ASPD|34VULN|4BPWR|5TLV|6CGEN|7DUR|8BELT|9RCR|aDMG
469	26222 33352	5	   	245.52	DCR|2VULN|2ASPD|1DMG|1TLV|1DUR|1CDMG	1CDMG|24ASPD|34VULN|4BPWR|5TLV|6CGEN|7DUR|8BELT|9RCR|aDMG
470	66242 11111	10	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	17LHND|2DMG|38aVULN|45DUR|6RCR|9AART
471	66242 13111	10	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1LHND|2DMG|38aVULN|45DUR|6RCR|7DMSP|9AART
472	21212 43341	3	   	245.46	DCR|3VULN|2DUR|2CDMG|1AART	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9AART|aDUST
473	21513 43323	9	   	245.43	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|28aVULN|3LEGI|47DUR|5ERES|6RCR|9TLV
474	21513 41326	8	   	245.43	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|278VULN|3LEGI|49DUR|5ERES|6RCR|aTLV
475	21513 41523	9	   	245.43	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|27aVULN|3LEGI|48DUR|5ERES|6RCR|9TLV
476	51232 51523	1	   	245.42	DCR|3VULN|1DMG|1TLV|1DUR|1SELL	1SELL|2DMG|3MBVNT|47aVULN|5LIT|6RCR|8TLV|9DUR
477	51232 57323	1	   	245.42	DCR|3VULN|1DMG|1TLV|1DUR|1SELL	1SELL|2DMG|3MBVNT|48aVULN|5LIT|6RCR|7TLV|9DUR
478	26222 11314	9	   	245.42	DCR|2VULN|2ASPD|1DMG|1TLV|1DUR|1CDMG	1CDMG|24ASPD|34VULN|4BPWR|5TLV|6BEXP|7DUST|8DUR|9RCR|aDMG
