0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12416 21413	4	 * 	276.50	DCR|4VULN|2DMG|1DUR|2LIT	18LIT|24BEXP|3489VULN|48BPWR|5TBNT|68DMG|7RCR|aDUR
335	11525 62331	8	   	247.04	DCR|3VULN|2DUR|1TLV|2LIT	17LIT|2DMSP|3LHND|467VULN|57DUR|7BPWR|8ZMB|9TLV|aRCR
336	13522 41225	4	   	247.01	DCR|3VULN|2DMG|1DUR	1LIT|2ERES|3CGEN|478VULN|5aDMG|6RCR|9DUR
337	32111 11215	8	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1DUR|2AART|3DUST|4578VULN|6CDMG|9LHND|aRCR
338	32111 11245	9	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1DUR|2AART|3DUST|4578VULN|6CDMG|9BEXP|aRCR
339	32111 11255	9	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1DUR|2AART|3DUST|4578VULN|6CDMG|9LHND|aRCR
340	32111 11265	8	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1DUR|2AART|3DUST|4578VULN|6CDMG|9BEXP|aRCR
341	52111 11265	9	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1LHND|2AART|3DUST|4578VULN|6CDMG|9DUR|aRCR
342	52111 11315	9	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1LHND|2AART|3DUST|4579VULN|6CDMG|8DUR|aRCR
343	62111 11235	8	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1FEWX|2AART|3DUST|4578VULN|6CDMG|9DUR|aRCR
344	62111 11315	9	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1FEWX|2AART|3DUST|4579VULN|6CDMG|8DUR|aRCR
345	32214 15325	4	   	247.00	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|49aVULN|58DUST|6TLV|79DMG|9BPWR
346	32242 56321	4	   	247.00	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|4TLV|59DMG|679VULN|8TBNT|9BPWR|aDUST
347	32242 56323	4	   	247.00	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|4TLV|59DMG|679VULN|8TBNT|9BPWR|aERES
348	32244 24321	7	   	247.00	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|4TLV|59DMG|679VULN|8TBNT|9BPWR|aDUST
349	32244 24323	7	   	247.00	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|4TLV|59DMG|679VULN|8TBNT|9BPWR|aERES
350	32244 26321	6	   	247.00	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|4TLV|59DMG|679VULN|8TBNT|9BPWR|aDUST
351	32244 26323	6	   	247.00	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|4TLV|59DMG|679VULN|8TBNT|9BPWR|aERES
352	16413 52332	10	   	246.97	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	16LIT|245DUST|346VULN|46BPWR|7DUR|8DMG|9ASPD|aRCR
353	21624 21621	8	   	246.95	DCR|3VULN|1DMG|2AART|1DUR	1RPLT|2LIT|34AART|568VULN|7DMG|9DUR|aRCR
354	11325 62312	9	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	17LIT|2DMSP|3LEGI|467VULN|57DUR|7BPWR|8ZMB|9RCR|aTLV
355	11325 62331	8	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	17LIT|2DMSP|3LEGI|467VULN|57DUR|7BPWR|8ZMB|9TLV|aRCR
356	11325 62412	9	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	17LIT|2DMSP|3LEGI|467VULN|57DUR|7BPWR|8CGEN|9RCR|aTLV
357	36415 32112	9	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	15DUR|24LIT|347VULN|4BPWR|6CGEN|8LWND|9RCR|aTLV
358	36415 32312	9	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	15DUR|24LIT|347VULN|4BPWR|6CGEN|8FEWX|9RCR|aTLV
359	33115 53241	7	   	246.92	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1DUR|2DLOT|36DUST|468VULN|5AART|6BPWR|7TLV|9DMG|aRCR
360	33115 63241	7	   	246.92	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1DUR|2DLOT|3DUST|468VULN|5AART|7TLV|9DMG|aRCR
361	11232 21254	10	   	246.91	DCR|2VULN|2DMG|2CDMG|1DUR|2LIT	1aLIT|2DMSP|3ZMB|4aCDMG|58DMG|6DUR|7aVULN|9RCR|aBPWR
362	36412 36312	4	   	246.91	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	178DUR|24LIT|34VULN|4BPWR|5LWND|6TLV|9RCR|aCDMG
363	11325 42612	8	   	246.91	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	17LIT|2DMSP|3LEGI|47VULN|567DUR|7BPWR|8TLV|9RCR|aCDMG
364	16411 34271	4	   	246.91	DCR|3VULN|2DMG|1TLV	1LIT|245DUST|345VULN|45BPWR|6MBVNT|7TLV|8RCR|9aDMG
365	42123 62342	8	 * 	246.88	DCR|2VULN|2DMG|2ASPD|2TLV|1AART	18aMLV|2AART|38TLV|4aVULN|5CGEN|6RCR|78ASPD|8aBPWR|9aDMG
366	36413 41211	4	   	246.84	DCR|3VULN|2DUR|1TLV|2LIT	1aDUR|24LIT|349VULN|4BPWR|5TLV|6RCR|7ERES|8FEWX
367	36413 61312	9	   	246.84	DCR|3VULN|2DUR|1TLV|2LIT	17DUR|24LIT|346VULN|4BPWR|5DUST|8ZMB|9RCR|aTLV
368	31312 41222	5	   	246.83	DCR|3VULN|3DUR|1AART	13aDUR|23ERES|3BPWR|4LIT|578VULN|6RCR|9AART
369	36413 36312	5	   	246.81	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	178DUR|24LIT|34VULN|4BPWR|5DUST|6TLV|9RCR|aCDMG
370	36413 43312	7	   	246.81	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	168DUR|24LIT|34VULN|4BPWR|5DUST|7TLV|9RCR|aCDMG
371	36413 53312	7	   	246.81	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	168DUR|24LIT|34VULN|46BPWR|56DUST|7TLV|9RCR|aCDMG
372	36415 13312	7	   	246.81	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	158DUR|24LIT|34VULN|4BPWR|6DUST|7TLV|9RCR|aCDMG
373	36411 22242	4	   	246.80	DCR|3VULN|2DUR|3LIT|1ASPD	1aDUR|245LIT|345VULN|45BPWR|6BEXP|7RCVC|8ASPD|9RCR
374	26111 25343	6	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1RPLT|28DUR|357VULN|4FEWX|6DMG|9RCR|aASPD
375	26131 44564	10	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	1RPLT|2aDUR|35aVULN|4MBVNT|6FEWX|7ASPD|8aCDMG|9RCR|aBPWR
376	26133 34564	10	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	1RPLT|2aDUR|36aVULN|4MBVNT|5BEXP|7ASPD|8aCDMG|9RCR|aBPWR
377	12415 61313	9	   	246.78	DCR|4VULN|2DUR	1LIT|24BEXP|346aVULN|4BPWR|57DUR|8ZMB|9RCR
378	32623 62623	6	   	246.77	DCR|2VULN|3DUR|2ASPD|1CDMG|1AART	139DUR|2AART|39BPWR|49VULN|5CGEN|6RCR|7BEXP|89ASPD|aCDMG
379	12413 45331	4	   	246.77	DCR|2VULN|3DUR|1DMG|1TLV	1LIT|24BEXP|34VULN|4BPWR|5TLV|6RCR|78aDUR|9DMG
380	36413 31811	4	   	246.74	DCR|3VULN|2DUR|1TLV|2LIT	1aDUR|24LIT|349VULN|4BPWR|5TLV|6MBVNT|7ERES|8RCR
381	36413 34231	4	   	246.74	DCR|3VULN|2DUR|1TLV|2LIT	17DUR|24LIT|348VULN|4BPWR|5TLV|6MBVNT|9ERES|aRCR
382	33621 22332	6	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	13DUR|2DLOT|3BPWR|468VULN|5LWND|7DMG|9ASPD|aRCR
383	33621 52332	5	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	13DUR|2DLOT|3BPWR|468VULN|5LWND|7DMG|9ASPD|aRCR
384	33622 26532	8	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	13DUR|2DLOT|3BPWR|468VULN|5BEXP|7DMG|9ASPD|aRCR
385	32211 42113	7	 * 	246.67	ACR|4VULN|3ASPD|2DUR|1AART	18DUR|2AART|3RCR|458aVULN|6RMIN|789ASPD|8BPWR
386	36413 11632	4	   	246.63	DCR|2VULN|3DUR|2TLV|2LIT|1AART	16aDUR|24LIT|34VULN|46BPWR|56TLV|7DUST|8AART|9RCR
387	33624 22333	6	   	246.60	DCR|3VULN|2DUR|1DMG|1ASPD	13DUR|2DLOT|3BPWR|468VULN|5MBVNT|7DMG|9ASPD|aRCR
388	33624 24333	7	   	246.60	DCR|3VULN|2DUR|1DMG|1ASPD	13DUR|2DLOT|3BPWR|468VULN|5MBVNT|7DMG|9ASPD|aRCR
389	33624 62333	5	   	246.60	DCR|3VULN|2DUR|1DMG|1ASPD	13DUR|2DLOT|3BPWR|468VULN|5MBVNT|7DMG|9ASPD|aRCR
390	32222 52525	3	 * 	246.50	ACR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|3RCR|4CGEN|579DMG|69aVULN|8MBVNT|9BPWR
