0	Index      	 *	Score 	Summary	Detail	
1	23531 34215	 * 	204.55	ACR|3DMG|2VULN|1AART|2CDMG	1RCR|2BELT|3aLHND|46aDMG|56VULN|6aBPWR|7LIT|8aCDMG|9AART
328	42213 25384	   	178.37	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6ERES|7MBVNT|8aVULN|9AART
329	24535 31233	 * 	178.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1RCR|2LIT|35VULN|4CDMG|6FEWX|7aASPD|8DMG|9AART
330	24532 21235	   	178.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1RCR|2LIT|3aVULN|4CDMG|57ASPD|6FEWX|8DMG|9AART
331	24532 31235	   	178.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1RCR|2LIT|3aVULN|4CDMG|57ASPD|6BEXP|8DMG|9AART
332	42214 21112	   	178.18	ACR|3DMG|1AART|3DUR|1ZMB|1ASPD|1SELL	145DUR|2RCR|345DMG|45BPWR|6LHND|7ZMB|8SELL|9AART|aASPD
333	42214 51112	   	178.18	ACR|3DMG|1AART|3DUR|1ZMB|1ASPD|1SELL	145DUR|2RCR|345DMG|45BPWR|6LWND|7ZMB|8SELL|9AART|aASPD
334	25141 33351	 * 	178.15	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1RCR|2RMIN|3CDMG|47DUST|56DMG|8FLTHEA|9AART|aVULN
335	22463 33622	   	178.07	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2CGEN|3ASPD|4CANSTR|58VULN|69AART|7DUR|aDMG
336	13244 64861	 * 	178.06	DCR|3DMG|2VULN|3ASPD|2DUR	179ASPD|259DMG|3MBVNT|47FEWX|67VULN|79BPWR|89DUR|aRCR
337	24534 11231	   	177.97	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RCR|2LIT|3VULN|4CDMG|58DMG|6MLV|7ASPD|9DUR|aAART
338	23231 41216	 * 	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|2BELT|3aFEWX|4aDMG|58VULN|6DUR|79aCDMG|aBPWR
339	23531 41216	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|2BELT|3aLHND|4aDMG|58VULN|6DUR|79aCDMG|aBPWR
340	42214 21321	   	177.83	ACR|3DMG|1AART|3DUR|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LHND|7ZMB|8ASPD|9CGEN|aAART
341	42214 21336	   	177.83	ACR|3DMG|1AART|3DUR|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LHND|7ZMB|8ASPD|9RPLT|aAART
342	42214 21361	   	177.83	ACR|3DMG|1AART|3DUR|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LHND|7ZMB|8ASPD|9MLV|aAART
343	42214 51321	   	177.83	ACR|3DMG|1AART|3DUR|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LWND|7ZMB|8ASPD|9CGEN|aAART
344	22336 63133	   	177.80	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|28CGEN|368VULN|4DMG|5BASICY|78FEWX|8BPWR|9AART|aZMB
345	42212 12213	 * 	177.74	ACR|2DMG|1AART|1VULN|3DUR|1CDMG	145DUR|2RCR|34DMG|4BPWR|6VULN|7CDMG|8FEWX|9TLV|aAART
346	42216 53313	   	177.74	ACR|2DMG|1AART|1VULN|3DUR|1CDMG	146DUR|2RCR|34DMG|4BPWR|5CDMG|7FEWX|8VULN|9TLV|aAART
347	22336 62133	   	177.60	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|28CGEN|368VULN|4DMG|5BASICY|78DUST|8BPWR|9AART|aZMB
348	24351 31412	   	177.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|238LIT|3BPWR|4DMG|5aVULN|6AART|7CDMG|9ZMB
349	13234 68354	   	177.46	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG|1DUR	14ASPD|25DMG|3MBVNT|6CDMG|7RCR|8VULN|9AART|aDUR
350	22336 36136	   	177.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2CGEN|3VULN|48DMG|5BASICY|6AART|7RCVC|9CDMG|aZMB
351	22336 36236	   	177.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2CGEN|38VULN|4DMG|5BASICY|6AART|7RCVC|9CDMG|aZMB
352	13163 63263	   	177.28	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG|1DUR	13ASPD|26DMG|4RCR|56ERES|6BPWR|7DUR|8CDMG|9VULN|aAART
353	22336 36123	   	177.27	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2CGEN|39VULN|48DMG|5BASICY|6AART|7RCVC|aDUR
354	21351 33526	   	177.27	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2RCVC|3LIT|4aDMG|59VULN|6AART|7TLV|8DUR
355	24265 22333	   	177.24	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|3AART|4LHND|5MGNLIT|69aVULN|7DMG|8DUR
356	42212 11132	   	177.23	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	145DUR|2RCR|347DMG|4BPWR|6VULN|8CDMG|9ASPD|aMLV
357	42212 11133	   	177.23	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	145DUR|2RCR|347DMG|4BPWR|6VULN|8CDMG|9ASPD|aRMIN
358	42212 11134	   	177.23	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	145DUR|2RCR|347DMG|4BPWR|6VULN|8CDMG|9ASPD|aBELT
359	42212 11135	   	177.23	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	145DUR|2RCR|347DMG|4BPWR|6VULN|8CDMG|9ASPD|aBEXP
360	42212 11152	   	177.23	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	145DUR|2RCR|347DMG|4BPWR|6VULN|8CDMG|9LWND|aASPD
361	42212 12242	   	177.23	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	145DUR|2RCR|349DMG|4BPWR|6VULN|7CDMG|8FEWX|aASPD
362	26336 32136	   	177.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|27ERES|3VULN|48DMG|5BASICY|6AART|9CDMG|aZMB
363	26336 32236	   	177.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|27ERES|38VULN|4DMG|5BASICY|6AART|9CDMG|aZMB
364	42212 11131	   	177.13	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	145DUR|2RCR|347DMG|4BPWR|6VULN|8CDMG|9ASPD|aBASICY
365	42212 11136	   	177.13	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	145DUR|2RCR|347DMG|4BPWR|6VULN|8CDMG|9ASPD|aDUST
366	42214 31352	   	177.09	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7MLV|8VULN|9CDMG|aASPD
367	26336 32123	   	177.07	ACR|2VULN|2DMG|1AART|1DUR	1RCR|27ERES|39VULN|48DMG|5BASICY|6AART|aDUR
368	21351 11526	   	176.77	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2RCVC|3LIT|4aDMG|59VULN|6MLV|7AART|8DUR
369	13234 21256	   	176.62	DCR|2VULN|2DMG|1AART|2ASPD|1SELL	14ASPD|25DMG|3MBVNT|6RCR|7aVULN|8SELL|9AART
370	13273 44636	 * 	176.57	DCR|3VULN|2DMG|2ZMB|2ASPD	17ASPD|27DMG|3MBVNT|4MLV|58ZMB|67aVULN|7BPWR|9RCR
371	13234 78231	   	176.53	DCR|3DMG|2VULN|3ASPD|1ZMB	146ASPD|256DMG|3MBVNT|6BPWR|78VULN|9ZMB|aRCR
372	13237 15631	   	176.53	DCR|3DMG|2VULN|3ASPD|1ZMB	145ASPD|278DMG|3MBVNT|68VULN|8BPWR|9ZMB|aRCR
373	42212 16162	   	176.51	ACR|3DMG|1VULN|3ASPD|3DUR	145DUR|2RCR|349DMG|49BPWR|6VULN|79ERES|89aASPD
374	13213 44636	   	176.47	DCR|3VULN|2DMG|2ZMB|2ASPD	17ASPD|27DMG|3MBVNT|4TLV|58ZMB|67aVULN|7BPWR|9RCR
375	42511 23232	   	176.43	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2RCR|3SNIHEL|458VULN|7FEWX|9AART|aDMG
376	22336 33522	   	176.43	ACR|2DMG|2AART|1VULN|2DUR	1RCR|2CGEN|3VULN|4aDMG|5BASICY|69AART|78DUR
377	23231 35246	 * 	176.42	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1ASPD	1RCR|2BELT|3FEWX|46DMG|56VULN|6BPWR|7ERES|8ASPD|9ZMB|aFLTHEA
378	23231 36246	   	176.42	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1ASPD	1RCR|2BELT|3FEWX|46DMG|56VULN|6BPWR|7TLV|8ASPD|9ZMB|aFLTHEA
379	42511 22232	   	176.33	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2RCR|3SNIHEL|458VULN|7DUST|9AART|aDMG
380	42213 36632	   	176.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7VULN|8BASHEA|9CDMG|aFEWX
381	42213 36633	   	176.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7VULN|8BASHEA|9CDMG|aLSRICY
382	42212 36621	   	176.30	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	145DUR|2RCR|34DMG|4BPWR|6ZMB|7AIRHEA|8AART|9VULN|aLHND
383	24511 34223	   	176.27	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2LIT|37VULN|4ASPD|5DMG|6DUR|8ERES|9aAART
384	13234 21183	   	176.26	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|25DMG|3MBVNT|6RCR|79VULN|8BEXP|aAART
385	23231 31536	   	176.24	ACR|3VULN|3DMG	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|7MLV|8RMIN
386	23231 32136	   	176.24	ACR|3VULN|3DMG	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|7LHND|8RCVC
387	23231 32436	   	176.24	ACR|3VULN|3DMG	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|78LHND
388	23531 32313	   	176.24	ACR|3VULN|3DMG	1RCR|2BELT|37LHND|46aDMG|569VULN|6BPWR|8CGEN
389	23531 32636	   	176.24	ACR|3VULN|3DMG	1RCR|2BELT|37LHND|46aDMG|569VULN|6BPWR|8FEWX
390	42213 31614	   	176.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7TLV|8SNIHEL|9CDMG|aVULN
391	42213 36631	   	176.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7VULN|8BASHEA|9CDMG|aDUST
392	42212 36613	   	176.20	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	145DUR|2RCR|34DMG|4BPWR|6ZMB|7AIRHEA|8AART|9ERES|aVULN
393	42212 36622	   	176.20	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	145DUR|2RCR|34DMG|4BPWR|6ZMB|7AIRHEA|8AART|9VULN|aDUST
394	13234 21763	   	176.16	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|25DMG|3MBVNT|6RCR|79VULN|8DUST|aAART
395	23231 34361	   	176.14	ACR|3VULN|3DMG	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|7LIT|8ERES
396	23231 35536	   	176.14	ACR|3VULN|3DMG	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|7ERES|8RMIN
397	23231 36536	   	176.14	ACR|3VULN|3DMG	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|7TLV|8RMIN
398	23531 34361	   	176.14	ACR|3VULN|3DMG	1RCR|2BELT|3LHND|46aDMG|569VULN|6BPWR|7LIT|8ERES
399	23461 25313	   	176.04	ACR|3VULN|3DMG	1RCR|2BELT|378ERES|457VULN|67aDMG|7BPWR|9LIT
400	23531 33413	   	175.99	ACR|3VULN|3DMG|1SELL	1RCR|2BELT|3LHND|46aDMG|568VULN|6BPWR|7SELL|9LWND
401	13234 21685	   	175.99	DCR|2DMG|1AART|1VULN|3ASPD|1ZMB	149ASPD|25DMG|3MBVNT|6RCR|7VULN|8ZMB|aAART
402	53121 35161	 * 	175.94	DCR|2DMG|1AART|3ASPD|1VULN|2ZMB	17ZMB|27DMG|367ASPD|4RCVC|5AART|7BPWR|8LHND|9RCR|aVULN
403	42222 32163	   	175.83	ACR|3DMG|1AART|1VULN|2DUR	17DUR|2RCR|367DMG|4RPLT|57TLV|7BPWR|8ERES|9VULN|aAART
404	13161 33235	 * 	175.78	ACR|2VULN|2AART|1DMG|2ASPD|1DUR	13ASPD|2DMG|4RCR|5DUR|6LSRICY|78VULN|9aAART
405	13234 21886	   	175.65	DCR|3VULN|2DMG|2ASPD|1DUR	14ASPD|25DMG|3MBVNT|6RCR|79aVULN|8DUR
406	22116 34613	   	175.64	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|248CGEN|34FEWX|48BPWR|58CDMG|6AART|789VULN|aDUR
407	25111 62633	   	175.62	ACR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB|1ASPD	1RCR|2RMIN|3CDMG|4LSRICY|57DMG|6FLTHEA|8ASPD|9ZMB|aAART
408	13161 53353	 * 	175.54	ACR|2DMG|1AART|3ASPD|1VULN|2DUR	139ASPD|29DMG|4RCR|57DUR|6VULN|89LWND|9BPWR|aAART
409	13162 53153	   	175.54	ACR|2DMG|1AART|3ASPD|1VULN|2DUR	139ASPD|29DMG|4RCR|5LWND|6VULN|79DUR|8RCVC|9BPWR|aAART
410	21416 33611	   	175.54	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2RCVC|38MLV|4DUR|58CDMG|6AART|789VULN|8BPWR|aCGEN
411	24213 12881	   	175.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2LIT|3AART|4CDMG|5MBVNT|6DUR|7ASPD|8VULN|9DMG|aZMB
412	23531 32516	 * 	175.44	ACR|3VULN|2DMG|2ZMB	1RCR|2BELT|37LHND|46DMG|569VULN|6BPWR|8aZMB
413	21416 33613	   	175.44	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2RCVC|38MLV|4DUR|58CDMG|6AART|789VULN|8BPWR|aDUST
414	24214 35323	   	175.36	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5LWND|6VULN|7ZMB|8MLV|9DMG|aFLTHEA
415	24216 35323	   	175.36	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5LHND|6VULN|7ZMB|8MLV|9DMG|aFLTHEA
416	22336 36223	   	175.34	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2CGEN|389VULN|4DMG|5BASICY|6AART|7RCVC|aDUR
417	21351 33524	   	175.34	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2RCVC|3LIT|4DMG|59aVULN|6AART|7TLV|8DUR
418	21356 33311	   	175.34	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2RCVC|3LIT|4DMG|5DUR|6AART|79aVULN|8CANSTR
419	24356 33311	   	175.34	ACR|3VULN|1AART|1DMG|1DUR	1RCR|23LIT|3BPWR|4DMG|5DUR|6AART|79aVULN|8CANSTR
420	13161 33233	   	175.34	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	13ASPD|2DMG|4RCR|5DUR|6LSRICY|78VULN|9AART|aZMB
421	21116 33635	   	175.24	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2RCVC|38DUST|4TLV|58CDMG|6AART|78aVULN|8BPWR|9ASPD
422	21116 33616	   	175.24	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2RCVC|38DUST|4TLV|58CDMG|6AART|789VULN|8BPWR|aDUR
423	42214 13127	   	175.24	ACR|3DMG|1AART|3DUR|1CDMG	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8MBVNT|9LHND|aCDMG
424	42214 13243	   	175.24	ACR|3DMG|1AART|3DUR|1CDMG	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9BELT|aCDMG
425	24214 32325	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5LWND|6VULN|7ASPD|8MLV|9aDMG
426	24211 16121	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5CGEN|6FEWX|79DMG|8VULN|aDUR
427	24211 16123	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5CGEN|6FEWX|79DMG|8VULN|aASPD
428	24211 21121	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7LWND|8VULN|aDUR
429	24211 21126	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7LWND|8VULN|aASPD
430	24211 21245	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5CGEN|68DMG|7LWND|9DUR|aVULN
431	24211 25121	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7LHND|8VULN|aDUR
432	24211 25126	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7LHND|8VULN|aASPD
433	24211 26121	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7FEWX|8VULN|aDUR
434	24211 26123	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7FEWX|8VULN|aASPD
435	24212 31525	   	175.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5BEXP|68VULN|7LHND|9DMG|aDUR
436	24212 33525	   	175.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5BEXP|68VULN|7LWND|9DMG|aDUR
437	24215 16121	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5RMIN|6FEWX|79DMG|8VULN|aDUR
438	24215 16123	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5RMIN|6FEWX|79DMG|8VULN|aASPD
439	24215 21121	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5RMIN|69DMG|7LWND|8VULN|aDUR
440	24215 21126	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5RMIN|69DMG|7LWND|8VULN|aASPD
441	24215 25121	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5RMIN|69DMG|7LHND|8VULN|aDUR
442	24215 26121	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5RMIN|69DMG|7FEWX|8VULN|aDUR
443	24215 26123	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5RMIN|69DMG|7FEWX|8VULN|aASPD
444	24211 41125	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5CGEN|6ASPD|7LWND|8VULN|9aDMG
445	24214 13125	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|57LWND|6DUR|8VULN|9aDMG
446	24216 11125	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|57LHND|6DUR|8VULN|9aDMG
447	24216 13125	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5LHND|6DUR|7RCVC|8VULN|9aDMG
448	26336 32223	   	175.14	ACR|3VULN|1AART|1DMG|1DUR	1RCR|27ERES|389VULN|4DMG|5BASICY|6AART|aDUR
449	24213 32326	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5MBVNT|6VULN|7ASPD|8MLV|9aDMG
450	24213 32526	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5MBVNT|6VULN|7ASPD|8CGEN|9aDMG
451	24213 32836	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5MBVNT|68VULN|7ASPD|9FEWX|aDMG
452	24213 32874	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5MBVNT|68VULN|7ASPD|9LHND|aDMG
453	24213 32882	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5MBVNT|68VULN|7ASPD|9DMG|aFEWX
454	24213 32883	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3AART|4CDMG|5MBVNT|68VULN|7ASPD|9DMG|aLWND
455	24213 36126	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|28LIT|3AART|4CDMG|5MBVNT|6VULN|7DUR|9aDMG
456	24212 56121	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5BEXP|6TLV|79DMG|8VULN|aDUR
457	24226 16121	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4TLV|5CDMG|6FEWX|79DMG|8VULN|aDUR
458	24226 16123	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4TLV|5CDMG|6FEWX|79DMG|8VULN|aASPD
459	24226 21121	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4TLV|5CDMG|69DMG|7LWND|8VULN|aDUR
460	24226 21126	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4TLV|5CDMG|69DMG|7LWND|8VULN|aASPD
461	24226 25121	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4TLV|5CDMG|69DMG|7LHND|8VULN|aDUR
462	24226 26121	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4TLV|5CDMG|69DMG|7FEWX|8VULN|aDUR
463	24226 26123	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2LIT|3AART|4TLV|5CDMG|69DMG|7FEWX|8VULN|aASPD
464	24236 16121	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3AART|4ERES|5CDMG|6FEWX|7DMG|89VULN|aDUR
465	24236 16123	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3AART|4ERES|5CDMG|6FEWX|7DMG|89VULN|aASPD
466	24236 21121	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3AART|4ERES|5CDMG|6DMG|7LWND|89VULN|aDUR
467	24236 21126	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3AART|4ERES|5CDMG|6DMG|7LWND|89VULN|aASPD
468	24236 25121	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3AART|4ERES|5CDMG|6DMG|7LHND|89VULN|aDUR
469	24236 26121	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3AART|4ERES|5CDMG|6DMG|7FEWX|89VULN|aDUR
470	24236 26123	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3AART|4ERES|5CDMG|6DMG|7FEWX|89VULN|aASPD
471	42212 36215	   	175.10	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	145DUR|2RCR|34DMG|4BPWR|6ZMB|7AIRHEA|8VULN|9BEXP|aAART
472	42214 33133	   	175.09	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9FEWX|aCGEN
473	42214 33134	   	175.09	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9FEWX|aLWND
474	42214 33222	   	175.09	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|89MLV|aCDMG
475	42214 33232	   	175.09	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8MLV|9RCVC|aCDMG
476	42214 33242	   	175.09	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8MLV|9LIT|aCDMG
477	42214 33423	   	175.09	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8LHND|9CDMG|aCGEN
478	42214 33432	   	175.09	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8LHND|9BELT|aCDMG
479	23531 31224	   	175.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7MLV|8ASPD|9LWND|aAART
480	24213 67121	   	175.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LIT|3AART|4CDMG|5MBVNT|6TLV|79DMG|8VULN|aDUR
481	13234 21434	   	175.03	DCR|3DMG|2VULN|3ASPD	149ASPD|258DMG|3MBVNT|6RCR|7aVULN
482	42214 33113	   	174.99	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9DUST|aDMSP
483	42214 33114	   	174.99	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9DUST|aLWND
484	42214 33115	   	174.99	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9DUST|aCGEN
485	42214 33132	   	174.99	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9FEWX|aDUST
486	42214 33422	   	174.99	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8LHND|9CDMG|aDUST
487	13165 33232	   	174.98	ACR|2VULN|2DMG|1AART|2ASPD	13ASPD|2aDMG|4RCR|5FEWX|6LSRICY|78VULN|9AART
