0	Index      	 *	Score 	Summary	Detail	
1	32166 42111	 * 	188.94	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|2aDMG|3CGEN|469VULN|5RCR|7RPLT|8AART
314	33226 32252	   	161.82	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	19CDMG|2ERES|39VULN|4ASPD|5RCR|6CGEN|7AART|89DUR|9BPWR|aLHND
315	33226 32254	   	161.82	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	19CDMG|2ERES|39VULN|4ASPD|5RCR|6CGEN|7AART|89DUR|9BPWR|aFEWX
316	33226 32255	   	161.82	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	19CDMG|2ERES|39VULN|4ASPD|5RCR|6CGEN|7AART|89DUR|9BPWR|aRCVC
317	32215 32441	   	161.81	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7FEWX|8LIT|9RCR|aLHND
318	32215 32443	   	161.81	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7FEWX|8LIT|9RCR|aBEXP
319	32215 46232	   	161.81	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|67aFEWX|8RCVC|9RCR
320	21412 35623	   	161.80	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|378VULN|4RCR|5AART|6RPLT|9CGEN|aDMG
321	21412 23311	   	161.80	ACR|3VULN|1AART|1DMG	1DUST|27FEWX|369VULN|4RCR|5AART|8CGEN|aDMG
322	21412 23411	   	161.80	ACR|3VULN|1AART|1DMG	1DUST|27FEWX|369VULN|4RCR|5AART|8MLV|aDMG
323	21412 35213	   	161.80	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|379VULN|4RCR|5AART|6RPLT|8CGEN|aDMG
324	21412 64113	   	161.80	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|379VULN|4RCR|5AART|6RMIN|8RPLT|aDMG
325	21412 64211	   	161.80	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|379VULN|4RCR|5AART|68RMIN|aDMG
326	33221 42513	   	161.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3VULN|4ASPD|5TLV|6DMG|7ZMB|8RCR|9AART|aDUR
327	31134 46233	 * 	161.74	DCR|2AART|1DMG|2CDMG|2ASPD|1ZMB	15CDMG|2DUST|3FEWX|45ASPD|5BPWR|6DMG|7RCR|8ZMB|9aAART
328	33226 32256	   	161.72	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	19CDMG|2ERES|39VULN|4ASPD|5RCR|6CGEN|7AART|89DUR|9BPWR|aDUST
329	32215 52152	   	161.71	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6BEXP|7DUST|8FEWX|9RCR|aCGEN
330	32215 52153	   	161.71	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6BEXP|7DUST|8FEWX|9RCR|aLHND
331	32215 53152	   	161.71	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6BEXP|7LEGI|8FEWX|9RCR|aCGEN
332	32215 53153	   	161.71	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6BEXP|7LEGI|8FEWX|9RCR|aLHND
333	21412 22113	   	161.70	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|369VULN|4RCR|5AART|7ERES|8RPLT|aDMG
334	21412 23611	   	161.70	ACR|3VULN|1AART|1DMG	1DUST|27FEWX|369VULN|4RCR|5AART|8TLV|aDMG
335	21412 35313	   	161.70	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|379VULN|4RCR|5AART|6RPLT|8TLV|aDMG
336	21412 35513	   	161.70	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|379VULN|4RCR|5AART|6RPLT|8ERES|aDMG
337	21412 35613	   	161.70	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|378VULN|4RCR|5AART|6RPLT|9ERES|aDMG
338	21412 35632	   	161.70	ACR|3VULN|1AART|1DMG	1aDUST|2FEWX|378VULN|4RCR|5AART|6RPLT|9DMG
339	21412 44113	   	161.70	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|379VULN|4RCR|5AART|6ERES|8RPLT|aDMG
340	21312 26352	 * 	161.70	ACR|3DMG|1AART|1VULN	1DUST|2FEWX|3LHND|4RCR|5AART|6VULN|79aDMG|8LSRREG
341	22324 12311	   	161.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12DUST|3DUR|4AART|5ZMB|6TLV|7DMG|8RCR|9aVULN
342	32612 12131	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DMG|37RCVC|4ASPD|5AART|6aVULN|8LIT|9RCR
343	32211 42154	   	161.61	DCR|3VULN|2DMG|1CDMG	1CDMG|26DMG|34aVULN|5LHND|7DUST|8FEWX|9RCR
344	32213 42154	   	161.61	DCR|3VULN|2DMG|1CDMG	1CDMG|26DMG|34aVULN|5LWND|7DUST|8FEWX|9RCR
345	32215 52151	   	161.61	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6BEXP|7DUST|8FEWX|9RCR|aTLV
346	32215 53151	   	161.61	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6BEXP|7LEGI|8FEWX|9RCR|aTLV
347	32231 42154	   	161.61	DCR|3VULN|2DMG|1CDMG	1CDMG|26DMG|35aVULN|4LHND|7DUST|8FEWX|9RCR
348	31431 36135	   	161.61	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2DUST|3LIT|4RCR|58VULN|6DUR|7ZMB|9ASPD|aAART
349	32166 32423	   	161.61	ACR|2VULN|1AART|1DMG|2CDMG	1aCDMG|2DMG|36aCGEN|4aVULN|5RCR|7RPLT|8BELT|9AART|aBPWR
350	21412 22311	   	161.60	ACR|3VULN|1AART|1DMG	18DUST|2FEWX|369VULN|4RCR|5AART|7ERES|aDMG
351	21412 22411	   	161.60	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|369VULN|4RCR|5AART|78ERES|aDMG
352	21412 44311	   	161.60	ACR|3VULN|1AART|1DMG	18DUST|2FEWX|379VULN|4RCR|5AART|6ERES|aDMG
353	33226 32251	   	161.57	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD|1SELL	19CDMG|2ERES|39VULN|4ASPD|5RCR|6CGEN|7AART|89DUR|9BPWR|aSELL
354	33226 43232	 * 	161.47	ACR|4VULN|1CDMG|1FLTHEA|1ASPD	1CDMG|2ERES|368aVULN|4ASPD|5RCR|7BEXP|9FLTHEA
355	32212 56613	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|34VULN|5CGEN|6MBVNT|7TLV|8RCR|9AART|aDUR
356	51413 26131	   	161.40	ACR|3VULN|1AART|2CDMG	17LWND|28FEWX|379VULN|4RCR|57CDMG|6AART|7BPWR|aRCVC
357	51413 26133	   	161.40	ACR|3VULN|1AART|2CDMG	17LWND|28FEWX|379VULN|4RCR|57CDMG|6AART|7BPWR|aLIT
358	51413 26231	   	161.40	ACR|3VULN|1AART|2CDMG	17LWND|2FEWX|379VULN|4RCR|57CDMG|6AART|7BPWR|8DMSP|aRCVC
359	51413 26233	   	161.40	ACR|3VULN|1AART|2CDMG	17LWND|2FEWX|379VULN|4RCR|57CDMG|6AART|7BPWR|8DMSP|aLIT
360	32165 23251	   	161.34	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	18CDMG|2DMG|3CGEN|4VULN|5AART|6ASPD|7ZMB|9RCR|aRCVC
361	32165 23253	   	161.34	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	18CDMG|2DMG|3CGEN|4VULN|5AART|6ASPD|7ZMB|9RCR|aLIT
362	32221 12512	   	161.34	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5aLHND|6ASPD|7ZMB|8RCR|9AART
363	32221 12513	   	161.34	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5LHND|6ASPD|7ZMB|8RCR|9AART|aCGEN
364	32221 12514	   	161.34	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5LHND|6ASPD|7ZMB|8RCR|9AART|aBELT
365	32223 12512	   	161.34	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5LWND|6ASPD|7ZMB|8RCR|9AART|aLHND
366	32223 12514	   	161.34	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5LWND|6ASPD|7ZMB|8RCR|9AART|aBELT
367	52413 26212	   	161.30	ACR|3VULN|1AART|2CDMG	17LWND|2DUST|379VULN|4RCR|57CDMG|6AART|7BPWR|8CGEN|aLIT
368	52413 26213	   	161.30	ACR|3VULN|1AART|2CDMG	17LWND|2DUST|379VULN|4RCR|57CDMG|6AART|7BPWR|8CGEN|aLHND
369	31321 46141	 * 	161.28	DCR|3DMG|3CDMG|1VULN	138CDMG|23DUST|38BPWR|4NUKE|58LHND|689DMG|7RCR|aVULN
370	31323 46141	   	161.28	DCR|3DMG|3CDMG|1VULN	138CDMG|23DUST|38BPWR|4NUKE|58LWND|689DMG|7RCR|aVULN
371	32221 12515	   	161.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5LHND|6ASPD|7ZMB|8RCR|9AART|aDUST
372	32223 12515	   	161.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5LWND|6ASPD|7ZMB|8RCR|9AART|aDUST
373	52413 26211	   	161.20	ACR|3VULN|1AART|2CDMG	17LWND|2DUST|379VULN|4RCR|57CDMG|6AART|7BPWR|8CGEN|aNUKE
374	52413 26312	   	161.20	ACR|3VULN|1AART|2CDMG	17LWND|2DUST|379VULN|4RCR|57CDMG|6AART|7BPWR|8TLV|aLIT
375	52413 26313	   	161.20	ACR|3VULN|1AART|2CDMG	17LWND|2DUST|379VULN|4RCR|57CDMG|6AART|7BPWR|8TLV|aLHND
376	52413 26311	   	161.10	ACR|3VULN|1AART|2CDMG	17LWND|2DUST|379VULN|4RCR|57CDMG|6AART|7BPWR|8TLV|aNUKE
377	32221 12511	   	161.10	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD|1SELL	14CDMG|2DMG|3VULN|5LHND|6ASPD|7ZMB|8RCR|9AART|aSELL
378	32223 12511	   	161.10	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD|1SELL	14CDMG|2DMG|3VULN|5LWND|6ASPD|7ZMB|8RCR|9AART|aSELL
379	11384 55223	   	161.05	DCR|2AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCVC|2ASPD|3MBVNT|4aAART|5DMG|6RCR|7CDMG|8DUR|9ZMB
380	32321 16165	 * 	161.04	DCR|3DMG|3CDMG|3ASPD|1SELL	18aCDMG|28aDMG|34DUST|5LHND|68aASPD|7RCR|8aBPWR|9SELL
381	32323 16165	 * 	161.04	DCR|3DMG|3CDMG|3ASPD|1SELL	18aCDMG|28aDMG|34DUST|5LWND|68aASPD|7RCR|8aBPWR|9SELL
382	11325 26843	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2ASPD|3MBVNT|4FEWX|5DMG|6CDMG|79VULN|8RCR|aAART
383	32661 11511	   	160.91	DCR|2VULN|2DMG|3CDMG	15aCDMG|2aDMG|3RCVC|4LIT|6LEGI|7LWND|8RCR|9aVULN|aBPWR
384	32661 13511	   	160.91	DCR|2VULN|2DMG|3CDMG	15aCDMG|2aDMG|3RCVC|4LIT|6LEGI|7BEXP|8RCR|9aVULN|aBPWR
385	11345 26843	   	160.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2ASPD|3MBVNT|4DUST|5DMG|6CDMG|79VULN|8RCR|aAART
386	32653 42333	 * 	160.80	DCR|2AART|2DMG|1CDMG|1DUR	1CDMG|27DMG|3RCVC|48AART|5RPLT|6RCR|9DUR|aLIT
387	32221 12544	   	160.74	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5LHND|6ASPD|7ZMB|8RCR|9RPLT|aAART
388	32223 12544	   	160.74	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	14CDMG|2DMG|3VULN|5LWND|6ASPD|7ZMB|8RCR|9RPLT|aAART
389	32653 42332	   	160.70	DCR|2AART|2DMG|1CDMG|1DUR	1CDMG|27DMG|3RCVC|48AART|5RPLT|6RCR|9DUR|aTLV
390	31433 23235	   	160.60	ACR|3VULN|1AART|2CDMG	1aCDMG|2aDUST|3LIT|4RCR|59BEXP|68aVULN|7AART|aBPWR
391	25312 24323	   	160.59	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|59AART|6VULN|7CGEN|8CDMG|aDMG
392	25312 25323	   	160.59	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|59AART|6VULN|7MLV|8CDMG|aDMG
393	25133 64231	   	160.55	DCR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|3BELT|47VULN|5ERES|68DMG|9AART|aRCR
394	43331 26513	   	160.52	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	1CGEN|2DUST|3aDUR|4aDMG|5VULN|6aCDMG|7FEWX|8RCR|9ZMB|aBPWR
395	51413 26323	 * 	160.50	ACR|2VULN|1AART|2CDMG|2ZMB	17LWND|2FEWX|37VULN|4RCR|57CDMG|6AART|7BPWR|8aZMB|9ERES
396	25312 26116	   	160.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|59AART|6VULN|7DMG|8ERES|aCDMG
397	25532 26222	   	160.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|3RCR|4FEWX|58AART|6VULN|7DMG|9LHND|aZMB
398	53124 21114	   	160.31	DCR|2VULN|2DMG|1AART	1LWND|2CANHEL|3RPLT|49VULN|5aDMG|6AART|7CGEN|8RCR
399	32214 53813	   	160.29	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2DMG|34VULN|5RMIN|6MBVNT|7BEXP|8RCR|aAART
400	32224 53843	   	160.29	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2DMG|39VULN|5RMIN|6MBVNT|7BEXP|8RCR|aAART
401	11384 53484	   	160.15	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	1RCVC|28ASPD|3MBVNT|4AART|58DMG|6RCR|7LEGI|8BPWR|9ZMB|aDUR
402	31431 26211	   	160.15	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|28DUST|3LIT|4RCR|569VULN|7ZMB|aDMG
403	21412 35413	 * 	160.12	ACR|3VULN|2AART|1ASPD	1DUST|2FEWX|379VULN|4RCR|5aAART|6RPLT|8ASPD
404	25412 32631	   	160.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2DUR|38VULN|4RCR|5AART|6RPLT|7RCVC|9DMG|aASPD
405	25412 35131	   	160.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2DUR|37VULN|4RCR|5AART|6RPLT|8FEWX|9DMG|aASPD
406	52413 22423	   	159.99	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2DUST|3VULN|4RCR|5CDMG|69AART|7CGEN|8DUR|aDMG
407	25412 22612	   	159.92	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2DUR|36VULN|4RCR|5AART|7ERES|8DMG|9FEWX|aASPD
408	32215 15321	 * 	159.92	4VULN|3DMG|2CDMG|1ZMB|1ASPD	1aCDMG|259DMG|345aVULN|5aBPWR|6ASPD|7ZMB|8aLIT
409	11384 36624	   	159.91	DCR|2AART|2DMG|1VULN|1ASPD	1RCVC|2ASPD|3MBVNT|46AART|57DMG|8LIT|9RCR|aVULN
410	32166 34211	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2aDMG|36CGEN|49VULN|5RCR|7LIT|8ZMB
411	11388 41171	   	159.81	DCR|2AART|2VULN|1DMG|1ASPD	1RCVC|2ASPD|3MBVNT|46AART|5DUST|78VULN|9RCR|aDMG
412	31155 35111	   	159.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2DUST|3FEWX|4AART|5SELL|6DMSP|7RCR|89VULN|aDMG
413	33216 46232	   	159.73	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ERES|38aVULN|4TLV|5ZMB|6DMG|7RCR|9LSRICY
414	21312 26342	   	159.69	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2FEWX|3LHND|4RCR|5AART|6VULN|7aDMG|8LSRREG|9CDMG
415	25412 23311	   	159.68	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2DUR|368VULN|4RCR|5AART|79FEWX|aZMB
416	25412 23321	   	159.68	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2DUR|368VULN|4RCR|5AART|7FEWX|9RCVC|aZMB
417	51413 23333	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	17LWND|2FEWX|3VULN|4RCR|5CDMG|6AART|8ZMB|9DMG|aASPD
418	51413 26113	   	159.62	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	17LWND|28FEWX|37VULN|4RCR|57CDMG|6AART|7BPWR|9ASPD|aDUR
419	51413 26213	   	159.62	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	17LWND|2FEWX|37VULN|4RCR|57CDMG|6AART|7BPWR|8DMSP|9ASPD|aDUR
420	32215 32436	   	159.41	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7FEWX|8LIT|9MLV|aRCR
421	32225 31441	   	159.41	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6CGEN|7DUR|8LIT|9RCR|aLHND
422	32225 32442	   	159.41	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6CGEN|7FEWX|8LIT|9RCR|aDUR
423	32225 46231	   	159.41	DCR|2VULN|2DMG|2CDMG|1ASPD	14CDMG|25DMG|35VULN|5BPWR|67FEWX|8RCVC|9RCR|aASPD
424	32344 16111	   	159.38	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3DUST|45BEXP|58BPWR|68ASPD|7RCR|9VULN|aLWND
425	32344 16112	   	159.38	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3DUST|45BEXP|58BPWR|68ASPD|7RCR|9VULN|aLIT
426	32344 16113	   	159.38	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3DUST|45BEXP|58BPWR|68ASPD|7RCR|9VULN|aRMIN
427	32354 16111	   	159.38	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3DUST|45LHND|58BPWR|68ASPD|7RCR|9VULN|aLWND
428	32354 16112	   	159.38	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3DUST|45LHND|58BPWR|68ASPD|7RCR|9VULN|aLIT
429	32354 16113	   	159.38	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3DUST|45LHND|58BPWR|68ASPD|7RCR|9VULN|aRMIN
430	32354 16122	   	159.38	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3DUST|45LHND|58BPWR|68ASPD|7RCR|9BELT|aVULN
431	32215 32246	   	159.31	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7FEWX|8ERES|9LIT|aRCR
432	32225 35331	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6CGEN|7VENICY|8DUR|9RCR|aRMIN
433	32225 35334	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6CGEN|7VENICY|8DUR|9RCR|aDMSP
434	32225 62152	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7DUST|8FEWX|9RCR|aCGEN
435	32225 62153	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7DUST|8FEWX|9RCR|aLHND
436	32225 63152	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7LEGI|8FEWX|9RCR|aCGEN
437	32225 63153	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7LEGI|8FEWX|9RCR|aLHND
438	32225 63352	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7LEGI|8BEXP|9RCR|aCGEN
439	32225 63353	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7LEGI|8BEXP|9RCR|aLHND
440	51413 21234	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3aVULN|4RCR|5CDMG|6AART|7LHND|8MLV|9DMG
441	51413 23533	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	17LWND|2FEWX|3aVULN|4RCR|5CDMG|6AART|8BEXP|9DMG
442	32524 16111	   	159.28	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3aLWND|45DUST|58BPWR|68ASPD|7RCR|9VULN
443	32524 16113	   	159.28	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3LWND|45DUST|58BPWR|68ASPD|7RCR|9VULN|aLHND
444	32524 16122	   	159.28	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DMG|3LWND|45DUST|58BPWR|68ASPD|7RCR|9BELT|aVULN
445	31134 46111	   	159.28	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DUST|3FEWX|45ASPD|58BPWR|68DMG|7RCR|9VULN|aLWND
446	31134 46112	   	159.28	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DUST|3FEWX|45ASPD|58BPWR|68DMG|7RCR|9VULN|aLIT
447	31134 46113	   	159.28	DCR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|28DUST|3FEWX|45ASPD|58BPWR|68DMG|7RCR|9VULN|aRMIN
448	32215 32156	   	159.21	DCR|3VULN|2DMG|1CDMG	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7FEWX|8DUST|9DLOT|aRCR
449	31213 41563	 * 	159.21	DCR|2VULN|2AART|2CDMG|1DUR	17CDMG|267DUST|3DUR|4MGNSTR|57VULN|7BPWR|8RCR|9aAART
450	32225 13413	   	159.21	DCR|2VULN|2DMG|2CDMG|1ASPD	14CDMG|25DMG|35VULN|5BPWR|6ASPD|78ERES|9RCR|aMLV
451	32225 13415	   	159.21	DCR|2VULN|2DMG|2CDMG|1ASPD	14CDMG|25DMG|35VULN|5BPWR|6ASPD|78ERES|9RCR|aFEWX
452	32225 35335	   	159.21	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6CGEN|7VENICY|8DUR|9RCR|aDUST
453	32225 62151	   	159.21	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7DUST|8FEWX|9RCR|aTLV
454	32225 63151	   	159.21	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7LEGI|8FEWX|9RCR|aTLV
455	32225 63351	   	159.21	DCR|2VULN|2DMG|2CDMG|1DUR	14CDMG|25DMG|35VULN|5BPWR|6DUR|7LEGI|8BEXP|9RCR|aTLV
456	21514 22234	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2FEWX|3RCR|4RMIN|5DMG|69VULN|7LHND|8CDMG|aAART
457	21514 31234	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2FEWX|3RCR|4RMIN|5DMG|6LHND|79VULN|8CDMG|aAART
458	51413 21314	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|39VULN|4RCR|5CDMG|6AART|7LHND|8BASHEA|aDMG
459	51413 21322	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2FEWX|3VULN|4RCR|5CDMG|6AART|7LHND|8BASHEA|9aDMG
460	51413 21632	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|38VULN|4RCR|5CDMG|6AART|7LHND|9DMG|aDUST
461	51413 22313	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|39VULN|4RCR|5CDMG|6AART|7CGEN|8DUST|aDMG
462	52413 21213	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|39VULN|4RCR|5CDMG|6AART|7LHND|8MLV|aDMG
463	52413 21234	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3aVULN|4RCR|5CDMG|6AART|7LHND|8MLV|9DMG
464	52413 21623	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|38VULN|4RCR|5CDMG|6AART|7LHND|9CGEN|aDMG
465	52413 22513	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|39VULN|4RCR|5CDMG|6AART|7CGEN|8LHND|aDMG
466	52413 23133	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	17LWND|2DUST|3VULN|4RCR|5CDMG|6AART|8FEWX|9aDMG
467	52413 23533	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	17LWND|2DUST|3VULN|4RCR|5CDMG|6AART|8BEXP|9aDMG
468	32215 53261	   	159.17	4VULN|3DMG|1AART|1CDMG	1CDMG|25aDMG|3458VULN|5BPWR|6BEXP|7LEGI|9AART
469	24322 35153	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	1DUST|2LIT|38VULN|49DUR|5MLV|6RCR|7AART|aDMG
470	32225 13412	   	159.11	DCR|2VULN|2DMG|2CDMG|1ASPD	14CDMG|25DMG|35VULN|5BPWR|6ASPD|78aERES|9RCR
471	52413 21314	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|39VULN|4RCR|5CDMG|6AART|7LHND|8BASHEA|aDMG
472	52413 21322	   	159.09	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2DUST|3VULN|4RCR|5CDMG|6AART|7LHND|8BASHEA|9aDMG
473	52413 21513	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|39VULN|4RCR|5CDMG|6AART|7LHND|8ERES|aDMG
474	52413 21613	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|38VULN|4RCR|5CDMG|6AART|7LHND|9ERES|aDMG
475	52413 21632	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2aDUST|38VULN|4RCR|5CDMG|6AART|7LHND|9DMG
476	52413 25322	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|39VULN|4RCR|5CDMG|6AART|7RPLT|8LSRREG|aDMG
