0	Index      	 *	Score 	Summary	Detail	
1	31315 32115	 * 	190.27	DCR|3VULN|3ZMB|1AART|1DMG	19aBEXP|2RMIN|39aZMB|4MLV|5AART|6DMG|7RCR|89aVULN|9aBPWR
316	12352 21625	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9RPLT|aLWND
317	12352 21631	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9DMSP|aRPLT
318	12352 21632	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9DMSP|aLHND
319	12352 21634	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38aFEWX|45AART|6RCR|78VULN|8BPWR|9DMSP
320	12352 21641	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9LWND|aLHND
321	12352 21661	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9LIT|aCGEN
322	12352 21663	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9LIT|aLWND
323	42335 33211	   	160.32	ACR|3VULN|2DMG|1DUR	1RPLT|2aDMG|3aFEWX|4RCR|5RMIN|6DUST|7DUR|89aVULN|aBPWR
324	23656 32221	   	160.30	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2ASPD|3LIT|4BELT|5DMG|6RCR|7aVULN|8AART|9DUR
325	12352 21635	   	160.27	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9DMSP|aERES
326	12352 21643	   	160.27	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9LWND|aDUST
327	12351 21638	   	160.27	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|358FEWX|4aAART|6RCR|78VULN|8BPWR|9MBVNT
