0	Index      	 *	Score 	Summary	Detail	
1	23142 82242	 * 	190.99	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	1AART|269DUR|3MBVNT|4FEWX|5RCR|79DMG|89VULN|9BPWR|aZMB
326	23124 13483	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8DMG|9RPLT
327	23124 33411	   	166.41	DCR|2AART|2DMG|1VULN|1DUR	16AART|2DUR|3MBVNT|4TLV|5VULN|7RCR|8aDMG|9LWND
328	23124 33418	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	16AART|2DUR|3MBVNT|4TLV|5aVULN|7RCR|8DMG|9LWND
329	23124 33441	   	166.41	DCR|2AART|2DMG|1VULN|1DUR	16AART|2DUR|3MBVNT|4TLV|5VULN|7RCR|8aDMG|9FEWX
330	23124 33448	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	16AART|2DUR|3MBVNT|4TLV|5aVULN|7RCR|8DMG|9FEWX
331	23124 33481	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	16AART|2DUR|3MBVNT|4TLV|5aVULN|7RCR|8DMG|9RPLT
332	23124 33531	   	166.41	DCR|2AART|2DMG|1VULN|1DUR	16AART|2DUR|3MBVNT|4TLV|5VULN|7RCR|8BEXP|9aDMG
333	23124 33538	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	16AART|2DUR|3MBVNT|4TLV|5aVULN|7RCR|8BEXP|9DMG
334	23127 34363	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DUR|3MBVNT|4TLV|5DMG|69VULN|7RCR|8RPLT
335	23127 34483	   	166.41	DCR|2AART|2DMG|1VULN|1DUR	1aAART|2DUR|3MBVNT|4TLV|58DMG|6VULN|7RCR|9RPLT
336	23164 33274	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	16AART|2DUR|3MBVNT|4ERES|58VULN|7RCR|9LIT|aDMG
337	23164 33411	   	166.41	DCR|2AART|2DMG|1VULN|1DUR	16AART|2DUR|3MBVNT|4ERES|5VULN|7RCR|8aDMG|9LWND
338	23164 33441	   	166.41	DCR|2AART|2DMG|1VULN|1DUR	16AART|2DUR|3MBVNT|4ERES|5VULN|7RCR|8aDMG|9FEWX
339	23164 33481	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	16AART|2DUR|3MBVNT|4ERES|5aVULN|7RCR|8DMG|9RPLT
340	23164 33531	   	166.41	DCR|2AART|2DMG|1VULN|1DUR	16AART|2DUR|3MBVNT|4ERES|5VULN|7RCR|8BEXP|9aDMG
341	32353 42114	   	166.34	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|2MLV|3ASPD|4RCR|58aVULN|6DMG|7LWND|9AART
342	22416 11151	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LIT|3DMG|4CDMG|5aVULN|6LWND|7ERES|8RCR|9DUR
343	22416 33132	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LIT|3DMG|4CDMG|5aVULN|6ASPD|7DUST|8RCR|9MLV
344	22416 61111	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LIT|3DMG|4CDMG|5aVULN|6DUR|7ERES|8RCR|9FEWX
345	33556 23333	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2LWND|35DMG|4RPLT|6RCR|7ASPD|8VULN|9AART|aCDMG
346	25223 12151	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|3DMG|4aVULN|5CDMG|6LWND|7LIT|8RCR|9DUR
347	25223 42151	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|3DMG|4aVULN|5CDMG|6FEWX|7LIT|8RCR|9DUR
348	23124 33474	   	166.31	DCR|2AART|2VULN|1DMG|1DUR	16AART|2DUR|3MBVNT|4TLV|5aVULN|7RCR|8DMG|9AIRHEA
349	23124 33477	   	166.31	DCR|2AART|2DMG|1VULN|1DUR	16AART|2DUR|3MBVNT|4TLV|5VULN|7RCR|8aDMG|9AIRHEA
350	23164 33474	   	166.31	DCR|2AART|2VULN|1DMG|1DUR	16AART|2DUR|3MBVNT|4ERES|5aVULN|7RCR|8DMG|9AIRHEA
351	23164 33477	   	166.31	DCR|2AART|2DMG|1VULN|1DUR	16AART|2DUR|3MBVNT|4ERES|5VULN|7RCR|8aDMG|9AIRHEA
352	31253 14223	   	166.24	ACR|4VULN|1AART|1ZMB	1ERES|2DMSP|3589VULN|4RCR|6AART|7ZMB|aBEXP
353	31253 14224	   	166.24	ACR|4VULN|1AART|1ZMB	1ERES|2DMSP|3589VULN|4RCR|6AART|7ZMB|aBELT
354	31253 14225	   	166.24	ACR|4VULN|1AART|1ZMB	1ERES|2DMSP|3589VULN|4RCR|6AART|7ZMB|aLWND
355	22416 33162	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LIT|3DMG|4CDMG|5aVULN|6ASPD|7DUST|8RCR|9TLV
356	22623 23363	 * 	166.21	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1AART|2aLIT|37MLV|4aVULN|5CDMG|6RCR|8DUR|9aZMB|aBPWR
357	23315 13242	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|34LWND|5DMG|6LHND|7RCR|89VULN|aZMB
358	23535 13215	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LHND|7RCR|8aVULN|9FEWX
359	23535 23215	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LWND|7RCR|8aVULN|9FEWX
360	23635 13215	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8aVULN|9FEWX
361	23635 13241	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|89VULN|aLWND
362	23635 13242	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|89VULN|aDMSP
363	23635 13243	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|89VULN|aLIT
364	23635 23215	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8aVULN|9FEWX
365	23635 23241	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|89VULN|aLHND
366	23635 23242	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|89VULN|aDMSP
367	23635 23243	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|89VULN|aLIT
368	31253 14222	   	166.14	ACR|4VULN|1AART|1ZMB	1ERES|2DMSP|3589VULN|4RCR|6AART|7ZMB|aDUST
369	23535 13235	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LHND|7RCR|8aVULN|9DUST
370	23535 13241	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5aDMG|6LHND|7RCR|8VULN|9TLV
371	23535 13251	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5aDMG|6LHND|7RCR|8VULN|9ERES
372	23535 23235	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LWND|7RCR|8aVULN|9DUST
373	23535 23241	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5aDMG|6LWND|7RCR|8VULN|9TLV
374	23535 23251	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5aDMG|6LWND|7RCR|8VULN|9ERES
375	23635 13235	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8aVULN|9DUST
376	23635 23235	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8aVULN|9DUST
377	25221 13235	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9BEXP|aZMB
378	25221 13241	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9ZMB|aBELT
379	25221 13242	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9ZMB|aFEWX
380	25221 13243	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9ZMB|aLIT
381	25221 13245	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6aCGEN|7RCR|9ZMB
382	25221 13255	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9LHND|aZMB
383	24124 33255	   	166.07	DCR|3VULN|2AART|1ZMB	16AART|2LWND|3MBVNT|4ERES|58aVULN|7RCR|9ZMB
384	25223 15226	 * 	166.02	DCR|2AART|2VULN|1DMG|1CDMG	18AART|2ERES|3DMG|49VULN|5CDMG|6LWND|7FEWX|aRCR
385	23172 23331	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|6VULN|7ZMB|8RCVC|9aDMG
386	23172 23338	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|6aVULN|7ZMB|8RCVC|9DMG
387	22616 16123	   	165.99	DCR|2DMG|1AART|1VULN|2CDMG	1AART|29aLIT|3MLV|4aCDMG|5VULN|6LWND|7aDMG|8RCR|aBPWR
388	23326 33265	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3LWND|4ERES|5DMG|6TLV|7RCR|89VULN|aZMB
389	25221 13225	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9DUST|aZMB
390	25223 13226	   	165.92	DCR|2AART|2VULN|1DMG|1CDMG	18AART|2ERES|3DMG|49VULN|5CDMG|6LWND|7DUST|aRCR
391	21127 24523	   	165.81	DCR|2VULN|2DMG|1AART	1AART|2aLHND|3MBVNT|4TLV|5aDMG|6LWND|7RCR|8LIT|9aVULN|aBPWR
392	23117 42252	   	165.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3MBVNT|4LWND|5ZMB|6ASPD|7DMG|89VULN|aRCR
393	23434 22252	   	165.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3ASPD|4ZMB|5MBVNT|6LWND|7DMG|89VULN|aRCR
394	22336 11265	   	165.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|28LIT|3DUR|48DMG|5CGEN|69VULN|78BEXP|8BPWR|aRCR
395	22336 12265	   	165.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|28LIT|3DUR|48DMG|5CGEN|69VULN|78FEWX|8BPWR|aRCR
396	21127 34337	   	165.71	DCR|2VULN|2DMG|1AART	1AART|2aLHND|3MBVNT|4TLV|5aDMG|6aVULN|7RCR|8RPLT|9NUKE|aBPWR
397	25222 13254	   	165.71	DCR|2VULN|2DMG|1AART	1AART|2aERES|3aDMG|48VULN|5LWND|6aCGEN|7RCR|9LEGI|aBPWR
398	25222 33254	   	165.71	DCR|2DMG|2VULN|1AART	1AART|2aERES|3aDMG|48VULN|5LWND|6aMLV|7RCR|9LEGI|aBPWR
399	31253 14252	 * 	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2DMSP|358VULN|4RCR|6AART|7ZMB|9SNIHEL|aCDMG
400	21236 13265	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|35LIT|45DMG|5BPWR|69VULN|7DUR|8CGEN|aRCR
401	21236 22315	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|35LIT|45DMG|5BPWR|6CGEN|78VULN|9DUR|aRCR
402	21236 23365	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|35LIT|45DMG|5BPWR|6CGEN|7DUR|89VULN|aRCR
403	22136 13265	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|35LHND|45DMG|5BPWR|69VULN|7DUR|8CGEN|aRCR
404	22136 22315	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|35LHND|45DMG|5BPWR|6CGEN|78VULN|9DUR|aRCR
405	22136 23365	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|35LHND|45DMG|5BPWR|6CGEN|7DUR|89VULN|aRCR
406	22436 22315	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|35DMG|45LWND|5BPWR|6CGEN|78VULN|9DUR|aRCR
407	24236 22315	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LWND|35LIT|45DMG|5BPWR|6CGEN|78VULN|9DUR|aRCR
408	21127 34418	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|58DMG|6aVULN|7RCR|9LWND
409	21127 34448	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|58DMG|6aVULN|7RCR|9FEWX
410	21127 34481	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|58DMG|6aVULN|7RCR|9RPLT
411	21127 34711	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|5aDMG|69VULN|7RCR|8LWND
412	21124 13531	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|56VULN|7RCR|8BEXP|9aDMG
413	21127 24438	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|58DMG|6LWND|7RCR|9aVULN
414	21127 24611	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|5aDMG|6LWND|7RCR|89VULN
415	21148 74438	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4FEWX|58DMG|6TLV|7RCR|9aVULN
416	21148 74611	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4FEWX|5aDMG|6TLV|7RCR|89VULN
417	21164 13531	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4ERES|56VULN|7RCR|8BEXP|9aDMG
418	24124 13531	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2LWND|3MBVNT|4ERES|56VULN|7RCR|8BEXP|9aDMG
419	25213 13254	   	165.61	DCR|2VULN|2DMG|1AART	1AART|29aERES|3aDMG|4CGEN|5LWND|6LEGI|7RCR|8aVULN|aBPWR
420	26137 62234	   	165.61	DCR|2VULN|2DMG|1AART	1AART|2FEWX|3MBVNT|4BASHEA|58DMG|6MLV|7RCR|9aVULN
421	22616 26212	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4CDMG|5VULN|6RCR|78DMG|9LWND|aRCVC
422	22623 26212	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9LWND|aRCVC
423	22623 26242	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9LHND|aRCVC
424	25223 53115	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ERES|3DMG|49VULN|5CDMG|6BELT|7BEXP|8ZMB|aRCR
425	21236 16315	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|35LIT|45DMG|5BPWR|68VULN|7TLV|9DUR|aRCR
426	21236 62315	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|35LIT|45DMG|5BPWR|6TLV|78VULN|9DUR|aRCR
427	22136 16315	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|35LHND|45DMG|5BPWR|68VULN|7TLV|9DUR|aRCR
428	22136 62315	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|35LHND|45DMG|5BPWR|6TLV|78VULN|9DUR|aRCR
429	31353 42223	   	165.52	ACR|3VULN|2DMG|2DUR	17ERES|2DMSP|38DUR|4RCR|57aVULN|67DMG|7BPWR|9BEXP
430	31353 42233	   	165.52	ACR|3VULN|2DMG|2DUR	17ERES|2DMSP|38DUR|4RCR|57aVULN|67DMG|7BPWR|9LWND
431	21127 34474	   	165.51	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|58DMG|6aVULN|7RCR|9AIRHEA
432	21127 74611	   	165.51	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|5aDMG|6LEGI|7RCR|89VULN
433	21127 74438	   	165.51	DCR|2VULN|2DMG|1AART	1AART|2LHND|3MBVNT|4TLV|58DMG|6LEGI|7RCR|9aVULN
434	24124 13441	   	165.51	DCR|2VULN|2DMG|1AART	1AART|2LWND|3MBVNT|4ERES|56VULN|7RCR|8aDMG|9DUST
435	25225 11335	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|35DMG|48VULN|6DUR|7LIT|9LWND|aRCR
436	23112 63431	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|27DUR|3MBVNT|4LWND|5RCR|6ZMB|8DMG|9CDMG|aVULN
437	23112 82331	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|26DUR|3MBVNT|4LWND|5RCR|7DMG|8ZMB|9CDMG|aVULN
438	23112 87431	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|26DUR|3MBVNT|4LWND|5RCR|7ZMB|8DMG|9CDMG|aVULN
439	23142 82164	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|26DUR|3MBVNT|4FEWX|5RCR|7DMG|8CDMG|9VULN|aZMB
440	23142 82331	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|26DUR|3MBVNT|4FEWX|5RCR|7DMG|8ZMB|9CDMG|aVULN
441	23172 63431	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|27DUR|3MBVNT|4BEXP|5RCR|6ZMB|8DMG|9CDMG|aVULN
442	23172 82164	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|26DUR|3MBVNT|4BEXP|5RCR|7DMG|8CDMG|9VULN|aZMB
443	23172 82331	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|26DUR|3MBVNT|4BEXP|5RCR|7DMG|8ZMB|9CDMG|aVULN
444	25413 14434	   	165.44	ACR|2VULN|2DMG|1AART	1AART|26aERES|3AIRHEA|4MBVNT|5RCR|7aDMG|8RCVC|9aVULN|aBPWR
445	22333 12355	   	165.37	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	18AART|2LIT|35DUR|4DMG|6VULN|7RCVC|9RCR|aCDMG
446	23233 12355	   	165.37	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	18AART|25DUR|3LIT|4DMG|6VULN|7RCVC|9RCR|aCDMG
447	25225 11235	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|35DMG|49VULN|6DUR|7LIT|8DUST|aRCR
448	25225 12313	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|35DMG|47VULN|6DUR|8MBVNT|9RPLT|aRCR
449	25225 31315	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|35DMG|48VULN|6DUST|7LIT|9DUR|aRCR
450	25226 23364	   	165.35	DCR|2VULN|2DMG|1AART|1ASPD	1AART|25ERES|36DMG|46VULN|6BPWR|7MBVNT|8RPLT|9ASPD|aRCR
451	25226 23613	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|25ERES|36DMG|46VULN|6BPWR|7MBVNT|8DUR|9RPLT|aRCR
452	25232 11335	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|35DMG|45DUST|5BPWR|6DUR|7LIT|89VULN|aRCR
453	25232 12435	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|35DMG|45DUST|5BPWR|6DUR|79VULN|8LIT|aRCR
454	25235 11335	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|35DMG|4DUST|6DUR|7LIT|89VULN|aRCR
455	22423 12661	   	165.32	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LIT|3DMG|48VULN|5DUR|6LHND|7CDMG|9RCR|aRCVC
456	23112 82445	   	165.32	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1AART|26DUR|3MBVNT|4LWND|5RCR|78DMG|9ASPD|aVULN
457	23172 82445	   	165.32	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1AART|26DUR|3MBVNT|4BEXP|5RCR|78DMG|9ASPD|aVULN
458	23172 83231	   	165.32	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1AART|26DUR|3MBVNT|4BEXP|5RCR|7ASPD|8VULN|9aDMG
459	23122 83182	   	165.29	DCR|2AART|2VULN|1CDMG|2DUR	19AART|25DUR|3MBVNT|45TLV|5BPWR|6aVULN|7RCR|8CDMG
460	23124 13145	   	165.29	DCR|2AART|2VULN|1CDMG|2DUR	1aAART|29DUR|3MBVNT|4TLV|56VULN|7RCR|8CDMG
461	23124 33142	   	165.29	DCR|2AART|2VULN|1CDMG|2DUR	16AART|29DUR|3MBVNT|4TLV|5aVULN|7RCR|8CDMG
462	23162 37442	   	165.29	DCR|2AART|2VULN|1CDMG|2DUR	16AART|25DUR|3MBVNT|45ERES|5BPWR|7RCR|8CDMG|9aVULN
463	23164 13145	   	165.29	DCR|2AART|2VULN|1CDMG|2DUR	1aAART|29DUR|3MBVNT|4ERES|56VULN|7RCR|8CDMG
464	23164 33142	   	165.29	DCR|2AART|2VULN|1CDMG|2DUR	16AART|29DUR|3MBVNT|4ERES|5aVULN|7RCR|8CDMG
465	45111 13411	   	165.23	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1SELL|26DMG|36VULN|4DMSP|5RCR|6BPWR|7CGEN|8DUR|9BELT|aAART
466	23235 41252	 * 	165.20	DCR|3DMG|2AART|2DUR	15AART|28DUR|3LIT|48aDMG|6RCVC|78DUST|8BPWR|9RCR
467	31253 14216	   	165.19	ACR|3VULN|2AART|1ZMB	1ERES|2DMSP|358VULN|4RCR|6aAART|7ZMB|9RCVC
468	13284 21454	   	165.17	ACR|2VULN|2DMG|1AART|1DUR	1FEWX|2BASHEA|3MBVNT|4DUR|5RCR|67VULN|89DMG|aAART
469	45111 11523	   	165.13	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1SELL|26DMG|36VULN|4DMSP|5RCR|6BPWR|7LWND|8ASPD|9ERES|aAART
470	45111 14223	   	165.13	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1SELL|26DMG|36VULN|4DMSP|5RCR|6BPWR|7ASPD|8LWND|9ERES|aAART
471	23142 22832	   	165.06	ACR|2AART|2VULN|1CDMG|1ASPD|1DUR	19AART|2DUR|3MBVNT|4FEWX|5RCR|6aVULN|7ASPD|8CDMG
472	23172 22832	   	165.06	ACR|2AART|2VULN|1CDMG|1ASPD|1DUR	19AART|2DUR|3MBVNT|4BEXP|5RCR|6aVULN|7ASPD|8CDMG
473	21412 23241	   	165.05	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1AART|2LHND|35ASPD|45DUR|5BPWR|68VULN|7RCR|9ZMB|aBELT
474	21412 23242	   	165.05	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1AART|2LHND|35ASPD|45DUR|5BPWR|68VULN|7RCR|9ZMB|aFEWX
475	21412 23243	   	165.05	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1AART|2LHND|35ASPD|45DUR|5BPWR|68VULN|7RCR|9ZMB|aLIT
476	21412 23245	   	165.05	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1AART|2LHND|35ASPD|45DUR|5BPWR|68VULN|7RCR|9ZMB|aCGEN
477	21412 23344	   	165.05	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1AART|28LHND|35ASPD|45DUR|5BPWR|6aVULN|7RCR|9ZMB
478	21412 23642	   	165.05	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1AART|2LHND|35ASPD|45DUR|5BPWR|69VULN|7RCR|8LWND|aZMB
479	24412 13242	   	165.05	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1AART|2LWND|35ASPD|45DUR|5BPWR|6LHND|7RCR|89VULN|aZMB
480	23414 33143	   	164.98	DCR|2AART|2DMG|2DUR|1ZMB|1ASPD	1aAART|24DUR|3ASPD|5ZMB|6BEXP|78DMG|9RCR
481	23431 33143	   	164.98	DCR|2AART|2DMG|2DUR|1ZMB|1ASPD	1aAART|25DUR|3ASPD|4ZMB|6BEXP|78DMG|9RCR
482	23435 21143	   	164.98	DCR|2AART|2DMG|2DUR|1ZMB|1ASPD	1aAART|27DUR|3ASPD|4ZMB|58DMG|6LWND|9RCR
483	23112 82417	   	164.97	ACR|3DMG|1AART|2DUR|1ZMB	1AART|26DUR|3MBVNT|4LWND|5RCR|78aDMG|9ZMB
484	23142 82417	   	164.97	ACR|3DMG|1AART|2DUR|1ZMB	1AART|26DUR|3MBVNT|4FEWX|5RCR|78aDMG|9ZMB
485	23172 82417	   	164.97	ACR|3DMG|1AART|2DUR|1ZMB	1AART|26DUR|3MBVNT|4BEXP|5RCR|78aDMG|9ZMB
486	23431 43143	   	164.88	DCR|2AART|2DMG|2DUR|1ZMB|1ASPD	1aAART|25DUR|3ASPD|4ZMB|6DUST|78DMG|9RCR
487	23124 13144	   	164.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|29DUR|3MBVNT|4TLV|56VULN|7RCR|8CDMG|aZMB
488	23164 13144	   	164.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|29DUR|3MBVNT|4ERES|56VULN|7RCR|8CDMG|aZMB
489	23142 23243	 * 	164.82	ACR|2AART|2VULN|2ZMB|2DUR	1aAART|29DUR|3MBVNT|48FEWX|5RCR|69VULN|79ZMB|9BPWR
490	23142 28843	   	164.82	ACR|2AART|2VULN|2ZMB|2DUR	1aAART|29DUR|3MBVNT|47FEWX|5RCR|69VULN|89ZMB|9BPWR
