0	Index      	 *	Score 	Summary	Detail	
1	44221 24313	 * 	183.87	DCR|3DMG|2VULN|1AART|1ZMB	17VULN|2LEGI|3AART|456DMG|7BPWR|8DUST|9ZMB|aRCR
321	43231 32651	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8ASPD|9DUR|aBELT
322	43231 32652	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8ASPD|9DUR|aBEXP
323	43221 32612	   	156.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8ASPD|9TLV|aDUR
324	43221 32628	   	156.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8ASPD|9MBVNT|aDUR
325	43231 32612	   	156.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8ASPD|9TLV|aDUR
326	43231 32628	   	156.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8ASPD|9MBVNT|aDUR
327	44223 32633	   	156.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8ASPD|9RPLT|aDUR
328	13414 15131	   	156.83	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1BEXP|23DUR|4DMG|5RCVC|6RCR|7VULN|8LEGI|9AART|aCDMG
329	62124 15132	 * 	156.83	DCR|1AART|1DMG|1VULN|2ASPD|2DUR	13ASPD|23DUR|3BPWR|4FEWX|5RCVC|6RCR|7VULN|8LEGI|9AART|aDMG
330	25153 15122	   	156.82	DCR|3VULN|1AART|1ZMB	19LHND|2RCVC|39CGEN|4ZMB|5ERES|6RCR|79aVULN|8AART|9BPWR
331	43241 32612	   	156.77	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8ASPD|9TLV|aDUR
332	44223 32612	   	156.77	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8ASPD|9TLV|aDUR
333	46231 32612	   	156.77	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8ASPD|9TLV|aDUR
334	65433 11123	 * 	156.69	ACR|2VULN|1AART|1DMG|2ASPD	13ASPD|2BELT|4RCR|56VULN|7BASICY|8DMG|9CGEN|aAART
335	65433 11133	   	156.69	ACR|2VULN|1AART|1DMG|2ASPD	13ASPD|2BELT|4RCR|56VULN|7BASICY|8DMG|9LWND|aAART
336	42115 33133	   	156.68	DCR|3VULN|1AART|1DMG	145VULN|2BEXP|3LWND|6MGNLIT|7RPLT|8RCR|9AART|aDMG
337	12325 15335	   	156.66	DCR|2VULN|2DMG|1CDMG	12BEXP|3RCVC|49DMG|57VULN|6RCR|8FEWX|aCDMG
338	25153 15132	   	156.62	DCR|3VULN|1AART|1ZMB	1LHND|2RCVC|3CGEN|4ZMB|5ERES|6RCR|79aVULN|8AART
339	62511 27324	 * 	156.49	DCR|2AART|2DMG|2ASPD|2DUR	17ASPD|29DUR|37BEXP|48AART|57DMG|6MBVNT|7BPWR|aRCR
340	43264 12223	 * 	156.45	3DMG|2VULN|1AART|1CDMG|2DUR|1ZMB	1aVULN|26CGEN|3AART|45aDMG|7CDMG|8ZMB|9aDUR|aBPWR
341	44223 32623	   	156.44	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8aASPD|9MBVNT
342	42354 11311	   	156.42	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2BEXP|3ZMB|5RCVC|6RCR|7LWND|8CDMG|9DMG|aASPD
343	43262 23232	   	156.36	DCR|2DMG|1AART|1VULN|2DUR	1VULN|2CGEN|3AART|47DMG|5RPLT|6aDUR|8RCVC|9RCR
344	46153 11222	   	156.27	DCR|3VULN|1AART|2ZMB	14aVULN|2aERES|357LWND|6RCR|8aZMB|9AART|aBPWR
345	46262 23232	   	156.26	DCR|2DMG|1AART|1VULN|2DUR	1VULN|2ERES|3AART|47DMG|5RPLT|6aDUR|8RCVC|9RCR
346	43221 32615	   	156.24	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1VULN|2CGEN|3AART|4BEXP|5DMG|6aCDMG|7RCR|8ASPD|9TLV
347	43221 32624	   	156.24	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1VULN|2CGEN|3AART|4BEXP|5DMG|6aCDMG|7RCR|8ASPD|9MBVNT
348	43231 32615	   	156.24	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1VULN|2CGEN|3AART|4FEWX|5DMG|6aCDMG|7RCR|8ASPD|9TLV
349	43231 32624	   	156.24	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1VULN|2CGEN|3AART|4FEWX|5DMG|6aCDMG|7RCR|8ASPD|9MBVNT
350	12325 11632	   	156.17	DCR|2DMG|1AART|1VULN|1DUR	12BEXP|3RCVC|4aDMG|5VULN|6RCR|7LWND|8DUR|9AART
351	12326 15632	   	156.17	DCR|2DMG|1AART|1VULN|1DUR	12BEXP|3RCVC|4aDMG|5LHND|6RCR|7VULN|8DUR|9AART
352	43241 32624	   	156.14	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1VULN|2CGEN|3AART|4DUST|5DMG|6aCDMG|7RCR|8ASPD|9MBVNT
353	12325 16632	   	156.07	DCR|2DMG|1AART|1VULN|1DUR	12BEXP|3RCVC|4aDMG|5VULN|6RCR|7LEGI|8DUR|9AART
354	44214 13133	 * 	156.05	ACR|2VULN|1AART|2CDMG|1ZMB	18VULN|2LEGI|3AART|48BEXP|5RCR|68CDMG|7RPLT|8BPWR|9RMIN|aZMB
355	44222 32632	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2LEGI|3AART|4DMG|5ZMB|6CDMG|7RMIN|8NUKE|9RCR|aDUR
356	24231 11135	   	156.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LEGI|3AART|4ASPD|5DMG|68VULN|7LIT|9RCR|aDUR
357	43221 32232	   	156.00	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4aBEXP|5DMG|6CDMG|7RCR|8RCVC|9ZMB
358	43221 32233	   	156.00	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aMLV
359	43334 11122	   	155.92	DCR|3VULN|1AART|1ZMB	19aVULN|29CGEN|3ZMB|4ERES|5RCVC|6RCR|79LWND|8AART|9BPWR
360	43221 32231	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aDLOT
361	43221 32234	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aDUST
362	43241 32232	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aBEXP
363	43241 32233	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2aCGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8RCVC|9ZMB
364	44223 32232	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8RCVC|9ZMB|aBEXP
365	44223 32233	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5aCGEN|6CDMG|7RCR|8RCVC|9ZMB
366	44223 32236	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8RCVC|9ZMB|aBELT
367	46231 32232	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4aBEXP|5DMG|6CDMG|7RCR|8RCVC|9ZMB
368	46231 32233	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aMLV
369	52163 11322	 * 	155.87	DCR|1AART|1VULN|2ZMB|1CDMG|1FLTHEA|2DUR	13ZMB|23DUR|3BPWR|4CDMG|5VULN|6LHND|7AART|8FLTHEA|9RCVC|aRCR
370	52211 52363	   	155.85	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1ZMB|26DUR|39DUST|4AART|58DMG|7CDMG|aRCR
371	46324 11122	   	155.82	DCR|3VULN|1AART|1ZMB	19aVULN|29ERES|3ZMB|4CGEN|5RCVC|6RCR|79LWND|8AART|9BPWR
372	43241 32231	   	155.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aDLOT
373	44223 32231	   	155.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8RCVC|9ZMB|aDLOT
374	44223 32234	   	155.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8RCVC|9ZMB|aDUST
375	44224 32232	   	155.80	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5ERES|6CDMG|7RCR|8RCVC|9ZMB|aBEXP
376	44224 32233	   	155.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5ERES|6CDMG|7RCR|8RCVC|9ZMB|aCGEN
377	46231 32231	   	155.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aDLOT
378	46231 32234	   	155.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aDUST
379	46241 32232	   	155.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4DUST|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aBEXP
380	46241 32233	   	155.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4DUST|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aCGEN
381	55113 12422	 * 	155.79	DCR|2VULN|3ZMB|1AART|1DUR	157ZMB|2BELT|3DUR|46VULN|8AART|9RCR|aRCVC
382	43262 33118	   	155.78	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|47DMG|5RPLT|6MBVNT|8BELT|9RCR|aCDMG
383	43334 11132	   	155.72	DCR|3VULN|1AART|1ZMB	19aVULN|2CGEN|3ZMB|4ERES|5RCVC|6RCR|7LWND|8AART
384	46324 11132	   	155.72	DCR|3VULN|1AART|1ZMB	19aVULN|2ERES|3ZMB|4CGEN|5RCVC|6RCR|7LWND|8AART
385	44224 32231	   	155.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5ERES|6CDMG|7RCR|8RCVC|9ZMB|aDLOT
386	46241 32231	   	155.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4DUST|5DMG|6CDMG|7RCR|8RCVC|9ZMB|aDLOT
387	22214 15632	   	155.57	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2BEXP|3DMSP|4aDMG|5RCVC|6RCR|7VULN|8DUR|9AART
388	42214 11632	   	155.57	DCR|2DMG|1AART|1VULN|1DUR	1VULN|2BEXP|3DMSP|4aDMG|5RCVC|6RCR|7LWND|8DUR|9AART
389	51515 43431	   	155.50	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3MBVNT|4DMG|5RCVC|6RCR|7FEWX|8VULN|9AART|aCDMG
390	53515 43431	   	155.50	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3MBVNT|4DMG|5RCVC|6RCR|7FEWX|8VULN|9AART|aCDMG
391	45331 15231	   	155.48	DCR|4VULN|1DMG	178aVULN|2RCVC|34FEWX|5RMIN|6RCR|9DMG
392	62211 11451	   	155.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2DUR|3DUST|4AART|5aDMG|6VULN|7LIT|8CGEN|9RCR
393	62211 11452	   	155.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2DUR|3DUST|4AART|5DMG|6aVULN|7LIT|8CGEN|9RCR
394	43262 33644	   	155.38	DCR|3DMG|1AART|1VULN	1VULN|2CGEN|3AART|478DMG|5RPLT|6MBVNT|9LIT|aRCR
395	52133 11632	   	155.33	DCR|1AART|1VULN|1DMG|2ZMB|2DUR	13ZMB|23DUR|3BPWR|4MLV|5ERES|6RCR|7LWND|8VULN|9AART|aDMG
396	45221 24221	 * 	155.32	DCR|4VULN|2CDMG|1DUR	147aVULN|2RCVC|3BELT|5DUR|6aLIT|8aCDMG|9RCR|aBPWR
397	43241 32113	   	155.30	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8BELT|9ZMB|aRCVC
398	43133 52136	   	155.20	DCR|3VULN|2DMG|1DUR	178VULN|27CGEN|345LWND|67DMG|7BPWR|9RCR|aDUR
399	46241 32113	   	155.20	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4DUST|5DMG|6CDMG|7RCR|8BELT|9ZMB|aRCVC
400	12351 15231	   	155.18	DCR|4VULN|1DMG	12BEXP|3RCVC|478aVULN|5RMIN|6RCR|9DMG
401	12325 15211	   	155.08	DCR|4VULN|1DMG	12BEXP|3RCVC|4DMG|578aVULN|6RCR|9TLV
402	12325 15261	   	155.08	DCR|4VULN|1DMG	12BEXP|3RCVC|4DMG|578aVULN|6RCR|9NUKE
403	12353 15531	   	155.08	DCR|4VULN|1DMG	12BEXP|3RCVC|478aVULN|5ERES|6RCR|9DMG
404	53243 22316	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1ZMB|2ERES|3BELT|4aDMG|56VULN|7RCR|8DUR|9RMIN
405	53243 22336	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1ZMB|2ERES|3BELT|4aDMG|56VULN|7RCR|8DUR|9CGEN
406	64123 16333	   	155.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2MGNLIT|3CDMG|4VULN|5AART|6ZMB|7BELT|8DMG|9RCR|aLIT
407	66123 16333	   	155.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2LSRICY|3CDMG|4VULN|5AART|6ZMB|7BELT|8DMG|9RCR|aLIT
408	62131 15312	 * 	154.97	DCR|1VULN|1DMG|2ASPD|1CDMG|2DUR|1ZMB	13ASPD|23DUR|3BPWR|4MLV|5RMIN|6RCR|7VULN|8CDMG|9DMG|aZMB
409	62151 15312	   	154.97	DCR|1VULN|1DMG|2ASPD|1CDMG|2DUR|1ZMB	13ASPD|23DUR|3BPWR|4CGEN|5RMIN|6RCR|7VULN|8CDMG|9DMG|aZMB
410	64123 16331	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2MGNLIT|3CDMG|4VULN|5AART|6ZMB|7BELT|8DMG|9RCR|aERES
411	66123 16331	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2LSRICY|3CDMG|4VULN|5AART|6ZMB|7BELT|8DMG|9RCR|aERES
412	62133 15312	   	154.87	DCR|1VULN|1DMG|2ASPD|1CDMG|2DUR|1ZMB	13ASPD|23DUR|3BPWR|4MLV|5ERES|6RCR|7VULN|8CDMG|9DMG|aZMB
413	62153 15312	   	154.87	DCR|1VULN|1DMG|2ASPD|1CDMG|2DUR|1ZMB	13ASPD|23DUR|3BPWR|4CGEN|5ERES|6RCR|7VULN|8CDMG|9DMG|aZMB
414	41353 15231	 * 	154.87	DCR|5VULN|1DMG|1ZMB|1MSE	1478aVULN|2MSE|3ZMB|5RCVC|6RCR|9DMG
415	12325 15315	   	154.73	DCR|3VULN|1DMG|1CDMG	12BEXP|3RCVC|4DMG|579VULN|6RCR|8FEWX|aCDMG
416	42321 24314	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	18VULN|2BEXP|3ZMB|4RPLT|5FEWX|67DMG|9CDMG|aRCR
417	42323 24314	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	18VULN|2BEXP|3ZMB|4RPLT|5LWND|67DMG|9CDMG|aRCR
418	12325 15225	   	154.63	DCR|3VULN|1DMG|1CDMG	12BEXP|3RCVC|4DMG|578VULN|6RCR|9DUST|aCDMG
419	43231 32322	   	154.54	DCR|2AART|1VULN|1DMG|1CDMG	1VULN|2CGEN|3aAART|489FEWX|5DMG|6CDMG|7RCR
420	55113 12423	   	154.49	DCR|2VULN|3ZMB|1AART|1DUR	157ZMB|2BELT|3DUR|46VULN|8AART|9RCR|aLWND
421	42214 15211	   	154.48	DCR|4VULN|1DMG	178aVULN|2BEXP|3DMSP|4DMG|5RCVC|6RCR|9TLV
422	15221 11321	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1BEXP|2LIT|3RCVC|4CDMG|5LHND|6RCR|79VULN|8AART|aZMB
423	35221 11321	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1FEWX|2LIT|3RCVC|4CDMG|5LHND|6RCR|79VULN|8AART|aZMB
424	55113 12421	   	154.39	DCR|2VULN|3ZMB|1AART|1DUR	157ZMB|2BELT|3DUR|46VULN|8AART|9RCR|aTLV
425	51221 42114	   	154.37	DCR|3VULN|1AART|2ZMB	16ZMB|2TLV|3BELT|49aVULN|5LHND|7RCR|8AART
426	61253 22225	 * 	154.34	DCR|2VULN|3ASPD|1DMG|2ZMB	169ASPD|2TLV|3BELT|49ZMB|59VULN|7RCR|8MBVNT|9BPWR|aDMG
427	43221 32115	   	154.09	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aLWND
428	43221 32116	   	154.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aFEWX
429	43231 32115	   	154.09	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8BELT|9ZMB|aLWND
430	43231 32116	   	154.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4aFEWX|5DMG|6CDMG|7RCR|8BELT|9ZMB
431	43231 32134	   	154.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|49FEWX|5DMG|6CDMG|7RCR|8BELT|aZMB
432	62133 15532	   	154.02	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	13ASPD|23DUR|3BPWR|4MLV|5ERES|6RCR|7VULN|8FEWX|9AART|aDMG
433	43221 32111	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aDUST
434	43221 32113	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aERES
435	43231 32111	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8BELT|9ZMB|aDUST
436	43231 32113	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8BELT|9ZMB|aERES
437	43241 32115	   	153.99	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8BELT|9ZMB|aLWND
438	43241 32116	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8BELT|9ZMB|aFEWX
439	44223 32115	   	153.99	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8BELT|9ZMB|aLWND
440	44223 32116	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8BELT|9ZMB|aFEWX
441	46231 32113	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aCGEN
442	46231 32115	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aLWND
443	46231 32116	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aFEWX
444	43153 12531	   	153.98	DCR|4VULN|1DMG	148aVULN|2CGEN|35LWND|6RCR|7RCVC|9DMG
445	24222 11235	   	153.93	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2LEGI|38AART|4DMG|5ZMB|6VULN|7LIT|9RCR|aDUR
446	43241 32112	   	153.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4aDUST|5DMG|6CDMG|7RCR|8BELT|9ZMB
447	44223 32111	   	153.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8BELT|9ZMB|aDUST
448	44223 32113	   	153.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8BELT|9ZMB|aERES
449	44224 32113	   	153.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5ERES|6CDMG|7RCR|8BELT|9ZMB|aCGEN
450	46231 32111	   	153.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aDUST
