0	Index      	 *	Score 	Summary	Detail	
1	52234 22142	 * 	201.99	ACR|4VULN|1AART|1DMG|1CDMG|1DUR	189aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG
331	52333 53523	   	176.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2RCR|3LHND|4AART|5BASHEA|6ZMB|8CDMG|9DMG|aLEGI
332	52322 43224	   	176.03	ACR|3VULN|2AART|1ZMB|1ASPD	178VULN|2RCR|3LHND|4ASPD|59AART|6LWND|aZMB
333	31534 43221	   	175.89	ACR|2VULN|2DMG|1AART|2ZMB	19ZMB|2LWND|39DMG|4CGEN|5RCR|6AART|7aLHND|89VULN|9BPWR
334	52224 12152	   	175.76	ACR|2VULN|3CDMG|1AART|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5FEWX|6AART|789CDMG|9BPWR|aCGEN
335	52224 12153	   	175.76	ACR|2VULN|3CDMG|1AART|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5aFEWX|6AART|789CDMG|9BPWR
336	52214 12151	   	175.76	ACR|2VULN|3CDMG|1AART|2DUR|1ASPD	19VULN|2RCR|39DUR|4CGEN|5FEWX|6AART|789CDMG|9BPWR|aASPD
337	52215 12362	   	175.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	178VULN|2RCR|3DUR|4CGEN|5ERES|6CDMG|9AART|aZMB
338	32123 26633	 * 	175.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|4AART|5aDMG|6VULN|7ASPD|8RCR|9BELT
339	35155 32233	   	175.54	ACR|3DMG|2VULN|1CDMG|1ZMB	1ZMB|2aVULN|3CGEN|4CDMG|5RCR|678DMG|9MLV
340	52222 22352	   	175.45	ACR|2AART|2VULN|1CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5aAART|6RCVC|7CDMG|89LWND|9BPWR
341	52253 32621	   	175.37	ACR|4VULN|2ZMB|1CDMG|2DUR	1789VULN|2RCR|39DUR|4CDMG|5ERES|69ZMB|9BPWR|aLIT
342	35122 51361	   	175.35	DCR|3VULN|2DMG|2ZMB|2DUR	18ZMB|278VULN|3CGEN|45DUR|68DMG|8BPWR|9RCR|aRCVC
343	35122 51362	   	175.35	DCR|3VULN|2DMG|2ZMB|2DUR	18ZMB|278VULN|3CGEN|45DUR|68DMG|8BPWR|9RCR|aFEWX
344	52234 31222	   	175.33	ACR|2AART|2VULN|1DMG|2DUR	18VULN|2RCR|37DUR|49AART|5DMG|6LHND|aBEXP
345	52234 31225	   	175.33	ACR|2AART|2VULN|1DMG|2DUR	18VULN|2RCR|37DUR|49AART|5DMG|6LHND|aBELT
346	52234 41222	   	175.33	ACR|2AART|2VULN|1DMG|2DUR	18VULN|2RCR|37DUR|49AART|5DMG|6LWND|aBEXP
347	52234 63323	   	175.33	ACR|2AART|2VULN|1DMG|2DUR	17VULN|2RCR|38DUR|49AART|5DMG|6LIT|aRPLT
348	35122 51363	   	175.25	DCR|3VULN|2DMG|2ZMB|2DUR	18ZMB|278VULN|3CGEN|45DUR|68DMG|8BPWR|9RCR|aLEGI
349	52222 42422	   	175.25	ACR|2AART|2VULN|1CDMG|2DUR|1ASPD	19VULN|2RCR|38DUR|4ASPD|5aAART|6LWND|7CDMG
350	52234 31221	   	175.23	ACR|2AART|2VULN|1DMG|2DUR	18VULN|2RCR|37DUR|49AART|5DMG|6LHND|aMBVNT
351	52234 31223	   	175.23	ACR|2AART|2VULN|1DMG|2DUR	18VULN|2RCR|37DUR|49AART|5DMG|6LHND|aERES
352	52234 31226	   	175.23	ACR|2AART|2VULN|1DMG|2DUR	18VULN|2RCR|37DUR|49AART|5DMG|6LHND|aDUST
353	52234 41221	   	175.23	ACR|2AART|2VULN|1DMG|2DUR	18VULN|2RCR|37DUR|49AART|5DMG|6LWND|aMBVNT
354	52234 41223	   	175.23	ACR|2AART|2VULN|1DMG|2DUR	18VULN|2RCR|37DUR|49AART|5DMG|6LWND|aERES
355	52253 32622	   	175.13	ACR|4VULN|2ZMB|1CDMG|2DUR|1SELL	1789VULN|2RCR|39DUR|4CDMG|5ERES|69ZMB|9BPWR|aSELL
356	52335 13211	   	174.99	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3LHND|4AART|5CGEN|6FEWX|aCDMG
357	52336 13211	   	174.99	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3LHND|4AART|5FEWX|6CGEN|aCDMG
358	52533 33211	   	174.99	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3BEXP|4AART|5MLV|6LWND|aCDMG
359	52535 33211	   	174.99	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3BEXP|4AART|5CGEN|6LWND|aCDMG
360	52633 23211	   	174.99	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3FEWX|4AART|5MLV|6LHND|aCDMG
361	52633 43211	   	174.99	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3FEWX|4AART|5MLV|6LWND|aCDMG
362	52635 23211	   	174.99	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3FEWX|4AART|5CGEN|6LHND|aCDMG
363	25523 12632	 * 	174.97	DCR|3VULN|2DMG|2CDMG|1DUR	1aERES|278VULN|3aDMG|4DUR|5BEXP|6aCDMG|9RCR|aBPWR
364	35214 42322	 * 	174.94	ACR|3VULN|2AART|1CDMG|1ZMB	1ZMB|249VULN|3FEWX|5RCR|6aAART|7CDMG|8LWND
365	35214 43221	   	174.94	ACR|3VULN|2AART|1CDMG|1ZMB	1ZMB|248VULN|3FEWX|5RCR|69AART|7LHND|aCDMG
366	52331 42142	   	174.89	ACR|4VULN|1AART|1CDMG	189aVULN|2RCR|3LHND|4AART|5DMSP|6TLV|7CDMG
367	52332 42142	   	174.89	ACR|4VULN|1AART|1CDMG	189aVULN|2RCR|3LHND|4AART|5RCVC|6TLV|7CDMG
368	52234 11224	   	174.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6FEWX|9DMSP|aZMB
369	52234 31232	   	174.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6LHND|9ZMB|aRPLT
370	52234 31233	   	174.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6LHND|9ZMB|aLWND
371	52234 31234	   	174.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6aLHND|9ZMB
372	52234 41232	   	174.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6LWND|9ZMB|aRPLT
373	52234 41233	   	174.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6aLWND|9ZMB
374	52234 63331	   	174.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17VULN|2RCR|38DUR|4AART|5DMG|6LIT|9CGEN|aZMB
375	25522 12632	   	174.87	DCR|3VULN|2DMG|2CDMG|1DUR	1aERES|278VULN|3aDMG|4DUR|5DUST|6aCDMG|9RCR|aBPWR
376	52212 42252	   	174.83	ACR|2AART|2VULN|2CDMG|2DUR	19VULN|2RCR|39DUR|4CGEN|5aAART|68LWND|79CDMG|9BPWR
377	52254 32112	   	174.83	ACR|2VULN|2DMG|2CDMG|2DUR	1aVULN|2RCR|35DUR|4aCDMG|67DMG|8FEWX|9aMLV|aBPWR
378	52222 31235	   	174.81	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	18VULN|2RCR|37DUR|4ASPD|5AART|6LHND|9ZMB|aCDMG
379	52231 12126	   	174.78	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|2RCR|39DUR|4AART|5DMSP|6ZMB|7aCDMG
380	52232 12126	   	174.78	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|2RCR|39DUR|4AART|5RCVC|6ZMB|7aCDMG
381	52233 53431	   	174.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17VULN|2RCR|3aDUR|4AART|5BASHEA|6ZMB|8LWND|9DMG
382	52234 31231	   	174.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6LHND|9ZMB|aDUST
383	52234 41231	   	174.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6LWND|9ZMB|aDUST
384	52231 12322	   	174.62	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	19VULN|2RCR|3DUR|4aAART|5DMSP|6ZMB|7CDMG|8LWND
385	52231 13221	   	174.62	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	18VULN|2RCR|3DUR|49AART|5DMSP|6ZMB|7LHND|aCDMG
386	52231 15221	   	174.62	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	18VULN|2RCR|3DUR|49AART|5DMSP|6ZMB|7LWND|aCDMG
387	52232 12322	   	174.62	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	19VULN|2RCR|3DUR|4aAART|5RCVC|6ZMB|7CDMG|8LWND
388	52232 13221	   	174.62	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	18VULN|2RCR|3DUR|49AART|5RCVC|6ZMB|7LHND|aCDMG
389	52232 15221	   	174.62	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	18VULN|2RCR|3DUR|49AART|5RCVC|6ZMB|7LWND|aCDMG
390	52222 63412	   	174.61	ACR|4VULN|1AART|1DUR|1ASPD	1789VULN|2RCR|3DUR|4ASPD|5AART|6LIT|aLWND
391	52222 63413	   	174.61	ACR|4VULN|1AART|1ASPD|1DUR	1789VULN|2RCR|3DUR|4ASPD|5AART|6LIT|aFEWX
392	52231 36151	   	174.52	ACR|3VULN|1AART|2ZMB|2DUR	19aVULN|2RCR|3aDUR|4AART|5DMSP|6BELT|7RCVC|8aZMB|aBPWR
393	52232 36151	   	174.52	ACR|3VULN|1AART|2ZMB|2DUR	19aVULN|2RCR|3aDUR|4AART|57RCVC|6BELT|8aZMB|aBPWR
394	52233 53324	   	174.52	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9RCVC|aCDMG
395	52233 53341	   	174.52	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9CDMG|aLIT
396	52233 53342	   	174.52	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9CDMG|aMLV
397	52233 53343	   	174.52	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9CDMG|aLHND
398	52512 33211	   	174.39	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3BEXP|4CGEN|5AART|6LWND|aCDMG
399	52612 23211	   	174.39	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3FEWX|4CGEN|5AART|6LHND|aCDMG
400	52612 43211	   	174.39	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3FEWX|4CGEN|5AART|6LWND|aCDMG
401	52325 12126	   	174.29	ACR|4VULN|3CDMG|2ASPD	179aVULN|2RCR|39LHND|4aASPD|5aERES|689CDMG|9aBPWR
402	53534 21323	   	174.29	ACR|3VULN|2DMG|1AART	178VULN|2MLV|38DMG|468CGEN|5RCR|8BPWR|9LWND|aAART
403	53534 32323	   	174.29	ACR|3VULN|2DMG|1AART	168VULN|2MLV|38DMG|478CGEN|5RCR|8BPWR|9LWND|aAART
404	52231 32353	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	179VULN|2RCR|3DUR|4AART|5DMSP|6BELT|8RMIN|aDMG
405	52232 32353	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	179VULN|2RCR|3DUR|4AART|5RCVC|6BELT|8RMIN|aDMG
406	52234 23212	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LHND|aBEXP
407	52234 23215	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LHND|aBELT
408	52234 25212	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LWND|aBEXP
409	52234 62222	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6LIT|7CGEN|aBEXP
410	52234 63122	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	179VULN|2RCR|3DUR|4AART|5DMG|6LIT|8CGEN|aBEXP
411	52531 31253	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3BEXP|4AART|5DMSP|6RCVC|7DMG|aDUR
412	52223 32663	   	174.17	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD|1SELL	178VULN|2RCR|3aDUR|4ASPD|5SELL|6ZMB|9AART
413	52222 63123	   	174.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	179VULN|2RCR|3DUR|4ASPD|5AART|6LIT|8CGEN|aCDMG
414	52222 63433	   	174.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	178VULN|2RCR|3DUR|4ASPD|5AART|6LIT|9CGEN|aCDMG
415	52222 12224	   	174.16	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	19aVULN|2RCR|3DUR|4ASPD|5AART|6FEWX|7CDMG|8LWND
416	52222 22132	   	174.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	18aVULN|2RCR|3DUR|4ASPD|5AART|69RCVC|7CDMG
417	52222 22141	   	174.16	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	189VULN|2RCR|3DUR|4ASPD|5AART|6RCVC|7CDMG|aMLV
418	52222 22143	   	174.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	189VULN|2RCR|3DUR|4ASPD|5AART|6aRCVC|7CDMG
419	52222 32224	   	174.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	19aVULN|2RCR|3DUR|4ASPD|5AART|6LHND|7CDMG|8LWND
420	52222 55223	   	174.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	189VULN|2RCR|3DUR|4ASPD|5AART|6RMIN|7LIT|aCDMG
421	52222 62223	   	174.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	189VULN|2RCR|3DUR|4ASPD|5AART|6LIT|7CGEN|aCDMG
422	52522 22224	   	174.16	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	19aVULN|2RCR|3BEXP|4ASPD|5AART|6DUR|7CDMG|8LWND
423	52234 23211	   	174.14	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LHND|aMBVNT
424	52234 23213	   	174.14	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LHND|aERES
425	52234 23216	   	174.14	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LHND|aDUST
426	52234 25211	   	174.14	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LWND|aMBVNT
427	52234 25213	   	174.14	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LWND|aERES
428	52234 53212	   	174.14	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RMIN|7TLV|aBEXP
429	52222 12451	   	174.13	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	19VULN|2RCR|389DUR|4ASPD|5AART|6FEWX|79CDMG|9BPWR|aBELT
430	52222 12452	   	174.13	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	19VULN|2RCR|389DUR|4ASPD|5AART|6FEWX|79CDMG|9BPWR|aRPLT
431	52222 12453	   	174.13	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	19VULN|2RCR|389DUR|4ASPD|5AART|6FEWX|79CDMG|9BPWR|aLWND
432	52222 32451	   	174.13	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	19VULN|2RCR|389DUR|4ASPD|5AART|6LHND|79CDMG|9BPWR|aFEWX
433	52222 32452	   	174.13	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	19VULN|2RCR|389DUR|4ASPD|5AART|6LHND|79CDMG|9BPWR|aRPLT
434	52222 32453	   	174.13	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	19VULN|2RCR|389DUR|4ASPD|5AART|6LHND|79CDMG|9BPWR|aBEXP
435	52345 11222	   	174.13	ACR|2VULN|2AART|1DMG|2DUR	18VULN|2RCR|3LHND|47DUR|5DMG|69AART|aBEXP
436	52334 12224	   	174.10	ACR|2AART|2VULN|1DMG|1ZMB	18VULN|2RCR|3LHND|49AART|5DMG|6FEWX|7RCVC|aZMB
437	25534 31323	   	174.09	ACR|3VULN|2DMG|1AART	18ERES|267VULN|38DMG|48CGEN|5RCR|8BPWR|9LWND|aAART
438	52222 64223	   	174.06	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	189VULN|2RCR|3DUR|4ASPD|5AART|6LIT|7ERES|aCDMG
439	52222 22145	   	174.06	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	189VULN|2RCR|3DUR|4ASPD|5AART|6RCVC|7CDMG|aTLV
440	52234 53211	   	174.04	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RMIN|7TLV|aMBVNT
441	52234 53213	   	174.04	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RMIN|7TLV|aERES
442	52345 11221	   	174.03	ACR|2VULN|2AART|1DMG|2DUR	18VULN|2RCR|3LHND|47DUR|5DMG|69AART|aMBVNT
443	52345 11223	   	174.03	ACR|2VULN|2AART|1DMG|2DUR	18VULN|2RCR|3LHND|47DUR|5DMG|69AART|aERES
444	52334 23224	   	174.00	ACR|2AART|2VULN|1DMG|1ZMB	18VULN|2RCR|3LHND|49AART|5DMG|6RCVC|7LEGI|aZMB
445	52334 33224	   	174.00	ACR|2AART|2VULN|1DMG|1ZMB	18VULN|2RCR|36LHND|49AART|5DMG|7LEGI|aZMB
446	25534 31333	   	173.99	ACR|3VULN|2DMG|1AART	18ERES|267VULN|38DMG|48CGEN|5RCR|8BPWR|9LSRREG|aAART
447	52254 32313	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2RCR|35DUR|4CDMG|67DMG|8BELT|9RPLT|aAART
448	52254 32322	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2RCR|35DUR|4CDMG|67DMG|8BELT|9LIT|aAART
449	52312 26341	   	173.87	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2RCR|3aLHND|49CGEN|5DUR|6ERES|79DMG|8AART|9BPWR
450	52312 26343	   	173.87	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2RCR|3LHND|49CGEN|5DUR|6ERES|79DMG|8AART|9BPWR|aFEWX
451	52622 12132	   	173.84	ACR|3VULN|1AART|2ASPD|1CDMG	18aVULN|2RCR|36FEWX|49ASPD|5AART|7CDMG
452	52622 32132	   	173.84	ACR|3VULN|1AART|2ASPD|1CDMG	18aVULN|2RCR|3FEWX|49ASPD|5AART|6RCVC|7CDMG
453	52314 13211	   	173.79	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3LHND|4CGEN|5FEWX|6AART|aCDMG
454	52616 13211	   	173.79	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3FEWX|4CGEN|5LHND|6AART|aCDMG
455	52225 12621	   	173.77	ACR|4VULN|2CDMG|2DUR|1ASPD	1789VULN|2RCR|39DUR|4ASPD|5ERES|69CDMG|9BPWR|aLIT
456	52311 13211	   	173.69	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3LHND|4CGEN|5DUST|6AART|aCDMG
457	52345 11232	   	173.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|3LHND|47DUR|5DMG|6AART|9ZMB|aRPLT
458	52345 11233	   	173.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|3LHND|47DUR|5DMG|6AART|9ZMB|aLWND
459	52231 32351	   	173.67	ACR|4VULN|1AART|2DUR	179aVULN|2RCR|3aDUR|4AART|5DMSP|6BELT|8RMIN|aBPWR
460	52232 32351	   	173.67	ACR|4VULN|1AART|2DUR	179aVULN|2RCR|3aDUR|4AART|5RCVC|6BELT|8RMIN|aBPWR
461	52212 62411	   	173.64	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2RCR|3DUR|47CGEN|5AART|6LIT|aDMG
462	52253 32124	 * 	173.62	ACR|3VULN|3CDMG|2ZMB|2DUR	179VULN|2RCR|39DUR|48aCDMG|5ERES|69ZMB|9BPWR
463	52363 13211	   	173.59	ACR|4VULN|1AART|1CDMG	1789VULN|2RCR|3LHND|4DUST|5TLV|6AART|aCDMG
464	52345 11231	   	173.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2RCR|3LHND|47DUR|5DMG|6AART|9ZMB|aDUST
465	52224 12224	   	173.56	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	19aVULN|2RCR|3DUR|4ASPD|5FEWX|6AART|7CDMG|8LWND
466	52322 22146	   	173.54	ACR|3VULN|1AART|2CDMG|1ASPD	189VULN|2RCR|3LHND|4ASPD|5AART|6RCVC|7aCDMG
467	52322 32146	   	173.54	ACR|3VULN|1AART|2CDMG|1ASPD	189VULN|2RCR|36LHND|4ASPD|5AART|7aCDMG
468	52322 43253	   	173.54	ACR|3VULN|1AART|1DMG|1ASPD	178VULN|2RCR|3LHND|4ASPD|5AART|6LWND|9DUST|aDMG
469	52622 12122	   	173.54	ACR|3VULN|1AART|2CDMG|1ASPD	18aVULN|2RCR|36FEWX|4ASPD|5AART|79CDMG
470	52622 32122	   	173.54	ACR|3VULN|1AART|2CDMG|1ASPD	18aVULN|2RCR|3FEWX|4ASPD|5AART|6RCVC|79CDMG
471	52225 12622	   	173.52	ACR|4VULN|2CDMG|2DUR|1ASPD|1SELL	1789VULN|2RCR|39DUR|4ASPD|5ERES|69CDMG|9BPWR|aSELL
472	52221 12224	   	173.46	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	19aVULN|2RCR|3DUR|4ASPD|5DUST|6AART|7CDMG|8LWND
473	52234 23236	   	173.44	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LHND|9aZMB
474	52532 12251	   	173.32	ACR|3VULN|1AART|1CDMG|2DUR	19aVULN|2RCR|3BEXP|4AART|59DUR|6CGEN|7CDMG|89LWND|9BPWR
475	52632 12251	   	173.32	ACR|3VULN|1AART|1CDMG|2DUR	19aVULN|2RCR|3FEWX|4AART|59DUR|6CGEN|7CDMG|89LWND|9BPWR
476	52212 32154	   	173.23	ACR|2VULN|1AART|3CDMG|3DUR	19VULN|2RCR|39aDUR|4CGEN|5AART|6LHND|789CDMG|9BPWR
477	52532 32251	   	173.22	ACR|3VULN|1AART|1CDMG|2DUR	19aVULN|2RCR|3BEXP|4AART|59DUR|6ERES|7CDMG|89LWND|9BPWR
478	52632 32251	   	173.22	ACR|3VULN|1AART|1CDMG|2DUR	19aVULN|2RCR|3FEWX|4AART|59DUR|6ERES|7CDMG|89LWND|9BPWR
479	42243 11211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	1FEWX|2RCR|37DUR|4AART|589VULN|6CGEN|aCDMG
480	52231 22122	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	18aVULN|2RCR|39DUR|4AART|5DMSP|6CGEN|7CDMG
481	52232 22122	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	18aVULN|2RCR|39DUR|4AART|5RCVC|6CGEN|7CDMG
482	52235 11211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|37DUR|4AART|5CGEN|6FEWX|aCDMG
483	52235 22122	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	18aVULN|2RCR|39DUR|4AART|5CGEN|6RCVC|7CDMG
484	52235 31211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|37DUR|4AART|5CGEN|6LHND|aCDMG
485	52235 41211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|37DUR|4AART|5CGEN|6LWND|aCDMG
486	52236 11211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|37DUR|4AART|5FEWX|6CGEN|aCDMG
487	52532 11211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|3BEXP|4AART|57DUR|6CGEN|aCDMG
488	52533 21211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|3BEXP|4AART|5MLV|67DUR|aCDMG
489	52535 21211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|3BEXP|4AART|5CGEN|67DUR|aCDMG
490	52632 11211	   	173.12	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|3FEWX|4AART|57DUR|6CGEN|aCDMG
491	52231 42122	   	173.02	ACR|3VULN|1AART|1CDMG|2DUR	18aVULN|2RCR|39DUR|4AART|5DMSP|6TLV|7CDMG
492	52232 42122	   	173.02	ACR|3VULN|1AART|1CDMG|2DUR	18aVULN|2RCR|39DUR|4AART|5RCVC|6TLV|7CDMG
493	52215 12126	   	172.97	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|39DUR|4aCGEN|5aERES|689CDMG|9aBPWR
494	52244 12131	   	172.97	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|34DUR|59FEWX|689CDMG|9BPWR
495	52245 12131	   	172.97	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|34DUR|59BEXP|689CDMG|9BPWR
496	52254 12131	   	172.97	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|35DUR|489CDMG|69FEWX|9BPWR
497	52254 22131	   	172.97	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|35DUR|489CDMG|69BEXP|9BPWR
498	52342 12131	   	172.97	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|35LHND|49DUR|689CDMG|9BPWR
499	52541 12131	   	172.97	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|3BEXP|49DUR|5RCVC|689CDMG|9BPWR
500	52641 12131	   	172.97	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|3FEWX|49DUR|5RCVC|689CDMG|9BPWR
501	52215 12121	   	172.87	ACR|4VULN|3CDMG|2DUR	179aVULN|2RCR|39DUR|4CGEN|5ERES|689CDMG|9BPWR
502	52215 12324	   	172.87	ACR|4VULN|3CDMG|2DUR	1789VULN|2RCR|39DUR|4CGEN|5ERES|69aCDMG|9BPWR
503	52253 52231	   	172.79	ACR|3VULN|1DMG|2CDMG|2DUR	16aVULN|2RCR|39DUR|4aCDMG|56ERES|6aBPWR|7DMG|8aCGEN
504	52335 13213	 * 	172.78	ACR|4VULN|2AART	1789VULN|2RCR|3LHND|4aAART|5CGEN|6FEWX
505	52336 13213	   	172.78	ACR|4VULN|2AART	1789VULN|2RCR|3LHND|4aAART|5FEWX|6CGEN
