0	Index      	 *	Score 	Summary	Detail	
1	43415 44532	 * 	183.61	DCR|3VULN|2DMG|1AART|1DUR	1MBVNT|2aLIT|34aVULN|5SNIHEL|6DUR|7RCR|8aDMG|9AART|aBPWR
319	46221 11622	   	162.61	DCR|2VULN|2DMG|1AART	1MBVNT|29DMG|3DLOT|4LIT|58VULN|6RCR|7RMIN|aAART
320	43424 14437	   	162.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7FEWX|8DUR|aASPD
321	23133 23246	   	162.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2BELT|3FEWX|4aVULN|56DUR|7RCR|8DMG|9AART
322	23332 23246	   	162.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2BELT|36DUR|4aVULN|5BEXP|7RCR|8DMG|9AART
323	43424 12547	   	162.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7DUR|8ASPD|9ERES
324	43424 12837	   	162.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7DUR|8DUST|aASPD
325	23233 23246	   	162.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2BELT|3DUST|4aVULN|56DUR|7RCR|8DMG|9AART
326	23316 23246	   	162.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2BELT|36DUR|4DUST|5aVULN|7RCR|8DMG|9AART
327	23333 43246	   	162.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2BELT|35DUR|4aVULN|6DUST|7RCR|8DMG|9AART
328	23336 43242	   	162.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2BELT|3aDUR|45VULN|6DUST|7RCR|8DMG|9AART
329	43424 25813	   	162.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|49AART|5DMG|6CDMG|7MGNSTR|8RCR|aZMB
330	43424 11612	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9LWND|aCDMG
331	43424 11661	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9CGEN|aCDMG
332	43424 11262	   	162.38	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|7RMIN|8AIRHEA|9aASPD|aBPWR
333	43424 16162	   	162.38	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|7VENICY|8RMIN|9aASPD|aBPWR
334	43424 11218	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7RMIN|8AIRHEA|aCDMG
335	43424 11248	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7RMIN|8AIRHEA|aCDMG
336	43424 11742	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7RMIN|8DUST|aCDMG
337	43424 16118	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7VENICY|8RMIN|aCDMG
338	43424 16148	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7VENICY|8RMIN|aCDMG
339	46123 14174	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3CGEN|479VULN|5RPLT|6RCR|8ZMB|aCDMG
340	46131 14174	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3CGEN|4RPLT|579VULN|6RCR|8ZMB|aCDMG
341	46413 14174	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|379VULN|4CGEN|5RPLT|6RCR|8ZMB|aCDMG
342	43423 45521	 * 	162.21	DCR|3VULN|2AART|1CDMG	1MBVNT|2LIT|37aVULN|48AART|5LHND|6CDMG|9RCR
343	43425 45421	   	162.21	DCR|3VULN|2AART|1CDMG	1MBVNT|2LIT|37aVULN|48AART|5LWND|6CDMG|9RCR
344	43424 52228	   	162.21	DCR|2AART|2VULN|1DMG|1DUR	1MBVNT|2LIT|3aVULN|49AART|5DMG|6DUST|7DUR|8RCR
345	43424 52233	   	162.21	DCR|2AART|2DMG|1VULN|1DUR	1MBVNT|2LIT|3VULN|4aAART|59DMG|6DUST|7DUR|8RCR
346	15243 23162	   	162.20	DCR|3VULN|2DMG|1DUR	19aERES|29aFEWX|3DLOT|47DMG|5DUR|6RCR|89aVULN|9aBPWR
347	46322 21325	   	162.19	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1MBVNT|29DMG|3DUR|49VULN|5BEXP|6ASPD|7RCR|89CGEN|9BPWR|aZMB
348	43422 17622	   	162.16	DCR|3VULN|1AART|1ZMB|1ASPD	1MBVNT|2LIT|38aVULN|4AART|5ERES|6RCR|7ZMB|9ASPD
349	43424 14187	   	162.13	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7FEWX|8SELL|9CDMG
350	13611 33223	   	162.10	DCR|3VULN|2DMG|1ASPD	1ERES|2BELT|3ASPD|49aVULN|58DMG|6RCR|7RMIN
351	13611 34223	   	162.10	DCR|3VULN|2DMG|1ASPD	1ERES|2BELT|3ASPD|49aVULN|58DMG|6RCR|7MLV
352	24431 33223	   	162.10	DCR|3VULN|2DMG|1ASPD	1ASPD|2ERES|39aVULN|4BELT|58DMG|6RCR|7RMIN
353	24431 34223	   	162.10	DCR|3VULN|2DMG|1ASPD	1ASPD|2ERES|39aVULN|4BELT|58DMG|6RCR|7MLV
354	53611 33223	   	162.10	DCR|3VULN|2DMG|1ASPD	1TLV|2BELT|3ASPD|49aVULN|58DMG|6RCR|7RMIN
355	53611 34223	   	162.10	DCR|3VULN|2DMG|1ASPD	1TLV|2BELT|3ASPD|49aVULN|58DMG|6RCR|7MLV
356	46211 22172	   	161.97	DCR|4VULN|2DMG	1MBVNT|2aDMG|3DLOT|4BEXP|568aVULN|7aTLV|9RCR|aBPWR
357	32616 13312	   	161.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|27LWND|3CDMG|4ZMB|59AART|6VULN|8RCR|aDMG
358	31641 52213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CGEN|3CDMG|4MLV|56VULN|7RCR|89DMG|aZMB
359	33124 22213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2MLV|3CGEN|45VULN|6CDMG|7RCR|89DMG|aZMB
360	33131 52213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2MLV|3CGEN|4CDMG|56VULN|7RCR|89DMG|aZMB
361	35124 22213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2RMIN|3CGEN|45VULN|6CDMG|7RCR|89DMG|aZMB
362	35131 52213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2RMIN|3CGEN|4CDMG|56VULN|7RCR|89DMG|aZMB
363	61631 52213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2CGEN|3CDMG|4RMIN|56VULN|7RCR|89DMG|aZMB
364	63124 22213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2MLV|3CGEN|45VULN|6CDMG|7RCR|89DMG|aZMB
365	63131 52213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2MLV|3CGEN|4CDMG|56VULN|7RCR|89DMG|aZMB
366	65124 22213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2RMIN|3CGEN|45VULN|6CDMG|7RCR|89DMG|aZMB
367	65131 52213	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2RMIN|3CGEN|4CDMG|56VULN|7RCR|89DMG|aZMB
368	16432 25222	   	161.80	ACR|3VULN|1AART|1DMG	1ERES|2RPLT|3RCR|46LWND|578VULN|9AART|aDMG
369	15124 22213	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2FEWX|3CGEN|45VULN|6CDMG|7RCR|89DMG|aZMB
370	15131 52213	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2FEWX|3CGEN|4CDMG|56VULN|7RCR|89DMG|aZMB
371	31621 52213	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CGEN|3CDMG|4TLV|56VULN|7RCR|89DMG|aZMB
372	42417 18411	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	1MBVNT|2LHND|3CDMG|4ZMB|59AART|68VULN|7RCR|aRCVC
373	42417 18413	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	1MBVNT|2LHND|3CDMG|4ZMB|59AART|68VULN|7RCR|aRMIN
374	42417 18414	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	1MBVNT|2LHND|3CDMG|4ZMB|59AART|68VULN|7RCR|aRPLT
375	56124 22213	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1TLV|2BEXP|3CGEN|45VULN|6CDMG|7RCR|89DMG|aZMB
376	56131 52213	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1TLV|2BEXP|3CGEN|4CDMG|56VULN|7RCR|89DMG|aZMB
377	16432 35222	   	161.70	ACR|3VULN|1AART|1DMG	16ERES|2RPLT|3RCR|4LWND|578VULN|9AART|aDMG
378	12124 22213	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2DUST|3CGEN|45VULN|6CDMG|7RCR|89DMG|aZMB
379	12131 52213	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2DUST|3CGEN|4CDMG|56VULN|7RCR|89DMG|aZMB
380	52124 22213	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1TLV|2DUST|3CGEN|45VULN|6CDMG|7RCR|89DMG|aZMB
381	52131 52213	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1TLV|2DUST|3CGEN|4CDMG|56VULN|7RCR|89DMG|aZMB
382	54324 22213	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1TLV|2ERES|3BEXP|45VULN|6CDMG|7RCR|89DMG|aZMB
383	54331 52213	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1TLV|2ERES|3BEXP|4CDMG|56VULN|7RCR|89DMG|aZMB
384	42181 23842	 * 	161.61	DCR|3VULN|2DMG|1FLTHEA	1MBVNT|2LHND|3MLV|46DMG|57aVULN|8FLTHEA|9RCR
385	31631 55213	   	161.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1BEXP|2CGEN|3CDMG|4ZMB|56VULN|7DUR|89DMG|aRCR
386	41733 12248	 * 	161.58	ACR|3DMG|1VULN|1CDMG|2DUR	1MBVNT|28CGEN|3CDMG|4RCR|5LEGI|68aDMG|78DUR|8BPWR|9VULN
387	41734 12254	   	161.48	ACR|3DMG|1VULN|1CDMG|2DUR	1MBVNT|2CGEN|3CDMG|4RCR|57DUR|689DMG|aVULN
388	43424 54238	   	161.41	DCR|2VULN|2DMG|1AART	1MBVNT|2LIT|3aVULN|4AART|59DMG|6DUST|7FEWX|8RCR
389	46123 14214	   	161.38	DCR|3VULN|1AART|1DMG	1MBVNT|2DMG|3CGEN|47aVULN|5RPLT|6RCR|8LWND|9AART
390	46131 14214	   	161.38	DCR|3VULN|1AART|1DMG	1MBVNT|2DMG|3CGEN|4RPLT|57aVULN|6RCR|8LWND|9AART
391	46413 14214	   	161.38	DCR|3VULN|1AART|1DMG	1MBVNT|2DMG|37aVULN|4CGEN|5RPLT|6RCR|8LWND|9AART
392	23651 23241	   	161.31	ACR|2VULN|1AART|3ASPD|1DMG	136ASPD|2BELT|47VULN|5RCR|8DMG|9AART|aFEWX
393	23651 23243	   	161.21	ACR|2VULN|1AART|3ASPD|1DMG	136ASPD|2BELT|47VULN|5RCR|8DMG|9AART|aDUST
394	43415 44531	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|34VULN|5SNIHEL|6DUR|7RCR|8DMG|9AART|aZMB
395	43424 11375	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6RCR|7RMIN|8aDUR|9DMSP|aBPWR
396	43424 12275	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6RCR|7aDUR|8RMIN|9DMSP|aBPWR
397	43424 14461	   	161.16	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7FEWX|89DUR|9BPWR|aBEXP
398	43424 14462	   	161.16	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7FEWX|89DUR|9BPWR|aLWND
399	43424 14464	   	161.16	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7FEWX|89DUR|9BPWR|aRPLT
400	43424 14465	   	161.16	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7FEWX|89DUR|9BPWR|aCGEN
401	43424 14466	   	161.16	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7FEWX|89DUR|9BPWR|aLHND
402	43424 16732	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|7VENICY|8aDUR|9RCVC|aBPWR
403	43624 44228	   	161.01	DCR|2VULN|2AART|1DMG|1DUR	1MBVNT|2LIT|3DMG|4DUST|5DUR|69AART|7aVULN|8RCR
404	43624 44233	   	161.01	DCR|2DMG|2AART|1VULN|1DUR	1MBVNT|2LIT|39DMG|4DUST|5DUR|6aAART|7VULN|8RCR
405	43628 42233	   	161.01	DCR|2DMG|2AART|1VULN|1DUR	1MBVNT|2LIT|39DMG|4DUST|5VULN|6aAART|7DUR|8RCR
406	43424 11387	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7RMIN|89DUR
407	43424 12287	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|79DUR|8RMIN
408	43424 12748	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|78DUR|9LWND
409	43424 12762	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|78DUR|9RCVC
410	43412 46734	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|34VULN|5DUR|6DMG|7CDMG|8RCR|9CGEN|aAART
411	11322 51163	   	160.87	DCR|2AART|2DMG|1VULN	19ERES|2RCVC|3aAART|49LWND|5LHND|6RCR|7VULN|89DMG|9BPWR
412	11362 51163	   	160.87	DCR|2AART|2DMG|1VULN	19ERES|2RCVC|3aAART|49LHND|5LWND|6RCR|7VULN|89DMG|9BPWR
413	51322 51163	   	160.87	DCR|2AART|2DMG|1VULN	19TLV|2RCVC|3aAART|49LWND|5LHND|6RCR|7VULN|89DMG|9BPWR
414	43424 12718	   	160.86	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|78DUR|9DUST
415	22211 36463	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DUST|3DLOT|4BEXP|5VULN|6RCR|7AART|8DMG|9CDMG|aZMB
416	43415 44632	   	160.81	DCR|3VULN|1AART|2ZMB|1DUR	1MBVNT|2aLIT|34aVULN|5SNIHEL|6DUR|7RCR|8aZMB|9AART|aBPWR
417	16434 32333	 * 	160.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ERES|2RPLT|3RCR|4aLWND|5BEXP|6CDMG|7aDMG|8ASPD|9aVULN|aBPWR
418	41734 12172	   	160.57	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1MBVNT|2CGEN|3CDMG|4RCR|57DUR|6aDMG|8ZMB|9AART
419	46421 33522	 * 	160.53	DCR|4VULN|1DMG|1CDMG	1MBVNT|2DMG|3456VULN|7MLV|8RCR|9LHND|aCDMG
420	46421 33532	   	160.53	DCR|4VULN|1DMG|1CDMG	1MBVNT|2DMG|3456VULN|7MLV|8RCR|9BEXP|aCDMG
421	46421 33543	   	160.53	DCR|4VULN|1DMG|1CDMG	1MBVNT|2DMG|3456VULN|7MLV|8RCR|9DMSP|aCDMG
422	43424 14533	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7FEWX|8ASPD|9ZMB
423	43424 17351	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7ZMB|8DUR|aLHND
424	43424 17353	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7ZMB|8DUR|aRPLT
425	46421 33512	   	160.43	DCR|4VULN|1DMG|1CDMG	1MBVNT|2DMG|3456VULN|7MLV|8RCR|9LEGI|aCDMG
426	43424 17317	   	160.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7ZMB|8DUR|9DUST
427	43424 17343	   	160.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7ZMB|8DUR|9ERES
428	43424 17354	   	160.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7ZMB|8DUR|aDUST
429	43424 17723	   	160.43	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7ZMB|8DUST|9ASPD
430	43424 11155	   	160.37	DCR|2AART|2DMG|1VULN	1MBVNT|2aLIT|3VULN|49AART|5aDMG|6RCR|7RMIN|8aBEXP|aBPWR
431	43424 11455	   	160.37	DCR|2AART|2DMG|1VULN	1MBVNT|2aLIT|3VULN|49AART|5aDMG|6RCR|7RMIN|8aLWND|aBPWR
432	43424 14255	   	160.37	DCR|2AART|2DMG|1VULN	1MBVNT|2aLIT|3VULN|49AART|5aDMG|6RCR|7aFEWX|8RMIN|aBPWR
433	46421 43135	   	160.28	DCR|4VULN|1DMG|1ZMB	1MBVNT|2DMG|3459VULN|6CGEN|7RCR|8LIT|aZMB
434	43424 11157	   	160.17	DCR|2AART|2DMG|1VULN	1MBVNT|2LIT|3VULN|49AART|5aDMG|6RCR|7RMIN|8BEXP
435	43424 11457	   	160.17	DCR|2AART|2DMG|1VULN	1MBVNT|2LIT|3VULN|49AART|5aDMG|6RCR|7RMIN|8LWND
436	43424 11648	   	160.17	DCR|2AART|2VULN|1DMG	1MBVNT|2LIT|38VULN|4aAART|5DMG|6RCR|7RMIN|9RPLT
437	43424 11682	   	160.17	DCR|2AART|2VULN|1DMG	1MBVNT|2LIT|38VULN|4aAART|5DMG|6RCR|7RMIN|9RCVC
438	43424 14257	   	160.17	DCR|2AART|2DMG|1VULN	1MBVNT|2LIT|3VULN|49AART|5aDMG|6RCR|7FEWX|8RMIN
439	43424 18412	   	160.17	DCR|2AART|2VULN|1DMG	1MBVNT|2LIT|3aVULN|49AART|5DMG|6RCR|7BELT|8CGEN
440	43422 17621	   	160.15	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1MBVNT|2LIT|38VULN|4AART|5ERES|6RCR|7ZMB|9ASPD|aCDMG
441	43424 18212	   	160.07	DCR|2AART|2VULN|1DMG	1MBVNT|2LIT|3aVULN|49AART|5DMG|6RCR|7BELT|8ERES
442	11343 52533	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2RCVC|3AART|48DMG|5DUR|6DMSP|7ZMB|9RCR|aVULN
443	46421 34246	   	160.02	DCR|4VULN|1DMG|1ZMB|1DUR	1MBVNT|2DMG|3456VULN|7BEXP|8ZMB|9DUR|aRCR
444	41734 12117	   	159.97	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1MBVNT|2CGEN|3CDMG|4RCR|57DUR|69DMG|8ZMB|aAART
445	41734 12247	   	159.97	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1MBVNT|2CGEN|3CDMG|4RCR|57DUR|68DMG|9ZMB|aAART
446	46823 24412	   	159.86	DCR|2DMG|2AART|1CDMG|1ZMB	1MBVNT|2aDMG|3CDMG|4TLV|5ZMB|6LWND|7RCR|89AART
447	46421 43824	   	159.83	DCR|3VULN|1DMG|1FLTHEA|1ZMB	1MBVNT|2DMG|345VULN|6CGEN|7RCR|8FLTHEA|9LWND|aZMB
448	42417 18331	   	159.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4ZMB|5AART|6VULN|7RCR|8LWND|9DUR|aDMG
449	43424 17532	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7ZMB|8CGEN|9RCVC
450	43424 17611	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9LWND|aLHND
451	43424 17613	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9LWND|aRPLT
452	43424 17631	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9BELT|aLWND
453	43424 17634	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9BELT|aCGEN
454	43424 17641	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9RPLT|aRMIN
455	43424 17642	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9RPLT|aRCVC
456	43424 17644	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9RPLT|aBEXP
457	43424 18132	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|29LIT|3aVULN|4AART|5DMG|6RCR|7BELT|8ZMB
458	43424 18151	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7BELT|8ZMB|aLWND
459	43424 18154	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7BELT|8ZMB|aCGEN
460	33323 35155	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2MLV|3DUR|4aVULN|5CDMG|6LSRREG|7DMG|8AART|9RCR
461	43424 22411	   	159.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2LIT|3VULN|4AART|57DMG|6CDMG|8DUR|9FEWX|aRCR
462	43424 22427	   	159.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|29LIT|3VULN|4AART|57DMG|6CDMG|8DUR|aRCR
463	43424 23631	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|39VULN|4AART|5DMG|6CDMG|7FEWX|8DUR|aRCR
464	43424 26411	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|37VULN|4AART|5DMG|6CDMG|8DUR|9FEWX|aRCR
465	43424 26427	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|29LIT|37VULN|4AART|5DMG|6CDMG|8DUR|aRCR
466	23336 35241	   	159.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2BELT|3DUR|45VULN|6RCR|7aFEWX|8DMG|9AART
467	23336 35242	   	159.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2BELT|3DUR|45VULN|6RCR|7FEWX|8DMG|9AART|aLWND
468	23336 35243	   	159.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2BELT|3DUR|45VULN|6RCR|7FEWX|8DMG|9AART|aRCVC
469	46413 13123	   	159.67	DCR|2VULN|2DMG|2CDMG	1MBVNT|29DMG|39VULN|4CGEN|5RPLT|6RCR|7aCDMG|89BEXP|9BPWR
470	46421 32233	   	159.67	DCR|4VULN|2DMG	1MBVNT|27DMG|3456VULN|89BEXP|aRCR
471	43424 17131	   	159.64	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7aZMB|8BEXP|9CDMG
472	43424 17431	   	159.64	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7aZMB|8LWND|9CDMG
473	42417 18241	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4ZMB|5AART|6VULN|7RCR|8DUST|9DUR|aDMG
474	43424 11253	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7RMIN|8AIRHEA|9ZMB
475	43424 16153	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7VENICY|8RMIN|9ZMB
476	43424 16451	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9BEXP|aZMB
477	43424 16464	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9RCVC|aZMB
478	43424 17148	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7ZMB|8BEXP|9ERES
479	43424 17211	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7ZMB|8AIRHEA|aRCVC
480	43424 17214	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7ZMB|8AIRHEA|aCGEN
481	43424 17216	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7ZMB|8AIRHEA|aLHND
482	43424 17223	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7ZMB|8AIRHEA|9RPLT
