0	Index      	 *	Score 	Summary	Detail	
1	24126 51132	 * 	196.04	DCR|5VULN|2DMG|1CDMG	1279aVULN|39CGEN|4FEWX|5CDMG|6RCR|89DMG|9BPWR
334	51124 16111	   	168.10	ACR|3VULN|1AART|2CDMG	1RCR|29CDMG|39ERES|458DUST|6AART|79aVULN|9BPWR
335	51234 16111	   	168.10	ACR|3VULN|1AART|2CDMG	1RCR|29CDMG|358DUST|49ERES|6AART|79aVULN|9BPWR
336	55151 21321	   	168.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LWND|3AART|4LEGI|5aVULN|6LSRREG|7DMG|8FEWX|9CDMG
337	55111 21141	   	168.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LWND|3AART|4FEWX|5aVULN|6LSRREG|7DMG|8CDMG|9DUST
338	53633 62132	   	168.01	ACR|2VULN|3ZMB|1AART|1DUR	1RCR|2ERES|35VULN|49aZMB|6AART|7CGEN|8DUR
339	53633 11316	 * 	168.00	ACR|2VULN|3CDMG|1DMG|2ZMB	1RCR|27ERES|35VULN|47ZMB|679CDMG|7BPWR|8DUST|aDMG
340	51351 12125	   	167.98	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR	1RCR|2CDMG|3aDUR|47ZMB|5FEWX|69VULN|8DMG
341	55111 21121	   	167.92	ACR|1AART|1DMG|2CDMG|1VULN|1ZMB	1RCR|2LWND|3AART|4FEWX|5VULN|6LSRREG|7DMG|89CDMG|aZMB
342	55111 51121	   	167.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1RCR|2LWND|3AART|4FEWX|5VULN|6VENICY|7DMG|89CDMG|aZMB
343	51133 15632	 * 	167.88	ACR|2AART|3ZMB|1DMG|1CDMG	1RCR|2CDMG|3ERES|46aZMB|5DUST|79AART|8DMG
344	51342 31143	   	167.84	ACR|2VULN|1DMG|3DUR|1CDMG|1ZMB	1RCR|2CDMG|349DUR|5TLV|67VULN|8DMG|aZMB
345	53633 33225	   	167.84	ACR|4VULN|2ZMB|2ASPD	1RCR|29ERES|357aVULN|49ZMB|6RCVC|89ASPD|9BPWR
346	23433 52225	   	167.84	ACR|4VULN|2ASPD|1CDMG|1ZMB	1569VULN|2ZMB|379ERES|4RCR|89ASPD|9BPWR|aCDMG
347	55151 21121	   	167.82	ACR|1AART|1DMG|2CDMG|1VULN|1ZMB	1RCR|2LWND|3AART|4LEGI|5VULN|6LSRREG|7DMG|89CDMG|aZMB
348	52324 11211	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|8LHND|9CGEN|aAART
349	52324 11231	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|8LHND|9MLV|aAART
350	52324 11242	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|89LHND|aAART
351	52324 11621	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|8RMIN|9BEXP|aAART
352	52324 11631	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|8RMIN|9LHND|aAART
353	41162 11261	   	167.74	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|269VULN|3AART|4DUR|5RPLT|7CDMG|8RCR|aASPD
354	23455 12122	   	167.72	DCR|3VULN|2DMG|2ZMB	19aVULN|27ZMB|349ERES|59DMG|6RCVC|8RCR|9BPWR
355	12663 11125	   	167.72	DCR|3VULN|2DMG|1CDMG	159ERES|2RCVC|3CGEN|479VULN|69DMG|8RCR|9BPWR|aCDMG
356	52226 35131	   	167.70	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2RCVC|379TLV|49FEWX|5CDMG|6VULN|89DMG|9BPWR|aAART
357	52324 11421	   	167.70	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|8TLV|9BEXP|aAART
358	52324 11431	   	167.70	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|8TLV|9LHND|aAART
359	52324 11611	   	167.70	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|8RMIN|9DUST|aAART
360	52324 42321	   	167.70	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2RCVC|3LIT|4VULN|57DMG|6ERES|8CDMG|9BEXP|aAART
361	52324 42331	   	167.70	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2RCVC|3LIT|4VULN|57DMG|6ERES|8CDMG|9LHND|aAART
362	53613 11252	 * 	167.69	ACR|2VULN|1DMG|2CDMG|2ASPD|1DUR	1RCR|27ERES|35VULN|47ASPD|67CDMG|7BPWR|8BEXP|9DMG|aDUR
363	53633 53121	   	167.60	ACR|5VULN|1ZMB|1ASPD	1RCR|2ERES|35679VULN|4ZMB|8BEXP|aASPD
364	41162 11222	 * 	167.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1FEWX|26VULN|39AART|4DUR|5RPLT|7CDMG|8RCR|aZMB
365	53633 62331	   	167.60	ACR|2VULN|1AART|1DMG|2ZMB	1RCR|2ERES|35VULN|49ZMB|6AART|7CGEN|8DMSP|aDMG
366	52324 11411	   	167.60	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|47VULN|5DMG|6CDMG|8TLV|9DUST|aAART
367	52324 42311	   	167.60	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2RCVC|3LIT|4VULN|57DMG|6ERES|8CDMG|9DUST|aAART
368	23433 61631	   	167.59	ACR|3VULN|1AART|1CDMG|1ZMB	159VULN|2ZMB|3aERES|4RCR|6AART|7CDMG|8RCVC
369	23433 61632	   	167.59	ACR|3VULN|1AART|1CDMG|1ZMB	159VULN|2ZMB|3ERES|4RCR|6AART|7CDMG|8RCVC|aDUST
370	23433 61633	   	167.59	ACR|3VULN|1AART|1CDMG|1ZMB	159VULN|2ZMB|3ERES|4RCR|6AART|7CDMG|8RCVC|aLEGI
371	25635 23222	   	167.54	ACR|3VULN|1AART|2CDMG|1DUR	19aVULN|26CDMG|3RPLT|4RCR|5DUR|7AART|8RMIN
372	52324 16121	   	167.53	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCR|2RCVC|3LIT|4VULN|5DMG|67CDMG|8ZMB|9BEXP|aAART
373	52324 16131	   	167.53	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1RCR|2RCVC|3LIT|4VULN|5DMG|67CDMG|8ZMB|9LHND|aAART
374	11532 21132	   	167.51	DCR|3DMG|1AART|1VULN|2DUR	1ERES|249DMG|3AART|5TLV|67DUR|8VULN|aRCR
375	31534 51132	   	167.51	DCR|3DMG|1AART|1VULN|2DUR	1TLV|269DMG|3AART|47DUR|5ERES|8VULN|aRCR
376	53633 62231	   	167.50	ACR|2VULN|1AART|1DMG|2ZMB	1RCR|28ERES|35VULN|49ZMB|6AART|7CGEN|aDMG
377	23244 32152	 * 	167.46	4VULN|3DMG|3ZMB|1FLTHEA	189aVULN|28aZMB|3RCVC|4LEGI|5FLTHEA|6LIT|78aDMG|8aBPWR
378	52324 16111	   	167.43	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCR|2RCVC|3LIT|4VULN|5DMG|67CDMG|8ZMB|9DUST|aAART
379	21265 43121	   	167.42	DCR|3VULN|2DMG|2ASPD	169VULN|27TLV|3RCVC|49ASPD|59DMG|8RCR|9BPWR|aRPLT
380	21265 43123	   	167.42	DCR|3VULN|2DMG|2ASPD	169VULN|27TLV|3RCVC|49ASPD|59DMG|8RCR|9BPWR|aBEXP
381	31526 53131	 * 	167.34	ACR|3DMG|1AART|1VULN|1ASPD	1TLV|269DMG|3AART|47ERES|5RCR|8VULN|aASPD
382	21265 43122	   	167.32	DCR|3VULN|2DMG|2ASPD	169VULN|27TLV|3RCVC|49ASPD|59DMG|8RCR|9BPWR|aDUST
383	23433 61261	   	167.29	ACR|3VULN|1AART|1CDMG|1ZMB	158VULN|2ZMB|3aERES|4RCR|6AART|7CDMG|9RCVC
384	23433 61262	   	167.29	ACR|3VULN|1AART|1CDMG|1ZMB	158VULN|2ZMB|3ERES|4RCR|6AART|7CDMG|9RCVC|aDUST
385	23433 61263	   	167.29	ACR|3VULN|1AART|1CDMG|1ZMB	158VULN|2ZMB|3ERES|4RCR|6AART|7CDMG|9RCVC|aLEGI
386	24533 12163	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	125VULN|3DUR|4RCR|6CDMG|7CGEN|8DMG|9LIT|aZMB
387	53633 33226	   	167.27	ACR|3VULN|3ZMB|2ASPD	1RCR|29ERES|357VULN|49aZMB|6RCVC|89ASPD|9BPWR
388	61131 62316	 * 	167.23	DCR|3DMG|1AART|1VULN|1CDMG	1LIT|2BELT|3TLV|457DMG|6AART|8VULN|9CDMG|aRCR
389	23313 32142	   	167.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	18aVULN|2ZMB|38LWND|4ASPD|5CDMG|68LIT|7AART|8BPWR|9RCR
390	24533 42331	   	167.20	ACR|5VULN|2DUR|1ZMB	12569VULN|36DUR|4RCR|6BPWR|7ZMB|8LHND|aRCVC
391	52324 11343	   	167.19	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2RCVC|3LIT|479VULN|5DMG|6CDMG|8ASPD|aLHND
392	23433 55111	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	156VULN|2ZMB|3ERES|4RCR|7ASPD|8CDMG|9BELT|aDMG
393	51351 62122	   	167.17	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1RCR|2CDMG|39DUR|4ZMB|5FEWX|6ERES|78DMG|aAART
394	51244 32131	 * 	167.12	ACR|3DMG|1AART|1CDMG|1DUR	1RCR|2CDMG|3DUST|4DUR|578DMG|6FEWX|9AART|aMLV
395	51244 32133	   	167.12	ACR|3DMG|1AART|1CDMG|1DUR	1RCR|2CDMG|3DUST|4DUR|578DMG|6FEWX|9AART|aBEXP
396	51364 32131	   	167.12	ACR|3DMG|1AART|1CDMG|1DUR	1RCR|2CDMG|3DUR|4DUST|578DMG|6FEWX|9AART|aMLV
397	51364 32133	   	167.12	ACR|3DMG|1AART|1CDMG|1DUR	1RCR|2CDMG|3DUR|4DUST|578DMG|6FEWX|9AART|aBEXP
398	23433 53125	   	167.12	ACR|5VULN|1CDMG|1ZMB	15679VULN|2ZMB|3ERES|4RCR|8BEXP|aCDMG
399	23433 53221	   	167.12	ACR|5VULN|2ASPD|1ZMB	15679VULN|2ZMB|39ERES|4RCR|89ASPD|9BPWR|aLWND
400	23433 53223	   	167.12	ACR|5VULN|2ASPD|1ZMB	15679VULN|2ZMB|39ERES|4RCR|89ASPD|9BPWR|aCGEN
401	23433 53225	   	167.12	ACR|5VULN|2ASPD|1ZMB	15679VULN|2ZMB|39ERES|4RCR|89ASPD|9BPWR|aLIT
402	65122 31423	 * 	167.10	ACR|3AART|2DMG|1VULN|1DUR	1LIT|2DUR|3CGEN|478AART|5RCR|69DMG|aVULN
403	52324 11341	   	167.09	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2RCVC|3LIT|479VULN|5DMG|6CDMG|8ASPD|aDUST
404	51244 32132	   	167.02	ACR|3DMG|1AART|1CDMG|1DUR	1RCR|2CDMG|3aDUST|4DUR|578DMG|6FEWX|9AART
405	51364 32132	   	167.02	ACR|3DMG|1AART|1CDMG|1DUR	1RCR|2CDMG|3DUR|4aDUST|578DMG|6FEWX|9AART
406	23433 53224	   	167.02	ACR|5VULN|2ASPD|1ZMB	15679VULN|2ZMB|39ERES|4RCR|89ASPD|9BPWR|aDUST
407	24164 11311	 * 	166.91	ACR|3VULN|1DMG|2CDMG|2ASPD	127VULN|3CGEN|47ASPD|5RCR|67CDMG|7BPWR|8ERES|9BELT|aDMG
408	24364 11311	   	166.91	ACR|3VULN|1DMG|2CDMG|2ASPD	127VULN|3MLV|47ASPD|5RCR|67CDMG|7BPWR|8ERES|9BELT|aDMG
409	51612 14221	 * 	166.89	ACR|2VULN|3CDMG|1DMG|2ASPD	1RCR|256CDMG|3RPLT|45ASPD|5BPWR|7aVULN|8DMG|9FEWX
410	51612 14231	   	166.89	ACR|2VULN|3CDMG|1DMG|2ASPD	1RCR|256CDMG|3RPLT|45ASPD|5BPWR|7aVULN|8DMG|9LHND
411	52336 12141	   	166.84	ACR|1AART|1VULN|2CDMG|2DUR|1ZMB|1ASPD	1RCR|2RCVC|37LIT|4ASPD|57DUR|67CDMG|7BPWR|8ZMB|9VULN|aAART
412	24164 11332	   	166.81	ACR|3VULN|1DMG|2CDMG|2ASPD	127VULN|3CGEN|47ASPD|5RCR|67CDMG|7BPWR|89ERES|aDMG
413	24364 11332	   	166.81	ACR|3VULN|1DMG|2CDMG|2ASPD	127VULN|3MLV|47ASPD|5RCR|67CDMG|7BPWR|89ERES|aDMG
414	21433 12152	   	166.73	ACR|3VULN|2DMG|1CDMG	15aVULN|2TLV|3ERES|4RCR|6CDMG|7MLV|89DMG
415	11532 36422	   	166.73	DCR|3DMG|2AART|1VULN	1ERES|248DMG|39AART|5TLV|6FEWX|7VULN|aRCR
416	31523 52422	   	166.73	DCR|3DMG|2AART|1VULN	1TLV|268DMG|39AART|4ERES|5VULN|7BEXP|aRCR
417	31523 56122	   	166.73	DCR|3DMG|2AART|1VULN	1TLV|267DMG|39AART|4ERES|5VULN|8BEXP|aRCR
418	24533 42113	   	166.72	ACR|4VULN|1CDMG|2DUR|1ZMB	1256VULN|36DUR|4RCR|6BPWR|7ZMB|8CDMG|9BELT|aMLV
419	24533 42131	   	166.72	ACR|4VULN|1CDMG|2DUR|1ZMB	1256VULN|36DUR|4RCR|6BPWR|7ZMB|8CDMG|9CGEN|aLWND
420	24533 42321	 * 	166.72	ACR|4VULN|1FLTHEA|2DUR|1ZMB	1256VULN|36DUR|4RCR|6BPWR|7ZMB|8LHND|9FLTHEA|aBEXP
421	24533 42323	   	166.72	ACR|4VULN|1FLTHEA|2DUR|1ZMB	1256VULN|36DUR|4RCR|6BPWR|7ZMB|8LHND|9FLTHEA|aLIT
422	24165 12121	   	166.72	DCR|3VULN|2DMG|2ASPD	129VULN|37CGEN|49ASPD|59DMG|6RCVC|8RCR|9BPWR|aRPLT
423	24165 12123	   	166.72	DCR|3VULN|2DMG|2ASPD	129VULN|37CGEN|49ASPD|59DMG|6RCVC|8RCR|9BPWR|aBEXP
424	24126 26131	   	166.71	DCR|3VULN|2DMG|1CDMG	129VULN|39CGEN|4FEWX|5CDMG|6DMSP|7RCR|89DMG|9BPWR|aLWND
425	32443 33162	   	166.68	DCR|2DMG|1AART|1VULN|1CDMG	158TLV|2RCVC|3AART|48LIT|6RCR|78DMG|8BPWR|9CDMG|aVULN
426	23634 32152	 * 	166.67	4VULN|3DMG|3DUR|2ZMB|1FLTHEA	189aVULN|24ZMB|38aDUR|5FLTHEA|6LIT|78aDMG|8aBPWR
427	23433 11216	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8RPLT|9LHND|aDMG
428	23433 11231	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8RPLT|9DMG|aFEWX
429	23433 11233	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8RPLT|9DMG|aCGEN
430	23433 11411	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8MLV|9BELT|aDMG
431	22163 36226	   	166.65	DCR|3VULN|2DMG|1AART|2DUR|1MSE	19aVULN|2MSE|3AART|4aDUR|5LHND|6TLV|7aDMG|8RCR|aBPWR
432	51132 14251	   	166.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|3ERES|4ZMB|5TLV|6AART|7RMIN|8VULN|9DMG|aDUR
433	23433 11513	   	166.64	ACR|4VULN|3CDMG|1ZMB	157aVULN|2ZMB|378ERES|4RCR|679CDMG|7BPWR
434	31523 56322	   	166.63	DCR|3DMG|2AART|1VULN	1TLV|267DMG|39AART|4ERES|5VULN|8DUST|aRCR
435	53613 62123	   	166.62	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2ERES|35VULN|4ASPD|6AART|7CGEN|8DUR|9BEXP|aDMG
436	24533 42133	   	166.62	ACR|4VULN|1CDMG|2DUR|1ZMB	1256VULN|36DUR|4RCR|6BPWR|7ZMB|8CDMG|9CGEN|aTLV
437	24533 42213	   	166.62	ACR|4VULN|1CDMG|2DUR|1ZMB	1256VULN|36DUR|4RCR|6BPWR|7ZMB|8ERES|9FEWX|aCDMG
438	24165 12122	   	166.62	DCR|3VULN|2DMG|2ASPD	129VULN|37CGEN|49ASPD|59DMG|6RCVC|8RCR|9BPWR|aDUST
439	24126 26133	   	166.61	DCR|3VULN|2DMG|1CDMG	129VULN|39CGEN|4FEWX|5CDMG|6DMSP|7RCR|89DMG|9BPWR|aTLV
440	52526 31113	   	166.56	ACR|3VULN|1DMG|2CDMG	1RCR|2RCVC|3MLV|4LWND|59CDMG|67aVULN|8DMG
441	23433 11234	   	166.56	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37aERES|4RCR|67CDMG|7BPWR|8RPLT|9DMG
442	23433 11236	   	166.56	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8RPLT|9DMG|aDUST
443	23433 11351	   	166.56	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8DUST|9DMG|aMLV
444	23433 11353	   	166.56	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8DUST|9DMG|aLWND
445	23433 11651	   	166.56	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8LEGI|9DMG|aMLV
446	23433 11653	   	166.56	ACR|3VULN|1DMG|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8LEGI|9DMG|aLWND
447	53613 13361	   	166.52	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|29ERES|359VULN|4ASPD|6CDMG|7MBVNT|89LIT|9BPWR|aAART
448	23433 13124	   	166.50	ACR|4VULN|3CDMG|1ZMB|1SELL	159aVULN|2ZMB|39ERES|4RCR|689CDMG|7SELL|9BPWR
449	52226 31112	   	166.46	ACR|3VULN|1DMG|2CDMG	1RCR|2RCVC|3TLV|4FEWX|59CDMG|67aVULN|8DMG
450	52536 31112	   	166.46	ACR|3VULN|1DMG|2CDMG	1RCR|2RCVC|3MLV|4DUST|59CDMG|67aVULN|8DMG
451	23214 16432	   	166.42	ACR|2VULN|3ZMB|1AART|1CDMG	19VULN|289ZMB|3RCVC|4MLV|5RCR|6CDMG|79FEWX|9BPWR|aAART
452	24533 43122	 * 	166.37	ACR|4VULN|3DUR|1CDMG|1ASPD	1256VULN|36aDUR|4RCR|6BPWR|7CDMG|8ASPD|9MBVNT
453	52246 31112	   	166.36	ACR|3VULN|1DMG|2CDMG	1RCR|2RCVC|3TLV|4LEGI|59CDMG|67aVULN|8DMG
454	52256 31112	   	166.36	ACR|3VULN|1DMG|2CDMG	1RCR|2RCVC|3TLV|4DUST|59CDMG|67aVULN|8DMG
455	51364 31211	   	166.35	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	1RCR|27CDMG|37DUR|4DUST|5DMG|67FEWX|7BPWR|8AART|9RMIN|aVULN
456	51364 31221	   	166.35	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	1RCR|27CDMG|37DUR|4DUST|5DMG|67FEWX|7BPWR|8AART|9MLV|aVULN
457	24142 12125	   	166.32	DCR|3VULN|3DMG	129VULN|379CGEN|4DMSP|5RMIN|69aDMG|8RCR|9BPWR
458	24311 12125	   	166.32	DCR|3VULN|3DMG	129VULN|34MLV|579CGEN|69aDMG|8RCR|9BPWR
459	24341 12125	   	166.32	DCR|3VULN|3DMG	129VULN|3MLV|4DMSP|579CGEN|69aDMG|8RCR|9BPWR
460	23433 13426	   	166.32	ACR|3VULN|2CDMG|1DMG|1ZMB|1SELL	159VULN|2ZMB|389ERES|4RCR|69CDMG|7SELL|9BPWR|aDMG
461	53613 33235	   	166.24	ACR|4VULN|3ASPD|1DUR	1RCR|29ERES|3579VULN|489ASPD|6RCVC|9BPWR|aDUR
462	51351 16323	   	166.23	ACR|3VULN|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|5FEWX|679VULN|7BPWR|8CGEN|aBEXP
463	23234 32152	   	166.22	4VULN|3DMG|3DUR|1FLTHEA|1ZMB	189aVULN|2ZMB|3RCVC|48aDUR|5FLTHEA|6LIT|78aDMG|8aBPWR
464	21434 31234	   	166.19	ACR|3VULN|1AART|1CDMG|1ZMB	189VULN|2TLV|36ERES|4RCR|5AART|7CDMG|aZMB
465	55122 41221	   	166.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2LWND|3AART|4DMSP|5RMIN|6ZMB|7CDMG|8aVULN|9DUR
466	51351 16321	   	166.13	ACR|3VULN|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|5FEWX|679VULN|7BPWR|8CGEN|aERES
467	51351 16322	   	166.13	ACR|3VULN|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|5FEWX|679VULN|7BPWR|8CGEN|aLSRREG
468	12432 22634	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2RCVC|3AART|4DMG|5TLV|6DUR|7aVULN|8RCR|9ZMB
