0	Index      	 *	Score 	Summary	Detail	
1	22433 65221	 * 	189.02	DCR|4VULN|3DMG|1ZMB	17aDMG|2DMSP|3ZMB|47BEXP|5678VULN|7BPWR|9RCR
331	63623 11236	   	164.19	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2MLV|3CDMG|47VULN|5DUR|6ZMB|8RCR|9NUKE|aASPD
332	63132 34111	   	164.16	DCR|2AART|2VULN|1CDMG|1ZMB	15AART|28MLV|3TLV|4ZMB|6CDMG|7RCR|9aVULN
333	63132 34311	   	164.16	DCR|2AART|2VULN|1CDMG|1ZMB	15AART|2MLV|3TLV|4ZMB|6CDMG|7RCR|8RCVC|9aVULN
334	61422 63213	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2RCVC|3DMG|5LIT|6DUST|7aVULN|8RCR|9ASPD
335	62116 31243	   	164.01	DCR|2AART|2VULN|2CDMG|1ASPD	19AART|2DUST|37VULN|4BEXP|56CDMG|8RCR|aASPD
336	23311 56163	   	164.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2LHND|3CDMG|4DUR|6aVULN|7BELT|8ZMB|9RCR
337	63622 11234	   	163.97	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1AART|2MLV|3CDMG|47VULN|5LWND|6ZMB|8RCR|9NUKE|aFLTHEA
338	23623 26343	   	163.95	DCR|2VULN|2DMG|1AART|1DUR	17DMG|2LHND|3RPLT|47BEXP|57VULN|6BELT|7BPWR|8AART|9RCR|aDUR
339	23633 26343	   	163.95	DCR|2VULN|2DMG|1AART|1DUR	17DMG|2LHND|3RPLT|47LWND|57VULN|6BELT|7BPWR|8AART|9RCR|aDUR
340	12324 36326	   	163.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1BASICY|2ASPD|3aAART|4RPLT|5VULN|6RCR|7DMG|8LIT|9CDMG
341	22433 65313	   	163.71	DCR|3VULN|2DMG|1ZMB|1DUR	17DMG|2DMSP|3ZMB|47BEXP|567VULN|7BPWR|8DUST|9DUR|aRCR
342	31144 62313	   	163.71	DCR|3VULN|2DMG|1ZMB|1DUR	16FEWX|2BEXP|358VULN|46DMG|6BPWR|7ZMB|9DUR|aRCR
343	61133 23621	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCVC|3DUR|4ZMB|5BEXP|6VULN|7LSRREG|8RCR|9aDMG
344	61133 23622	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCVC|3DUR|4ZMB|5BEXP|6aVULN|7LSRREG|8RCR|9DMG
345	61134 23621	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCVC|3DUR|4ZMB|5LWND|6VULN|7LSRREG|8RCR|9aDMG
346	61134 23622	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCVC|3DUR|4ZMB|5LWND|6aVULN|7LSRREG|8RCR|9DMG
347	61136 23621	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCVC|3DUR|4ZMB|5LHND|6VULN|7LSRREG|8RCR|9aDMG
348	61136 23622	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCVC|3DUR|4ZMB|5LHND|6aVULN|7LSRREG|8RCR|9DMG
349	61233 23621	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCVC|3ZMB|4DUR|5BEXP|6VULN|7LSRREG|8RCR|9aDMG
350	61233 23622	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCVC|3ZMB|4DUR|5BEXP|6aVULN|7LSRREG|8RCR|9DMG
351	61234 23621	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCVC|3ZMB|4DUR|5LWND|6VULN|7LSRREG|8RCR|9aDMG
352	61234 23622	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCVC|3ZMB|4DUR|5LWND|6aVULN|7LSRREG|8RCR|9DMG
353	61236 23621	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCVC|3ZMB|4DUR|5LHND|6VULN|7LSRREG|8RCR|9aDMG
354	61236 23622	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCVC|3ZMB|4DUR|5LHND|6aVULN|7LSRREG|8RCR|9DMG
355	63623 11221	   	163.67	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|2MLV|3aCDMG|47VULN|5DUR|6ZMB|8RCR|9FEWX
356	63622 11241	   	163.67	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|2MLV|3aCDMG|47VULN|5LWND|6ZMB|8RCR|9DUR
357	61415 12221	   	163.61	DCR|2VULN|2DMG|1AART	1AART|2RCVC|37DMG|4LWND|57LIT|67VULN|7BPWR|8RCR|9BEXP|aCGEN
358	61415 12222	   	163.61	DCR|2VULN|2DMG|1AART	1AART|2RCVC|37DMG|4LWND|57LIT|67VULN|7BPWR|8RCR|9BEXP|aMLV
359	61415 12223	   	163.61	DCR|2VULN|2DMG|1AART	1AART|2aRCVC|37DMG|4LWND|57LIT|67VULN|7BPWR|8RCR|9BEXP
360	52526 12313	   	163.61	DCR|3VULN|2DMG|1ZMB|1DUR	1LHND|238VULN|45DMG|6FEWX|7ZMB|9DUR|aRCR
361	63621 14232	   	163.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1AART|2MLV|3CDMG|4VULN|5DUST|67ZMB|8RCR|9DMG|aDUR
362	31164 13222	   	163.51	DCR|3VULN|2AART|1CDMG	1FEWX|2BEXP|345VULN|6aAART|7CDMG|8RCR|9BELT
363	31164 13241	   	163.51	DCR|3VULN|2AART|1CDMG	1FEWX|2BEXP|345VULN|69AART|7CDMG|8RCR|aLIT
364	31164 13242	   	163.51	DCR|3VULN|2AART|1CDMG	1aFEWX|2BEXP|345VULN|69AART|7CDMG|8RCR
365	31164 13243	   	163.51	DCR|3VULN|2AART|1CDMG	1FEWX|2BEXP|345VULN|69AART|7CDMG|8RCR|aRPLT
366	13615 63331	   	163.51	DCR|2AART|2DMG|1VULN|2DUR	19BASICY|29DUR|35AART|46DMG|7VULN|89LIT|9BPWR|aRCR
367	26431 63231	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2LWND|3DUR|45CGEN|6VULN|7RCR|8CDMG|aAART
368	26433 63231	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|25LWND|3DUR|4CGEN|6VULN|7RCR|8CDMG|aAART
369	26434 33221	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|29LWND|3DUR|4CGEN|56VULN|7RCR|8CDMG|aAART
370	42216 13231	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DMSP|3LWND|4VULN|59DMG|6DUR|7RCR|8CDMG|aAART
371	42266 13231	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DMSP|3LWND|49DMG|5VULN|6DUR|7RCR|8CDMG|aAART
372	32514 13222	   	163.41	DCR|3VULN|2AART|1CDMG	1FEWX|235VULN|4DUST|6aAART|7CDMG|8RCR|9BELT
373	32514 13241	   	163.41	DCR|3VULN|2AART|1CDMG	1FEWX|235VULN|4DUST|69AART|7CDMG|8RCR|aLIT
374	32514 13242	   	163.41	DCR|3VULN|2AART|1CDMG	1aFEWX|235VULN|4DUST|69AART|7CDMG|8RCR
375	32514 13243	   	163.41	DCR|3VULN|2AART|1CDMG	1FEWX|235VULN|4DUST|69AART|7CDMG|8RCR|aRPLT
376	32542 21361	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|239VULN|4RCR|5ERES|6LWND|7CDMG|8ZMB|aAART
377	32543 21361	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|239VULN|4RCR|5LHND|6TLV|7CDMG|8ZMB|aAART
378	12311 15256	 * 	163.38	DCR|1AART|1VULN|1DMG|1CDMG|2ASPD|1DUR	1BASICY|28ASPD|3AART|4VULN|5ERES|6DUR|7RCR|9CDMG|aDMG
379	61212 33414	   	163.38	DCR|2AART|2VULN|2CDMG|1ZMB	15AART|2RCVC|3ZMB|4LWND|68CDMG|79VULN|aRCR
380	22313 33231	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2DMSP|3DUR|4VULN|5LWND|6ERES|7RCR|8CDMG|aAART
381	22313 33261	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DMSP|3DUR|49VULN|5LWND|6ERES|7RCR|8CDMG|aAART
382	22631 13231	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2DMSP|3VULN|4LWND|5ERES|6DUR|7RCR|8CDMG|aAART
383	22631 13261	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DMSP|39VULN|4LWND|5ERES|6DUR|7RCR|8CDMG|aAART
384	26211 13231	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|23LWND|4VULN|5ERES|6DUR|7RCR|8CDMG|aAART
385	26211 13261	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|23LWND|49VULN|5ERES|6DUR|7RCR|8CDMG|aAART
386	32214 13232	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13FEWX|25VULN|4DUST|6AART|7CDMG|8RCR|9DMG|aDUR
387	32314 13232	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|25VULN|3RCVC|4DUST|6AART|7CDMG|8RCR|9DMG|aDUR
388	63132 32414	   	163.28	DCR|2AART|2VULN|2CDMG|1ZMB	15AART|2MLV|3TLV|4ZMB|68CDMG|79VULN|aRCR
389	12324 36622	   	163.23	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1BASICY|2ASPD|3AART|4RPLT|5VULN|6RCR|7DMG|8ZMB|9LSRHEA|aFLTHEA
390	32516 13232	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|23VULN|45DUST|6AART|7CDMG|8RCR|9DMG|aDUR
391	12324 36225	   	163.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BASICY|2ASPD|3AART|4RPLT|5aVULN|6RCR|7DMG|8ERES|9DUR
392	32543 13311	   	163.09	ACR|3VULN|2AART|1ZMB	1FEWX|23aVULN|4RCR|5LHND|6ZMB|78AART|9BELT
393	22122 11213	   	163.01	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2DMSP|34AART|5LIT|6aVULN|7BEXP|8RCR|9ASPD
394	32543 13611	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|23VULN|4RCR|5LHND|6ZMB|7AART|8DMG|9DUR|aLIT
395	32543 13612	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|23VULN|4RCR|5LHND|6ZMB|7AART|8DMG|9DUR|aCGEN
396	32543 13613	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|23VULN|4RCR|5LHND|6ZMB|7AART|8DMG|9DUR|aMLV
397	32543 13342	   	162.99	ACR|3VULN|2AART|1ZMB	1FEWX|23aVULN|4RCR|5LHND|6ZMB|78AART|9BASHEA
398	13641 33621	   	162.91	DCR|2AART|2DMG|1VULN|1DUR	1BASICY|2DUR|34AART|5VULN|6LHND|7CGEN|8RCR|9aDMG
399	13641 33622	   	162.91	DCR|2AART|2VULN|1DMG|1DUR	1BASICY|2DUR|34AART|5aVULN|6LHND|7CGEN|8RCR|9DMG
400	22122 63213	   	162.91	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2DMSP|34AART|5LIT|6DUST|7aVULN|8RCR|9ASPD
401	13643 31621	   	162.81	DCR|2AART|2DMG|1VULN|1DUR	1BASICY|2DUR|34AART|5ERES|6BEXP|7VULN|8RCR|9aDMG
402	13643 31622	   	162.81	DCR|2AART|2VULN|1DMG|1DUR	1BASICY|2DUR|34AART|5ERES|6BEXP|7aVULN|8RCR|9DMG
403	22623 21611	   	162.80	DCR|3VULN|2DMG|2DUR	1aDMG|2DMSP|35aVULN|4RMIN|6LIT|7ERES|8RCR|9aDUR|aBPWR
404	22623 25611	   	162.80	DCR|3VULN|2DMG|2DUR	1aDMG|2DMSP|35aVULN|4RMIN|6LIT|7TLV|8RCR|9aDUR|aBPWR
405	22224 21621	   	162.80	DCR|3DMG|2VULN|2DUR	13aDMG|2DMSP|3aBPWR|4RMIN|5aDUR|6LIT|7ERES|8RCR|9aVULN
406	22524 21621	   	162.80	DCR|3DMG|2VULN|2DUR	13aDMG|2DMSP|4RMIN|5aDUR|6LIT|7ERES|8RCR|9aVULN|aBPWR
407	13643 11621	   	162.71	DCR|2AART|2DMG|1VULN|1DUR	1BASICY|2DUR|34AART|5ERES|6DUST|7VULN|8RCR|9aDMG
408	13643 11622	   	162.71	DCR|2AART|2VULN|1DMG|1DUR	1BASICY|2DUR|34AART|5ERES|6DUST|7aVULN|8RCR|9DMG
409	22261 41253	   	162.55	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DMSP|3BPWR|48VULN|5CGEN|6BELT|7DUR|9RCR|aAART
410	14142 63221	 * 	162.55	ACR|3DMG|1VULN|1CDMG|1ZMB	1BASICY|2RPLT|3RCR|467DMG|5CDMG|8VULN|9DUST|aZMB
411	63623 11212	   	162.55	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2MLV|3CDMG|47VULN|5aDUR|6ZMB|8RCR|9ERES
412	63623 11232	   	162.55	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2MLV|3CDMG|47VULN|5aDUR|6ZMB|8RCR|9NUKE
413	22636 63331	   	162.42	DCR|3DMG|1AART|1VULN|1ASPD	156DMG|2DMSP|3VULN|4LWND|7AART|8ASPD|9RCR|aLIT
414	22636 63332	   	162.42	DCR|3DMG|1AART|1VULN|1ASPD	156DMG|2DMSP|3VULN|4LWND|7AART|8ASPD|9RCR|aCGEN
415	22636 63333	   	162.42	DCR|3DMG|1AART|1VULN|1ASPD	156DMG|2DMSP|3VULN|4LWND|7AART|8ASPD|9RCR|aMLV
416	26216 63331	   	162.42	DCR|3DMG|1AART|1VULN|1ASPD	156DMG|23LWND|4VULN|7AART|8ASPD|9RCR|aLIT
417	26216 63332	   	162.42	DCR|3DMG|1AART|1VULN|1ASPD	156DMG|23LWND|4VULN|7AART|8ASPD|9RCR|aCGEN
418	26216 63333	   	162.42	DCR|3DMG|1AART|1VULN|1ASPD	156DMG|23LWND|4VULN|7AART|8ASPD|9RCR|aMLV
419	22115 12221	   	162.41	DCR|2VULN|2DMG|1AART	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9BEXP|aCGEN
420	22115 12222	   	162.41	DCR|2VULN|2DMG|1AART	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9BEXP|aMLV
421	22115 12223	   	162.41	DCR|2VULN|2DMG|1AART	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9BEXP|aRCVC
422	22211 55225	   	162.40	DCR|3DMG|2VULN|1DUR	137DMG|2DMSP|37BPWR|47BEXP|57CGEN|6RCR|8DUR|9aVULN
423	22241 53353	   	162.40	DCR|3DMG|2VULN|1DUR	13aDMG|2DMSP|3aBPWR|4aFEWX|5CGEN|6RCR|7DUR|8aVULN|9RPLT
424	22115 12226	   	162.31	DCR|2VULN|2DMG|1AART	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9BEXP|aTLV
425	22115 12234	   	162.31	DCR|2VULN|2DMG|1AART	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9CGEN|aERES
426	23361 16341	 * 	162.28	DCR|3CDMG|1AART|1VULN|1DMG|1ASPD	1DMG|2LHND|39aCDMG|4ASPD|5DUST|6RCR|7AART|8VULN
427	32544 12323	   	162.18	ACR|4VULN|1AART|1DUR	1FEWX|235aVULN|4RCR|6AART|7RCVC|8ERES|9DUR
428	22623 56222	   	162.17	DCR|4VULN|2DMG	17DMG|2DMSP|3578VULN|4RMIN|6MBVNT|7BPWR|9RCR|aLWND
429	22623 56224	   	162.17	DCR|4VULN|2DMG	17DMG|2DMSP|3578VULN|4RMIN|6MBVNT|7BPWR|9RCR|aRPLT
430	32244 63311	   	162.03	ACR|4VULN|1DMG|2DUR	13FEWX|2568VULN|4RCR|79DUR|aDMG
431	32344 63311	   	162.03	ACR|4VULN|1DMG|2DUR	1FEWX|2568VULN|3RCVC|4RCR|79DUR|aDMG
432	22312 55262	   	161.91	DCR|3VULN|2DMG|3DUR	17DMG|26DMSP|379DUR|478VULN|5RMIN|7BPWR|aRCR
433	61126 51213	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2RCVC|3DUR|4FEWX|5CDMG|67aVULN|8RCR|9ERES
434	61143 51213	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2RCVC|3DUR|4CDMG|5FEWX|67aVULN|8RCR|9ERES
435	64116 31212	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2LWND|367VULN|4BEXP|5CDMG|8RCR|9ERES|aDUR
436	26222 31631	   	161.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMG|23LWND|4DLOT|57AART|6VULN|8RCR|9CDMG|aZMB
437	32544 11312	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|235VULN|4RCR|6AART|7RMIN|8CDMG|9LWND|aDUR
438	32544 11332	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|235VULN|4RCR|6AART|7RMIN|8CDMG|9BEXP|aDUR
439	32544 13212	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|235VULN|4RCR|6AART|7CDMG|8RMIN|9LWND|aDUR
440	32544 13232	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|235VULN|4RCR|6AART|7CDMG|8RMIN|9BEXP|aDUR
441	32544 13312	   	161.82	ACR|3VULN|1AART|1CDMG|1ASPD	1FEWX|235VULN|4RCR|6AART|7CDMG|8LIT|9MLV|aASPD
442	34152 61333	   	161.82	DCR|3DMG|1AART|1VULN|1DUR	134FEWX|267DMG|5DUR|8AART|9RCR|aVULN
443	22312 65314	   	161.81	DCR|3VULN|2DMG|3DUR	17DMG|2DMSP|379DUR|467VULN|5RMIN|7BPWR|8DUST|aRCR
444	51233 16532	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2BEXP|3BELT|4CDMG|5AART|6RCR|7DMG|8LEGI|9aVULN
445	63621 11222	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	1aAART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|9BELT
446	63621 11241	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	19AART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|aLIT
447	63621 11242	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	19AART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|aFEWX
448	22413 11331	   	161.67	DCR|3VULN|2DMG|1ZMB	1aDMG|2DMSP|3ZMB|4RPLT|5aLWND|6RMIN|79aVULN|8RCR|aBPWR
449	22416 11331	   	161.67	DCR|3VULN|2DMG|1ZMB	1aDMG|2DMSP|3ZMB|4RPLT|5aLHND|6RMIN|79aVULN|8RCR|aBPWR
450	55161 11331	   	161.67	DCR|3VULN|2DMG|1ZMB	13aLHND|2RPLT|3aBPWR|4ZMB|5aDMG|6RMIN|79aVULN|8RCR
451	13342 63622	 * 	161.62	DCR|3DMG|1AART|2CDMG|1DUR	1BASICY|2DUR|3RPLT|467DMG|5aCDMG|8AART|9RCR
452	22226 53124	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|2DMSP|3BPWR|4RMIN|5ASPD|6CDMG|7CGEN|8RCR|9AART|aVULN
453	23641 33334	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1aDMG|2LHND|3RPLT|4ASPD|5AART|6CDMG|7MLV|8VULN|9RCR
454	23144 13412	   	161.60	DCR|2VULN|2DMG|2ZMB|1DUR	18DMG|28LHND|3FEWX|47ZMB|58VULN|6RCR|8BPWR|9DUR|aBELT
455	23144 13413	   	161.60	DCR|2VULN|2DMG|2ZMB|1DUR	18DMG|28LHND|3FEWX|47ZMB|58VULN|6RCR|8BPWR|9DUR|aLIT
456	23144 13433	   	161.60	DCR|2VULN|2DMG|2ZMB|1DUR	18DMG|28LHND|3FEWX|47ZMB|58VULN|6RCR|8BPWR|9LIT|aDUR
457	23244 13412	   	161.60	DCR|2VULN|2DMG|2ZMB|1DUR	18DMG|28LHND|3LWND|47ZMB|58VULN|6RCR|8BPWR|9DUR|aFEWX
458	32546 33311	   	161.58	ACR|4VULN|1AART|1DUR	1FEWX|2368VULN|4RCR|5DUST|7AART|9DUR|aCGEN
459	32546 33312	   	161.58	ACR|4VULN|1AART|1DUR	1aFEWX|2368VULN|4RCR|5DUST|7AART|9DUR
460	32546 33313	   	161.58	ACR|4VULN|1AART|1DUR	1FEWX|2368VULN|4RCR|5DUST|7AART|9DUR|aBEXP
461	22226 51124	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|2DMSP|3BPWR|4RMIN|5ASPD|6CDMG|7ERES|8RCR|9AART|aVULN
462	23144 13411	   	161.50	DCR|2VULN|2DMG|2ZMB|1DUR	18DMG|28LHND|3FEWX|47ZMB|58VULN|6RCR|8BPWR|9DUR|aERES
463	23244 13411	   	161.50	DCR|2VULN|2DMG|2ZMB|1DUR	18DMG|28LHND|3LWND|47ZMB|58VULN|6RCR|8BPWR|9DUR|aERES
464	23663 27341	   	161.45	DCR|2VULN|2DMG|1AART|1DUR	17DMG|27LHND|3RPLT|4MBVNT|57VULN|6BELT|7BPWR|8AART|9DUR|aRCR
465	61334 17733	   	161.43	DCR|2VULN|1AART|1DMG|1ZMB	1AART|2RCVC|3MBVNT|4ERES|5LHND|6RCR|7aVULN|8DMG|9ZMB
466	61215 12215	   	161.41	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1AART|2RCVC|37ZMB|4LWND|57LIT|67VULN|7BPWR|8RCR|9ASPD|aCDMG
467	23144 13216	   	161.40	DCR|2VULN|2DMG|2ZMB|1DUR	19DMG|2LHND|3FEWX|47ZMB|5aVULN|6RCR|8DUR
468	32244 11215	   	161.40	ACR|3VULN|1AART|1DMG	139FEWX|259VULN|4RCR|6AART|7RMIN|8RCVC|9BPWR|aDMG
469	34314 13313	   	161.32	DCR|3VULN|3DMG	1FEWX|268DMG|3DUST|4BEXP|569VULN|6BPWR|7DMSP|aRCR
470	32244 12631	   	161.30	ACR|3VULN|1AART|1DMG	13aFEWX|259VULN|4RCR|6AART|7RCVC|8DMG
471	32244 12632	   	161.30	ACR|3VULN|1AART|1DMG	13FEWX|259VULN|4RCR|6AART|7RCVC|8DMG|aBEXP
472	32344 12631	   	161.30	ACR|3VULN|1AART|1DMG	1aFEWX|259VULN|37RCVC|4RCR|6AART|8DMG
473	32344 12632	   	161.30	ACR|3VULN|1AART|1DMG	1FEWX|259VULN|37RCVC|4RCR|6AART|8DMG|aBEXP
474	32244 12315	   	161.30	ACR|3VULN|1AART|1DMG	139FEWX|259VULN|4RCR|6AART|7RCVC|89ERES|9BPWR|aDMG
475	32244 12261	   	161.30	ACR|3VULN|1AART|1DMG	13FEWX|259VULN|4RCR|6AART|7RCVC|8LWND|aDMG
476	32344 12261	   	161.30	ACR|3VULN|1AART|1DMG	1FEWX|259VULN|37RCVC|4RCR|6AART|8LWND|aDMG
477	61215 12211	   	161.29	DCR|2VULN|1AART|3ZMB|1ASPD	1AART|2RCVC|37aZMB|4LWND|57LIT|67VULN|7BPWR|8RCR|9ASPD
478	63532 31241	   	161.28	DCR|1AART|3CDMG|1VULN|1DMG|1DUR	1AART|2MLV|35LWND|45aCDMG|5BPWR|6VULN|7DMG|8RCR|9DUR
479	33112 34246	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	13FEWX|2ERES|4VULN|5CDMG|69AART|7ZMB|8RCR|aDMG
480	34314 14313	   	161.22	DCR|3VULN|3DMG	1FEWX|268DMG|37DUST|4BEXP|569VULN|6BPWR|aRCR
481	62523 12215	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1AART|27DUST|3LIT|47ZMB|5RCVC|67VULN|7BPWR|8RCR|9ASPD|aCDMG
482	32244 12633	   	161.20	ACR|3VULN|1AART|1DMG	13FEWX|259VULN|4RCR|6AART|7RCVC|8DMG|aERES
483	32344 12633	   	161.20	ACR|3VULN|1AART|1DMG	1FEWX|259VULN|37RCVC|4RCR|6AART|8DMG|aERES
484	32544 12142	   	161.20	ACR|3VULN|1AART|1DMG	1FEWX|235VULN|4RCR|6AART|7RCVC|8MBVNT|9BELT|aDMG
485	32546 33132	   	161.12	ACR|3VULN|1AART|1CDMG|1DUR	1aFEWX|236VULN|4RCR|5DUST|7AART|8DUR|9CDMG
486	62523 12211	   	161.09	DCR|2VULN|1AART|3ZMB|1ASPD	1AART|27DUST|3LIT|47aZMB|5RCVC|67VULN|7BPWR|8RCR|9ASPD
487	62525 12211	   	161.09	DCR|2VULN|1AART|3ZMB|1ASPD	1AART|27DUST|35LIT|47aZMB|67VULN|7BPWR|8RCR|9ASPD
488	32543 13336	   	161.08	ACR|2VULN|2AART|1CDMG|1ZMB	1FEWX|23VULN|4RCR|5LHND|6ZMB|78AART|9LWND|aCDMG
489	22126 12613	 * 	160.96	4VULN|3DMG|2AART	189DMG|2DMSP|34AART|5LHND|689aVULN|789FEWX|89BPWR
490	15212 46221	   	160.93	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BASICY|2BELT|3VULN|4DUR|5FLTHEA|6RCR|7AART|8DMG|9ZMB|aFEWX
491	15212 46222	   	160.93	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BASICY|2BELT|3VULN|4DUR|5FLTHEA|6RCR|7AART|8DMG|9ZMB|aBEXP
492	23364 33334	   	160.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1aDMG|2LHND|3CDMG|4ASPD|5ERES|6AART|7RPLT|8VULN|9RCR
493	23144 15313	   	160.91	DCR|3DMG|1VULN|2DUR|1ZMB	189DMG|2LHND|3FEWX|4ZMB|5VULN|6RCR|7aDUR
494	12311 15264	 * 	160.90	DCR|2VULN|1AART|1CDMG|2ASPD|1DUR	1BASICY|28ASPD|3AART|49VULN|5ERES|6DUR|7RCR|aCDMG
495	34142 63123	   	160.89	DCR|2DMG|1AART|1VULN|2CDMG	13FEWX|25DMG|45CDMG|5BPWR|67ERES|8RCR|9AART|aVULN
496	15212 46223	   	160.83	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BASICY|2BELT|3VULN|4DUR|5FLTHEA|6RCR|7AART|8DMG|9ZMB|aERES
497	23444 12313	   	160.81	DCR|3DMG|1VULN|2DUR|1ZMB	189DMG|2LHND|3aDUR|4ZMB|5VULN|6RCR|7DUST
498	32344 62221	   	160.80	ACR|4VULN|1DMG|1ZMB	17FEWX|2568VULN|3RCVC|4RCR|9ZMB|aDMG
499	66152 12213	   	160.79	DCR|3VULN|1AART|2DUR|1ASPD	1AART|2RMIN|3DMSP|47LIT|57DUR|67aVULN|7BPWR|8RCR|9ASPD
