0	Index      	 *	Score 	Summary	Detail	
1	16135 42448	 * 	196.56	DCR|2AART|2DMG|1VULN|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9VULN|aZMB
328	12316 42211	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|36aDUST|4aDMG|5TLV|7DUR|8RCR|9aVULN|aBPWR
329	51284 12484	   	170.12	DCR|2DMG|2AART|1VULN|1CDMG	1CGEN|2MBVNT|34DMG|5VULN|6aAART|7RCR|8DUST|9CDMG
330	11521 15333	   	170.12	DCR|3DMG|1AART|3CDMG	1AART|289LWND|3DLOT|4LHND|589DMG|689CDMG|7RCR|89BPWR|aCGEN
331	11521 15335	   	170.12	DCR|3DMG|1AART|3CDMG	1AART|289LWND|3DLOT|4LHND|589DMG|689CDMG|7RCR|89BPWR|aMGNSTR
332	16632 51433	   	170.00	DCR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	1AART|2MBVNT|3aVULN|45DUR|6RCR|7BELT|8CDMG|9FLTHEA
333	16731 44444	   	169.98	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|348DMG|5VULN|6BEXP|7LWND|9RCR|aZMB
334	16733 46444	   	169.98	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|348DMG|5LHND|6BEXP|7VULN|9RCR|aZMB
335	16715 33433	   	169.96	DCR|2AART|2VULN|2DMG	15AART|2MBVNT|39DMG|49CGEN|6DUST|7BASHEA|89VULN|9BPWR|aRCR
336	21266 33432	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13FEWX|2AART|4CDMG|5ZMB|6RMIN|7DMG|8RCR|9aVULN
337	42524 13211	   	169.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1ERES|25ZMB|3RCR|45VULN|5BPWR|6AART|7FEWX|8CGEN|9DMG|aDUR
338	51284 12338	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2MBVNT|34DMG|5VULN|6AART|7RCR|8BELT|9CDMG|aZMB
339	16135 42471	   	169.76	DCR|3AART|2DMG|2ASPD|2DUR	15aAART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9BEXP
340	11361 42362	   	169.75	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LWND|37RCVC|4CDMG|5aVULN|6RCR|8FEWX|9DMG
341	15361 42321	   	169.75	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LHND|37RCVC|4CDMG|5aVULN|6RCR|8LIT|9DMG
342	42522 12163	   	169.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1ERES|27ZMB|3RCR|45VULN|6AART|8RPLT|9DMG|aDUR
343	42524 11211	   	169.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1ERES|25ZMB|3RCR|45VULN|5BPWR|6AART|7DUST|8CGEN|9DMG|aDUR
344	12515 16211	   	169.71	DCR|2AART|2VULN|1DMG|2DUR	13AART|2RPLT|4aDUR|5aMLV|6DMG|7LWND|8RCR|9aVULN|aBPWR
345	16734 42421	   	169.70	DCR|3DMG|1AART|1CDMG|2DUR	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9FEWX|aCDMG
346	16734 42451	   	169.70	DCR|3DMG|1AART|1CDMG|2DUR	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9BEXP|aCDMG
347	16734 42471	   	169.70	DCR|3DMG|1AART|1CDMG|2DUR	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9LHND|aCDMG
348	16738 22421	   	169.70	DCR|3DMG|1AART|1CDMG|2DUR	1AART|2MBVNT|348DMG|58DUR|6RMIN|7RCR|8BPWR|9FEWX|aCDMG
349	16632 54212	   	169.70	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|2MBVNT|37VULN|45DUR|6RCR|8CGEN|9DMG|aASPD
350	16632 54443	   	169.70	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|2MBVNT|37VULN|45DUR|6RCR|8LWND|9DMG|aASPD
351	51284 12254	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	18CGEN|2MBVNT|34DMG|59VULN|6AART|7RCR|aASPD
352	51284 12713	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2MBVNT|34DMG|59VULN|6AART|7RCR|8RPLT|aDUR
353	51284 12351	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2MBVNT|34DMG|5aVULN|6AART|7RCR|8BELT|9DUR
354	51282 12153	   	169.62	DCR|3DMG|1AART|1VULN|1DUR	1CGEN|2MBVNT|34aDMG|5DUR|6AART|7RCR|8RCVC|9VULN
355	16632 54312	   	169.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|2MBVNT|37VULN|45DUR|6RCR|8ERES|9DMG|aASPD
356	23223 15111	   	169.57	DCR|4VULN|2DMG	17FEWX|2BEXP|347aVULN|57DMG|6RCR|7BPWR|8LWND|9BELT
357	23223 15132	   	169.57	DCR|4VULN|2DMG	17FEWX|29BEXP|347aVULN|57DMG|6RCR|7BPWR|8LWND
358	23223 15243	   	169.57	DCR|4VULN|2DMG	17aFEWX|28BEXP|3479VULN|57DMG|6RCR|7BPWR
359	23223 15246	   	169.57	DCR|4VULN|2DMG	17FEWX|28BEXP|3479VULN|57DMG|6RCR|7BPWR|aCGEN
360	21221 32364	   	169.48	DCR|3VULN|1AART|1DMG|1ZMB	13FEWX|2AART|4MLV|58aVULN|6DMG|7ZMB|9RCR
361	23223 15232	   	169.47	DCR|4VULN|2DMG	17FEWX|28BEXP|347aVULN|57DMG|6RCR|7BPWR|9DUST
362	23223 15553	   	169.47	DCR|4VULN|2DMG	178FEWX|2BEXP|347aVULN|57DMG|6RCR|7BPWR|9ERES
363	21231 32364	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	13FEWX|2AART|4ERES|58aVULN|6DMG|7ZMB|9RCR
364	13631 53252	 * 	169.37	DCR|3VULN|2AART|1DMG|1CDMG|1ASPD|1SELL	1aAART|2SELL|345VULN|6RCR|7DMG|8CDMG|9ASPD
365	23223 15512	   	169.34	DCR|3VULN|2DMG|1DUR|1ASPD	178FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|9ASPD|aDUR
366	23223 15621	   	169.34	DCR|3VULN|2DMG|1DUR|1ASPD	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8ASPD|9DUR|aRMIN
367	23223 15622	   	169.34	DCR|3VULN|2DMG|1DUR|1ASPD	17FEWX|2aBEXP|347VULN|57DMG|6RCR|7BPWR|8ASPD|9DUR
368	23223 15626	   	169.34	DCR|3VULN|2DMG|1ASPD|1DUR	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8ASPD|9DUR|aCGEN
369	16135 42428	   	169.31	DCR|2AART|2DMG|3DUR|2ASPD	15AART|2MBVNT|38ASPD|48DMG|68aDUR|7RCR|8BPWR|9BELT
370	16135 42431	   	169.31	DCR|2AART|2DMG|3DUR|2ASPD	15AART|2MBVNT|38ASPD|48DMG|68aDUR|7RCR|8BPWR|9LHND
371	42522 33315	   	169.20	ACR|2VULN|2AART|1DMG|1ZMB	1ERES|2ZMB|3RCR|45VULN|6LWND|7CGEN|8aAART|9DMG
372	11364 13422	   	169.19	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2LWND|3RCVC|45CDMG|6aVULN|7DMG|8RCR|9BEXP
373	23223 15121	   	169.11	DCR|3VULN|2DMG|1CDMG	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8LWND|9CDMG|aLHND
374	23223 15122	   	169.11	DCR|3VULN|2DMG|1CDMG	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8LWND|9CDMG|aRMIN
375	23223 15123	   	169.11	DCR|3VULN|2DMG|1CDMG	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8aLWND|9CDMG
376	23223 15125	   	169.11	DCR|3VULN|2DMG|1CDMG	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8LWND|9CDMG|aBELT
377	23223 15561	   	169.11	DCR|3VULN|2DMG|1CDMG	178FEWX|2aBEXP|347VULN|57DMG|6RCR|7BPWR|9CDMG
378	23223 15563	   	169.11	DCR|3VULN|2DMG|1CDMG	178FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|9CDMG|aLWND
379	21421 25513	   	169.08	DCR|3VULN|1AART|1DMG	1FEWX|2AART|3RCVC|4MLV|57aVULN|6RCR|8LWND|9DMG
380	23223 15221	   	169.01	DCR|3VULN|2DMG|1CDMG	17FEWX|28BEXP|347VULN|57DMG|6RCR|7BPWR|9ERES|aCDMG
381	23223 15333	   	169.01	DCR|3VULN|2DMG|1CDMG	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8CGEN|9DUST|aCDMG
382	23223 15551	   	169.01	DCR|3VULN|2DMG|1CDMG	178FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|9ERES|aCDMG
383	13633 16621	 * 	168.96	DCR|4VULN|2DMG|1AART|1DUR|1SELL	1AART|2SELL|347aVULN|57DMG|67LIT|7BPWR|8DUR|9RCR
384	16135 42117	   	168.94	DCR|2AART|2DMG|1CDMG|1ASPD|1DUR	15AART|2MBVNT|3ASPD|4aDMG|6DUR|7RCR|8RCVC|9CDMG
385	26533 25131	 * 	168.94	ACR|3DMG|1AART|2CDMG|1DUR	128FEWX|28BPWR|3RCR|4DUR|578DMG|68CDMG|9AART|aLWND
386	26533 25132	   	168.94	ACR|3DMG|1AART|2CDMG|1DUR	128FEWX|28BPWR|3RCR|4DUR|578DMG|68CDMG|9AART|aLHND
387	26533 25133	   	168.94	ACR|3DMG|1AART|2CDMG|1DUR	128FEWX|28BPWR|3RCR|4DUR|578DMG|68CDMG|9AART|aCGEN
388	11246 43311	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1AART|2LWND|3FEWX|4DMG|5RCR|68aVULN|7DUR|9LHND
389	16136 12444	   	168.81	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1AART|2MBVNT|38ASPD|48DMG|568LHND|7RCR|8BPWR|9DUR|aVULN
390	16136 12451	   	168.81	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1AART|2MBVNT|38ASPD|48DMG|568LHND|7RCR|8BPWR|9VULN|aDUR
391	12413 23526	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RPLT|35LWND|45DMG|5BPWR|6LSRREG|7RCR|8DUR|9CDMG|aVULN
392	16135 42148	   	168.77	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	15AART|2MBVNT|3ASPD|4DMG|6DUR|7RCR|8RCVC|9VULN|aZMB
393	16254 12123	   	168.74	ACR|3DMG|1AART|1VULN|1DUR	1AART|2MBVNT|37LHND|479DMG|5RCR|67DUST|7BPWR|8DUR|aVULN
394	16654 43231	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1AART|2MBVNT|39aVULN|4DMG|5RCR|6LWND|7DUR|8BELT
395	16654 43311	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1AART|2MBVNT|38aVULN|4DMG|5RCR|6LWND|7DUR|9LHND
396	16254 12436	   	168.74	ACR|3DMG|1AART|1VULN|1DUR	1AART|2MBVNT|37LHND|478DMG|5RCR|67DUST|7BPWR|9VULN|aDUR
397	11531 15126	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LWND|3DLOT|4DUR|5DMG|6CDMG|7RCR|8BELT|9aVULN
398	11531 15533	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LWND|3DLOT|4DUR|5DMG|6CDMG|7RCR|8LHND|9aVULN
399	16137 15331	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MBVNT|3ASPD|4DMG|5CDMG|6LHND|7RCR|8RPLT|9aVULN
400	21421 32362	   	168.68	DCR|2AART|2VULN|1DMG|1ZMB	1FEWX|2aAART|3RCVC|4MLV|58VULN|6DMG|7ZMB|9RCR
401	52522 16212	 * 	168.64	ACR|4VULN|1AART|1ZMB	1CGEN|2ZMB|3RCR|459aVULN|6AART|7RPLT|8DUST
402	42524 33311	   	168.64	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1ERES|25ZMB|3RCR|45VULN|5BPWR|6LWND|7CGEN|8AART|9DMG|aDUR
403	11646 33423	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1AART|2LWND|3DUST|489DMG|5RCR|6MBVNT|7DUR|aVULN
404	16534 14624	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1AART|2MBVNT|3ERES|49aDMG|5RCR|6LHND|7VULN|8DUR
405	16654 43341	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1AART|2MBVNT|38aVULN|4DMG|5RCR|6LWND|7DUR|9DUST
406	16731 32484	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2MBVNT|34DMG|5VULN|6ERES|7RCR|8FEWX|9CDMG|aASPD
407	12313 23526	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RPLT|35DUST|45DMG|5BPWR|6LSRREG|7RCR|8DUR|9CDMG|aVULN
408	16137 45331	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MBVNT|3ASPD|4DMG|5CDMG|6DUST|7RCR|8RPLT|9aVULN
409	21431 32362	   	168.58	DCR|2AART|2VULN|1DMG|1ZMB	1FEWX|2aAART|3RCVC|4ERES|58VULN|6DMG|7ZMB|9RCR
410	13631 53262	   	168.57	DCR|3VULN|2DMG|1AART|1CDMG|1SELL	1AART|2SELL|345VULN|6RCR|79DMG|8CDMG|aLWND
411	21421 62316	   	168.52	DCR|2VULN|2DMG|1AART	1FEWX|2AART|3RCVC|4MLV|56VULN|7RCR|8DUST|9aDMG
412	12442 21214	   	168.42	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2RPLT|3LWND|459VULN|6DMG|7RMIN|8RCR|aASPD
413	16135 62143	   	168.42	DCR|2AART|2VULN|1DMG|1ASPD	15AART|2MBVNT|3ASPD|4DMG|6LWND|7RCR|8RCVC|9aVULN
414	21221 23513	   	168.41	DCR|2AART|2DMG|1VULN|1DUR	13FEWX|28AART|4MLV|5VULN|6RCR|7DUR|9aDMG
415	21243 25513	   	168.41	DCR|2AART|2DMG|1VULN|1DUR	13FEWX|28AART|4DUR|5CGEN|6RCR|7VULN|9aDMG
416	12313 64136	   	168.37	DCR|3DMG|1AART|1CDMG|1ZMB	1AART|2RPLT|35DUST|458DMG|5BPWR|6ZMB|7RCR|9RMIN|aCDMG
417	26533 25112	   	168.34	ACR|3DMG|1AART|2CDMG|1DUR	128FEWX|28BPWR|3RCR|4DUR|578DMG|68CDMG|9LWND|aAART
418	13631 53263	   	168.33	DCR|3VULN|2DMG|1AART|1CDMG|2SELL	1AART|2aSELL|345VULN|6RCR|79DMG|8CDMG
419	12342 21214	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2RPLT|3DUST|459VULN|6DMG|7RMIN|8RCR|aASPD
420	16135 32143	   	168.32	DCR|2AART|2VULN|1DMG|1ASPD	15AART|2MBVNT|3ASPD|4DMG|6LEGI|7RCR|8RCVC|9aVULN
421	52522 15111	   	168.29	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|457VULN|6AART|8RPLT|9CDMG|aFEWX
422	52522 15113	   	168.29	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|457VULN|6AART|8RPLT|9CDMG|aLHND
423	52522 16311	   	168.29	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|458VULN|6AART|7RPLT|9CDMG|aFEWX
424	52522 16313	   	168.29	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|458VULN|6AART|7RPLT|9CDMG|aLHND
425	11521 15325	   	168.29	DCR|2DMG|1AART|1VULN|2CDMG	1AART|28LWND|3DLOT|4LHND|58DMG|68CDMG|7RCR|8BPWR|9BELT|aVULN
426	11521 15342	   	168.29	DCR|2DMG|1AART|1VULN|2CDMG	1AART|28LWND|3DLOT|4LHND|58DMG|68CDMG|7RCR|8BPWR|9LIT|aVULN
427	42522 15111	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3RCR|457VULN|6AART|8RPLT|9CDMG|aFEWX
428	42522 15113	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3RCR|457VULN|6AART|8RPLT|9CDMG|aLHND
429	42522 16311	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3RCR|458VULN|6AART|7RPLT|9CDMG|aFEWX
430	42522 16313	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3RCR|458VULN|6AART|7RPLT|9CDMG|aLHND
431	52522 11622	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|45aVULN|6AART|7DUST|8CDMG|9LWND
432	52522 15112	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|457VULN|6AART|8RPLT|9CDMG|aLEGI
433	52522 16312	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|458VULN|6AART|7RPLT|9CDMG|aLEGI
434	42522 15112	   	168.09	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3RCR|457VULN|6AART|8RPLT|9CDMG|aLEGI
435	42522 16312	   	168.09	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3RCR|458VULN|6AART|7RPLT|9CDMG|aLEGI
436	52522 11612	   	168.09	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|45aVULN|6AART|7DUST|8CDMG|9MBVNT
437	11242 22253	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LWND|3FEWX|4DMG|5ERES|6aVULN|7ZMB|8CDMG|9RCR
438	11242 22255	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2LWND|3FEWX|4aDMG|5ERES|6VULN|7ZMB|8CDMG|9RCR
439	12312 52351	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3aDUST|4aDMG|58VULN|6DUR|7aMLV|9RCR|aBPWR
440	12412 51351	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3aLWND|4aDMG|57VULN|6DUR|8aTLV|9RCR|aBPWR
441	11362 43232	   	167.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2LWND|3RCVC|4CDMG|5DUST|6RCR|7DMG|8ZMB|9ASPD|aVULN
442	12342 21154	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2RPLT|3DUST|45VULN|68DMG|7RMIN|9RCR|aASPD
443	16611 35231	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|3aVULN|4BEXP|57DMG|6BELT|8ASPD|9RCR
444	16731 14231	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|34DMG|5aVULN|6BELT|7FEWX|8ASPD|9RCR
445	16731 18231	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|34DMG|5aVULN|6BELT|7BEXP|8ASPD|9RCR
446	16733 12231	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|34DMG|5LHND|6BELT|7aVULN|8ASPD|9RCR
447	26523 22324	   	167.84	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	12FEWX|2BPWR|3RCR|47VULN|5DMG|6CDMG|8DUR|9RCVC|aAART
448	12416 12511	   	167.82	DCR|2VULN|2DMG|1AART	1AART|2RPLT|3aLWND|4aDMG|5TLV|6FEWX|7RCR|8RCVC|9aVULN|aBPWR
449	16632 51442	   	167.79	DCR|2AART|2VULN|1CDMG|2DUR	19AART|2MBVNT|3aVULN|45DUR|6RCR|7BELT|8CDMG
450	52533 22314	   	167.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2ZMB|3RCR|4DUR|5DMG|6CDMG|7VULN|8AART|9MLV|aASPD
451	12312 51351	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3aDUST|4aDMG|57VULN|6DUR|8aTLV|9RCR|aBPWR
452	12312 53351	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3aDUST|4aDMG|58VULN|6DUR|7aTLV|9RCR|aBPWR
453	11141 15421	 * 	167.72	DCR|3VULN|1AART|2ZMB|1CDMG	1AART|27LWND|35LIT|47aVULN|67ZMB|7BPWR|8CDMG|9RCR
454	51282 12253	   	167.72	DCR|3DMG|1AART|1VULN|1DUR	18CGEN|2MBVNT|34aDMG|5DUR|6AART|7RCR|9VULN
455	52522 21622	   	167.69	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|45aVULN|6LHND|7AART|8CDMG|9LWND
456	42533 22314	   	167.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCR|4DUR|5DMG|6CDMG|7VULN|8AART|9MLV|aASPD
457	11361 45132	   	167.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|29LWND|3RCVC|4CDMG|5aVULN|6RCR|7BEXP|8DMG
458	12411 52321	   	167.62	DCR|2VULN|2DMG|1AART	1AART|2RPLT|3aLWND|4aDMG|5BEXP|6CGEN|7RCR|8aVULN|9RCVC|aBPWR
459	16731 22123	   	167.62	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6RMIN|7RCR|8RCVC|9LWND
460	16731 22135	   	167.62	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6RMIN|7RCR|8RCVC|9CGEN
461	16731 22145	   	167.62	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6RMIN|7RCR|8RCVC|9LIT
462	16731 22152	   	167.62	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|59VULN|6RMIN|7RCR|8RCVC|aLHND
463	16731 22153	   	167.62	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|59VULN|6RMIN|7RCR|8RCVC|aLIT
464	16731 62123	   	167.62	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6MLV|7RCR|8RCVC|9LWND
465	16733 22153	   	167.62	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5LHND|6RMIN|7RCR|8RCVC|9aVULN
466	52522 21612	   	167.59	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|45aVULN|6LHND|7AART|8CDMG|9MBVNT
467	52522 31612	   	167.59	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|45aVULN|6LWND|7AART|8CDMG|9MBVNT
468	12416 12321	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2RPLT|3aLWND|4aDMG|5TLV|6FEWX|7RCR|8aVULN|9RCVC|aBPWR
469	16731 32123	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6ERES|7RCR|8RCVC|9LWND
470	16731 32135	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6ERES|7RCR|8RCVC|9CGEN
471	16731 32145	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6ERES|7RCR|8RCVC|9LIT
472	16731 32152	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|59VULN|6ERES|7RCR|8RCVC|aLHND
473	16731 32153	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|59VULN|6ERES|7RCR|8RCVC|aLIT
474	16452 42153	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|3LWND|46DMG|5ERES|7RCR|8RCVC|9aVULN
475	16731 22151	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|59VULN|6RMIN|7RCR|8RCVC|aVENICY
476	16732 42153	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5ERES|6BEXP|7RCR|8RCVC|9aVULN
477	16733 32153	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5LHND|6ERES|7RCR|8RCVC|9aVULN
478	16734 32153	   	167.52	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5RMIN|6LEGI|7RCR|8RCVC|9aVULN
479	21221 25316	   	167.51	DCR|2VULN|2DMG|1AART	13FEWX|2AART|4MLV|57VULN|6RCR|8DUST|9aDMG
480	16734 42461	   	167.50	DCR|3DMG|2AART|2DUR	19AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|aLHND
481	16734 42462	   	167.50	DCR|3DMG|2AART|2DUR	19AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|aMLV
482	16845 12232	   	167.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2MBVNT|3AIRHEA|469VULN|5DMG|7ZMB|8MLV|aRCR
483	16845 12422	   	167.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2MBVNT|3AIRHEA|468VULN|5DMG|7ZMB|9MLV|aRCR
484	21463 43232	   	167.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2AART|3RCVC|4CDMG|5LWND|6RCR|7DMG|8ZMB|9ASPD|aVULN
485	12416 42321	   	167.42	DCR|2VULN|2DMG|1AART	1AART|2RPLT|3aLWND|4aDMG|5TLV|6DUST|7RCR|8aVULN|9RCVC|aBPWR
486	16731 32151	   	167.42	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|59VULN|6ERES|7RCR|8RCVC|aAIRHEA
487	21461 43214	   	167.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2AART|3RCVC|4CDMG|5VULN|6RCR|7DMG|8ZMB|9MBVNT|aASPD
488	16731 22443	   	167.32	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6RMIN|7RCR|8LWND|9RCVC
489	16731 62443	   	167.32	DCR|2VULN|2DMG|1AART	1AART|2MBVNT|34DMG|5aVULN|6MLV|7RCR|8LWND|9RCVC
490	11321 62264	   	167.28	DCR|3VULN|1AART|1DMG	1AART|2LWND|3RCVC|4MLV|56aVULN|7RCR|8RMIN|9DMG
491	11321 62413	   	167.28	DCR|3VULN|1AART|1DMG	1AART|2LWND|3RCVC|4MLV|56aVULN|7RCR|8FEWX|9DMG
492	15321 62413	   	167.28	DCR|3VULN|1AART|1DMG	1AART|2LHND|3RCVC|4MLV|56aVULN|7RCR|8FEWX|9DMG
493	51284 13743	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2MBVNT|34DMG|5aVULN|6AART|7LIT|8RCR|9ASPD
494	11321 62164	   	167.18	DCR|3VULN|1AART|1DMG	1AART|2LWND|3RCVC|4MLV|56aVULN|7RCR|8NUKE|9DMG
495	26523 23115	   	167.13	ACR|2VULN|2DMG|2CDMG|1DUR	127FEWX|27BPWR|3RCR|4aVULN|57DMG|67CDMG|8MLV|9DUR
