0	Index      	 *	Score 	Summary	Detail	
1	31542 53112	 * 	187.22	DCR|3DMG|1AART|1VULN|2DUR|1ZMB	17DUR|2ZMB|379DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|aAART
330	61362 25312	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3CDMG|4ERES|5DMG|6RCVC|7RCR|8DUR|9AART|aVULN
331	31361 26224	   	159.81	ACR|2VULN|3ZMB|1DMG|1DUR|1ASPD	1DUR|237ZMB|48VULN|5RCR|6TLV|9ASPD|aDMG
332	31361 26234	   	159.81	ACR|2VULN|3ZMB|1DMG|1DUR|1ASPD	1DUR|237ZMB|48VULN|5RCR|6TLV|9DMG|aASPD
333	26532 32314	   	159.79	ACR|3DMG|1AART|1CDMG	1MLV|2RCR|378DMG|4LIT|5BEXP|6RCVC|9CDMG|aAART
334	61261 25111	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	13LWND|2ZMB|47VULN|5RCR|6TLV|89DMG|aCDMG
335	42412 12613	 * 	159.75	ACR|2VULN|2DMG|2CDMG|1SELL	1TLV|2aCDMG|3RCR|4LIT|5LWND|6aVULN|7SELL|8DUST|9aDMG|aBPWR
336	26134 23131	 * 	159.74	ACR|4VULN|1AART	18MLV|2RCR|3CGEN|48LIT|5RPLT|689aVULN|7AART|8BPWR
337	22432 33142	   	159.69	ACR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5FLTHEA|6LWND|7aDMG|8MBVNT|9AART
338	22461 12151	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3RCR|4ERES|5LIT|6aVULN|7DMG|8TLV|9AART
339	26533 53311	   	159.69	ACR|3DMG|2VULN	1MLV|2RCR|378DMG|4LIT|5aVULN|6FEWX|9RCVC
340	42432 33142	   	159.59	ACR|2DMG|1AART|2CDMG|1FLTHEA	1TLV|24CDMG|3RCR|5FLTHEA|6LWND|7aDMG|8MBVNT|9AART
341	26414 23131	   	159.54	ACR|4VULN|1AART	18MLV|2RCR|3LIT|48ERES|5RPLT|689aVULN|7AART|8BPWR
342	46134 23131	   	159.54	ACR|4VULN|1AART	18TLV|2RCR|3CGEN|48LIT|5RPLT|689aVULN|7AART|8BPWR
343	22315 52113	   	159.53	DCR|2VULN|2DMG|2CDMG|1SELL	1MLV|2aCDMG|3FEWX|4LIT|5aVULN|6RCR|7SELL|8LHND|9aDMG|aBPWR
344	26323 33262	   	159.43	ACR|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR|1ASPD	1MLV|2RCR|3ZMB|4FEWX|5CDMG|6ASPD|7VULN|8FLTHEA|9DUR|aDMG
345	22315 52613	   	159.43	DCR|2VULN|2DMG|2CDMG|1SELL	1MLV|2aCDMG|3FEWX|4LIT|5aVULN|6RCR|7SELL|8DUST|9aDMG|aBPWR
346	42315 52113	   	159.43	DCR|2VULN|2DMG|2CDMG|1SELL	1TLV|2aCDMG|3FEWX|4LIT|5aVULN|6RCR|7SELL|8LHND|9aDMG|aBPWR
347	26513 14533	   	159.39	ACR|3DMG|2VULN	18MLV|2RCR|389DMG|4BEXP|5MBVNT|6DUST|78VULN|8BPWR|aRCVC
348	26523 14533	   	159.39	ACR|3DMG|2VULN	18MLV|2RCR|389DMG|4FEWX|5MBVNT|6DUST|78VULN|8BPWR|aRCVC
349	26533 52223	   	159.39	ACR|3VULN|2DMG	1MLV|2RCR|39DMG|4LIT|578VULN|6FEWX|aRCVC
350	33336 25342	   	159.06	DCR|2VULN|1AART|1DMG|2DUR	12DUR|3RPLT|4DMG|5BEXP|6AART|7RCR|8aVULN|9RCVC
351	26333 52114	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2RCR|3ZMB|4LIT|57VULN|6FEWX|8LHND|9DMG|aAART
352	26511 12222	   	158.98	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR	1MLV|2RCR|39DMG|4BEXP|5TLV|6DUR|7FLTHEA|8VULN|aCDMG
353	26521 12222	   	158.98	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR	1MLV|2RCR|39DMG|4FEWX|5TLV|6DUR|7FLTHEA|8VULN|aCDMG
354	26561 12222	   	158.98	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR	1MLV|2RCR|39DMG|4LWND|5TLV|6DUR|7FLTHEA|8VULN|aCDMG
355	26441 32222	   	158.94	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCR|3LIT|4DUR|5ZMB|6RCVC|78VULN|9DMG|aCDMG
356	22413 32365	   	158.88	ACR|3DMG|1VULN|1CDMG|1ASPD	18MLV|2CDMG|3RCR|48LIT|5ASPD|6FEWX|789DMG|8BPWR|aVULN
357	26513 14242	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2RCR|3DMG|4BEXP|5MBVNT|6DUST|78VULN|9ZMB|aAART
358	22413 22365	   	158.78	ACR|3DMG|1VULN|1CDMG|1ASPD	18MLV|2CDMG|3RCR|48LIT|5ASPD|6DUST|789DMG|8BPWR|aVULN
359	11523 61336	   	158.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ZMB|3aDMG|4BEXP|5AART|6LSRREG|7ASPD|8VULN|9RCR
360	31521 21543	   	158.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ZMB|3DMG|4FEWX|56TLV|7aVULN|8RCR|9AART
361	22251 12263	   	158.76	DCR|2AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1MLV|2CDMG|37AART|49ASPD|5VULN|6ZMB|8DUR|aRCR
362	22252 32533	   	158.74	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1MLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8DMG|9VULN|aRMIN
363	22252 32534	   	158.74	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1MLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8DMG|9VULN|aLWND
364	22252 32536	   	158.74	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1MLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8DMG|9VULN|aCGEN
365	22252 32235	   	158.74	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1MLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8CGEN|9VULN|aDMG
366	22435 21533	   	158.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1MLV|24CDMG|3RCR|5VULN|6RCVC|7DMG|8AART|9DUR|aLIT
367	22252 32531	   	158.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1MLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8DMG|9VULN|aBASHEA
368	22252 32532	   	158.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1MLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8DMG|9VULN|aTLV
369	42252 32235	   	158.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1TLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8CGEN|9VULN|aDMG
370	42252 32533	   	158.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1TLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8DMG|9VULN|aCGEN
371	22251 26411	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3AART|4ASPD|5VULN|6DMG|7RPLT|8RCR|9BEXP|aZMB
372	22251 26431	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3AART|4ASPD|5VULN|6DMG|7RPLT|8RCR|9FEWX|aZMB
373	31332 53115	 * 	158.61	DCR|3ZMB|1VULN|1DMG|2ASPD|2DUR	17DUR|23aZMB|47ASPD|57TLV|6RCR|7BPWR|8VULN|9DMG
374	22422 21426	   	158.59	ACR|3DMG|1AART|1CDMG	1MLV|2CDMG|3RCR|4RMIN|579DMG|6RCVC|8AART|aLWND
375	22415 22136	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2CDMG|3RCR|4LIT|59aVULN|6ASPD|7DMG|8TLV
376	26533 32361	   	158.58	ACR|2VULN|2DMG|1CDMG	1MLV|2RCR|38DMG|4LIT|57VULN|6RCVC|9RMIN|aCDMG
377	31632 54111	   	158.56	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB|1SELL	17DUR|2ZMB|3SELL|4CDMG|5TLV|6RCR|8VULN|9aDMG
378	22435 21532	   	158.56	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1MLV|24CDMG|3RCR|5VULN|6RCVC|7DMG|8AART|9DUR|aTLV
379	22436 21531	   	158.56	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1MLV|24CDMG|3RCR|5LEGI|6RCVC|7DMG|8AART|9DUR|aVULN
380	42252 32531	   	158.54	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1TLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8DMG|9VULN|aBASHEA
381	42252 32532	   	158.54	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1aTLV|25CDMG|3AART|4ASPD|6RCR|7DMSP|8DMG|9VULN
382	33332 25123	   	158.54	DCR|2VULN|2DMG|3DUR	128DUR|3RPLT|48DMG|56RCVC|7RCR|8BPWR|9aVULN
383	36332 25123	   	158.54	DCR|2VULN|2DMG|3DUR	128DUR|28BPWR|3RPLT|48DMG|56RCVC|7RCR|9aVULN
384	22435 41322	 * 	158.52	ACR|2VULN|3CDMG|1AART|1ASPD	1MLV|247CDMG|3RCR|58VULN|6ASPD|9BEXP|aAART
385	22422 21421	   	158.49	ACR|3DMG|1AART|1CDMG	1MLV|2CDMG|3RCR|4RMIN|579DMG|6RCVC|8AART|aDUST
386	26163 26231	 * 	158.49	ACR|3VULN|1AART|1CDMG	1MLV|2RCR|3CGEN|4LWND|5CDMG|69aVULN|7LIT|8AART
387	26331 25224	   	158.44	ACR|3VULN|1DMG|1ZMB|1ASPD	1MLV|2RCR|3ZMB|4LIT|5CGEN|68aVULN|7ASPD|9DMG
388	26331 21324	   	158.44	ACR|3DMG|1VULN|1ZMB|1DUR	1MLV|2RCR|3ZMB|4LIT|5CGEN|6VULN|789DMG|aDUR
389	26333 61324	   	158.44	ACR|3DMG|1VULN|1ZMB|1DUR	1MLV|2RCR|3ZMB|4LIT|5VULN|6RMIN|789DMG|aDUR
390	22435 41332	   	158.42	ACR|2VULN|3CDMG|1AART|1ASPD	1MLV|247CDMG|3RCR|58VULN|6ASPD|9DUST|aAART
391	33331 32354	 * 	158.40	DCR|3DMG|1AART|3DUR|1ASPD	128DUR|3RPLT|46aDMG|5ASPD|7AART|9RCR
392	36331 32354	   	158.40	DCR|3DMG|1AART|3DUR|1ASPD	128DUR|2BPWR|3RPLT|46aDMG|5ASPD|7AART|9RCR
393	65212 12421	 * 	158.40	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1LWND|25VULN|3ASPD|4FEWX|6DUR|7FLTHEA|8RCR|9DMG|aCDMG
394	65222 12421	   	158.40	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1LWND|25VULN|3ASPD|4BEXP|6DUR|7FLTHEA|8RCR|9DMG|aCDMG
395	22462 21421	   	158.39	ACR|3DMG|1AART|1CDMG	1MLV|2CDMG|3RCR|4ERES|579DMG|6RCVC|8AART|aDUST
396	42422 21421	   	158.39	ACR|3DMG|1AART|1CDMG	1TLV|2CDMG|3RCR|4RMIN|579DMG|6RCVC|8AART|aDUST
397	26263 26231	   	158.39	ACR|3VULN|1AART|1CDMG	1MLV|2RCR|3LWND|4ERES|5CDMG|69aVULN|7LIT|8AART
398	22422 51411	   	158.37	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	16MLV|2CDMG|3RCR|4RMIN|57DMG|8AART|9ASPD|aZMB
399	31431 61248	   	158.36	ACR|2VULN|2DMG|2DUR|1ZMB	16DUR|2ZMB|3LIT|4MBVNT|5RCR|7aDMG|89VULN
400	31361 35263	   	158.36	ACR|2VULN|3ZMB|1DMG|2DUR	19DUR|239ZMB|47VULN|5RCR|6DUST|89LIT|9BPWR|aDMG
401	26335 21324	   	158.34	ACR|3DMG|1VULN|1ZMB|1DUR	1MLV|2RCR|3ZMB|4LIT|5ERES|6VULN|789DMG|aDUR
402	46331 21324	   	158.34	ACR|3DMG|1VULN|1ZMB|1DUR	1TLV|2RCR|3ZMB|4LIT|5CGEN|6VULN|789DMG|aDUR
403	15212 12421	   	158.30	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1DUST|25VULN|3ASPD|4FEWX|6DUR|7FLTHEA|8RCR|9DMG|aCDMG
404	15222 12421	   	158.30	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1DUST|25VULN|3ASPD|4BEXP|6DUR|7FLTHEA|8RCR|9DMG|aCDMG
405	15232 12421	   	158.30	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1DUST|25VULN|3ASPD|4LWND|6DUR|7FLTHEA|8RCR|9DMG|aCDMG
406	15242 12421	   	158.30	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1DUST|25VULN|3ASPD|4LHND|6DUR|7FLTHEA|8RCR|9DMG|aCDMG
407	35344 13843	 * 	158.30	DCR|3VULN|1AART|1FLTHEA|2DUR	15DUR|259VULN|3RPLT|4MBVNT|5BPWR|6FLTHEA|7LHND|8AART|aRCR
408	22251 11243	   	158.29	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	19MLV|2CDMG|3AART|4ASPD|57VULN|6ZMB|8DUR|aRCR
409	31361 13111	   	158.28	ACR|2DMG|1VULN|2ZMB|1CDMG|2DUR	16DUR|23ZMB|4VULN|5RCR|7NUKE|89DMG|aCDMG
410	31361 13135	   	158.28	ACR|2DMG|1VULN|2ZMB|1CDMG|2DUR	16DUR|23ZMB|4VULN|5RCR|7NUKE|8aDMG|9CDMG
411	31361 13141	   	158.28	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR	16DUR|23ZMB|49VULN|5RCR|7NUKE|8DMG|aCDMG
412	22215 52325	   	158.28	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3AART|4BEXP|5LIT|6aVULN|7LHND|8RCR|9DMG
413	22233 52325	   	158.28	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3AART|4LIT|5BEXP|6aVULN|7LHND|8RCR|9DMG
414	31361 11315	   	158.26	ACR|2VULN|3ZMB|1DMG|2DUR	16DUR|23aZMB|47VULN|5RCR|8LHND|9DMG
415	31361 26431	   	158.26	ACR|2VULN|3ZMB|1DMG|2DUR	18DUR|237ZMB|48VULN|5RCR|68TLV|8BPWR|9DMG|aFEWX
416	31361 26433	   	158.26	ACR|2VULN|3ZMB|1DMG|2DUR	18DUR|237ZMB|48VULN|5RCR|68TLV|8BPWR|9DMG|aBEXP
417	22421 32365	 * 	158.26	ACR|3DMG|1VULN|2CDMG	18MLV|28CDMG|3RCR|4RMIN|5LIT|6FEWX|789DMG|8BPWR|aVULN
418	26511 21632	   	158.18	ACR|3VULN|2DMG	19MLV|2RCR|39DMG|4BEXP|5TLV|689VULN|7aRMIN|9BPWR
419	26511 22225	   	158.18	ACR|3VULN|2DMG	17MLV|2RCR|37DMG|49BEXP|5TLV|67aVULN|7BPWR|8LIT
420	26511 22243	   	158.18	ACR|3VULN|2DMG	17MLV|2RCR|37DMG|4BEXP|5TLV|67aVULN|7BPWR|8LIT|9RPLT
421	26511 22261	   	158.18	ACR|3DMG|2VULN	17MLV|2RCR|379DMG|4BEXP|5TLV|67VULN|7BPWR|8LIT|aRPLT
422	26511 22262	   	158.18	ACR|3DMG|2VULN	17MLV|2RCR|379DMG|4BEXP|5TLV|67VULN|7BPWR|8LIT|aLHND
423	26511 23532	   	158.18	ACR|3VULN|2DMG	19MLV|2RCR|39DMG|4BEXP|5TLV|679VULN|8aRMIN|9BPWR
424	26521 21531	   	158.18	ACR|3DMG|2VULN	19MLV|2RCR|39aDMG|48FEWX|5TLV|69VULN|7RMIN|9BPWR
425	26521 22243	   	158.18	ACR|3VULN|2DMG	17MLV|2RCR|37DMG|4FEWX|5TLV|67aVULN|7BPWR|8LIT|9RPLT
426	26521 22261	   	158.18	ACR|3DMG|2VULN	17MLV|2RCR|379DMG|4FEWX|5TLV|67VULN|7BPWR|8LIT|aRPLT
427	26521 22262	   	158.18	ACR|3DMG|2VULN	17MLV|2RCR|379DMG|4FEWX|5TLV|67VULN|7BPWR|8LIT|aLHND
428	26521 23532	   	158.18	ACR|3VULN|2DMG	19MLV|2RCR|39DMG|4FEWX|5TLV|679VULN|8aRMIN|9BPWR
429	26531 21234	   	158.18	ACR|3DMG|2VULN	1aMLV|2RCR|37aDMG|48LIT|5CGEN|6aVULN|9MBVNT|aBPWR
430	22262 12631	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3AART|4DUST|5BEXP|6LHND|7aVULN|8RCR|9DMG
431	42233 52325	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2CDMG|3AART|4LIT|5BEXP|6aVULN|7LHND|8RCR|9DMG
432	31361 11515	   	158.16	ACR|2VULN|3ZMB|1DMG|2DUR	16DUR|23aZMB|47VULN|5RCR|8DUST|9DMG
433	22421 22365	   	158.16	ACR|3DMG|1VULN|2CDMG	18MLV|28CDMG|3RCR|4RMIN|5LIT|6DUST|789DMG|8BPWR|aVULN
434	33411 42336	 * 	158.14	DCR|2DMG|1VULN|2CDMG|3DUR	128DUR|38CDMG|4LHND|5LIT|6RCR|78DMG|8BPWR|9DUST|aVULN
435	42252 35232	   	158.12	DCR|1AART|1VULN|2CDMG|1ZMB|1DUR|1ASPD	1TLV|25CDMG|3AART|4ASPD|6RCR|7ZMB|8DUR|9RCVC|aVULN
436	21511 22526	   	158.11	DCR|2VULN|2DMG|1AART	17MLV|2LWND|37DMG|49BEXP|5TLV|67VULN|7BPWR|8RCR|aAART
437	21511 22534	   	158.11	DCR|2VULN|2DMG|1AART	17MLV|2LWND|37DMG|4BEXP|5TLV|67VULN|7BPWR|8RCR|9LIT|aAART
438	26222 42315	   	158.08	ACR|3DMG|2VULN	1MLV|2RCR|3LWND|4BEXP|5aVULN|6LIT|789DMG
439	26422 21225	   	158.08	ACR|3VULN|2DMG	1MLV|2RCR|3LIT|45BEXP|68aVULN|79DMG
440	26422 21321	   	158.08	ACR|3DMG|2VULN	1MLV|2RCR|3LIT|45BEXP|6aVULN|789DMG
441	26434 21224	   	158.08	ACR|3VULN|2DMG	15MLV|2RCR|35LIT|4MBVNT|5BPWR|68aVULN|79DMG
442	26434 21321	   	158.08	ACR|3DMG|2VULN	15MLV|2RCR|35LIT|4MBVNT|5BPWR|6aVULN|789DMG
443	26511 22141	   	158.08	ACR|3DMG|2VULN	17MLV|2RCR|37aDMG|49BEXP|5TLV|67VULN|7BPWR|8ERES
444	26511 22161	   	158.08	ACR|3DMG|2VULN	17MLV|2RCR|37aDMG|4BEXP|5TLV|67VULN|7BPWR|8ERES|9DMSP
445	26513 14534	   	158.08	ACR|3DMG|2VULN	18MLV|2RCR|389DMG|4BEXP|5MBVNT|6DUST|78VULN|8BPWR|aLHND
446	26523 14534	   	158.08	ACR|3DMG|2VULN	18MLV|2RCR|389DMG|4FEWX|5MBVNT|6DUST|78VULN|8BPWR|aLHND
447	26531 21421	   	158.08	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|4LIT|5CGEN|6aVULN|8RMIN
448	26533 12121	   	158.08	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|4LIT|5aVULN|68LHND
449	26533 12221	   	158.08	ACR|3DMG|2VULN	18MLV|2RCR|379DMG|4LIT|5aVULN|6LHND
450	26533 12321	   	158.08	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|48LIT|5aVULN|6LHND
451	26533 51321	   	158.08	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|5aVULN|67FEWX
452	26533 52221	   	158.08	ACR|3VULN|2DMG	1MLV|2RCR|39DMG|4LIT|578VULN|6FEWX|aCGEN
453	26533 53321	   	158.08	ACR|3DMG|2VULN	19MLV|2RCR|378DMG|4LIT|5aVULN|6FEWX
454	26561 22131	   	158.08	ACR|3DMG|2VULN	17MLV|2RCR|37aDMG|49LWND|5TLV|67VULN|7BPWR|8ERES
455	42262 12631	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2CDMG|3AART|4DUST|5BEXP|6LHND|7aVULN|8RCR|9DMG
456	26135 41223	   	157.98	ACR|3VULN|2DMG	1MLV|2RCR|3CGEN|4LIT|5ERES|68aVULN|79DMG
457	26135 41321	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|3CGEN|4LIT|5ERES|6aVULN|789DMG
458	26411 41223	   	157.98	ACR|3VULN|2DMG	1MLV|2RCR|3LIT|4ERES|5CGEN|68aVULN|79DMG
459	26411 41321	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|3LIT|4ERES|5CGEN|6aVULN|789DMG
460	26413 61321	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|3LIT|4ERES|5aVULN|6RMIN|789DMG
461	26511 23613	   	157.98	ACR|3DMG|2VULN	18MLV|2RCR|39aDMG|4BEXP|5TLV|67VULN
462	26513 14531	   	157.98	ACR|3DMG|2VULN	18MLV|2RCR|389DMG|4BEXP|5MBVNT|6DUST|78VULN|8BPWR|aERES
463	26521 23613	   	157.98	ACR|3DMG|2VULN	18MLV|2RCR|39aDMG|4FEWX|5TLV|67VULN
464	26523 14531	   	157.98	ACR|3DMG|2VULN	18MLV|2RCR|389DMG|4FEWX|5MBVNT|6DUST|78VULN|8BPWR|aERES
465	26531 22223	   	157.98	ACR|3VULN|2DMG	1MLV|2RCR|39DMG|4LIT|5CGEN|68aVULN|7ERES
466	26531 22321	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|5CGEN|6aVULN|7ERES
467	26531 62223	   	157.98	ACR|3VULN|2DMG	1MLV|2RCR|39DMG|4LIT|5CGEN|6ERES|78aVULN
468	26531 62321	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|5CGEN|6ERES|7aVULN
469	26533 12422	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|4LIT|58VULN|6LHND|aERES
470	26533 52222	   	157.98	ACR|3VULN|2DMG	1MLV|2RCR|39DMG|4LIT|578VULN|6FEWX|aLEGI
471	26533 52322	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|57VULN|6FEWX|aERES
472	26533 53222	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|4LIT|58VULN|6FEWX|aERES
473	26533 62321	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|5aVULN|6RMIN|7ERES
474	26535 32223	   	157.98	ACR|3VULN|2DMG	1MLV|2RCR|39DMG|4LIT|5ERES|6CGEN|78aVULN
475	26535 32321	   	157.98	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|5ERES|6CGEN|7aVULN
476	46422 21321	   	157.98	ACR|3DMG|2VULN	1TLV|2RCR|3LIT|45BEXP|6aVULN|789DMG
477	46531 21234	   	157.98	ACR|3DMG|2VULN	1aTLV|2RCR|37aDMG|48LIT|5CGEN|6aVULN|9MBVNT|aBPWR
478	46533 12121	   	157.98	ACR|3DMG|2VULN	1TLV|2RCR|379DMG|4LIT|5aVULN|68LHND
479	22251 11163	   	157.97	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1MLV|2CDMG|3AART|49ASPD|57VULN|6ZMB|8FEWX|aRCR
480	22251 11663	   	157.97	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1MLV|2CDMG|3AART|49ASPD|57VULN|6ZMB|8BEXP|aRCR
481	26511 22263	   	157.94	ACR|3DMG|2VULN|1SELL	17MLV|2RCR|379DMG|4BEXP|5TLV|67VULN|7BPWR|8LIT|aSELL
482	26521 22263	   	157.94	ACR|3DMG|2VULN|1SELL	17MLV|2RCR|379DMG|4FEWX|5TLV|67VULN|7BPWR|8LIT|aSELL
483	35322 11125	   	157.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|29VULN|3RPLT|4CDMG|5DMG|6DUST|7AART|8CGEN|aRCR
484	22251 22535	 * 	157.91	3DMG|2AART|2VULN|2CDMG|1ASPD	18MLV|28CDMG|37AART|4ASPD|59VULN|68aDMG|8BPWR
485	26261 25311	   	157.88	ACR|3VULN|2DMG	1MLV|2RCR|3LWND|4ERES|5TLV|678VULN|9aDMG
486	26416 21321	   	157.88	ACR|3DMG|2VULN	1MLV|2RCR|3LIT|4ERES|5NUKE|6aVULN|789DMG
487	46434 21224	   	157.88	ACR|3VULN|2DMG	15TLV|2RCR|35LIT|4MBVNT|5BPWR|68aVULN|79DMG
488	46434 21321	   	157.88	ACR|3DMG|2VULN	15TLV|2RCR|35LIT|4MBVNT|5BPWR|6aVULN|789DMG
489	46531 22223	   	157.88	ACR|3VULN|2DMG	1TLV|2RCR|39DMG|4LIT|5CGEN|68aVULN|7ERES
490	46531 22321	   	157.88	ACR|3DMG|2VULN	1TLV|2RCR|389DMG|4LIT|5CGEN|6aVULN|7ERES
491	31361 11613	 * 	157.87	ACR|3VULN|3ZMB|3DUR	16aDUR|23aZMB|47aVULN|5RCR|8DMSP|9RPLT|aBPWR
492	22251 14363	   	157.87	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1MLV|2CDMG|3AART|49ASPD|58VULN|6ZMB|7DUST|aRCR
493	22321 42365	   	157.84	DCR|3DMG|1VULN|2CDMG	18MLV|28CDMG|3FEWX|4RMIN|5LIT|6RCR|789DMG|8BPWR|aVULN
494	26513 14532	   	157.84	ACR|3DMG|2VULN|1SELL	18MLV|2RCR|389DMG|4BEXP|5MBVNT|6DUST|78VULN|8BPWR|aSELL
495	26523 14532	   	157.84	ACR|3DMG|2VULN|1SELL	18MLV|2RCR|389DMG|4FEWX|5MBVNT|6DUST|78VULN|8BPWR|aSELL
496	42225 33211	   	157.82	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1TLV|2CDMG|38AART|4RCVC|5ZMB|6RCR|7DUR|9LHND|aVULN
497	42225 33251	   	157.82	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1TLV|2CDMG|38AART|4RCVC|5ZMB|6RCR|7DUR|9FEWX|aVULN
498	42225 33262	   	157.82	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1TLV|2CDMG|38AART|4RCVC|5ZMB|6RCR|7DUR|9CGEN|aVULN
499	42225 31236	   	157.82	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1TLV|2CDMG|38AART|4RCVC|5ZMB|6RCR|7LHND|9VULN|aDUR
500	35322 11525	   	157.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|29VULN|3RPLT|4CDMG|5DMG|6DUST|7AART|8ERES|aRCR
501	22415 13433	 * 	157.79	ACR|3VULN|3CDMG|2ASPD	1aMLV|279CDMG|3RCR|4LIT|56aVULN|8aASPD|aBPWR
502	42225 33242	   	157.72	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1TLV|2CDMG|38AART|4RCVC|5ZMB|6RCR|7DUR|9ERES|aVULN
503	33331 43124	   	157.71	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	12DUR|3RPLT|4DMG|5ASPD|6RCR|7ZMB|8ERES|9VULN|aAART
