0	Index      	 *	Score 	Summary	Detail	
1	63235 33263	 * 	202.60	ACR|2DMG|3ZMB|1AART|2CDMG|1VULN	1RCR|23aZMB|4AART|5VULN|6aCDMG|7CGEN|8LIT|9aDMG|aBPWR
334	63233 43521	   	175.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCR|23ZMB|4AART|5RPLT|6DMG|7aVULN|8TLV|9DUR
335	63235 24544	   	175.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCR|23ZMB|4AART|5aVULN|6MBVNT|7LWND|8DMG|9DUR
336	63233 42261	   	175.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCR|23ZMB|4AART|5RPLT|6DMG|7LEGI|89VULN|aDUR
337	63233 43213	   	175.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|4AART|5RPLT|6DMG|78VULN|9ASPD|aERES
338	63233 43216	   	175.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|4AART|5RPLT|6DMG|78VULN|9ASPD|aDLOT
339	63233 43221	   	175.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCR|23ZMB|4AART|5RPLT|6DMG|78VULN|9DUST|aDUR
340	63233 43226	   	175.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|4AART|5RPLT|6DMG|78VULN|9DUST|aASPD
341	63235 26212	   	175.74	ACR|3VULN|2AART|2ZMB	1RCR|23ZMB|4aAART|589VULN|6MBVNT|7LEGI
342	63233 53341	   	175.72	ACR|2AART|2VULN|3ZMB	1RCR|23aZMB|46AART|5RPLT|79VULN|8RCVC
343	22314 14432	   	175.66	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD|1MSE	1aVULN|2AART|3ASPD|4MSE|5ZMB|6RCR|78DMG|9CDMG
344	26632 32263	 * 	175.64	ACR|3DMG|2VULN|1CDMG|1ZMB	18VULN|2NUKE|3BELT|48LHND|5RCR|678DMG|8BPWR|9CDMG|aZMB
345	63211 21442	   	175.34	ACR|3VULN|2DMG|2ZMB	1RCR|23ZMB|459VULN|6MGNSTR|78DMG|aFEWX
346	63211 21443	   	175.34	ACR|3VULN|2DMG|2ZMB	1RCR|23ZMB|459VULN|6MGNSTR|78DMG|aBEXP
347	62361 43113	   	175.34	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2DUST|3DMSP|4DMG|59aVULN|6AART|7ASPD|8CGEN
348	66324 31223	   	175.34	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2DUR|3aCDMG|458VULN|6AART|7RPLT|9LWND
349	66324 31232	   	175.34	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2DUR|39CDMG|458VULN|6AART|7RPLT|aDMSP
350	66324 31233	   	175.34	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2DUR|39CDMG|458VULN|6AART|7RPLT|aLWND
351	22125 42252	   	175.27	DCR|3VULN|2DMG|1AART	157VULN|2AART|37ERES|4RPLT|67DMG|7BPWR|8LIT|9RCVC|aRCR
352	22252 11411	   	175.25	DCR|3VULN|2AART|1CDMG|1ASPD	149VULN|25AART|3RPLT|6CDMG|7RCR|8LHND|aASPD
353	22252 11635	   	175.25	DCR|3VULN|2AART|1CDMG|1DUR	149VULN|25AART|3RPLT|6CDMG|7RCR|8DMSP|aDUR
354	63215 32162	   	175.22	ACR|3VULN|3ZMB|1AART	1RCR|235ZMB|458VULN|58BPWR|68LWND|78BEXP|9AART|aNUKE
355	22252 11211	   	175.15	DCR|3VULN|2AART|1CDMG|1ASPD	149VULN|25AART|3RPLT|6CDMG|7RCR|8DUST|aASPD
356	61631 22141	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5LWND|6CDMG|78DMG|9LIT|aVULN
357	61633 13134	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6CGEN|78VULN|9BELT|aCDMG
358	61633 13621	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6CGEN|79VULN|8CDMG|aLWND
359	61633 13622	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6CGEN|79VULN|8CDMG|aMLV
360	61633 21143	   	175.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|59DMG|6ERES|7BEXP|8VULN|aCDMG
361	61633 22143	   	175.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|59DMG|6ERES|7LHND|8VULN|aCDMG
362	61633 23123	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6ERES|78VULN|9LHND|aCDMG
363	61633 23134	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6ERES|78VULN|9BELT|aCDMG
364	61633 23163	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6ERES|78VULN|9BEXP|aCDMG
365	61633 23621	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6ERES|79VULN|8CDMG|aLWND
366	61633 23622	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6ERES|79VULN|8CDMG|aMLV
367	61633 43133	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6LEGI|7MLV|89VULN|aCDMG
368	12525 26231	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|27AART|3CDMG|4DUST|58VULN|6RCR|9DMG|aBELT
369	12525 26233	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1aLHND|27AART|3CDMG|4DUST|58VULN|6RCR|9DMG
370	12543 26231	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|27AART|3CDMG|48VULN|5DUST|6RCR|9DMG|aBELT
371	12543 26233	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1aLHND|27AART|3CDMG|48VULN|5DUST|6RCR|9DMG
372	22521 26231	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|27AART|3CDMG|4DUST|5LWND|6RCR|9DMG|aBELT
373	22521 26233	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|27AART|3CDMG|4DUST|5LWND|6RCR|9DMG|aLHND
374	22521 26234	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|27AART|3CDMG|4DUST|5LWND|6RCR|9DMG|aRPLT
375	22521 26236	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|27AART|3CDMG|4DUST|5LWND|6RCR|9DMG|aFEWX
376	63534 31233	   	175.02	ACR|2VULN|2DMG|3ZMB	1RCR|278ZMB|3aVULN|4BELT|58FEWX|68DMG|8BPWR|9RCVC
377	63535 31233	   	175.02	ACR|2VULN|2DMG|3ZMB	1RCR|278ZMB|3aVULN|4BELT|58BEXP|68DMG|8BPWR|9RCVC
378	23323 66424	 * 	175.02	DCR|4VULN|1DMG|2ASPD|2DUR|1SELL	1489VULN|29DUR|3SELL|5MBVNT|69ASPD|7RCR|9BPWR|aDMG
379	22624 13613	   	175.01	DCR|3VULN|2AART|1ZMB|1ASPD	19aVULN|28AART|3LHND|4ASPD|5ZMB|6RCR|7CGEN
380	12632 64223	   	174.98	DCR|4VULN|1AART|1DMG	1LHND|2AART|3LWND|4FEWX|569aVULN|7DMG|8RCR
381	22614 34223	   	174.98	DCR|4VULN|1AART|1DMG	149aVULN|2AART|3LHND|5FEWX|6LWND|7DMG|8RCR
382	12552 43213	   	174.95	ACR|3DMG|2AART|2CDMG	1LHND|25AART|37CDMG|4RCR|6BASICY|89aDMG
383	66324 31322	   	174.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3CDMG|45VULN|6AART|7RPLT|8ERES|9RCVC|aDMG
384	22223 25541	   	174.93	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1aVULN|29AART|3RPLT|4DUST|5RCR|6ASPD|7ZMB|8DMG
385	22223 35541	   	174.93	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1aVULN|29AART|3RPLT|4DUST|5RCR|6DMG|7ZMB|8ASPD
386	12525 26232	   	174.92	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|27AART|3CDMG|4DUST|58VULN|6RCR|9DMG|aERES
387	12543 26232	   	174.92	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|27AART|3CDMG|48VULN|5DUST|6RCR|9DMG|aERES
388	22521 26226	   	174.92	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|27AART|3CDMG|49DUST|5LWND|6RCR|aDMG
389	22521 26232	   	174.92	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|27AART|3CDMG|4DUST|5LWND|6RCR|9DMG|aERES
390	22334 14225	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	18VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|9LWND|aDUR
391	22624 11613	   	174.91	DCR|3VULN|2AART|1ZMB|1ASPD	19aVULN|28AART|3LHND|4ASPD|5ZMB|6RCR|7ERES
392	66333 61112	   	174.89	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1RCR|29DUR|3CDMG|49BEXP|5DMG|6AART|7MLV|89ASPD|9BPWR|aVULN
393	22615 34223	   	174.88	DCR|4VULN|1AART|1DMG	149aVULN|2AART|3LHND|5LEGI|6LWND|7DMG|8RCR
394	21233 56335	 * 	174.86	ACR|3VULN|3ZMB|3CDMG|1DUR	19aVULN|2ERES|39aZMB|4RMIN|5RCR|6FEWX|7DUR|89aCDMG|9aBPWR
395	22223 62235	   	174.85	ACR|3VULN|2AART|1DMG	168VULN|2aAART|3RPLT|4DUST|5RCR|7RCVC|9DMG
396	22334 14132	   	174.81	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1aVULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|8DUST|9DUR
397	63233 36223	   	174.80	ACR|2VULN|3ZMB|1AART|2DUR	1RCR|239ZMB|4AART|5RPLT|69DUR|7BELT|89VULN|9BPWR|aCGEN
398	61226 32161	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2CANHEL|3TLV|4DMSP|57DMG|6DUR|89VULN|aAART
399	22223 53141	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2AART|3RPLT|4DUST|5RCR|6VENICY|7CDMG|9DMG
400	63212 42315	   	174.74	ACR|3VULN|2AART|2ZMB	1RCR|23ZMB|48aVULN|5LHND|69AART|7CGEN
401	65332 11253	   	174.74	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ERES|36aVULN|4BELT|5LIT|7AART|8DMG|9ASPD
402	22252 11652	   	174.73	DCR|3VULN|2AART|2CDMG	149VULN|25AART|3RPLT|69CDMG|7RCR|8DMSP|9BPWR|aCGEN
403	22252 11653	   	174.73	DCR|3VULN|2AART|2CDMG	149VULN|25AART|3RPLT|69CDMG|7RCR|8DMSP|9BPWR|aLIT
404	63233 36222	   	174.70	ACR|2VULN|3ZMB|1AART|2DUR	1RCR|239ZMB|4AART|5RPLT|69DUR|7BELT|89VULN|9BPWR|aERES
405	63233 36225	   	174.70	ACR|2VULN|3ZMB|1AART|2DUR	1RCR|239ZMB|4AART|5RPLT|69DUR|7BELT|89VULN|9BPWR|aDUST
406	61236 32161	   	174.67	ACR|2VULN|2DMG|1AART|1DUR	1RCR|24CANHEL|34TLV|4BPWR|57DMG|6DUR|89VULN|aAART
407	63213 43433	   	174.64	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|4aVULN|58BEXP|6AART|7ASPD|9DMG
408	63213 43633	   	174.64	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|4aVULN|5BEXP|6AART|7ASPD|8DMSP|9DMG
409	66111 22521	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|59VULN|6MLV|7RPLT|8DMG|aCDMG
410	66111 23231	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|58VULN|6MLV|7CDMG|9DMG|aCGEN
411	66111 23233	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3aBELT|4AART|58VULN|6MLV|7CDMG|9DMG
412	66111 23234	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|58VULN|6MLV|7CDMG|9DMG|aFEWX
413	66111 23236	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|58VULN|6MLV|7CDMG|9DMG|aLHND
414	66114 33231	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5MLV|68VULN|7CDMG|9DMG|aCGEN
415	66114 33233	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3aBELT|4AART|5MLV|68VULN|7CDMG|9DMG
416	22252 11435	   	174.63	DCR|3VULN|2AART|2CDMG	14aVULN|25AART|3RPLT|69CDMG|7RCR|8LHND
417	22252 11631	   	174.63	DCR|3VULN|2AART|2CDMG	149VULN|25AART|3RPLT|6aCDMG|7RCR|8DMSP
418	22256 11432	   	174.63	DCR|3VULN|2AART|2CDMG	145VULN|2aAART|3RPLT|69CDMG|7RCR|8LHND
419	63215 21311	   	174.62	ACR|3VULN|3ZMB|1AART	1RCR|235ZMB|459VULN|59BPWR|69FEWX|7DLOT|89LHND|aAART
420	63225 12215	   	174.62	ACR|3VULN|3ZMB|1AART	1RCR|238ZMB|47FEWX|58LWND|689VULN|8BPWR|aAART
421	63221 52215	   	174.62	ACR|3VULN|3ZMB|1AART	1RCR|238ZMB|46FEWX|589VULN|78LWND|8BPWR|aAART
422	22223 31141	   	174.58	ACR|2AART|2VULN|2DMG	1aVULN|29AART|3RPLT|4DUST|5RCR|67DMG|8BEXP
423	22334 14251	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	18VULN|2AART|3aASPD|4FEWX|5ZMB|6RCR|7DMG|9DMSP
424	22334 14261	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	18VULN|2AART|3aASPD|49FEWX|5ZMB|6RCR|7DMG
425	66111 43231	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|58VULN|6ERES|7CDMG|9DMG|aCGEN
426	66111 43233	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3aBELT|4AART|58VULN|6ERES|7CDMG|9DMG
427	66112 32521	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5TLV|69VULN|7RPLT|8DMG|aCDMG
428	66112 33231	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5TLV|68VULN|7CDMG|9DMG|aCGEN
429	66112 33233	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3aBELT|4AART|5TLV|68VULN|7CDMG|9DMG
430	66112 33234	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5TLV|68VULN|7CDMG|9DMG|aFEWX
431	66112 33236	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5TLV|68VULN|7CDMG|9DMG|aLHND
432	66116 33231	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5ERES|68VULN|7CDMG|9DMG|aCGEN
433	66116 33233	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3aBELT|4AART|5ERES|68VULN|7CDMG|9DMG
434	12632 64231	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2AART|3LWND|4FEWX|56aVULN|7DMG|8RCR|9CDMG
435	22322 62235	 * 	174.53	DCR|3VULN|1AART|3ASPD|1CDMG	17aVULN|2AART|357ASPD|4RPLT|67MLV|7BPWR|8RCR|9CDMG
436	22614 34231	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2AART|3LHND|5FEWX|6LWND|7DMG|8RCR|9CDMG
437	22252 11235	   	174.53	DCR|3VULN|2AART|2CDMG	14aVULN|25AART|3RPLT|69CDMG|7RCR|8DUST
438	63515 21112	 * 	174.51	ACR|3VULN|1DMG|2ZMB|1CDMG	1RCR|25ZMB|358VULN|4RCVC|5BPWR|6MGNSTR|7DMG|9LSRHEA|aCDMG
439	63515 21131	   	174.51	ACR|3VULN|1DMG|2ZMB|1CDMG	1RCR|25ZMB|358VULN|4RCVC|5BPWR|6MGNSTR|7DMG|9TLV|aCDMG
440	63251 25211	   	174.49	ACR|2AART|3ZMB|1DMG|1VULN	1RCR|236ZMB|4CGEN|5DMG|7aAART|8VULN|9LWND
441	63251 25231	   	174.49	ACR|2AART|3ZMB|1VULN|1DMG	1RCR|236ZMB|4CGEN|5DMG|7aAART|8VULN|9BEXP
442	22615 34231	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2AART|3LHND|5LEGI|6LWND|7DMG|8RCR|9CDMG
443	63211 62215	   	174.42	ACR|3VULN|3ZMB|1AART	1RCR|238ZMB|459VULN|68DUST|78LWND|8BPWR|aAART
444	63215 11311	   	174.42	ACR|3VULN|3ZMB|1AART	1RCR|235ZMB|459VULN|59BPWR|69DUST|7DLOT|89LHND|aAART
445	63215 23263	   	174.42	ACR|3VULN|3ZMB|1AART	1RCR|235ZMB|458VULN|5BPWR|6FEWX|7LSRHEA|9RPLT|aAART
446	63215 23323	   	174.42	ACR|3VULN|3ZMB|1AART	1RCR|235ZMB|459VULN|5BPWR|6FEWX|7LSRHEA|8RPLT|aAART
447	22223 62234	   	174.41	ACR|3VULN|1AART|1DMG|1ZMB	168VULN|2AART|3RPLT|4DUST|5RCR|7RCVC|9DMG|aZMB
448	62215 33613	   	174.36	ACR|3VULN|2DMG|1DUR|1ASPD	1RCR|2DUST|3aLHND|4ASPD|5ERES|69aVULN|7DUR|8aDMG|aBPWR
449	42313 42315	   	174.35	ACR|3VULN|2AART|1DMG	1RCVC|2DMG|3LHND|48aVULN|5RCR|69AART|7CGEN
450	63215 13323	   	174.32	ACR|3VULN|3ZMB|1AART	1RCR|235ZMB|459VULN|5BPWR|6DUST|7LSRHEA|8RPLT|aAART
451	66323 31212	   	174.32	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|25DUR|3CDMG|489VULN|6AART|7RPLT|aDMSP
452	66323 31213	   	174.32	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|25DUR|3CDMG|489VULN|6AART|7RPLT|aLWND
453	66323 31263	   	174.32	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|25DUR|3CDMG|48aVULN|6AART|7RPLT|9FEWX
454	22635 34222	 * 	174.26	DCR|2AART|2DMG|2VULN	19VULN|25AART|3LHND|4BEXP|6LWND|7aDMG|8RCR
455	66323 31214	   	174.22	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|25DUR|3CDMG|489VULN|6AART|7RPLT|aERES
456	66323 31216	   	174.22	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|25DUR|3CDMG|489VULN|6AART|7RPLT|aDUST
457	66324 31133	   	174.22	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|29DUR|3CDMG|45aVULN|6AART|7RPLT|8DUST
458	26632 32231	 * 	174.19	ACR|3DMG|2VULN|1AART	18VULN|2NUKE|3BELT|48LHND|5RCR|678DMG|8BPWR|9CGEN|aAART
459	22314 14213	   	174.18	DCR|4VULN|1AART|1DMG|1ZMB|1ASPD|1MSE	189aVULN|2AART|3ASPD|4MSE|5ZMB|6RCR|7DMG
460	63526 21312	   	174.14	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|25ZMB|35VULN|4RPLT|5BPWR|6LIT|7AART|8DMG|9ASPD|aBEXP
461	22223 31251	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2AART|3RPLT|4DUST|5RCR|67DMG|8ZMB|9CGEN
462	22223 31262	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2AART|3RPLT|4DUST|5RCR|67DMG|8ZMB|aBEXP
463	22223 31263	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2AART|3RPLT|4DUST|5RCR|67DMG|8ZMB|aCGEN
464	22223 31265	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2AART|3RPLT|4DUST|5RCR|67DMG|8ZMB|aLIT
465	63235 32131	   	174.11	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1RCR|23ZMB|4AART|5VULN|6CDMG|7RCVC|8RPLT|9DMG|aASPD
466	25622 31213	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|27ZMB|3BELT|48BEXP|5RCR|68DMG|8BPWR|9AART|aLWND
467	25622 31214	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|27ZMB|3BELT|48BEXP|5RCR|68DMG|8BPWR|9AART|aLIT
468	25622 31215	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|27ZMB|3BELT|48BEXP|5RCR|68DMG|8BPWR|9AART|aFEWX
469	25632 31213	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|27ZMB|3BELT|48LHND|5RCR|68DMG|8BPWR|9AART|aLWND
470	25632 31214	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|27ZMB|3BELT|48LHND|5RCR|68DMG|8BPWR|9AART|aLIT
471	25632 31215	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|27ZMB|3BELT|48LHND|5RCR|68DMG|8BPWR|9AART|aFEWX
472	35532 31213	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18FEWX|27ZMB|38VULN|4BELT|5RCR|68DMG|8BPWR|9AART|aLWND
473	35532 31214	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18FEWX|27ZMB|38VULN|4BELT|5RCR|68DMG|8BPWR|9AART|aLIT
474	35532 31215	   	174.09	ACR|2VULN|2DMG|1AART|2ZMB	18aFEWX|27ZMB|38VULN|4BELT|5RCR|68DMG|8BPWR|9AART
475	22324 36363	   	174.06	DCR|2VULN|2DMG|1AART|2ASPD	18VULN|2AART|38ASPD|4RPLT|5LHND|6ERES|78DMG|8BPWR|9RCR|aLIT
476	22336 36362	   	174.06	DCR|2VULN|2DMG|1AART|2ASPD	18VULN|2AART|38ASPD|4FEWX|5RPLT|6ERES|78DMG|8BPWR|9RCR|aLHND
477	22336 36363	   	174.06	DCR|2VULN|2DMG|1AART|2ASPD	18VULN|2AART|38ASPD|4FEWX|5RPLT|6ERES|78DMG|8BPWR|9RCR|aLWND
478	63223 15423	   	174.04	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1RCR|23ZMB|4FEWX|5BEXP|6VULN|7AART|8aDMG|9DUR
479	63111 42315	   	173.99	ACR|3VULN|2AART|1ZMB	1RCR|2ZMB|3LHND|4RCVC|58aVULN|69AART|7CGEN
480	25622 31212	   	173.99	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|27ZMB|3BELT|48BEXP|5RCR|68DMG|8BPWR|9AART|aTLV
481	25632 31212	   	173.99	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|27ZMB|3BELT|48LHND|5RCR|68DMG|8BPWR|9AART|aTLV
482	35532 31212	   	173.99	ACR|2VULN|2DMG|1AART|2ZMB	18FEWX|27ZMB|38VULN|4BELT|5RCR|68DMG|8BPWR|9AART|aTLV
483	35532 31216	   	173.99	ACR|2VULN|2DMG|1AART|2ZMB	18FEWX|27ZMB|38VULN|4BELT|5RCR|68DMG|8BPWR|9AART|aDLOT
484	22135 42122	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|37ERES|4FEWX|5CDMG|67DMG|7BPWR|8AIRHEA|9RCR|aLWND
485	22135 42123	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|37ERES|4FEWX|5CDMG|67DMG|7BPWR|8AIRHEA|9RCR|aMLV
486	22324 36362	   	173.96	DCR|2VULN|2DMG|1AART|2ASPD	18VULN|2AART|38ASPD|4RPLT|5LHND|6ERES|78DMG|8BPWR|9RCR|aLEGI
487	22223 66231	   	173.95	ACR|3VULN|2AART|1DMG	168VULN|27AART|3RPLT|4DUST|5RCR|9DMG|aRCVC
488	63236 42321	   	173.92	ACR|2AART|2VULN|3ZMB	1RCR|239ZMB|46AART|5ERES|79MLV|89VULN|9BPWR|aLHND
489	63236 42322	   	173.92	ACR|2AART|2VULN|3ZMB	1RCR|239ZMB|46AART|5ERES|79MLV|89VULN|9BPWR|aDMSP
490	22135 42121	   	173.86	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|37aERES|4FEWX|5CDMG|67DMG|7BPWR|8AIRHEA|9RCR
491	22135 42126	   	173.86	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|37ERES|4FEWX|5CDMG|67DMG|7BPWR|8AIRHEA|9RCR|aCANHEL
492	63235 11621	   	173.82	ACR|2AART|2VULN|3ZMB	1RCR|239ZMB|48AART|59VULN|6RMIN|79TLV|9BPWR|aLHND
493	63233 46131	   	173.81	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1RCR|23ZMB|4AART|5RPLT|6DMG|7CDMG|8RCVC|9VULN|aASPD
494	63112 35221	   	173.79	ACR|3VULN|1AART|1CDMG|1ZMB	1RCR|2ZMB|3LHND|4RCVC|5LIT|689VULN|7CDMG|aAART
495	63235 28232	   	173.74	ACR|2AART|2VULN|2ZMB|1CDMG	1RCR|23ZMB|48AART|5aVULN|6MBVNT|7DUST|9CDMG
496	22314 14232	   	173.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1MSE	18aVULN|2AART|3ASPD|4MSE|5ZMB|6RCR|7DMG|9CDMG
497	63235 11622	   	173.72	ACR|2AART|2VULN|3ZMB	1RCR|239ZMB|48AART|59VULN|6RMIN|79TLV|9BPWR|aLEGI
498	61633 33111	   	173.72	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6FEWX|78DUR|9aVULN
499	22223 66212	   	173.62	ACR|4VULN|2AART|1ASPD	168aVULN|27AART|3RPLT|4DUST|5RCR|9ASPD
500	63251 12243	   	173.62	ACR|2VULN|2DMG|3ZMB	1RCR|238ZMB|46aCGEN|58DMG|78aLWND|8aBPWR|9aVULN
501	63221 61632	   	173.54	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|46FEWX|56VULN|6BPWR|7ASPD|8AART|9DMG|aLHND
502	63221 51633	   	173.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|46FEWX|5aVULN|7ASPD|8AART|9DMG
