0	Index      	 *	Score 	Summary	Detail	
1	22253 25426	 * 	192.82	DCR|3VULN|2DMG|1AART|3DUR	19aDUR|2MBVNT|36aVULN|4aDMG|5AART|7RMIN|8RCR|aBPWR
323	13544 31232	 * 	166.33	DCR|3DMG|2AART|1VULN	18LWND|2VULN|38TLV|46AART|578DMG|8BPWR|9MLV|aRCR
324	33544 31232	   	166.33	DCR|3DMG|2AART|1VULN	18LHND|2VULN|38TLV|46AART|578DMG|8BPWR|9MLV|aRCR
325	23261 63141	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6RCR|7DMG|8RMIN|9AART|aMLV
326	23261 63142	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6RCR|7DMG|8RMIN|9AART|aBEXP
327	23261 63143	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6RCR|7DMG|8RMIN|9AART|aDMSP
328	23261 63351	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6RCR|7DMG|8aLHND|9AART
329	23261 63352	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6RCR|7DMG|8LHND|9AART|aCGEN
330	22253 48411	   	166.31	DCR|2DMG|1AART|1VULN|3DUR|1ASPD	17aDUR|2MBVNT|3VULN|47DMG|5AART|67ERES|7BPWR|8RCR|9ASPD
331	23121 22445	   	166.30	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1DUR|28VULN|3ZMB|4CDMG|5RCVC|6DUST|7RCR|9aAART
332	12831 24738	   	166.24	DCR|2DMG|1AART|1VULN|2CDMG|1SELL	1aLWND|2MBVNT|3aCDMG|4AART|5BEXP|6VULN|7RCR|8aDMG|9SELL|aBPWR
333	13544 31132	   	166.23	DCR|3DMG|2AART|1VULN	1LWND|2VULN|3TLV|46AART|578DMG|9MLV|aRCR
334	33544 31132	   	166.23	DCR|3DMG|2AART|1VULN	1LHND|2VULN|3TLV|46AART|578DMG|9MLV|aRCR
335	23222 41315	   	166.17	DCR|4VULN|1AART|3DUR	145DUR|2367VULN|7BPWR|8RCR|9MLV|aAART
336	23222 41355	   	166.17	DCR|4VULN|1AART|3DUR	145DUR|2367VULN|7BPWR|8RCR|9RMIN|aAART
337	23222 12216	   	166.07	DCR|3VULN|1AART|3DUR|1ZMB	145DUR|238VULN|6LWND|7RCR|9AART|aZMB
338	31232 56334	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DUST|37VULN|4BELT|5AART|6RCR|8DUR|9ZMB|aDMG
339	21243 32264	   	166.05	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2DUST|3VULN|49DMG|5AART|6ASPD|7CDMG|8FEWX|aRCR
340	21243 32364	   	166.05	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2DUST|3VULN|49DMG|5AART|6ASPD|7CDMG|8BEXP|aRCR
341	21243 32614	   	166.05	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2DUST|3VULN|48DMG|5AART|6ASPD|7CDMG|9FEWX|aRCR
342	22254 34841	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8BEXP|9RCR|aFEWX
343	22254 34846	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8BEXP|9RCR|aLIT
344	22254 34848	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8BEXP|9RCR|aLHND
345	23222 62216	   	165.97	DCR|3VULN|1AART|3DUR|1ZMB	145DUR|238VULN|6LEGI|7RCR|9AART|aZMB
346	12237 38362	 * 	165.92	DCR|3VULN|1DMG|2ZMB|1CDMG|1ASPD	1LWND|2MBVNT|346VULN|56ZMB|6BPWR|7CDMG|8ASPD|9RCR|aDMG
347	12253 25415	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2MBVNT|36aVULN|4DMG|5AART|7RMIN|8RCR|9ASPD
348	32253 25415	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2MBVNT|36aVULN|4DMG|5AART|7RMIN|8RCR|9ASPD
349	62223 25415	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1BEXP|2MBVNT|36aVULN|4DMG|5AART|7RMIN|8RCR|9ASPD
350	22237 45742	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|34aVULN|5ZMB|6FEWX|78DMG|9RCR
351	22254 34341	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8DUST|9RCR|aFEWX
352	22254 34346	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8DUST|9RCR|aLIT
353	22254 34348	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8DUST|9RCR|aLHND
354	22254 34541	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8LEGI|9RCR|aFEWX
355	22254 34542	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8LEGI|9RCR|aDMSP
356	22254 34543	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8LEGI|9RCR|aBELT
357	22254 34544	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8LEGI|9RCR|aMGNLIT
358	22254 34546	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8LEGI|9RCR|aLIT
359	22254 34842	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8BEXP|9RCR|aLEGI
360	62224 34344	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1BEXP|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8DUST|9RCR|aDUR
361	62224 34547	   	165.91	DCR|3VULN|2DMG|1ZMB|1DUR	1BEXP|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8LEGI|9RCR|aDUR
362	62224 34548	   	165.91	DCR|3VULN|2DMG|1ZMB|1ASPD	1BEXP|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8LEGI|9RCR|aASPD
363	11243 52124	   	165.83	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1LWND|2DUST|37VULN|4DMG|5AART|6FLTHEA|8FEWX|9CDMG|aRCR
364	31243 52124	   	165.83	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1LHND|2DUST|37VULN|4DMG|5AART|6FLTHEA|8FEWX|9CDMG|aRCR
365	12253 22415	   	165.82	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2MBVNT|36aVULN|4DMG|5AART|7ERES|8RCR|9ASPD
366	22253 25445	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|36aVULN|4DMG|5AART|7RMIN|8RCR|9ERES
367	32253 22415	   	165.82	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2MBVNT|36aVULN|4DMG|5AART|7ERES|8RCR|9ASPD
368	62223 22415	   	165.82	DCR|3VULN|1AART|1DMG|1ASPD	1BEXP|2MBVNT|36aVULN|4DMG|5AART|7ERES|8RCR|9ASPD
369	22254 34342	   	165.81	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8DUST|9RCR|aLEGI
370	22254 34548	   	165.81	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8LEGI|9RCR|aERES
371	33123 32445	 * 	165.78	DCR|2VULN|2AART|2CDMG|1ZMB	1LHND|28VULN|3ZMB|46CDMG|5FEWX|7RCR|9aAART
372	23261 22433	   	165.74	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|238VULN|4CDMG|5ERES|6DUST|7RCR|9ASPD|aAART
373	23263 52433	   	165.74	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|238VULN|4CDMG|5DUST|6TLV|7RCR|9ASPD|aAART
374	23263 62433	   	165.74	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|238VULN|4CDMG|5DUST|6ERES|7RCR|9ASPD|aAART
375	22253 22475	   	165.72	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|36aVULN|4DMG|5AART|7ERES|8RCR|9TLV
376	23261 63116	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6RCR|7DMG|8RMIN|9RPLT|aAART
377	23261 63223	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6RCR|7DMG|8RPLT|9RCVC|aAART
378	31232 56114	   	165.71	DCR|2VULN|2DMG|1AART	1LHND|2DUST|37VULN|4BELT|5AART|6RCR|8aDMG|9BEXP
379	31232 56121	   	165.71	DCR|2VULN|2DMG|1AART	1LHND|2DUST|37VULN|4BELT|5AART|6RCR|8aDMG|9RMIN
380	31232 56134	   	165.71	DCR|2VULN|2DMG|1AART	1LHND|2DUST|37VULN|4BELT|5AART|6RCR|8aDMG|9LWND
381	23261 63243	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|59ERES|6RCR|7DMG|8RPLT|aAART
382	31232 56151	   	165.61	DCR|2VULN|2DMG|1AART	1LHND|2DUST|37VULN|4BELT|5AART|6RCR|8aDMG|9ERES
383	36231 31443	   	165.53	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2FEWX|348VULN|5BEXP|6DMG|7CDMG|9AART|aRCR
384	62223 23374	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2MBVNT|36VULN|48DMG|5AART|7RCVC|9RCR|aDUR
385	62223 26374	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	17BEXP|2MBVNT|36VULN|48DMG|5AART|9RCR|aDUR
386	23125 63335	   	165.44	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|2VULN|3ZMB|45CDMG|6RCR|7DMG|8BEXP|9CANSTR|aAART
387	23261 63512	   	165.39	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|23VULN|4CDMG|5ERES|6RCR|7aDMG|9BEXP
388	23125 63138	   	165.34	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|2VULN|3ZMB|45CDMG|6RCR|7DMG|8DUST|9MBVNT|aAART
389	33135 21164	   	165.33	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	14LHND|26VULN|35ZMB|7CDMG|8AART|9DMG|aRCR
390	23261 63532	   	165.29	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|23VULN|4CDMG|5ERES|6RCR|7aDMG|9MBVNT
391	23125 63362	   	165.22	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	19DUR|2VULN|3ZMB|45CDMG|6RCR|7aDMG|8BEXP
392	23125 63512	   	165.22	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	18DUR|2VULN|3ZMB|45CDMG|6RCR|7aDMG|9BEXP
393	13235 13643	   	165.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|238VULN|4CGEN|5ZMB|6AART|7ASPD|9CDMG|aRCR
394	33235 13643	   	165.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|238VULN|4CGEN|5ZMB|6AART|7ASPD|9CDMG|aRCR
395	22841 13365	   	165.13	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	15DUR|2MBVNT|3CDMG|47DMG|6aVULN|8ASPD|9RCR
396	23125 63162	   	165.12	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	19DUR|2VULN|3ZMB|45CDMG|6RCR|7aDMG|8DUST
397	23125 63532	   	165.12	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	18DUR|2VULN|3ZMB|45CDMG|6RCR|7aDMG|9MBVNT
398	62284 34247	 * 	165.11	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	1BEXP|2MBVNT|356VULN|46ASPD|6BPWR|7ZMB|8DUR|9RCR|aAART
399	23261 63134	   	165.10	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|23aVULN|4CDMG|5ERES|6RCR|7DMG|8RMIN|9ASPD
400	13265 22121	   	165.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|23VULN|4CDMG|5LHND|6BELT|7ZMB|8RCR|9DMG|aAART
401	23264 63134	   	165.00	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|23aVULN|4CDMG|5ASPD|6RCR|7DMG|8DUST|9MBVNT
402	31233 13131	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2DUST|37VULN|4BELT|5DMG|6CDMG|8RCR|9ZMB|aAART
403	23122 66262	   	164.86	DCR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1DUR|26VULN|3ZMB|4CDMG|5LIT|7RCR|8DMG|9FLTHEA|aCGEN
404	32158 24282	   	164.82	DCR|2VULN|2DMG|1AART|1ZMB	18LHND|2MBVNT|3ZMB|4LEGI|58DMG|68VULN|7RMIN|8BPWR|9AART|aRCR
405	64135 41411	   	164.73	DCR|3VULN|1AART|1DMG|1SELL	1BEXP|2SELL|3AART|4LHND|5MBVNT|6RCR|7DMG|89aVULN
406	12233 37415	   	164.72	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2MBVNT|34aVULN|5MLV|6DMG|7AART|8RCR|9ASPD
407	12254 17415	   	164.72	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2MBVNT|35aVULN|4DMG|6MLV|7AART|8RCR|9ASPD
408	32254 17415	   	164.72	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2MBVNT|35aVULN|4DMG|6MLV|7AART|8RCR|9ASPD
409	22253 32511	   	164.71	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4DMG|59AART|6ASPD|7CDMG|8RCR|aLWND
410	22253 32512	   	164.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4DMG|59AART|6ASPD|7CDMG|8RCR|aBEXP
411	22253 32514	   	164.71	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4DMG|59AART|6ASPD|7CDMG|8RCR|aMLV
412	22253 32515	   	164.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4DMG|59AART|6ASPD|7CDMG|8RCR|aRMIN
413	22253 32517	   	164.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4DMG|59AART|6ASPD|7CDMG|8RCR|aBELT
414	23122 66261	   	164.62	DCR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR|1SELL	1DUR|26VULN|3ZMB|4CDMG|5LIT|7RCR|8DMG|9FLTHEA|aSELL
415	22253 32513	   	164.61	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4DMG|59AART|6ASPD|7CDMG|8RCR|aDUST
416	22253 32518	   	164.61	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4DMG|59AART|6ASPD|7CDMG|8RCR|aSNIHEL
417	13255 13215	 * 	164.61	DCR|2VULN|3ZMB|1AART|1DMG	1LWND|23VULN|457ZMB|6DMG|8LHND|9AART|aRCR
418	23264 22612	   	164.54	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|23VULN|4CDMG|5ASPD|69DUST|7RCR|8aDMG
419	23125 32422	 * 	164.52	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1DUR|28VULN|39ZMB|45CDMG|6LHND|7RCR|aAART
420	25125 12422	   	164.52	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1DUR|2LHND|39ZMB|45CDMG|68VULN|7RCR|aAART
421	33125 52422	   	164.52	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1LHND|28VULN|39ZMB|45CDMG|6DUR|7RCR|aAART
422	62224 64348	   	164.48	DCR|3VULN|1AART|1DMG|1ZMB	1BEXP|2MBVNT|356VULN|4DMG|7ZMB|8DUST|9RCR|aAART
423	23125 32462	   	164.47	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1DUR|28VULN|3ZMB|45CDMG|6LHND|7RCR|9ASPD|aDMG
424	22147 34843	 * 	164.42	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1DUR|2MBVNT|34ZMB|58DMG|6ERES|7RCR|9VULN|aAART
425	12253 63614	   	164.41	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1LWND|2MBVNT|39VULN|4DMG|5AART|6FLTHEA|78DUR|aRCR
426	32253 63614	   	164.41	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1LHND|2MBVNT|39VULN|4DMG|5AART|6FLTHEA|78DUR|aRCR
427	22253 62474	   	164.41	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	18DUR|2MBVNT|37VULN|4DMG|5AART|6FLTHEA|9LWND|aRCR
428	22253 63114	   	164.41	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	17DUR|2MBVNT|39VULN|4DMG|5AART|6FLTHEA|8FEWX|aRCR
429	22253 63374	   	164.41	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	17DUR|2MBVNT|38VULN|4DMG|5AART|6FLTHEA|9LWND|aRCR
430	22253 67434	   	164.41	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	18DUR|2MBVNT|39VULN|4DMG|5AART|6FLTHEA|7RCVC|aRCR
431	23125 22462	   	164.37	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1DUR|28VULN|3ZMB|45CDMG|6DUST|7RCR|9ASPD|aDMG
432	22253 63324	   	164.31	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	17DUR|2MBVNT|38VULN|4DMG|5AART|6FLTHEA|9LEGI|aRCR
433	22253 63364	   	164.31	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	17DUR|2MBVNT|38VULN|4DMG|5AART|6FLTHEA|9ERES|aRCR
434	22253 63714	   	164.31	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	17DUR|2MBVNT|39VULN|4DMG|5AART|6FLTHEA|8DUST|aRCR
435	22253 62424	   	164.31	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	18DUR|2MBVNT|37VULN|4DMG|5AART|6FLTHEA|9LEGI|aRCR
436	22253 62464	   	164.31	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	18DUR|2MBVNT|37VULN|4DMG|5AART|6FLTHEA|9ERES|aRCR
437	22253 62834	   	164.31	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	19DUR|2MBVNT|37VULN|4DMG|5AART|6FLTHEA|8ERES|aRCR
438	22147 54514	 * 	164.30	DCR|2VULN|2DMG|2ZMB|2DUR	1aDUR|2MBVNT|34ZMB|5aDMG|6CGEN|7RCR|8TLV|9aVULN|aBPWR
439	22147 54714	   	164.30	DCR|2VULN|2DMG|2ZMB|2DUR	1aDUR|2MBVNT|34ZMB|5aDMG|6CGEN|7RCR|8ERES|9aVULN|aBPWR
440	22846 13362	   	164.22	DCR|3DMG|1VULN|2CDMG|1ASPD|1DUR	1DUR|2MBVNT|35CDMG|47aDMG|6VULN|8ASPD|9RCR
441	23262 63522	   	164.20	DCR|3VULN|1AART|1CDMG|2DUR	15DUR|239VULN|4CDMG|6AART|7BELT|8RCR|aMBVNT
442	22147 34514	   	164.20	DCR|2VULN|2DMG|2ZMB|2DUR	1aDUR|2MBVNT|34ZMB|5aDMG|6ERES|7RCR|8TLV|9aVULN|aBPWR
443	22253 32528	   	164.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4DMG|5AART|6ASPD|7CDMG|8RCR|9TLV|aZMB
444	14435 41411	   	164.14	DCR|3VULN|1AART|1DMG|1SELL	1LWND|2SELL|3BEXP|4AART|5MBVNT|6RCR|7DMG|89aVULN
445	34435 41411	   	164.14	DCR|3VULN|1AART|1DMG|1SELL	1LHND|2SELL|3BEXP|4AART|5MBVNT|6RCR|7DMG|89aVULN
446	62223 32514	 * 	164.09	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1BEXP|2MBVNT|3VULN|4DMG|59AART|6ASPD|7aCDMG|8RCR
447	63133 63114	   	164.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2VULN|3ZMB|4LHND|59AART|6CDMG|7DUR|8DMG|aRCR
448	12283 62381	   	164.04	DCR|3VULN|1AART|1FLTHEA|1ASPD|1DUR	1LWND|2MBVNT|378VULN|4ASPD|5AART|6FLTHEA|9RCR|aDUR
449	13121 16143	   	164.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|267VULN|3ZMB|4CDMG|5RCVC|8AART|9DUR|aRCR
450	13126 16143	   	164.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|267VULN|3ZMB|4CDMG|5DMSP|8AART|9DUR|aRCR
451	33121 16143	   	164.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|267VULN|3ZMB|4CDMG|5RCVC|8AART|9DUR|aRCR
452	33126 16143	   	164.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|267VULN|3ZMB|4CDMG|5DMSP|8AART|9DUR|aRCR
453	61133 63114	   	163.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUST|3ZMB|4VULN|59AART|6CDMG|7DUR|8DMG|aRCR
454	63113 63114	   	163.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2VULN|3ZMB|4DUST|59AART|6CDMG|7DUR|8DMG|aRCR
455	12253 32572	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|2MBVNT|3VULN|4aDMG|5AART|6ASPD|7CDMG|8RCR|9BEXP
456	12253 32582	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|2MBVNT|3VULN|4aDMG|5AART|6ASPD|7CDMG|8RCR|9LHND
457	13261 52151	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5ERES|6DUR|7RCR|8DMG|9AART|aLHND
458	13261 52152	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5ERES|6DUR|7RCR|8DMG|9AART|aBEXP
459	13262 52151	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5DUR|6TLV|7RCR|8DMG|9AART|aLHND
460	13262 52152	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5DUR|6TLV|7RCR|8DMG|9AART|aBEXP
461	13262 62151	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5DUR|6ERES|7RCR|8DMG|9AART|aLHND
462	13262 62152	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5DUR|6ERES|7RCR|8DMG|9AART|aBEXP
463	32253 32572	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2MBVNT|3VULN|4aDMG|5AART|6ASPD|7CDMG|8RCR|9BEXP
464	32253 32582	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2MBVNT|3VULN|4aDMG|5AART|6ASPD|7CDMG|8RCR|9LWND
465	33261 52151	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aLHND|23VULN|4CDMG|5ERES|6DUR|7RCR|8DMG|9AART
466	33261 52152	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|23VULN|4CDMG|5ERES|6DUR|7RCR|8DMG|9AART|aCGEN
467	33262 52151	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aLHND|23VULN|4CDMG|5DUR|6TLV|7RCR|8DMG|9AART
468	33262 52152	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|23VULN|4CDMG|5DUR|6TLV|7RCR|8DMG|9AART|aCGEN
469	33262 62151	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aLHND|23VULN|4CDMG|5DUR|6ERES|7RCR|8DMG|9AART
470	33262 62152	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|23VULN|4CDMG|5DUR|6ERES|7RCR|8DMG|9AART|aCGEN
471	33263 52153	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|23VULN|4CDMG|5BEXP|6TLV|7RCR|8DMG|9AART|aDUR
472	33263 62153	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|23VULN|4CDMG|5BEXP|6ERES|7RCR|8DMG|9AART|aDUR
473	62622 13442	   	163.91	DCR|3VULN|2DMG|1CDMG	1BEXP|2MBVNT|3TLV|4CDMG|5aDMG|679VULN|8RCR
474	62822 13442	   	163.91	DCR|3VULN|2DMG|1CDMG	1BEXP|2MBVNT|3CDMG|4TLV|5aDMG|679VULN|8RCR
475	23212 62143	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4RCVC|6AART|7LHND|8DMG|9CDMG|aRCR
476	23212 63143	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4RCVC|6AART|7BEXP|8DMG|9CDMG|aRCR
477	23212 66143	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4RCVC|6AART|7FEWX|8DMG|9CDMG|aRCR
478	23224 62143	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|23VULN|5DMSP|6AART|7LHND|8DMG|9CDMG|aRCR
479	23224 63143	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|23VULN|5DMSP|6AART|7BEXP|8DMG|9CDMG|aRCR
480	23262 62633	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4CDMG|6AART|7BEXP|8DMG|9FEWX|aRCR
481	63122 13652	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1BEXP|26VULN|3ZMB|4CDMG|5aDMG|7ASPD|8NUKE|9RCR
482	23255 15223	 * 	163.87	DCR|4VULN|1DMG|2ZMB|1DUR	1DUR|2378VULN|45ZMB|6DMG|9AIRHEL|aRCR
