0	Index      	 *	Score 	Summary	Detail	
1	32426 12335	 * 	195.92	DCR|4VULN|1AART|1DMG|1ZMB|1DUR	137aVULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|8DUR|9DMG
334	36412 34652	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8RPLT|9RCVC|aAART
335	31354 34331	 * 	171.40	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR|1ZMB	18VULN|2VENICY|38ASPD|4ZMB|5AART|6ERES|78DUR|8BPWR|9RCR|aCDMG
336	36426 35122	   	171.37	ACR|3VULN|2DMG|2ASPD|1DUR	16aVULN|2MBVNT|3aDMG|4DUR|5RCR|7BELT|8ERES|9aASPD|aBPWR
337	26134 21335	   	171.37	DCR|3VULN|2DMG|1AART	18LIT|238VULN|4MBVNT|56RCVC|78DMG|8BPWR|9RCR|aAART
338	36314 21335	   	171.37	DCR|3VULN|2DMG|1AART	148VULN|2MBVNT|38LIT|56RCVC|78DMG|8BPWR|9RCR|aAART
339	36154 21335	   	171.37	DCR|3VULN|2DMG|1AART	138VULN|2MBVNT|48LIT|56RCVC|78DMG|8BPWR|9RCR|aAART
340	36171 21335	   	171.37	DCR|3VULN|2DMG|1AART	138VULN|2MBVNT|46RCVC|58LIT|78DMG|8BPWR|9RCR|aAART
341	36418 24471	   	171.35	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8LWND|9FLTHEA|aCDMG
342	31353 22121	 * 	171.33	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD	1aVULN|2VENICY|3aASPD|45ZMB|6AART|7DMG|8RCR|9aLSRICY|aBPWR
343	36412 34137	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8BASHEA|9LHND|aAART
344	36412 34441	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|58LWND|6ZMB|7RCR|9CANSTR|aAART
345	31614 52331	   	171.31	DCR|3VULN|2DMG|1AART|1CDMG|1DUR|1MSE	148VULN|28VENICY|3MSE|5AART|6DUR|78DMG|8BPWR|9RCR|aCDMG
346	36473 12481	   	171.28	DCR|4VULN|1AART|1DMG	1678VULN|2MBVNT|3DMG|4AART|5MLV|9RCR|aBELT
347	36473 12482	   	171.28	DCR|4VULN|1AART|1DMG	1678VULN|2MBVNT|3DMG|4AART|5MLV|9RCR|aRCVC
348	36473 12483	   	171.28	DCR|4VULN|1AART|1DMG	1678VULN|2MBVNT|3DMG|4AART|5MLV|9RCR|aLWND
349	36473 12484	   	171.28	DCR|4VULN|1AART|1DMG	1678VULN|2MBVNT|3DMG|4AART|5MLV|9RCR|aBEXP
350	63132 33625	   	171.25	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2FEWX|367VULN|4DMG|5RCR|8AART|9BEXP|aCDMG
351	63132 33651	   	171.25	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2FEWX|367VULN|4DMG|5RCR|8AART|9MGNLIT|aCDMG
352	63122 61241	   	171.14	ACR|2VULN|2DMG|1AART|1ZMB	19aDUST|2FEWX|3aVULN|4ZMB|5RCR|6LIT|7AART|8aDMG|aBPWR
353	36411 53264	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6CGEN|7AART|8DMSP|9RCR|aCDMG
354	36411 53464	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2MBVNT|34DMG|4BPWR|58BEXP|6CGEN|7AART|9RCR|aCDMG
355	36414 53264	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|6BEXP|7AART|8DMSP|9RCR|aCDMG
356	36414 53464	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|68BEXP|7AART|9RCR|aCDMG
357	36411 24834	 * 	171.05	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|89CDMG|aDUR
358	36473 12222	   	171.03	DCR|3VULN|2AART|1DMG	167VULN|2MBVNT|3DMG|4aAART|5MLV|8RCR|9BEXP
359	36414 73264	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|6DUST|7AART|8DMSP|9RCR|aCDMG
360	36418 24834	   	170.95	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|89CDMG|aDUR
361	36473 12237	   	170.93	DCR|3VULN|2AART|1DMG	167VULN|2MBVNT|3DMG|4aAART|5MLV|8RCR|9TLV
362	36473 12247	   	170.93	DCR|3VULN|2AART|1DMG	167VULN|2MBVNT|3DMG|4aAART|5MLV|8RCR|9ERES
363	46334 22313	 * 	170.91	ACR|2DMG|1AART|1VULN|2CDMG	1CGEN|2RCR|3VENICY|47DMG|5AART|6VULN|8aCDMG|9BEXP
364	33166 12331	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3FEWX|4RCVC|5AART|6RCR|8DUR|9DMG|aBEXP
365	33166 12332	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3FEWX|4RCVC|5AART|6RCR|8DUR|9DMG|aLWND
366	33426 12126	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3DMSP|4DUR|5AART|6RCR|8MLV|9CGEN|aDMG
367	33426 12531	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3DMSP|4DUR|5AART|6RCR|8LHND|9DMG|aBEXP
368	33426 12532	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3DMSP|4DUR|5AART|6RCR|8LHND|9DMG|aLWND
369	33426 12533	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3aDMSP|4DUR|5AART|6RCR|8LHND|9DMG
370	33426 13235	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	12aVULN|38DMSP|4DUR|5AART|6RCR|7LWND|9DMG
371	33516 12331	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|34LHND|5AART|6RCR|8DUR|9DMG|aBEXP
372	33516 12332	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|34LHND|5AART|6RCR|8DUR|9DMG|aLWND
373	33516 12333	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|34LHND|5AART|6RCR|8DUR|9DMG|aDMSP
374	33226 63263	   	170.81	DCR|3VULN|2AART|1ZMB|1ASPD	129VULN|3MLV|4ZMB|5aAART|6ASPD|7RCR|8LIT
375	36412 34263	   	170.81	DCR|3VULN|2DMG|1ZMB|1DUR	14aVULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8RMIN|9DUR
376	36412 34473	   	170.81	DCR|3VULN|2DMG|1ZMB|1DUR	14aVULN|2MBVNT|34DMG|4BPWR|58LWND|6ZMB|7RCR|9DUR
377	33226 33146	   	170.81	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3MLV|4ZMB|5aAART|6CGEN|7RCR|9DUR
378	36412 34416	   	170.81	DCR|3VULN|2DMG|1ZMB|1DUR	149VULN|2MBVNT|34DMG|4BPWR|58LWND|6ZMB|7RCR|aDUR
379	32416 12112	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|9RPLT|aDUR
380	32416 12141	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|9DUR|aBEXP
381	32416 12142	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|9DUR|aLHND
382	32416 12152	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|9BEXP|aDUR
383	33216 12112	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3MLV|4ERES|5AART|6RCR|7DMG|9RPLT|aDUR
384	33216 12141	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3MLV|4ERES|5AART|6RCR|7DMG|9DUR|aBEXP
385	33216 12142	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3MLV|4ERES|5AART|6RCR|7DMG|9DUR|aLHND
386	33216 12143	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3MLV|4ERES|5AART|6RCR|7DMG|9DUR|aDMSP
387	33216 12152	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3MLV|4ERES|5AART|6RCR|7DMG|9BEXP|aDUR
388	33216 12166	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3MLV|4ERES|5AART|6RCR|7DMG|9LHND|aDUR
389	33216 12264	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	129VULN|3MLV|4ERES|5AART|6RCR|7DMG|8LIT|aDUR
390	33166 12333	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3FEWX|4RCVC|5AART|6RCR|8DUR|9DMG|aLEGI
391	33426 12631	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3DMSP|4DUR|5AART|6RCR|8DUST|9DMG|aBEXP
392	33426 12632	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3DMSP|4DUR|5AART|6RCR|8DUST|9DMG|aLWND
393	36411 24544	   	170.71	DCR|3DMG|2VULN|1ZMB|1ASPD	14VULN|2MBVNT|349DMG|4BPWR|5BEXP|6ASPD|7RCR|8ERES|aZMB
394	36412 34563	   	170.71	DCR|3VULN|2DMG|1ZMB|1DUR	14aVULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8ERES|9DUR
395	33226 23146	   	170.71	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3MLV|4ZMB|5aAART|6TLV|7RCR|9DUR
396	32426 15231	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	13VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|7RCVC|9DMG|aCGEN
397	32426 15232	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	13VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|7RCVC|9DMG|aBELT
398	32426 15233	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	13VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|7RCVC|9DMG|aRPLT
399	36426 13312	 * 	170.67	ACR|2VULN|2DMG|2ZMB|2ASPD|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6aZMB|78ASPD|8BPWR|9LWND
400	36426 13342	   	170.67	ACR|2VULN|2DMG|2ZMB|2ASPD|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6aZMB|78ASPD|8BPWR|9FEWX
401	36426 13372	   	170.67	ACR|2VULN|2DMG|2ZMB|2ASPD|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6aZMB|78ASPD|8BPWR|9BEXP
402	32416 12143	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|9DUR|aLEGI
403	33426 12633	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3DMSP|4DUR|5AART|6RCR|8DUST|9DMG|aLEGI
404	36473 12221	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9BEXP|aZMB
405	36473 12251	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9LWND|aZMB
406	36426 13326	   	170.57	ACR|2VULN|2DMG|2ZMB|2ASPD|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6aZMB|78ASPD|8BPWR|9ERES
407	36426 13332	   	170.57	ACR|2VULN|2DMG|2ZMB|2ASPD|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6aZMB|78ASPD|8BPWR|9LEGI
408	33166 12334	   	170.57	DCR|3VULN|1AART|1DMG|1DUR|1SELL	127VULN|3FEWX|4RCVC|5AART|6RCR|8DUR|9DMG|aSELL
409	33516 12334	   	170.57	DCR|3VULN|1AART|1DMG|1DUR|1SELL	127VULN|34LHND|5AART|6RCR|8DUR|9DMG|aSELL
410	35433 23123	 * 	170.55	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB|1SELL	14VULN|2RPLT|3AART|5SELL|68CDMG|7ZMB|9DMG|aRCR
411	36473 12271	   	170.48	DCR|3VULN|1AART|1DMG|1ZMB	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9LEGI|aZMB
412	33216 12144	   	170.47	DCR|3VULN|1AART|1DMG|1DUR|1SELL	128VULN|3MLV|4ERES|5AART|6RCR|7DMG|9DUR|aSELL
413	32141 33612	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1679VULN|2RMIN|3LHND|4RCR|5DUR|8DMG|aCDMG
414	32541 33612	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1679VULN|2RMIN|3FEWX|4RCR|5DUR|8DMG|aCDMG
415	33366 52231	   	170.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	12VULN|3DUR|4BELT|5ASPD|6AART|7DMG|8RCR|9CDMG|aRMIN
416	33366 52232	   	170.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	12VULN|3DUR|4BELT|5ASPD|6AART|7DMG|8RCR|9CDMG|aLHND
417	33366 52233	   	170.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	12VULN|3DUR|4BELT|5ASPD|6AART|7DMG|8RCR|9CDMG|aLWND
418	42326 53212	   	170.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|25DMSP|3RCR|4ZMB|68DMG|7CDMG|9VULN|aAART
419	43326 53212	   	170.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	12CGEN|2BPWR|3RCR|4ZMB|5DMSP|68DMG|7CDMG|9VULN|aAART
420	33226 62335	   	170.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	12VULN|3MLV|4ZMB|5AART|6ASPD|7DMG|8LIT|9CDMG|aRCR
421	36127 64323	   	170.05	ACR|3VULN|2DMG|2DUR|1ASPD	138VULN|2MBVNT|4LWND|5RCR|68DUR|78DMG|8BPWR|9ERES|aASPD
422	33442 36212	 * 	170.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	12VULN|3DMSP|46ASPD|5CDMG|7RCR|8DMG|9CGEN|aAART
423	36477 23413	 * 	169.99	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	15VULN|2MBVNT|3DMG|4AART|69CDMG|7ZMB|8ERES|aRCR
424	33432 52316	   	169.97	DCR|3VULN|2DMG|1AART	124VULN|3DMSP|56DMG|7LEGI|8AART|9RPLT|aRCR
425	36411 43717	   	169.97	DCR|3VULN|2DMG|1AART	147VULN|2MBVNT|34DMG|4BPWR|5BEXP|6DUST|8AART|9LHND|aRCR
426	66136 33214	   	169.95	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|367VULN|4DMG|5RCR|8LIT|9CDMG|aAART
427	12434 62212	 * 	169.90	DCR|3DMG|1AART|1FLTHEA|2DUR	1aLWND|2RMIN|3FLTHEA|47aDMG|5AART|6RCR|8RPLT|9aDUR|aBPWR
428	36412 43838	   	169.82	DCR|3DMG|2VULN|1AART|1SELL	14VULN|2MBVNT|349DMG|4BPWR|5LWND|6FEWX|7SELL|8AART|aRCR
429	21632 32342	   	169.82	DCR|2VULN|2DMG|2AART|1SELL	1LIT|2SELL|36VULN|45DMG|7LHND|8RCR|9aAART
430	32141 61251	   	169.77	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2RMIN|3aLHND|4RCR|5DUR|6LIT|7AART|8aDMG|9RCVC|aBPWR
431	34141 11235	   	169.77	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	19VULN|2ASPD|3LHND|4RCR|5DUR|6RPLT|7DMG|8aAART
432	23161 66213	   	169.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1LIT|26DUR|35VULN|4AART|7RCR|8DMG|9CGEN|aZMB
433	31454 12332	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28VENICY|3RMIN|4ZMB|5AART|6FEWX|78DMG|8BPWR|9RCR|aMLV
434	31454 12333	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28VENICY|3RMIN|4ZMB|5AART|6FEWX|78DMG|8BPWR|9RCR|aLHND
435	32354 12332	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6FEWX|78DMG|8BPWR|9RCR|aMLV
436	32354 12333	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6FEWX|78DMG|8BPWR|9RCR|aLHND
437	32354 12336	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6FEWX|78DMG|8BPWR|9RCR|aLIT
438	53356 21212	   	169.55	DCR|2VULN|2DMG|1AART|2DUR	129CANSTR|29BPWR|3AART|48DUR|59DMG|69VULN|7BELT|aRCR
439	31234 32331	   	169.53	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	18VULN|2VENICY|38ZMB|4DMG|5AART|6ERES|78BEXP|8BPWR|9RCR|aCDMG
440	32354 12334	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6FEWX|78DMG|8BPWR|9RCR|aDUST
441	32354 12335	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6FEWX|78DMG|8BPWR|9RCR|aERES
442	31234 15331	   	169.43	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	18VULN|2VENICY|38ZMB|4DMG|5AART|6FEWX|78ERES|8BPWR|9RCR|aCDMG
443	25313 42114	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2BEXP|3CGEN|4AART|59VULN|6RCR|7DMG|8CDMG|aASPD
444	23312 42116	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3CGEN|4AART|5BEXP|6RCR|7DMG|8CDMG|9aVULN
445	25213 43312	   	169.41	DCR|3VULN|2AART|1CDMG	1LIT|2BEXP|3ERES|4aAART|589VULN|6RCR|7CDMG
446	33116 11136	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	12aVULN|3FEWX|4LHND|5ZMB|6AART|7DUST|8RCR|9DMG
447	33616 11136	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	12aVULN|3BEXP|4LHND|5ZMB|6AART|7DUST|8RCR|9DMG
448	16281 31246	   	169.38	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|2MBVNT|3ZMB|4LIT|5aVULN|6RCR|79AART|8DMG
449	36412 13287	   	169.36	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6aAART|7ERES|8DMSP|9RCR
450	23212 42116	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3ERES|4AART|5BEXP|6RCR|7DMG|8CDMG|9aVULN
451	25213 42114	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2BEXP|3ERES|4AART|59VULN|6RCR|7DMG|8CDMG|aASPD
452	36472 33437	   	169.15	DCR|2VULN|2DMG|1AART|2DUR	18VULN|2MBVNT|38DMG|4AART|59FEWX|6LHND|78DUR|8BPWR|aRCR
453	36411 22271	   	169.05	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7LHND|8RCR|9FLTHEA|aCDMG
454	36412 42271	   	169.05	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6FEWX|7ASPD|8RCR|9FLTHEA|aCDMG
455	36236 71341	   	169.05	ACR|2VULN|2AART|1DMG|2ZMB	1aVULN|2MBVNT|3aLWND|4DMG|5RCR|6LIT|79AART|8aZMB|aBPWR
456	16136 71341	   	169.05	ACR|2VULN|2AART|1DMG|2ZMB	1aLWND|2MBVNT|3aVULN|4DMG|5RCR|6LIT|79AART|8aZMB|aBPWR
457	33226 52236	   	169.04	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6DUST|9DMG|aRCR
458	34411 15211	   	169.02	DCR|2VULN|2AART|1DMG|2ASPD	13VULN|23ASPD|3BPWR|4ERES|5LIT|6DMG|7RCR|8aAART|9CGEN
459	23161 26211	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9CGEN|aDMSP
460	23161 26214	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9CGEN|aBEXP
461	23161 26223	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	19LIT|2DUR|356VULN|4AART|7RCR|8DMG|aDMSP
462	23161 26226	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	19LIT|2DUR|356VULN|4AART|7RCR|8DMG|aLHND
463	23161 26261	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9RMIN|aDMSP
464	23161 26613	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8LHND|9CGEN|aDMG
465	25161 26113	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2BEXP|356VULN|4AART|7RCR|8DUR|9CGEN|aDMG
466	36412 32265	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7LHND|8RCR|9CGEN|aAART
467	32141 11236	   	168.97	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2RMIN|3LHND|4RCR|5DUR|6RPLT|7aDMG|8AART
468	32541 11236	   	168.97	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2RMIN|3FEWX|4RCR|5DUR|6RPLT|7aDMG|8AART
469	36411 28271	   	168.95	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7DUST|8RCR|9FLTHEA|aCDMG
470	36412 62271	   	168.95	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6DUST|7ASPD|8RCR|9FLTHEA|aCDMG
471	36418 22271	   	168.95	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7LHND|8RCR|9FLTHEA|aCDMG
472	36236 41362	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	178VULN|2MBVNT|3LWND|48DMG|5RCR|68BEXP|8BPWR|9DUR|aZMB
473	36426 46122	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|2MBVNT|38DMG|4DUR|5RCR|6BEXP|78LHND|8BPWR|aZMB
474	33226 12311	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9LWND|aFEWX
475	33226 12313	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9LWND|aCGEN
476	33226 12321	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9BEXP|aBELT
477	33226 12322	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9BEXP|aRCVC
478	33226 12323	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9BEXP|aLWND
479	33226 12351	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9aCGEN
480	33226 12352	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9CGEN|aFEWX
481	33226 12353	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9CGEN|aRMIN
482	33226 12354	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9CGEN|aLWND
483	33226 12361	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9LHND|aFEWX
484	33226 12363	   	168.92	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9LHND|aCGEN
485	23161 26212	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9CGEN|aERES
486	23161 26221	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	19LIT|2DUR|356VULN|4AART|7RCR|8DMG|aDUST
487	23161 26222	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	19LIT|2DUR|356VULN|4AART|7RCR|8DMG|aERES
488	23161 26231	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9LEGI|aFEWX
489	23161 26232	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9LEGI|aCGEN
490	23161 26236	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9LEGI|aDMSP
491	23161 26241	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9DUST|aFEWX
492	23161 26242	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9DUST|aCGEN
493	23161 26262	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9RMIN|aERES
494	23161 26313	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DUST|9CGEN|aDMG
495	31521 52332	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28VENICY|3CGEN|4LEGI|5ZMB|6AART|78DMG|8BPWR|9RCR|aMLV
496	31521 52333	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28VENICY|3CGEN|4LEGI|5ZMB|6AART|78DMG|8BPWR|9RCR|aLHND
497	31521 52336	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28VENICY|3CGEN|4LEGI|5ZMB|6AART|78DMG|8BPWR|9RCR|aLIT
498	36412 13281	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6AART|7ERES|8DMSP|9RCR|aZMB
499	36412 35237	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7BASICY|8RCR|9LHND|aAART
