0	Index      	 *	Score 	Summary	Detail	
1	41235 15231	 * 	193.61	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aDMG
305	11211 12435	   	172.43	ACR|2AART|2VULN|2CDMG|2DUR	19CDMG|29DUR|3RCR|4MLV|58AART|6LWND|79VULN|9BPWR|aFEWX
306	12142 36161	   	172.40	ACR|2VULN|2DMG|2CDMG|1ZMB	1aCDMG|2RCVC|3FEWX|4RCR|5aVULN|6ZMB|7DUST|8aDMG|9RMIN|aBPWR
307	12242 36161	   	172.40	ACR|2VULN|2DMG|2CDMG|1ZMB	1aCDMG|2RCVC|3LHND|4RCR|5aVULN|6ZMB|7DUST|8aDMG|9RMIN|aBPWR
308	42333 13532	   	172.38	ACR|3ZMB|1AART|1DMG|1VULN|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DMG|8AART|9VULN|aCGEN
309	42333 13533	   	172.38	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DMG|8AART|9VULN|aDMSP
310	42333 13534	   	172.38	ACR|3ZMB|1AART|1DMG|1VULN|2DUR	14DUR|2RCR|345ZMB|4BPWR|6aLIT|7DMG|8AART|9VULN
311	42333 13536	   	172.38	ACR|3ZMB|1AART|1DMG|1VULN|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DMG|8AART|9VULN|aLWND
312	12643 51223	   	172.34	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	15CDMG|2RCVC|358DUR|4RCR|5BPWR|6AART|7aVULN|9ASPD
313	11223 27142	   	172.33	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|78VULN|9RCVC|aAART
314	42133 64211	   	172.33	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|2RCR|39VULN|4LHND|5MLV|67DMG|8SELL|aAART
315	11211 12432	   	172.33	ACR|2AART|2VULN|2CDMG|2DUR	19CDMG|29DUR|3RCR|4MLV|58AART|6LWND|79VULN|9BPWR|aAIRHEL
316	11211 12434	   	172.33	ACR|2AART|2VULN|2CDMG|2DUR	19CDMG|29DUR|3RCR|4MLV|58AART|6LWND|79VULN|9BPWR|aDUST
317	11242 12114	   	172.33	ACR|2VULN|2DMG|2CDMG|2DUR	15CDMG|25DUR|3RCR|4RMIN|5BPWR|69VULN|7LWND|8aDMG
318	11261 12431	   	172.33	ACR|2AART|2VULN|2CDMG|2DUR	19CDMG|29DUR|3RCR|4TLV|58AART|6LWND|79VULN|9BPWR|aLHND
319	11261 12435	   	172.33	ACR|2AART|2VULN|2CDMG|2DUR	19CDMG|29DUR|3RCR|4TLV|58AART|6LWND|79VULN|9BPWR|aFEWX
320	22115 43633	   	172.30	ACR|2VULN|2AART|1DMG|1ZMB	1LWND|2RCR|3aVULN|4MGNLIT|5ZMB|6LIT|78AART|9DMG
321	11212 12135	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45MLV|5BPWR|6aVULN|7LWND|8DMG|9AART
322	11242 16114	   	172.23	ACR|2VULN|2DMG|2CDMG|2DUR	15CDMG|25DUR|3RCR|4RMIN|5BPWR|69VULN|7DUST|8aDMG
323	11261 12432	   	172.23	ACR|2AART|2VULN|2CDMG|2DUR	19CDMG|29DUR|3RCR|4TLV|58AART|6LWND|79VULN|9BPWR|aAIRHEL
324	11261 12434	   	172.23	ACR|2AART|2VULN|2CDMG|2DUR	19CDMG|29DUR|3RCR|4TLV|58AART|6LWND|79VULN|9BPWR|aDUST
325	42332 15111	 * 	172.21	ACR|2VULN|3ZMB|3DUR|1CDMG|1ASPD	149DUR|2RCR|349ZMB|49BPWR|5ASPD|6TLV|7RCVC|89VULN|aCDMG
326	22125 52611	   	172.20	ACR|2VULN|2AART|1DMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5FEWX|6LEGI|78AART|aDMG
327	22362 43633	   	172.20	ACR|2VULN|2AART|1DMG|1ZMB	1LWND|2RCR|3ZMB|4CANHEL|5aVULN|6LIT|78AART|9DMG
328	22133 66216	   	172.14	ACR|4VULN|2DMG|1SELL	17LWND|2RCR|379aVULN|4LHND|5CGEN|67DMG|7BPWR|8SELL
329	41311 33532	   	172.14	ACR|3VULN|2DMG|3DUR	18aDUR|29aVULN|3ERES|4RCR|5RCVC|6TLV|7aDMG|aBPWR
330	11215 32135	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4MLV|5aVULN|7LWND|8DMG|9AART
331	11235 26163	   	172.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|26DUR|3RCR|4BEXP|5FEWX|78DMG|9AART|aVULN
332	12313 13632	   	172.07	DCR|2DMG|1AART|1VULN|2CDMG|2RCVC	17CDMG|25RCVC|37ERES|47DMG|6RCR|7BPWR|8DUST|9AART|aVULN
333	11262 13643	 * 	172.04	ACR|3VULN|1AART|3DUR|1CDMG	1CDMG|257DUR|3RCR|45TLV|5BPWR|69aVULN|8AART
334	11262 12135	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45TLV|5BPWR|6aVULN|7LWND|8DMG|9AART
335	11265 32135	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4TLV|5aVULN|7LWND|8DMG|9AART
336	42333 45122	   	171.98	ACR|2VULN|3ZMB|1DMG|3DUR	148DUR|2RCR|345ZMB|48BPWR|6RCVC|78VULN|9DMG|aFEWX
337	41412 43212	   	171.97	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2VULN|3ASPD|4RCR|5LIT|6LHND|79DMG|8AART|aCDMG
338	51412 13212	   	171.97	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1LHND|2VULN|3ASPD|4RCR|5LIT|6DUR|79DMG|8AART|aCDMG
339	21236 22631	   	171.93	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	1LWND|23VULN|469DUR|5CDMG|7AART|8RCR|aDMG
340	11223 27324	   	171.92	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7aVULN|8AART|9MLV
341	11223 17117	   	171.91	ACR|2VULN|1DMG|2CDMG|2FLTHEA|1DUR	18CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|6RCVC|78VULN|8BPWR|9FEWX|aDMG
342	11223 17163	   	171.91	ACR|2VULN|2FLTHEA|1DMG|2CDMG|1DUR	18CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|6RCVC|78VULN|8BPWR|9LIT|aDMG
343	42333 45123	   	171.88	ACR|2VULN|3ZMB|1DMG|3DUR	148DUR|2RCR|345ZMB|48BPWR|6RCVC|78VULN|9DMG|aDUST
344	13122 35116	 * 	171.84	DCR|4VULN|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|579aVULN|6RCR|7BPWR|8DUST
345	41114 23532	   	171.84	ACR|3VULN|2DMG|3DUR	18aDUR|29aVULN|3TLV|4RCR|5ERES|6RCVC|7aDMG|aBPWR
346	52133 16121	 * 	171.83	ACR|3DMG|2VULN|1CDMG	14aLHND|2RCR|3aVULN|5BEXP|6CDMG|78aDMG|9LEGI|aBPWR
347	52133 16621	   	171.83	ACR|3DMG|2VULN|1CDMG	14aLHND|2RCR|3aVULN|5BEXP|6CDMG|79aDMG|8LEGI|aBPWR
348	11223 17127	   	171.81	ACR|2VULN|2FLTHEA|2CDMG|1DMG|1DUR	18CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|6RCVC|78VULN|8BPWR|9LEGI|aDMG
349	11223 17147	   	171.81	ACR|2VULN|1DMG|2CDMG|2FLTHEA|1DUR	18CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|6RCVC|78VULN|8BPWR|9DUST|aDMG
350	42132 61311	   	171.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|379VULN|4LHND|5LWND|6ERES|8AART|aDMG
351	52133 16135	   	171.73	ACR|3DMG|2VULN|1CDMG	14LHND|2RCR|3aVULN|5BEXP|6CDMG|789DMG
352	11253 51136	   	171.73	ACR|2VULN|2AART|2CDMG|2DUR	15CDMG|25DUR|3RCR|4DMSP|5BPWR|69AART|7aVULN|8FEWX
353	11161 11142	   	171.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|28DUR|3LHND|4DMG|5AART|6LWND|7RCR|9aVULN
354	22125 13224	   	171.70	ACR|2VULN|2AART|1DMG|1ZMB	1LWND|2RCR|3aVULN|4ZMB|5FEWX|6LIT|7DMG|89AART
355	22222 32224	   	171.70	ACR|2VULN|2AART|1DMG|1ZMB	1LWND|2RCR|3FEWX|4ZMB|5DMG|6aVULN|7LIT|89AART
356	52125 13213	   	171.70	ACR|2DMG|2AART|1VULN|1ZMB	1LHND|2RCR|3VULN|4ZMB|5FEWX|6LIT|79DMG|8aAART
357	52125 13224	   	171.70	ACR|2VULN|2AART|1DMG|1ZMB	1LHND|2RCR|3aVULN|4ZMB|5FEWX|6LIT|7DMG|89AART
358	52222 32213	   	171.70	ACR|2DMG|2AART|1VULN|1ZMB	1LHND|2RCR|3FEWX|4ZMB|59DMG|6VULN|7LIT|8aAART
359	52222 32224	   	171.70	ACR|2VULN|2AART|1DMG|1ZMB	1LHND|2RCR|3FEWX|4ZMB|5DMG|6aVULN|7LIT|89AART
360	11212 12111	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45MLV|5BPWR|69VULN|7LWND|8DMG|aAART
361	11241 61315	   	171.62	ACR|2AART|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4RMIN|57AART|6aDMG|8DMSP|9ZMB
362	15252 33114	   	171.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2FEWX|3RCR|4DMSP|59VULN|6ZMB|7DUR|8aDMG
363	22436 41231	 * 	171.61	ACR|1AART|3ASPD|1DMG|1VULN|1CDMG|1DUR	14LWND|2RCR|34aASPD|4BPWR|5VULN|6DMG|7DUR|8CDMG|9AART
364	11161 21122	   	171.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|28DUR|3LHND|4DMG|5AART|6DUST|7RCR|9aVULN
365	12142 32111	   	171.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCVC|3FEWX|4RCR|59VULN|6ZMB|7LWND|8DMG|aAART
366	12242 32111	   	171.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCVC|3LHND|4RCR|59VULN|6ZMB|7LWND|8DMG|aAART
367	21315 63215	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1LWND|29aVULN|3ERES|4RCR|5LHND|6DMG|7AART|8ZMB
368	11212 14112	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45MLV|5BPWR|69VULN|7DUST|8DMG|aAART
369	11215 32111	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4MLV|59VULN|7LWND|8DMG|aAART
370	11245 32111	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4RMIN|59VULN|7LWND|8DMG|aAART
371	13222 33636	   	171.52	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|27CGEN|3FEWX|4DMG|5aVULN|6RCR|89AART
372	13222 36636	   	171.52	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|2CGEN|37FEWX|4DMG|5aVULN|6RCR|89AART
373	21213 42553	   	171.52	DCR|3VULN|2AART|1CDMG|1ZMB	1LWND|23aVULN|4CGEN|5ZMB|6CDMG|78AART|9RCR
374	12242 36111	   	171.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCVC|3LHND|4RCR|59VULN|6ZMB|7DUST|8DMG|aAART
375	11234 16142	   	171.48	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	18CDMG|28DUR|3RCR|4BEXP|5LSRICY|6RCVC|78VULN|8BPWR|9ZMB|aAART
376	11221 26256	 * 	171.44	ACR|2DMG|1VULN|2ZMB|1CDMG|1FLTHEA|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|69ZMB|7VULN|8aDMG
377	11223 27267	   	171.44	ACR|2DMG|1VULN|2ZMB|1CDMG|1FLTHEA|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|69ZMB|7VULN|8aDMG
378	11215 34112	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4MLV|59VULN|7DUST|8DMG|aAART
379	11262 12111	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45TLV|5BPWR|69VULN|7LWND|8DMG|aAART
380	11265 32111	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4TLV|59VULN|7LWND|8DMG|aAART
381	21223 42553	   	171.42	DCR|3VULN|2AART|1CDMG|1ZMB	1LWND|23aVULN|4ERES|5ZMB|6CDMG|78AART|9RCR
382	42336 31142	 * 	171.40	ACR|3VULN|1DMG|3DUR|2ZMB	147DUR|2RCR|34ZMB|4BPWR|58aVULN|6TLV|9DMG
383	22121 43636	   	171.35	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9aDUR
384	41234 23331	   	171.35	DCR|2VULN|2DMG|1AART|2DUR	16DUR|23VULN|4AART|5DMSP|7aDMG|8NUKE|9RCR
385	11262 14112	   	171.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45TLV|5BPWR|69VULN|7DUST|8DMG|aAART
386	11265 34112	   	171.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4TLV|59VULN|7DUST|8DMG|aAART
387	22323 11316	   	171.30	ACR|2DMG|2AART|1VULN|1ZMB	17LWND|2RCR|3ZMB|4BELT|57LIT|67DMG|7BPWR|8VULN|9aAART
388	52323 11316	   	171.30	ACR|2DMG|2AART|1VULN|1ZMB	17LHND|2RCR|3ZMB|4BELT|57LIT|67DMG|7BPWR|8VULN|9aAART
389	11253 53315	   	171.28	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	15CDMG|25DUR|3RCR|4DMSP|5BPWR|6AART|7aDMG|8CGEN|9ZMB
390	41414 13133	   	171.27	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2aVULN|3ASPD|4RCR|5ERES|6CDMG|7CGEN|8DMG|9AART
391	41416 13133	   	171.27	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2aVULN|3ASPD|4RCR|5TLV|6CDMG|7CGEN|8DMG|9AART
392	41235 22235	 * 	171.24	DCR|3VULN|1AART|2ZMB|2DUR|1ASPD	17DUR|23aVULN|4AART|56ZMB|8ASPD|9RCR
393	11221 56136	   	171.22	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6TLV|78VULN|9AART|aZMB
394	11223 27834	   	171.22	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7aVULN|8ERES|9AART
395	11223 67734	   	171.22	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6TLV|7aVULN|8ZMB|9AART
396	42423 33325	 * 	171.22	ACR|3VULN|1AART|2ASPD|2DUR	19DUR|2RCR|38ASPD|4BELT|59DUST|69aVULN|7AART|9BPWR
397	13222 32165	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2CGEN|3FEWX|48DMG|5aVULN|6RCR|7ZMB|9DUR
398	11253 53215	   	171.18	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	15CDMG|25DUR|3RCR|4DMSP|5BPWR|6AART|7aDMG|8ERES|9ZMB
399	42326 31135	   	171.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18DUR|2RCR|3ZMB|4BELT|57VULN|6AIRHEL|9DMG|aAART
400	42333 25141	   	171.18	ACR|3ZMB|1AART|1DMG|1VULN|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LHND|7VULN|8LWND|9DMG|aAART
401	42333 35141	   	171.18	ACR|3ZMB|1AART|1DMG|1VULN|2DUR	14DUR|2RCR|345ZMB|4BPWR|6BEXP|7VULN|8LWND|9DMG|aAART
402	52313 34136	 * 	171.14	ACR|2VULN|2DMG|2ZMB|1CDMG	18LHND|2RCR|38ZMB|4RMIN|5BEXP|6aVULN|78DMG|8BPWR|9CDMG
403	11612 88112	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|25DUR|3MBVNT|45MLV|5BPWR|6RCR|79VULN|8DMG|aAART
404	11163 61142	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|28DUR|3LHND|4DMG|5LWND|6AART|7RCR|9aVULN
405	21126 32114	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1LWND|29VULN|3TLV|4ASPD|5CDMG|6RCR|7ZMB|8aDMG
406	21326 32114	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1LWND|29VULN|3ERES|4ASPD|5CDMG|6RCR|7ZMB|8aDMG
407	42124 11342	   	171.08	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	19DUR|2RCR|39VULN|4ZMB|58ERES|69CDMG|7MBVNT|9BPWR|aAART
408	16562 31222	   	171.05	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1CDMG|2LIT|3DMG|4RCR|58VULN|6RPLT|7aASPD|9AART
409	11223 57151	   	171.04	ACR|3VULN|3CDMG|2FLTHEA|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|789VULN|8BPWR|aCGEN
410	11223 57152	   	171.04	ACR|3VULN|3CDMG|2FLTHEA|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|789VULN|8BPWR|aLIT
411	11223 57153	   	171.04	ACR|3VULN|3CDMG|2FLTHEA|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|789VULN|8BPWR|aLWND
412	11223 57162	   	171.04	ACR|3VULN|3CDMG|2FLTHEA|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78aVULN|8BPWR|9BEXP
413	11223 57172	   	171.04	ACR|3VULN|3CDMG|2FLTHEA|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78aVULN|8BPWR|9LWND
414	22114 36223	   	171.04	ACR|2VULN|2AART|1DMG|1DUR	1LWND|2RCR|3aVULN|4MGNLIT|5DUR|68AART|7RCVC|9DMG
415	52114 36223	   	171.04	ACR|2VULN|2AART|1DMG|1DUR	1LHND|2RCR|3aVULN|4MGNLIT|5DUR|68AART|7RCVC|9DMG
416	22312 34135	   	171.04	ACR|2VULN|2DMG|2ZMB|1CDMG	18LWND|2RCR|38ZMB|4RMIN|5DUST|6aVULN|78DMG|8BPWR|9CDMG
417	22336 43314	   	171.04	ACR|2VULN|2DMG|2ZMB|1CDMG	14LWND|2RCR|34ZMB|4BPWR|59VULN|6aDMG|7CDMG|8BEXP
418	52312 34135	   	171.04	ACR|2VULN|2DMG|2ZMB|1CDMG	18LHND|2RCR|38ZMB|4RMIN|5DUST|6aVULN|78DMG|8BPWR|9CDMG
419	52125 34132	 * 	171.04	ACR|2VULN|2DMG|2ZMB|2ASPD	18LHND|2RCR|3aVULN|48ZMB|5FEWX|6aASPD|78DMG|8aBPWR|9aERES
420	12111 21333	   	171.03	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2RCVC|34FEWX|578VULN|6AART|9DMG|aRCR
421	12551 21333	   	171.03	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2RCVC|3DMSP|4FEWX|578VULN|6AART|9DMG|aRCR
422	11253 51223	   	171.03	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	15CDMG|258DUR|3RCR|4DMSP|5BPWR|6AART|7aVULN|9ASPD
423	11165 61112	   	171.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|28DUR|3LHND|4DMG|5aVULN|6AART|7RCR|9LEGI
424	21111 23666	   	170.94	ACR|3DMG|1AART|1VULN|1DUR	1LWND|2VULN|3TLV|4RCR|5RCVC|6AART|79aDMG|8DUR
425	21311 23666	   	170.94	ACR|3DMG|1AART|1VULN|1DUR	1LWND|2VULN|3ERES|4RCR|5RCVC|6AART|79aDMG|8DUR
426	11223 57118	   	170.94	ACR|3VULN|3CDMG|2FLTHEA|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78aVULN|8BPWR|9ERES
427	22336 43114	   	170.94	ACR|2VULN|2DMG|2ZMB|1CDMG	14LWND|2RCR|34ZMB|4BPWR|59VULN|6aDMG|7CDMG|8DUST
428	22333 64613	   	170.92	ACR|2VULN|2DMG|3ZMB	14aLWND|2RCR|345ZMB|4aBPWR|6ERES|7aDMG|8MBVNT|9aVULN
429	11221 16116	   	170.89	ACR|2VULN|1DMG|2CDMG|1FLTHEA|2DUR	18CDMG|28DUR|3RCR|4FLTHEA|5DUST|6RCVC|78VULN|8BPWR|9FEWX|aDMG
430	11221 16153	   	170.89	ACR|2VULN|1DMG|2CDMG|1FLTHEA|2DUR	18CDMG|28DUR|3RCR|4FLTHEA|5DUST|6RCVC|78VULN|8BPWR|9LIT|aDMG
431	12143 53235	   	170.89	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|29RCVC|35FEWX|4RCR|5BPWR|6AART|78DMG|aVULN
432	42331 15234	 * 	170.82	ACR|3VULN|1AART|2ZMB|2DUR	14DUR|2RCR|34ZMB|4BPWR|5LIT|689VULN|7LHND|aAART
433	11221 16126	   	170.79	ACR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	18CDMG|28DUR|3RCR|4FLTHEA|5DUST|6RCVC|78VULN|8BPWR|9LEGI|aDMG
434	13122 35231	   	170.78	DCR|2VULN|2DMG|2CDMG|1ZMB	17CDMG|27CGEN|3aBEXP|49DMG|57VULN|6RCR|7BPWR|8ZMB
435	13122 35232	   	170.78	DCR|2VULN|2DMG|2CDMG|1ZMB	17CDMG|27aCGEN|3BEXP|49DMG|57VULN|6RCR|7BPWR|8ZMB
436	13122 35235	   	170.78	DCR|2VULN|2DMG|2CDMG|1ZMB	17CDMG|27CGEN|3BEXP|49DMG|57VULN|6RCR|7BPWR|8ZMB|aLHND
437	13122 35236	   	170.78	DCR|2VULN|2DMG|2CDMG|1ZMB	17CDMG|27CGEN|3BEXP|49DMG|57VULN|6RCR|7BPWR|8ZMB|aRMIN
438	13122 35313	   	170.78	DCR|2VULN|2DMG|2CDMG|1ZMB	17CDMG|27CGEN|3BEXP|4aDMG|57VULN|6RCR|7BPWR|8BELT|9ZMB
439	11221 26132	   	170.72	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|78VULN|9DMSP|aAART
440	11223 27132	   	170.72	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|78VULN|9DMSP|aAART
441	13122 35233	   	170.68	DCR|2VULN|2DMG|2CDMG|1ZMB	17CDMG|27CGEN|3BEXP|49DMG|57VULN|6RCR|7BPWR|8ZMB|aCANSTR
442	13122 35244	   	170.68	DCR|2VULN|2DMG|2CDMG|1ZMB	17CDMG|27CGEN|3BEXP|4aDMG|57VULN|6RCR|7BPWR|8ZMB|9ERES
443	41414 13111	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|29VULN|3ASPD|4RCR|5ERES|6CDMG|7CGEN|8DMG|aAART
444	41416 13111	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|29VULN|3ASPD|4RCR|5TLV|6CDMG|7CGEN|8DMG|aAART
445	63423 32632	 * 	170.63	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1MLV|2aTLV|3VULN|4ERES|5aZMB|6CDMG|7AART|8RCR|9aDMG|aBPWR
446	11221 26162	   	170.62	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|59DUST|6ZMB|78VULN|aAART
447	22436 41331	 * 	170.62	ACR|1VULN|3ASPD|1DMG|2CDMG|2DUR|1ZMB	14LWND|2RCR|34aASPD|4aBPWR|5VULN|6DMG|7aDUR|8ZMB|9aCDMG
448	42121 41212	   	170.55	ACR|3VULN|1DMG|3DUR|1ZMB	179DUR|2RCR|39aVULN|4ZMB|5RCVC|6DMG|89CGEN|9BPWR
449	41111 43512	   	170.48	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29VULN|3TLV|4RCR|5RCVC|67DMG|8RPLT|aAART
450	41311 43512	   	170.48	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29VULN|3ERES|4RCR|5RCVC|67DMG|8RPLT|aAART
451	11223 48444	 * 	170.41	ACR|1AART|2CDMG|1VULN|2FLTHEA|2ZMB|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5MBVNT|6BEXP|7VULN|8aZMB|9AART|aBPWR
452	42333 16433	   	170.40	ACR|2VULN|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7AART|8aVULN|9LSRREG
453	12326 25133	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2RCVC|3ERES|456VULN|7AART|8RMIN|9DMG|aRCR
454	11223 78444	   	170.31	ACR|1AART|2CDMG|1VULN|2FLTHEA|2ZMB|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5MBVNT|6DUST|7VULN|8aZMB|9AART|aBPWR
455	15252 32111	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2FEWX|3RCR|4DMSP|59VULN|6ZMB|7LWND|8DMG|aAART
456	42133 66213	   	170.27	ACR|3VULN|2DMG|2DUR|1SELL	17DUR|2RCR|379VULN|4LHND|5MLV|67DMG|7BPWR|8SELL|aBEXP
457	42132 26321	   	170.27	ACR|3DMG|2VULN|2DUR|1SELL	1aDUR|2RCR|3aVULN|4LHND|58LWND|6SELL|79aDMG|aBPWR
458	42132 26421	   	170.27	ACR|3DMG|2VULN|2DUR|1SELL	1aDUR|2RCR|3aVULN|4LHND|5LWND|6SELL|79aDMG|8DMSP|aBPWR
459	11221 56313	   	170.24	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6TLV|7VULN|8AART|9DMG|aASPD
460	11223 67313	   	170.24	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6TLV|7VULN|8AART|9DMG|aASPD
