0	Index      	 *	Score 	Summary	Detail	
1	42232 42712	 * 	179.26	DCR|3DMG|2VULN|2ZMB|2DUR	1RCVC|2MBVNT|345DMG|6aZMB|7aVULN|8aDUR|9RCR|aBPWR
331	22213 64611	   	152.79	DCR|3VULN|1AART|1ASPD|1DUR	1BEXP|245VULN|3DUST|6DUR|7RCR|8ASPD|9AART|aRPLT
332	22213 64613	   	152.79	DCR|3VULN|1AART|1ASPD|1DUR	1BEXP|245VULN|3DUST|6DUR|7RCR|8ASPD|9AART|aFEWX
333	22113 64612	   	152.79	DCR|3VULN|1AART|1ASPD|1DUR	13BEXP|25aVULN|4DUST|6DUR|7RCR|8ASPD|9AART
334	26213 34612	   	152.69	DCR|3VULN|1AART|1ASPD|1DUR	1BEXP|2DUR|36DUST|45aVULN|7RCR|8ASPD|9AART
335	22352 62125	   	152.66	DCR|2VULN|1AART|1DMG|2DUR	1BEXP|26VULN|3ERES|47DUR|56LWND|6BPWR|8RCR|9DMG|aAART
336	36113 52125	   	152.66	DCR|2VULN|1AART|1DMG|2DUR	1LWND|27DUR|3BEXP|45VULN|6RMIN|8RCR|9DMG|aAART
337	11361 63336	 * 	152.63	DCR|1AART|1VULN|1DMG|3DUR|1ZMB|1ASPD	1CGEN|246DUR|3ZMB|5DMG|7ASPD|8VULN|9AART|aRCR
338	32323 36222	   	152.61	DCR|2VULN|2DMG|1CDMG|1DUR|2SELL	1aLWND|2aVULN|38SELL|4DUR|5CDMG|6aDMG|7MBVNT|9RCR|aBPWR
339	26533 32125	   	152.56	DCR|2VULN|1AART|1DMG|2DUR	1BEXP|27DUR|35VULN|4LWND|6TLV|8RCR|9DMG|aAART
340	36113 32125	   	152.56	DCR|2VULN|1AART|1DMG|2DUR	1LWND|27DUR|3BEXP|45VULN|6TLV|8RCR|9DMG|aAART
341	36523 32125	   	152.56	DCR|2VULN|1AART|1DMG|2DUR	1LWND|27DUR|35VULN|4BEXP|6TLV|8RCR|9DMG|aAART
342	26213 45123	   	152.46	DCR|2VULN|1AART|1DMG|2DUR	1BEXP|26DUR|3DUST|45VULN|7TLV|8RCR|9DMG|aAART
343	22543 36322	   	152.37	DCR|2VULN|2DMG|2CDMG	1aBEXP|23VULN|4RPLT|5aCDMG|6aDMG|7MBVNT|8LEGI|9RCR|aBPWR
344	42232 42713	   	152.32	DCR|3DMG|1VULN|1ZMB|1DUR	1RCVC|2MBVNT|345DMG|6ZMB|7VULN|8DUR|9RCR|aBEXP
345	42232 42714	   	152.32	DCR|3DMG|1VULN|1ZMB|1DUR	1RCVC|2MBVNT|345DMG|6ZMB|7VULN|8DUR|9RCR|aFEWX
346	42232 42417	   	152.32	DCR|3DMG|1VULN|1ZMB|1DUR	1RCVC|2MBVNT|345DMG|6ZMB|7VULN|8LWND|9RCR|aDUR
347	42232 42547	   	152.32	DCR|3DMG|1VULN|1ZMB|1DUR	1RCVC|2MBVNT|345DMG|6ZMB|7VULN|8RPLT|9RCR|aDUR
348	32326 32715	   	152.31	DCR|2DMG|1AART|1VULN|2DUR|1SELL	1LWND|2VULN|3SELL|45DUR|69DMG|7MBVNT|8RCR|aAART
349	36314 34715	   	152.31	DCR|2DMG|1AART|1VULN|2DUR|1SELL	1LWND|27DUR|3SELL|4MBVNT|5VULN|69DMG|8RCR|aAART
350	42843 38132	   	152.31	DCR|1AART|1VULN|1DMG|1CDMG|2RCVC|1DUR	13RCVC|2MBVNT|4DUR|5VULN|6NUKE|7AART|8RCR|9CDMG|aDMG
351	42843 46132	   	152.31	DCR|1AART|1VULN|1DMG|1CDMG|2RCVC|1DUR	13RCVC|2MBVNT|4DUR|5VULN|6ERES|7AART|8RCR|9CDMG|aDMG
352	34361 11231	   	152.30	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5VULN|6DMG|7ERES|8RCR|9CDMG|aRCVC
353	42244 24713	   	152.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8AIRHEL|9FEWX|aRCR
354	42244 24723	   	152.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8AIRHEL|9BEXP|aRCR
355	42232 42711	   	152.22	DCR|3DMG|1VULN|1ZMB|1DUR	1RCVC|2MBVNT|345DMG|6ZMB|7VULN|8DUR|9RCR|aERES
356	42232 42715	   	152.22	DCR|3DMG|1VULN|1ZMB|1DUR	1RCVC|2MBVNT|345DMG|6ZMB|7VULN|8DUR|9RCR|aDUST
357	45312 33153	   	152.19	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|2RCVC	18RCVC|2ZMB|3MLV|45DMG|6DUR|7VULN|9RCR|aCDMG
358	42241 13661	   	152.17	DCR|3VULN|2DMG	1RCVC|2MBVNT|38DMG|478VULN|58BEXP|6DMSP|8BPWR|9RCR|aLWND
359	42244 24753	   	152.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8AIRHEL|9LEGI|aRCR
360	22213 64623	   	152.09	DCR|3VULN|1AART|1ASPD|1DUR	1BEXP|245VULN|3DUST|6DUR|7RCR|8ASPD|9NUKE|aAART
361	42241 13662	   	152.07	DCR|3VULN|2DMG	1RCVC|2MBVNT|38DMG|478VULN|58BEXP|6DMSP|8BPWR|9RCR|aDUST
362	23113 64413	   	152.07	DCR|3VULN|1AART|1CDMG	16BEXP|2DUST|3FEWX|456VULN|6BPWR|7RCR|8CDMG|9LIT|aAART
363	23113 64422	   	152.07	DCR|3VULN|1AART|1CDMG	16BEXP|2DUST|3FEWX|456VULN|6BPWR|7RCR|8CDMG|9CGEN|aAART
364	33113 64413	   	152.07	DCR|3VULN|1AART|1CDMG	16LWND|2DUST|3BEXP|456VULN|6BPWR|7RCR|8CDMG|9LIT|aAART
365	22213 44413	   	151.97	DCR|3VULN|1AART|1CDMG	1BEXP|245VULN|3DUST|6LWND|7RCR|8CDMG|9LIT|aAART
366	22526 63333	   	151.97	DCR|3VULN|1AART|1CDMG	1BEXP|23aVULN|4FEWX|5CDMG|6AART|7DUST|8RCR|9CGEN
367	26162 14111	 * 	151.88	DCR|1AART|1DMG|3DUR|1CDMG|1ZMB	13BEXP|25aDUR|4AART|6RCR|7DMG|8ZMB|9CDMG
368	22526 63323	   	151.87	DCR|3VULN|1AART|1CDMG	1BEXP|23aVULN|4FEWX|5CDMG|6AART|7DUST|8RCR|9ERES
369	34363 43113	   	151.71	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LWND|2MLV|3ZMB|46AART|5CDMG|7RCR|8ERES|9VULN|aDUR
370	42882 24213	   	151.67	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|2RCVC	13RCVC|2MBVNT|4ZMB|5DMG|6VULN|7AART|8FLTHEA|9FEWX|aRCR
371	42882 24223	   	151.67	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|2RCVC	13RCVC|2MBVNT|4ZMB|5DMG|6VULN|7AART|8FLTHEA|9BEXP|aRCR
372	42241 37137	   	151.59	DCR|2AART|1VULN|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|4VULN|59BEXP|67AART|8RCR|aZMB
373	42371 46142	   	151.55	DCR|2AART|2VULN|2DUR	1RCVC|2MBVNT|37DUR|49AART|5aVULN|6RMIN|8RCR
374	42344 61152	 * 	151.44	DCR|1AART|1VULN|2CDMG|2ZMB|1DUR	1RCVC|2MBVNT|3DUR|45ZMB|68CDMG|7RCR|9AART|aVULN
375	42512 72142	   	151.42	DCR|2VULN|2AART|1CDMG|1SELL	1RCVC|2MBVNT|3SELL|4aVULN|5DUST|69AART|7CDMG|8RCR
376	42232 24117	   	151.40	DCR|3DMG|1AART|1ASPD|1DUR	1RCVC|2MBVNT|345DMG|6FEWX|7ASPD|8DUR|9RCR|aAART
377	42245 33144	   	151.34	DCR|3VULN|2DMG|2RCVC	18RCVC|2MBVNT|36DMG|479VULN|5LWND|aRCR
378	42234 78144	   	151.29	DCR|2DMG|2AART|1ASPD|1DUR	1RCVC|2MBVNT|34DMG|5DUST|6DUR|79AART|8RCR|aASPD
379	42232 43715	 * 	151.18	DCR|3DMG|1AART|2ZMB	1RCVC|2MBVNT|345DMG|67ZMB|8AART|9RPLT|aRCR
380	32342 12346	   	151.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1LWND|2VULN|3SELL|4AART|5RCVC|6CDMG|7ERES|8DMG|9RCR|aZMB
381	26513 33532	 * 	151.09	DCR|5VULN|3DUR	18BEXP|289DUR|34578VULN|6NUKE|8BPWR|aRCR
382	36513 33532	   	151.09	DCR|5VULN|3DUR	18LWND|289DUR|34578VULN|6NUKE|8BPWR|aRCR
383	34366 13133	   	151.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|57LHND|6DMG|8RCR|9CDMG|aVULN
384	22325 66121	   	151.06	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1BEXP|2VULN|3ERES|4LHND|59AART|6DUR|7ASPD|8RCR|aDMG
385	34361 11232	   	150.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5VULN|6DMG|7ERES|8RCR|9CDMG|aCGEN
386	34361 11233	   	150.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5VULN|6DMG|7ERES|8RCR|9CDMG|aLIT
387	34361 11234	   	150.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5VULN|6DMG|7ERES|8RCR|9CDMG|aRPLT
388	22526 12325	   	150.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|23VULN|4FEWX|5CDMG|6RPLT|7AART|8MBVNT|9DMG|aRCR
389	42377 33133	   	150.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4AART|5DMG|67LWND|8RCR|9CDMG|aVULN
390	34361 11235	   	150.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5VULN|6DMG|7ERES|8RCR|9CDMG|aVENICY
391	34361 11236	   	150.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5VULN|6DMG|7ERES|8RCR|9CDMG|aDUST
392	13235 44332	   	150.87	DCR|2AART|2DMG|1VULN	19CGEN|2LWND|39MGNLIT|48AART|5MLV|6VULN|79DMG|9BPWR|aRCR
393	32323 24626	   	150.87	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1LWND|2aVULN|3SELL|4DUR|5CDMG|6ERES|7RCR|8ZMB|9DMG
394	32112 65511	   	150.86	DCR|2VULN|2DMG|1CDMG	1LWND|24VULN|3BEXP|5LHND|6CDMG|7RCR|89DMG|aBELT
395	32112 65512	   	150.86	DCR|2VULN|2DMG|1CDMG	1LWND|24VULN|3BEXP|5LHND|6CDMG|7RCR|89DMG|aRPLT
396	42371 15141	   	150.80	DCR|2AART|1VULN|1DMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|49AART|5VULN|6DMG|8RCR|aLHND
397	42572 24213	 * 	150.80	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1SELL	1RCVC|2MBVNT|3SELL|4CDMG|5DMG|6VULN|7AART|8FLTHEA|9FEWX|aRCR
398	42572 24223	 * 	150.80	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1SELL	1RCVC|2MBVNT|3SELL|4CDMG|5DMG|6VULN|7AART|8FLTHEA|9BEXP|aRCR
399	13234 24332	   	150.77	DCR|2AART|2DMG|1VULN	19CGEN|2LWND|39MGNLIT|48AART|5VULN|6TLV|79DMG|9BPWR|aRCR
400	13236 44332	   	150.77	DCR|2AART|2DMG|1VULN	19CGEN|2LWND|39MGNLIT|48AART|5TLV|6VULN|79DMG|9BPWR|aRCR
401	31235 44332	   	150.77	DCR|2AART|2DMG|1VULN	19LWND|2ERES|39MGNLIT|48AART|5MLV|6VULN|79DMG|9BPWR|aRCR
402	32112 65513	   	150.76	DCR|2VULN|2DMG|1CDMG	1LWND|24VULN|3BEXP|5LHND|6CDMG|7RCR|89DMG|aMBVNT
403	11334 36612	   	150.72	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1CGEN|2DUR|3ZMB|4RMIN|5LWND|6DMG|7RCR|8ASPD|9AART|aVULN
404	11335 36612	   	150.72	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1CGEN|2DUR|3ZMB|4RMIN|5LHND|6DMG|7RCR|8ASPD|9AART|aVULN
405	23113 63112	   	150.72	DCR|4VULN|1AART	16BEXP|2DUST|3FEWX|456aVULN|6BPWR|7MLV|8RCR|9AART
406	42238 21544	   	150.71	DCR|3DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|34aDMG|5BEXP|6CDMG|7RCR|8ZMB|9DUR
407	42371 15143	   	150.70	DCR|2AART|1VULN|1DMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|49AART|5VULN|6DMG|8RCR|aERES
408	31234 24332	   	150.67	DCR|2AART|2DMG|1VULN	19LWND|2ERES|39MGNLIT|48AART|5VULN|6TLV|79DMG|9BPWR|aRCR
409	31236 44332	   	150.67	DCR|2AART|2DMG|1VULN	19LWND|2ERES|39MGNLIT|48AART|5TLV|6VULN|79DMG|9BPWR|aRCR
410	22523 43112	   	150.62	DCR|4VULN|1AART	1BEXP|235aVULN|4FEWX|6LWND|7TLV|8RCR|9AART
411	23113 62112	   	150.62	DCR|4VULN|1AART	16BEXP|2DUST|3FEWX|456aVULN|6BPWR|7TLV|8RCR|9AART
412	32523 63112	   	150.62	DCR|4VULN|1AART	1LWND|235aVULN|4FEWX|6BEXP|7TLV|8RCR|9AART
413	33113 65112	   	150.62	DCR|4VULN|1AART	16LWND|2DUST|3BEXP|456aVULN|6BPWR|7TLV|8RCR|9AART
414	42234 61544	   	150.61	DCR|3DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|34aDMG|5DUST|6CDMG|7RCR|8ZMB|9DUR
415	63234 24332	   	150.57	DCR|2AART|2DMG|1VULN	19ERES|2LWND|39MGNLIT|48AART|5VULN|6TLV|79DMG|9BPWR|aRCR
416	32511 15612	 * 	150.55	DCR|3VULN|1AART|2DUR	1LWND|23aVULN|4DUST|5RMIN|6AART|79DUR|8RCR
417	33511 15612	   	150.55	DCR|3VULN|1AART|2DUR	1LWND|2DUST|34aVULN|5RMIN|6AART|79DUR|8RCR
418	36511 12612	   	150.55	DCR|3VULN|1AART|2DUR	1LWND|29DUR|34aVULN|5RMIN|6AART|7DUST|8RCR
419	22213 45112	   	150.52	DCR|4VULN|1AART	1BEXP|245aVULN|3DUST|6LWND|7TLV|8RCR|9AART
420	22513 45112	   	150.52	DCR|4VULN|1AART	1BEXP|235aVULN|4DUST|6LWND|7TLV|8RCR|9AART
421	23513 45112	   	150.52	DCR|4VULN|1AART	1BEXP|2DUST|345aVULN|6LWND|7TLV|8RCR|9AART
422	32513 65112	   	150.52	DCR|4VULN|1AART	1LWND|235aVULN|4DUST|6BEXP|7TLV|8RCR|9AART
423	33513 65112	   	150.52	DCR|4VULN|1AART	1LWND|2DUST|345aVULN|6BEXP|7TLV|8RCR|9AART
424	32341 46514	   	150.42	DCR|3VULN|1AART|1CDMG|1SELL	1LWND|278VULN|3SELL|4AART|5MBVNT|6SNIHEL|9RCR|aCDMG
425	45312 33253	   	150.42	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2ZMB|38MLV|45DMG|6DUR|7VULN|9RCR|aCDMG
426	22134 34612	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	13BEXP|2aVULN|4RMIN|5LWND|6DMG|7RCR|8ASPD|9AART
427	22135 34612	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	13BEXP|2aVULN|4RMIN|5LHND|6DMG|7RCR|8ASPD|9AART
428	22611 34611	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|24VULN|3LWND|5RMIN|6DMG|7RCR|8ASPD|9AART|aRPLT
429	22611 34613	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|24VULN|3LWND|5RMIN|6DMG|7RCR|8ASPD|9AART|aFEWX
430	22621 34612	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	14BEXP|2aVULN|3LWND|5RMIN|6DMG|7RCR|8ASPD|9AART
431	22631 34612	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|2aVULN|34LWND|5RMIN|6DMG|7RCR|8ASPD|9AART
432	32111 34611	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|24VULN|3BEXP|5RMIN|6DMG|7RCR|8ASPD|9AART|aRPLT
433	32111 34613	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|24VULN|3BEXP|5RMIN|6DMG|7RCR|8ASPD|9AART|aFEWX
434	32111 34614	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1aLWND|24VULN|3BEXP|5RMIN|6DMG|7RCR|8ASPD|9AART
435	32111 34616	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|24VULN|3BEXP|5RMIN|6DMG|7RCR|8ASPD|9AART|aMLV
436	32121 34612	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|2aVULN|34BEXP|5RMIN|6DMG|7RCR|8ASPD|9AART
437	32131 34612	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	14LWND|2aVULN|3BEXP|5RMIN|6DMG|7RCR|8ASPD|9AART
438	32521 34611	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|23VULN|4FEWX|5RMIN|6DMG|7RCR|8ASPD|9AART|aRPLT
439	32521 34613	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|23VULN|4aFEWX|5RMIN|6DMG|7RCR|8ASPD|9AART
440	32531 34611	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|23VULN|4RMIN|5BEXP|6DMG|7RCR|8ASPD|9AART|aRPLT
441	32531 34613	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|23VULN|4RMIN|5BEXP|6DMG|7RCR|8ASPD|9AART|aFEWX
442	32621 34612	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	13LWND|2aVULN|4FEWX|5RMIN|6DMG|7RCR|8ASPD|9AART
443	32631 34612	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	13LWND|2aVULN|4RMIN|5BEXP|6DMG|7RCR|8ASPD|9AART
444	15135 12243	   	150.31	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	13CGEN|2RPLT|4RCR|5DMG|6ZMB|7CDMG|8VULN|9BEXP|aAART
445	22325 65111	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2aVULN|3ERES|4LHND|5AART|6DUR|7DMG|8RCR|9LWND
446	22325 65133	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|29VULN|3ERES|4LHND|5AART|6DUR|7DMG|8RCR|aFEWX
447	32511 34611	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|23VULN|4DUST|5RMIN|6DMG|7RCR|8ASPD|9AART|aRPLT
448	32511 34613	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|23VULN|4DUST|5RMIN|6DMG|7RCR|8ASPD|9AART|aFEWX
449	33511 34611	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|2DUST|34VULN|5RMIN|6DMG|7RCR|8ASPD|9AART|aRPLT
450	33511 34613	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|2DUST|34VULN|5RMIN|6DMG|7RCR|8ASPD|9AART|aFEWX
451	22325 16131	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|29VULN|3ERES|4LHND|5AART|6FEWX|7ASPD|8RCR|aDMG
452	32152 24612	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	15LWND|2aVULN|3BEXP|4DMG|6ERES|7RCR|8ASPD|9AART
453	32153 24612	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	16LWND|2aVULN|3BEXP|4DMG|5ERES|7RCR|8ASPD|9AART
454	32432 34612	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	15LWND|2aVULN|3RMIN|4DUST|6DMG|7RCR|8ASPD|9AART
455	32611 34612	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	13LWND|2aVULN|4DUST|5RMIN|6DMG|7RCR|8ASPD|9AART
456	33532 34612	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	15LWND|2DUST|3aVULN|4RMIN|6DMG|7RCR|8ASPD|9AART
457	15131 62363	 * 	150.23	ACR|2VULN|1AART|1CDMG|1ZMB	13CGEN|2RPLT|4RCR|5ZMB|6AART|7CDMG|8BEXP|9aVULN
458	15135 12213	   	150.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	13CGEN|2RPLT|4RCR|5DMG|6ZMB|7CDMG|8VULN|9DUST|aAART
459	15135 12261	   	150.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	13CGEN|2RPLT|4RCR|5DMG|6ZMB|7CDMG|8VULN|9CANHEL|aAART
460	42261 31234	   	150.18	DCR|3DMG|1VULN|1ZMB	1RCVC|2MBVNT|36aDMG|48RPLT|5ZMB|7RCR|9VULN
461	42241 22422	   	150.16	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|3aDMG|4aVULN|5BEXP|6CDMG|7RPLT|8aFEWX|9RCR|aBPWR
462	42241 26522	   	150.16	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|3aDMG|4aVULN|5BEXP|6CDMG|7aLWND|8RPLT|9RCR|aBPWR
463	22325 44131	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|29VULN|3ERES|4LHND|5AART|6TLV|7DUR|8RCR|aDMG
464	15131 62263	   	150.13	ACR|2VULN|1AART|1CDMG|1ZMB	13CGEN|2RPLT|4RCR|5ZMB|6AART|7CDMG|8DUST|9aVULN
465	32331 61553	   	150.12	DCR|3VULN|2DMG|1SELL	1LWND|26aVULN|3SELL|46DMG|5RPLT|6BPWR|7RCVC|8BELT|9RCR
466	32314 34712	   	150.12	DCR|3DMG|2VULN|1SELL	1LWND|2aVULN|3SELL|4MBVNT|5FEWX|679DMG|8RCR
467	32332 52712	   	150.12	DCR|3DMG|2VULN|1SELL	1LWND|2aVULN|3SELL|469DMG|5FEWX|7MBVNT|8RCR
468	32335 22712	   	150.12	DCR|3DMG|2VULN|1SELL	1LWND|2aVULN|3SELL|459DMG|6LHND|7MBVNT|8RCR
469	32314 34734	   	150.12	DCR|3VULN|2DMG|1SELL	1LWND|29aVULN|3SELL|4MBVNT|5FEWX|67DMG|8RCR
470	32332 52734	   	150.12	DCR|3VULN|2DMG|1SELL	1LWND|29aVULN|3SELL|46DMG|5FEWX|7MBVNT|8RCR
471	15135 36311	   	150.08	ACR|2DMG|1AART|1VULN|1DUR	13CGEN|2RPLT|4RCR|56DMG|7VULN|8BASHEA|9DUR|aAART
472	33314 36712	   	150.02	DCR|3DMG|2VULN|1SELL	1LWND|2DUST|3SELL|4MBVNT|579DMG|6aVULN|8RCR
473	33314 36734	   	150.02	DCR|3VULN|2DMG|1SELL	1LWND|2DUST|3SELL|4MBVNT|57DMG|69aVULN|8RCR
474	42822 24262	   	150.01	DCR|1AART|1DMG|1VULN|1FLTHEA|2RCVC|1ASPD	13RCVC|2MBVNT|4ASPD|5DMG|6VULN|7AART|8FLTHEA|9RCR|aLWND
475	42822 24263	   	150.01	DCR|1AART|1VULN|1DMG|1FLTHEA|2RCVC|1ASPD	13RCVC|2MBVNT|4ASPD|5DMG|6VULN|7AART|8FLTHEA|9RCR|aRMIN
476	42822 24264	   	150.01	DCR|1AART|1VULN|1DMG|1FLTHEA|2RCVC|1ASPD	13RCVC|2MBVNT|4ASPD|5DMG|6VULN|7AART|8FLTHEA|9RCR|aFEWX
477	42241 21522	   	149.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|3aDMG|4aVULN|5BEXP|6CDMG|7aDUST|8RPLT|9RCR|aBPWR
478	22662 21411	 * 	149.84	ACR|3VULN|1AART|1ZMB	1BEXP|289VULN|3LWND|4aBELT|5RCR|6AART|7ZMB
479	22662 21412	   	149.84	ACR|3VULN|1AART|1ZMB	1BEXP|289VULN|3LWND|4BELT|5RCR|6AART|7ZMB|aMLV
480	22662 21413	   	149.84	ACR|3VULN|1AART|1ZMB	1BEXP|289VULN|3LWND|4BELT|5RCR|6AART|7ZMB|aRPLT
481	32162 21411	   	149.84	ACR|3VULN|1AART|1ZMB	1LWND|289VULN|3BEXP|4aBELT|5RCR|6AART|7ZMB
482	32162 21412	   	149.84	ACR|3VULN|1AART|1ZMB	1LWND|289VULN|3BEXP|4BELT|5RCR|6AART|7ZMB|aMLV
483	32162 21413	   	149.84	ACR|3VULN|1AART|1ZMB	1LWND|289VULN|3BEXP|4BELT|5RCR|6AART|7ZMB|aRPLT
484	32162 21414	   	149.84	ACR|3VULN|1AART|1ZMB	1LWND|289VULN|3BEXP|4BELT|5RCR|6AART|7ZMB|aRMIN
485	32162 21424	   	149.84	ACR|3VULN|1AART|1ZMB	1LWND|28aVULN|3BEXP|4BELT|5RCR|6AART|7ZMB|9LIT
486	41233 25632	   	149.82	DCR|2VULN|2DMG|1ZMB	1RCVC|2RPLT|3FEWX|47DMG|59VULN|6LWND|8RCR|aZMB
487	22213 64432	   	149.80	DCR|4VULN|1CDMG|1DUR	1BEXP|245aVULN|3DUST|6DUR|7RCR|8CDMG|9FEWX
488	13333 54133	   	149.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2LWND|3ZMB|4RMIN|5ERES|6AART|7DMG|8RCR|9CDMG|aVULN
489	34333 54133	   	149.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4RMIN|5ERES|6AART|7DMG|8RCR|9CDMG|aVULN
490	36113 43125	   	149.77	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|3BEXP|45VULN|6RCVC|7TLV|8RCR|9DMG|aAART
491	32162 21415	   	149.74	ACR|3VULN|1AART|1ZMB	1LWND|289VULN|3BEXP|4BELT|5RCR|6AART|7ZMB|aLEGI
492	33562 21411	   	149.74	ACR|3VULN|1AART|1ZMB	1LWND|2DUST|389VULN|4aBELT|5RCR|6AART|7ZMB
493	33562 21412	   	149.74	ACR|3VULN|1AART|1ZMB	1LWND|2DUST|389VULN|4BELT|5RCR|6AART|7ZMB|aMLV
494	33562 21413	   	149.74	ACR|3VULN|1AART|1ZMB	1LWND|2DUST|389VULN|4BELT|5RCR|6AART|7ZMB|aRPLT
495	45432 23132	   	149.74	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1MSE	1RCVC|2ZMB|3AART|4VULN|5MSE|6CGEN|7aDMG|8RCR|9CDMG
496	45432 23133	   	149.74	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1MSE	1RCVC|2ZMB|3AART|4aVULN|5MSE|6CGEN|7DMG|8RCR|9CDMG
497	32543 33317	   	149.68	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|23VULN|4RPLT|5CDMG|6DMG|7TLV|8MBVNT|9AART|aRCR
498	32336 42116	   	149.65	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1SELL	1LWND|2VULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9FEWX|aZMB
