0	Index      	 *	Score 	Summary	Detail	
1	44212 62132	 * 	196.47	DCR|3VULN|2DMG|3ZMB|2CDMG|1SELL	16aZMB|2SELL|35CDMG|45aVULN|5aBPWR|7aDMG|8RCVC|9RCR
329	23532 22151	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|3LWND|4LHND|5NUKE|6RCR|79DMG|aAART
330	32532 22151	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3LWND|4LHND|5NUKE|6RCR|79DMG|aAART
331	46613 32223	   	169.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2AART|3RCR|4MLV|5DMG|6VULN|7aDUR|8TLV|9CDMG
332	22163 63352	   	169.62	DCR|4VULN|1DMG|1ZMB|1ASPD	128aVULN|3DUST|4ZMB|5ASPD|6RCR|7LWND|9DMG
333	21641 23133	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|28DUST|3DUR|4DMG|58BEXP|6RCR|7AART|8BPWR|9LHND
334	23541 23313	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUR|3LWND|4DMG|5BEXP|6RCR|7AART|9FEWX
335	23541 23352	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUR|3LWND|4DMG|5BEXP|6RCR|7AART|9RPLT
336	32541 23313	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3LWND|4DMG|5BEXP|6RCR|7AART|9FEWX
337	32541 23352	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3LWND|4DMG|5BEXP|6RCR|7AART|9RPLT
338	22333 16352	   	169.56	ACR|5VULN|1DMG|1DUR	1278aVULN|3FEWX|4RCR|5DUR|6LHND|9DMG
339	22333 36352	   	169.56	ACR|5VULN|1DMG|1DUR	1278aVULN|3FEWX|4RCR|5DUR|6LWND|9DMG
340	23511 46311	   	169.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2aDUR|3LWND|4AART|5DMG|6ERES|7RCR|9ZMB
341	32511 46311	   	169.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1aDUR|28VULN|3LWND|4AART|5DMG|6ERES|7RCR|9ZMB
342	46633 32322	   	169.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2AART|3RCR|4DUST|58DUR|6NUKE|7VULN|9CDMG|aDMG
343	23631 46221	   	169.53	ACR|3VULN|2DMG|3DUR	178VULN|237DUR|4RCR|5BELT|67DMG|7BPWR|9RPLT|aFEWX
344	23631 46222	   	169.53	ACR|3VULN|2DMG|3DUR	178VULN|237DUR|4RCR|5BELT|67DMG|7BPWR|9RPLT|aMLV
345	23631 46223	   	169.53	ACR|3VULN|2DMG|3DUR	178VULN|237DUR|4RCR|5BELT|67DMG|7BPWR|9RPLT|aLIT
346	32631 46221	   	169.53	ACR|3VULN|2DMG|3DUR	137DUR|278VULN|4RCR|5BELT|67DMG|7BPWR|9RPLT|aFEWX
347	32631 46222	   	169.53	ACR|3VULN|2DMG|3DUR	137DUR|278VULN|4RCR|5BELT|67DMG|7BPWR|9RPLT|aMLV
348	32631 46223	   	169.53	ACR|3VULN|2DMG|3DUR	137DUR|278VULN|4RCR|5BELT|67DMG|7BPWR|9RPLT|aLIT
349	23631 41214	   	169.53	ACR|3VULN|2DMG|3DUR	179VULN|23aDUR|4RCR|5BELT|69DMG|89LIT|9BPWR
350	32631 41216	   	169.53	ACR|3VULN|2DMG|3DUR	139DUR|27aVULN|4RCR|5BELT|69DMG|89LIT|9BPWR
351	24424 11112	   	169.52	DCR|4VULN|1AART|1CDMG|1SELL	1358VULN|2SELL|4AART|5BPWR|6CDMG|7RCR|9LHND|aMLV
352	24424 11113	   	169.52	DCR|4VULN|1AART|1CDMG|1SELL	1358VULN|2SELL|4AART|5BPWR|6CDMG|7RCR|9LHND|aRCVC
353	24424 11121	   	169.52	DCR|4VULN|1AART|1CDMG|1SELL	1358VULN|2SELL|4AART|5BPWR|6CDMG|7RCR|9BELT|aLWND
354	24424 11122	   	169.52	DCR|4VULN|1AART|1CDMG|1SELL	1358VULN|2SELL|4AART|5BPWR|6CDMG|7RCR|9BELT|aFEWX
355	21442 23333	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUST|3BEXP|4DMG|5DUR|6RCR|7AART|9LHND
356	21641 23333	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUST|3DUR|4DMG|5BEXP|6RCR|7AART|9LHND
357	23446 23333	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUR|3BEXP|4DMG|5DUST|6RCR|7AART|9LHND
358	23542 23313	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUR|3LWND|4DMG|5DUST|6RCR|7AART|9FEWX
359	32446 23333	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3BEXP|4DMG|5DUST|6RCR|7AART|9LHND
360	32542 23313	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3LWND|4DMG|5DUST|6RCR|7AART|9FEWX
361	23541 23332	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUR|3LWND|4DMG|5BEXP|6RCR|7AART|9ERES
362	23541 23363	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUR|3LWND|4DMG|5BEXP|6RCR|7AART|9DUST
363	32541 23332	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3LWND|4DMG|5BEXP|6RCR|7AART|9ERES
364	32541 23363	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3LWND|4DMG|5BEXP|6RCR|7AART|9DUST
365	22423 32262	   	169.46	DCR|4VULN|1DMG|1ZMB|1DUR|1ASPD	1238VULN|3BPWR|4DUR|5ZMB|6ASPD|7DMG|9RCR|aLHND
366	22423 32263	   	169.46	DCR|4VULN|1DMG|1ZMB|1DUR|1ASPD	1238VULN|3BPWR|4DUR|5ZMB|6ASPD|7DMG|9RCR|aBEXP
367	22423 32265	   	169.46	DCR|4VULN|1DMG|1ZMB|1DUR|1ASPD	1238VULN|3BPWR|4DUR|5ZMB|6ASPD|7DMG|9RCR|aMLV
368	22423 32266	   	169.46	DCR|4VULN|1DMG|1ZMB|1ASPD|1DUR	1238VULN|3BPWR|4DUR|5ZMB|6ASPD|7DMG|9RCR|aCGEN
369	22533 32264	   	169.46	DCR|4VULN|1DMG|1ZMB|1ASPD|1DUR	1248VULN|3LHND|5ZMB|6ASPD|7DMG|9RCR|aDUR
370	23516 12621	 * 	169.45	DCR|3VULN|2AART|1CDMG|1DUR	178VULN|2DUR|38LWND|45AART|68FEWX|8BPWR|9RCR|aCDMG
371	23631 46211	   	169.43	ACR|3VULN|2DMG|3DUR	178VULN|237DUR|4RCR|5BELT|67DMG|7BPWR|9ERES|aRCVC
372	23631 46212	   	169.43	ACR|3VULN|2DMG|3DUR	178VULN|237DUR|4RCR|5BELT|67DMG|7BPWR|9ERES|aFEWX
373	23631 46213	   	169.43	ACR|3VULN|2DMG|3DUR	178VULN|237DUR|4RCR|5BELT|67DMG|7BPWR|9ERES|aLHND
374	23631 46232	   	169.43	ACR|3VULN|2DMG|3DUR	178VULN|237DUR|4RCR|5BELT|67DMG|7BPWR|9DUST|aLHND
375	32631 46211	   	169.43	ACR|3VULN|2DMG|3DUR	137DUR|278VULN|4RCR|5BELT|67DMG|7BPWR|9ERES|aRCVC
376	32631 46212	   	169.43	ACR|3VULN|2DMG|3DUR	137DUR|278VULN|4RCR|5BELT|67DMG|7BPWR|9ERES|aFEWX
377	32631 46213	   	169.43	ACR|3VULN|2DMG|3DUR	137DUR|278VULN|4RCR|5BELT|67DMG|7BPWR|9ERES|aLHND
378	32631 46232	   	169.43	ACR|3VULN|2DMG|3DUR	137DUR|278VULN|4RCR|5BELT|67DMG|7BPWR|9DUST|aLHND
379	24424 11111	   	169.42	DCR|4VULN|1AART|1CDMG|1SELL	1358VULN|2SELL|4AART|5BPWR|6CDMG|7RCR|9LHND|aDUST
380	24424 11123	   	169.42	DCR|4VULN|1AART|1CDMG|1SELL	1358VULN|2SELL|4AART|5BPWR|6CDMG|7RCR|9BELT|aMBVNT
381	23542 23332	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	18aVULN|2DUR|3LWND|4DMG|5DUST|6RCR|7AART|9ERES
382	32542 23332	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3LWND|4DMG|5DUST|6RCR|7AART|9ERES
383	42243 61211	 * 	169.42	ACR|5VULN|1CDMG|1ZMB	1ZMB|25DUST|3RCR|45678VULN|5BPWR|9TLV|aCDMG
384	42243 61221	   	169.42	ACR|5VULN|1CDMG|1ZMB	1ZMB|25DUST|3RCR|45678VULN|5BPWR|9ERES|aCDMG
385	23512 12113	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3LWND|4AART|5CDMG|6RCR|7LIT|8DMSP|9DMG
386	23512 12412	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aBELT
387	23512 12414	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aMLV
388	23512 12415	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aRMIN
389	23512 12631	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3LWND|4AART|5CDMG|6RCR|7LIT|8BEXP|9DMG
390	32512 12113	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aVULN|3LWND|4AART|5CDMG|6RCR|7LIT|8DMSP|9DMG
391	32512 12412	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aBELT
392	32512 12414	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aMLV
393	32512 12415	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aRMIN
394	32512 12631	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aVULN|3LWND|4AART|5CDMG|6RCR|7LIT|8BEXP|9DMG
395	13513 33121	   	169.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|234VULN|5DUR|6ZMB|7AART|8RCR|9CGEN|aCDMG
396	13513 33161	   	169.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|234VULN|5DUR|6ZMB|7AART|8RCR|9RMIN|aCDMG
397	13555 33121	   	169.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|235VULN|4DUR|6ZMB|7AART|8RCR|9CGEN|aCDMG
398	22423 32261	   	169.36	DCR|4VULN|1DMG|1ZMB|1ASPD|1DUR	1238VULN|3BPWR|4DUR|5ZMB|6ASPD|7DMG|9RCR|aLEGI
399	21512 11212	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2DUST|3LWND|4AART|5CDMG|6RCR|7ASPD|8RMIN|9aDMG
400	21512 11612	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2DUST|3LWND|4AART|5CDMG|6RCR|7ASPD|8CGEN|9aDMG
401	21512 15212	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUST|3LWND|4AART|5CDMG|6RCR|7DMSP|8DUR|9aDMG
402	23512 12411	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aDUST
403	23512 12416	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aERES
404	23512 16212	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|3LWND|4AART|5CDMG|6RCR|7DUST|8RCVC|9aDMG
405	32512 12411	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aDUST
406	32512 12416	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3LWND|4AART|5CDMG|6RCR|7LIT|9DMG|aERES
407	32512 16212	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|3LWND|4AART|5CDMG|6RCR|7DUST|8RCVC|9aDMG
408	22162 11351	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DUST|4ZMB|5NUKE|6LWND|7RCR|9DMG|aAART
409	22162 51352	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DUST|4ZMB|5NUKE|6BEXP|7RCR|9DMG|aAART
410	42142 11351	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DUST|348VULN|5NUKE|6LWND|7RCR|9DMG|aAART
411	45141 21321	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2BEXP|348VULN|5DUST|6DMG|7RCR|9ERES|aAART
412	21512 11582	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19VULN|2DUST|3LWND|4AART|5CDMG|6RCR|7ASPD|8MBVNT|aDMG
413	21512 16212	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|27DUST|3LWND|4AART|5CDMG|6RCR|8DUR|9aDMG
414	24421 35321	 * 	169.16	DCR|4VULN|1AART|2ASPD|1DUR|1SELL	1378VULN|2SELL|4AART|58DUST|68ASPD|8BPWR|9DUR|aRCR
415	65243 32123	 * 	169.09	ACR|4VULN|1AART|1CDMG	1CGEN|25BEXP|3RCR|4578VULN|5BPWR|6CDMG|9LHND|aAART
416	65243 32113	   	168.99	ACR|4VULN|1AART|1CDMG	1CGEN|25BEXP|3RCR|4578VULN|5BPWR|6CDMG|9DUST|aAART
417	24413 32433	   	168.99	DCR|4VULN|1DMG|1CDMG|1ZMB|1SELL	1368VULN|2SELL|4RMIN|5CDMG|7DMG|9RCR|aZMB
418	22331 22412	   	168.97	ACR|2VULN|2DMG|1AART|1DUR	12VULN|3FEWX|4RCR|5RCVC|6RPLT|7DUR|8AART|9aDMG
419	23635 61232	   	168.97	ACR|4VULN|1DMG|2DUR|1ASPD	1678VULN|23DUR|4RCR|5CGEN|9ASPD|aDMG
420	32635 61232	   	168.97	ACR|4VULN|1DMG|2DUR|1ASPD	13DUR|2678VULN|4RCR|5CGEN|9ASPD|aDMG
421	22131 22412	   	168.87	ACR|2VULN|2DMG|1AART|1DUR	12VULN|3DUST|4RCR|5RCVC|6RPLT|7DUR|8AART|9aDMG
422	33142 41262	   	168.80	DCR|3VULN|3ZMB|1DMG|2DUR	15DUR|269ZMB|346VULN|6BPWR|7DMG|8RPLT|aRCR
423	22423 41262	   	168.80	DCR|3VULN|3ZMB|1DMG|2DUR	123VULN|36BPWR|46DUR|569ZMB|7DMG|8RPLT|aRCR
424	33241 33341	   	168.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2ZMB|3RCR|48VULN|5BEXP|6DMG|7ERES|aAART
425	33241 33541	   	168.78	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	19DUR|2ZMB|3RCR|4VULN|5BEXP|68DMG|7ERES|aAART
426	62243 63223	   	168.77	ACR|4VULN|1AART|2DUR	1aCGEN|25DUST|3RCR|456aVULN|5aBPWR|7aDUR|8AART|9MBVNT
427	33242 33341	   	168.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2ZMB|3RCR|48VULN|5DUST|6DMG|7ERES|aAART
428	33242 33541	   	168.68	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	19DUR|2ZMB|3RCR|4VULN|5DUST|68DMG|7ERES|aAART
429	24421 25311	   	168.64	DCR|4VULN|1AART|1DMG|1SELL	1378VULN|2SELL|4AART|5DUST|6DMG|9BEXP|aRCR
430	32632 11133	 * 	168.64	ACR|3VULN|1AART|3DUR|1FLTHEA	139DUR|268VULN|4RCR|56LIT|6BPWR|7FLTHEA|aAART
431	32632 12235	   	168.62	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	13DUR|267VULN|4RCR|56LIT|6BPWR|8CDMG|9ASPD|aDMG
432	42243 21216	   	168.54	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1aZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7RMIN|8AART|9ASPD
433	42243 22216	   	168.54	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1aZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7CGEN|8AART|9ASPD
434	24421 25331	   	168.54	DCR|4VULN|1AART|1DMG|1SELL	1378VULN|2SELL|4AART|5DUST|6DMG|9LEGI|aRCR
435	24113 21265	 * 	168.54	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB|1SELL	14aVULN|2SELL|34ASPD|4BPWR|5CDMG|6RMIN|7DMG|8ZMB|9RCR
436	24113 31265	 * 	168.54	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB|1SELL	14aVULN|2SELL|34ASPD|4BPWR|5CDMG|6CGEN|7DMG|8ZMB|9RCR
437	24113 42262	 * 	168.54	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB|1SELL	148VULN|2SELL|34ASPD|4BPWR|5CDMG|6LWND|7DMG|9RCR|aZMB
438	42353 41822	   	168.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25DUST|3MBVNT|45VULN|5BPWR|6MLV|7RCR|8AART|9CDMG|aDMG
439	42354 41822	   	168.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2DUST|3MBVNT|45VULN|6MLV|7RCR|8AART|9CDMG|aDMG
440	23531 24141	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|29DUR|3LWND|4LHND|5ZMB|6RCR|7DMG|aAART
441	32531 24141	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19DUR|28VULN|3LWND|4LHND|5ZMB|6RCR|7DMG|aAART
442	24113 11265	 * 	168.44	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB|1SELL	14aVULN|2SELL|34ASPD|4BPWR|5CDMG|6TLV|7DMG|8ZMB|9RCR
443	46613 33321	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|8aRCVC|9ASPD
444	46613 33323	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|8RCVC|9ASPD|aFEWX
445	46621 21111	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2AART|3RCR|48VULN|5LIT|6DMG|7BELT|9LHND|aASPD
446	46621 22122	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3RCR|47VULN|5LIT|6DMG|8RCVC|9DUR|aRPLT
447	25122 32133	   	168.31	DCR|4VULN|1AART|1CDMG|1DUR	1378VULN|2MLV|4BEXP|5DUR|6CDMG|9RCR|aAART
448	65142 32133	   	168.31	DCR|4VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3478VULN|5DUR|6CDMG|9RCR|aAART
449	46613 33222	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|8DUR|9MBVNT|aCGEN
450	46613 33223	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|8DUR|9MBVNT|aLWND
451	46613 33322	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|8RCVC|9ASPD|aERES
452	46621 22231	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3RCR|47VULN|5LIT|6DMG|8TLV|9BELT|aDUR
453	46152 23323	 * 	168.26	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1ZMB|2AART|37CDMG|4RCR|5RMIN|6DMG|8VULN|9LEGI|aDUR
454	22416 23122	   	168.23	DCR|5VULN|3ZMB	1234aVULN|3aBPWR|5NUKE|67aZMB|8RCR|9aCGEN
455	22333 51211	   	168.21	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	12VULN|3FEWX|4RCR|56DUR|7ZMB|8AART|9ASPD|aCDMG
456	46613 32211	 * 	168.20	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	19ZMB|2AART|3RCR|4MLV|5DMG|6VULN|7DUR|8TLV|aCDMG
457	46621 22332	   	168.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2AART|3RCR|47VULN|5LIT|6DMG|8DUST|9VENICY|aASPD
458	24643 22231	   	168.16	DCR|3VULN|2DMG|1ZMB|1ASPD|1SELL	145VULN|2SELL|3RPLT|5BPWR|6ZMB|7aDMG|8RCR|9ASPD
459	22416 23114	 * 	168.15	DCR|5VULN|2ZMB|1CDMG	1234aVULN|3BPWR|5NUKE|67ZMB|8RCR|9CDMG
460	23512 13122	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|29DUR|3LWND|4AART|5CDMG|6RCR|7ZMB|8BEXP|aDMG
461	23512 13214	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2aDUR|3LWND|4AART|5CDMG|6RCR|7ZMB|8RMIN|9DMG
462	23512 13224	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|29DUR|3LWND|4AART|5CDMG|6RCR|7ZMB|8RMIN|aDMG
463	23512 13322	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|29DUR|3LWND|4AART|5CDMG|6RCR|7ZMB|8FEWX|aDMG
464	23512 13614	   	168.12	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	1VULN|2aDUR|3LWND|4AART|5CDMG|6RCR|7ZMB|8CGEN|9DMG
465	23512 13622	   	168.12	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	1VULN|29DUR|3LWND|4AART|5CDMG|6RCR|7ZMB|8CGEN|aDMG
466	32512 13122	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2VULN|3LWND|4AART|5CDMG|6RCR|7ZMB|8BEXP|aDMG
467	32512 13214	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1aDUR|2VULN|3LWND|4AART|5CDMG|6RCR|7ZMB|8RMIN|9DMG
468	32512 13224	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2VULN|3LWND|4AART|5CDMG|6RCR|7ZMB|8RMIN|aDMG
469	32512 13322	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2VULN|3LWND|4AART|5CDMG|6RCR|7ZMB|8FEWX|aDMG
470	32512 13614	   	168.12	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	1aDUR|2VULN|3LWND|4AART|5CDMG|6RCR|7ZMB|8CGEN|9DMG
471	32512 13622	   	168.12	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	19DUR|2VULN|3LWND|4AART|5CDMG|6RCR|7ZMB|8CGEN|aDMG
472	13213 23146	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13LIT|24VULN|5aDUR|6DMG|7AART|8RCR|9CDMG
473	23115 23146	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15VULN|2aDUR|3LIT|4DMSP|6DMG|7AART|8RCR|9CDMG
474	32115 23146	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|25VULN|3LIT|4DMSP|6DMG|7AART|8RCR|9CDMG
475	22625 33315	 * 	168.11	DCR|3VULN|1AART|1FLTHEA|1ZMB|1DUR	124VULN|34AIRHEL|4BPWR|5AART|6RMIN|7FLTHEA|8DUR|9RCR|aZMB
476	22133 51211	   	168.11	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	12VULN|3DUST|4RCR|56DUR|7ZMB|8AART|9ASPD|aCDMG
477	13513 15235	   	168.10	DCR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1LIT|234VULN|56DUR|7RCR|8CDMG|9ASPD|aDMG
478	66621 21113	   	168.03	ACR|2VULN|2DMG|1AART	1CGEN|2AART|3RCR|48VULN|5LIT|6aDMG|7BELT|9LHND
479	66621 22111	   	168.03	ACR|2VULN|2DMG|1AART	1CGEN|2AART|3RCR|47VULN|5LIT|6aDMG|8RCVC|9DMSP
480	22416 23142	   	168.03	DCR|5VULN|3ZMB	1234aVULN|3aBPWR|5NUKE|67aZMB|8RCR|9aTLV
481	46623 21133	   	168.03	ACR|3VULN|1AART|2ZMB|1DUR	18ZMB|2AART|3RCR|48aVULN|5DUR|6FEWX|78BEXP|8BPWR|9LHND
482	23512 13522	   	168.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|29DUR|3LWND|4AART|5CDMG|6RCR|7ZMB|8MBVNT|aDMG
483	32512 13522	   	168.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2VULN|3LWND|4AART|5CDMG|6RCR|7ZMB|8MBVNT|aDMG
484	24413 22132	 * 	167.98	DCR|3VULN|2DMG|2CDMG|1SELL	13aVULN|2SELL|46RMIN|5aCDMG|7aDMG|8RCVC|9RCR|aBPWR
485	46151 23231	   	167.94	ACR|2AART|2VULN|2ZMB|1CDMG	19ZMB|27AART|3CDMG|4RCR|5FEWX|68VULN|aRMIN
486	46151 23232	   	167.94	ACR|2AART|2VULN|2ZMB|1CDMG	19ZMB|27AART|3CDMG|4RCR|5FEWX|68VULN|aRCVC
487	46151 23133	   	167.94	ACR|2AART|2VULN|2ZMB|1CDMG	19ZMB|27AART|3CDMG|4RCR|5FEWX|6aVULN|8DMSP
488	66621 21133	   	167.93	ACR|2VULN|2DMG|1AART	1CGEN|2AART|3RCR|48VULN|5LIT|6aDMG|7BELT|9DUST
489	66623 32213	   	167.93	ACR|3VULN|1AART|2ZMB|1DUR	1aCGEN|2AART|3RCR|47aVULN|5DUR|6NUKE|8LHND|9aZMB|aBPWR
490	22625 24123	 * 	167.93	DCR|3VULN|2AART|2CDMG	124VULN|34AIRHEL|4BPWR|5aAART|67CDMG|8MLV|9RCR
491	46623 23133	   	167.83	ACR|3VULN|1AART|2ZMB|1DUR	18ZMB|2AART|3RCR|48aVULN|5DUR|6FEWX|78DUST|8BPWR|9LHND
492	23531 22136	 * 	167.80	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	18VULN|28DUR|3LWND|4LHND|58ZMB|6RCR|7AART|8BPWR|9ERES|aCDMG
