0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13123 16543	7	 * 	279.54	橙5易伤1伤害1等级1时间	13457易伤25掉矿5序列升级6核8时间9等级a伤害
434	11113 42121	6	   	252.16	橙4易伤1伤害1暴击1攻速	139a易伤2策反4暴击5加一6攻速7核8伤害
435	11113 87741	9	   	252.16	橙4易伤1伤害1暴击1攻速	136a易伤2策反4暴击5加一7攻速8核9伤害
436	11613 42121	6	   	252.16	橙4易伤1伤害1暴击1攻速	149a易伤2策反3暴击5加一6攻速7核8伤害
437	11131 43122	3	   	252.15	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8等级9核a最后敌人
438	11131 43123	3	   	252.15	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8等级9核a双倍矿
439	11131 43124	3	   	252.15	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8等级9核a基地爆炸
440	11131 43126	3	   	252.15	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8等级9核a低血量敌人
441	11112 13122	6	   	252.15	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8等级9核a最后敌人
442	11112 13123	6	   	252.15	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8等级9核a双倍矿
443	11112 13124	6	   	252.15	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8等级9核a基地爆炸
444	11112 13126	6	   	252.15	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8等级9核a低血量敌人
445	11612 13122	6	   	252.15	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8等级9核a最后敌人
446	11612 13123	6	   	252.15	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8等级9核a双倍矿
447	11612 13124	6	   	252.15	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8等级9核a基地爆炸
448	11612 13126	6	   	252.15	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8等级9核a低血量敌人
449	11113 65132	10	   	252.12	橙4易伤2时间1暴击	137a易伤2a策反4暴击5加一6基地爆炸8a时间9核a序列升级
450	11113 84132	10	   	252.12	橙4易伤2时间1暴击	136a易伤2a策反4暴击5加一7基地爆炸8a时间9核a序列升级
451	11113 85132	10	   	252.12	橙4易伤2时间1暴击	136a易伤2a策反4暴击5加一7敌人爆炸8a时间9核a序列升级
452	11613 84132	10	   	252.12	橙4易伤2时间1暴击	146a易伤2a策反3暴击5加一7基地爆炸8a时间9核a序列升级
453	11613 85132	10	   	252.12	橙4易伤2时间1暴击	146a易伤2a策反3暴击5加一7敌人爆炸8a时间9核a序列升级
454	11111 63161	9	   	252.12	橙4易伤2时间1暴击	136a易伤2策反4暴击56最后敌人6序列升级7核89时间
455	11611 63161	9	   	252.12	橙4易伤2时间1暴击	146a易伤2策反3暴击56最后敌人6序列升级7核89时间
456	11613 65132	10	   	252.12	橙4易伤2时间1暴击	147a易伤2a策反3暴击5加一6基地爆炸8a时间9核a序列升级
457	11121 24643	5	   	252.06	橙4易伤2等级1时间	1348易伤2策反5a等级6时间7雷电9核
458	11121 62643	7	   	252.06	橙4易伤2等级1时间	1348易伤2策反5a等级6雷电7时间9核
459	11126 52143	8	   	252.06	橙4易伤1伤害1等级	1346易伤2策反5雷电7挖尘8伤害9核a等级
460	12346 25121	4	   	252.06	橙4易伤1伤害1时间	1467易伤2平台3时间5雷电8核9伤害a赏金邻近
461	13123 12661	10	   	252.06	橙4易伤1伤害1时间	1345易伤25掉矿5序列升级6核7额外掉落8时间9伤害a雷电
462	13123 12665	9	   	252.06	橙4易伤1伤害1时间	1345易伤25掉矿5序列升级6核7额外掉落8时间9伤害a雷电
463	13126 62143	8	   	252.06	橙4易伤1伤害1等级	1346易伤2掉矿5雷电7基地爆炸8伤害9核a等级
464	13126 63143	8	   	252.06	橙4易伤1伤害1等级	1346易伤2掉矿5雷电7敌人爆炸8伤害9核a等级
465	13123 11253	6	   	252.06	橙4易伤1伤害1暴击1攻速	1345易伤25掉矿5序列升级6核7赏金邻近8伤害9攻速a暴击
466	13623 32125	7	   	252.06	橙2易伤2时间2攻速1伤害1暴击	15易伤2掉矿3暴击45攻速5序列升级6a时间7雷电8核9伤害
467	11131 43121	3	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8等级9核a赏金塔
468	11131 43125	3	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8等级9核a赏金邻近
469	11131 43421	3	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8掉矿9核a等级
470	11131 43632	3	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8核9挖尘a等级
471	11131 43661	3	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反4额外掉落57时间67暴击7序列升级8核9掉矿a等级
472	11112 16642	9	   	252.05	橙3易伤2时间2暴击1等级	139易伤2策反49暴击59时间6额外掉落7核8加一9序列升级a等级
473	11112 16648	10	   	252.05	橙3易伤2时间2暴击1等级	139易伤2策反49暴击59时间6额外掉落7核8加一9序列升级a等级
474	11612 16642	9	   	252.05	橙3易伤2时间2暴击1等级	149易伤2策反39暴击59时间6额外掉落7核8加一9序列升级a等级
475	12346 32353	10	   	252.05	橙3易伤2时间1伤害1等级	146易伤2平台37时间5策反8等级9核a伤害
476	15333 35352	6	   	252.05	橙3易伤2时间1伤害1等级	157易伤23基地爆炸4伤害69时间8核a等级
477	11112 13121	6	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8等级9核a赏金塔
478	11112 13125	6	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8等级9核a赏金邻近
479	11112 13421	6	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8掉矿9核a等级
480	11112 13632	6	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8核9挖尘a等级
481	11112 13661	6	   	252.05	橙3易伤2时间2暴击1等级	137易伤2策反47暴击57时间6额外掉落7序列升级8核9掉矿a等级
482	11612 13121	6	   	252.05	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8等级9核a赏金塔
483	11612 13125	6	   	252.05	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8等级9核a赏金邻近
484	11612 13421	6	   	252.05	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8掉矿9核a等级
485	11612 13632	6	   	252.05	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8核9挖尘a等级
486	11612 13661	6	   	252.05	橙3易伤2时间2暴击1等级	147易伤2策反37暴击57时间6额外掉落7序列升级8核9掉矿a等级
487	15333 31322	7	   	252.05	橙3易伤2时间1伤害1等级	159易伤23基地爆炸4伤害67时间8核a等级
488	11112 62631	7	   	252.02	橙4易伤2时间1暴击	136a易伤2策反4暴击56时间6序列升级7额外掉落8核9挖尘
489	11113 88132	10	   	252.02	橙4易伤2时间1暴击	136a易伤2a策反4暴击5加一7挖尘8a时间9核a序列升级
490	11612 62631	7	   	252.02	橙4易伤2时间1暴击	146a易伤2策反3暴击56时间6序列升级7额外掉落8核9挖尘
491	11613 88132	10	   	252.02	橙4易伤2时间1暴击	146a易伤2a策反3暴击5加一7挖尘8a时间9核a序列升级
492	13112 62315	10	   	252.02	橙4易伤2时间1暴击	1368易伤2掉矿4暴击56时间6序列升级7额外掉落9金币生成a核
493	13612 62315	10	   	252.02	橙4易伤2时间1暴击	1468易伤2掉矿3暴击56时间6序列升级7额外掉落9金币生成a核
494	13623 26231	10	   	252.02	橙3易伤2攻速1等级1时间1暴击1卖塔	157易伤2掉矿3暴击45攻速5序列升级6卖塔8等级9核a时间
495	13623 26233	9	   	252.02	橙3易伤2攻速1等级1时间1暴击1卖塔	157易伤2掉矿3暴击45攻速5序列升级6卖塔8等级9核a时间
496	15241 32433	7	 * 	252.00	橙4易伤3时间	189a易伤289基地爆炸3a挖尘4a敌人爆炸5平台6核789时间89a序列升级
497	13121 42355	5	   	251.95	橙3易伤2时间1伤害1等级	134易伤2掉矿5等级6伤害7最后敌人8核9a时间
498	13121 43355	5	   	251.95	橙3易伤2时间1伤害1等级	134易伤2掉矿5等级6伤害7基地爆炸8核9a时间
499	11113 42862	6	   	251.95	橙3易伤3攻速2暴击1等级	138易伤2策反48暴击5加一689攻速7核8序列升级a等级
500	11113 42865	6	   	251.95	橙3易伤3攻速2暴击1时间	138易伤2策反48暴击5加一689攻速7核8序列升级a时间
501	11613 42862	6	   	251.95	橙3易伤3攻速2暴击1等级	148易伤2策反38暴击5加一689攻速7核8序列升级a等级
502	13113 22327	8	   	251.92	橙4易伤2时间1暴击	1389易伤28掉矿4暴击5加一6基地爆炸78时间8序列升级a核
503	13113 22333	10	   	251.92	橙4易伤2时间1暴击	138a易伤28掉矿4暴击5加一6基地爆炸78时间8序列升级9核
504	13123 12635	9	   	251.92	橙4易伤2时间1暴击	1345易伤25掉矿5序列升级6核7额外掉落8a时间9暴击
505	13123 12635	8	   	251.92	橙4易伤2时间1暴击	1345易伤25掉矿5序列升级6核7额外掉落8a时间9暴击
506	13123 12635	7	   	251.92	橙4易伤2时间1暴击	1345易伤25掉矿5序列升级6核7额外掉落8a时间9暴击
507	13613 22327	8	   	251.92	橙4易伤2时间1暴击	1489易伤28掉矿3暴击5加一6基地爆炸78时间8序列升级a核
508	13613 22333	10	   	251.92	橙4易伤2时间1暴击	148a易伤28掉矿3暴击5加一6基地爆炸78时间8序列升级9核
509	13122 45124	8	   	251.92	橙4易伤2时间1暴击	1349易伤2掉矿57时间6金币生成8暴击a核
510	12361 35243	6	   	251.89	橙2易伤3伤害2时间1全技能	1a易伤27平台3a时间456伤害8全技能9核a序列升级
511	12361 41325	8	   	251.89	橙2易伤3伤害2时间1全技能	19易伤2平台36时间456伤害6序列升级7额外掉落8全技能a核
512	11112 62356	10	   	251.88	橙4易伤2时间1暴击1卖塔	1368易伤2策反4暴击56时间6序列升级7额外掉落9卖塔a核
513	11113 35324	3	   	251.63	橙5易伤1时间	13679易伤2策反4时间5基地爆炸8核a雷电
514	11121 61346	6	   	251.63	橙5易伤1等级	1347a易伤2策反5等级6雷电8基地爆炸9核
515	11124 35324	6	   	251.63	橙5易伤1时间	13479易伤2策反5基地爆炸6时间8核a雷电
516	11126 56122	6	   	251.63	橙5易伤1时间	13469易伤2策反5雷电7核8敌人爆炸a时间
517	11153 35324	6	   	251.63	橙5易伤1时间	13579易伤2策反4基地爆炸6时间8核a雷电
518	11533 35324	3	   	251.63	橙5易伤1时间	14679易伤2策反3时间5基地爆炸8核a雷电
519	11113 35351	3	   	251.60	橙4易伤3时间	1367易伤2策反49a时间5基地爆炸8核
520	11124 31321	7	   	251.60	橙4易伤3时间	1349易伤2策反5基地爆炸67a时间8核
521	11124 31356	7	   	251.60	橙4易伤3时间	134a易伤2策反5基地爆炸679时间8核
522	11124 35351	6	   	251.60	橙4易伤3时间	1347易伤2策反5基地爆炸69a时间8核
523	11153 31321	7	   	251.60	橙4易伤3时间	1359易伤2策反4基地爆炸67a时间8核
524	11153 31356	7	   	251.60	橙4易伤3时间	135a易伤2策反4基地爆炸679时间8核
525	11153 35351	6	   	251.60	橙4易伤3时间	1357易伤2策反4基地爆炸69a时间8核
526	11533 35351	3	   	251.60	橙4易伤3时间	1467易伤2策反39a时间5基地爆炸8核
527	13533 15361	3	   	251.60	橙4易伤3时间	147a易伤2掉矿36a时间5a最后敌人8核9赏金邻近a序列升级
528	13122 21361	8	   	251.60	橙4易伤3时间	134a易伤2掉矿57a时间6a基地爆炸8核9赏金邻近a序列升级
529	13122 21361	7	   	251.60	橙4易伤3时间	134a易伤2掉矿57a时间6a基地爆炸8核9赏金邻近a序列升级
530	11121 61246	6	   	251.53	橙5易伤1等级	1347a易伤2策反5等级6雷电8挖尘9核
531	11122 65324	5	   	251.53	橙5易伤1时间	13479易伤2策反5时间6挖尘8核a雷电
532	11125 35324	6	   	251.53	橙5易伤1时间	13479易伤2策反5挖尘6时间8核a雷电
533	13122 25324	6	   	251.53	橙5易伤1时间	13479易伤2掉矿5时间6基地爆炸8核a雷电
534	13122 33363	9	   	251.53	橙5易伤1时间	1347a易伤2掉矿5时间6立即金币8核9雷电
535	13123 12132	6	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7最后敌人9雷电a时间
536	13123 12343	7	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7额外掉落9时间a雷电
537	13123 12362	7	   	251.53	橙5易伤1等级	13458易伤25掉矿5序列升级6核7额外掉落9雷电a等级
538	13123 12363	7	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7额外掉落9雷电a时间
539	13123 13132	6	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7基地爆炸9雷电a时间
540	13123 14132	7	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7基地爆炸9雷电a时间
541	13123 14132	8	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7基地爆炸9雷电a时间
542	13123 14162	9	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7基地爆炸9雷电a时间
543	13123 14166	10	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7基地爆炸9雷电a时间
544	13123 15132	6	   	251.53	橙5易伤1时间	13458易伤25掉矿5序列升级6核7敌人爆炸9雷电a时间
545	13123 15423	7	   	251.53	橙5易伤1时间	1345a易伤25掉矿5序列升级6核7立即金币8雷电9时间
546	13123 16153	10	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8立即金币9时间a雷电
547	13123 16155	9	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8立即金币9时间a雷电
548	13123 16232	7	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8敌人爆炸9雷电a时间
549	13123 16262	9	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8低血量敌人9雷电a时间
550	13123 16332	8	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8敌人爆炸9雷电a时间
551	13123 16362	9	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8敌人爆炸9雷电a时间
552	13123 16366	10	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8敌人爆炸9雷电a时间
553	13123 16524	7	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8时间9低血量敌人a雷电
554	13123 16532	8	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8基地爆炸9雷电a时间
555	13123 16534	7	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8时间9雷电a金币生成
556	13123 16536	7	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8时间9雷电a额外掉落
557	13123 16562	9	   	251.53	橙5易伤1时间	13457易伤25掉矿5序列升级6核8基地爆炸9雷电a时间
558	13123 55612	10	   	251.53	橙5易伤1时间	13457易伤257掉矿57序列升级6额外掉落8时间9雷电a核
559	13123 16634	7	   	251.53	橙5易伤1暴击1攻速	13457易伤258掉矿58序列升级6核9攻速a暴击
560	13123 16634	8	   	251.53	橙5易伤1暴击1攻速	13457易伤258掉矿58序列升级6核9攻速a暴击
561	11122 11356	7	   	251.50	橙4易伤3时间	134a易伤2策反579时间6挖青8核
562	11122 65351	5	   	251.50	橙4易伤3时间	1347易伤2策反59a时间6挖尘8核
563	11125 31321	7	   	251.50	橙4易伤3时间	1349易伤2策反5挖尘67a时间8核
564	11125 31331	9	   	251.50	橙4易伤3时间	1348易伤2策反5挖尘67a时间9核
565	11125 31356	7	   	251.50	橙4易伤3时间	134a易伤2策反5挖尘679时间8核
566	11125 35351	6	   	251.50	橙4易伤3时间	1347易伤2策反5挖尘69a时间8核
567	13122 65324	5	   	251.43	橙5易伤1时间	13479易伤2掉矿5时间6挖尘8核a雷电
568	13123 16132	7	   	251.43	橙5易伤1时间	13457易伤25掉矿5序列升级6核8加一9雷电a时间
569	13123 16531	7	   	251.43	橙5易伤1时间	13457易伤25掉矿5序列升级6核8时间9雷电a挖尘
570	13123 16533	7	   	251.43	橙5易伤1时间1核弹	13457易伤25掉矿5序列升级6核8时间9雷电a核弹
571	13126 25323	5	   	251.43	橙5易伤1时间	1348a易伤26掉矿5雷电7核9时间
572	13126 45323	6	   	251.43	橙5易伤1时间	1348a易伤26掉矿5雷电7核9时间
573	13126 66232	7	   	251.43	橙5易伤1时间	1346a易伤2掉矿5雷电7时间8核9赏金邻近
574	13122 11361	7	   	251.40	橙4易伤3时间	134a易伤2a掉矿57a时间6挖青8核9赏金邻近a序列升级
575	13122 11361	8	   	251.40	橙4易伤3时间	134a易伤2a掉矿57a时间6挖青8核9赏金邻近a序列升级
576	56316 33323	4	   	251.39	橙3易伤2时间1等级1攻速	12平台3等级467易伤56时间6序列升级8攻速9雷电a核
577	12315 51135	5	   	251.33	橙2易伤2伤害2时间1暴击1攻速	17易伤2平台37时间4基地爆炸5攻速67伤害7序列升级8最后敌人9核a暴击
578	12315 51335	5	   	251.33	橙2易伤2伤害2时间1暴击1攻速	17易伤2平台37时间4基地爆炸5攻速67伤害7序列升级8低血量敌人9核a暴击
579	11121 62442	8	   	251.29	橙3易伤2时间1等级1攻速	134易伤2策反5等级6雷电78时间9核a攻速
580	12335 51135	5	   	251.23	橙2易伤2伤害2时间1暴击1攻速	17易伤2平台37时间4挖尘5攻速67伤害7序列升级8最后敌人9核a暴击
581	12335 51335	5	   	251.23	橙2易伤2伤害2时间1暴击1攻速	17易伤2平台37时间4挖尘5攻速67伤害7序列升级8低血量敌人9核a暴击
582	11111 63114	9	   	251.21	橙3易伤1伤害1等级1时间1暴击	136易伤2策反4暴击56最后敌人6序列升级7核8时间9伤害a等级
583	11111 63333	10	   	251.21	橙3易伤1伤害1等级1时间1暴击	136易伤2策反4暴击56最后敌人6序列升级7核8等级9时间a伤害
584	11611 63114	9	   	251.21	橙3易伤1伤害1等级1时间1暴击	146易伤2策反3暴击56最后敌人6序列升级7核8时间9伤害a等级
585	11611 63333	10	   	251.21	橙3易伤1伤害1等级1时间1暴击	146易伤2策反3暴击56最后敌人6序列升级7核8等级9时间a伤害
586	61613 63333	10	   	251.21	橙3易伤1伤害1等级1时间1暴击	16低血量敌人2策反3暴击456易伤6序列升级7核8等级9时间a伤害
587	11522 62631	6	   	251.13	橙2易伤2伤害2时间1等级1核弹	1a易伤2策反3a时间4双倍矿5等级6雷电7a伤害8核9核弹a序列升级
588	52631 34232	5	   	251.11	橙3易伤1伤害1等级1时间1暴击	1平台2暴击3等级4伤害5低血量敌人679易伤8时间a核
589	13111 63333	10	   	251.11	橙3易伤1伤害1时间1等级1暴击	136易伤2掉矿4暴击56最后敌人6序列升级7核8等级9时间a伤害
590	13611 63333	10	   	251.11	橙3易伤1伤害1时间1等级1暴击	146易伤2掉矿3暴击56最后敌人6序列升级7核8等级9时间a伤害
591	12345 62112	7	   	251.04	橙4易伤1等级1时间1攻速	1478易伤2平台3时间5额外掉落6核9攻速a等级
592	12342 34631	5	   	251.04	紫4易伤2时间1等级2雷电1暴击	147a易伤2平台3a时间5核6暴击8等级9a雷电a序列升级
593	12361 66323	8	   	251.03	橙2易伤2伤害2时间1等级	18易伤2平台37时间45伤害6等级9雷电a核
594	12361 63223	6	   	251.03	橙2易伤2伤害2时间1等级	17易伤2平台38时间45伤害6等级9雷电a核
595	11112 61125	8	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击567时间6序列升级8低血量敌人9核a雷电
596	11112 61266	10	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击567时间6序列升级8平台9雷电a核
597	11112 62164	10	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击569时间6序列升级7额外掉落8雷电a核
598	11112 62225	6	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击568时间6序列升级7低血量敌人9核a雷电
599	11112 64125	8	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击568时间6序列升级7敌人爆炸9核a雷电
600	11112 64225	6	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击568时间6序列升级7敌人爆炸9核a雷电
601	11112 64225	7	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击568时间6序列升级7敌人爆炸9核a雷电
602	11112 65125	8	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击568时间6序列升级7低血量敌人9核a雷电
603	11112 65225	7	   	251.02	橙3易伤3时间1暴击	136易伤2策反4暴击568时间6序列升级7低血量敌人9核a雷电
604	11612 61125	8	   	251.02	橙3易伤3时间1暴击	146易伤2策反3暴击567时间6序列升级8低血量敌人9核a雷电
605	11612 62225	6	   	251.02	橙3易伤3时间1暴击	146易伤2策反3暴击568时间6序列升级7低血量敌人9核a雷电
606	11113 81363	10	   	251.01	橙3易伤1伤害1等级1时间1暴击	136易伤2策反4暴击5加一7时间8等级9核a伤害
607	11613 81363	10	   	251.01	橙3易伤1伤害1等级1时间1暴击	146易伤2策反3暴击5加一7时间8等级9核a伤害
608	11643 63333	10	   	251.01	橙3易伤1伤害1等级1时间1暴击	156易伤2策反3暴击46挖尘6序列升级7核8等级9时间a伤害
609	12362 26216	4	   	251.01	橙3易伤1伤害1等级1时间1暴击	17a易伤2平台3时间4伤害5暴击6赏金塔8等级9核
610	12425 52231	2	   	250.95	橙3易伤2时间2暴击2雷电	18a易伤2平台3a金币生成48暴击58时间6核7双倍矿8a序列升级9a雷电
611	13122 64334	7	   	250.94	橙4易伤1等级1时间1攻速	134a易伤2掉矿5时间6等级7攻速8核9矿等
612	13123 12621	9	   	250.94	橙4易伤1等级1时间1攻速	1345易伤25掉矿5序列升级6核7额外掉落8时间9攻速a等级
613	13123 52541	7	   	250.94	橙4易伤1等级1时间1攻速	1345易伤25掉矿5序列升级6额外掉落7时间8攻速9核a等级
614	13124 64321	7	   	250.94	橙4易伤1等级1时间1攻速	1349易伤2掉矿5基地爆炸6等级7攻速8核a时间
615	13143 15321	6	   	250.94	橙4易伤1等级1时间1攻速	1379易伤2掉矿4基地爆炸5等级6攻速8核a时间
616	13143 44321	7	   	250.94	橙4易伤1等级1时间1攻速	1369易伤2掉矿4基地爆炸5等级7攻速8核a时间
617	11112 61525	8	   	250.92	橙3易伤3时间1暴击	136易伤2策反4暴击567时间6序列升级8挖尘9核a雷电
618	11112 61625	7	   	250.92	橙3易伤3时间1暴击	136易伤2策反4暴击567时间6序列升级8挖尘9核a雷电
619	11112 65225	6	   	250.92	橙3易伤3时间1暴击	136易伤2策反4暴击568时间6序列升级7挖青9核a雷电
620	13112 61266	10	   	250.92	橙3易伤3时间1暴击	136易伤2掉矿4暴击567时间6序列升级8平台9雷电a核
621	13121 24131	9	   	250.84	橙4易伤1时间1等级1攻速	1348易伤2掉矿5等级6挖尘7攻速9核a时间
622	13121 24321	7	   	250.84	橙4易伤1时间1等级1攻速	1349易伤2掉矿5等级6挖尘7攻速8核a时间
623	13125 64131	9	   	250.84	橙4易伤1时间1等级1攻速	1348易伤2掉矿5挖尘6等级7攻速9核a时间
624	13125 64321	7	   	250.84	橙4易伤1时间1等级1攻速	1349易伤2掉矿5挖尘6等级7攻速8核a时间
625	52112 56221	9	   	250.80	紫4易伤2时间2暴击1等级	1平台2a暴击369a易伤4雷电5核7等级8a时间a序列升级
626	12355 23123	2	   	250.75	橙3易伤2时间1伤害2雷电	146易伤2平台34雷电4序列升级57时间8核9伤害a金币生成
627	12455 23123	3	   	250.75	橙3易伤2时间1伤害2雷电	146易伤2平台34雷电4序列升级57时间8核9伤害a金币生成
628	12244 82128	2	   	250.70	橙2易伤3时间2伤害1攻速	19易伤2平台39伤害4加一589时间6核7赏金塔9序列升级a攻速
629	52116 62332	5	   	250.67	橙2易伤3伤害2暴击1攻速	1平台26暴击3a易伤4雷电567伤害6序列升级8攻速9核
630	12346 23122	4	   	250.65	橙3易伤2时间1伤害2雷电	146易伤2平台37时间5a雷电8核9伤害
631	12355 23121	2	   	250.65	橙3易伤2时间1伤害2雷电	146易伤2平台34雷电4序列升级57时间8核9伤害a赏金邻近
632	12355 23126	2	   	250.65	橙3易伤2时间1伤害2雷电	146易伤2平台34雷电4序列升级57时间8核9伤害a赏金塔
633	12455 23121	3	   	250.65	橙3易伤2时间1伤害2雷电	146易伤2平台34雷电4序列升级57时间8核9伤害a赏金邻近
634	12214 31126	2	   	250.43	橙2易伤3伤害2时间	19易伤2平台379伤害4挖青5赏金塔6核89时间9序列升级a雷电
635	11112 35362	10	   	250.36	橙3易伤1时间1等级1暴击1攻速	137易伤2策反4暴击5时间6雷电8等级9攻速a核
636	11121 62162	10	   	250.36	橙3易伤1时间1等级1暴击1攻速	134易伤2策反5等级6雷电7时间8暴击9攻速a核
637	11612 35362	10	   	250.36	橙3易伤1时间1等级1暴击1攻速	147易伤2策反3暴击5时间6雷电8等级9攻速a核
638	13123 11123	8	   	250.29	橙5易伤1暴击1全技能	13459易伤25掉矿5序列升级6核7金币生成8暴击a全技能
639	13123 11163	9	   	250.29	橙5易伤1暴击1全技能	13459易伤25掉矿5序列升级6核7金币生成8暴击a全技能
640	52116 63331	5	 * 	250.11	橙2易伤2伤害3暴击2等级1核弹	1平台26a暴击3a易伤4雷电56伤害6a序列升级7a等级8核9核弹
641	15363 35332	5	   	249.70	橙4易伤1等级1时间1全技能	167a易伤23基地爆炸4时间5等级8核9全技能
642	13123 14242	9	   	249.60	橙4易伤1等级1时间1全技能	1345易伤25掉矿5序列升级6核7基地爆炸8等级9全技能a时间
643	13123 14244	10	   	249.60	橙4易伤1等级1时间1全技能	1345易伤25掉矿5序列升级6核7基地爆炸8等级9全技能a时间
644	11112 62213	10	   	249.55	橙3易伤2时间1伤害1暴击	136易伤2策反4暴击56时间6序列升级7额外掉落8基地爆炸9伤害a核
645	11112 62622	7	   	249.55	橙3易伤2时间1伤害1暴击	136易伤2策反4暴击56时间6序列升级7额外掉落8核9伤害a最后敌人
646	11112 62623	7	   	249.55	橙3易伤2时间1伤害1暴击	136易伤2策反4暴击56时间6序列升级7额外掉落8核9伤害a双倍矿
647	11112 62624	7	   	249.55	橙3易伤2时间1伤害1暴击	136易伤2策反4暴击56时间6序列升级7额外掉落8核9伤害a基地爆炸
648	11612 62213	10	   	249.55	橙3易伤2时间1伤害1暴击	146易伤2策反3暴击56时间6序列升级7额外掉落8基地爆炸9伤害a核
649	11612 62622	7	   	249.55	橙3易伤2时间1伤害1暴击	146易伤2策反3暴击56时间6序列升级7额外掉落8核9伤害a最后敌人
650	11612 62623	7	   	249.55	橙3易伤2时间1伤害1暴击	146易伤2策反3暴击56时间6序列升级7额外掉落8核9伤害a双倍矿
651	12314 31266	3	   	249.55	橙3易伤2时间2等级1暴击	158易伤2平台38时间4敌人爆炸6暴击78等级8序列升级9立即金币a核
652	12314 31266	4	   	249.55	橙3易伤2时间2等级1暴击	158易伤2平台38时间4基地爆炸6暴击78等级8序列升级9立即金币a核
