0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21351 84323	6	 * 	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1TLV|2RMIN|3679VULN|46DUR|5MBVNT|6BPWR|8DMG|aRCR
331	35221 32222	2	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	19DUR|245VULN|3CDMG|6BBNT|7BEXP|8TLV|aRCR
332	35221 34222	2	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	19DUR|245VULN|3CDMG|6BBNT|7FEWX|8TLV|aRCR
333	35221 42222	2	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	19DUR|245VULN|3CDMG|6TBNT|7BEXP|8TLV|aRCR
334	35221 44222	2	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	19DUR|245VULN|3CDMG|6TBNT|7FEWX|8TLV|aRCR
335	21351 86212	10	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RMIN|369VULN|46DUR|5MBVNT|6BPWR|7RCR|8ERES|aCDMG
336	21351 86434	10	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RMIN|36aVULN|46DUR|5MBVNT|6BPWR|7RCR|8CDMG|9ERES
337	33465 13233	2	   	245.52	ACR|3VULN|3DUR|2DMG|1ASPD	139DUR|2RCR|39BPWR|489VULN|5ZMB|6BEXP|79DMG|aASPD
338	23352 13353	5	   	245.50	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19TLV|2ERES|39VULN|4DUR|5RPLT|6CDMG|79DMG|8RCR|9BPWR|aDUST
339	35531 26132	4	   	245.50	ACR|3VULN|2DMG|2DUR|1TLV|1SELL	1aDUR|28aVULN|3SELL|4TLV|5RCR|6LEGI|7LIT|9aDMG|aBPWR
340	22126 13615	5	   	245.47	DCR|4VULN|2TLV|1AART	12TLV|2BPWR|3LIT|457aVULN|6LWND|8RCR|9AART
341	22126 22615	5	   	245.47	DCR|4VULN|2TLV|1AART	12TLV|2BPWR|3LIT|457aVULN|6LHND|8RCR|9AART
342	22316 32615	6	   	245.47	DCR|4VULN|2TLV|1AART	12TLV|2BPWR|3LHND|4LIT|567aVULN|8RCR|9AART
343	21331 34141	6	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	1aTLV|2RMIN|34aVULN|5AART|6ERES|7CGEN|8aDUR|9RCR|aBPWR
344	21331 64141	5	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	1aTLV|2RMIN|34aVULN|5AART|6ERES|7CGEN|8aDUR|9RCR|aBPWR
345	21332 64361	6	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	1aTLV|2RMIN|34aVULN|5ERES|6CGEN|7aDUR|8RCR|9AART|aBPWR
346	21332 65361	7	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	1aTLV|2RMIN|34aVULN|5ERES|6CGEN|7aDUR|8RCR|9AART|aBPWR
347	21335 35251	5	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	17TLV|2RMIN|347VULN|5RPLT|67DUR|7BPWR|8MBVNT|9AART|aRCR
348	24331 14164	8	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	1aTLV|2RCVC|3LHND|4MBVNT|5aDUR|6RCR|78aVULN|9AART|aBPWR
349	35133 13413	3	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	17DUR|278VULN|3DMSP|4AART|567LIT|7BPWR|9LHND|aRCR
350	35133 13642	3	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	17DUR|27aVULN|3DMSP|4AART|567LIT|7BPWR|8RCR|9ZMB
351	35133 13662	3	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	17DUR|27aVULN|3DMSP|4AART|567LIT|7BPWR|8RCR|9CGEN
352	35333 13413	2	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	17DUR|278VULN|3RCVC|4AART|567LIT|7BPWR|9LHND|aRCR
353	35333 13642	2	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	17DUR|27aVULN|3RCVC|4AART|567LIT|7BPWR|8RCR|9ZMB
354	35333 13662	2	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	17DUR|27aVULN|3RCVC|4AART|567LIT|7BPWR|8RCR|9CGEN
355	23356 21264	10	   	245.43	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2ERES|356VULN|48DUR|7MBVNT|9RCR|aCDMG
356	55113 15312	5	   	245.41	DCR|3VULN|3DUR|1TLV	1RPLT|2RMIN|357DUR|457VULN|57BPWR|67CGEN|8BBNT|9RCR|aTLV
357	22331 14545	7	   	245.36	DCR|3VULN|2DUR|3TLV|1AART	129TLV|29BPWR|3LHND|4MBVNT|59DUR|6RCR|79aVULN|8AART
358	22331 14545	6	   	245.36	DCR|3VULN|2DUR|3TLV|1AART	129TLV|29BPWR|3LHND|4MBVNT|59DUR|6RCR|79aVULN|8AART
359	21351 86313	10	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	19TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7RCR|aAART
360	22331 14164	8	   	245.36	DCR|3VULN|2DUR|3TLV|1AART	12aTLV|2aBPWR|3LHND|4MBVNT|5aDUR|6RCR|78aVULN|9AART
361	23331 62343	8	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	17TLV|24ERES|37aVULN|5AART|67DUR|7BPWR|8BEXP|9RCR
362	23331 62643	7	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	17TLV|24ERES|37aVULN|5AART|67DUR|7BPWR|8LHND|9RCR
363	23352 62251	7	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	17TLV|2ERES|367VULN|47DUR|5RPLT|7BPWR|8MBVNT|9AART|aRCR
364	23352 62351	8	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	17TLV|2ERES|367VULN|47DUR|5RPLT|7BPWR|8MBVNT|9AART|aRCR
365	23353 35251	4	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	17TLV|2ERES|357VULN|47DUR|6RPLT|7BPWR|8MBVNT|9AART|aRCR
366	23621 35251	2	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	17TLV|2ERES|3RPLT|457VULN|67DUR|7BPWR|8MBVNT|9AART|aRCR
367	35133 13443	3	   	245.36	DCR|3VULN|2DUR|3LIT|1AART	17DUR|278VULN|3DMSP|4AART|567LIT|7BPWR|9LEGI|aRCR
368	35333 13443	2	   	245.36	DCR|3VULN|2DUR|3LIT|1AART	17DUR|278VULN|3RCVC|4AART|567LIT|7BPWR|9LEGI|aRCR
369	55113 32325	8	   	245.31	DCR|3VULN|3DUR|1TLV	1RPLT|2RMIN|359DUR|456VULN|5BPWR|7ZMB|8TLV|aRCR
370	23331 62143	8	   	245.26	DCR|3VULN|2DUR|2TLV|1AART	17TLV|24ERES|37aVULN|5AART|67DUR|7BPWR|8DUST|9RCR
371	26311 14253	10	 * 	245.25	DCR|2VULN|2DUR|2ASPD|2TLV|2LIT	18TLV|2aZMB|38VULN|4CGEN|5aDUR|6RCR|78LIT|8aBPWR|9aASPD
372	31263 35282	1	   	245.25	DCR|3VULN|2DUR|2ASPD	17DUR|2ERES|37ASPD|457VULN|6RPLT|7BPWR|8MBVNT|9RCR|aLIT
373	21351 86341	10	   	245.21	DCR|3VULN|3DUR|1TLV	1TLV|2RMIN|368VULN|46aDUR|5MBVNT|6BPWR|7RCR|9BELT
374	61316 11623	9	   	245.03	DCR|4VULN|1DMG|2AART	12AART|349aVULN|5CGEN|6RCR|7FEWX|8DMG
375	22531 52342	10	   	245.01	DCR|2VULN|3DMG|3TLV|1CDMG	12aTLV|2aBPWR|3CDMG|4RCVC|5aVULN|68aDMG|7RCR|9DMSP
376	61312 24235	6	   	244.93	DCR|4VULN|1DMG|2AART	12AART|3468VULN|5ERES|7RCR|9LWND|aDMG
377	26331 22462	3	   	244.87	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD|1AART	1TLV|2ZMB|39VULN|4AART|5DUR|6ASPD|7RCR|8DMG|aCDMG
378	61313 15121	5	 * 	244.79	DCR|3VULN|3AART|1DMG|1TLV	129AART|346VULN|5BELT|7RCR|8TLV|aDMG
