0	Index      	 *	Score 	Summary	Detail	
1	51111 33433	 * 	186.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19DUR|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aAART
327	11625 33611	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2VULN|3DMSP|4AART|5ERES|6CDMG|7RCR|8aDMG|9RMIN
328	25123 63332	   	159.93	DCR|3DMG|1VULN|1CDMG|1ZMB	135LHND|238DMG|3BPWR|4ZMB|6ERES|7RCR|9VULN|aCDMG
329	25435 23332	   	159.93	DCR|3DMG|1VULN|1CDMG|1ZMB	15LHND|268DMG|3ZMB|4CGEN|7RCR|9VULN|aCDMG
330	11112 32664	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|28VULN|3aFEWX|4CDMG|5RCR|69DMG|7ZMB
331	11112 32666	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|28VULN|3FEWX|4CDMG|5RCR|69DMG|7ZMB|aLHND
332	21112 32331	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2aVULN|3BEXP|4CDMG|5RCR|69DMG|7ZMB|8LIT
333	25142 22222	   	159.88	DCR|2DMG|2AART|1VULN	13LHND|23DMG|3BPWR|4RCVC|5RMIN|69AART|7RCR|8VULN|aLWND
334	25142 22223	   	159.88	DCR|2DMG|2AART|1VULN	13LHND|23DMG|3BPWR|4RCVC|5RMIN|69AART|7RCR|8VULN|aBELT
335	25142 22224	   	159.88	DCR|2DMG|2AART|1VULN	13LHND|23DMG|3BPWR|4RCVC|5RMIN|69AART|7RCR|8VULN|aLIT
336	35142 22222	   	159.88	DCR|2DMG|2AART|1VULN	13aLWND|23DMG|3BPWR|4RCVC|5RMIN|69AART|7RCR|8VULN
337	35142 22224	   	159.88	DCR|2DMG|2AART|1VULN	13LWND|23DMG|3BPWR|4RCVC|5RMIN|69AART|7RCR|8VULN|aLIT
338	35142 22226	   	159.88	DCR|2DMG|2AART|1VULN	13LWND|23DMG|3BPWR|4RCVC|5RMIN|69AART|7RCR|8VULN|aBELT
339	11625 33341	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|28VULN|3DMSP|4AART|5ERES|6CDMG|7RCR|9MBVNT|aDMG
340	23164 53438	   	159.80	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|3MBVNT|49VULN|5RCR|6ERES|7AART|8DMG|aCDMG
341	23164 83438	   	159.80	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|3MBVNT|49VULN|5RCR|6TLV|7AART|8DMG|aCDMG
342	33164 53438	   	159.80	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCVC|3MBVNT|49VULN|5RCR|6ERES|7AART|8DMG|aCDMG
343	33164 83438	   	159.80	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCVC|3MBVNT|49VULN|5RCR|6TLV|7AART|8DMG|aCDMG
344	11112 32661	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|28VULN|3FEWX|4CDMG|5RCR|69DMG|7ZMB|aAIRHEA
345	11112 32665	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|28VULN|3FEWX|4CDMG|5RCR|69DMG|7ZMB|aTLV
346	11312 32331	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2aVULN|3DUST|4CDMG|5RCR|69DMG|7ZMB|8LIT
347	21312 32331	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2aVULN|3DUST|4CDMG|5RCR|69DMG|7ZMB|8LIT
348	15145 22222	   	159.78	DCR|2DMG|2AART|1VULN	13BEXP|23DMG|3BPWR|4RCVC|5ERES|69AART|7RCR|8VULN|aLWND
349	35145 22323	   	159.78	DCR|2DMG|2AART|1VULN	13LWND|23DMG|3BPWR|4RCVC|5ERES|69AART|7RCR|8FEWX|aVULN
350	35142 22223	   	159.78	DCR|2DMG|2AART|1VULN	13LWND|23DMG|3BPWR|4RCVC|5RMIN|69AART|7RCR|8VULN|aTLV
351	61121 12242	 * 	159.72	DCR|3ZMB|1VULN|1DMG|2CDMG|1ASPD	1RPLT|23CDMG|3BPWR|45aZMB|6RCR|7VULN|8ASPD|9DMG
352	23164 61831	   	159.62	ACR|2VULN|2DMG|1CDMG|1DUR	19LHND|2RCVC|3MBVNT|49VULN|5RCR|6CDMG|7DUR|89DMG|9BPWR|aFEWX
353	23164 61832	   	159.62	ACR|2VULN|2DMG|1CDMG|1DUR	19LHND|2RCVC|3MBVNT|49VULN|5RCR|6CDMG|7DUR|89DMG|9BPWR|aCGEN
354	33164 61831	   	159.62	ACR|2VULN|2DMG|1CDMG|1DUR	19LWND|2RCVC|3MBVNT|49VULN|5RCR|6CDMG|7DUR|89DMG|9BPWR|aFEWX
355	33164 61832	   	159.62	ACR|2VULN|2DMG|1CDMG|1DUR	19LWND|2RCVC|3MBVNT|49VULN|5RCR|6CDMG|7DUR|89DMG|9BPWR|aCGEN
356	15323 35411	   	159.58	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1BEXP|2DMG|3ERES|4AART|5RCR|68DUR|7VULN|9ASPD|aCDMG
357	55323 32511	   	159.58	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2DMG|3ERES|4AART|5RCR|7LHND|8VULN|9ASPD|aCDMG
358	55323 42211	   	159.58	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	18DUR|2DMG|3ERES|4AART|5RCR|6LHND|7VULN|9ASPD|aCDMG
359	13123 41626	   	159.50	ACR|2AART|2VULN|1DMG	1BEXP|2RCVC|3MBVNT|49AART|5RCR|68VULN|7DMSP|aDMG
360	23123 41636	   	159.50	ACR|2AART|2VULN|1DMG	19LHND|2RCVC|3MBVNT|47AART|5RCR|68VULN|aDMG
361	23123 46226	   	159.50	ACR|2AART|2VULN|1DMG	18LHND|2RCVC|3MBVNT|49AART|5RCR|67VULN|aDMG
362	23123 46336	   	159.50	ACR|2AART|2VULN|1DMG	19LHND|2RCVC|3MBVNT|48AART|5RCR|67VULN|aDMG
363	55323 33511	   	159.48	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2DMG|3ERES|4AART|5RCR|7DUST|8VULN|9ASPD|aCDMG
364	55233 31136	 * 	159.48	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1DUR|2DMG|3FEWX|4MLV|5CDMG|6AART|7VULN|8RCR|9RPLT|aFLTHEA
365	52521 32211	   	159.46	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	19DUR|25CGEN|3ASPD|46AART|7RCR|8VULN|aDMG
366	13521 62215	   	159.44	DCR|2VULN|1AART|1DMG|1DUR|2RCVC	13BEXP|26RCVC|4AART|58VULN|7RCR|9DUR|aDMG
367	13123 42746	   	159.40	ACR|2AART|2VULN|1DMG	1BEXP|2RCVC|3MBVNT|49AART|5RCR|68VULN|7DUST|aDMG
368	23123 41686	   	159.40	ACR|2AART|2VULN|1DMG	1LHND|2RCVC|3MBVNT|47AART|5RCR|68VULN|9DUST|aDMG
369	23123 46386	   	159.40	ACR|2AART|2VULN|1DMG	1LHND|2RCVC|3MBVNT|48AART|5RCR|67VULN|9DUST|aDMG
370	61121 12256	 * 	159.37	DCR|3VULN|2CDMG|2ZMB|1ASPD	1RPLT|23CDMG|3BPWR|45ZMB|6RCR|79aVULN|8ASPD
371	51112 14232	   	159.31	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|27VULN|3BEXP|4CDMG|5RCR|6MGNSTR|8ZMB|9ASPD|aAART
372	55325 32211	   	159.26	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	19DUR|2DMG|35ERES|46AART|7RCR|8VULN|aASPD
373	55131 33311	   	159.25	DCR|3DMG|1AART|2DUR|1ZMB	13DUR|238DMG|3BPWR|4TLV|5RPLT|6AART|7ZMB|9RCR|aFEWX
374	55233 33531	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3FEWX|4MLV|5CDMG|6AART|7RCR|8VULN|9RPLT|aZMB
375	15323 25411	   	159.20	ACR|2DMG|1AART|1VULN|2ASPD	1BEXP|29DMG|3ERES|4AART|5RCR|67ASPD|8VULN|aRCVC
376	55131 33314	   	159.15	DCR|3DMG|1AART|2DUR|1ZMB	13DUR|238DMG|3BPWR|4TLV|5RPLT|6AART|7ZMB|9RCR|aERES
377	61653 32122	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CDMG|3DUST|4RCR|5LEGI|6AART|7aVULN|8CGEN|9DMG
378	25134 33343	   	159.08	DCR|3DMG|1AART|1VULN	13LHND|238DMG|3BPWR|4TLV|5LWND|6LIT|7RCR|9AART|aVULN
379	35133 33343	   	159.08	DCR|3DMG|1AART|1VULN	13LWND|238DMG|3BPWR|4TLV|5LHND|6LIT|7RCR|9AART|aVULN
380	55112 22242	   	159.07	DCR|3DMG|1AART|3DUR	13aDUR|23aDMG|3aBPWR|45RMIN|6AART|7RCR|8RCVC|9aLWND
381	55112 22252	   	159.07	DCR|3DMG|1AART|3DUR	13aDUR|23aDMG|3aBPWR|45RMIN|6AART|7RCR|8RCVC|9aBEXP
382	13123 46448	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCVC|3MBVNT|4AART|5RCR|67VULN|8DMG|9LWND|aZMB
383	13123 46458	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCVC|3MBVNT|4AART|5RCR|67VULN|8DMG|9LHND|aZMB
384	13123 46466	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCVC|3MBVNT|4AART|5RCR|67VULN|8DMG|9LIT|aZMB
385	25321 25412	 * 	159.01	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1LHND|29DMG|3ERES|4DUR|5AART|67ASPD|8VULN|aRCR
386	35321 25412	   	159.01	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1LWND|29DMG|3ERES|4DUR|5AART|67ASPD|8VULN|aRCR
387	31666 33321	   	158.90	DCR|2AART|2VULN|1CDMG|1ASPD	1LWND|28VULN|36AART|4TLV|5CDMG|7RCR|9ASPD|aBEXP
388	31666 33322	   	158.90	DCR|2AART|2VULN|1CDMG|1ASPD	1LWND|28VULN|36AART|4TLV|5CDMG|7RCR|9ASPD|aCGEN
389	15112 52132	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	13BEXP|23DMG|3BPWR|45RMIN|6RCR|7VULN|8TLV|9CDMG|aAART
390	55112 22215	   	158.87	DCR|3DMG|1AART|3DUR	139DUR|23aDMG|3BPWR|45RMIN|6AART|7RCR|8RCVC
391	55126 24223	   	158.87	DCR|3DMG|1AART|3DUR|1ZMB	136DUR|238DMG|3BPWR|4ZMB|5MBVNT|7RMIN|9AART|aRCR
392	11614 22533	   	158.83	DCR|3VULN|1AART|1DMG|1SELL	16BEXP|258VULN|3DMSP|4SELL|7RCR|9AART|aDMG
393	11636 61323	   	158.82	ACR|3VULN|1AART|1CDMG|1ASPD	1BEXP|28aVULN|3DMSP|4CGEN|5RCR|6CDMG|7AART|9ASPD
394	15323 35161	   	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ERES|49AART|5RCR|6DUR|7VULN|8CGEN|aCDMG
395	15323 35241	   	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|7VULN|9CDMG|aFEWX
396	15323 35242	   	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|7VULN|9CDMG|aMLV
397	15323 35243	   	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|7VULN|9CDMG|aLIT
398	15323 35252	   	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|7VULN|9LWND|aCDMG
399	15323 41511	   	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1BEXP|2DMG|3ERES|47AART|5RCR|6LHND|8VULN|9ASPD|aCDMG
400	25133 22248	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	135LHND|23DMG|3BPWR|4TLV|6AART|7RCR|8VULN|9MBVNT|aCDMG
401	25533 43131	   	158.78	DCR|2DMG|1AART|1VULN|2ASPD	17LHND|27DMG|37ASPD|4LEGI|5RMIN|6RCR|7BPWR|8DUST|9VULN|aAART
402	25533 43221	 * 	158.78	DCR|2DMG|1AART|3ASPD|1CDMG	17LHND|27DMG|378ASPD|4LEGI|5RMIN|6RCR|7BPWR|9CDMG|aAART
403	35533 43131	   	158.78	DCR|2DMG|1AART|1VULN|2ASPD	17LWND|27DMG|37ASPD|4LEGI|5RMIN|6RCR|7BPWR|8DUST|9VULN|aAART
404	35533 43221	   	158.78	DCR|2DMG|1AART|3ASPD|1CDMG	17LWND|27DMG|378ASPD|4LEGI|5RMIN|6RCR|7BPWR|9CDMG|aAART
405	32113 61663	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	13LWND|2CGEN|4RCR|5FEWX|6CDMG|7AART|8DMG|9aVULN
406	55163 13311	   	158.66	DCR|3DMG|1VULN|1CDMG|2DUR	13DUR|237DMG|3BPWR|4DUST|5MLV|6ERES|8RCR|9VULN|aCDMG
407	11613 13366	   	158.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1BEXP|29VULN|3DMSP|4SELL|5CGEN|6AART|7RCR|8DMG|aCDMG
408	15423 16111	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2DMG|3ZMB|4AART|5RCR|6MLV|7VULN|8CGEN|9ASPD|aCDMG
409	15423 16312	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|4AART|5RCR|6MLV|7VULN|8DUR|9LHND|aCDMG
410	15423 16321	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	19BEXP|2DMG|3ZMB|4AART|5RCR|6MLV|7VULN|8DUR|aCDMG
411	15423 16332	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|4AART|5RCR|6MLV|7VULN|8DUR|9FEWX|aCDMG
412	15423 31531	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|4AART|5RCR|6DUR|7DMSP|8VULN|9CGEN|aCDMG
413	15423 35112	   	158.45	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|4AART|5RCR|6DUR|7VULN|8CGEN|9LHND|aCDMG
414	15423 35121	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	19BEXP|2DMG|3ZMB|4AART|5RCR|6DUR|7VULN|8CGEN|aCDMG
415	15423 35132	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|4AART|5RCR|6DUR|7VULN|8CGEN|9FEWX|aCDMG
416	25423 16111	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2DMG|3ZMB|4AART|5RCR|6MLV|7VULN|8CGEN|9ASPD|aCDMG
417	25423 35121	   	158.45	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6DUR|7VULN|89CGEN|aCDMG
418	25423 53311	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6VULN|7BEXP|8CDMG|9DUR|aBELT
419	25423 53313	   	158.45	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6VULN|7BEXP|8CDMG|9DUR|aLWND
420	15423 21235	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2DMG|3ZMB|4AART|5RCR|6ASPD|7LIT|8LHND|9VULN|aCDMG
421	25423 33132	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6DUR|7RMIN|8CGEN|9VULN|aCDMG
422	31113 31261	   	158.38	DCR|3VULN|1AART|2CDMG	1LWND|279VULN|3aBEXP|45CDMG|6AART|8RCR
423	31113 31264	   	158.38	DCR|3VULN|1AART|2CDMG	1LWND|279VULN|3BEXP|45CDMG|6AART|8RCR|aCGEN
424	31113 31266	   	158.38	DCR|3VULN|1AART|2CDMG	1aLWND|279VULN|3BEXP|45CDMG|6AART|8RCR
425	31666 33232	   	158.37	DCR|2AART|2VULN|2CDMG	18LWND|29VULN|36AART|48TLV|58CDMG|7RCR|8BPWR|aBEXP
426	15323 56111	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2DMG|3ERES|4AART|5RCR|6ZMB|7VULN|8CGEN|9ASPD|aCDMG
427	15323 56312	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ERES|4AART|5RCR|6ZMB|7VULN|8DUR|9LHND|aCDMG
428	15323 56321	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	19BEXP|2DMG|3ERES|4AART|5RCR|6ZMB|7VULN|8DUR|aCDMG
429	15323 56332	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ERES|4AART|5RCR|6ZMB|7VULN|8DUR|9FEWX|aCDMG
430	15423 21135	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2DMG|3ZMB|4AART|5RCR|6ASPD|7LIT|8DUST|9VULN|aCDMG
431	25423 21135	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2DMG|3ZMB|4AART|5RCR|6ASPD|7LIT|8DUST|9VULN|aCDMG
432	25423 35112	   	158.35	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6DUR|7VULN|8CGEN|9LEGI|aCDMG
433	25423 52111	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2DMG|3ZMB|4AART|5RCR|6VULN|7TLV|8CGEN|9ASPD|aCDMG
434	25423 53222	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6VULN|7BEXP|8DUR|9NUKE|aCDMG
435	25423 53312	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6VULN|7BEXP|8CDMG|9DUR|aDUST
436	32111 42642	 * 	158.34	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	13LWND|2CGEN|4RCR|5aVULN|6ZMB|7DMG|8FLTHEA|9CDMG
437	53121 14431	   	158.33	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	16DUR|2RCVC|3MBVNT|4AART|5CGEN|7RCR|8CDMG|9VULN|aDMG
438	53131 58234	   	158.30	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|2RCVC|3MBVNT|4CGEN|589VULN|6RCR|7ASPD|aAART
439	22422 61211	 * 	158.29	DCR|2VULN|3ZMB|1AART|1DUR	19LHND|2CGEN|389ZMB|4DUR|5LIT|69VULN|7RCR|9BPWR|aAART
440	32422 61211	   	158.29	DCR|2VULN|3ZMB|1AART|1DUR	19LWND|2CGEN|389ZMB|4DUR|5LIT|69VULN|7RCR|9BPWR|aAART
441	31313 31261	   	158.28	DCR|3VULN|1AART|2CDMG	1LWND|279VULN|3DUST|45CDMG|6AART|8RCR|aBEXP
442	31313 31262	   	158.28	DCR|3VULN|1AART|2CDMG	1LWND|279VULN|3DUST|45CDMG|6AART|8RCR|aCGEN
443	31313 31266	   	158.28	DCR|3VULN|1AART|2CDMG	1aLWND|279VULN|3DUST|45CDMG|6AART|8RCR
444	31626 21241	   	158.28	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3AART|4CGEN|5CDMG|6RMIN|8RCR|9LIT|aDMG
445	31666 33233	   	158.27	DCR|2AART|2VULN|2CDMG	18LWND|29VULN|36AART|48TLV|58CDMG|7RCR|8BPWR|aERES
446	25423 32522	   	158.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6DUR|7DUST|8VULN|9NUKE|aCDMG
447	52421 32235	   	158.23	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|259CGEN|3ZMB|46AART|7RCR|8VULN|aDMG
448	15142 22212	   	158.23	DCR|3DMG|1AART|2DUR	13aBEXP|23aDMG|3aBPWR|48RCVC|5RMIN|6AART|7RCR|9aDUR
449	53126 14431	   	158.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	16DUR|2RCVC|3MBVNT|4AART|5ERES|7RCR|8CDMG|9VULN|aDMG
450	15323 35512	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2DMG|3ERES|4AART|5RCR|6DUR|78VULN|9ASPD|aCGEN
451	15323 35513	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2DMG|3ERES|4AART|5RCR|6DUR|78VULN|9ASPD|aLWND
452	15323 23213	   	158.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	17BEXP|29DMG|3ERES|4AART|5RCR|6ASPD|8DUR|aVULN
453	15323 31516	   	158.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1BEXP|2aDMG|3ERES|4AART|5RCR|6DUR|7DMSP|8VULN|9ASPD
454	15323 42212	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2DMG|3ERES|4AART|5RCR|6LHND|7aVULN|8DUR|9ASPD
455	55323 15313	   	158.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|29DMG|3ERES|4AART|5RCR|6MLV|7ASPD|8RMIN|aVULN
456	31626 11211	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3AART|4CGEN|5CDMG|6TLV|8RCR|9RMIN|aDMG
457	31626 11241	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3AART|4CGEN|5CDMG|6TLV|8RCR|9LIT|aDMG
458	31636 21241	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3AART|4ERES|5CDMG|6RMIN|8RCR|9LIT|aDMG
459	12221 33526	   	158.16	DCR|2DMG|1AART|1VULN|2DUR	1BEXP|2aCGEN|3FEWX|4TLV|5AART|6aDUR|7RCR|8VULN|9aDMG|aBPWR
460	11451 33211	   	158.15	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2VULN|3RMIN|4ZMB|58AART|6DUR|7RCR|9ASPD|aCDMG
461	23141 53428	   	158.14	DCR|2AART|1VULN|1DMG|1CDMG	1LHND|2RCVC|3MBVNT|4MLV|5VULN|6RCR|79AART|8DMG|aCDMG
462	33141 53428	   	158.14	DCR|2AART|1VULN|1DMG|1CDMG	1LWND|2RCVC|3MBVNT|4MLV|5VULN|6RCR|79AART|8DMG|aCDMG
463	15336 61231	   	158.10	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2aDMG|3ERES|4CGEN|5RCR|6CDMG|7AART|8RCVC|9VULN
464	31626 11231	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3AART|4CGEN|5CDMG|6TLV|8RCR|9ERES|aDMG
465	31636 11211	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3AART|4ERES|5CDMG|6TLV|8RCR|9RMIN|aDMG
466	31636 11241	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3AART|4ERES|5CDMG|6TLV|8RCR|9LIT|aDMG
467	31666 21211	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3AART|4TLV|5CDMG|6ERES|8RCR|9RMIN|aDMG
468	55323 22413	   	158.02	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|29DMG|3ERES|4AART|5RCR|6ASPD|78DUST|aVULN
469	55323 22613	   	158.02	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|29DMG|38ERES|4AART|5RCR|6ASPD|7DUST|aVULN
470	15423 32326	   	157.98	ACR|3DMG|1AART|1ZMB|1DUR	1aBEXP|28aDMG|3ZMB|4AART|5RCR|6DUR|7aDUST|9DMSP|aBPWR
471	15423 32352	   	157.98	ACR|3DMG|1AART|1ZMB|1DUR	19BEXP|289DMG|3ZMB|4AART|5RCR|6DUR|79DUST|9BPWR|aCGEN
472	21112 32656	   	157.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1LHND|28aVULN|39BEXP|4CDMG|5RCR|6DMG|7ZMB
473	31253 43313	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2aVULN|3ERES|4ZMB|5RMIN|6RCR|7AART|8BELT|9DMG
474	55142 22221	   	157.93	DCR|3DMG|1AART|2DUR	13DUR|23aDMG|3BPWR|48RCVC|5RMIN|6AART|7RCR|9TLV
475	21111 33433	   	157.90	DCR|2VULN|2DMG|1CDMG|1DUR	19LHND|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aDUR
476	31111 33433	   	157.90	DCR|2VULN|2DMG|1CDMG|1DUR	19LWND|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aDUR
477	15323 25412	   	157.89	ACR|2DMG|1AART|1VULN|2ASPD	1BEXP|29DMG|3ERES|4AART|5RCR|67ASPD|8VULN|aLIT
478	15323 25513	   	157.89	ACR|2DMG|1AART|1VULN|2ASPD	1BEXP|29DMG|3ERES|4AART|5RCR|67ASPD|8LHND|aVULN
479	15423 32325	   	157.88	ACR|3DMG|1AART|1ZMB|1DUR	1BEXP|28aDMG|3ZMB|4AART|5RCR|6DUR|7DUST|9DMSP
480	11315 33433	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	19BEXP|28VULN|39DUST|4CDMG|5LWND|69DMG|7RCR|9BPWR|aDUR
481	15323 25413	   	157.79	ACR|2DMG|1AART|1VULN|2ASPD	1BEXP|29DMG|3ERES|4AART|5RCR|67ASPD|8VULN|aTLV
482	55323 33533	   	157.78	ACR|2VULN|1AART|1DMG|2DUR	16DUR|2DMG|3ERES|4AART|5RCR|7DUST|89VULN|aRCVC
483	23162 41414	 * 	157.78	DCR|2VULN|1AART|1DMG|2ASPD	1aLHND|2RCVC|3MBVNT|4aVULN|5LIT|6AART|7DMG|8aASPD|9RCR|aBPWR
484	33162 41414	   	157.78	DCR|2VULN|1AART|1DMG|2ASPD	1aLWND|2RCVC|3MBVNT|4aVULN|5LIT|6AART|7DMG|8aASPD|9RCR|aBPWR
485	23123 46637	   	157.74	ACR|4VULN|1AART	19LHND|2RCVC|3MBVNT|4AART|5RCR|678aVULN
486	53123 33417	 * 	157.69	ACR|2DMG|1AART|3DUR|2ASPD	16aDUR|2RCVC|3MBVNT|4AART|5RCR|7DUST|8aDMG|9aASPD|aBPWR
