0	Index      	 *	Score 	Summary	Detail	
1	33173 74821	 * 	180.73	DCR|3VULN|2DMG|2FLTHEA|1ZMB	1RCVC|2MBVNT|38DMG|478VULN|5BELT|68FLTHEA|8BPWR|9ZMB|aRCR
324	33446 21737	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9BEXP|aRPLT
325	33446 21743	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RMIN|aCGEN
326	33446 21744	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RMIN|aLIT
327	33446 21745	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RMIN|aLHND
328	33446 21752	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9FEWX|aBEXP
329	33446 21753	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9FEWX|aRPLT
330	33446 21754	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9aFEWX
331	33446 21782	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9LWND|aBEXP
332	33446 21783	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9LWND|aRPLT
333	33446 21784	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9LWND|aFEWX
334	33446 21722	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9DUST|aBEXP
335	33446 21723	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9DUST|aRPLT
336	33446 21724	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9DUST|aFEWX
337	33446 21725	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9DUST|aBELT
338	33446 21736	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9BEXP|aLEGI
339	33446 21741	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RMIN|aDUST
340	33446 21747	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RMIN|aLEGI
341	33446 21748	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RMIN|aERES
342	33446 21763	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ERES|aCGEN
343	33446 21764	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ERES|aLIT
344	33446 21771	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RPLT|aDUST
345	33446 21773	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RPLT|aERES
346	33446 21774	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RPLT|aTLV
347	33448 72273	   	157.68	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|39aDUR|4RCR|5MGNSTR|69DMG|79VULN|8LEGI|9BPWR
348	33414 83748	   	157.66	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4ZMB|5CGEN|69VULN|7AART|8RCR|aCDMG
349	66131 23241	   	157.62	ACR|3VULN|2DMG|1DUR	19TLV|28DUST|3BELT|469VULN|5RCR|79DMG|9BPWR|aDUR
350	33446 21726	   	157.58	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9DUST|aLEGI
351	33446 21761	   	157.58	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ERES|aDUST
352	33413 73748	   	157.56	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4ZMB|59VULN|6TLV|7AART|8RCR|aCDMG
353	46121 51223	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	1LWND|2DUST|3ZMB|4LIT|59VULN|6RCR|7DUR|8aDMG
354	33125 83444	   	157.44	DCR|3VULN|2DMG|2RCVC	14RCVC|2MBVNT|36DMG|569VULN|6BPWR|7aFEWX|8RCR
355	33125 83447	   	157.44	DCR|3VULN|2DMG|2RCVC	14RCVC|2MBVNT|36DMG|569VULN|6BPWR|7FEWX|8RCR|aLHND
356	33125 83448	   	157.44	DCR|3VULN|2DMG|2RCVC	14RCVC|2MBVNT|36DMG|569VULN|6BPWR|7FEWX|8RCR|aLWND
357	33125 83472	   	157.44	DCR|3VULN|2DMG|2RCVC	14RCVC|2MBVNT|36DMG|56aVULN|6BPWR|7FEWX|8RCR|9DMSP
358	33125 83441	   	157.34	DCR|3VULN|2DMG|2RCVC	14RCVC|2MBVNT|36DMG|569VULN|6BPWR|7FEWX|8RCR|aERES
359	11531 32513	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6MLV|7aVULN|8LIT|9AART
360	11531 34113	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6MLV|7LIT|8aVULN|9AART
361	11536 11513	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aVULN|6MLV|7DMG|8LIT|9AART
362	12536 11513	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5aVULN|6MLV|7DMG|8LIT|9AART
363	12551 33113	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4CGEN|5DMG|6LIT|7aVULN|8ZMB|9AART
364	12553 32113	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4CGEN|5ZMB|6LIT|7DMG|8aVULN|9AART
365	33445 87434	   	157.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6VULN|7AART|8CDMG|9DMG|aLHND
366	33445 87442	   	157.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6VULN|7AART|8CDMG|9MLV|aDMG
367	33182 12681	   	157.24	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5BEXP|6VULN|7RCR|89ASPD|9BPWR|aCGEN
368	33182 12683	   	157.24	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5BEXP|6VULN|7RCR|89ASPD|9BPWR|aLWND
369	33182 12684	   	157.24	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5BEXP|6VULN|7RCR|89ASPD|9BPWR|aRPLT
370	33131 58273	 * 	157.16	DCR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|39DMG|4CANHEL|59aDUR|69VULN|7RCR|8LEGI|9BPWR
371	11531 42513	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6ERES|7aVULN|8LIT|9AART
372	11531 44113	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6ERES|7LIT|8aVULN|9AART
373	12531 33413	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5DMG|6LIT|7aVULN|8ERES|9AART
374	12531 33513	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5DMG|6LIT|7aVULN|8TLV|9AART
375	12531 42513	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5DMG|6ERES|7aVULN|8LIT|9AART
376	12531 44113	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5DMG|6ERES|7LIT|8aVULN|9AART
377	12531 62513	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5DMG|6NUKE|7aVULN|8LIT|9AART
378	12531 64113	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5DMG|6NUKE|7LIT|8aVULN|9AART
379	12536 31513	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5aVULN|6DMG|7NUKE|8LIT|9AART
380	13531 32513	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6MLV|7aVULN|8LIT|9AART
381	13531 34113	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6MLV|7LIT|8aVULN|9AART
382	13536 11513	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aVULN|6MLV|7DMG|8LIT|9AART
383	33442 78154	   	157.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|5DUST|6DMG|7AART|8CDMG|9VULN
384	33445 87412	   	157.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6VULN|7AART|8CDMG|9NUKE|aDMG
385	33445 87431	   	157.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6VULN|7AART|8CDMG|9DMG|aTLV
386	33445 87432	   	157.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6VULN|7AART|8CDMG|9DMG|aNUKE
387	33181 12381	   	157.14	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5DUST|6VULN|7RCR|89ASPD|9BPWR|aCGEN
388	33181 12383	   	157.14	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5DUST|6VULN|7RCR|89ASPD|9BPWR|aLWND
389	33181 12384	   	157.14	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5DUST|6VULN|7RCR|89ASPD|9BPWR|aRPLT
390	33181 12386	   	157.14	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5DUST|6VULN|7RCR|89ASPD|9BPWR|aLIT
391	33181 12387	   	157.14	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5DUST|6VULN|7RCR|89ASPD|9BPWR|aLHND
392	33182 12682	   	157.14	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5BEXP|6VULN|7RCR|89ASPD|9BPWR|aERES
393	21346 23214	   	157.06	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1MLV|2ERES|38AART|4DUR|5ASPD|6RCR|7CGEN|9DMG|aVULN
394	13531 42513	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6ERES|7aVULN|8LIT|9AART
395	13531 44113	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6ERES|7LIT|8aVULN|9AART
396	33181 12382	   	157.04	DCR|2DMG|1VULN|2CDMG|2ASPD	1RCVC|2MBVNT|39DMG|49CDMG|5DUST|6VULN|7RCR|89ASPD|9BPWR|aERES
397	11531 62622	   	157.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6AART|7FEWX|8RCVC|9CDMG|aVULN
398	11131 63322	   	156.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRICY|27BEXP|3DUR|4ZMB|5DMG|6AART|8RCR|9CDMG|aVULN
399	11531 24123	   	156.79	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1LSRICY|2BEXP|3RCR|49ZMB|5DMG|6VULN|7DUR|8ASPD|aAART
400	11536 34123	   	156.79	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1LSRICY|2BEXP|3RCR|49ZMB|5VULN|6DMG|7DUR|8ASPD|aAART
401	33132 88632	 * 	156.76	DCR|2DMG|1AART|2ZMB|2DUR	1RCVC|2MBVNT|38DMG|48CANHEL|5AART|68ZMB|7RCR|8BPWR|9aDUR
402	15631 33214	   	156.75	ACR|2VULN|1AART|2CDMG|1ZMB	18LSRICY|2BELT|3RCR|48VULN|5LWND|6LIT|78CDMG|8BPWR|9ZMB|aAART
403	33441 12885	   	156.71	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1aRCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|89VULN
404	33132 88421	   	156.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8VULN|9CDMG|aLIT
405	33132 88427	   	156.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8VULN|9CDMG|aCGEN
406	33132 88428	   	156.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8VULN|9CDMG|aBEXP
407	13531 24123	   	156.69	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1LSRICY|2DUST|3RCR|49ZMB|5DMG|6VULN|7DUR|8ASPD|aAART
408	13536 34123	   	156.69	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1LSRICY|2DUST|3RCR|49ZMB|5VULN|6DMG|7DUR|8ASPD|aAART
409	33134 36344	   	156.67	DCR|3VULN|2DMG	1RCVC|2MBVNT|39DMG|49CANHEL|5LHND|6AIRHEL|7RCR|89aVULN|9BPWR
410	41553 12123	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|38DUST|4ZMB|5DMG|6CDMG|7RCR|9VULN|aAART
411	33132 88423	   	156.60	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8VULN|9CDMG|aVENICY
412	33132 88424	   	156.60	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8VULN|9CDMG|aDUST
413	33132 88426	   	156.60	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8VULN|9CDMG|aNUKE
414	33132 88722	   	156.60	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8DUST|9CDMG|aVULN
415	15611 33512	 * 	156.58	ACR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1LSRICY|2BELT|3RCR|46ASPD|5VULN|7CDMG|8aDMG|9DUR
416	11531 25235	   	156.45	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|68VULN|7LSRREG|9SNIHEL|aAART
417	13531 25235	   	156.35	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|68VULN|7LSRREG|9SNIHEL|aAART
418	33446 18241	   	156.34	ACR|2DMG|1VULN|2CDMG|2DUR	1RCVC|2MBVNT|38DUR|4RCR|58DMG|68CDMG|7BELT|8BPWR|9FEWX|aVULN
419	33446 18282	   	156.34	ACR|2DMG|1VULN|2CDMG|2DUR	1RCVC|2MBVNT|38DUR|4RCR|58DMG|68CDMG|7BELT|8BPWR|9VULN|aFEWX
420	33446 18283	   	156.34	ACR|2DMG|1VULN|2CDMG|2DUR	1RCVC|2MBVNT|38DUR|4RCR|58DMG|68CDMG|7BELT|8BPWR|9VULN|aBEXP
421	21323 22315	   	156.26	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2ERES|3AART|4BEXP|5FEWX|6RCR|78VULN|9DUR|aDMG
422	33446 18211	   	156.24	ACR|2DMG|1VULN|2CDMG|2DUR	1RCVC|2MBVNT|38DUR|4RCR|58DMG|68CDMG|7BELT|8BPWR|9DUST|aVULN
423	33446 18281	   	156.24	ACR|2DMG|1VULN|2CDMG|2DUR	1RCVC|2MBVNT|38DUR|4RCR|58DMG|68CDMG|7BELT|8BPWR|9VULN|aTLV
424	11531 23562	   	156.24	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6aVULN|7RCVC|8CDMG|9DUR
425	33444 13516	   	156.17	ACR|2DMG|1AART|2ZMB|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|58LIT|6aDMG|7AART|9aZMB|aBPWR
426	21333 22315	   	156.16	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2ERES|3AART|4DUST|5FEWX|6RCR|78VULN|9DUR|aDMG
427	21343 22325	   	156.16	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2ERES|3AART|4DUR|5FEWX|6RCR|78VULN|9LEGI|aDMG
428	61323 22315	   	156.16	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2ERES|3AART|4BEXP|5FEWX|6RCR|78VULN|9DUR|aDMG
429	33182 12485	   	156.14	DCR|2VULN|2DMG|1CDMG	1aRCVC|2MBVNT|39DMG|4CDMG|59BEXP|69VULN|7RCR|8RMIN|9BPWR
430	33343 12485	   	156.14	DCR|2VULN|2DMG|1CDMG	1aRCVC|2MBVNT|39BEXP|4CDMG|59DMG|69VULN|7RCR|8RMIN|9BPWR
431	61343 22325	   	156.06	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2ERES|3AART|4DUR|5FEWX|6RCR|78VULN|9LEGI|aDMG
432	61333 22315	   	156.06	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2ERES|3AART|4DUST|5FEWX|6RCR|78VULN|9DUR|aDMG
433	12536 34322	   	156.04	ACR|3VULN|1DMG|1ZMB|1DUR	1LSRICY|2LWND|3RCR|4ZMB|59aVULN|6DMG|7DUR|8FEWX
434	15533 33253	   	155.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LSRICY|2BELT|3DUR|48VULN|5BEXP|6AART|7DMG|9ZMB|aRCR
435	15611 33121	 * 	155.95	ACR|2DMG|1VULN|2CDMG|2ASPD	1LSRICY|2BELT|3RCR|46ASPD|5VULN|78CDMG|9aDMG
436	33446 25212	   	155.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|36DUR|4RCR|5DMG|7BASICY|8CDMG|9AART|aVULN
437	13531 24322	   	155.94	ACR|3VULN|1DMG|1ZMB|1DUR	1LSRICY|2DUST|3RCR|4ZMB|5DMG|69aVULN|7DUR|8FEWX
438	13536 34322	   	155.94	ACR|3VULN|1DMG|1ZMB|1DUR	1LSRICY|2DUST|3RCR|4ZMB|59aVULN|6DMG|7DUR|8FEWX
439	33444 13285	   	155.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5LIT|6DMG|7AART|8BELT|9aVULN
440	12562 24121	   	155.88	ACR|3VULN|2DMG	1aLSRICY|2aLWND|3RCR|4FEWX|578VULN|6BELT|9aDMG|aBPWR
441	13531 24622	   	155.84	ACR|3VULN|1DMG|1ZMB|1DUR	1LSRICY|2DUST|3RCR|4ZMB|5DMG|69aVULN|7DUR|8MBVNT
442	33176 34434	 * 	155.78	DCR|2VULN|2AART|1DMG	1RCVC|2MBVNT|3DMG|47VULN|5LWND|6aAART|8BEXP|9RCR
443	33176 34534	   	155.78	DCR|2VULN|2AART|1DMG	1RCVC|2MBVNT|3DMG|47VULN|5LWND|6aAART|8FEWX|9RCR
444	33178 34434	   	155.78	DCR|2VULN|2AART|1DMG	1RCVC|2MBVNT|3DMG|47VULN|5LHND|6aAART|8BEXP|9RCR
445	33178 34534	   	155.78	DCR|2VULN|2AART|1DMG	1RCVC|2MBVNT|3DMG|47VULN|5LHND|6aAART|8FEWX|9RCR
446	33176 33831	   	155.78	DCR|2DMG|2AART|1VULN	1RCVC|2MBVNT|3aDMG|4VULN|5LWND|68AART|7LHND|9RCR
447	33178 33831	   	155.78	DCR|2DMG|2AART|1VULN	1RCVC|2MBVNT|3aDMG|4VULN|5LHND|68AART|7LWND|9RCR
448	13131 26432	   	155.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LSRICY|2DUST|3DUR|4ZMB|5DMG|6RPLT|7RCR|89AART|aVULN
449	12531 13214	   	155.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5DMG|6RCVC|7ERES|8CDMG|9AART|aVULN
450	33446 77114	   	155.69	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|3DUR|4RCR|59DMG|68TLV|7AART|aVULN
451	12561 32241	   	155.68	ACR|3VULN|2DMG	1LSRICY|2LWND|3RCR|4FEWX|56DMG|79aVULN|8DMSP
452	12561 32242	   	155.68	ACR|3DMG|2VULN	1LSRICY|2LWND|3RCR|4FEWX|56aDMG|79VULN|8DMSP
453	15631 25121	   	155.68	ACR|3VULN|2DMG	1aLSRICY|2BELT|3RCR|48aVULN|5LWND|67DUST|9aDMG|aBPWR
454	15632 25121	   	155.68	ACR|3VULN|2DMG	1aLSRICY|2BELT|3RCR|48aVULN|5LHND|67DUST|9aDMG|aBPWR
455	33125 83413	   	155.67	DCR|2VULN|2DMG|2RCVC|1DUR|1ASPD	14RCVC|2MBVNT|36DMG|56VULN|6BPWR|7FEWX|8RCR|9ASPD|aDUR
456	33177 11373	   	155.58	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|35DMG|4VULN|6CDMG|7LHND|8FEWX|9RCR|aAART
457	33441 21716	 * 	155.58	ACR|2VULN|3DUR|2ZMB|1CDMG|1ASPD	1RCVC|2MBVNT|368DUR|4RCR|58ZMB|78VULN|8BPWR|9ASPD|aCDMG
458	33445 31716	   	155.58	ACR|2VULN|3DUR|2ZMB|1CDMG|1ASPD	1RCVC|2MBVNT|358DUR|4RCR|68ZMB|78VULN|8BPWR|9ASPD|aCDMG
459	33444 63616	 * 	155.57	ACR|2VULN|1AART|2ZMB|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|59LIT|6aVULN|7aZMB|8AART|aBPWR
460	33444 63635	   	155.57	ACR|2VULN|1AART|2ZMB|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|5LIT|6aVULN|7aZMB|8AART|9RMIN|aBPWR
461	33445 41375	 * 	155.57	ACR|3VULN|1AART|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6MLV|78aVULN|9AART
462	33381 12425	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6CDMG|7DMG|8ASPD|9aVULN
463	33441 12583	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|8LWND|9aVULN
464	33441 12683	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|8LHND|9aVULN
465	33441 12813	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|8aVULN|9LWND
466	33441 12825	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|8aVULN|9CGEN
467	33441 12833	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|8aVULN|9LHND
468	33441 12846	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|8aVULN|9LSRICY
469	33441 12873	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|8aVULN|9BEXP
470	33441 12881	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|89VULN|aCGEN
471	33441 12883	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|89VULN|aLWND
472	33441 12884	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|89VULN|aRPLT
473	33441 12886	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|89VULN|aLIT
474	33441 12887	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|89VULN|aLHND
475	33441 13543	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7aVULN|8LWND|9DMG
476	33446 17813	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6CDMG|7ZMB|8aVULN|9LWND
477	33446 17833	   	155.54	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6CDMG|7ZMB|8aVULN|9LHND
478	33446 37743	   	155.54	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|58DMG|6LWND|7ZMB|9VULN|aCDMG
479	46121 51221	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2DUST|3ZMB|4LIT|59aVULN|6RCR|7DUR|8DMG
480	33177 12173	   	155.48	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|35DMG|4VULN|6CDMG|7DUST|8LHND|9RCR|aAART
