0	Index      	 *	Score 	Summary	Detail	
1	11313 36364	 * 	192.39	ACR|3VULN|1AART|1DMG|2CDMG|2DUR	169VULN|29CDMG|3CGEN|4RCR|5ERES|79DUR|8AART|9BPWR|aDMG
327	12325 26352	   	166.59	ACR|3DMG|2VULN|1ZMB	17VULN|2CANSTR|3RCR|4LWND|56aDMG|8ZMB|9DMSP
328	63335 15313	 * 	166.53	ACR|2VULN|3CDMG|1AART|3DUR	179DUR|2LWND|37VULN|4RCR|57aCDMG|6MBVNT|7BPWR|8AART
329	63335 15343	   	166.53	ACR|2VULN|3CDMG|1AART|3DUR	17aDUR|2LWND|37VULN|4RCR|579CDMG|6MBVNT|7BPWR|8AART
330	11552 62221	   	166.51	DCR|3VULN|2DMG|1CDMG	145VULN|2CDMG|3aLHND|69DMG|7RCR|8FEWX
331	11114 23412	   	166.49	ACR|4VULN|1AART|1CDMG	1578VULN|2CDMG|3ERES|4RCR|6BELT|9BEXP|aAART
332	11314 23332	   	166.49	ACR|4VULN|1AART|1CDMG	1578VULN|2CDMG|3CGEN|4RCR|6BELT|9DUST|aAART
333	11114 23432	   	166.39	ACR|4VULN|1AART|1CDMG	1578VULN|2CDMG|3ERES|4RCR|6BELT|9DUST|aAART
334	12325 12625	   	166.33	ACR|2VULN|2AART|1DMG|1DUR	17VULN|2CANSTR|3RCR|4LWND|5DMG|68AART|9LIT|aDUR
335	12325 12641	   	166.33	ACR|2VULN|2AART|1DMG|1ASPD	17VULN|2CANSTR|3RCR|4LWND|5DMG|68AART|9RPLT|aASPD
336	12325 12652	   	166.33	ACR|2VULN|2AART|1DMG|1DUR	17VULN|2CANSTR|3RCR|4LWND|5DMG|68AART|9DMSP|aDUR
337	21622 12616	   	166.26	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1BELT|2MGNSTR|3RCR|479CDMG|5VULN|6ZMB|8AART|aDMG
338	12325 12662	   	166.23	ACR|2VULN|2AART|1DMG|1DUR	17VULN|2CANSTR|3RCR|4LWND|5DMG|68AART|9TLV|aDUR
339	12332 22655	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|25CANSTR|3RCR|4BELT|5BPWR|6ASPD|7CGEN|8DMG|9CDMG|aAART
340	21622 64131	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BELT|2MGNSTR|3RCR|4CDMG|5VULN|67DMG|8DUR|9DUST|aAART
341	21622 66131	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2MGNSTR|3RCR|4CDMG|57VULN|6DMG|8DUR|9DUST|aAART
342	11311 36441	   	166.03	ACR|2VULN|3CDMG|1AART|3DUR	1aVULN|27aCDMG|3CGEN|4RCR|5MGNSTR|68aDUR|9AART|aBPWR
343	12332 44631	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|25CANSTR|3RCR|4BELT|5BPWR|6DUR|7DMG|8CDMG|9DUST|aAART
344	61612 51131	   	165.96	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1DUR|26CDMG|3RCR|4ZMB|5LHND|7VULN|8DMG|9MLV|aAART
345	61613 51131	   	165.96	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1DUR|26CDMG|3RCR|4ZMB|5LWND|7VULN|8DMG|9MLV|aAART
346	61214 31421	   	165.92	ACR|3VULN|1AART|1CDMG|2DUR	19DUR|2CDMG|3RMIN|4RCR|567VULN|8AART|aFEWX
347	12321 12656	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2CANSTR|3RCR|4LWND|5CGEN|6AART|8DUR|9DMG|aZMB
348	12325 13316	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	19VULN|2CANSTR|3RCR|4LWND|5DMG|6AART|7LHND|8ASPD|aZMB
349	12325 13651	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2CANSTR|3RCR|4LWND|5DMG|6AART|7LHND|8ZMB|9DUR
350	12325 14216	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2CANSTR|3RCR|4LWND|5DMG|6AART|7RMIN|8DUR|aZMB
351	12325 15316	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	19VULN|2CANSTR|3RCR|4LWND|5DMG|6AART|7FEWX|8ASPD|aZMB
352	21622 21264	   	165.85	ACR|4VULN|1DMG|1CDMG	16BELT|2MGNSTR|3RCR|4CDMG|579aVULN|8DMG
353	61214 31422	   	165.82	ACR|3VULN|1AART|1CDMG|2DUR	19DUR|2CDMG|3RMIN|4RCR|567VULN|8AART|aDLOT
354	12325 16216	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2CANSTR|3RCR|4LWND|5DMG|6AART|7TLV|8DUR|aZMB
355	63331 15343	   	165.77	ACR|3VULN|1AART|1CDMG|2DUR|1SELL	17DUR|27LWND|37aVULN|4RCR|5SELL|6MBVNT|7BPWR|8AART|9CDMG
356	65331 24333	   	165.77	ACR|3VULN|1AART|1CDMG|2DUR|1SELL	17DUR|2DUST|37aVULN|4RCR|5SELL|67LHND|7BPWR|8AART|9CDMG
357	11314 26211	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8ASPD|9LWND|aDMG
358	11314 26241	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8ASPD|9BEXP|aDMG
359	11314 26311	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8DUR|9RMIN|aDMG
360	11314 26342	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8DUR|9DMG|aFEWX
361	11314 26421	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8LWND|9ASPD|aDMG
362	11314 26621	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8FEWX|9ASPD|aDMG
363	53335 32222	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	19LHND|2LWND|38VULN|4RCR|5CDMG|6ASPD|7AART|aDMG
364	53335 32342	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2LWND|39VULN|4RCR|5CDMG|6ASPD|7AART|8RCVC|aDMG
365	61214 12222	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|58VULN|69LHND|7AART|aDMG
366	61312 62222	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3CGEN|4RCR|59LHND|68VULN|7AART|aDMG
367	63335 52231	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aLWND|38VULN|4RCR|5CDMG|6DMG|7AART|9LIT
368	63335 52322	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3aVULN|4RCR|5CDMG|6DMG|7AART|8RCVC|9LHND
369	61213 32342	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|5LWND|69VULN|7AART|8RCVC|aDMG
370	61214 12342	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|59VULN|6LHND|7AART|8RCVC|aDMG
371	65331 15433	   	165.57	ACR|3VULN|1AART|1CDMG|2DUR|1SELL	17DUR|27DUST|37aVULN|4RCR|5SELL|6MBVNT|7BPWR|8AART|9CDMG
372	11215 12817	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CDMG|3RMIN|4RCR|5MBVNT|6LHND|7AART|8aDMG|9DUR
373	11314 26121	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8DUST|9ASPD|aDMG
374	11314 26231	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8ASPD|9DUST|aDMG
375	11314 26261	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8ASPD|9LEGI|aDMG
376	11314 26343	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8DUR|9DMG|aBASICY
377	11314 26361	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8DUR|9ERES|aDMG
378	61112 62222	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3ERES|4RCR|59LHND|68VULN|7AART|aDMG
379	61112 62522	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3ERES|4RCR|5LHND|6aVULN|7AART|8LIT|9DMG
380	61113 62522	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3ERES|4RCR|5LWND|6aVULN|7AART|8LIT|9DMG
381	63335 52111	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3aVULN|4RCR|5CDMG|6DMG|7AART|8DLOT|9RMIN
382	63335 52232	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|38VULN|4RCR|5CDMG|6DMG|7AART|9LIT|aDLOT
383	12325 12114	   	165.53	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|5aDMG|6AART|8RPLT|9RMIN
384	12325 12144	   	165.53	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|5aDMG|6AART|8RPLT|9CGEN
385	12325 12353	   	165.53	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|59DMG|6AART|8LHND|aRCVC
386	12325 12355	   	165.53	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|59DMG|6AART|8LHND|aBEXP
387	11312 35514	 * 	165.52	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1SELL	1VULN|2CDMG|3CGEN|4RCR|5LHND|6SELL|7AART|8FLTHEA|9ZMB|aDMG
388	62613 62122	   	165.52	ACR|3VULN|2DMG|2DUR	15DUR|26MLV|36DMG|4RCR|6BPWR|78aVULN|9DUST
389	61112 62212	   	165.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|39ERES|4RCR|5LHND|68VULN|7AART|aDMG
390	61113 62212	   	165.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|39ERES|4RCR|5LWND|68VULN|7AART|aDMG
391	61114 12522	   	165.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3ERES|4RCR|5aVULN|6LEGI|7AART|8LIT|9DMG
392	63335 52211	   	165.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|38VULN|4RCR|5CDMG|6DMG|7AART|9ERES|aTLV
393	12325 12351	   	165.43	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|59DMG|6AART|8LHND|aERES
394	12325 12354	   	165.43	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|59DMG|6AART|8LHND|aNUKE
395	11112 35514	 * 	165.42	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1SELL	1VULN|2CDMG|3ERES|4RCR|5LHND|6SELL|7AART|8FLTHEA|9ZMB|aDMG
396	63335 52233	   	165.39	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUR|2LWND|38VULN|4RCR|5CDMG|6DMG|7AART|9LIT|aSELL
397	11312 35343	   	165.39	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1aVULN|2CDMG|3CGEN|4RCR|5LHND|6SELL|7AART|8DUR|9DMG
398	12335 12221	   	165.39	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	18VULN|2CANSTR|3RCR|4BELT|58LIT|68CDMG|7AART|8BPWR|9DUR|aZMB
399	65331 52333	   	165.37	ACR|3VULN|2DMG|2DUR|1SELL	1aDUR|2DUST|39aVULN|4RCR|5SELL|6aDMG|7DMSP|8RPLT|aBPWR
400	61114 12212	   	165.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|39ERES|4RCR|58VULN|6LEGI|7AART|aDMG
401	11452 22432	 * 	165.33	DCR|4VULN|2CDMG|3DUR	145aVULN|2aCDMG|389DUR|6aERES|7RCR|aBPWR
402	11112 35343	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1aVULN|2CDMG|3ERES|4RCR|5LHND|6SELL|7AART|8DUR|9DMG
403	63331 52213	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUR|2LWND|38VULN|4RCR|5SELL|6DMG|7AART|9ERES|aCDMG
404	12332 45512	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|25CANSTR|3RCR|4BELT|5BPWR|6DUR|7AART|8DMG|9LWND|aZMB
405	51651 31321	   	165.28	ACR|4VULN|3CDMG|1DUR	17LHND|278CDMG|3RCR|4679VULN|5RCVC|7BPWR|aDUR
406	21622 62813	   	165.26	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2MGNSTR|3RCR|4CDMG|5VULN|6DMG|7MBVNT|89AART|aZMB
407	61652 13434	   	165.19	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|29CDMG|3RCR|48VULN|5LHND|6MBVNT|7AART|aZMB
408	61214 31112	 * 	165.18	ACR|4VULN|2ZMB|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|567aVULN|89ZMB
409	61314 61112	   	165.18	ACR|4VULN|2ZMB|1CDMG|1DUR	1DUR|2CDMG|3CGEN|4RCR|567aVULN|89ZMB
410	61114 61112	   	165.08	ACR|4VULN|2ZMB|1CDMG|1DUR	1DUR|2CDMG|3ERES|4RCR|567aVULN|89ZMB
411	61613 31116	   	165.04	ACR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	16DUR|2CDMG|3RCR|4ZMB|56LWND|6BPWR|7VULN|8DMG|9RCVC|aAART
412	61613 31131	   	165.04	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	16DUR|2CDMG|3RCR|4ZMB|56LWND|6BPWR|7VULN|8DMG|9MLV|aAART
413	11214 12361	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3RMIN|4RCR|6LWND|7DMG|8AART|9RPLT|aASPD
414	11214 15324	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3RMIN|4RCR|69LWND|7ASPD|8AART|aDMG
415	11311 65114	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6aDMG|7DUR|8AART|9LHND
416	11311 65124	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6aDMG|7DUR|8AART|9LWND
417	11314 62361	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6LWND|7DMG|8AART|9RPLT|aASPD
418	51314 11622	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|3CGEN|4RCR|57VULN|6DMSP|8AART|9DUR|aDMG
419	61214 21412	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|36RMIN|4RCR|57VULN|8AART|9LWND|aDMG
420	11214 34422	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3RMIN|4RCR|6RCVC|7FEWX|8AART|9DUR|aDMG
421	11216 21422	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|36RMIN|4RCR|5BEXP|8AART|9DUR|aDMG
422	11312 11622	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3CGEN|4RCR|5LHND|6DMSP|8AART|9DUR|aDMG
423	11312 66622	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|5LHND|7RCVC|8AART|9DUR|aDMG
424	11314 16622	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6LHND|7RCVC|8AART|9DUR|aDMG
425	11314 33622	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6RCVC|7LHND|8AART|9DUR|aDMG
426	14434 11132	   	164.97	DCR|3VULN|1AART|1CDMG|1ZMB	157VULN|25CGEN|3AART|4RPLT|5BPWR|6MLV|8RCR|9CDMG|aZMB
427	61616 11131	   	164.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	15DUR|2CDMG|3RCR|4ZMB|6LWND|7VULN|8DMG|9MLV|aAART
428	61613 31161	   	164.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	16DUR|2CDMG|3RCR|4ZMB|56LWND|6BPWR|7VULN|8DMG|9ERES|aAART
429	11111 65114	   	164.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CDMG|3ERES|4RCR|5MGNSTR|6aDMG|7DUR|8AART|9LHND
430	11111 65124	   	164.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CDMG|3ERES|4RCR|5MGNSTR|6aDMG|7DUR|8AART|9LWND
431	11112 11622	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3ERES|4RCR|5LHND|6DMSP|8AART|9DUR|aDMG
432	11112 66622	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3ERES|4RCR|5LHND|7RCVC|8AART|9DUR|aDMG
433	11114 16622	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3ERES|4RCR|6LHND|7RCVC|8AART|9DUR|aDMG
434	11114 33622	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3ERES|4RCR|6RCVC|7LHND|8AART|9DUR|aDMG
435	11215 42421	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9RPLT|aASPD
436	11211 65114	   	164.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CDMG|3RMIN|4RCR|5SNIHEL|6aDMG|7DUR|8AART|9LHND
437	11211 65124	   	164.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CDMG|3RMIN|4RCR|5SNIHEL|6aDMG|7DUR|8AART|9LWND
438	11214 15342	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3RMIN|4RCR|6LWND|7ASPD|8AART|9ERES|aDMG
439	11214 35422	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3RMIN|4RCR|6RCVC|7DUST|8AART|9DUR|aDMG
440	11215 46411	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7ASPD|8AART|9BELT|aDMG
441	11215 46482	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7ASPD|8AART|9MLV|aDMG
442	11315 28342	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2CDMG|3CGEN|4RCR|5MBVNT|6MLV|8AART|9ASPD|aDMG
443	51114 11622	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|3ERES|4RCR|57VULN|6DMSP|8AART|9DUR|aDMG
444	12332 35536	   	164.93	ACR|2VULN|2DMG|1AART	15VULN|25CANSTR|3RCR|4BELT|5BPWR|6BEXP|7AART|8aDMG|9CGEN
445	53335 52213	   	164.91	ACR|2VULN|1AART|1DMG|2CDMG	1LHND|2LWND|38VULN|4RCR|5aCDMG|6DMG|7AART|9ERES
446	11215 12843	   	164.91	ACR|2DMG|1AART|1VULN|2CDMG	1VULN|2aCDMG|3RMIN|4RCR|5MBVNT|6LHND|7AART|89DMG
447	11215 62843	   	164.91	ACR|2DMG|1AART|1VULN|2CDMG	1VULN|2aCDMG|3RMIN|4RCR|5MBVNT|6LWND|7AART|89DMG
448	43522 62322	   	164.88	DCR|3VULN|1AART|1DMG	1LIT|2ERES|3AART|48aVULN|5DUST|6RCR|7RPLT|9DMG
449	11111 46331	 * 	164.84	ACR|2VULN|2AART|2ZMB|1CDMG	1aVULN|2CDMG|3aERES|4RCR|5MGNSTR|6TLV|79AART|8aZMB|aBPWR
450	11111 65163	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2CDMG|39ERES|4RCR|5MGNSTR|6DMG|7DUR|8AART
451	11113 11622	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|35ERES|4RCR|6LHND|8AART|9DUR|aDMG
452	11113 61622	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|35ERES|4RCR|6LWND|8AART|9DUR|aDMG
453	11215 46452	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7ASPD|8AART|9ERES|aDMG
454	11313 36344	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|59ERES|7DUR|8AART|aDMG
455	11513 51112	   	164.83	DCR|2VULN|2DMG|2CDMG|2ZMB	17VULN|27CDMG|3LHND|45ZMB|67DMG|7BPWR|8TLV|9DUST|aRCR
456	11513 51212	   	164.83	DCR|2VULN|2DMG|2CDMG|2ZMB	17VULN|27CDMG|3LHND|45ZMB|67DMG|7BPWR|8ERES|9DUST|aRCR
457	11115 62242	   	164.81	ACR|2VULN|1AART|1DMG|2CDMG	18VULN|29CDMG|3ERES|4RCR|5MBVNT|6LHND|7AART|aDMG
458	14432 31132	   	164.77	DCR|3VULN|1AART|1CDMG|1ZMB	167VULN|2CGEN|3AART|4RPLT|5TLV|8RCR|9CDMG|aZMB
459	11312 62434	   	164.73	ACR|2VULN|2DMG|2CDMG|1DUR	16VULN|2aCDMG|3CGEN|4RCR|5LHND|7aDMG|8DUR|9aMLV|aBPWR
460	11314 12434	   	164.73	ACR|2VULN|2DMG|2CDMG|1DUR	15VULN|2aCDMG|3CGEN|4RCR|6LHND|7aDMG|8DUR|9aMLV|aBPWR
461	61311 33124	   	164.73	ACR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aCDMG|39CGEN|4RCR|5MLV|6aVULN|7FEWX|8aDMG|aBPWR
462	51614 33222	   	164.71	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2CDMG|3RCR|4ZMB|5aVULN|6LIT|7DUR|8ASPD|9AART
463	11115 12232	   	164.71	ACR|2VULN|1AART|1DMG|2CDMG	18VULN|29CDMG|3ERES|4RCR|5MBVNT|6LEGI|7AART|aDMG
464	42532 12214	   	164.69	DCR|2VULN|3ZMB|1AART|1ASPD	1LIT|245ZMB|3AART|6RCR|7RPLT|8ASPD|9aVULN
465	42515 31222	 * 	164.69	DCR|2DMG|3ZMB|1AART|1ASPD	1LIT|278ZMB|3AART|4CGEN|59DMG|6RCR|aASPD
466	12351 24116	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2CANSTR|3RCR|4DUR|5CGEN|6DMG|7LWND|8AART|aZMB
467	11452 22112	 * 	164.66	DCR|4VULN|2ZMB|1CDMG|1DUR	145aVULN|2CDMG|3DUR|6ERES|7RCR|89ZMB
468	11211 11241	 * 	164.64	ACR|2VULN|3CDMG|1AART|2ZMB	1aVULN|26aCDMG|3RMIN|4RCR|56SNIHEL|6aBPWR|7ERES|8aZMB|9AART
469	11211 16241	   	164.64	ACR|2VULN|3CDMG|1AART|2ZMB	1aVULN|26aCDMG|3RMIN|4RCR|56SNIHEL|6aBPWR|7TLV|8aZMB|9AART
470	11311 15143	   	164.63	ACR|3VULN|2AART|1CDMG	167VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|8FEWX|9aAART
471	11112 62434	   	164.63	ACR|2VULN|2DMG|2CDMG|1DUR	16VULN|2aCDMG|3ERES|4RCR|5LHND|7aDMG|8DUR|9aMLV|aBPWR
472	11114 12434	   	164.63	ACR|2VULN|2DMG|2CDMG|1DUR	15VULN|2aCDMG|3ERES|4RCR|6LHND|7aDMG|8DUR|9aMLV|aBPWR
473	62615 23333	   	164.63	ACR|2AART|2VULN|1DMG|1DUR	1DUR|2MLV|3DMG|4RCR|59AART|6LIT|78VULN|aLWND
474	61111 33134	   	164.63	ACR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aCDMG|3ERES|4RCR|5MLV|6aVULN|79FEWX|8aDMG|aBPWR
475	61312 61124	   	164.63	ACR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aCDMG|3CGEN|4RCR|59LHND|6aVULN|7TLV|8aDMG|aBPWR
476	11344 12622	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|46LHND|7RCR|8AART|9DUR|aDMG
477	11215 41544	   	164.59	ACR|3VULN|1AART|1CDMG|1ZMB	167VULN|2CDMG|3RMIN|4RCR|5MBVNT|8AART|9RPLT|aZMB
478	12325 26124	   	164.58	ACR|2VULN|2DMG|1CDMG|1ZMB	17VULN|2CANSTR|3RCR|48LWND|56DMG|9CDMG|aZMB
479	12335 14231	   	164.58	ACR|2VULN|2DMG|1CDMG|1ZMB	19VULN|2CANSTR|3RCR|4BELT|5LIT|6CDMG|7ZMB|8aDMG
480	63331 15423	   	164.57	ACR|3VULN|1AART|1CDMG|2DUR|1SELL	17DUR|27LWND|379VULN|4RCR|5SELL|6MBVNT|7BPWR|8CDMG|aAART
481	11311 13631	   	164.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3aCGEN|4RCR|56MGNSTR|6BPWR|7DUR|8DMG|9AART
482	11311 13632	   	164.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7DUR|8DMG|9AART|aLHND
483	11311 13633	   	164.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7DUR|8DMG|9AART|aFEWX
484	11311 13634	   	164.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7DUR|8DMG|9AART|aRPLT
485	11311 13635	   	164.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7DUR|8DMG|9AART|aRCVC
