0	Index      	 *	Score 	Summary	Detail	
1	46213 31522	 * 	196.34	ACR|3VULN|2DMG|1AART|2ZMB	19LHND|2AART|39DMG|4RCR|57ZMB|6LIT|89aVULN|9BPWR
330	46233 36112	   	166.80	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14LHND|2AART|3DMG|5aDUR|6ASPD|7RCR|89VULN
331	46232 36112	   	166.80	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14LHND|2AART|3DMG|58VULN|6ASPD|7RCR|9aDUR
332	46211 12142	   	166.79	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|27AART|3DMG|4RCR|5DUR|6ZMB|8VULN|9LWND|aASPD
333	46216 12312	   	166.79	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|27AART|3DMG|4RCR|5LWND|6ZMB|8DUR|9VULN|aASPD
334	46213 22312	   	166.79	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|27AART|3DMG|4RCR|5ZMB|6LWND|8DUR|9VULN|aASPD
335	11225 12263	   	166.77	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCVC|25DMG|3ASPD|4LWND|6RCR|7VULN|8AART|9SELL|aCDMG
336	11354 11216	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCVC|29DMG|37VULN|4ZMB|5RCR|6TLV|8DUR|aCDMG
337	11354 11161	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCVC|29DMG|37VULN|4ZMB|5RCR|6TLV|8CDMG|aDUR
338	31642 36131	   	166.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13ASPD|239DUST|3BPWR|4AART|58VULN|6DMG|7RCR|aDUR
339	11354 32335	   	166.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3aVULN|4ZMB|5RCR|6DUST|7CGEN|8AART|9CDMG
340	16331 43226	 * 	166.59	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	1RCVC|2SELL|3aVULN|4RCR|5AART|6FLTHEA|7LWND|8DUR|9DMG
341	34531 62131	   	166.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|2VULN|3DMG|4aCDMG|56AART|7RCR|8LWND|9LIT
342	11314 32221	   	166.57	ACR|2VULN|2DMG|1AART|1DUR	19RCVC|26DMG|37VULN|4RMIN|5RCR|8AART|aDUR
343	11314 32251	   	166.57	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|26DMG|37VULN|49RMIN|5RCR|8AART|aDUR
344	35114 32261	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2CGEN|36DMG|4RMIN|5RCR|79VULN|8AART|aBEXP
345	35114 32262	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2CGEN|36DMG|4RMIN|5RCR|79VULN|8AART|aDMSP
346	11414 32212	   	166.57	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|26DMG|3LWND|4RMIN|5RCR|7aVULN|8AART|9DUR
347	46213 62331	   	166.56	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|6VULN|8CGEN|9CDMG|aLIT
348	46213 62332	   	166.56	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|6VULN|8CGEN|9CDMG|aFEWX
349	11333 11164	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|269DMG|3aVULN|4CDMG|5LIT|7RCR|8FEWX
350	11333 11364	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|269DMG|3aVULN|4CDMG|5LIT|7RCR|8BEXP
351	11333 11435	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|39VULN|4CDMG|5LIT|7RCR|aRMIN
352	11333 11445	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|3aVULN|4CDMG|5LIT|7RCR|9MLV
353	11333 11454	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|3aVULN|4CDMG|5LIT|7RCR|9FEWX
354	11333 11465	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|3aVULN|4CDMG|5LIT|7RCR|9CGEN
355	11333 11524	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|26aDMG|3aVULN|4CDMG|5LIT|7RCR|8aBASICY|9RMIN|aBPWR
356	11433 11434	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|3LWND|4CDMG|5LIT|7RCR|9aVULN
357	13533 11434	   	166.51	DCR|3DMG|2VULN|1CDMG	1RCVC|2BEXP|368DMG|4CDMG|5LIT|7RCR|9aVULN
358	16331 53432	   	166.49	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1RCVC|2SELL|3aVULN|4RCR|5AART|6DUR|7CDMG|8DMG|9DUST
359	12311 61626	 * 	166.49	ACR|4VULN|1AART|1CDMG	1RCVC|2CGEN|3678VULN|4RCR|5DUST|9CDMG|aAART
360	35114 32263	   	166.47	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2CGEN|36DMG|4RMIN|5RCR|79VULN|8AART|aVENICY
361	46213 62333	   	166.46	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|6VULN|8CGEN|9CDMG|aDUST
362	46215 22112	   	166.43	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|27AART|3DMG|4RCR|5ASPD|6LWND|89VULN|aRPLT
363	46215 22113	   	166.43	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|27AART|3DMG|4RCR|5ASPD|6LWND|89VULN|aFEWX
364	46216 32112	   	166.43	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|27AART|3DMG|4RCR|5LWND|6ASPD|89VULN|aRPLT
365	46216 32113	   	166.43	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|27AART|3DMG|4RCR|5LWND|6ASPD|89VULN|aFEWX
366	11235 12451	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|25DMG|3ASPD|4FEWX|6RCR|7VULN|8CDMG|9AART|aDMSP
367	11333 11264	   	166.41	DCR|3DMG|2VULN|1CDMG	1RCVC|269DMG|3aVULN|4CDMG|5LIT|7RCR|8DUST
368	11333 11425	   	166.41	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|3aVULN|4CDMG|5LIT|7RCR|9MBVNT
369	11333 11433	   	166.41	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|39VULN|4CDMG|5LIT|7RCR|aLEGI
370	11333 11434	   	166.41	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|39VULN|4CDMG|5LIT|7RCR|aLSRHEA
371	11333 11436	   	166.41	DCR|3DMG|2VULN|1CDMG	1RCVC|268DMG|39VULN|4CDMG|5LIT|7RCR|aMBVNT
