0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34111 33221	9	 * 	289.60	DCR|4VULN|2DUR|2TLV|1DMG|1ASPD	125aVULN|3LWND|4aDUR|6ASPD|7RCR|8DMG|9aTLV|aBPWR
343	42412 22236	9	   	261.59	DCR|3VULN|2DMG|2DUR	1ERES|24DUR|379VULN|5LIT|68DMG|aRCR
344	44112 22236	9	   	261.59	DCR|3VULN|2DMG|2DUR	1ERES|279VULN|34DUR|5LIT|68DMG|aRCR
345	34413 33213	1	   	261.54	DCR|4VULN|2DMG|1DUR	1459VULN|2DUR|39DMG|69FEWX|7RCVC|8TBNT|9BPWR|aRCR
346	25512 33213	4	   	261.54	DCR|4VULN|2DMG|1DUR	19BEXP|2DUR|3469VULN|59DMG|7RCVC|8TBNT|9BPWR|aRCR
347	25512 34213	4	   	261.54	DCR|4VULN|2DMG|1DUR	179BEXP|2DUR|3469VULN|59DMG|8TBNT|9BPWR|aRCR
348	31251 33213	1	   	261.54	DCR|4VULN|2DMG|1DUR	1269VULN|29BPWR|3DUR|49DMG|59BEXP|7RCVC|8TBNT|aRCR
349	31251 34213	1	   	261.54	DCR|4VULN|2DMG|1DUR	1269VULN|29BPWR|3DUR|49DMG|579BEXP|8TBNT|aRCR
350	31253 33213	1	   	261.54	DCR|4VULN|2DMG|1DUR	1259VULN|29BPWR|3DUR|49DMG|69FEWX|7RCVC|8TBNT|aRCR
351	31254 33313	1	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|29BPWR|3DUR|49DMG|59LWND|6BBNT|8DMSP|aRCR
352	31261 43113	1	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|29BPWR|3DUR|489FEWX|5BBNT|69DMG|aRCR
353	31262 33113	1	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|29BPWR|3DUR|489FEWX|59DMG|6BBNT|aRCR
354	34251 33213	2	   	261.54	DCR|4VULN|2DMG|1DUR	1269VULN|3DUR|49DMG|59BEXP|7RCVC|8TBNT|9BPWR|aRCR
355	34251 34213	2	   	261.54	DCR|4VULN|2DMG|1DUR	1269VULN|3DUR|49DMG|579BEXP|8TBNT|9BPWR|aRCR
356	34253 33213	2	   	261.54	DCR|4VULN|2DMG|1DUR	1259VULN|3DUR|49DMG|69FEWX|7RCVC|8TBNT|9BPWR|aRCR
357	34254 33313	2	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|3DUR|49DMG|59LWND|6BBNT|8DMSP|9BPWR|aRCR
358	34261 43113	2	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|3DUR|489FEWX|5BBNT|69DMG|9BPWR|aRCR
359	34262 33113	2	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|3DUR|489FEWX|59DMG|6BBNT|9BPWR|aRCR
360	34342 33213	4	   	261.54	DCR|4VULN|2DMG|1DUR	1269VULN|3DUR|49BEXP|59DMG|7RCVC|8TBNT|9BPWR|aRCR
361	34342 34213	4	   	261.54	DCR|4VULN|2DMG|1DUR	1269VULN|3DUR|479BEXP|59DMG|8TBNT|9BPWR|aRCR
362	34351 33213	3	   	261.54	DCR|4VULN|2DMG|1DUR	1269VULN|3DUR|49DMG|59BEXP|7RCVC|8TBNT|9BPWR|aRCR
363	34351 34213	3	   	261.54	DCR|4VULN|2DMG|1DUR	1269VULN|3DUR|49DMG|579BEXP|8TBNT|9BPWR|aRCR
364	34353 33213	3	   	261.54	DCR|4VULN|2DMG|1DUR	1259VULN|3DUR|49DMG|69FEWX|7RCVC|8TBNT|9BPWR|aRCR
365	34354 33313	3	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|3DUR|49DMG|59LWND|6BBNT|8DMSP|9BPWR|aRCR
366	34361 43113	3	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|3DUR|489FEWX|5BBNT|69DMG|9BPWR|aRCR
367	34362 33113	3	   	261.54	DCR|4VULN|2DMG|1DUR	1279VULN|3DUR|489FEWX|59DMG|6BBNT|9BPWR|aRCR
368	34411 33213	1	   	261.54	DCR|4VULN|2DMG|1DUR	1469VULN|2DUR|39DMG|59BEXP|7RCVC|8TBNT|9BPWR|aRCR
369	34411 34213	1	   	261.54	DCR|4VULN|2DMG|1DUR	1469VULN|2DUR|39DMG|579BEXP|8TBNT|9BPWR|aRCR
370	34414 33313	1	   	261.54	DCR|4VULN|2DMG|1DUR	1479VULN|2DUR|39DMG|59LWND|6BBNT|8DMSP|9BPWR|aRCR
371	31224 13222	1	   	261.46	DCR|4VULN|3DUR|1AART	124aVULN|24aBPWR|34aDUR|578BEXP|6RCR|9AART
372	31224 13552	1	   	261.46	DCR|4VULN|3DUR|1AART	124aVULN|24aBPWR|349DUR|57aBEXP|6RCR|8AART
373	34224 13222	2	   	261.46	DCR|4VULN|3DUR|1AART	124aVULN|34aDUR|4aBPWR|578BEXP|6RCR|9AART
374	34324 13222	3	   	261.46	DCR|4VULN|3DUR|1AART	124aVULN|34aDUR|4aBPWR|578BEXP|6RCR|9AART
375	34431 31263	4	   	261.39	DCR|5VULN|1CDMG|1ASPD|1AART	1249aVULN|3ASPD|5AART|6RCR|7CDMG|8LWND
376	34431 31433	4	   	261.39	DCR|5VULN|1CDMG|1ASPD|1AART	1248aVULN|3ASPD|5AART|6RCR|7CDMG|9FEWX
377	33264 63332	3	 * 	261.39	DCR|5VULN|3CDMG	15679VULN|2LIT|3DUST|456CDMG|56BPWR|8BBNT|aRCR
378	31311 16552	5	   	261.36	DCR|4VULN|3DUR|1AART	145aVULN|2aFEWX|379DUR|6RCR|8AART|aBPWR
379	35231 51132	10	   	261.28	DCR|4VULN|1DMG|2AART|1DUR	1456VULN|27AART|3RCVC|8DUR|9DMG|aRCR
380	31264 62223	7	   	261.04	DCR|4VULN|3DMG	179aVULN|2FEWX|357BEXP|467DMG|7BPWR|8RCR
381	31211 15424	5	   	261.04	DCR|4VULN|3DMG	145aVULN|2FEWX|3aBEXP|6RCR|7BELT|89aDMG|aBPWR
382	36121 63431	8	   	260.59	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	158VULN|2RPLT|3ERES|48LIT|6RCR|78DUR|8BPWR|9TLV|aCDMG
383	31223 32166	1	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	124VULN|24BPWR|34DUR|5ZMB|6FEWX|7DMG|8RCR|9CDMG|aASPD
384	34223 32166	2	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	124VULN|34DUR|4BPWR|5ZMB|6FEWX|7DMG|8RCR|9CDMG|aASPD
385	34323 32166	3	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	124VULN|34DUR|4BPWR|5ZMB|6FEWX|7DMG|8RCR|9CDMG|aASPD
386	31223 62166	1	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	124VULN|24BPWR|34DUR|5ZMB|6LEGI|7DMG|8RCR|9CDMG|aASPD
387	31224 11224	1	   	260.43	DCR|4VULN|2DUR|1CDMG	1248VULN|24BPWR|34DUR|5BEXP|6RCR|7CDMG|9LWND|aLIT
388	31224 11253	1	   	260.43	DCR|4VULN|2DUR|1CDMG	1248VULN|24BPWR|34DUR|5BEXP|6RCR|7CDMG|9MLV|aLIT
389	34224 11224	2	   	260.43	DCR|4VULN|2DUR|1CDMG	1248VULN|34DUR|4BPWR|5BEXP|6RCR|7CDMG|9LWND|aLIT
390	34224 11253	2	   	260.43	DCR|4VULN|2DUR|1CDMG	1248VULN|34DUR|4BPWR|5BEXP|6RCR|7CDMG|9MLV|aLIT
391	34324 11224	3	   	260.43	DCR|4VULN|2DUR|1CDMG	1248VULN|34DUR|4BPWR|5BEXP|6RCR|7CDMG|9LWND|aLIT
392	34324 11253	3	   	260.43	DCR|4VULN|2DUR|1CDMG	1248VULN|34DUR|4BPWR|5BEXP|6RCR|7CDMG|9MLV|aLIT
393	32154 35231	8	   	260.36	DCR|2VULN|2DMG|2DUR|2AART|1TLV	17VULN|2ZMB|37DUR|47DMG|58AART|6RCVC|7BPWR|9RCR|aTLV
394	35253 25231	8	   	260.36	DCR|2VULN|2DMG|2DUR|2AART|1TLV	17VULN|28AART|3RCVC|47DMG|57DUR|6RMIN|7BPWR|9RCR|aTLV
395	31223 15522	1	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	124VULN|24BPWR|34DUR|5ZMB|6LIT|7TBNT|8TLV|9DMG|aRCR
396	31223 16361	1	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	124VULN|24BPWR|34DUR|5ZMB|6LIT|7ERES|8TLV|9DMG|aRCR
397	31311 56361	6	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	145VULN|2FEWX|36DUR|7LIT|8TLV|9DMG|aRCR
398	34223 15522	2	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	124VULN|34DUR|4BPWR|5ZMB|6LIT|7TBNT|8TLV|9DMG|aRCR
399	34223 16361	2	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	124VULN|34DUR|4BPWR|5ZMB|6LIT|7ERES|8TLV|9DMG|aRCR
400	34323 15522	3	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	124VULN|34DUR|4BPWR|5ZMB|6LIT|7TBNT|8TLV|9DMG|aRCR
401	34323 16361	3	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	124VULN|34DUR|4BPWR|5ZMB|6LIT|7ERES|8TLV|9DMG|aRCR
402	34334 33361	7	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	125VULN|37DUR|4LIT|6LWND|8TLV|9DMG|aRCR
403	33234 46322	3	   	260.33	DCR|4VULN|2DUR|1CDMG	159aVULN|2LIT|3DUST|45DUR|5BPWR|6CDMG|7RMIN|8RCR
404	33341 12621	8	   	260.33	DCR|4VULN|2DUR|1CDMG	159aVULN|2LIT|3CDMG|47DUR|6CGEN|8RCR
405	33344 33422	4	   	260.33	DCR|4VULN|2DUR|1CDMG	159aVULN|2LIT|3CDMG|45DUR|5BPWR|6LWND|7ERES|8RCR
406	33364 33422	3	   	260.33	DCR|4VULN|2DUR|1CDMG	159aVULN|2LIT|3CDMG|45DUR|5BPWR|6LWND|7ERES|8RCR
407	34336 12621	8	   	260.33	DCR|4VULN|2DUR|1CDMG	129aVULN|37DUR|4LIT|5CDMG|6CGEN|8RCR
408	51336 32611	9	   	260.33	DCR|4VULN|2DUR|1CDMG	1RMIN|23DUR|469aVULN|5CDMG|7LIT|8RCR
409	51336 32621	8	   	260.33	DCR|4VULN|2DUR|1CDMG	1RMIN|23DUR|469aVULN|5CDMG|7LIT|8RCR
410	34334 13361	7	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV	125VULN|37DUR|4LIT|6DUST|8TLV|9DMG|aRCR
411	34334 13361	10	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV	125VULN|37DUR|4LIT|6DUST|8DMG|9RCR|aTLV
412	14311 11213	5	   	260.23	DCR|4VULN|2DUR|1CDMG	1DUST|2458VULN|39DUR|6RCR|7CDMG|aLIT
413	15511 11213	5	   	260.23	DCR|4VULN|2DUR|1CDMG	1DUST|29DUR|3458VULN|6RCR|7CDMG|aLIT
414	14351 11263	5	   	260.23	DCR|4VULN|2DUR|1CDMG	1DUST|2589VULN|34DUR|6RCR|7CDMG|aLIT
415	33341 52621	8	   	260.23	DCR|4VULN|2DUR|1CDMG	159aVULN|2LIT|3CDMG|47DUR|6ERES|8RCR
416	42136 32621	8	   	260.23	DCR|4VULN|2DUR|1CDMG	1ERES|23DUR|469aVULN|5CDMG|7LIT|8RCR
417	32211 43251	8	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	15aVULN|2ZMB|3aASPD|4DUR|6MLV|7RCR|8aDMG|9RMIN|aBPWR
418	32211 43431	7	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	15aVULN|2ZMB|3aASPD|4DUR|6MLV|7RCR|8RMIN|9aDMG|aBPWR
419	32451 52131	4	   	260.21	DCR|3VULN|2DMG|2ASPD|1TLV	13aVULN|2ZMB|4aDMG|5RMIN|6TLV|7LHND|8RCR|9aASPD|aBPWR
420	32451 53131	4	   	260.21	DCR|3VULN|2DMG|2ASPD|1TLV	13aVULN|2ZMB|4aDMG|5RMIN|6TLV|7FEWX|8RCR|9aASPD|aBPWR
421	32214 23522	5	   	260.13	DCR|3VULN|3DUR|2ASPD|1AART	168VULN|2ZMB|38ASPD|468DUR|5AART|68BPWR|7RMIN|9LHND|aRCR
422	32211 22131	5	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	15aVULN|2ZMB|3aASPD|4DUR|6CGEN|7NUKE|8RCR|9aDMG|aBPWR
423	32211 33251	8	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	15aVULN|2ZMB|3aASPD|4DUR|6ERES|7RCR|8aDMG|9RMIN|aBPWR
424	32211 33431	7	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	15aVULN|2ZMB|3aASPD|4DUR|6ERES|7RCR|8RMIN|9aDMG|aBPWR
425	32211 42131	6	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	15aVULN|2ZMB|3aASPD|4DUR|6MLV|7NUKE|8RCR|9aDMG|aBPWR
426	32211 43261	9	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	15aVULN|2ZMB|3aASPD|4DUR|6MLV|7RCR|8aDMG|9NUKE|aBPWR
427	32455 22131	5	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	13aVULN|2ZMB|4aDMG|5DUR|6CGEN|7NUKE|8RCR|9aASPD|aBPWR
428	54211 42131	6	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	1RMIN|25aVULN|3aASPD|4DUR|6MLV|7NUKE|8RCR|9aDMG|aBPWR
429	34443 12222	8	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	128VULN|38ASPD|4ERES|5MLV|6DMSP|78DMG|8BPWR|9DUR|aRCR
430	31311 52146	5	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1459VULN|2FEWX|3DUR|6ZMB|7DMG|8RCR|aTLV
431	32113 32146	3	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1459VULN|2ZMB|3DUR|6FEWX|7DMG|8RCR|aTLV
432	32133 32146	4	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1459VULN|2ZMB|3DUR|6FEWX|7DMG|8RCR|aTLV
433	34111 63114	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1256VULN|3LWND|4DUR|7DMG|8TLV|9LHND|aRCR
434	34323 32146	4	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1259VULN|3DUR|4ZMB|6FEWX|7DMG|8RCR|aTLV
435	32214 23552	5	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	168VULN|2ZMB|38ASPD|468DUR|5AART|68BPWR|7RMIN|9LEGI|aRCR
436	31351 16221	5	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	159VULN|2FEWX|347DUR|6RCR|8ASPD|aDMG
437	31351 16235	5	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	15aVULN|2FEWX|347DUR|6RCR|8ASPD|9DMG
438	32211 32131	6	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	15aVULN|2ZMB|3aASPD|4DUR|6ERES|7NUKE|8RCR|9aDMG|aBPWR
439	32211 33261	9	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	15aVULN|2ZMB|3aASPD|4DUR|6ERES|7RCR|8aDMG|9NUKE|aBPWR
440	32455 32131	6	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	13aVULN|2ZMB|4aDMG|5DUR|6ERES|7NUKE|8RCR|9aASPD|aBPWR
441	54211 32131	6	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	1RMIN|25aVULN|3aASPD|4DUR|6ERES|7NUKE|8RCR|9aDMG|aBPWR
442	54211 33261	9	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	1RMIN|25aVULN|3aASPD|4DUR|6ERES|7RCR|8aDMG|9NUKE|aBPWR
443	56511 32131	6	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR|1NUKE	1RMIN|2aASPD|35aVULN|4DUR|6ERES|7NUKE|8RCR|9aDMG|aBPWR
444	31253 32146	1	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR|1NUKE	1259VULN|2BPWR|3DUR|4DMG|6FEWX|7NUKE|8RCR|aTLV
445	32113 62146	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1459VULN|2ZMB|3DUR|6LEGI|7DMG|8RCR|aTLV
446	32133 62146	4	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1459VULN|2ZMB|3DUR|6LEGI|7DMG|8RCR|aTLV
447	14541 24131	6	   	259.91	DCR|3VULN|2DMG|2ASPD|1TLV	1aDUST|25aVULN|3TLV|47ASPD|6MBVNT|8RCR|9aDMG|aBPWR
448	31253 56223	1	   	259.90	DCR|4VULN|1DMG|1DUR|1TLV	1259VULN|2BPWR|3DUR|4DMG|6TLV|7ERES|8TBNT|aRCR
449	25413 26223	6	 * 	259.79	DCR|3VULN|3DUR|3ASPD	1BEXP|245DUR|357ASPD|5BPWR|69aVULN|8RCR
450	25443 13223	5	   	259.79	DCR|3VULN|3DUR|3ASPD	1BEXP|257DUR|345ASPD|5BPWR|69aVULN|8RCR
451	34224 23213	2	   	259.79	DCR|4VULN|2DUR|2ASPD	1249VULN|34DUR|49BPWR|59BEXP|69ASPD|7RCVC|8TBNT|aRCR
452	34224 24213	2	   	259.79	DCR|4VULN|2DUR|2ASPD	1249VULN|34DUR|49BPWR|579BEXP|69ASPD|8TBNT|aRCR
453	34226 23213	3	   	259.79	DCR|4VULN|2DUR|2ASPD	1249VULN|34BEXP|49BPWR|59DUR|69ASPD|7RCVC|8TBNT|aRCR
454	34324 23213	3	   	259.79	DCR|4VULN|2DUR|2ASPD	1249VULN|34DUR|49BPWR|59BEXP|69ASPD|7RCVC|8TBNT|aRCR
455	34324 24213	3	   	259.79	DCR|4VULN|2DUR|2ASPD	1249VULN|34DUR|49BPWR|579BEXP|69ASPD|8TBNT|aRCR
456	32214 35352	8	   	259.75	DCR|3VULN|3DUR|3ASPD|1AART|1SELL	179VULN|2ZMB|379ASPD|479DUR|5AART|6RCVC|79BPWR|8SELL|aRCR
457	31311 23213	5	   	259.69	DCR|4VULN|2DUR|2ASPD	1459VULN|2FEWX|39DUR|69ASPD|7RCVC|8TBNT|9BPWR|aRCR
458	31412 33113	3	   	259.69	DCR|4VULN|2DUR|2ASPD	1479VULN|28FEWX|39ASPD|59DUR|6BBNT|9BPWR|aRCR
459	31415 33113	5	   	259.69	DCR|4VULN|2DUR|2ASPD	1579VULN|28FEWX|39ASPD|49DUR|6BBNT|9BPWR|aRCR
460	34111 31213	7	   	259.69	DCR|4VULN|2DUR|2ASPD	1259VULN|3LWND|49DUR|69ASPD|7DMSP|8TBNT|9BPWR|aRCR
461	34211 23213	5	   	259.69	DCR|4VULN|2DUR|2ASPD	1259VULN|3BEXP|49DUR|69ASPD|7RCVC|8TBNT|9BPWR|aRCR
462	34211 24213	5	   	259.69	DCR|4VULN|2DUR|2ASPD	1259VULN|37BEXP|49DUR|69ASPD|8TBNT|9BPWR|aRCR
463	34453 33131	7	   	259.66	DCR|3VULN|2DMG|1TLV|1ASPD|1AART	128VULN|3ASPD|48DMG|58MLV|6AART|7RMIN|8BPWR|9RCR|aTLV
