0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21362 11525	5	 * 	287.92	DCR|3VULN|3DUR|2DMG|2ASPD	147DUR|28DMG|38ASPD|5LEGI|689VULN|8BPWR|aRCR
334	51262 11532	5	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	156VULN|28DMG|39TLV|4DUR|7RCR|aFEWX
335	51262 11533	5	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	156VULN|28DMG|39TLV|4DUR|7RCR|aRMIN
336	51362 11232	5	   	258.67	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	156VULN|2DMG|38ASPD|4DUR|7RCR|9TLV|aLWND
337	51362 11235	5	   	258.67	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	156VULN|2DMG|38ASPD|4DUR|7RCR|9TLV|aBEXP
338	51362 11236	5	   	258.67	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	156VULN|2DMG|38ASPD|4DUR|7RCR|9TLV|aZMB
339	51242 11434	5	   	258.66	DCR|3VULN|2DMG|2CDMG|1TLV|1NUKE	16aVULN|2aDMG|3TLV|4ERES|5NUKE|7RCR|8aCDMG|9MBVNT|aBPWR
340	51262 11531	5	 * 	258.66	DCR|3VULN|2DMG|3TLV|1DUR	156VULN|28DMG|39aTLV|4DUR|7RCR
341	51262 11263	5	   	258.57	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	156VULN|2DMG|3TLV|4DUR|7RCR|8aASPD|9BBNT
342	51362 11233	5	   	258.57	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	156VULN|2DMG|38ASPD|4DUR|7RCR|9TLV|aERES
343	51362 11234	5	   	258.57	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	156VULN|2DMG|38ASPD|4DUR|7RCR|9TLV|aMBVNT
344	21462 27443	9	   	258.54	DCR|4VULN|2DUR|1DMG	19DUR|2DMG|3MBVNT|4RMIN|589aVULN|69FEWX|7RCR|9BPWR
345	43452 31127	4	 * 	258.54	DCR|4VULN|2DUR|2CDMG	1MBVNT|2aCDMG|346aVULN|568BEXP|6aBPWR|7RCR|9aDUR
346	23253 51263	3	   	258.48	DCR|2VULN|3DMG|2DUR|1TLV	18DUR|28MLV|3TLV|4aVULN|5BBNT|6RCR|789DMG|8BPWR
347	44447 11364	4	   	258.44	DCR|4VULN|2DUR|1DMG	1MBVNT|25DUR|356aVULN|4DMSP|5BPWR|7RCR|8BELT|9DMG
348	21128 11318	2	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3BEXP|4MBVNT|5679VULN|6BPWR|8RCVC|aRCR
349	21227 11261	2	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3LHND|4MBVNT|5678VULN|6BPWR|9FEWX|aRCR
350	21227 11281	2	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3LHND|4MBVNT|5678VULN|6BPWR|9BEXP|aRCR
351	21438 11318	3	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3MBVNT|4FEWX|5679VULN|6BPWR|8RCVC|aRCR
352	21445 11261	5	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3MBVNT|4LHND|5678VULN|6BPWR|9FEWX|aRCR
353	21445 11281	5	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3MBVNT|4LHND|5678VULN|6BPWR|9BEXP|aRCR
354	21447 11261	4	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3MBVNT|4LHND|5678VULN|6BPWR|9FEWX|aRCR
355	21447 11281	4	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3MBVNT|4LHND|5678VULN|6BPWR|9BEXP|aRCR
356	21448 11261	3	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3MBVNT|4LWND|5678VULN|6BPWR|9FEWX|aRCR
357	21448 11281	3	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3MBVNT|4LWND|5678VULN|6BPWR|9BEXP|aRCR
358	21527 11261	3	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3LHND|4MBVNT|5678VULN|6BPWR|9FEWX|aRCR
359	21527 11281	3	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3LHND|4MBVNT|5678VULN|6BPWR|9BEXP|aRCR
360	22527 11261	3	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2LHND|3DMG|4MBVNT|5678VULN|6BPWR|9FEWX|aRCR
361	22527 11281	3	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2LHND|3DMG|4MBVNT|5678VULN|6BPWR|9BEXP|aRCR
362	51227 11261	2	   	258.44	DCR|4VULN|2DUR|1DMG	1678VULN|2DMG|3LHND|4MBVNT|56DUR|6BPWR|9FEWX|aRCR
363	51227 11281	2	   	258.44	DCR|4VULN|2DUR|1DMG	1678VULN|2DMG|3LHND|4MBVNT|56DUR|6BPWR|9BEXP|aRCR
364	51441 11261	5	   	258.44	DCR|4VULN|2DUR|1DMG	1678VULN|2DMG|3MBVNT|4LHND|56DUR|6BPWR|9FEWX|aRCR
365	51441 11281	5	   	258.44	DCR|4VULN|2DUR|1DMG	1678VULN|2DMG|3MBVNT|4LHND|56DUR|6BPWR|9BEXP|aRCR
366	52227 11261	2	   	258.44	DCR|4VULN|2DUR|1DMG	1678VULN|2LHND|3DMG|4MBVNT|56DUR|6BPWR|9FEWX|aRCR
367	52227 11281	2	   	258.44	DCR|4VULN|2DUR|1DMG	1678VULN|2LHND|3DMG|4MBVNT|56DUR|6BPWR|9BEXP|aRCR
368	21411 52541	6	 * 	258.43	DCR|2VULN|3DUR|1DMG|2CDMG|1TLV	168DUR|2DMG|3MBVNT|48CDMG|58VULN|7RCR|8BPWR|9TLV|aMLV
369	21411 52542	6	   	258.43	DCR|2VULN|3DUR|1DMG|2CDMG|1TLV	168DUR|2DMG|3MBVNT|48CDMG|58VULN|7RCR|8BPWR|9TLV|aFEWX
370	21411 52544	6	   	258.43	DCR|2VULN|3DUR|1DMG|2CDMG|1TLV	168DUR|2DMG|3MBVNT|48CDMG|58VULN|7RCR|8BPWR|9TLV|aRMIN
371	21441 41218	6	   	258.34	DCR|4VULN|2DUR|1DMG	15DUR|2DMG|3MBVNT|4LHND|6789VULN|aRCR
372	21441 48218	7	   	258.34	DCR|4VULN|2DUR|1DMG	15DUR|2DMG|3MBVNT|4LHND|6789VULN|aRCR
373	21628 11318	3	   	258.34	DCR|4VULN|2DUR|1DMG	16DUR|2DMG|3DUST|4MBVNT|5679VULN|6BPWR|8RCVC|aRCR
374	44482 11364	4	   	258.34	DCR|4VULN|2DUR|1DMG	1MBVNT|25DUR|346aVULN|7RCR|8BELT|9DMG
375	44482 12418	8	   	258.34	DCR|4VULN|2DUR|1DMG	1MBVNT|28DUR|3459VULN|6FEWX|7DMG|aRCR
376	44487 11323	4	   	258.34	DCR|4VULN|2DUR|1DMG	1MBVNT|25DUR|3456VULN|5BPWR|7RCR|8BELT|9TBNT|aDMG
377	44841 41218	6	   	258.34	DCR|4VULN|2DUR|1DMG	1MBVNT|25DUR|3DMG|4LHND|6789VULN|aRCR
378	21411 52543	6	   	258.33	DCR|2VULN|3DUR|1DMG|2CDMG|1TLV	168DUR|2DMG|3MBVNT|48CDMG|58VULN|7RCR|8BPWR|9TLV|aDUST
379	21216 13334	3	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DUR|2DMG|3TLV|4CGEN|578VULN|6AART|9ASPD|aRCR
380	21226 13334	4	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DUR|2DMG|3TLV|4CGEN|578VULN|6AART|9ASPD|aRCR
381	21516 13334	2	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DUR|2DMG|3TLV|4CGEN|578VULN|6AART|9ASPD|aRCR
382	44468 31411	5	   	258.09	DCR|4VULN|2DUR|2CDMG|1SELL	1MBVNT|26DUR|3569VULN|4SELL|6BPWR|7RCR|8aCDMG
383	47418 31411	5	   	258.09	DCR|4VULN|2DUR|2CDMG|1SELL	1MBVNT|2SELL|36DUR|4569VULN|6BPWR|7RCR|8aCDMG
384	44482 48441	10	   	258.01	DCR|3VULN|2DMG|1DUR|1ASPD	1MBVNT|2DUR|345VULN|6ASPD|79DMG|8RCR|aLIT
