0	Index      	 *	Score 	Summary	Detail	
1	32224 53511	 * 	210.89	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1RMIN	1RMIN|2AART|3LIT|4AME|5CDMG|6RCR|7aVULN|8ASPD|9DMG
316	32413 63433	   	182.91	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|58VULN|6DMG|7RCR|9LHND|aDMSP
317	12115 23645	   	182.84	DCR|3VULN|3ASPD	1aFEWX|25aASPD|3ERES|4LIT|67aVULN|8MBVNT|9RCR|aBPWR
318	66223 22151	 * 	182.82	DCR|3DMG|1MDPS|1VULN|1ASPD|1ZMB	1MDPS|247DMG|34ERES|4BPWR|5ASPD|6DUST|8RCR|9VULN|aZMB
319	12213 62166	 * 	182.81	DCR|3AART|2ASPD|1VULN	1FEWX|2aASPD|39LHND|458AART|6RCR|7VULN
320	32413 63215	   	182.81	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5aVULN|6DMG|7RCR|8DUST|9LHND
321	32413 63225	   	182.81	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5aVULN|6DMG|7RCR|8DUST|9LWND
322	32413 63423	   	182.81	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN|1SELL	1RMIN|2AART|3ZMB|4RPLT|58VULN|6DMG|7RCR|9LIT|aSELL
323	32413 63432	   	182.81	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|58VULN|6DMG|7RCR|9LHND|aLEGI
324	31211 65431	   	182.78	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1RMIN|2DUST|35LHND|4AART|6RCR|7ASPD|8DUR|9aVULN
325	56241 21122	   	182.71	DCR|2DMG|1VULN|1AART|1ASPD	1ERES|25DMG|3LWND|4ASPD|6LHND|7RCR|8LEGI|9VULN|aAART
326	56241 31122	   	182.71	DCR|2DMG|1VULN|1AART|1ASPD	1ERES|25DMG|3LWND|4ASPD|6DUST|7RCR|8LHND|9VULN|aAART
327	56341 31122	   	182.71	DCR|2DMG|1VULN|1AART|1ASPD	1ERES|25DMG|3LHND|4ASPD|6LWND|7RCR|8LEGI|9VULN|aAART
328	31213 65112	   	182.70	DCR|2AART|1ASPD|1DMG|1CDMG|1RMIN	1RMIN|2DUST|3LHND|45AART|6RCR|7ASPD|8DMG|9LIT|aCDMG
329	31213 63126	   	182.70	DCR|2AART|1ASPD|1DMG|1CDMG|1RMIN	1RMIN|2DUST|3LHND|45AART|6RCR|7CGEN|8DMG|9ASPD|aCDMG
330	33613 11145	   	182.68	ACR|2AART|1VULN|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1RMIN|2LHND|3RCR|45AART|6DUR|7ZMB|8DMG|9VULN|aASPD
331	44141 31122	   	182.61	DCR|2DMG|1VULN|1AART|1ASPD	1LEGI|2ASPD|3ERES|45DMG|6DUST|7RCR|8LHND|9VULN|aAART
332	44141 31222	   	182.61	DCR|2DMG|1VULN|1AART|1ASPD	1LEGI|2ASPD|3ERES|45DMG|6DUST|7RCR|8LWND|9VULN|aAART
333	32413 63311	   	182.59	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5VULN|6DMG|7RCR|89LHND|aASPD
334	32413 63322	   	182.59	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5VULN|6DMG|7RCR|8LHND|9LIT|aASPD
335	32413 63362	   	182.59	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5VULN|6DMG|7RCR|8LHND|9CGEN|aNUKE
336	32411 33432	   	182.59	DCR|1VULN|1AART|1DMG|1NUKE|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5MLV|6FEWX|7RCR|8VULN|9DMG|aNUKE
337	32112 52315	   	182.49	DCR|1VULN|1AART|1DMG|1NUKE|1ZMB|1RMIN	1RMIN|2AART|3MSLREG|46LWND|5ZMB|7RCR|8VULN|9DMG|aNUKE
338	32413 63161	   	182.49	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5VULN|6DMG|7RCR|8TLV|9LIT|aASPD
339	32413 63262	   	182.49	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5VULN|6DMG|7RCR|8DUST|9CGEN|aNUKE
340	32416 33432	   	182.49	DCR|1VULN|1AART|1DMG|1NUKE|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5TLV|6FEWX|7RCR|8VULN|9DMG|aNUKE
341	54331 32632	   	182.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1ERES|28VULN|3DUR|4DMG|5SPLJET|6RCR|7ASPD|9SNIFST|aZMB
342	12114 22212	   	182.45	DCR|2VULN|2ASPD|1DMG|1DUR	17FEWX|27ASPD|35ERES|4LIT|67VULN|7BPWR|8RCR|9DUR|aDMG
343	12615 13212	   	182.45	DCR|2VULN|2ASPD|1DMG|1DUR	1FEWX|26ASPD|3LIT|4AME|57VULN|8RCR|9DUR|aDMG
344	54323 22316	   	182.44	DCR|2VULN|2ASPD|1CDMG|1DUR	1ERES|24VULN|3DUR|5DUST|6RCR|7aASPD|8LWND|9CDMG
345	32413 63132	   	182.39	DCR|1VULN|1AART|1DMG|1NUKE|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5VULN|6DMG|7RCR|8TLV|9DUST|aNUKE
346	62214 13222	   	182.37	DCR|2VULN|2DMG|1MDPS|1CDMG	1MDPS|2CDMG|37RCVC|4TSLFST|5aVULN|6RCR|89DMG
347	12115 23212	   	182.35	DCR|2VULN|2ASPD|1DMG|1DUR	1FEWX|25ASPD|3ERES|4LIT|67VULN|8RCR|9DUR|aDMG
348	44114 22212	   	182.35	DCR|2VULN|2ASPD|1DMG|1DUR	1LEGI|27ASPD|35ERES|47LIT|67VULN|7BPWR|8RCR|9DUR|aDMG
349	44115 23212	   	182.25	DCR|2VULN|2ASPD|1DMG|1DUR	1LEGI|25ASPD|3ERES|4LIT|67VULN|8RCR|9DUR|aDMG
350	54351 32112	 * 	182.22	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1ERES|2VULN|3DUR|47ASPD|5SPLJET|6RCR|8DMG|9LHND|aCDMG
351	31211 65123	   	182.19	DCR|2DMG|2ASPD|1AART|1RMIN	1RMIN|2DUST|35LHND|4AART|6RCR|79ASPD|8aDMG
352	32621 65123	   	182.19	DCR|2DMG|2ASPD|1AART|1AAC|1RMIN	1RMIN|2AART|3MLV|4BEXP|5AAC|6RCR|79ASPD|8aDMG
353	11313 65122	   	182.12	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1FEWX|25ERES|3DUR|4AART|6RCR|79ASPD|8DMG|aCDMG
354	31214 65123	   	182.09	DCR|2DMG|2ASPD|1AART|1RMIN	1RMIN|25DUST|3LHND|4AART|6RCR|79ASPD|8aDMG
355	32335 65123	   	182.09	DCR|2DMG|2ASPD|1AART|1AAC|1RMIN	1RMIN|2AART|3AAC|4DUST|5MLV|6RCR|79ASPD|8aDMG
356	12213 65121	   	182.04	DCR|2AART|2ASPD|1DMG|1NUKE|1DUR	1FEWX|29ASPD|3LHND|45AART|6RCR|7DMG|8NUKE|aDUR
357	31216 31431	   	182.03	DCR|2VULN|1AART|1DMG|2DUR|1RMIN	1RMIN|2DUST|3LHND|4AART|5aVULN|68DUR|7DMG|9RCR
358	31216 32431	   	182.03	DCR|2VULN|1AART|1ASPD|2DUR|1RMIN	1RMIN|2DUST|3LHND|4AART|5aVULN|68DUR|7ASPD|9RCR
359	32365 61333	   	182.02	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1RMIN	1RMIN|2AART|3AAC|4VULN|5MLV|6RCR|7ZMB|8LWND|9aDMG
360	32621 61143	   	182.02	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1RMIN	1RMIN|2AART|3MLV|4BEXP|5AAC|6RCR|7ZMB|8aDMG|9VULN
361	52121 36621	   	181.90	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2AELBLL|3DUR|47VULN|59DMG|6CDMG|8RCR|aCGEN
362	31216 33131	   	181.90	DCR|1AART|1VULN|1ASPD|1CDMG|2DUR|1RMIN	1RMIN|2DUST|3LHND|4AART|5VULN|69DUR|7RCR|8CDMG|aASPD
363	12213 61421	   	181.87	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1FEWX|2ASPD|3LHND|45AART|6RCR|7ZMB|8DUR|9DUST|aVULN
364	15213 63411	 * 	181.87	DCR|2AART|1MDPS|1VULN|1ASPD|1ZMB|1DUR	1FEWX|2ZMB|3LHND|45AART|6RCR|7MDPS|8ASPD|9VULN|aDUR
365	62532 26122	 * 	181.87	DCR|2VULN|2DMG|1MDPS|2CDMG|1SELL	1MDPS|27CDMG|37DMG|4RCVC|57VULN|6SELL|7BPWR|8LHND|9RCR|aLWND
366	62532 26123	 * 	181.87	DCR|2VULN|1MDPS|2DMG|2CDMG|1SELL	1MDPS|27CDMG|37DMG|4RCVC|57VULN|6SELL|7BPWR|8LHND|9RCR|aMLV
367	54323 32121	   	181.86	DCR|3VULN|1ASPD|1DMG|1DUR	1ERES|249VULN|3DUR|5DUST|6FEWX|7ASPD|8DMG|aRCR
368	54326 32121	   	181.86	DCR|3VULN|1ASPD|1DMG|1DUR	1ERES|249VULN|3DUR|5LEGI|6FEWX|7ASPD|8DMG|aRCR
369	51121 36223	 * 	181.82	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	13ERES|2RCR|478VULN|5DMG|6CDMG|9DUR|aASPD
370	41416 22112	   	181.78	DCR|2DMG|2ASPD|1AART|1DUR	1LEGI|2DUR|3MSLREG|4AART|59DMG|68ASPD|7RCR|aRCVC
371	54251 32113	   	181.77	DCR|2ASPD|1AART|1VULN|1DMG	1ERES|2VULN|3LWND|48ASPD|5SPLJET|6RCR|7AART|9DMG|aRCVC
372	36163 22136	   	181.72	DCR|2DMG|1VULN|1ASPD|2DUR|1RMIN	1RMIN|2aMLV|3VULN|4aDUR|5ERES|6RCR|7ASPD|8aDMG|9BELT|aBPWR
373	12143 62421	   	181.72	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|3ERES|47DMG|5BEXP|6DUR|89VULN|aRCR
374	12213 62345	   	181.72	DCR|2AART|2ASPD|1VULN	1FEWX|2aASPD|3LHND|45AART|6RCR|7VULN|8MLV|9RMIN
375	16225 23111	   	181.61	DCR|2VULN|2AART|1DMG	1FEWX|2BEXP|3MSLREG|4MLV|59VULN|6aAART|7RCR|8DMG
376	16235 23111	   	181.61	DCR|2VULN|2AART|1DMG	1FEWX|2BEXP|3MSLREG|4CGEN|59VULN|6aAART|7RCR|8DMG
377	51121 36523	 * 	181.57	ACR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13ERES|2RCR|47VULN|59DMG|6CDMG|8DUR|aASPD
378	12312 33114	   	181.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|3LWND|4AART|5MULARM|6LHND|7RCR|8DMG|9VULN|aCDMG
379	54233 22123	   	181.56	DCR|3VULN|1ASPD|1DMG	1ERES|249VULN|3LWND|5DUST|6RCR|7ASPD|8DMG|aBEXP
380	54233 22124	   	181.56	DCR|3VULN|1ASPD|1DMG	1ERES|249VULN|3LWND|5DUST|6RCR|7ASPD|8DMG|aCGEN
381	54233 22125	   	181.56	DCR|3VULN|1ASPD|1DMG	1ERES|249VULN|3LWND|5DUST|6RCR|7ASPD|8DMG|aFEWX
382	54433 22123	   	181.56	DCR|3VULN|1ASPD|1DMG	1ERES|249VULN|3LHND|5DUST|6RCR|7ASPD|8DMG|aBEXP
383	12211 63145	   	181.54	DCR|2ASPD|1AART|1VULN|1DMG	1FEWX|2aASPD|35LHND|4AART|6RCR|7CGEN|8DMG|9VULN
384	16255 23111	   	181.51	DCR|2VULN|2AART|1DMG	1FEWX|2BEXP|3MSLREG|4ERES|59VULN|6aAART|7RCR|8DMG
385	54243 23111	   	181.51	DCR|2VULN|2AART|1DMG	1ERES|29VULN|3LWND|4aAART|5BEXP|6BASARM|7RCR|8DMG
386	36141 26231	   	181.50	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1RMIN|27MLV|37VULN|4ASPD|5DMG|67DUST|7BPWR|8ZMB|9DUR|aRCR
387	13163 22121	   	181.49	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1FEWX|2DMSP|39VULN|4DUR|5ERES|6RCR|7ASPD|8DMG|aMDPS
388	41323 22121	   	181.49	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1LEGI|2DUR|35MLV|49VULN|6RCR|7ASPD|8DMG|aMDPS
389	66222 14213	   	181.49	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1MDPS|24DMG|34ERES|4BPWR|5DUR|6VULN|7CGEN|8RCR|9CDMG|aASPD
390	66222 16213	   	181.49	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1MDPS|24DMG|34ERES|4BPWR|5DUR|6VULN|7AME|8RCR|9CDMG|aASPD
391	54243 33132	   	181.47	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG	1ERES|2VULN|3LWND|4AART|5BEXP|6LHND|7RCR|8CDMG|9DMG|aNUKE
392	54233 22122	   	181.46	DCR|3VULN|1ASPD|1DMG|1MSE	1ERES|249VULN|3LWND|5DUST|6RCR|7ASPD|8DMG|aMSE
393	54433 22122	   	181.46	DCR|3VULN|1ASPD|1DMG|1MSE	1ERES|249VULN|3LHND|5DUST|6RCR|7ASPD|8DMG|aMSE
394	41416 22111	   	181.45	DCR|2DMG|2ASPD|1AART|1DUR	1LEGI|2DUR|3MSLREG|4AART|59DMG|68ASPD|7RCR|aMLV
395	54251 32111	   	181.44	DCR|2ASPD|1AART|1VULN|1DMG	1ERES|2VULN|3LWND|48ASPD|5SPLJET|6RCR|7AART|9DMG|aCGEN
396	54251 32112	   	181.44	DCR|2ASPD|1AART|1VULN|1DMG	1ERES|2VULN|3LWND|48ASPD|5SPLJET|6RCR|7AART|9DMG|aFEWX
397	54323 22151	   	181.39	DCR|2VULN|1MDPS|1DMG|1ASPD|1DUR	1ERES|24VULN|3DUR|5DUST|6RCR|7ASPD|8DMG|9MLV|aMDPS
398	52123 22121	   	181.39	DCR|2VULN|1MDPS|1DMG|1ASPD|1DUR	1ERES|2AELBLL|3DUR|49VULN|5DUST|6RCR|7ASPD|8DMG|aMDPS
399	52126 22121	   	181.39	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1ERES|2AELBLL|3DUR|49VULN|5LEGI|6RCR|7ASPD|8DMG|aMDPS
400	66222 15213	   	181.39	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR	1MDPS|24DMG|34ERES|4BPWR|5DUR|6VULN|7AAC|8RCR|9CDMG|aASPD
401	54241 13132	   	181.37	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG	1ERES|2VULN|3LWND|4AART|5LHND|6DUST|7RCR|8CDMG|9DMG|aNUKE
402	55236 23132	   	181.37	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG	1ERES|2DUST|3LWND|4VULN|5LHND|6AART|7RCR|8CDMG|9DMG|aNUKE
403	54323 22131	   	181.29	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1ERES|24VULN|3DUR|59DUST|6RCR|7ASPD|8DMG|aMDPS
404	56212 22231	   	181.23	DCR|2VULN|2DMG|1AART	17ERES|27DMG|35LWND|4LIT|67VULN|7BPWR|8RCR|9AART|aCGEN
405	56212 22236	   	181.23	DCR|2VULN|2DMG|1AART	17ERES|27DMG|35LWND|4LIT|67VULN|7BPWR|8RCR|9AART|aRPLT
406	56212 22232	   	181.13	DCR|2VULN|2DMG|1AART	17ERES|27DMG|35LWND|4LIT|67VULN|7BPWR|8RCR|9AART|aTLV
407	32116 22414	   	181.11	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1RMIN|2AART|3MSLREG|4LWND|5DUR|6ASPD|7RCR|89VULN|aRCVC
408	15213 61321	   	181.05	DCR|2AART|1VULN|1ASPD|2ZMB	1FEWX|27ZMB|3LHND|45AART|6RCR|8VULN|9ASPD|aRMIN
409	44314 33223	 * 	181.00	DCR|2DMG|2ASPD|1VULN|2DUR	1LEGI|29ASPD|3LWND|49DUR|5BELT|6VULN|7FEWX|89DMG|9BPWR|aRCR
410	54316 22331	   	180.99	DCR|2VULN|1AART|1ASPD|2DUR	1ERES|2aVULN|34DUR|5LEGI|6RCR|7ASPD|8LWND|9AART
411	32412 23352	 * 	180.89	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5DUR|6aDMG|7RCR|8LHND|9CDMG
