0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32126 16352	10	 * 	275.09	DCR|4VULN|2DMG|1TLV|1DUR	1ERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|aTLV
346	32387 12351	9	   	248.79	DCR|4VULN|2DMG|1DUR	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8RMIN|9DUR|aRCR
347	32387 12434	7	   	248.79	DCR|4VULN|2DMG|1DUR	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8LWND|9RCR|aDUR
348	32387 12471	8	   	248.79	DCR|4VULN|2DMG|1DUR	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8MLV|9DUR|aRCR
349	32126 16353	10	   	248.79	DCR|4VULN|2DMG|1DUR	1aERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR
350	32126 16362	9	   	248.79	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9MBVNT
351	52125 31622	9	   	248.70	ACR|4VULN|3DMG|2ASPD|1DUR	18MLV|2489VULN|346DMG|48BPWR|5RCR|78ASPD|aDUR
352	52125 31632	8	   	248.70	ACR|4VULN|3DMG|2ASPD|1DUR	18MLV|2489VULN|346DMG|48BPWR|5RCR|78ASPD|aDUR
353	32387 12332	7	   	248.69	DCR|4VULN|2DMG|1DUR	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8DUST|9RCR|aDUR
354	32336 12537	6	   	248.69	DCR|4VULN|2DMG|1DUR	1ERES|248aVULN|3MBVNT|5DUR|67DMG|9RCR
355	32342 72537	6	   	248.69	DCR|4VULN|2DMG|1DUR	1ERES|268aVULN|3MBVNT|4DUR|57DMG|9RCR
356	32344 12537	6	   	248.69	DCR|4VULN|2DMG|1DUR	1ERES|258aVULN|3MBVNT|4DUR|67DMG|9RCR
357	62151 41321	5	 * 	248.65	DCR|3VULN|2TLV|3LIT|1DMG	149LIT|2RPLT|349aLHND|49aBPWR|5DMG|6aTLV|79aVULN|8RCR
358	32125 31622	9	   	248.50	ACR|4VULN|3DMG|2ASPD|1DUR	18ERES|2489VULN|346DMG|48BPWR|5RCR|78ASPD|aDUR
359	32125 31623	8	   	248.50	ACR|4VULN|3DMG|2ASPD|1DUR	18ERES|248aVULN|346DMG|48BPWR|5RCR|78ASPD|9DUR
360	32125 31632	8	   	248.50	ACR|4VULN|3DMG|2ASPD|1DUR	18ERES|2489VULN|346DMG|48BPWR|5RCR|78ASPD|aDUR
361	32125 31653	9	   	248.50	ACR|4VULN|3DMG|2ASPD|1DUR	18ERES|248aVULN|346DMG|48BPWR|5RCR|78ASPD|9DUR
362	52387 32142	7	   	248.39	DCR|4VULN|3DMG	17MLV|257aVULN|3MBVNT|467DMG|7BPWR|8RCR|9FEWX
363	52387 12333	7	   	248.29	DCR|4VULN|3DMG	17MLV|2567VULN|3MBVNT|47aDMG|7BPWR|8DUST|9RCR
364	52387 32112	7	   	248.29	DCR|4VULN|3DMG	17MLV|257aVULN|3MBVNT|467DMG|7BPWR|8RCR|9DUST
365	52125 12135	7	   	248.29	ACR|5VULN|3DMG|1CDMG	17MLV|24679VULN|347DMG|47BPWR|5RCR|8ZMB|aCDMG
366	52125 12231	7	   	248.29	ACR|5VULN|3DMG|1CDMG	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8BEXP|9CDMG
367	52125 12331	8	   	248.29	ACR|5VULN|3DMG|1CDMG	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8BEXP|9CDMG
368	52125 12431	8	   	248.29	ACR|5VULN|3DMG|1CDMG	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8LWND|9CDMG
369	13225 22166	10	 * 	248.21	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR|1NUKE	1RCVC|2NUKE|3aCDMG|4DUR|5aVULN|6DMG|7LIT|8aTLV|9RCR|aBPWR
370	32141 13661	3	   	248.20	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1ERES|28VULN|3DMG|4CDMG|5LIT|6aDUR|7TLV|9RCR
371	32387 32127	7	   	248.19	DCR|4VULN|3DMG	17ERES|257aVULN|3MBVNT|467DMG|7BPWR|8RCR|9DMSP
372	32387 32142	7	   	248.19	DCR|4VULN|3DMG	17ERES|257aVULN|3MBVNT|467DMG|7BPWR|8RCR|9FEWX
373	32387 32152	7	   	248.19	DCR|4VULN|3DMG	17ERES|257aVULN|3MBVNT|467DMG|7BPWR|8RCR|9LHND
374	52162 42321	3	   	248.15	DCR|4VULN|3DMG|1SELL	1MLV|267aVULN|356DMG|4SELL|6BPWR|8FEWX|9RCR
375	32387 12333	7	   	248.09	DCR|4VULN|3DMG	17ERES|2567VULN|3MBVNT|47aDMG|7BPWR|8DUST|9RCR
376	32387 32112	7	   	248.09	DCR|4VULN|3DMG	17ERES|257aVULN|3MBVNT|467DMG|7BPWR|8RCR|9DUST
377	32125 12231	7	   	248.09	ACR|5VULN|3DMG|1CDMG	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8BEXP|9CDMG
378	32125 12331	8	   	248.09	ACR|5VULN|3DMG|1CDMG	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8BEXP|9CDMG
379	32125 12431	8	   	248.09	ACR|5VULN|3DMG|1CDMG	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8LWND|9CDMG
380	32162 42321	3	   	248.05	DCR|4VULN|3DMG|1SELL	1ERES|267aVULN|356DMG|4SELL|6BPWR|8FEWX|9RCR
381	32162 42511	3	   	248.05	DCR|4VULN|3DMG|1SELL	1ERES|267aVULN|356DMG|4SELL|6BPWR|8RCR|9FEWX
382	32162 42521	3	   	248.05	DCR|4VULN|3DMG|1SELL	1ERES|2679VULN|356DMG|4SELL|6BPWR|8RCR|aCGEN
383	65233 12325	6	   	248.00	DCR|3VULN|2DUR|1DMG|2LIT	12LIT|3DMG|47aVULN|5ASPD|68DUR|9RCR
384	65233 12335	6	   	248.00	DCR|3VULN|2DUR|1DMG|2LIT	12LIT|3DMG|479VULN|5ASPD|68DUR|aRCR
385	32162 42523	3	   	247.95	DCR|4VULN|3DMG|1SELL	1ERES|2679VULN|356DMG|4SELL|6BPWR|8RCR|aTBNT
386	32322 34614	2	   	247.91	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ERES|258VULN|3CDMG|4DUR|6RCR|7LIT|9AART|aTLV
387	13225 21244	9	   	247.80	DCR|3VULN|2DMG|2CDMG|1DUR|1NUKE	1RCVC|2NUKE|37CDMG|4DUR|579VULN|67DMG|7BPWR|8ERES|aRCR
388	65214 11321	5	 * 	247.50	DCR|3VULN|3DMG|3LIT	129LIT|39aDMG|4LHND|5aMLV|6RPLT|79aVULN|8RCR|9aBPWR
389	65215 11321	5	   	247.50	DCR|3VULN|3DMG|3LIT	129LIT|39aDMG|4LHND|5aCGEN|6RPLT|79aVULN|8RCR|9aBPWR
390	32387 12225	8	   	247.39	DCR|4VULN|2DMG|2LIT	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8aLIT|9RCR
391	32382 38534	4	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1ERES|258VULN|3MBVNT|45DMG|5BPWR|6CGEN|7TLV|9RCR|aAART
392	52125 32313	10	   	247.16	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1MLV|249VULN|346DMG|4BPWR|5RCR|7AART|8DUR|aTLV
393	52123 32223	4	   	247.13	DCR|2VULN|3DMG|2DUR|1CDMG	1MLV|24VULN|347DMG|4BPWR|5BEXP|6aDUR|8CDMG|9RCR
394	52124 52223	4	   	247.13	DCR|2VULN|3DMG|2DUR|1CDMG	1MLV|24VULN|347DMG|4BPWR|5LWND|6aDUR|8CDMG|9RCR
395	52126 31223	6	   	247.13	DCR|2VULN|3DMG|2DUR|1CDMG	1MLV|24VULN|346DMG|4BPWR|5LWND|7aDUR|8CDMG|9RCR
396	52126 32223	7	   	247.13	DCR|2VULN|3DMG|2DUR|1CDMG	1MLV|24VULN|346DMG|4BPWR|5LWND|7aDUR|8CDMG|9RCR
397	52126 52223	5	   	247.13	DCR|2VULN|3DMG|2DUR|1CDMG	1MLV|24VULN|347DMG|4BPWR|5LWND|6aDUR|8CDMG|9RCR
398	52125 12114	9	   	247.13	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9FEWX
399	52125 12121	7	   	247.13	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8ZMB|9aDUR
400	32123 32223	4	   	247.03	DCR|2VULN|3DMG|2DUR|1CDMG	1ERES|24VULN|347DMG|4BPWR|5BEXP|6aDUR|8CDMG|9RCR
401	32124 21542	7	   	247.03	DCR|2VULN|3DMG|2DUR|1CDMG	1ERES|24VULN|346DMG|4BPWR|5DMSP|7CDMG|8RCR|9aDUR
402	32124 52223	4	   	247.03	DCR|2VULN|3DMG|2DUR|1CDMG	1ERES|24VULN|347DMG|4BPWR|5LWND|6aDUR|8CDMG|9RCR
403	32126 31223	6	   	247.03	DCR|2VULN|3DMG|2DUR|1CDMG	1ERES|24VULN|346DMG|4BPWR|5LWND|7aDUR|8CDMG|9RCR
404	32126 32223	7	   	247.03	DCR|2VULN|3DMG|2DUR|1CDMG	1ERES|24VULN|346DMG|4BPWR|5LWND|7aDUR|8CDMG|9RCR
405	32126 52223	5	   	247.03	DCR|2VULN|3DMG|2DUR|1CDMG	1ERES|24VULN|347DMG|4BPWR|5LWND|6aDUR|8CDMG|9RCR
406	52125 12114	8	   	247.03	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9DUST
407	52125 12131	9	   	247.03	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9ERES
408	52125 12144	9	   	247.03	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9MBVNT
409	52125 12161	8	   	247.03	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9ERES
410	52125 12314	7	   	247.03	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9DUST
411	52125 12361	7	   	247.03	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9ERES
412	32125 12114	9	   	246.93	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9FEWX
413	32125 12121	7	   	246.93	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8ZMB|9aDUR
414	32125 12144	8	   	246.93	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9LHND
415	32125 12154	8	   	246.93	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9FEWX
416	32125 12344	7	   	246.93	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9LHND
417	32125 12354	7	   	246.93	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9FEWX
418	32125 12553	9	   	246.93	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8RPLT|9aDUR
419	32125 12114	8	   	246.83	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9DUST
420	32125 12144	9	   	246.83	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9MBVNT
421	32125 12154	9	   	246.83	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9DUST
422	32125 12314	7	   	246.83	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9DUST
423	52124 23431	7	   	246.82	DCR|2VULN|3DMG|1TLV|1AART	1MLV|24VULN|346DMG|4BPWR|5DMSP|7LIT|8TLV|9AART|aRCR
424	52334 22681	9	   	246.39	DCR|4VULN|2DMG|1CDMG	157MLV|247aVULN|3MBVNT|67DMG|7BPWR|8CDMG|9RCR
425	52334 22682	10	   	246.39	DCR|4VULN|2DMG|1CDMG	157MLV|247aVULN|3MBVNT|67DMG|7BPWR|8CDMG|9RCR
426	32142 14338	10	 * 	246.31	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1ERES|2aVULN|3DMG|4CGEN|5aCDMG|6TLV|7MBVNT|8aDUR|9RCR|aBPWR
427	32124 42142	9	   	246.29	DCR|4VULN|2DMG|1CDMG	1ERES|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8LHND|aCDMG
428	32124 42531	10	   	246.29	DCR|4VULN|2DMG|1CDMG	1ERES|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8CDMG|aFEWX
429	32124 42532	9	   	246.29	DCR|4VULN|2DMG|1CDMG	1ERES|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8CDMG|aZMB
430	32124 42532	10	   	246.29	DCR|4VULN|2DMG|1CDMG	1ERES|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8CDMG|aMLV
431	52125 12115	10	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9FEWX|aCDMG
432	52125 12125	7	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8ZMB|9DUR|aCDMG
433	52125 12134	8	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aDMSP
434	52125 12136	8	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aLWND
435	52125 12232	7	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8BEXP|9CDMG|aDUR
436	52125 12332	8	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8BEXP|9CDMG|aDUR
437	52125 12334	7	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aDMSP
438	52125 12336	7	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aLWND
439	52125 12432	8	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8LWND|9CDMG|aDUR
440	52121 12625	5	   	246.20	DCR|3VULN|2DMG|1TLV	1MLV|24aVULN|34DMG|4BPWR|5LIT|6RPLT|7TLV|8RCR|9LWND
441	52334 22232	8	   	246.20	DCR|3VULN|2DMG|1TLV	157MLV|247VULN|3MBVNT|67DMG|7BPWR|8TLV|9ASPD|aRCR
442	52383 12224	8	   	246.20	DCR|3VULN|2DMG|1TLV	17MLV|267VULN|3MBVNT|47DMG|5DMSP|7BPWR|8LIT|9RCR|aTLV
443	52121 63262	8	   	246.20	DCR|3VULN|2DMG|1TLV	1MLV|249VULN|34DMG|4BPWR|5LIT|6CGEN|7BEXP|8RCR|aTLV
444	32124 42521	8	   	246.19	DCR|4VULN|2DMG|1CDMG	1ERES|246aVULN|34DMG|4BPWR|5DMSP|7RCR|8CDMG|9TBNT
445	32124 42531	9	   	246.19	DCR|4VULN|2DMG|1CDMG	1aERES|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8CDMG
446	32124 42533	9	   	246.19	DCR|4VULN|2DMG|1CDMG	1ERES|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8CDMG|aBBNT
447	32383 12632	9	   	246.19	DCR|4VULN|2DMG|1CDMG	17ERES|2679VULN|3MBVNT|47DMG|5DMSP|7BPWR|8CDMG|aRCR
448	32383 12642	8	   	246.19	DCR|4VULN|2DMG|1CDMG	17ERES|2679VULN|3MBVNT|47DMG|5DMSP|7BPWR|8CDMG|aRCR
449	12123 43166	9	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1RCVC|2AART|3DUR|4LHND|58aVULN|6DMG|7RCR|9TLV
450	12153 43163	10	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1RCVC|2AART|3DUR|4BEXP|58aVULN|6DMG|7RCR|9TLV
451	52125 12135	9	   	246.10	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9ERES|aCDMG
452	32121 13625	5	   	246.10	DCR|3VULN|2DMG|1TLV	1ERES|24aVULN|34DMG|4BPWR|5LIT|6RPLT|7TLV|8RCR|9LWND
453	32121 65262	8	   	246.10	DCR|3VULN|2DMG|1TLV	1ERES|249VULN|34DMG|4BPWR|5LIT|6CGEN|7LWND|8RCR|aTLV
454	32121 66262	8	   	246.10	DCR|3VULN|2DMG|1TLV	1ERES|249VULN|34DMG|4BPWR|5LIT|6CGEN|7LHND|8RCR|aTLV
455	32124 42224	8	   	246.10	DCR|3VULN|2DMG|1TLV	1ERES|246VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|9ZMB|aTLV
456	52121 12635	5	   	246.10	DCR|3VULN|2DMG|1TLV	1MLV|24aVULN|34DMG|4BPWR|5LIT|6RPLT|7TLV|8RCR|9DUST
457	52123 23133	4	   	246.10	DCR|3VULN|2DMG|1TLV	1MLV|249VULN|34DMG|4BPWR|5BEXP|6DUST|7ASPD|8RCR|aTLV
458	52124 13225	9	   	246.10	DCR|3VULN|2DMG|1TLV|1NUKE	1MLV|249VULN|34DMG|4BPWR|5DMSP|6NUKE|7TLV|8LIT|aRCR
459	52124 13225	8	   	246.10	DCR|3VULN|2DMG|1TLV|1NUKE	1MLV|24aVULN|34DMG|4BPWR|5DMSP|6NUKE|7TLV|8LIT|9RCR
460	52124 13235	8	   	246.10	DCR|3VULN|2DMG|1TLV|1NUKE	1MLV|249VULN|34DMG|4BPWR|5DMSP|6NUKE|7TLV|8LIT|aRCR
461	32382 26442	4	   	246.09	DCR|4VULN|2DMG|1CDMG	16ERES|2589VULN|3MBVNT|45DMG|5BPWR|7CDMG|aRCR
462	32387 36442	6	   	246.09	DCR|4VULN|2DMG|1CDMG	1ERES|2589VULN|3MBVNT|46DMG|7CDMG|aRCR
463	32387 38432	9	   	246.09	DCR|4VULN|2DMG|1CDMG	1ERES|2589VULN|3MBVNT|46DMG|7CDMG|aRCR
464	32387 38442	7	   	246.09	DCR|4VULN|2DMG|1CDMG	1ERES|2589VULN|3MBVNT|46DMG|7CDMG|aRCR
465	32387 38442	8	   	246.09	DCR|4VULN|2DMG|1CDMG	1ERES|2589VULN|3MBVNT|46DMG|7CDMG|aRCR
466	32387 13632	9	   	246.09	DCR|4VULN|2DMG|1CDMG	1ERES|2569VULN|3MBVNT|47DMG|8CDMG|aRCR
467	32387 13642	8	   	246.09	DCR|4VULN|2DMG|1CDMG	1ERES|2569VULN|3MBVNT|47DMG|8CDMG|aRCR
468	16252 33315	2	   	246.08	DCR|4VULN|2DUR|1DMG	1RCVC|2RPLT|349aVULN|5DMG|6aBEXP|7RCR|8aDUR|aBPWR
469	23121 24441	10	   	246.07	DCR|3VULN|2DMG|2TLV	15aLWND|2aTLV|36DMG|4MLV|7RCR|89aVULN|aBPWR
470	23141 24131	7	   	246.07	DCR|3VULN|2DMG|2TLV	159LWND|29TLV|36DMG|4CGEN|7RCR|89aVULN|9BPWR
471	23141 24431	8	   	246.07	DCR|3VULN|2DMG|2TLV	159LWND|29TLV|36DMG|4CGEN|7RCR|89aVULN|9BPWR
472	52121 23146	6	   	246.06	DCR|2VULN|2DMG|1TLV|1DUR	1MLV|24VULN|34DMG|4BPWR|5LIT|6LHND|7ASPD|8DUR|9RCR|aTLV
473	52125 31261	6	 * 	246.04	ACR|3VULN|3DMG|2DUR|2CDMG	19MLV|24aVULN|346DMG|49BPWR|5RCR|79DUR|89CDMG
474	52357 43323	8	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|257VULN|3MBVNT|4TLV|6AART|8DMG|9RCR|aDUR
475	32121 15562	8	 * 	246.00	DCR|2VULN|2DMG|2DUR|2CDMG	1ERES|24VULN|34DMG|4BPWR|5LIT|68DUR|7aCDMG|9RCR
476	32125 12115	10	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9FEWX|aCDMG
477	32125 12125	7	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8ZMB|9DUR|aCDMG
478	32125 12134	8	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aDMSP
479	32125 12136	8	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aLWND
480	32125 12232	7	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8BEXP|9CDMG|aDUR
481	32125 12332	8	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8BEXP|9CDMG|aDUR
482	32125 12334	7	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aDMSP
483	32125 12336	7	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aLWND
484	32125 12432	8	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8LWND|9CDMG|aDUR
485	52125 13131	8	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	1MLV|246aVULN|347DMG|4BPWR|5RCR|8DUR|9CDMG
486	52125 13331	7	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	1MLV|246aVULN|347DMG|4BPWR|5RCR|8DUR|9CDMG
487	32123 23133	4	   	246.00	DCR|3VULN|2DMG|1TLV	1ERES|249VULN|34DMG|4BPWR|5BEXP|6DUST|7ASPD|8RCR|aTLV
488	32121 13635	5	   	246.00	DCR|3VULN|2DMG|1TLV	1ERES|24aVULN|34DMG|4BPWR|5LIT|6RPLT|7TLV|8RCR|9DUST
489	32124 13225	8	   	246.00	DCR|3VULN|2DMG|1TLV|1NUKE	1ERES|24aVULN|34DMG|4BPWR|5DMSP|6NUKE|7TLV|8LIT|9RCR
490	32124 13225	9	   	246.00	DCR|3VULN|2DMG|1TLV|1NUKE	1ERES|249VULN|34DMG|4BPWR|5DMSP|6NUKE|7TLV|8LIT|aRCR
491	32124 13235	8	   	246.00	DCR|3VULN|2DMG|1TLV|1NUKE	1ERES|249VULN|34DMG|4BPWR|5DMSP|6NUKE|7TLV|8LIT|aRCR
492	32124 42236	8	   	246.00	DCR|3VULN|2DMG|1TLV	19ERES|246VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|aTLV
493	32124 42244	8	   	246.00	DCR|3VULN|2DMG|1TLV	1ERES|246VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|9MBVNT|aTLV
494	32383 12224	8	   	246.00	DCR|3VULN|2DMG|1TLV	17ERES|267VULN|3MBVNT|47DMG|5DMSP|7BPWR|8LIT|9RCR|aTLV
495	52387 13224	8	   	246.00	DCR|3VULN|2DMG|1TLV	1MLV|256VULN|3MBVNT|47DMG|8LIT|9RCR|aTLV
496	52312 42437	8	   	245.98	DCR|4VULN|2DUR|1DMG	18MLV|268aVULN|3MBVNT|4LHND|5DMG|78DUR|8BPWR|9RCR
497	52314 12437	8	   	245.98	DCR|4VULN|2DUR|1DMG	18MLV|258aVULN|3MBVNT|4LHND|6DMG|78DUR|8BPWR|9RCR
498	52322 42432	8	   	245.98	DCR|4VULN|2DUR|1DMG	18MLV|268aVULN|3MBVNT|4LWND|5DMG|78DUR|8BPWR|9RCR
499	52324 12432	8	   	245.98	DCR|4VULN|2DUR|1DMG	18MLV|258aVULN|3MBVNT|4LWND|6DMG|78DUR|8BPWR|9RCR
500	52331 12432	8	   	245.98	DCR|4VULN|2DUR|1DMG	18MLV|248aVULN|3MBVNT|5LWND|6DMG|78DUR|8BPWR|9RCR
501	52322 42448	9	   	245.98	DCR|4VULN|2DUR|1DMG	18MLV|2689VULN|3MBVNT|4LWND|5DMG|78DUR|8BPWR|aRCR
502	52324 12448	9	   	245.98	DCR|4VULN|2DUR|1DMG	18MLV|2589VULN|3MBVNT|4LWND|6DMG|78DUR|8BPWR|aRCR
503	52331 12448	9	   	245.98	DCR|4VULN|2DUR|1DMG	18MLV|2489VULN|3MBVNT|5LWND|6DMG|78DUR|8BPWR|aRCR
504	23131 24131	7	   	245.97	DCR|3VULN|2DMG|2TLV	159LWND|29TLV|36DMG|4ERES|7RCR|89aVULN|9BPWR
505	23131 24431	8	   	245.97	DCR|3VULN|2DMG|2TLV	159LWND|29TLV|36DMG|4ERES|7RCR|89aVULN|9BPWR
506	23124 13351	10	   	245.97	DCR|3VULN|2DMG|2TLV	1aLWND|27TLV|3aDMG|4MLV|5ERES|69aVULN|8RCR|aBPWR
507	52121 13346	6	   	245.96	DCR|2VULN|2DMG|1TLV|1DUR	1MLV|24VULN|34DMG|4BPWR|5LIT|6DUR|7ASPD|8DUST|9RCR|aTLV
508	52121 23146	5	   	245.96	DCR|2VULN|2DMG|1TLV|1DUR	1MLV|24VULN|34DMG|4BPWR|5LIT|6DUST|7ASPD|8DUR|9RCR|aTLV
509	52125 12133	8	   	245.95	ACR|4VULN|3DMG|1DUR|1CDMG|1SELL	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aSELL
510	52125 12333	7	   	245.95	ACR|4VULN|3DMG|1DUR|1CDMG|1SELL	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aSELL
511	32357 47433	10	   	245.91	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1ERES|25aVULN|3MBVNT|4TLV|6AART|7RCR|8DMG|9DUR
512	32357 47443	9	   	245.91	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1ERES|259VULN|3MBVNT|4TLV|6AART|7RCR|8DMG|aDUR
513	52124 42231	10	   	245.90	DCR|3VULN|2DMG|1DUR|1AART	1MLV|246VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|9DUR|aAART
514	32125 12146	10	   	245.90	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9MBVNT|aCDMG
515	32125 12155	10	   	245.90	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9DUST|aCDMG
516	32125 13131	8	   	245.90	ACR|4VULN|3DMG|1DUR|1CDMG	1ERES|246aVULN|347DMG|4BPWR|5RCR|8DUR|9CDMG
517	32125 13331	7	   	245.90	ACR|4VULN|3DMG|1DUR|1CDMG	1ERES|246aVULN|347DMG|4BPWR|5RCR|8DUR|9CDMG
518	32125 16113	9	   	245.90	ACR|4VULN|3DMG|1DUR|1CDMG	1ERES|2469VULN|34aDMG|4BPWR|5RCR|7DUR|8CDMG
