0	Index      	 *	Score 	Summary	Detail	
1	62431 43333	 * 	188.52	DCR|3VULN|2DMG|1AART|1CDMG	157VULN|2LWND|3CDMG|4AART|6aDMG|8MLV|9RCR
334	66326 33222	   	158.99	DCR|3VULN|1AART|2DUR|1ASPD	139VULN|249FEWX|59DUR|6RCVC|7RCR|8AART|9BPWR|aASPD
335	12516 12122	   	158.98	ACR|2VULN|1AART|1DMG|2DUR	12LWND|2BPWR|3RCR|4DUST|57DUR|69VULN|8AART|aDMG
336	62411 21533	   	158.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LWND|3CDMG|4RMIN|5DMG|6aAART|7FEWX|8ZMB|9RCR
337	62435 12231	   	158.89	DCR|2AART|2VULN|1CDMG|2DUR	18VULN|2LWND|3CDMG|45AART|67DUR|9RCR|aLHND
338	33526 12122	   	158.88	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2TLV|3RCR|4FEWX|57DUR|69VULN|8AART|aDMG
339	62411 12262	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	18VULN|2LWND|3CDMG|49RMIN|5DMG|6RCR|7BEXP|aAART
340	62411 26123	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4RMIN|5aDMG|6AART|7RCR|8RCVC|9LHND
341	62411 26133	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|49RMIN|5aDMG|6AART|7RCR|8RCVC
342	63232 13562	   	158.87	DCR|3VULN|1AART|1CDMG|1ZMB	167VULN|2ZMB|34LHND|5AART|8MGNLIT|9CDMG|aRCR
343	34136 32362	 * 	158.81	DCR|2VULN|1AART|3DUR|2ZMB|1ASPD	16ERES|24ZMB|34VULN|46BPWR|567DUR|8RCR|9AART|aASPD
344	33516 12122	   	158.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2TLV|3RCR|4DUST|57DUR|69VULN|8AART|aDMG
345	62411 12242	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	18VULN|2LWND|3CDMG|4RMIN|5DMG|6RCR|7BEXP|9LEGI|aAART
346	62411 13262	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	18VULN|2LWND|3CDMG|49RMIN|5DMG|6RCR|7DUST|aAART
347	34133 32434	 * 	158.71	DCR|2VULN|1AART|2ZMB|2ASPD|1DUR	1ERES|24ZMB|34VULN|4BPWR|5AART|6LIT|7DUR|8RCR|9aASPD
348	62411 13242	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	18VULN|2LWND|3CDMG|4RMIN|5DMG|6RCR|7DUST|9LEGI|aAART
