0	Index      	 *	Score 	Summary	Detail	
1	62421 43718	 * 	315.43	ACR|4VULN|2TLV|1AEFBLL|1DMG	1aTLV|2MBVNT|358aVULN|4RCR|6DMG|7AEFBLL|9aERES|aBPWR
332	63121 26141	   	288.77	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LHND|9DUR|aAME
333	63121 26142	   	288.77	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LHND|9DUR|aLIT
334	24126 22122	   	288.77	DCR|DCR|1TLV|1VULN|1DMG|1ASPD	1DMG|2VULN|3TLV|4MDPS|5DUR|68RCR|7DMSP|9LIT|aASPD
335	62424 73834	   	288.67	ACR|DCR|1TLV|1VULN|1DMG|1CDMG	1TLV|2MBVNT|3VULN|47RCR|5SNITOX|6LIT|8DMG|9DUR|aCDMG
336	63121 21114	   	288.67	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9LEGI|aNUKE
337	63121 21122	   	288.67	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9MGNSTR|aDUR
338	63121 21143	   	288.67	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9DUR|aLEGI
339	63121 26114	   	288.67	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LHND|9LEGI|aNUKE
340	63121 26122	   	288.67	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LHND|9MGNSTR|aDUR
341	63121 26143	   	288.67	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LHND|9DUR|aLEGI
342	62422 48343	   	288.59	ACR|2TLV|2VULN|1DMG|1AEPOI|2DUR	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|79DUR|8DMSP|9BPWR|aCGEN
343	62422 48344	   	288.59	ACR|2TLV|2VULN|1DMG|1AEPOI|2DUR	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|79DUR|8DMSP|9BPWR|aLIT
344	62422 48341	   	288.49	ACR|2TLV|2VULN|1DMG|1AEPOI|2DUR	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|79DUR|8DMSP|9BPWR|aMDPS
345	62422 48345	   	288.49	ACR|2TLV|2VULN|1DMG|1AEPOI|2DUR	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|79DUR|8DMSP|9BPWR|aDUST
346	62422 48346	   	288.49	ACR|2TLV|2VULN|1DMG|1AEPOI|2DUR	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|79DUR|8DMSP|9BPWR|aERES
347	62422 48347	   	288.49	ACR|2TLV|2VULN|1DMG|1AEPOI|2DUR|1MSE	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|79DUR|8DMSP|9BPWR|aMSE
348	62422 48348	   	288.49	ACR|2TLV|2VULN|1DMG|1AEPOI|2DUR	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|79DUR|8DMSP|9BPWR|aAEWIND
349	64513 23333	   	288.29	DCR|DCR|2TLV|1VULN	15TLV|2VULN|3RAT|4LWND|67RCR|8LIT|9CGEN|aDUR
350	64263 23313	   	288.19	DCR|DCR|2TLV|1VULN	15TLV|2VULN|3DUST|4RAT|67RCR|8LIT|9LHND|aDUR
351	64263 23333	   	288.19	DCR|DCR|2TLV|1VULN	15TLV|2VULN|3DUST|4RAT|67RCR|8LIT|9CGEN|aDUR
352	62424 16541	   	288.09	ACR|DCR|2TLV|1VULN	17TLV|2MBVNT|3VULN|49RCR|5SNITOX|6RAT|8FLTFST|aDUR
353	62424 73632	   	288.09	ACR|DCR|2TLV|1VULN	1aTLV|2MBVNT|3VULN|47RCR|5SNITOX|6LIT|8ZMB|9DUR
354	62421 44124	   	288.07	ACR|3TLV|3VULN|1DMG	17aTLV|2MBVNT|35aVULN|4RCR|6DMG|8LSRHEA|9aAME|aBPWR
355	62426 42124	   	288.07	ACR|3TLV|3VULN|1DMG	15aTLV|2MBVNT|37aVULN|4RCR|6DMG|8LSRHEA|9aAME|aBPWR
356	62426 53324	   	288.07	ACR|3TLV|3VULN|1DMG	15aTLV|2MBVNT|36aVULN|4RCR|7BASICY|8DMG|9aAME|aBPWR
357	62421 44847	   	288.00	ACR|3TLV|2VULN|2DMG	179TLV|2MBVNT|35VULN|4RCR|69DMG|89FEWX|9BPWR|aZMB
358	62421 44725	   	287.97	ACR|3VULN|2TLV|1DMG|1ASPD	17TLV|2MBVNT|358VULN|4RCR|6DMG|9RCVC|aASPD
359	62421 44862	   	287.97	ACR|3TLV|3VULN|1DMG	179TLV|2MBVNT|35aVULN|4RCR|6DMG|8FEWX
360	62422 52134	   	287.87	ACR|3VULN|2TLV|2AEPOI|1ASPD	18TLV|2MBVNT|36aVULN|4RCR|58AEPOI|78ERES|8BPWR|9ASPD
361	62421 44114	   	287.87	ACR|3TLV|3VULN|1DMG	17aTLV|2MBVNT|35aVULN|4RCR|6DMG|8LSRHEA|9aERES|aBPWR
362	62422 52122	   	287.87	ACR|3TLV|3VULN|2AEPOI	189TLV|2MBVNT|36aVULN|4RCR|58AEPOI|78ERES|8BPWR
363	62426 42114	   	287.87	ACR|3TLV|3VULN|1DMG	15aTLV|2MBVNT|37aVULN|4RCR|6DMG|8LSRHEA|9aERES|aBPWR
364	62426 52124	   	287.87	ACR|3TLV|3VULN|1AEFBLL	158TLV|2MBVNT|368VULN|4RCR|789ERES|8BPWR|aAEFBLL
365	62426 53314	   	287.87	ACR|3TLV|3VULN|1DMG	15aTLV|2MBVNT|36aVULN|4RCR|7BASICY|8DMG|9aERES|aBPWR
366	62421 42764	   	287.51	ACR|5VULN|1TLV|1DMG	1TLV|2MBVNT|3578aVULN|4RCR|6DMG|9CGEN
367	62422 13343	   	287.48	ACR|2TLV|2VULN|2DMG|1AEPOI	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6BEXP|79DMG|8DMSP|9BPWR|aCGEN
368	62422 13344	   	287.48	ACR|2TLV|2VULN|2DMG|1AEPOI	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6BEXP|79DMG|8DMSP|9BPWR|aLIT
369	62421 42714	   	287.41	ACR|5VULN|1TLV|1DMG	1TLV|2MBVNT|3578aVULN|4RCR|6DMG|9ERES
370	62421 55122	   	287.41	ACR|5VULN|1TLV|1DMG	1TLV|2MBVNT|3568aVULN|4RCR|7MDPS|9DMG
371	62421 43124	   	287.38	ACR|2TLV|2VULN|2DMG|1AEFBLL	1aTLV|2MBVNT|35VULN|4RCR|6aDMG|7AEFBLL|8LSRHEA|9aAME|aBPWR
372	62422 13341	   	287.38	ACR|2TLV|2VULN|2DMG|1AEPOI	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6BEXP|79DMG|8DMSP|9BPWR|aMDPS
373	62422 13345	   	287.38	ACR|2TLV|2VULN|2DMG|1AEPOI	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6BEXP|79DMG|8DMSP|9BPWR|aDUST
374	62422 13346	   	287.38	ACR|2TLV|2VULN|2DMG|1AEPOI	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6BEXP|79DMG|8DMSP|9BPWR|aERES
375	62422 13347	   	287.38	ACR|2TLV|2VULN|2DMG|1AEPOI|1MSE	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6BEXP|79DMG|8DMSP|9BPWR|aMSE
376	62422 13348	   	287.38	ACR|2TLV|2VULN|2DMG|1AEPOI	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6BEXP|79DMG|8DMSP|9BPWR|aAEWIND
377	62422 35216	   	287.38	ACR|2TLV|2VULN|2DMG|1AEPOI	1aTLV|2MBVNT|3aVULN|4RCR|5AEPOI|6RPLT|7LWND|8MDPS|9aDMG|aBPWR
378	62422 37216	   	287.38	ACR|2TLV|2VULN|2DMG|1AEPOI	1aTLV|2MBVNT|3aVULN|4RCR|5AEPOI|6RPLT|7BEXP|8MDPS|9aDMG|aBPWR
379	63121 42215	   	287.38	ACR|2TLV|2VULN|2DMG|1AEFBLL	1aTLV|2MDPS|3AEFBLL|4RCR|5aVULN|6DUST|7LHND|8RPLT|9aDMG|aBPWR
380	63121 61215	   	287.38	ACR|2TLV|2VULN|2DMG|1AEFBLL	1aTLV|2MDPS|3AEFBLL|4RCR|5aVULN|6BEXP|7DUST|8RPLT|9aDMG|aBPWR
381	62427 33147	 * 	287.35	ACR|2TLV|3DMG|1VULN|3DUR	19TLV|2MBVNT|3VULN|4RCR|569DUR|789DMG|9BPWR|aRAT
382	62421 43114	   	287.17	ACR|2TLV|2VULN|2DMG|1AEFBLL	1aTLV|2MBVNT|35VULN|4RCR|6aDMG|7AEFBLL|8LSRHEA|9aERES|aBPWR
383	61121 45323	   	286.52	DCR|3VULN|1TLV|1AEBURN|1ASPD|1CDMG|1AART	1TLV|2AART|359VULN|4RCVC|6CDMG|7AEBURN|8RCR|aASPD
384	62421 72126	   	286.51	ACR|4VULN|2TLV|1AART	18TLV|2MBVNT|3578VULN|4RCR|68CGEN|8BPWR|9RCVC|aAART
385	62421 72111	   	286.41	ACR|4VULN|2TLV|1AART	18TLV|2MBVNT|3578VULN|4RCR|68CGEN|8BPWR|9ERES|aAART
386	62421 52161	   	286.31	ACR|4VULN|2TLV|1AART	18TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|9CGEN|aAART
387	62422 44752	   	286.29	ACR|2TLV|2VULN|1DMG|1AEPOI	17TLV|2MBVNT|38VULN|4RCR|5AEPOI|6DMG|9DUR|aZMB
388	24125 22141	   	286.12	DCR|DCR|1TLV|1VULN|1DMG|1AART	1DMG|2VULN|3TLV|4MDPS|5BEXP|68RCR|7DMSP|9AART|aDUR
389	25123 22141	   	286.12	DCR|DCR|1TLV|1VULN|1DMG|1AART	1DMG|2BEXP|3TLV|4MDPS|5VULN|68RCR|7DMSP|9AART|aDUR
390	24126 22125	   	286.12	DCR|DCR|1TLV|1VULN|1DMG|1AART	1DMG|2VULN|3TLV|4MDPS|5DUR|68RCR|7DMSP|9LIT|aAART
391	51123 22146	   	286.12	DCR|DCR|1TLV|1VULN|1AEPOI|1AART	1DUR|2AAC|3TLV|4MDPS|5VULN|68RCR|7DMSP|9AART|aAEPOI
392	62421 48343	   	286.12	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|35VULN|4RCR|69DMG|79DUR|8DMSP|9BPWR|aCGEN
393	62421 48344	   	286.12	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|35VULN|4RCR|69DMG|79DUR|8DMSP|9BPWR|aLIT
394	62427 23343	   	286.12	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|36VULN|4RCR|59DUR|79DMG|8DMSP|9BPWR|aCGEN
395	62427 23344	   	286.12	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|36VULN|4RCR|59DUR|79DMG|8DMSP|9BPWR|aLIT
396	41224 32522	   	286.05	ACR|DCR|2VULN|1TLV|2ASPD|1MSE	1AEFRZ|26VULN|3MSE|4aRCR|57ASPD|8TLV|9RCVC
397	41225 22522	   	286.05	ACR|DCR|2VULN|1TLV|2ASPD|1MSE	1AEFRZ|25VULN|3MSE|4aRCR|67ASPD|8TLV|9RCVC
398	23123 22136	   	286.02	DCR|DCR|2TLV|1VULN|1DMG|1MSE	1DMG|2MSE|3aTLV|4MDPS|5VULN|68RCR|7DMSP|9DUR
399	24126 22142	   	286.02	DCR|DCR|1TLV|1VULN|1DMG|1AART	1DMG|2VULN|3TLV|4MDPS|5DUR|68RCR|7DMSP|9AART|aDLOT
400	24126 22143	   	286.02	DCR|DCR|1TLV|1VULN|1DMG|1AART|1SELL	1DMG|2VULN|3TLV|4MDPS|5DUR|68RCR|7DMSP|9AART|aSELL
401	62421 34216	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	1aTLV|2MBVNT|35VULN|4RCR|6RPLT|7aDUR|8MDPS|9aDMG|aBPWR
402	62421 48341	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|35VULN|4RCR|69DMG|79DUR|8DMSP|9BPWR|aMDPS
403	62421 48345	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|35VULN|4RCR|69DMG|79DUR|8DMSP|9BPWR|aDUST
404	62421 48346	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|35VULN|4RCR|69DMG|79DUR|8DMSP|9BPWR|aERES
405	62421 48347	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR|1MSE	19TLV|2MBVNT|35VULN|4RCR|69DMG|79DUR|8DMSP|9BPWR|aMSE
406	62421 48348	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|35VULN|4RCR|69DMG|79DUR|8DMSP|9BPWR|aAEWIND
407	62427 23341	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|36VULN|4RCR|59DUR|79DMG|8DMSP|9BPWR|aMDPS
408	62427 23345	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|36VULN|4RCR|59DUR|79DMG|8DMSP|9BPWR|aDUST
409	62427 23346	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|36VULN|4RCR|59DUR|79DMG|8DMSP|9BPWR|aERES
410	62427 23347	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR|1MSE	19TLV|2MBVNT|36VULN|4RCR|59DUR|79DMG|8DMSP|9BPWR|aMSE
411	62427 23348	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|36VULN|4RCR|59DUR|79DMG|8DMSP|9BPWR|aAEWIND
412	62428 42246	   	286.02	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|39VULN|4RCR|5LEGI|6aDMG|7MLV|89DUR|9BPWR
413	62421 14175	   	286.01	ACR|DCR|2VULN|1TLV|1AART|1SELL	1TLV|2MBVNT|35VULN|4aRCR|6BEXP|7SELL|8RPLT|9AART
414	62748 42221	   	285.94	ACR|DCR|1TLV|1VULN|1AEPOI|1ASPD	1TLV|2MBVNT|3LIT|46RCR|5ZMB|7VULN|8ASPD|9AEWIND|aAEPOI
415	62748 41234	 * 	285.79	ACR|DCR|2TLV|2ASPD|2DUR	19TLV|2MBVNT|39LIT|46RCR|5ZMB|7aDUR|89ASPD|9BPWR
416	62421 42752	   	285.76	ACR|4VULN|1TLV|1DMG	1TLV|2MBVNT|3578VULN|4RCR|6DMG|9DUR|aZMB
417	24223 24163	   	285.62	ACR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2VULN|3LHND|4aRCR|5CGEN|6MLV|7BELT|8TLV|9AEBURN
418	62426 48141	   	285.56	ACR|3TLV|3DMG|1VULN|2DUR	159TLV|2MBVNT|3VULN|4RCR|689DMG|79DUR|9BPWR|aLIT
419	62426 48143	   	285.56	ACR|3TLV|3DMG|1VULN|2DUR	159TLV|2MBVNT|3VULN|4RCR|689DMG|79DUR|9BPWR|aLWND
420	24125 22162	   	285.52	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2VULN|3TLV|4MDPS|5BEXP|68RCR|7DMSP|9AAC|aAEBURN
421	25123 22162	   	285.52	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2BEXP|3TLV|4MDPS|5VULN|68RCR|7DMSP|9AAC|aAEBURN
422	25123 22166	   	285.52	DCR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1DMG|2BEXP|3TLV|4MDPS|5VULN|68RCR|7DMSP|9AAC|aAEFBLL
423	26123 26131	   	285.52	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9LHND|aAME
424	26123 26132	   	285.52	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9LHND|aLIT
425	26123 26133	   	285.52	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9LHND|aDMSP
426	63121 64111	   	285.52	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6BEXP|7DMG|9LHND|aAME
427	63121 64112	   	285.52	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6BEXP|7DMG|9LHND|aLIT
428	63121 65123	   	285.52	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6BEXP|7AAC|9LIT|aDMG
429	63121 66223	   	285.52	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|47RCR|5VULN|6BEXP|8AAC|9LIT|aDMG
430	63121 66313	   	285.52	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|47RCR|5VULN|6BEXP|8VENTOX|9FRZFST|aDMG
431	62428 35241	   	285.49	ACR|2TLV|2VULN|2ASPD|1DMG	19TLV|2MBVNT|39VULN|4RCR|5LEGI|6DUR|7DMG|89ASPD|9BPWR|aBEXP
432	62426 48142	   	285.46	ACR|3TLV|3DMG|1VULN|2DUR|1MSE	159TLV|2MBVNT|3VULN|4RCR|689DMG|79DUR|9BPWR|aMSE
