0	Index      	Bounty	 *	Score 	Summary	Detail	
1	66311 16332	6	 * 	281.26	DCR|4VULN|2DMG|2TLV|1DUR|1NUKE|1SELL	1SELL|27TLV|3NUKE|4DUR|579aVULN|67DMG|7BPWR|8RCR
326	62112 13442	9	   	252.17	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1SELL	1SELL|24LIT|349VULN|4BPWR|5DMG|6FEWX|7DUR|8TLV|aRCR
327	62112 62141	10	   	252.17	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1SELL	1SELL|24LIT|349VULN|4BPWR|5DMG|6BEXP|7TLV|8DUR|aRCR
328	62112 62142	9	   	252.17	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1SELL	1SELL|24LIT|349VULN|4BPWR|5DMG|6BEXP|7TLV|8DUR|aRCR
329	14154 62332	7	   	252.16	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	14ASPD|2MBVNT|349VULN|4BPWR|5DUST|6DUR|7RCR|8CDMG|aTLV
330	62111 34533	4	   	252.15	DCR|4VULN|1TLV|2LIT|1CDMG|1SELL	1SELL|24LIT|347aVULN|4BPWR|5TLV|6LWND|8RCR|9CDMG
331	45142 23323	5	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|346VULN|4BPWR|5LWND|7RCR|8BEXP|9DMG|aMLV
332	45142 33212	4	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5DMG|6RMIN|7RCR|8RPLT|9CGEN
333	45142 33231	4	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|349VULN|4BPWR|5DMG|6RMIN|7RCR|8RPLT|aLHND
334	45142 33233	4	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|349VULN|4BPWR|5DMG|6RMIN|7RCR|8RPLT|aRCVC
335	45141 33322	5	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5CGEN|6RMIN|7RCR|8BEXP|9DMG
336	45142 33322	5	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5LWND|6RMIN|7RCR|8MLV|9DMG
337	45143 23322	5	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5MLV|6CGEN|7RCR|8BEXP|9DMG
338	45143 33322	6	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5MLV|6CGEN|7RCR|8BEXP|9DMG
339	45143 33322	5	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5MLV|6RMIN|7RCR|8BEXP|9DMG
340	62112 22243	5	   	252.07	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1SELL	1SELL|24LIT|347VULN|4BPWR|5DMG|6TLV|8RCR|9ERES|aDUR
341	25122 22652	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|29DUR|3TLV|46aVULN|5DMG|7RCVC|8RCR
342	42112 23322	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|36aVULN|45DUR|7RCR|8BEXP|9DMG
343	42112 23622	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|36aVULN|45DUR|7RCR|8LHND|9DMG
344	42122 23322	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|36aVULN|45DUR|7RCR|8BEXP|9DMG
345	42122 23622	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|36aVULN|45DUR|7RCR|8LHND|9DMG
346	42252 23322	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|35DUR|46aVULN|7RCR|8BEXP|9DMG
347	42252 23622	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|35DUR|46aVULN|7RCR|8LHND|9DMG
348	42512 23322	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|36aVULN|45DUR|7RCR|8BEXP|9DMG
349	42512 23322	1	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|36aVULN|45DUR|7RCR|8BEXP|9DMG
350	42512 23622	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|36aVULN|45DUR|7RCR|8LHND|9DMG
351	42512 23622	1	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LWND|36aVULN|45DUR|7RCR|8LHND|9DMG
352	43512 23322	1	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LHND|36aVULN|45DUR|7RCR|8BEXP|9DMG
353	43512 23422	1	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LHND|36aVULN|45DUR|7RCR|8LWND|9DMG
354	45142 23221	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|346VULN|4BPWR|5LWND|7RCR|8RPLT|9DUST|aDMG
355	45142 33222	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5DMG|6RMIN|7RCR|8RPLT|9DUST
356	46523 23322	1	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23aVULN|45DUR|6LHND|7RCR|8BEXP|9DMG
357	46523 33322	1	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23aVULN|45DUR|6FEWX|7RCR|8BEXP|9DMG
358	45122 23322	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|36aVULN|5LWND|7RCR|8BEXP|9DMG
359	45122 23622	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|36aVULN|5LWND|7RCR|8LHND|9DMG
360	45142 33122	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	1TLV|24DUR|34aVULN|4BPWR|5LWND|6RMIN|7RCR|8NUKE|9DMG
361	25125 25331	8	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1CGEN|28aDUR|3TLV|49VULN|5CDMG|6RCR|7DMG
362	14154 82124	9	   	251.97	DCR|3VULN|2DMG|2ASPD	14ASPD|2MBVNT|347VULN|4BPWR|5DUST|6aDMG|8RCR|9LIT
363	25122 23144	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|2aDUR|3TLV|469VULN|5DMG|7RCR|8ERES
364	14157 11243	10	   	251.95	DCR|3VULN|3ASPD|1DMG|1DUR	148ASPD|2MBVNT|348VULN|48BPWR|5DMG|6BEXP|78DUST|9RCR|aDUR
365	14157 33344	9	   	251.95	DCR|3VULN|3ASPD|1DMG|1DUR	147ASPD|2MBVNT|349VULN|4BPWR|5DMG|6CGEN|8RCR|aDUR
366	14443 42718	9	   	251.95	DCR|3VULN|3ASPD|2TLV|1DUR	138ASPD|2MBVNT|38BPWR|4DUR|58TLV|6RCVC|789VULN|aRCR
367	43512 23622	1	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2LHND|36aVULN|45DUR|7RCR|8DUST|9DMG
368	45142 23112	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5DMG|6CGEN|7RCR|8ERES|9TBNT
369	45142 33132	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|34aVULN|4BPWR|5DMG|6RMIN|7RCR|8ERES|9DUST
370	12523 23126	1	 * 	251.95	DCR|3VULN|3ASPD|2CDMG|1DUR	14aASPD|2LWND|36aVULN|5DUR|7RCR|8ERES|9aCDMG|aBPWR
371	15162 23126	5	   	251.95	DCR|3VULN|3ASPD|2CDMG|1DUR	14aASPD|2DUR|36aVULN|5LWND|7RCR|8ERES|9aCDMG|aBPWR
372	35542 33232	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1ERES|24DUR|34aVULN|4BPWR|5DMG|6RMIN|7RCR|8TLV|9DUST
373	35125 25331	8	   	251.91	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1ERES|28aDUR|3TLV|49VULN|5CDMG|6RCR|7DMG
374	14138 32284	6	   	251.90	DCR|3VULN|2DUR|2ASPD|2LIT	19ASPD|2MBVNT|379VULN|4CGEN|56LIT|89DUR|9BPWR|aRCR
375	61342 61123	7	   	251.80	DCR|3VULN|2DUR|1DMG|1TLV|1SELL	1SELL|29DUR|3LWND|47aVULN|5DMG|6RCR|8TLV
376	61641 11331	10	   	251.80	DCR|3VULN|2DUR|1DMG|1TLV|1SELL	1SELL|28DUR|37aVULN|4TLV|5LHND|6RCR|9DMG
377	61641 11333	9	   	251.80	DCR|3VULN|2DUR|1DMG|1TLV|1SELL	1SELL|28DUR|37aVULN|4TLV|5LHND|6RCR|9DMG
378	66411 13331	7	   	251.80	DCR|3VULN|2DUR|1DMG|1TLV|1SELL	1SELL|2TLV|3RMIN|4aDUR|579VULN|6DMG|8RCR
379	25336 13142	9	   	251.80	DCR|4VULN|3DUR	158CGEN|235DUR|4RMIN|58BPWR|6RCR|789aVULN
380	14346 35424	9	   	251.66	DCR|3VULN|2DUR|2ASPD|2LIT|1SELL	18ASPD|2MBVNT|3SELL|46DUR|589VULN|78LIT|8BPWR|aRCR
381	55212 21215	9	   	251.60	DCR|4VULN|3DUR	178DUST|2BEXP|3578VULN|478DUR|6LEGI|78BPWR|9FEWX|aRCR
382	46161 13123	1	   	251.53	DCR|5VULN|1TLV	1TLV|24589VULN|3TBNT|6ZMB|7LIT|aRCR
383	46261 13123	1	   	251.53	DCR|5VULN|1TLV	1TLV|24589VULN|3BBNT|6ZMB|7LIT|aRCR
384	46511 13123	1	   	251.53	DCR|5VULN|1TLV	1TLV|23589VULN|4TBNT|6ZMB|7LIT|aRCR
385	54212 21221	8	   	251.50	DCR|4VULN|3DUR	178DUST|2FEWX|3578VULN|478DUR|6LEGI|78BPWR|9ERES|aRCR
386	54212 21221	9	   	251.50	DCR|4VULN|3DUR	178DUST|2FEWX|3578VULN|478DUR|6LEGI|78BPWR|9ERES|aRCR
387	54214 21121	10	   	251.50	DCR|4VULN|3DUR	17DUST|2FEWX|379aVULN|457DUR|6LEGI|7BPWR|8RCR
388	55212 21221	8	   	251.50	DCR|4VULN|3DUR	178DUST|2BEXP|3578VULN|478DUR|6LEGI|78BPWR|9ERES|aRCR
389	55214 21121	10	   	251.50	DCR|4VULN|3DUR	17DUST|2BEXP|379aVULN|457DUR|6LEGI|7BPWR|8RCR
390	15141 52112	8	   	251.39	DCR|3VULN|2DUR|1TLV|1ASPD	1ASPD|24DUR|346VULN|4BPWR|5CGEN|7TLV|8BEXP|9LIT|aRCR
391	15141 52112	7	   	251.39	DCR|3VULN|2DUR|1TLV|1ASPD	1ASPD|24DUR|346VULN|4BPWR|5CGEN|7TLV|8LWND|9LIT|aRCR
392	15141 52212	8	   	251.39	DCR|3VULN|2DUR|1TLV|1ASPD	1ASPD|24DUR|346VULN|4BPWR|5CGEN|7TLV|8LWND|9LIT|aRCR
393	15142 22612	9	   	251.39	DCR|3VULN|2DUR|1TLV|1ASPD	1ASPD|24DUR|349VULN|4BPWR|5LWND|6MLV|7TLV|8LIT|aRCR
394	15142 23522	8	   	251.39	DCR|3VULN|2DUR|1TLV|1ASPD	1ASPD|24DUR|348VULN|4BPWR|5LWND|6MLV|7LIT|9TLV|aRCR
395	45142 13122	10	   	251.39	DCR|3VULN|2DUR|1TLV|1ASPD	1TLV|24DUR|348VULN|4BPWR|5LWND|6LHND|7ASPD|9LIT|aRCR
396	15141 52312	8	   	251.29	DCR|3VULN|2DUR|1TLV|1ASPD	1ASPD|24DUR|346VULN|4BPWR|5CGEN|7TLV|8DUST|9LIT|aRCR
397	45142 33122	10	   	251.29	DCR|3VULN|2DUR|1TLV|1ASPD	1TLV|24DUR|348VULN|4BPWR|5LWND|6LEGI|7ASPD|9LIT|aRCR
398	32123 13665	9	   	251.26	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD	1ERES|2LWND|3aTLV|4aVULN|5DUR|6aDMG|7ASPD|8LIT|9RCR|aBPWR
