0	Index      	 *	Score 	Summary	Detail	
1	21236 44323	 * 	210.60	DCR|3ASPD|2VULN|1AART|1DMG|1SELL	1BEXP|23aASPD|45VULN|6SELL|7AART|8RCR|9DMG
313	11263 53333	 * 	187.22	DCR|2VULN|2CDMG|1AART|1DMG	1AART|2AME|3ERES|46CDMG|59VULN|7LIT|8RCR|aDMG
314	16263 53333	   	187.22	DCR|2VULN|2CDMG|1AART|1DMG	1AART|2MLV|3ERES|46CDMG|59VULN|7LIT|8RCR|aDMG
315	14621 21432	 * 	187.09	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2RCVC|3RCR|4aDMG|5DUST|6DUR|79VULN|8CDMG
316	13252 14621	 * 	187.00	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1AART|2BEXP|34CDMG|5LHND|6ASPD|7RPLT|8RCR|9DMG|aVULN
317	35336 31161	   	186.90	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	1DUST|23DMG|45VULN|6aDUR|7SELL|8RCR|9CDMG
318	35223 31164	   	186.87	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1DUST|2DMG|3ASPD|4MLV|5RCVC|6DUR|7CDMG|8RCR|9VULN|aNUKE
319	14623 13122	 * 	186.77	ACR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2RCVC|3RCR|4aDMG|5DUR|6ASPD|7VULN|8CDMG|9TLV
320	35312 36522	 * 	186.60	DCR|3DMG|1AART|1VULN|1NUKE|1DUR	1DUST|238DMG|4NUKE|5CGEN|6DUR|7RCR|9VULN|aAART
321	35313 36522	   	186.60	DCR|3DMG|1VULN|1AART|1NUKE|1DUR	1DUST|238DMG|4NUKE|5RMIN|6DUR|7RCR|9VULN|aAART
322	21231 36522	   	186.48	DCR|2VULN|2ASPD|1DMG|1ZMB	1BEXP|23ASPD|49VULN|5MLV|6ZMB|7RCR|8DMG|aDMSP
323	21231 36525	   	186.48	DCR|2VULN|2ASPD|1DMG|1ZMB	1BEXP|23ASPD|49VULN|5MLV|6ZMB|7RCR|8DMG|aLHND
324	21231 36511	   	186.38	DCR|2VULN|2ASPD|1DMG|1ZMB	1BEXP|23ASPD|4aVULN|5MLV|6ZMB|7RCR|8DMG|9TLV
325	31231 36522	   	186.38	DCR|2VULN|2ASPD|1DMG|1ZMB	1DUST|23ASPD|49VULN|5MLV|6ZMB|7RCR|8DMG|aDMSP
326	31231 36525	   	186.38	DCR|2VULN|2ASPD|1DMG|1ZMB	1DUST|23ASPD|49VULN|5MLV|6ZMB|7RCR|8DMG|aLHND
327	31231 36511	   	186.28	DCR|2VULN|2ASPD|1DMG|1ZMB	1DUST|23ASPD|4aVULN|5MLV|6ZMB|7RCR|8DMG|9TLV
328	15633 13342	 * 	186.23	DCR|3DMG|1AART|1ASPD|2DUR	1AART|2FEWX|349DMG|5aDUR|6ASPD|7MBVNT|8RCR
329	13226 33425	 * 	186.14	DCR|2MDPS|2VULN|1AART|1ASPD|1CDMG	1AART|27BEXP|3CDMG|47DUST|5aMDPS|67VULN|7BPWR|8RCR|9ASPD
330	61136 63211	   	186.09	DCR|3VULN|1ASPD|1DMG|1ZMB	13LHND|2ASPD|45aVULN|6ZMB|7DMG|8LWND|9RCR
331	21542 31132	   	186.09	DCR|2AART|2ASPD|1DMG|1CDMG	1BEXP|25ASPD|3MLV|4DMG|6LHND|7CDMG|8RCR|9aAART
332	24242 31132	   	186.09	DCR|2AART|2ASPD|1DMG|1CDMG	1BEXP|2MLV|35ASPD|4DMG|6LHND|7CDMG|8RCR|9aAART
333	51542 31132	   	186.09	DCR|2AART|2ASPD|1DMG|1CDMG	1FEWX|25ASPD|3MLV|4DMG|6LHND|7CDMG|8RCR|9aAART
334	54242 31132	   	186.09	DCR|2AART|2ASPD|1DMG|1CDMG	1FEWX|2MLV|35ASPD|4DMG|6LHND|7CDMG|8RCR|9aAART
335	21231 36354	   	186.06	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aFEWX
336	21231 36356	   	186.06	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aLHND
337	21231 36362	   	186.06	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9LIT|aCDMG
338	15633 13231	 * 	186.05	DCR|2DMG|2ASPD|1AART|3DUR	1AART|29FEWX|34DMG|589DUR|69ASPD|7MBVNT|9BPWR|aRCR
339	25331 36623	   	186.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|23DMG|49VULN|5MLV|6ZMB|7RCR|8RMIN|aCDMG
340	14223 32365	 * 	185.99	DCR|2VULN|2AART|1DMG	13AART|25RCVC|4SNIFST|6TLV|7DMG|8RCR|9aVULN
341	21542 21112	   	185.99	DCR|2AART|2ASPD|1DMG|1CDMG	1BEXP|25ASPD|3MLV|4DMG|6DUST|7CDMG|8RCR|9aAART
342	24242 21112	   	185.99	DCR|2AART|2ASPD|1DMG|1CDMG	1BEXP|2MLV|35ASPD|4DMG|6DUST|7CDMG|8RCR|9aAART
343	51542 21112	   	185.99	DCR|2AART|2ASPD|1DMG|1CDMG	1FEWX|25ASPD|3MLV|4DMG|6DUST|7CDMG|8RCR|9aAART
344	54242 21112	   	185.99	DCR|2AART|2ASPD|1DMG|1CDMG	1FEWX|2MLV|35ASPD|4DMG|6DUST|7CDMG|8RCR|9aAART
345	61342 21132	   	185.99	DCR|2AART|2ASPD|1DMG|1CDMG	1LHND|25ASPD|3MLV|4DMG|6DUST|7CDMG|8RCR|9aAART
346	21231 36353	   	185.96	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aERES
347	21231 36355	   	185.96	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aDUST
348	31231 36354	   	185.96	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aFEWX
349	31231 36362	   	185.96	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9LIT|aCDMG
350	34322 46322	   	185.95	DCR|3DMG|1AART|1VULN|2DUR	19DUST|2MLV|389DMG|4BASFIG|5VULN|6AART|79DUR|9BPWR|aRCR
351	36322 46322	   	185.95	DCR|3DMG|1AART|1VULN|2DUR	19DUST|2AME|389DMG|4BASFIG|5VULN|6AART|79DUR|9BPWR|aRCR
352	25331 36143	   	185.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|23DMG|49VULN|5MLV|6ZMB|7RCR|8TLV|aCDMG
353	25331 36223	   	185.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|23DMG|49VULN|5MLV|6ZMB|7RCR|8ERES|aCDMG
354	35331 36623	   	185.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|23DMG|49VULN|5MLV|6ZMB|7RCR|8RMIN|aCDMG
355	21236 51114	   	185.92	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	1aBEXP|23ASPD|45VULN|6DUR|7SELL|8RCR|9AART
356	21236 51116	   	185.92	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	1BEXP|23ASPD|45VULN|6DUR|7SELL|8RCR|9AART|aAELBLL
357	13341 13323	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1AART|2BEXP|3LIT|4ASPD|5DUST|6RCR|7DUR|8VULN|9DMG|aZMB
358	31231 36353	   	185.86	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aERES
359	31231 36355	   	185.86	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1aDUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG
360	31231 36356	   	185.86	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aTLV
361	32322 46322	   	185.85	DCR|3DMG|1AART|1VULN|2DUR	19DUST|2TLV|389DMG|4BASFIG|5VULN|6AART|79DUR|9BPWR|aRCR
362	35331 36143	   	185.83	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|23DMG|49VULN|5MLV|6ZMB|7RCR|8TLV|aCDMG
363	35331 36223	   	185.83	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|23DMG|49VULN|5MLV|6ZMB|7RCR|8ERES|aCDMG
364	31236 31114	   	185.82	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	1DUST|23ASPD|45VULN|6DUR|7SELL|8RCR|9AART|aBEXP
365	21236 51113	   	185.82	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	1BEXP|23ASPD|45VULN|6DUR|7SELL|8RCR|9AART|aERES
366	51236 51113	   	185.82	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	1FEWX|23ASPD|45VULN|6DUR|7SELL|8RCR|9AART|aERES
367	35236 23411	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1DUST|27DMG|3ASPD|4ZMB|5aVULN|68FEWX|9RCR
368	31236 31113	   	185.72	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	1DUST|23ASPD|45VULN|6DUR|7SELL|8RCR|9AART|aERES
369	31236 31115	   	185.72	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	1aDUST|23ASPD|45VULN|6DUR|7SELL|8RCR|9AART
370	31236 31116	   	185.72	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	1DUST|23ASPD|45VULN|6DUR|7SELL|8RCR|9AART|aTLV
371	31223 31111	   	185.72	DCR|2VULN|2ASPD|1AART|1DUR|1SELL	14DUST|23ASPD|5aVULN|6DUR|7SELL|8RCR|9AART
372	35331 36433	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1DUST|23DMG|4VULN|5MLV|6ZMB|7RCR|8FEWX|9ASPD|aCDMG
373	13341 22525	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2BEXP|3LIT|4ASPD|5DUST|6aVULN|7RCR|8LWND|9DMG
374	35226 36311	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	16DUST|2DMG|3ASPD|4MLV|5aVULN|7RCR|8AART|9LHND
375	35226 36321	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	16DUST|2DMG|3ASPD|4MLV|5aVULN|7RCR|8AART|9FEWX
376	25331 36523	   	185.44	DCR|3DMG|2VULN|1ZMB	1BEXP|238DMG|49VULN|5MLV|6ZMB|7RCR|aFEWX
377	31223 31112	   	185.40	DCR|2ASPD|1VULN|1AART|1DMG|1DUR|1SELL	14DUST|23ASPD|5VULN|6DUR|7SELL|8RCR|9AART|aDMG
378	25331 36532	   	185.34	DCR|3DMG|2VULN|1ZMB	1BEXP|238DMG|4aVULN|5MLV|6ZMB|7RCR|9ERES
379	35331 36523	   	185.34	DCR|3DMG|2VULN|1ZMB	1DUST|238DMG|49VULN|5MLV|6ZMB|7RCR|aFEWX
380	25312 51111	 * 	185.30	DCR|2DMG|1AART|1VULN|1NUKE|1CDMG|1DUR	1BEXP|23DMG|4NUKE|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
381	25313 51111	   	185.30	DCR|2DMG|1VULN|1AART|1NUKE|1CDMG|1DUR	1BEXP|23DMG|4NUKE|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
382	25316 51111	   	185.30	DCR|2DMG|1VULN|1AART|1NUKE|1CDMG|1DUR	1BEXP|23DMG|4NUKE|5DUR|6RMIN|7CDMG|8RCR|9AART|aVULN
383	55312 51111	   	185.30	DCR|2DMG|1AART|1VULN|1NUKE|1CDMG|1DUR	1FEWX|23DMG|4NUKE|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
384	55313 51111	   	185.30	DCR|2DMG|1VULN|1AART|1NUKE|1CDMG|1DUR	1FEWX|23DMG|4NUKE|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
385	21246 23124	 * 	185.27	ACR|3VULN|2DMG|2ASPD	1BEXP|23ASPD|4RCR|59aVULN|6FEWX|78DMG
386	35331 36532	   	185.24	DCR|3DMG|2VULN|1ZMB	1DUST|238DMG|4aVULN|5MLV|6ZMB|7RCR|9ERES
387	14225 18131	   	185.22	DCR|2VULN|2AART|1DMG	13AART|2RCVC|4SNIFST|5AIRARM|6MBVNT|7RCR|8aVULN|9DMG
388	25314 51111	   	185.20	DCR|2DMG|1VULN|1AART|1NUKE|1CDMG|1DUR	1BEXP|23DMG|4NUKE|5ERES|6DUR|7CDMG|8RCR|9AART|aVULN
389	35312 31111	   	185.20	DCR|2DMG|1AART|1VULN|1NUKE|1CDMG|1DUR	1DUST|23DMG|4NUKE|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
390	35313 31111	   	185.20	DCR|2DMG|1VULN|1AART|1NUKE|1CDMG|1DUR	1DUST|23DMG|4NUKE|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
391	35316 51111	   	185.20	DCR|2DMG|1VULN|1AART|1NUKE|1CDMG|1DUR	1DUST|23DMG|4NUKE|5DUR|6RMIN|7CDMG|8RCR|9AART|aVULN
392	21246 33124	   	185.17	ACR|3VULN|2DMG|2ASPD	1BEXP|23ASPD|4RCR|59aVULN|6DUST|78DMG
393	31246 23124	   	185.17	ACR|3VULN|2DMG|2ASPD	1DUST|23ASPD|4RCR|59aVULN|6FEWX|78DMG
394	13633 13454	   	185.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|2BEXP|34DMG|5DUR|6ASPD|7VULN|8AME|9MBVNT|aRCR
395	35314 31111	   	185.10	DCR|2DMG|1VULN|1AART|1NUKE|1CDMG|1DUR	1DUST|23DMG|4NUKE|5ERES|6DUR|7CDMG|8RCR|9AART|aVULN
396	13633 55223	   	184.99	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AART|2BEXP|34DMG|5DUR|6RPLT|7RCR|8ASPD|9CDMG|aRCVC
397	35323 31166	   	184.96	DCR|2DMG|1VULN|1AART|1CDMG|1DUR|1SELL	14DUST|23DMG|5VULN|6DUR|7SELL|8RCR|9CDMG|aAART
398	35223 31344	   	184.87	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1DUST|2DMG|3ASPD|4MLV|5RCVC|6DUR|7CDMG|8VULN|9RCR|aNUKE
399	35323 31112	   	184.36	DCR|3DMG|1VULN|1AART|1DUR|1SELL	14DUST|23aDMG|5VULN|6DUR|7SELL|8RCR|9AART
400	35222 36341	   	184.35	DCR|2VULN|2ASPD|1DMG|1DUR	1DUST|2DMG|35ASPD|4MLV|6DUR|7RCR|8DMSP|9aVULN
401	21231 36144	   	184.15	DCR|3VULN|2ASPD|1ZMB	1BEXP|23ASPD|49aVULN|5MLV|6ZMB|7RCR|8TLV
402	21231 36224	   	184.15	DCR|3VULN|2ASPD|1ZMB	1BEXP|23ASPD|49aVULN|5MLV|6ZMB|7RCR|8ERES
403	21243 26136	 * 	184.14	ACR|3DMG|3ASPD|1VULN|1DUR	1aBEXP|23aASPD|4RCR|5RMIN|6DUR|7VULN|89aDMG|aBPWR
404	35221 31164	   	184.06	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1DUST|2DMG|3ASPD|45MLV|6DUR|7CDMG|8RCR|9VULN|aNUKE
405	31231 36144	   	184.05	DCR|3VULN|2ASPD|1ZMB	1DUST|23ASPD|49aVULN|5MLV|6ZMB|7RCR|8TLV
406	31231 36224	   	184.05	DCR|3VULN|2ASPD|1ZMB	1DUST|23ASPD|49aVULN|5MLV|6ZMB|7RCR|8ERES
407	35213 31164	   	183.96	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	14DUST|2DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9VULN|aNUKE
408	35226 31114	   	183.96	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	16DUST|2DMG|3ASPD|4MLV|5VULN|7CDMG|8RCR|9DUR|aNUKE
409	35236 31621	   	183.91	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	16DUST|2DMG|3ASPD|4ZMB|58VULN|7CDMG|9RCVC|aRCR
410	31236 25311	   	183.86	DCR|3VULN|2ASPD|1CDMG	16DUST|23ASPD|458VULN|7CDMG|9MBVNT|aRCR
411	32246 31114	   	183.86	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	16DUST|2TLV|3ASPD|4DMG|5VULN|7CDMG|8RCR|9DUR|aNUKE
412	55333 25333	 * 	183.74	DCR|2VULN|1MDPS|2DMG|1ASPD|1ZMB	1FEWX|23DMG|46VULN|5MDPS|7ZMB|8MLV|9ASPD|aRCR
413	21122 35256	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	19BEXP|2ASPD|3LHND|4RPLT|5AART|6aVULN|7DMG|8RCR
414	21122 35266	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	1BEXP|2ASPD|39LHND|4RPLT|5AART|6aVULN|7DMG|8RCR
415	31522 24133	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MLV|4BASFIG|58VULN|6RCR|7RPLT|9AART|aCDMG
416	34222 24133	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1DUST|2MLV|3ASPD|4BASFIG|58VULN|6RCR|7RPLT|9AART|aCDMG
417	34322 24133	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2MLV|3DMG|4BASFIG|58VULN|6RCR|7RPLT|9AART|aCDMG
418	35522 24133	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3MLV|4BASFIG|58VULN|6RCR|7RPLT|9AART|aCDMG
419	21246 23123	 * 	183.69	ACR|2VULN|2DMG|2ASPD|1CDMG	1BEXP|23ASPD|4RCR|59VULN|6FEWX|78DMG|aCDMG
420	21231 36434	   	183.68	DCR|2DMG|2ASPD|1VULN|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8FEWX|9aDMG
421	13341 13624	   	183.65	DCR|2DMG|2ASPD|1AART|1DUR	1AART|2aBEXP|3LIT|4aASPD|5DUST|6RCR|7DUR|8LEGI|9aDMG|aBPWR
422	31522 21343	   	183.62	DCR|2VULN|2DMG|1ASPD	1aDUST|2ASPD|3aMLV|4BASFIG|59VULN|6RCR|7RCVC|8aDMG|aBPWR
423	13631 15222	   	183.61	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB	1AART|2BEXP|34DMG|5DUST|6ASPD|7RPLT|8RCR|9CDMG|aZMB
424	13635 15222	   	183.61	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB	1AART|2BEXP|34DMG|5LEGI|6ASPD|7RPLT|8RCR|9CDMG|aZMB
425	25336 42131	   	183.60	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	17BEXP|23DMG|45VULN|6SELL|8ASPD|9ZMB|aRCR
426	14363 33331	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3CDMG|4aRMIN|59VULN|6DMG|7LIT|8RCR
427	14363 33332	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3CDMG|4RMIN|59VULN|6DMG|7LIT|8RCR|aMLV
428	14363 33333	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3CDMG|4RMIN|59VULN|6DMG|7LIT|8RCR|aLWND
429	14363 33334	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3CDMG|4RMIN|59VULN|6DMG|7LIT|8RCR|aCGEN
430	14363 33342	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3CDMG|4RMIN|5aVULN|6DMG|7LIT|8RCR|9RPLT
431	32222 24133	   	183.59	DCR|2VULN|1AART|1ASPD|1CDMG	1DUST|2TLV|3ASPD|4BASFIG|58VULN|6RCR|7RPLT|9AART|aCDMG
432	32322 24133	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2TLV|3DMG|4BASFIG|58VULN|6RCR|7RPLT|9AART|aCDMG
433	21246 33123	   	183.59	ACR|2VULN|2DMG|2ASPD|1CDMG	1BEXP|23ASPD|4RCR|59VULN|6DUST|78DMG|aCDMG
434	31246 23123	   	183.59	ACR|2VULN|2DMG|2ASPD|1CDMG	1DUST|23ASPD|4RCR|59VULN|6FEWX|78DMG|aCDMG
435	31246 63123	   	183.59	ACR|2VULN|2DMG|2ASPD|1CDMG	1DUST|23ASPD|4RCR|59VULN|6BEXP|78DMG|aCDMG
436	51246 33123	   	183.59	ACR|2VULN|2DMG|2ASPD|1CDMG	1FEWX|23ASPD|4RCR|59VULN|6DUST|78DMG|aCDMG
437	11233 26425	   	183.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AART|2AME|3ERES|4ASPD|5DUR|6BEXP|7RCR|8CDMG|9aDMG
438	21221 36524	   	183.58	DCR|2DMG|2ASPD|1VULN|1ZMB	1BEXP|23ASPD|4DUST|5MLV|6ZMB|7RCR|8aDMG|9VULN
439	31231 36434	   	183.58	DCR|2DMG|2ASPD|1VULN|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8FEWX|9aDMG
440	15341 22321	   	183.57	DCR|3VULN|1AART|1ASPD	1AART|29aFEWX|3aLIT|4ASPD|5DUST|68aVULN|7RCR|aBPWR
441	32222 46335	   	183.55	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUST|2TLV|3aASPD|4BASFIG|5VULN|6AART|7DUR|8DMG|9RCR
442	31236 31161	   	183.53	DCR|2VULN|2ASPD|1CDMG|2DUR|1SELL	1DUST|23ASPD|45VULN|6aDUR|7SELL|8RCR|9CDMG
443	14623 11163	   	183.51	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6aASPD|7FEWX|8CDMG|9VULN
444	14623 13153	   	183.51	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6aASPD|7VULN|8CDMG|9BEXP
445	14623 13163	   	183.51	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6aASPD|7VULN|8CDMG|9AELBLL
446	14363 33336	   	183.49	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3CDMG|4RMIN|59VULN|6DMG|7LIT|8RCR|aERES
447	35242 36223	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5CGEN|6DUR|7RCR|8ERES|9VULN|aCDMG
448	35243 36223	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5RMIN|6DUR|7RCR|8ERES|9VULN|aCDMG
449	21122 25342	   	183.47	DCR|3VULN|1AART|1ASPD	16BEXP|2ASPD|3LHND|4RPLT|5AART|7RCR|89aVULN
450	21122 65342	   	183.47	DCR|3VULN|1AART|1ASPD	1BEXP|2ASPD|3LHND|46RPLT|5AART|7RCR|89aVULN
451	13341 11346	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1AART|27BEXP|3LIT|4ASPD|5DUST|6RCR|8VULN|9CDMG|aDMG
452	21336 44322	   	183.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1BEXP|2ASPD|3AELBLL|45VULN|6SELL|7AART|8RCR|9DMG|aRPLT
453	51336 42112	   	183.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|2ASPD|3AELBLL|45VULN|6SELL|7BEXP|8RCR|9AART|aDMG
454	14623 13133	   	183.41	ACR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6aASPD|7VULN|8CDMG|9LEGI
455	14623 13143	   	183.41	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6aASPD|7VULN|8CDMG|9DUST
456	13341 22246	   	183.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1AART|2BEXP|3LIT|4ASPD|5DUST|6VULN|7RCR|8RCVC|9CDMG|aDMG
457	13341 22325	   	183.37	DCR|3VULN|1AART|1ASPD	1AART|2BEXP|3LIT|4ASPD|5DUST|68aVULN|7RCR|9FEWX
458	15341 22322	   	183.37	DCR|3VULN|1AART|1ASPD	1AART|29FEWX|3LIT|4ASPD|5DUST|68aVULN|7RCR
459	31122 65342	   	183.37	DCR|3VULN|1AART|1ASPD	1DUST|2ASPD|3LHND|46RPLT|5AART|7RCR|89aVULN
460	31336 42112	   	183.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|2ASPD|3AELBLL|45VULN|6SELL|7BEXP|8RCR|9AART|aDMG
461	21336 21112	   	183.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1BEXP|2ASPD|3AELBLL|45VULN|6DUST|7SELL|8RCR|9AART|aDMG
462	21336 44321	   	183.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL|1MSE	1BEXP|2ASPD|3AELBLL|45VULN|6SELL|7AART|8RCR|9DMG|aMSE
463	51336 21112	   	183.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|2ASPD|3AELBLL|45VULN|6DUST|7SELL|8RCR|9AART|aDMG
464	21246 21136	 * 	183.29	ACR|3DMG|2VULN|2ASPD	1aBEXP|23ASPD|4RCR|5aVULN|6FEWX|7AME|89aDMG|aBPWR
465	21246 22136	   	183.29	ACR|3DMG|2VULN|2ASPD	1aBEXP|23ASPD|4RCR|5aVULN|6FEWX|7MLV|89aDMG|aBPWR
466	25222 51112	   	183.28	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4RCVC|5CGEN|6DUR|7CDMG|8RCR|9aAART
467	55222 51112	   	183.28	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2DMG|3ASPD|4RCVC|5CGEN|6DUR|7CDMG|8RCR|9aAART
468	11263 13623	   	183.22	DCR|2VULN|1AART|2CDMG|1ASPD	1AART|27AME|3ERES|48CDMG|59VULN|6ASPD|aRCR
469	21246 31136	   	183.19	ACR|3DMG|2VULN|2ASPD	1aBEXP|23ASPD|4RCR|5aVULN|6DUST|7AME|89aDMG|aBPWR
470	21246 32136	   	183.19	ACR|3DMG|2VULN|2ASPD	1aBEXP|23ASPD|4RCR|5aVULN|6DUST|7MLV|89aDMG|aBPWR
471	25224 51112	   	183.18	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4RCVC|5ERES|6DUR|7CDMG|8RCR|9aAART
472	14312 14621	   	183.17	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2RCVC|3CDMG|4LEGI|5LHND|6ASPD|7RPLT|8RCR|9DMG|aVULN
473	14332 14621	   	183.17	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1AART|2RCVC|3CDMG|4DUST|5LHND|6ASPD|7RPLT|8RCR|9DMG|aVULN
