0	Index      	 *	Score 	Summary	Detail	
1	53221 11452	 * 	209.50	DCR|1SPLARM|2VULN|2DMG|1ASPD|1CDMG|1AAC	1AAC|25DMG|3RCVC|4CDMG|68VULN|7SPLARM|9RCR|aASPD
309	53213 26321	   	181.18	DCR|2VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2DMG|3RCVC|4LWND|59VULN|6RCR|7AART|8ZMB|aAME
310	53213 26324	   	181.18	DCR|2VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2DMG|3RCVC|4LWND|59VULN|6RCR|7AART|8ZMB|aLIT
311	53213 26326	   	181.18	DCR|2VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2DMG|3RCVC|4LWND|59VULN|6RCR|7AART|8ZMB|aRPLT
312	52213 26322	   	181.08	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB	1AAC|2ASPD|3RCVC|4LWND|59VULN|6RCR|7AART|8ZMB|aDUST
313	52213 26323	   	181.08	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB	1AAC|2ASPD|3RCVC|4LWND|59VULN|6RCR|7AART|8ZMB|aMBVNT
314	53213 26322	   	181.08	DCR|2VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2DMG|3RCVC|4LWND|59VULN|6RCR|7AART|8ZMB|aDUST
315	53213 26323	   	181.08	DCR|2VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2DMG|3RCVC|4LWND|59VULN|6RCR|7AART|8ZMB|aMBVNT
316	53432 11413	   	181.04	ACR|2DMG|2ASPD|1AART|2CDMG|1AAC|1DUR	1AAC|28DMG|3RCR|4BEXP|58ASPD|6AART|78CDMG|8BPWR|9ERES|aDUR
317	44413 22121	   	181.01	DCR|2VULN|1ASPD|1DMG|2DUR|1AAC	18DUR|2RCVC|3AAC|4DMG|5aVULN|6RCR|7BASARM|9ASPD
318	52412 63232	 * 	180.99	ACR|3VULN|2DMG|2ASPD|2AAC	19AAC|28ASPD|3RCR|4FEWX|58aVULN|6BELT|78DMG|8BPWR
319	52433 63232	   	180.99	ACR|3VULN|2DMG|2ASPD|2AAC	19AAC|28ASPD|3RCR|4BEXP|58aVULN|6BELT|78DMG|8BPWR
320	33663 31623	   	180.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1RMIN	1DUST|2DUR|3RMIN|4AART|5DMG|6ZMB|7CDMG|8LHND|9VULN|aRCR
321	51362 52131	   	180.89	DCR|2VULN|1MDPS|1AART|1DMG|2DUR|1AAC	1AAC|2DUST|3aDUR|4AART|58VULN|6RCR|7MDPS|9DMG
322	41412 26123	   	180.84	DCR|2VULN|1AART|1DMG|2DUR|1AAC|1SELL	12DUR|2BPWR|3AAC|4DMG|5LHND|6RCR|7SELL|8aVULN|9AART
323	43412 26123	   	180.84	DCR|2VULN|1AART|1DMG|2DUR|1AAC|1SELL	12DUR|3AAC|4DMG|5LHND|6RCR|7SELL|8aVULN|9AART
324	52622 26123	   	180.84	DCR|2VULN|1AART|1ASPD|2DUR|1AAC|1SELL	1AAC|2ASPD|34DUR|5LHND|6RCR|7SELL|8aVULN|9AART
325	53622 26123	   	180.84	DCR|2VULN|1AART|1DMG|2DUR|1AAC|1SELL	1AAC|2DMG|34DUR|5LHND|6RCR|7SELL|8aVULN|9AART
326	12241 22365	   	180.73	DCR|2VULN|1AART|2CDMG|1ZMB|1RMIN	17CDMG|26FEWX|37LIT|4RMIN|57VULN|7BPWR|8ZMB|9AART|aRCR
327	21225 33143	 * 	180.69	DCR|2AART|1VULN|1NUKE|1CDMG	1TLV|2MLV|3RCVC|4CDMG|58AART|6ERES|7RCR|9VULN|aNUKE
328	52463 11213	 * 	180.41	ACR|2VULN|2AART|1ASPD|1CDMG|1AAC|1RMIN	1AAC|2ASPD|3RCR|4RMIN|5aVULN|68AART|7CDMG|9ERES
329	53463 11213	 * 	180.41	ACR|2VULN|2AART|1DMG|1CDMG|1AAC|1RMIN	1AAC|2DMG|3RCR|4RMIN|5aVULN|68AART|7CDMG|9ERES
330	16223 11238	   	180.26	DCR|3VULN|1MDPS|1DMG|1CDMG|1AAC	1CDMG|2MDPS|3MBVNT|469VULN|5DMG|7RCR|8RCVC|aAAC
331	16223 41243	 * 	180.22	DCR|1MDPS|2DMG|1VULN|1AART|2CDMG	17CDMG|2MDPS|3MBVNT|4VULN|57DMG|679ERES|7BPWR|8AART|aRCR
332	16413 12222	   	180.21	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2MDPS|3FEWX|4DUR|5DMG|6VULN|7AART|8ZMB|9RCR|aRMIN
333	53463 11233	 * 	180.19	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1RMIN	1AAC|2DMG|3RCR|4RMIN|5VULN|68AART|7CDMG|9ASPD|aBEXP
334	52313 22113	 * 	180.16	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1AAC|2ASPD|3CGEN|4DMG|5VULN|6RCR|7FEWX|8DUR|9AART|aMDPS
335	53343 22113	   	180.16	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1AAC|2DMG|3CGEN|4ASPD|5VULN|6RCR|7FEWX|8DUR|9AART|aMDPS
336	22336 15632	   	180.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1TLV|28aVULN|3DUR|4LWND|5ASPD|6LHND|7CDMG|9RCR
337	22336 25632	   	180.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1TLV|28aVULN|3DUR|4LWND|5ASPD|6BEXP|7CDMG|9RCR
338	21413 21364	   	180.13	DCR|3VULN|1DMG|1AAC|1ZMB|1DUR	1TLV|2MLV|3AAC|4DMG|589VULN|6RCR|7ZMB|aDUR
339	53463 11231	   	180.09	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1RMIN	1AAC|2DMG|3RCR|4RMIN|5VULN|68AART|7CDMG|9ASPD|aBASFIG
340	53463 11232	   	180.09	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1RMIN	1AAC|2DMG|3RCR|4RMIN|5VULN|68AART|7CDMG|9ASPD|aERES
341	52313 23143	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9FEWX|aMLV
342	52313 23145	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9aFEWX
343	52313 23146	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9FEWX|aBEXP
344	52313 23151	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MLV|aFEWX
345	52313 23152	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MLV|aBEXP
346	52313 23163	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9BEXP|aMLV
347	52313 23165	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9BEXP|aFEWX
348	52313 23262	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|5aVULN|6RCR|7CDMG|8FEWX|9AME
349	52313 24115	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|38CGEN|4DMG|59VULN|6RCR|7LIT|aCDMG
350	52313 24315	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|59VULN|6RCR|78LIT|aCDMG
351	53343 23143	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9FEWX|aMLV
352	53343 23151	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9MLV|aFEWX
353	53343 23152	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9MLV|aBEXP
354	53343 23163	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9BEXP|aMLV
355	53343 23262	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|5aVULN|6RCR|7CDMG|8FEWX|9AME
356	14362 36322	   	180.05	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2RPLT|3DUR|4AART|5VULN|6DUST|7RCR|8LIT|9ASPD|aZMB
357	12131 51132	   	180.00	DCR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2FEWX|3LHND|4CGEN|5DUR|67DMG|8aVULN|9RCR
358	12161 51332	   	180.00	DCR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2FEWX|3LHND|46DMG|5DUR|7aVULN|8AME|9RCR
359	12161 51632	   	180.00	DCR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2FEWX|3LHND|46DMG|5DUR|7aVULN|8CGEN|9RCR
360	12166 51332	   	180.00	DCR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2FEWX|3LHND|45DMG|6DUR|7aVULN|8AME|9RCR
361	52312 23162	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|5LHND|6RCR|7CDMG|8aVULN|9BASFIG
362	52512 23126	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|5LHND|6RCR|7CDMG|8aVULN|9CGEN
363	52513 23143	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9FEWX|aMLV
364	52513 23151	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9MLV|aFEWX
365	52513 23152	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9MLV|aBEXP
366	52513 23163	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9BEXP|aMLV
367	53342 23162	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|5LHND|6RCR|7CDMG|8aVULN|9BASFIG
368	52313 23125	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9DUST|aFEWX
369	52313 23142	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9FEWX|aDUST
370	52313 23154	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MLV|aERES
371	52313 23156	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MLV|aMSLFST
372	52313 23162	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9BEXP|aDUST
373	52313 23166	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9BEXP|aERES
374	52313 23362	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|5aVULN|6RCR|7CDMG|8DUST|9AME
375	53343 23125	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9DUST|aFEWX
376	53343 23142	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9FEWX|aDUST
377	53343 23162	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9BEXP|aDUST
378	53343 23362	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|5aVULN|6RCR|7CDMG|8DUST|9AME
379	41413 26213	   	179.91	DCR|2VULN|2DMG|3DUR|1AAC|1SELL	129DUR|2aBPWR|3AAC|4aDMG|5aVULN|6RCR|7SELL|8aFEWX
380	43413 26213	   	179.91	DCR|2VULN|2DMG|3DUR|1AAC|1SELL	129DUR|3AAC|4aDMG|5aVULN|6RCR|7SELL|8aFEWX|aBPWR
381	53623 26213	   	179.91	DCR|2VULN|2DMG|3DUR|1AAC|1SELL	1AAC|2aDMG|349DUR|5aVULN|6RCR|7SELL|8aFEWX|aBPWR
382	16223 11724	   	179.91	DCR|3VULN|1MDPS|1DMG|1CDMG	1CDMG|2MDPS|3MBVNT|46aVULN|5DMG|7RCR|8CGEN|9RMIN
383	12166 23132	   	179.90	DCR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2FEWX|3LHND|45DMG|6ERES|7DUR|8aVULN|9RCR
384	33264 21522	   	179.90	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1RMIN	1DUST|2aDUR|3AME|4AART|5RMIN|6DMG|7CDMG|8RCR|9VULN
385	12343 23123	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	1CDMG|2FEWX|3AELBLL|4ASPD|5MLV|6BEXP|7AART|8RCR|9aVULN
386	52512 23162	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|5LHND|6RCR|7CDMG|8aVULN|9BASFIG
387	52513 23125	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9DUST|aFEWX
388	52513 23142	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9FEWX|aDUST
389	52513 23162	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9BEXP|aDUST
390	52513 23326	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|5aVULN|6RCR|7CDMG|8DUST|9CGEN
391	52313 23122	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9aDUST
392	52313 23123	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9DUST|aMSE
393	52313 23126	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9DUST|aERES
394	52313 23131	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR|1MSE	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MSE|aDUR
395	52313 23132	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MSE|aDUST
396	52313 23133	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MSE|aMLV
397	52313 23135	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MSE|aFEWX
398	52313 23136	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3CGEN|4DMG|58VULN|6RCR|7CDMG|9MSE|aERES
399	53343 23122	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9aDUST
400	53343 23123	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9DUST|aMSE
401	53343 23126	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9DUST|aERES
402	53343 23131	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR|1MSE	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9MSE|aDUR
403	53343 23132	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9MSE|aDUST
404	53343 23133	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9MSE|aMLV
405	53343 23135	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9MSE|aFEWX
406	53343 23136	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2DMG|3CGEN|4ASPD|58VULN|6RCR|7CDMG|9MSE|aERES
407	33262 12653	   	179.87	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1DUST|2DUR|3AME|4aAART|5VULN|6BEXP|7RCR|8ASPD|9ZMB
408	11325 14114	   	179.85	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|23TLV|4ASPD|5AART|6CANARM|7RCR|8ZMB|9DUR|aVULN
409	16223 14431	   	179.83	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	1CDMG|2MDPS|3MBVNT|46VULN|58DMG|7ZMB|9FEWX|aRCR
410	16223 14461	   	179.83	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	1CDMG|2MDPS|3MBVNT|46VULN|58DMG|7ZMB|9BEXP|aRCR
411	16223 14871	   	179.83	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	1CDMG|2MDPS|3MBVNT|46VULN|59DMG|7ZMB|8BEXP|aRCR
412	32364 21522	   	179.80	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1RMIN	1DUST|2ERES|3aDUR|4AART|5RMIN|6DMG|7CDMG|8RCR|9VULN
413	12341 23123	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	1CDMG|2FEWX|3AELBLL|4ASPD|5ERES|6BEXP|7AART|8RCR|9aVULN
414	12342 23123	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	1CDMG|2FEWX|3AELBLL|4ASPD|5BEXP|6ERES|7AART|8RCR|9aVULN
415	52513 23122	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9aDUST
416	52513 23123	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9DUST|aMSE
417	52513 23126	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3aERES|4DMG|58VULN|6RCR|7CDMG|9DUST
418	52513 23131	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR|1MSE	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9MSE|aDUR
419	52513 23132	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9MSE|aDUST
420	52513 23133	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9MSE|aMLV
421	52513 23135	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3ERES|4DMG|58VULN|6RCR|7CDMG|9MSE|aFEWX
422	52513 23136	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2ASPD|3aERES|4DMG|58VULN|6RCR|7CDMG|9MSE
423	53543 23122	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2DMG|3ERES|4ASPD|58VULN|6RCR|7CDMG|9aDUST
424	53543 23123	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2DMG|3ERES|4ASPD|58VULN|6RCR|7CDMG|9DUST|aMSE
425	53543 23131	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR|1MSE	1AAC|2DMG|3ERES|4ASPD|58VULN|6RCR|7CDMG|9MSE|aDUR
426	53543 23132	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2DMG|3ERES|4ASPD|58VULN|6RCR|7CDMG|9MSE|aDUST
427	53543 23133	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2DMG|3ERES|4ASPD|58VULN|6RCR|7CDMG|9MSE|aMLV
428	14253 51424	   	179.76	DCR|2VULN|2ASPD|2CDMG	1aCDMG|2RPLT|3LWND|4MBVNT|5aVULN|6LHND|7RCR|8MSLREG|9aASPD|aBPWR
429	16223 14671	   	179.73	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	1CDMG|2MDPS|3MBVNT|46VULN|59DMG|7ZMB|8DUST|aRCR
430	11325 23133	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1CDMG|23TLV|4ASPD|5AART|6aVULN|7BEXP|8RCR|9LWND
431	11325 23153	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1CDMG|23TLV|4ASPD|5AART|6aVULN|7BEXP|8RCR|9LHND
432	53321 21334	   	179.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2DMG|3CGEN|4AART|5aVULN|6LHND|7CDMG|8RCR|9DUST
433	16225 11236	   	179.64	DCR|4VULN|1MDPS|1CDMG|1RMIN	1CDMG|2MDPS|3MBVNT|469aVULN|5RMIN|7RCR|8RCVC
434	11325 21133	   	179.59	DCR|2VULN|1AART|1ASPD|1CDMG	1CDMG|23TLV|4ASPD|5AART|6aVULN|7DUST|8RCR|9LWND
435	11325 21153	   	179.59	DCR|2VULN|1AART|1ASPD|1CDMG	1CDMG|23TLV|4ASPD|5AART|6aVULN|7DUST|8RCR|9LHND
436	53521 21334	   	179.59	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2DMG|3ERES|4AART|5aVULN|6LHND|7CDMG|8RCR|9DUST
437	53111 51633	 * 	179.50	DCR|2VULN|2AAC|1AART|1ASPD|1DMG	15AAC|2DMG|34FEWX|69VULN|7AART|8ASPD|aRCR
