0	Index      	 *	Score 	Summary	Detail	
1	62422 52313	 * 	222.74	ACR|1BASARM|1VULN|1ASPD|1DMG|1BEXP|1CDMG|1AAC	1DUR|2VULN|3AAC|4ASPD|5RCR|6MDPS|7CDMG|8BEXP|9DMG|aBASARM
308	41242 22153	   	193.27	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4FEWX|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aNUKE
309	41262 22151	   	193.27	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4DUR|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aDUST
310	41262 22153	   	193.27	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4DUR|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aNUKE
311	62322 22151	   	193.27	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1DUR|2VULN|3ERES|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aDUST
312	62322 22153	   	193.27	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1DUR|2VULN|3ERES|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aNUKE
313	13145 33362	   	193.27	ACR|2DMG|2AART|1ASPD|1BEXP	1TLV|2DUR|39AART|4RCR|5BEXP|6RMIN|7aDMG|8ASPD
314	11341 33141	   	193.25	ACR|2VULN|2DMG|1AART|1CDMG	17TLV|27VULN|3AART|4RCR|57LWND|6RMIN|7BPWR|8aDMG|9CDMG
315	41341 33141	   	193.25	ACR|2VULN|2DMG|1AART|1CDMG	17ERES|27VULN|3AART|4RCR|57LWND|6RMIN|7BPWR|8aDMG|9CDMG
316	11345 52231	   	193.24	ACR|3BEXP|1VULN|1AART|1DMG|1AAC	1TLV|2VULN|3AART|4RCR|567BEXP|8AAC|9DMG|aMULARM
317	11333 53563	 * 	193.22	ACR|2VULN|3CDMG|1AART|1ASPD|1AAC	1TLV|27VULN|3AART|49aCDMG|5RCR|6AAC|8ASPD
318	41122 22651	   	193.17	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2VULN|3DUR|4ASPD|5RCR|6BEXP|7CDMG|8aDUST|9BASARM
319	41122 22653	   	193.17	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2VULN|3DUR|4ASPD|5RCR|6BEXP|7CDMG|8DUST|9BASARM|aMDPS
320	41212 22651	   	193.17	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4LHND|5RCR|6BEXP|7CDMG|8aDUST|9BASARM
321	41212 22653	   	193.17	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4LHND|5RCR|6BEXP|7CDMG|8DUST|9BASARM|aMDPS
322	62322 22651	   	193.17	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1DUR|2VULN|3ERES|4ASPD|5RCR|6BEXP|7CDMG|8aDUST|9BASARM
323	62322 22653	   	193.17	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1DUR|2VULN|3ERES|4ASPD|5RCR|6BEXP|7CDMG|8DUST|9BASARM|aMDPS
324	62222 65113	   	193.17	ACR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1DUR|2aVULN|3ZMB|4ASPD|5RCR|6aFEWX|7AAC|8CDMG|9aDMG|aBPWR
325	41345 13313	   	193.15	ACR|2VULN|2DMG|1AART|1BEXP	17ERES|29VULN|3AART|4RCR|57DMG|67LHND|7BPWR|8RCVC|aBEXP
326	11343 51431	   	193.14	ACR|2ASPD|1VULN|1AART|1DMG|1AAC	17TLV|2VULN|3AART|4RCR|57ASPD|67AME|7BPWR|8AAC|9DMG|aDUR
327	11122 65114	   	193.07	ACR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1TLV|2aVULN|3DUR|4ASPD|5RCR|6aFEWX|7AAC|8CDMG|9aDMG|aBPWR
328	62422 13114	   	193.07	ACR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1DUR|2aVULN|3AAC|4ASPD|5RCR|6DUST|7aCGEN|8CDMG|9aDMG|aBPWR
329	62422 16113	   	193.07	ACR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1DUR|2aVULN|3AAC|4ASPD|5RCR|6DUST|7aZMB|8CDMG|9aDMG|aBPWR
330	11343 12313	   	193.05	ACR|2VULN|2ASPD|1AART|1BEXP	1TLV|29VULN|3AART|4RCR|57ASPD|6LHND|8RCVC|aBEXP
331	41343 12313	   	193.05	ACR|2VULN|2ASPD|1AART|1BEXP	1ERES|29VULN|3AART|4RCR|57ASPD|6LHND|8RCVC|aBEXP
332	41345 23334	   	193.05	ACR|2VULN|2DMG|1AART|1BEXP	17ERES|27VULN|3AART|4RCR|57DMG|6MBVNT|7BPWR|8RCVC|9MLV|aBEXP
333	41343 22523	   	193.05	ACR|2VULN|2ASPD|1AART|1CDMG	1ERES|28VULN|3AART|4RCR|57ASPD|6MBVNT|9DUR|aCDMG
334	41346 33231	   	193.05	ACR|2VULN|2DMG|1AART|1CDMG	17ERES|27VULN|3AART|4RCR|5MBVNT|6RMIN|7BPWR|8CDMG|9aDMG
335	11343 51432	   	193.04	ACR|2ASPD|1VULN|1AART|1DMG|1AAC	17TLV|2VULN|3AART|4RCR|57ASPD|67AME|7BPWR|8AAC|9DMG|aDLOT
336	11343 51433	   	193.04	ACR|2ASPD|1VULN|1AART|1DMG|1AAC	17TLV|2VULN|3AART|4RCR|57ASPD|67AME|7BPWR|8AAC|9DMG|aERES
337	11343 22313	   	192.95	ACR|2VULN|2ASPD|1AART|1BEXP	1TLV|29VULN|3AART|4RCR|57ASPD|6MBVNT|8RCVC|aBEXP
338	41343 22313	   	192.95	ACR|2VULN|2ASPD|1AART|1BEXP	1ERES|29VULN|3AART|4RCR|57ASPD|6MBVNT|8RCVC|aBEXP
339	11343 22158	   	192.95	ACR|2VULN|2ASPD|1AART|1CDMG	1TLV|2aVULN|3AART|4RCR|57ASPD|6MBVNT|8NUKE|9CDMG
340	11212 25113	   	192.89	ACR|2DMG|1VULN|1ASPD|1CDMG|1BEXP|1AAC	1TLV|2VULN|39DMG|4LHND|5RCR|6BEXP|7AAC|8CDMG|aASPD
341	11242 25113	   	192.89	ACR|2DMG|1VULN|1ASPD|1CDMG|1BEXP|1AAC	1TLV|2VULN|39DMG|4FEWX|5RCR|6BEXP|7AAC|8CDMG|aASPD
342	41122 25113	   	192.89	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG|1AAC	1ERES|2VULN|3DUR|4aASPD|5RCR|6BEXP|7AAC|8CDMG|9DMG
343	41212 25113	   	192.89	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG|1AAC	1ERES|2VULN|39DMG|4LHND|5RCR|6BEXP|7AAC|8CDMG|aASPD
344	41242 25113	   	192.89	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG|1AAC	1ERES|2VULN|39DMG|4FEWX|5RCR|6BEXP|7AAC|8CDMG|aASPD
345	41262 25113	   	192.89	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG|1AAC	1ERES|2VULN|39DMG|4DUR|5RCR|6BEXP|7AAC|8CDMG|aASPD
346	62322 25113	   	192.89	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG|1AAC	1DUR|2VULN|3ERES|4aASPD|5RCR|6BEXP|7AAC|8CDMG|9DMG
347	41343 12423	   	192.75	ACR|2VULN|2ASPD|1AART|1BEXP	1ERES|28VULN|3AART|4RCR|57ASPD|6LHND|9RCVC|aBEXP
