0	Index      	 *	Score 	Summary	Detail	
1	54131 48224	 * 	199.28	ACR|2VULN|3BEXP|1ASPD|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9ASPD
308	23421 23234	   	178.90	ACR|2VULN|2ASPD|1BEXP|1AAC	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9AAC|aBEXP
309	23461 15231	   	178.87	ACR|2VULN|1DMG|1ASPD|1AART	18VULN|2RMIN|3RCR|4ERES|5DMG|6AEMAG|7ASPD|9AART|aBELT
310	23461 15233	   	178.87	ACR|2VULN|1ASPD|1DMG|1AART	18VULN|2RMIN|3RCR|4ERES|5DMG|6AEMAG|7ASPD|9AART|aRPLT
311	21166 13215	 * 	178.83	ACR|2DMG|1VULN|1AART|1ASPD	1VULN|2FEWX|3VENICY|4AART|5RCR|6ZMB|7ASPD|8MDPS|9aDMG
312	13324 21243	   	178.82	ACR|2ASPD|1VULN|1AART|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|5VULN|68ASPD|7AAC|9CGEN|aAART
313	23421 21264	   	178.80	ACR|2VULN|2ASPD|1BEXP|1AAC	19VULN|2RMIN|3RCR|4MDPS|5DMSP|68ASPD|7AAC|aBEXP
314	23461 11251	   	178.71	ACR|2VULN|2ASPD|1DMG	1aVULN|2RMIN|3RCR|47ERES|5DMG|6AEMAG|89ASPD
315	23434 43233	 * 	178.67	ACR|3VULN|1DMG|1AART|1BEXP	156VULN|2RMIN|3RCR|46LWND|6BPWR|7FLTFST|8BEXP|9DMG|aAART
316	35163 23314	   	178.51	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1DMSP|2CDMG|3MDPS|4CGEN|5RCR|6LHND|7BEXP|8RCVC|9BASARM|aASPD
317	55513 22333	 * 	178.46	ACR|2ASPD|1VULN|2BEXP|1CDMG	1ZMB|2aBEXP|3CDMG|4VULN|5RCR|6aLHND|7TLV|8aASPD|9MDPS|aBPWR
318	23426 23253	   	178.40	ACR|2VULN|2ASPD|1AART	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9FEWX|aAART
319	23432 28213	   	178.40	ACR|2VULN|2DMG|1AART	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9AIRARM|aAART
320	23432 28243	   	178.40	ACR|2VULN|2DMG|1AART	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9DUST|aAART
321	21166 16122	   	178.39	ACR|2VULN|1BASARM|1AART	17VULN|2FEWX|37VENICY|4AART|5RCR|67ZMB|7BPWR|8RPLT|9BASARM|aLIT
322	23445 13221	   	178.39	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|7RCVC|89BEXP|aDMG
323	23455 13221	   	178.39	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4MLV|5FLTARM|6ASPD|7RCVC|89BEXP|aDMG
324	23426 23212	   	178.30	ACR|2VULN|2ASPD|1AART	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9AIRARM|aAART
325	23426 23263	   	178.30	ACR|2VULN|2ASPD|1AART	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9LEGI|aAART
326	21166 16121	   	178.29	ACR|2VULN|1BASARM|1AART	17VULN|2FEWX|37VENICY|4AART|5RCR|67ZMB|7BPWR|8RPLT|9BASARM|aERES
327	23465 13221	   	178.29	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4ERES|5FLTARM|6ASPD|7RCVC|89BEXP|aDMG
328	13324 51235	 * 	178.01	ACR|2VULN|2BEXP|3AAC|1CDMG	18DUST|2RMIN|38BEXP|4RCR|58VULN|679AAC|8BPWR|aCDMG
329	23445 11233	   	177.99	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1VULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|7DMSP|8BEXP|9DMG|aAART
330	23445 12133	   	177.99	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1VULN|2RMIN|3RCR|48CGEN|5FLTARM|6ASPD|7BEXP|9DMG|aAART
331	61124 23611	   	177.99	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG|1AAC	1LWND|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9AAC|aBEXP
332	23441 15313	   	177.89	ACR|1VULN|1DMG|1ASPD|1AART|1BEXP	1VULN|2RMIN|3RCR|4CGEN|5DMG|6AEMAG|7ASPD|8BEXP|9MSLFST|aAART
333	23465 11233	   	177.89	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1VULN|2RMIN|3RCR|4ERES|5FLTARM|6ASPD|7DMSP|8BEXP|9DMG|aAART
334	13431 15253	   	177.89	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7ASPD|8VULN|9BEXP|aAART
335	11124 23611	   	177.89	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG|1AAC	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9AAC|aBEXP
336	14124 23611	   	177.89	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG|1AAC	1DUST|2LWND|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9AAC|aBEXP
337	23426 21213	 * 	177.82	ACR|2ASPD|1VULN|2AAC|1BEXP	1VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7aAAC|9BEXP
338	23461 15313	   	177.79	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1VULN|2RMIN|3RCR|4ERES|5DMG|6AEMAG|7ASPD|8BEXP|9MSLFST|aAART
339	23466 13233	   	177.79	ACR|1VULN|1DMG|1ASPD|1AART|1BEXP	1VULN|2RMIN|3RCR|4ERES|5ASPD|6AEMAG|7SNIFST|8BEXP|9DMG|aAART
340	13324 66323	 * 	177.79	ACR|2VULN|2AART|2BEXP	1DUST|2RMIN|39BEXP|4RCR|58VULN|6DUR|7aAART
341	23441 63231	   	177.73	ACR|3DMG|1VULN|1BEXP	1VULN|2RMIN|3RCR|4CGEN|59aDMG|6SPLARM|7RCVC|8BEXP
342	23451 63231	   	177.73	ACR|3DMG|1VULN|1BEXP	1VULN|2RMIN|3RCR|4MLV|59aDMG|6SPLARM|7RCVC|8BEXP
343	23426 22161	   	177.68	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4MDPS|5RCVC|6ASPD|7LIT|8TLV|9BASARM|aSPLREG
344	23426 22162	   	177.68	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4MDPS|5RCVC|6ASPD|7LIT|8TLV|9BASARM|aERES
345	13321 51323	   	177.64	ACR|2ASPD|1DMG|1VULN|1BEXP	18DUST|2RMIN|3BEXP|4RCR|5RCVC|68ASPD|78ERES|8BPWR|9DMG|aVULN
346	23461 63231	   	177.63	ACR|3DMG|1VULN|1BEXP	1VULN|2RMIN|3RCR|4ERES|59aDMG|6SPLARM|7RCVC|8BEXP
347	54144 23126	   	177.52	ACR|2DMG|1VULN|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7aDMG|8BELT|9AART
348	54144 43126	   	177.52	ACR|2DMG|1VULN|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7aDMG|8BELT|9AART
349	23432 28281	   	177.51	ACR|3DMG|2VULN	18VULN|2RMIN|3RCR|48aLWND|5RCVC|6MBVNT|789DMG|8BPWR
350	23432 28283	   	177.51	ACR|3DMG|2VULN	18VULN|2aRMIN|3RCR|48LWND|5RCVC|6MBVNT|789DMG|8BPWR
351	23432 28284	   	177.51	ACR|3DMG|2VULN	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|789DMG|8BPWR|aRPLT
352	23432 28226	   	177.41	ACR|3DMG|2VULN	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78aDMG|8BPWR|9AME
353	23432 28282	   	177.41	ACR|3DMG|2VULN	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|789DMG|8BPWR|aDUST
354	23433 25253	   	177.31	ACR|2VULN|3BEXP|1ASPD	18VULN|2RMIN|3RCR|489LWND|5FEWX|6ASPD|78aBEXP|8BPWR
355	61561 31332	   	177.31	ACR|1BASARM|1VULN|1BEXP|1CDMG	15LWND|27FEWX|3MBVNT|4RCR|6BASARM|8BEXP|9VULN|aCDMG
356	61561 32432	   	177.31	ACR|1BASARM|1VULN|1BEXP|1CDMG	15LWND|2FEWX|3MBVNT|4RCR|6BASARM|7BEXP|8DMSP|9VULN|aCDMG
357	23426 23241	   	177.31	ACR|3ASPD|2VULN	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68aASPD|7DMSP|8BPWR|9AEMAG
358	23425 62333	   	177.29	ACR|2VULN|1BASARM|1BEXP	17VULN|2RMIN|3RCR|4MDPS|5CGEN|6RPLT|8BASARM|9BEXP|aFEWX
359	61561 31133	   	177.29	ACR|1BASARM|2VULN|1AART	15LWND|27FEWX|3MBVNT|4RCR|6BASARM|89VULN|aAART
360	54144 46121	   	177.28	ACR|1VULN|2BEXP|1ASPD|2CDMG	18ZMB|2MBVNT|3RCR|48CDMG|5VULN|6LWND|78BEXP|8BPWR|9FEWX|aASPD
361	54144 46142	   	177.28	ACR|1VULN|2BEXP|2CDMG|1ASPD	18ZMB|2MBVNT|3RCR|48CDMG|5VULN|6LWND|78BEXP|8BPWR|9ASPD|aMLV
362	54144 46143	   	177.28	ACR|1VULN|2BEXP|1ASPD|2CDMG	18ZMB|2MBVNT|3RCR|48CDMG|5VULN|6LWND|78BEXP|8BPWR|9ASPD|aLHND
363	54144 46144	   	177.28	ACR|1VULN|2BEXP|1ASPD|2CDMG	18ZMB|2MBVNT|3RCR|48CDMG|5VULN|6LWND|78BEXP|8BPWR|9ASPD|aFEWX
364	23433 25215	   	177.21	ACR|2VULN|3BEXP|1ASPD	18VULN|2RMIN|3RCR|48LWND|5FEWX|6ASPD|78aBEXP|8BPWR|9TLV
365	54131 48214	   	177.21	ACR|2VULN|3BEXP|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9FEWX
366	54131 48234	   	177.21	ACR|2VULN|3BEXP|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9CGEN
367	51432 53121	 * 	177.20	ACR|2ASPD|2BEXP|1DMG	14ZMB|24LWND|3RCR|4BPWR|58BEXP|6aASPD|7RMIN|9DMG
368	23425 62331	   	177.19	ACR|2VULN|1BASARM|1BEXP	17VULN|2RMIN|3RCR|4MDPS|5CGEN|6RPLT|8BASARM|9BEXP|aAME
369	54144 46113	   	177.18	ACR|1VULN|2BEXP|1ASPD|2CDMG	18ZMB|2MBVNT|3RCR|48CDMG|5VULN|6LWND|78BEXP|8BPWR|9SNIHEL|aASPD
370	13322 21656	   	177.11	ACR|2ASPD|2BEXP|1VULN|1AAC	19DUST|2RMIN|38BEXP|4RCR|59FEWX|69ASPD|7AAC|9BPWR|aVULN
371	51432 51121	   	177.10	ACR|2ASPD|2BEXP|1DMG	14ZMB|24LWND|3RCR|4BPWR|58BEXP|6aASPD|7ERES|9DMG
372	23436 35113	   	177.08	ACR|1VULN|2BEXP|1ASPD|2CDMG	1VULN|2RMIN|3RCR|4LWND|5SNIHEL|68BEXP|79CDMG|aASPD
373	54144 46341	   	177.08	ACR|1VULN|2BEXP|2CDMG|1ASPD	1ZMB|2MBVNT|3RCR|48CDMG|5VULN|6LWND|7aBEXP|9ASPD
374	61122 23631	 * 	177.02	ACR|3BEXP|1ASPD|1AART|1CDMG	1LWND|2FEWX|3MLV|4RCR|59aBEXP|6ASPD|7AART|8CDMG
375	23441 62322	   	177.01	ACR|3BEXP|2VULN|1DMG	1aVULN|2RMIN|3RCR|4CGEN|5DMG|6SPLARM|789BEXP
376	23445 12322	   	177.01	ACR|3BEXP|2VULN|1ASPD	1aVULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|789BEXP
377	63432 51121	   	177.00	ACR|2ASPD|2BEXP|1DMG	14LWND|2RMIN|3RCR|4BPWR|58BEXP|6aASPD|7ERES|9DMG
378	13441 42211	   	176.99	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46CGEN|56DMG|6BPWR|7RPLT|8DUR|9BASARM|aLWND
379	13441 42213	   	176.99	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46CGEN|56DMG|6BPWR|7RPLT|8DUR|9BASARM|aFEWX
380	13441 43211	   	176.99	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46CGEN|56DMG|6BPWR|7DUR|8RPLT|9BASARM|aLWND
381	13441 43213	   	176.99	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46CGEN|56DMG|6BPWR|7DUR|8RPLT|9BASARM|aFEWX
382	11124 23625	   	176.99	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BELT|aDMG
383	54142 23417	   	176.97	ACR|1BASARM|1VULN|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LHND|7CGEN|8AAC|9BASARM|aVULN
384	54142 43417	   	176.97	ACR|1BASARM|1VULN|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LWND|7CGEN|8AAC|9BASARM|aVULN
385	35332 24122	   	176.92	ACR|2ASPD|1VULN|1AART|1CDMG|1AAC	1DMSP|2CDMG|3FEWX|4BELT|5RCR|6AAC|79ASPD|8AART|aVULN
386	35332 34332	   	176.92	ACR|2ASPD|1VULN|1AART|1CDMG|1AAC	1DMSP|2CDMG|3FEWX|4BELT|5RCR|67ASPD|8AART|9AAC|aVULN
387	52432 51121	   	176.90	ACR|2ASPD|2BEXP|1DMG	14ZMB|24DUST|3RCR|4BPWR|58BEXP|6aASPD|7ERES|9DMG
388	54132 61121	   	176.90	ACR|2ASPD|2BEXP|1DMG	14ZMB|2MBVNT|3RCR|4BPWR|58BEXP|6aASPD|7ERES|9DMG
389	13324 51215	 * 	176.90	ACR|2VULN|2BEXP|1DMG|2AAC	18DUST|2RMIN|38BEXP|4RCR|58VULN|67AAC|8BPWR|9AIRARM|aDMG
390	13324 51241	 * 	176.90	ACR|2VULN|2BEXP|1ASPD|2AAC	18DUST|2RMIN|38BEXP|4RCR|58VULN|67AAC|8BPWR|9AEMAG|aASPD
391	54146 21243	 * 	176.90	ACR|1VULN|1ASPD|1BASICY|1CDMG|1BEXP	1ZMB|2MBVNT|3RCR|4CDMG|5DMSP|6BEXP|7VULN|8RCVC|9BASICY|aASPD
392	13441 36211	   	176.89	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|4CGEN|57DMG|6aLWND|8RPLT|9BASARM
393	13441 36213	   	176.89	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|4CGEN|57DMG|6LWND|8RPLT|9BASARM|aFEWX
394	13441 42212	   	176.89	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46CGEN|56DMG|6BPWR|7RPLT|8DUR|9BASARM|aMDPS
395	13441 43212	   	176.89	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46CGEN|56DMG|6BPWR|7DUR|8RPLT|9BASARM|aMDPS
396	54142 22417	   	176.87	ACR|1BASARM|1VULN|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LHND|7ERES|8AAC|9BASARM|aVULN
397	54142 42417	   	176.87	ACR|1BASARM|1VULN|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LWND|7ERES|8AAC|9BASARM|aVULN
398	11124 21641	   	176.82	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AAC	1DUST|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AAC|8BEXP|9CDMG
399	13324 21241	   	176.82	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AAC	1DUST|2RMIN|3BEXP|4RCR|5VULN|68ASPD|7AAC|9CGEN|aCDMG
400	13324 21341	   	176.82	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AAC	1DUST|2RMIN|3BEXP|4RCR|5VULN|6aASPD|7AAC|8DUR|9CDMG
401	13432 51121	   	176.80	ACR|2ASPD|2BEXP|1DMG	14DUST|2RMIN|3RCR|4BPWR|58BEXP|6aASPD|7ERES|9DMG
402	23444 23133	 * 	176.80	ACR|2VULN|3BEXP|1AART	19VULN|2RMIN|3RCR|4CGEN|59FEWX|69aBEXP|7AART|8MDPS|9BPWR
403	23454 23133	   	176.80	ACR|2VULN|3BEXP|1AART	19VULN|2RMIN|3RCR|4MLV|59FEWX|69aBEXP|7AART|8MDPS|9BPWR
404	13451 42211	   	176.79	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46AME|56DMG|6BPWR|7RPLT|8DUR|9BASARM|aLWND
405	13451 42213	   	176.79	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46AME|56DMG|6BPWR|7RPLT|8DUR|9BASARM|aFEWX
406	13451 43211	   	176.79	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46AME|56DMG|6BPWR|7DUR|8RPLT|9BASARM|aLWND
407	13451 43213	   	176.79	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46AME|56DMG|6BPWR|7DUR|8RPLT|9BASARM|aFEWX
408	13451 36211	   	176.79	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|4AME|57DMG|6aLWND|8RPLT|9BASARM
409	13451 36213	   	176.79	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|4AME|57DMG|6LWND|8RPLT|9BASARM|aFEWX
410	13461 36211	   	176.79	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|4ERES|57DMG|6aLWND|8RPLT|9BASARM
411	13461 36213	   	176.79	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|4ERES|57DMG|6LWND|8RPLT|9BASARM|aFEWX
412	13324 11622	   	176.79	ACR|1VULN|1ASPD|1AART|1CDMG|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|5VULN|6AME|7AAC|8AART|9ASPD|aCDMG
413	23452 21331	   	176.76	ACR|1VULN|2BEXP|1AART|1CDMG|1AAC	1VULN|2RMIN|3RCR|4MLV|5LIT|6AAC|7AART|89BEXP|aCDMG
414	11224 21641	   	176.72	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AAC	1DUST|2FEWX|3ERES|4RCR|5VULN|6aASPD|7AAC|8BEXP|9CDMG
415	23464 23133	   	176.70	ACR|2VULN|3BEXP|1AART	19VULN|2RMIN|3RCR|4ERES|59FEWX|69aBEXP|7AART|8MDPS|9BPWR
416	13451 42212	   	176.69	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46AME|56DMG|6BPWR|7RPLT|8DUR|9BASARM|aMDPS
417	13451 43212	   	176.69	ACR|1BASARM|2DMG	1DUST|2RMIN|3RCR|46AME|56DMG|6BPWR|7DUR|8RPLT|9BASARM|aMDPS
418	54123 34274	   	176.69	ACR|1BASARM|2ASPD	1ZMB|2MBVNT|3RCR|4MDPS|5RMIN|6DUR|7aASPD|8ERES|9BASARM
419	35163 23214	   	176.61	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1DMSP|2CDMG|3MDPS|4CGEN|5RCR|68LHND|7BEXP|9BASARM|aASPD
420	61561 32222	   	176.38	ACR|1BASARM|2BEXP|1CDMG	15LWND|2FEWX|3MBVNT|4RCR|6BASARM|79BEXP|8DUR|aCDMG
421	23434 32152	 * 	176.36	ACR|2VULN|2AART|1DMG	15VULN|2RMIN|3RCR|4LWND|6AME|7aAART|8DMSP|9DMG
422	51432 51123	   	176.28	ACR|2BEXP|1ASPD|1DMG|1VULN	14ZMB|24LWND|3RCR|4BPWR|58BEXP|6ASPD|7ERES|9DMG|aVULN
423	23445 11221	   	176.18	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|7DMSP|89BEXP|aDMG
424	23445 12121	   	176.18	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|48CGEN|5FLTARM|6ASPD|79BEXP|aDMG
425	23445 12331	   	176.18	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|78BEXP|9DMG|aMLV
426	23445 12332	   	176.18	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|78BEXP|9DMG|aDUR
427	23455 11221	   	176.18	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4MLV|5FLTARM|6ASPD|7DMSP|89BEXP|aDMG
428	63432 51123	   	176.18	ACR|2BEXP|1ASPD|1DMG|1VULN	14LWND|2RMIN|3RCR|4BPWR|58BEXP|6ASPD|7ERES|9DMG|aVULN
429	23441 26213	   	176.09	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7LIT|8BEXP|9ASPD|aCDMG
430	23441 33231	   	176.09	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4CGEN|5DMG|6LWND|7DUR|8ASPD|9CDMG|aBEXP
431	23441 52231	   	176.09	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4CGEN|5DMG|6LHND|7LWND|8ASPD|9CDMG|aBEXP
432	23451 33231	   	176.09	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4MLV|5DMG|6LWND|7DUR|8ASPD|9CDMG|aBEXP
433	23451 52231	   	176.09	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4MLV|5DMG|6LHND|7LWND|8ASPD|9CDMG|aBEXP
434	61122 23124	   	176.09	ACR|1ASPD|1DMG|1VULN|1AART|1BEXP	1LWND|2FEWX|3MLV|4RCR|5BEXP|6ASPD|7AART|8RMIN|9DMG|aVULN
435	61122 63325	   	176.09	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1LWND|2FEWX|3MLV|4RCR|5BEXP|6DUR|7AART|8VULN|9ASPD|aDMG
436	11562 18422	   	176.08	ACR|1BASARM|2BEXP|1CDMG	1DUST|2FEWX|3MBVNT|4RCR|5AME|6TLV|7BASARM|89BEXP|aCDMG
437	23465 11221	   	176.08	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4ERES|5FLTARM|6ASPD|7DMSP|89BEXP|aDMG
438	52432 51123	   	176.08	ACR|2BEXP|1ASPD|1DMG|1VULN	14ZMB|24DUST|3RCR|4BPWR|58BEXP|6ASPD|7ERES|9DMG|aVULN
439	54132 61123	   	176.08	ACR|2BEXP|1ASPD|1DMG|1VULN	14ZMB|2MBVNT|3RCR|4BPWR|58BEXP|6ASPD|7ERES|9DMG|aVULN
440	54131 48324	   	176.08	ACR|2BEXP|1VULN|1ASPD|1DMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6aBEXP|7VULN|8MDPS|9ASPD
441	61124 23124	   	176.07	ACR|2VULN|1ASPD|1DMG|1AART	1LWND|2FEWX|3MLV|4RCR|5aVULN|6ASPD|7AART|8RMIN|9DMG
442	11124 23143	   	175.99	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8RMIN|9BEXP|aDMG
443	14124 23143	   	175.99	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1DUST|2LWND|3MLV|4RCR|5VULN|6ASPD|7AART|8RMIN|9BEXP|aDMG
444	23461 33231	   	175.99	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4ERES|5DMG|6LWND|7DUR|8ASPD|9CDMG|aBEXP
445	23461 52231	   	175.99	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4ERES|5DMG|6LHND|7LWND|8ASPD|9CDMG|aBEXP
446	54144 23811	   	175.99	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7DMG|8BEXP|9MLV|aASPD
447	54144 23821	   	175.99	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7DMG|8BEXP|9CGEN|aASPD
448	54144 23841	   	175.99	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7DMG|8BEXP|9RMIN|aASPD
449	54144 43811	   	175.99	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8BEXP|9MLV|aASPD
450	54144 43821	   	175.99	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8BEXP|9CGEN|aASPD
451	54144 43841	   	175.99	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8BEXP|9RMIN|aASPD
452	61122 23424	   	175.99	ACR|1ASPD|1DMG|1VULN|1AART|1BEXP	1LWND|2FEWX|3MLV|4RCR|5BEXP|6ASPD|7AART|8ERES|9DMG|aVULN
453	61122 23524	   	175.99	ACR|1ASPD|1DMG|1VULN|1AART|1BEXP	1LWND|2FEWX|3MLV|4RCR|5BEXP|6ASPD|7AART|8AME|9DMG|aVULN
454	61222 23124	   	175.99	ACR|1ASPD|1DMG|1VULN|1AART|1BEXP	1LWND|2FEWX|3ERES|4RCR|5BEXP|6ASPD|7AART|8RMIN|9DMG|aVULN
455	61222 23524	   	175.99	ACR|1ASPD|1DMG|1VULN|1AART|1BEXP	1LWND|2FEWX|3ERES|4RCR|5BEXP|6ASPD|7AART|8CGEN|9DMG|aVULN
456	13432 51123	   	175.98	ACR|2BEXP|1ASPD|1DMG|1VULN	14DUST|2RMIN|3RCR|4BPWR|58BEXP|6ASPD|7ERES|9DMG|aVULN
457	23466 13221	   	175.98	ACR|1VULN|2BEXP|1ASPD|1DMG	1VULN|2RMIN|3RCR|4ERES|5ASPD|6AEMAG|7SNIFST|89BEXP|aDMG
458	11124 23124	   	175.97	ACR|2VULN|1ASPD|1DMG|1AART	1DUST|2FEWX|3MLV|4RCR|5aVULN|6ASPD|7AART|8RMIN|9DMG
459	14124 23124	   	175.97	ACR|2VULN|1ASPD|1DMG|1AART	1DUST|2LWND|3MLV|4RCR|5aVULN|6ASPD|7AART|8RMIN|9DMG
460	61224 23124	   	175.97	ACR|2VULN|1ASPD|1DMG|1AART	1LWND|2FEWX|3ERES|4RCR|5aVULN|6ASPD|7AART|8RMIN|9DMG
461	61561 34131	   	175.97	ACR|1BASARM|1AART|1VULN|1AAC	15LWND|2FEWX|3MBVNT|4RCR|6BASARM|7RPLT|8AART|9AAC|aVULN
462	23441 63221	   	175.91	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|4CGEN|5aDMG|6SPLARM|7RCVC|89BEXP
