0	Index      	 *	Score 	Summary	Detail	
1	41621 33423	 * 	215.65	DCR|3DMG|2VULN|1ASPD|1CDMG|1AAC|1ZMB	18VULN|237DMG|4AAC|5ASPD|6ZMB|9CDMG|aRCR
312	43612 21163	   	186.60	DCR|2AART|1MDPS|1VULN|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7LWND|89AART|aMDPS
313	12343 32526	 * 	186.55	DCR|3ASPD|1AART|1VULN|1CDMG	1LWND|2BASARM|3CGEN|469ASPD|5AART|7VULN|8RCR|aCDMG
314	43652 23221	   	186.51	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1VULN|2ZMB|3aDMG|4RMIN|5DUR|6RCR|7ASPD|89DUST
315	43612 22142	   	186.50	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|aRCVC
316	43233 23523	   	186.44	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13VULN|2ZMB|4MULARM|5DUR|6RMIN|7BELT|8RCR|9AART|aDMG
317	41215 32342	   	186.31	DCR|2VULN|1AART|1ASPD|1DMG	13VULN|2DMG|4RPLT|5ASPD|69RMIN|7AART|8RCVC|aRCR
318	44444 23311	   	186.25	DCR|2VULN|2ASPD|1DMG|1DUR	18VULN|2LIT|3MBVNT|4DUST|59ASPD|6RCR|7DUR|aDMG
319	42141 62311	   	186.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	18VULN|2SPLJET|3ZMB|4ASPD|57BEXP|6AART|9CDMG|aRCR
320	43612 22141	   	186.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|aFEWX
321	43612 22144	   	186.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|aLWND
322	43612 22147	   	186.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|aBEXP
323	16362 13213	   	186.16	DCR|2VULN|2ASPD|1AART|1DUR	1LWND|26VULN|3AART|47ASPD|5BEXP|8RCR|9AME|aDUR
324	16362 13233	   	186.16	DCR|2VULN|2ASPD|1AART|1DUR	1LWND|26VULN|3AART|47ASPD|5BEXP|8RCR|9MLV|aDUR
325	16365 13213	   	186.16	DCR|2VULN|2ASPD|1AART|1DUR	1LWND|26VULN|3AART|47ASPD|5FEWX|8RCR|9AME|aDUR
326	16365 13233	   	186.16	DCR|2VULN|2ASPD|1AART|1DUR	1LWND|26VULN|3AART|47ASPD|5FEWX|8RCR|9MLV|aDUR
327	41123 52141	 * 	186.14	ACR|3DMG|2VULN|1AART|2DUR|1AAC	1aVULN|26aDMG|3TLV|4RCR|5MLV|7aDUR|8AART|9AAC|aBPWR
328	43333 52243	   	186.09	DCR|2VULN|2DMG|2DUR|1AAC|2ZMB	18VULN|28ZMB|3DMSP|4MULARM|56DUR|78DMG|8BPWR|9RCR|aAAC
329	43612 22145	   	186.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1MSE	19VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|aMSE
330	43612 22148	   	186.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|aDUST
331	41215 41123	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2DMG|4RPLT|5ASPD|6ZMB|7TLV|8BEXP|9RCR
332	41215 43123	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2DMG|4RPLT|5ASPD|6ZMB|7LHND|8ERES|9RCR
333	41216 12423	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2DMG|4RPLT|5ZMB|6DUST|7CGEN|8ASPD|9RCR
334	41216 23423	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2DMG|4RPLT|5ZMB|6ERES|7LHND|8ASPD|9RCR
335	43215 13523	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2ZMB|4RPLT|5ASPD|6DUST|7DMG|8MLV|9RCR
336	43215 25123	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2ZMB|4RPLT|5ASPD|6ERES|7DMG|8BEXP|9RCR
337	43215 25323	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2ZMB|4RPLT|5ASPD|6ERES|7DMG|8LWND|9RCR
338	41143 13223	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	18aVULN|2DMG|3TLV|4RPLT|5LHND|6ASPD|7ZMB|9RCR
339	41221 32623	   	185.99	DCR|3VULN|1ASPD|1DMG|1AAC|1ZMB	13aVULN|2DMG|4AAC|5ASPD|6ZMB|7LHND|8RPLT|9RCR
340	41232 31256	 * 	185.96	DCR|4VULN|1SPLARM|1DMG	1368VULN|2DMG|48MULARM|568TLV|68BPWR|7LEGI|9RCR|aSPLARM
341	11453 25321	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LWND|2DMG|3FEWX|4ZMB|5ASPD|6RCR|7VULN|8DUR|9AART|aBELT
342	11453 25322	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LWND|2DMG|3FEWX|4ZMB|5ASPD|6RCR|7VULN|8DUR|9AART|aMLV
343	61353 25321	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DMG|3LWND|4ZMB|5ASPD|6RCR|7VULN|8DUR|9AART|aBELT
344	61353 25322	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DMG|3LWND|4ZMB|5ASPD|6RCR|7VULN|8DUR|9AART|aMLV
345	43611 23222	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4CGEN|5LHND|6RCR|7ASPD|8MLV|9DUR|aAART
346	44444 21423	   	185.92	DCR|2VULN|2ASPD|1AART	1aVULN|2LIT|3MBVNT|4aDUST|5aASPD|6RCR|7RPLT|8AART|9RMIN|aBPWR
347	41215 41323	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2DMG|4RPLT|5ASPD|6ZMB|7TLV|8LEGI|9RCR
348	43215 13123	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2ZMB|4RPLT|5ASPD|6DUST|7DMG|8ERES|9RCR
349	43224 13423	   	185.89	DCR|3VULN|1ASPD|1DMG|1AAC|1ZMB	13aVULN|2ZMB|4AAC|5RPLT|6DUST|7DMG|8ASPD|9RCR
350	41215 32233	   	185.87	DCR|2VULN|1AART|1ASPD|1DMG	13VULN|2DMG|4RPLT|5ASPD|6RMIN|7AART|8MLV|9RCR|aFEWX
351	41215 32236	   	185.87	DCR|2VULN|1AART|1ASPD|1DMG	13VULN|2DMG|4RPLT|5ASPD|6RMIN|7AART|8MLV|9RCR|aDMSP
352	41315 32232	   	185.87	DCR|2VULN|1AART|1ASPD|1DMG	1aVULN|2DMG|3DMSP|4RPLT|5ASPD|6RMIN|7AART|8MLV|9RCR
353	21353 22123	   	185.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LHND|2DMG|3LWND|4ZMB|5ASPD|6RCR|7DUR|8AART|9DUST|aVULN
354	51353 25321	   	185.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DMG|2DUST|3LWND|4ZMB|5ASPD|6RCR|7VULN|8DUR|9AART|aBELT
355	51353 25322	   	185.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DMG|2DUST|3LWND|4ZMB|5ASPD|6RCR|7VULN|8DUR|9AART|aMLV
356	41453 22324	   	185.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2DMG|3FEWX|4ZMB|5MLV|6RCR|7MBVNT|8DUR|9AART|aASPD
357	43612 22115	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|9BELT|aASPD
358	43616 22324	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4CGEN|5FEWX|6RCR|7MBVNT|8DUR|9AART|aASPD
359	53311 23452	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1DMG|2AAC|3DUR|4CGEN|5LHND|6RCR|7ASPD|8VULN|9ZMB|aAART
360	43215 22533	   	185.85	DCR|2VULN|2AART|1ASPD|1ZMB	13VULN|2ZMB|4RPLT|5ASPD|6ERES|78AART|9MSLFST|aRCR
361	43215 53121	   	185.83	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR	13VULN|2ZMB|4RPLT|5ASPD|6DUR|7DMG|8ERES|9RCR|aMDPS
362	43612 23413	   	185.80	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	18VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7ASPD|9TLV|aAAC
363	21353 23245	   	185.78	DCR|2DMG|2ASPD|1VULN|1ZMB	1LHND|29DMG|3LWND|4ZMB|59ASPD|6RCR|7ERES|89AME|9BPWR|aVULN
364	41215 32312	   	185.77	DCR|2VULN|1AART|1ASPD|1DMG	13VULN|2DMG|4RPLT|5ASPD|6RMIN|7AART|89RCVC|aRCR
365	41215 32231	   	185.77	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	13VULN|2DMG|4RPLT|5ASPD|6RMIN|7AART|8MLV|9RCR|aSELL
366	41215 32234	   	185.77	DCR|2VULN|1AART|1ASPD|1DMG	13VULN|2DMG|4RPLT|5ASPD|6RMIN|7AART|8MLV|9RCR|aLEGI
367	43633 22324	   	185.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4DUST|5MLV|6RCR|7MBVNT|8DUR|9AART|aASPD
368	43612 22124	   	185.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|9DUST|aASPD
369	12343 32531	   	185.75	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1LWND|2BASARM|3CGEN|46ASPD|5AART|7VULN|8RCR|9DMG|aDUR
370	21621 34623	   	185.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1LHND|23DMG|4AAC|5ASPD|6ZMB|7aVULN|8RPLT|9RCR
371	41621 32623	   	185.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1aVULN|23DMG|4AAC|5ASPD|6ZMB|7LHND|8RPLT|9RCR
372	41223 33244	 * 	185.69	DCR|4VULN|1DMG|1CDMG|1AAC	1389VULN|2DMG|4AAC|5CGEN|6CDMG|7RPLT|aRCR
