0	Index      	 *	Score 	Summary	Detail	
1	11233 26134	 * 	212.27	DCR|3ASPD|2DMG|1AART|1CDMG|2DUR	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78DMG|8BPWR|9RCR|aAART
324	33422 31124	   	183.52	DCR|3AART|2VULN|3DUR	1LIT|23aDUR|479AART|56VULN|8RCR
325	33352 18326	   	183.50	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	16LIT|2DUR|3DMG|4MBVNT|56VULN|6BPWR|78ZMB|9RCR|aAART
326	13632 12653	   	183.48	DCR|3VULN|1ASPD|2DUR|1AAC|1ZMB	1ASPD|2AAC|35DUR|469VULN|7RCR|8LIT|aZMB
327	14433 12411	   	183.47	DCR|3VULN|1AART|1ASPD	1ASPD|25LHND|3MLV|46aVULN|7RCR|8RMIN|9AART
328	12661 31531	   	183.42	DCR|2AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2LWND|3RMIN|47DUR|5CDMG|6DMG|8aAART|9RCR
329	14433 12311	   	183.37	DCR|3VULN|1AART|1ASPD	1ASPD|25LHND|3MLV|46aVULN|7RCR|8TLV|9AART
330	13361 31531	   	183.32	DCR|2AART|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|3LHND|47DUR|5CDMG|6DMG|8aAART|9RCR
331	24131 16623	   	183.31	DCR|2VULN|1MDPS|1ASPD|1CDMG|2DUR|2ZMB	1FEWX|2aDUR|3LHND|4CDMG|5aZMB|6MDPS|7ASPD|8RCR|9aVULN|aBPWR
332	13231 12132	   	183.27	DCR|3VULN|1AART|1ASPD|1AAC	1ASPD|2AAC|3RMIN|46aVULN|5ERES|7RCR|8RPLT|9AART
333	33366 12316	   	183.20	DCR|1AART|1VULN|1ASPD|1DMG|2DUR|1ZMB	1LIT|29DUR|3DMG|4AART|5FEWX|6ZMB|7VULN|8ASPD|aRCR
334	33325 22315	   	183.18	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1LIT|2DUR|3DMG|4MLV|5VULN|68ZMB|7ASPD|9RCR|aAART
335	33323 12315	   	183.18	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1LIT|2DUR|3DMG|4MLV|58ZMB|6VULN|7ASPD|9RCR|aAART
336	13331 52551	 * 	183.11	DCR|2VULN|1MDPS|2CDMG|1ASPD|1AAC|1DUR	1ASPD|2AAC|3LHND|49VULN|58CDMG|6DUR|7RCR|aMDPS
337	13631 12551	   	183.11	DCR|2VULN|1MDPS|2CDMG|1ASPD|1AAC|1DUR	1ASPD|2AAC|3DUR|49VULN|58CDMG|6BEXP|7RCR|aMDPS
338	33315 22315	   	183.08	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1LIT|2DUR|3DMG|4TLV|5VULN|68ZMB|7ASPD|9RCR|aAART
339	33313 12315	   	183.08	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1LIT|2DUR|3DMG|4TLV|58ZMB|6VULN|7ASPD|9RCR|aAART
340	15152 15411	   	183.04	DCR|3VULN|3ASPD	16aASPD|2aLIT|3LWND|4MBVNT|567VULN|6aBPWR|8aAME|9RCR
341	15252 15411	   	183.04	DCR|3VULN|3ASPD	16aASPD|2aLIT|3LHND|4MBVNT|567VULN|6aBPWR|8aAME|9RCR
342	12431 36252	   	183.01	DCR|2VULN|1ASPD|1DMG|1CDMG|1SPLREG	1ASPD|2LWND|3MLV|4aVULN|5CDMG|6DMG|7AIRARM|8RCR|9SPLREG
343	15352 12411	   	182.94	DCR|3VULN|3ASPD	17aASPD|26LIT|3LEGI|4MBVNT|56aVULN|6aBPWR|8aAME|9RCR
344	15352 12611	   	182.94	DCR|3VULN|3ASPD	17aASPD|26LIT|3LEGI|4MBVNT|56aVULN|6aBPWR|8aCGEN|9RCR
345	15552 22211	   	182.94	DCR|3VULN|3ASPD	17aASPD|2aLIT|357VULN|4MBVNT|67ERES|7aBPWR|8aFEWX|9RCR
346	13633 12256	   	182.92	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1ASPD|2AAC|3DUR|46VULN|5RCVC|7RCR|8DMG|9MLV|aZMB
347	13633 15236	   	182.84	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|46VULN|5RCVC|7LHND|8DMG|9CDMG|aRCR
348	15152 15311	   	182.84	DCR|3VULN|3ASPD	16aASPD|2aLIT|3LWND|4MBVNT|567VULN|6aBPWR|8aTLV|9RCR
349	15252 15311	   	182.84	DCR|3VULN|3ASPD	16aASPD|2aLIT|3LHND|4MBVNT|567VULN|6aBPWR|8aTLV|9RCR
350	13633 11236	   	182.74	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|46VULN|5RCVC|7DUST|8DMG|9CDMG|aRCR
351	15352 12311	   	182.74	DCR|3VULN|3ASPD	17aASPD|26LIT|3LEGI|4MBVNT|56aVULN|6aBPWR|8aTLV|9RCR
352	22325 22311	   	182.68	DCR|2VULN|2ASPD|1DMG|1ZMB	1FEWX|28aLIT|3DMG|4MLV|5aVULN|6ZMB|7aASPD|9RCR|aBPWR
353	32325 22311	   	182.68	DCR|2VULN|2ASPD|1DMG|1ZMB	18LIT|2aFEWX|3DMG|4MLV|5aVULN|6ZMB|7aASPD|9RCR|aBPWR
354	35322 31126	   	182.58	DCR|3AART|2VULN|1MDPS|1DUR	12LIT|3DUR|479AART|56VULN|8RCR|aMDPS
355	22315 22311	   	182.58	DCR|2VULN|2ASPD|1DMG|1ZMB	1FEWX|28aLIT|3DMG|4TLV|5aVULN|6ZMB|7aASPD|9RCR|aBPWR
356	32315 22311	   	182.58	DCR|2VULN|2ASPD|1DMG|1ZMB	18LIT|2aFEWX|3DMG|4TLV|5aVULN|6ZMB|7aASPD|9RCR|aBPWR
357	12631 33451	   	182.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2LWND|3RMIN|48VULN|5CDMG|6DMG|7LHND|9ZMB|aRCR
358	14431 32226	   	182.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2LHND|3MLV|49VULN|5CDMG|6DMG|7RMIN|8ZMB|aRCR
359	11234 23132	   	182.49	DCR|1AART|1VULN|2CDMG|1ASPD|2DUR	1ASPD|2BEXP|3aDUR|45CDMG|6LIT|7RCR|8VULN|9AART
360	15125 32611	   	182.47	DCR|3ASPD|2DMG|1VULN	17aASPD|2LIT|3aLWND|4MLV|5VULN|6aDMG|8RMIN|9RCR|aBPWR
361	15225 32611	   	182.47	DCR|3ASPD|2DMG|1VULN	17aASPD|2LIT|3aLHND|4MLV|5VULN|6aDMG|8RMIN|9RCR|aBPWR
362	33422 31144	   	182.46	DCR|2VULN|2AART|1MDPS|2DUR	1LIT|23DUR|47AART|56VULN|8RCR|9CANARM|aMDPS
363	11331 23451	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2BEXP|3DUST|4CDMG|5ZMB|6MLV|7DMG|89VULN|aRCR
364	12331 32451	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2LWND|3DUST|4CDMG|5ZMB|6DMG|7RMIN|89VULN|aRCR
365	14331 32451	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2LHND|3DUST|4CDMG|5ZMB|6DMG|7RMIN|89VULN|aRCR
366	13134 53511	   	182.38	DCR|3ASPD|2AART|1VULN|1AAC	148ASPD|2AAC|3RPLT|4BPWR|57AART|6LIT|9VULN|aRCR
367	15115 32611	   	182.37	DCR|3ASPD|2DMG|1VULN	17aASPD|2LIT|3aLWND|4TLV|5VULN|6aDMG|8RMIN|9RCR|aBPWR
368	15215 32611	   	182.37	DCR|3ASPD|2DMG|1VULN	17aASPD|2LIT|3aLHND|4TLV|5VULN|6aDMG|8RMIN|9RCR|aBPWR
369	15325 32611	   	182.37	DCR|3ASPD|2DMG|1VULN	17aASPD|2aLIT|3LEGI|4MLV|5VULN|6aDMG|8RMIN|9RCR|aBPWR
370	12331 35451	   	182.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2LWND|3DUST|4CDMG|5ZMB|6DMG|7TLV|89VULN|aRCR
371	22332 66214	   	182.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2LIT|3DMG|4LHND|57VULN|6AART|8RCR|9DUR|aZMB
372	32332 66214	   	182.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2FEWX|3DMG|4LHND|57VULN|6AART|8RCR|9DUR|aZMB
