0	Index      	 *	Score 	Summary	Detail	
1	42313 51316	 * 	215.63	DCR|2VULN|2DMG|2ASPD|1AART|1SELL	19ASPD|29DMG|3MLV|4SELL|5AART|6RMIN|7FEWX|89VULN|9BPWR|aRCR
322	42321 62316	   	187.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1ASPD|28DMG|3MLV|4DUR|5RPLT|6AART|7FEWX|9RCR|aVULN
323	22512 34262	   	187.15	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL	1ERES|25ASPD|35DMG|4SELL|5BPWR|6TLV|7AART|8RCR|9CDMG|aDUST
324	22512 34263	   	187.15	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL|1MSE	1ERES|25ASPD|35DMG|4SELL|5BPWR|6TLV|7AART|8RCR|9CDMG|aMSE
325	54331 21214	   	187.12	DCR|3VULN|1MDPS|1ASPD|1DMG	1RPLT|236VULN|45BEXP|7DMG|8RCR|9ASPD|aMDPS
326	56331 21214	   	187.12	DCR|3VULN|1MDPS|1ASPD|1DMG	1RPLT|25BEXP|346VULN|7DMG|8RCR|9ASPD|aMDPS
327	43514 11222	 * 	187.10	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1SELL	1ASPD|2RCVC|36VULN|4SELL|5DMG|7NUKE|8RCR|9AME|aAART
328	53155 11233	   	187.09	DCR|4VULN|1DMG|2DUR	12RPLT|3456VULN|7DMG|8RCR|9aDUR
329	22512 34253	 * 	187.08	DCR|2AART|2DMG|2ASPD|1SELL	1ERES|25ASPD|35DMG|4SELL|5BPWR|6TLV|7aAART|8RCR|9BELT
330	36125 31236	   	187.08	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DMG|8LWND|9RMIN|aZMB
331	36125 33163	   	187.08	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7RMIN|8BEXP|9ZMB|aASPD
332	36125 33216	   	187.08	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7RMIN|8LWND|9ASPD|aZMB
333	43513 21533	   	186.96	ACR|3VULN|2DMG|2ASPD|1SELL	18ASPD|2RCVC|39aVULN|4SELL|5RCR|68CGEN|78DMG|8BPWR
334	21216 22532	   	186.95	DCR|2VULN|1ASPD|3DUR|1CDMG|1ZMB	1ERES|245DUR|34VULN|4BPWR|6DUST|7RCR|8CDMG|9ASPD|aZMB
335	42532 22153	   	186.91	DCR|2VULN|2DMG|1MDPS|1ASPD|1AAC	1ASPD|23DMG|4FEWX|5MDPS|69VULN|7RCR|8RMIN|aAAC
336	41111 55131	   	186.89	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|2SPLREG	1ASPD|25DUR|3LWND|47SPLREG|6RCR|8CDMG|9VULN|aDMG
337	11363 31552	   	186.83	DCR|2DMG|1AART|1ASPD|1CDMG|2ZMB	1LWND|29ERES|3ASPD|4TLV|59ZMB|6CDMG|79DMG|8RCR|9BPWR|aAART
338	36115 35312	   	186.80	DCR|2VULN|2ASPD|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4FEWX|6RCR|7VENFST|8DUR|9aASPD
339	36125 34212	   	186.80	DCR|2VULN|2ASPD|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7BEXP|8VENFST|9aASPD
340	36125 35112	   	186.80	DCR|2VULN|2ASPD|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7VENFST|8LHND|9aASPD
341	36125 35212	   	186.80	DCR|2VULN|2ASPD|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7VENFST|8LWND|9aASPD
342	36125 32212	   	186.70	DCR|2VULN|2ASPD|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|8VENFST|9aASPD
343	36125 32612	   	186.70	DCR|2VULN|2ASPD|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|89ASPD|aFEWX
344	36135 32613	   	186.70	DCR|2VULN|2ASPD|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4BEXP|6RCR|7DUST|89ASPD|aDUR
345	36225 51213	   	186.65	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1RCVC|2CDMG|3BEXP|4DUR|59ASPD|6RMIN|7DMG|8RCR|aAART
346	36125 34331	   	186.63	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7BEXP|8AART|9ZMB|aFEWX
347	36125 34332	   	186.63	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7BEXP|8AART|9ZMB|aMLV
348	36125 34333	   	186.63	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7aBEXP|8AART|9ZMB
349	36125 32115	   	186.60	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|8AAC|9aASPD
350	36125 32611	   	186.60	DCR|2VULN|2ASPD|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|89ASPD|aTLV
351	36115 32336	   	186.53	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4FEWX|6RCR|7DUST|8AART|9ZMB|aDUR
352	36125 32331	   	186.53	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|8AART|9ZMB|aFEWX
353	36125 32332	   	186.53	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|8AART|9ZMB|aMLV
354	36125 32333	   	186.53	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|8AART|9ZMB|aBEXP
355	36135 32336	   	186.53	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4BEXP|6RCR|7DUST|8AART|9ZMB|aDUR
356	33224 22315	   	186.53	DCR|2VULN|2ASPD|1AART|1DUR	1RCVC|279CGEN|3DUR|4RPLT|59ASPD|69VULN|8AART|9BPWR|aRCR
357	33224 24315	   	186.53	DCR|2VULN|2ASPD|1AART|1DUR	1RCVC|29CGEN|3DUR|47RPLT|59ASPD|69VULN|8AART|9BPWR|aRCR
358	43151 12613	   	186.43	DCR|3VULN|1ASPD|1DMG	1ASPD|2RCVC|3LIT|4RMIN|58aVULN|6MLV|7DMG|9RCR
359	36125 32335	   	186.43	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7aDUST|8AART|9ZMB
360	42132 22356	   	186.38	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB	14ASPD|2DMG|3LHND|5MDPS|69VULN|7RCR|8AME|aZMB
361	42132 22451	   	186.37	DCR|3ASPD|2DMG|1MDPS|1VULN	149ASPD|29DMG|3LHND|5MDPS|6VULN|7RCR|89FEWX|9BPWR|aRPLT
362	42132 22452	   	186.37	DCR|3ASPD|2DMG|1MDPS|1VULN	149ASPD|29DMG|3LHND|5MDPS|6VULN|7RCR|89FEWX|9BPWR|aMLV
363	36133 21242	   	186.31	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2CDMG|36aVULN|4BEXP|5MBVNT|7DMG|8RCR|9DUR
364	42132 22256	   	186.28	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB	14ASPD|2DMG|3LHND|5MDPS|69VULN|7RCR|8ERES|aZMB
365	42132 22453	   	186.27	DCR|3ASPD|2DMG|1MDPS|1VULN	149ASPD|29DMG|3LHND|5MDPS|6VULN|7RCR|89FEWX|9BPWR|aDUST
366	36115 36123	   	186.27	DCR|3VULN|1DMG|1CDMG	1RCVC|2CDMG|357VULN|4FEWX|6RCR|8DMG|9AME|aRMIN
367	36135 33151	   	186.27	DCR|3VULN|1DMG|1CDMG	1RCVC|2CDMG|359VULN|48BEXP|6RCR|7RMIN|aDMG
368	34211 41251	   	186.24	DCR|2VULN|2CDMG|1DMG|1AAC|1ZMB|1DUR	1RCVC|2CANARM|3AAC|46VULN|56CDMG|6BPWR|7DMG|8RCR|9ZMB|aDUR
369	34211 42251	   	186.24	DCR|2VULN|2CDMG|1ASPD|1AAC|1ZMB|1DUR	1RCVC|2CANARM|3AAC|46VULN|56CDMG|6BPWR|7ASPD|8RCR|9ZMB|aDUR
370	14323 44186	   	186.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	18LWND|2ZMB|3ASPD|4MBVNT|5CDMG|6AART|79VULN|aRCR
371	41323 28433	   	186.11	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6VULN|7RCR|89AART|aRCVC
372	36123 24387	   	186.03	DCR|3VULN|1AART|1CDMG|1DUR	1RCVC|2CDMG|369VULN|4DUR|5MBVNT|7FEWX|8AART|aRCR
373	11323 28443	 * 	186.00	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2ERES|3ASPD|4MBVNT|5CDMG|6VULN|7RCR|8AART|9DMG|aMDPS
374	36123 22387	   	185.93	DCR|3VULN|1AART|1CDMG|1DUR	1RCVC|2CDMG|369VULN|4DUR|5MBVNT|7DUST|8AART|aRCR
375	23224 24315	   	185.90	DCR|2VULN|2ASPD|1AART|1DUR	19ERES|2RCVC|3DUR|47RPLT|59ASPD|69VULN|8AART|9BPWR|aRCR
376	43131 61325	   	185.80	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|2RCVC|3LIT|479VULN|5DUR|6DMG|8RPLT|aRCR
377	43132 36235	   	185.80	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|2RCVC|3LIT|467VULN|5RPLT|8DUR|9DMG|aRCR
378	43242 11523	   	185.80	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|2RCVC|3DUR|4SPLJET|5MLV|678VULN|9DMG|aRCR
379	41323 28427	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6VULN|7RCR|8aAART|9RPLT
380	41323 28431	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6VULN|7RCR|89AART|aLHND
381	41323 28432	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6VULN|7RCR|89AART|aCGEN
382	41323 28434	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6VULN|7RCR|89AART|aLWND
383	22512 26234	   	185.74	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR|1SELL	1ERES|25ASPD|35DMG|4SELL|5BPWR|6VULN|7ZMB|8DUR|9FEWX|aRCR
384	36115 36332	   	185.72	DCR|3VULN|1AART|1CDMG	1RCVC|2CDMG|357VULN|49FEWX|6RCR|8DUST|aAART
385	42513 22112	   	185.72	DCR|1MDPS|2DMG|2ASPD|1VULN|1DUR	19ASPD|23DMG|4MDPS|5DUR|6VULN|7RCR|8RMIN|aMLV
386	42513 22115	   	185.72	DCR|2DMG|1MDPS|2ASPD|1VULN|1DUR	19ASPD|23DMG|4MDPS|5DUR|6VULN|7RCR|8RMIN|aRPLT
387	42532 22116	   	185.72	DCR|2DMG|1MDPS|2ASPD|1VULN|1DUR	19ASPD|23DMG|4FEWX|5MDPS|6VULN|7RCR|8RMIN|aDUR
388	41323 28435	   	185.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6VULN|7RCR|89AART|aDLOT
389	41323 28438	   	185.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6VULN|7RCR|89AART|aTLV
390	41323 28483	   	185.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6VULN|7RCR|8aAART|9DUST
391	32253 31216	 * 	185.67	ACR|2VULN|2DMG|1AART|1ASPD	1aRCVC|2RCR|38LIT|48DMG|5LWND|6ASPD|78VULN|8BPWR|9AART
392	36115 32334	   	185.65	DCR|2VULN|1AART|2CDMG|1ZMB	1RCVC|2aCDMG|35VULN|4FEWX|6RCR|7DUST|8AART|9ZMB
393	36135 32334	   	185.65	DCR|2VULN|1AART|2CDMG|1ZMB	1RCVC|2aCDMG|35VULN|4BEXP|6RCR|7DUST|8AART|9ZMB
394	41323 51613	 * 	185.65	DCR|2ASPD|1AART|2CDMG|1DMG|1DUR	19ASPD|2DUR|3MLV|4MBVNT|56CDMG|7DMG|8RCR|aAART
