0	Index      	 *	Score 	Summary	Detail	
1	13111 36216	 * 	221.51	ACR|5VULN|2DMG|1ASPD|1CDMG	1DMSP|2RCR|35679VULN|45DMG|5BPWR|8CDMG|aASPD
323	13111 32216	   	194.79	ACR|4VULN|3DMG|1DUR	1DMSP|2RCR|3568VULN|459DMG|5BPWR|7DUR|aDLOT
324	31231 63214	 * 	194.71	DCR|3VULN|2DMG|2CDMG|1SELL	1LHND|2SELL|358VULN|45CDMG|5BPWR|69DMG|7TLV|aRCR
325	41231 63214	 * 	194.71	DCR|3VULN|2DMG|2CDMG|1SELL	1LWND|2SELL|358VULN|45CDMG|5BPWR|69DMG|7TLV|aRCR
326	13111 31361	   	194.71	ACR|4VULN|2DMG|1AART	1DMSP|2RCR|356aVULN|45DMG|5BPWR|7BEXP|8AART|9RPLT
327	14181 24544	 * 	194.68	DCR|3ASPD|2VULN|1AART	1DMSP|2MBVNT|35VULN|45aASPD|5BPWR|6RCR|7DUST|8MLV|9AART
328	14181 24744	   	194.68	DCR|3ASPD|2VULN|1AART	1DMSP|2MBVNT|35VULN|45aASPD|5BPWR|6RCR|7DUST|8AME|9AART
329	13113 36334	   	194.61	ACR|4VULN|2DMG|1AART	1DMSP|2RCR|3567VULN|49DMG|8RPLT|aAART
330	13111 36138	   	194.61	ACR|4VULN|2DMG|1AART	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8MBVNT|9BEXP|aAART
331	13111 36188	   	194.61	ACR|4VULN|2DMG|1AART	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8MBVNT|9MLV|aAART
332	13111 36312	   	194.61	ACR|4VULN|2DMG|1AART	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8RPLT|9BASARM|aAART
333	13111 42461	   	194.61	ACR|4VULN|2DMG|1AART|1MSE	1DMSP|2RCR|3589VULN|45DMG|5BPWR|6LIT|7AART|aMSE
334	13111 36243	 * 	194.61	ACR|4VULN|2DMG|2CDMG	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8aCDMG|9LHND
335	13111 36251	   	194.61	ACR|4VULN|2DMG|2CDMG	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8aCDMG|9AME
336	14181 24644	   	194.58	DCR|3ASPD|2VULN|1AART	1DMSP|2MBVNT|35VULN|45aASPD|5BPWR|6RCR|7DUST|8ERES|9AART
337	12632 51242	   	194.56	DCR|2DMG|1AART|1VULN|1ASPD|2ZMB	1DMSP|26ZMB|3BEXP|4LIT|56DMG|6BPWR|7AART|8RCR|9ASPD|aVULN
338	14861 23114	   	194.55	DCR|3VULN|2ASPD|1ZMB|1DUR	1DMSP|2MBVNT|35ASPD|459VULN|5BPWR|6RCR|7LWND|8DUR|aZMB
339	14181 21381	   	194.55	DCR|3VULN|2ASPD|1ZMB|1DUR	1DMSP|2MBVNT|359VULN|45ASPD|5BPWR|6RCR|7ZMB|8FEWX|aDUR
340	14181 23114	   	194.55	DCR|3VULN|2ASPD|1ZMB|1DUR	1DMSP|2MBVNT|359VULN|45ASPD|5BPWR|6RCR|7LWND|8DUR|aZMB
341	13111 36261	   	194.51	ACR|4VULN|2DMG|2CDMG	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8aCDMG|9TLV
342	14111 24172	   	194.49	DCR|2VULN|1MDPS|2DMG|1AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7DUST|8AART|9MULARM|aMDPS
343	14111 28174	   	194.49	DCR|2VULN|2DMG|1MDPS|1AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7FEWX|8AART|9TLV|aMDPS
344	13111 25364	 * 	194.42	ACR|3VULN|3DMG|1AART|1AAC	1DMSP|2RCR|359VULN|457DMG|5BPWR|6AAC|8BELT|aAART
345	14861 23213	 * 	194.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7LWND|8CDMG|9RPLT|aDMG
346	14861 23233	   	194.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7LWND|8CDMG|9LHND|aDMG
347	14181 23213	   	194.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG|9RPLT|aDMG
348	14181 23233	   	194.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG|9LHND|aDMG
349	26551 23213	   	194.19	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	1TLV|25ASPD|3AAC|45VULN|5BPWR|6RCR|7LWND|8CDMG|9MBVNT|aDMG
350	13113 36215	   	194.09	ACR|5VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|35679VULN|4DMG|8CDMG|aZMB
351	14113 21128	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB	1DMSP|2MBVNT|35VULN|4DMG|6RCR|7ZMB|8RPLT|9aAART
352	14183 21128	   	193.95	DCR|2VULN|2AART|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|4ASPD|6RCR|7ZMB|8RPLT|9aAART
353	13111 32312	   	193.95	ACR|3VULN|2DMG|1AART|1AAC|1DUR	1DMSP|2RCR|356VULN|45DMG|5BPWR|7DUR|8AART|9MLV|aAAC
354	14181 46312	   	193.92	DCR|2VULN|2ASPD|1AART|1DMG	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6CGEN|7DMG|8AART|9MLV|aRCR
355	13111 36234	   	193.86	ACR|4VULN|2DMG|1CDMG|1AAC|1SELL	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8CDMG|9SELL|aAAC
356	14183 21643	   	193.85	DCR|2VULN|2AART|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|4ASPD|6RCR|7ZMB|8DUST|9aAART
357	13111 32254	   	193.85	ACR|4VULN|1MDPS|2DMG|2DUR	1DMSP|2RCR|3568VULN|45DMG|5BPWR|79DUR|aMDPS
358	14111 25136	   	193.80	DCR|3VULN|1SPLARM|2DMG	1DMSP|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7RPLT|8SPLARM|9BEXP
359	13111 32516	 * 	193.75	ACR|3VULN|2DMG|1ASPD|3DUR	1DMSP|2RCR|356VULN|45DMG|5BPWR|79aDUR|8ASPD
360	14124 35823	 * 	193.70	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	1DMSP|2MBVNT|3VULN|4DUST|5CDMG|6RCR|7DMG|8ZMB|9AART|aNUKE
361	14111 26128	   	193.53	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7AME|8RPLT|9AART|aDUR
362	14111 24165	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7DUST|8AART|9FEWX|aDUR
363	13111 31215	   	193.36	ACR|4VULN|3DMG|1AAC	1DMSP|2RCR|3568VULN|459DMG|5BPWR|7BEXP|aAAC
364	13111 36332	   	193.36	ACR|4VULN|3DMG|1AAC	1DMSP|2RCR|3567VULN|459DMG|5BPWR|8RPLT|aAAC
365	13111 36415	   	193.36	ACR|4VULN|3DMG|1AAC	1DMSP|2RCR|3567VULN|459DMG|5BPWR|8BEXP|aAAC
366	14111 23213	   	193.35	DCR|3DMG|2VULN|1CDMG	1DMSP|2MBVNT|35VULN|45aDMG|5BPWR|6RCR|7LWND|8CDMG|9RPLT
367	14111 26153	   	193.35	DCR|3DMG|2VULN|1CDMG	1DMSP|2MBVNT|35VULN|459DMG|5BPWR|6RCR|7AME|8RPLT|aCDMG
368	32441 32523	 * 	193.35	ACR|2VULN|2DMG|1AART|1NUKE|1CDMG|1AAC	18LHND|2AAC|3CDMG|4RCR|58DMG|6AART|78VULN|8BPWR|9FEWX|aNUKE
369	13351 46312	   	193.31	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|2ZMB	1DMSP|2RCR|35ZMB|45VULN|5BPWR|6LIT|7DMG|8AART|9CDMG|aASPD
370	13113 36244	   	193.27	ACR|4VULN|1AART|1DMG|1CDMG	1DMSP|2RCR|3567VULN|4DMG|8CDMG|9LHND|aAART
371	13111 26313	 * 	193.26	ACR|2VULN|2AART|2DMG|1CDMG|1AAC	1DMSP|2RCR|35VULN|45DMG|5BPWR|6AAC|7LIT|8aAART|9CDMG
372	12262 32362	   	193.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1DMSP|2ZMB|3CGEN|4AART|5LHND|6aDMG|7RCR|8VULN|9ASPD
373	12126 21212	   	193.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3RCVC|4VULN|5ASPD|6LIT|7AART|8RCR|9CDMG|aDMG
374	13111 56231	   	193.19	ACR|3VULN|2DMG|1ASPD|1CDMG|1SELL	1DMSP|2RCR|357VULN|45DMG|5BPWR|6RCVC|8CDMG|9SELL|aASPD
375	13142 62161	 * 	193.17	ACR|4VULN|1MDPS|1AART|1ASPD|1CDMG	1DMSP|2RCR|357aVULN|4MDPS|6AART|7BPWR|8CDMG|9ASPD
376	13115 11442	   	193.12	ACR|2VULN|2DMG|1AART|2CDMG|1DUR	1DMSP|2RCR|39VULN|49DMG|5LHND|6DUR|79CDMG|8AART|9BPWR|aAME
377	13115 11443	   	193.12	ACR|2VULN|2DMG|1AART|2CDMG|1DUR	1DMSP|2RCR|39VULN|49DMG|5LHND|6DUR|79CDMG|8AART|9BPWR|aBEXP
378	13113 42463	   	193.10	ACR|4VULN|2AART|1DMG	1DMSP|2RCR|3589VULN|4DMG|6LIT|7aAART
379	13111 51542	   	193.04	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7BEXP|8ASPD|9aMLV
380	13111 51562	   	193.04	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7BEXP|8ASPD|9aCGEN
381	13111 53342	   	193.04	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7ASPD|8FEWX|9aMLV
382	13111 53362	   	193.04	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7ASPD|8FEWX|9aCGEN
383	13111 53542	   	193.04	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7ASPD|8LWND|9aMLV
384	13111 53562	   	193.04	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7ASPD|8LWND|9aCGEN
385	13111 53642	   	193.04	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7ASPD|8LHND|9aMLV
386	13111 53662	   	193.04	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7ASPD|8LHND|9aCGEN
387	14111 25412	   	193.03	DCR|3VULN|2DMG|2SPLREG	1DMSP|2MBVNT|35aVULN|45DMG|5aBPWR|6RCR|7RPLT|8aLIT|9aSPLREG
388	31231 33454	 * 	192.97	DCR|4VULN|2CDMG|1ASPD|1SELL	1LHND|2SELL|3569VULN|45CDMG|5BPWR|7ASPD|8ERES|aRCR
389	13111 53422	   	192.94	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7ASPD|8ERES|9aLWND
390	13111 53432	   	192.94	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|35aVULN|45aDMG|5aBPWR|6RCVC|7ASPD|8ERES|9aBEXP
391	14111 23173	   	192.93	DCR|3VULN|2DMG|2DUR	1DMSP|2MBVNT|35aVULN|45DMG|5aBPWR|6RCR|7aLWND|8aDUR|9DLOT
392	14111 28273	   	192.93	DCR|3VULN|2DMG|2DUR	1DMSP|2MBVNT|35aVULN|45DMG|5aBPWR|6RCR|7aFEWX|8aDUR|9DLOT
393	13113 56621	   	192.93	ACR|4VULN|2DMG|1ASPD	1DMSP|2RCR|3579VULN|49DMG|6RCVC|89ERES|9BPWR|aASPD
394	13111 56333	   	192.84	ACR|3VULN|3DMG|1ASPD	1DMSP|2RCR|357VULN|459DMG|5BPWR|6RCVC|8RPLT|aASPD
395	14111 21832	   	192.73	DCR|3VULN|2DMG|2ZMB	1DMSP|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7aZMB|8TSLARM
396	16354 22231	   	192.67	DCR|2AART|2DMG|1VULN|2ZMB	1DMSP|2RMIN|3aDMG|49AART|5VULN|6aZMB|7RCR|8aSPLJET|aBPWR
397	13512 21423	   	192.51	ACR|3VULN|2DMG|1AART|2DUR	1DMSP|2RCR|3aDUR|4aDMG|5AART|6BEXP|7LHND|89aVULN|aBPWR
398	13512 41423	   	192.51	ACR|3VULN|2DMG|1AART|2DUR	1DMSP|2RCR|3aDUR|4aDMG|5AART|6FEWX|7LHND|89aVULN|aBPWR
399	13111 42426	   	192.41	ACR|3VULN|2DMG|1AART|2DUR	1DMSP|2RCR|358VULN|45DMG|5BPWR|6LIT|7AART|9aDUR
400	13512 61123	   	192.41	ACR|3VULN|2DMG|1AART|2DUR	1DMSP|2RCR|39DUR|49DMG|5AART|6MLV|7BASFIG|89aVULN|9BPWR
401	14148 32143	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|2MBVNT|37VULN|47LHND|5AART|6RCR|7BPWR|8CDMG|9DUR|aDMG
402	14861 21121	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7ZMB|8RPLT|9AART|aLIT
403	14861 21122	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7ZMB|8RPLT|9AART|aAELBLL
404	14861 21124	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7ZMB|8RPLT|9AART|aMULARM
405	14181 21121	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8RPLT|9AART|aLIT
406	14181 21122	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8RPLT|9AART|aAELBLL
407	14181 21124	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8RPLT|9AART|aMULARM
408	14181 21125	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8RPLT|9AART|aLWND
409	14181 21126	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8RPLT|9AART|aCGEN
410	14181 21127	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8RPLT|9AART|aBEXP
411	14181 23831	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7LWND|8RPLT|9AART|aZMB
412	14181 25331	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7RPLT|8LWND|9AART|aZMB
413	14861 23243	 * 	192.16	DCR|3VULN|2ASPD|1CDMG	1DMSP|2MBVNT|35ASPD|45aVULN|5BPWR|6RCR|7LWND|8CDMG|9RMIN
414	14181 23217	   	192.16	DCR|3VULN|2ASPD|1CDMG	1DMSP|2MBVNT|35aVULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG|9RPLT
415	14181 23243	   	192.16	DCR|3VULN|2ASPD|1CDMG	1DMSP|2MBVNT|35aVULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG|9RMIN
416	14181 23253	   	192.16	DCR|3VULN|2ASPD|1CDMG	1DMSP|2MBVNT|35aVULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG|9CGEN
417	14181 23284	   	192.16	DCR|3VULN|2ASPD|1CDMG	19DMSP|2MBVNT|35aVULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG
418	13111 56226	   	192.09	ACR|4VULN|1MDPS|2DMG|1CDMG	1DMSP|2RCR|357aVULN|45DMG|5BPWR|6RCVC|8CDMG|9MDPS
419	26551 21222	   	192.09	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1TLV|25ASPD|3AAC|45VULN|5BPWR|6RCR|7ZMB|8LHND|9MLV|aAART
420	14861 23223	   	192.06	DCR|3VULN|2ASPD|1CDMG	1DMSP|2MBVNT|35ASPD|45aVULN|5BPWR|6RCR|7LWND|8CDMG|9BASFIG
421	14181 23223	   	192.06	DCR|3VULN|2ASPD|1CDMG	1DMSP|2MBVNT|35aVULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG|9BASFIG
422	14124 34523	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|2MBVNT|38VULN|4DUST|5CDMG|6RCR|7DUR|9AART|aDMG
423	26323 21326	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1TLV|2ASPD|3DUR|4aVULN|5AAC|6RCR|7CDMG|8LWND|9AART
424	26323 21416	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1TLV|2ASPD|3DUR|4aVULN|5AAC|6RCR|7CDMG|8AART|9FEWX
425	26323 21426	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1TLV|2ASPD|3DUR|4aVULN|5AAC|6RCR|7CDMG|8AART|9LHND
426	26551 21142	   	191.99	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1TLV|25ASPD|3AAC|45VULN|5BPWR|6RCR|7ZMB|8MBVNT|9AART|aAELBLL
427	14181 21641	   	191.99	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8DUST|9AART|aTLV
428	12552 23135	   	191.99	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1DMSP|2ZMB|38DMG|4DUR|5BELT|6aASPD|7RCR|9AART
429	26323 21637	   	191.89	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1TLV|2ASPD|3DUR|4aVULN|5AAC|6RCR|7CDMG|8MBVNT|9AART
430	26551 21141	   	191.89	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1aTLV|25ASPD|3AAC|45VULN|5BPWR|6RCR|7ZMB|8MBVNT|9AART
431	14111 21113	   	191.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8RPLT|9MLV|aASPD
432	14111 21133	   	191.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8RPLT|9CGEN|aASPD
433	14181 21152	   	191.81	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8RPLT|9DMG|aAAC
434	14183 21153	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|4ASPD|6RCR|7ZMB|8RPLT|9aDMG
435	14111 21812	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8TSLARM|9MLV|aASPD
436	14111 21844	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8TSLARM|9RPLT|aASPD
437	14111 21848	   	191.74	DCR|2VULN|2DMG|1NUKE|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8TSLARM|9RPLT|aNUKE
438	14111 21881	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8TSLARM|9MULARM|aASPD
439	14181 21154	   	191.69	DCR|2VULN|2ASPD|1DMG|2ZMB	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7aZMB|8RPLT|9DMG
440	14861 31312	   	191.69	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|35ASPD|456VULN|5BPWR|7BEXP|8AART|9MLV|aRCR
441	14861 34112	   	191.69	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|35ASPD|456VULN|5BPWR|7AART|8FEWX|9MLV|aRCR
442	14861 34212	   	191.69	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|35ASPD|456VULN|5BPWR|7AART|8BEXP|9MLV|aRCR
443	14861 34412	   	191.69	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|35ASPD|456VULN|5BPWR|7AART|8LWND|9MLV|aRCR
444	14181 31312	   	191.69	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|356VULN|45ASPD|5BPWR|7BEXP|8AART|9MLV|aRCR
445	14181 34112	   	191.69	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|356VULN|45ASPD|5BPWR|7AART|8FEWX|9MLV|aRCR
446	14181 34212	   	191.69	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|356VULN|45ASPD|5BPWR|7AART|8BEXP|9MLV|aRCR
447	14181 34412	   	191.69	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|356VULN|45ASPD|5BPWR|7AART|8LWND|9MLV|aRCR
448	14148 25122	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1DMSP|2MBVNT|389VULN|4LHND|5AART|6DUR|7RCR|aDMG
449	26323 21523	 * 	191.68	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1AAC|1DUR	1TLV|2ASPD|3DUR|4VULN|5AAC|6RCR|7CDMG|8RMIN|9AART|aNUKE
450	14111 21248	   	191.64	DCR|2VULN|2DMG|1AART|1NUKE|1ZMB|1MSE	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8MSE|9AART|aNUKE
451	14111 21862	   	191.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8TSLARM|9TLV|aASPD
452	14111 21871	   	191.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8TSLARM|9DUST|aASPD
453	14181 34612	   	191.59	DCR|3VULN|2ASPD|1AART	1DMSP|2MBVNT|356VULN|45ASPD|5BPWR|7AART|8LEGI|9MLV|aRCR
454	26323 21112	   	191.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1TLV|2ASPD|3DUR|4VULN|5AAC|6RCR|7CDMG|8TSLFST|9AART|aDMG
455	26323 21113	   	191.58	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1AAC|1DUR	1TLV|2ASPD|3DUR|4VULN|5AAC|6RCR|7CDMG|8TSLFST|9AART|aNUKE
456	26323 21638	   	191.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1TLV|2ASPD|3DUR|4VULN|5AAC|6RCR|7CDMG|8MBVNT|9AART|aDMG
