0	Index      	 *	Score 	Summary	Detail	
1	24423 11241	 * 	191.74	ACR|3DMG|2VULN|1AART|1CDMG	16DUST|247DMG|3AART|5RCR|89VULN|aCDMG
334	21132 33461	   	164.59	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2RCR|3LIT|4CGEN|5AART|69DMG|7VULN|8FEWX|aCDMG
335	21461 53322	   	164.58	ACR|4VULN|1AART|1DUR	1DUST|2RCR|3MLV|4LHND|5679VULN|8DUR|aAART
336	33423 33636	   	164.51	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1RCVC|2DUR|3CDMG|4LWND|5aVULN|6RCR|7DUST|8AART|9FLTHEA
337	21112 33461	   	164.49	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2RCR|3LIT|4ERES|5AART|69DMG|7VULN|8FEWX|aCDMG
338	21112 15561	   	164.49	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2RCR|3LIT|4ERES|5AART|6FEWX|79DMG|8VULN|aCDMG
339	21421 64824	   	164.48	ACR|4VULN|1AART|1DUR	1DUST|2RCR|3MLV|4MBVNT|5689VULN|7DUR|aAART
340	21331 44215	   	164.45	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	17DUST|2RCR|37MGNLIT|4SELL|5AART|67VULN|7BPWR|8FEWX|9CDMG|aDMG
341	21331 44315	   	164.45	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	17DUST|2RCR|37MGNLIT|4SELL|5AART|67VULN|7BPWR|8LWND|9CDMG|aDMG
342	21112 31446	   	164.39	ACR|2DMG|1AART|1VULN|1CDMG	178DUST|2RCR|3LIT|48ERES|5AART|68DMG|8BPWR|9VULN|aCDMG
343	21331 43612	   	164.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1DUST|2RCR|3MGNLIT|4SELL|5AART|6aVULN|7CDMG|8DMG|9FEWX
344	21331 43625	   	164.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1DUST|2RCR|3MGNLIT|4SELL|5AART|6VULN|7CDMG|8aDMG|9RMIN
345	21331 43662	   	164.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1DUST|2RCR|3MGNLIT|4SELL|5AART|6aVULN|7CDMG|8DMG|9BEXP
346	21331 44116	   	164.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	17DUST|2RCR|37MGNLIT|4SELL|5AART|67VULN|7BPWR|8MBVNT|9CDMG|aDMG
347	21331 63266	   	164.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1DUST|2RCR|3MGNLIT|4SELL|5AART|6CGEN|78DMG|9CDMG|aVULN
348	21323 55432	   	164.32	ACR|3VULN|2AART|1DUR	1DUST|2RCR|3MGNLIT|4DUR|579VULN|6aAART|8RPLT
349	54771 13124	   	164.28	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|3RCVC|478VULN|58LWND|6RCR|8BPWR|9DMG|aAART
350	21521 42487	   	164.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|5VULN|6AART|7RPLT|8ZMB|9DMG|aCDMG
351	61521 42363	   	164.22	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1FEWX|2RCR|3ASPD|4MBVNT|5VULN|6AART|7RPLT|8DUR|9aDMG
352	61524 44474	   	164.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2RCR|3ASPD|4MBVNT|5LWND|6AART|78VULN|9DMG|aDUR
353	21421 53445	   	164.22	ACR|3VULN|2AART|1DUR	1DUST|2RCR|3MLV|4MBVNT|58aVULN|69AART|7DUR
354	33532 42216	   	164.21	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|2RCVC	13RCVC|25DUR|45CDMG|5BPWR|6DMG|7AART|8RCR|9BEXP|aVULN
355	33532 42242	   	164.21	DCR|1AART|1DMG|2CDMG|1VULN|2DUR|2RCVC	13RCVC|25DUR|45CDMG|5BPWR|6DMG|7AART|8RCR|9LHND|aVULN
356	24413 21418	   	164.20	ACR|3DMG|1AART|1VULN	15DUST|258DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|9VULN|aRCVC
357	52356 33432	   	164.16	DCR|2AART|2VULN|1CDMG|1ZMB	1MBVNT|2LHND|3MGNLIT|4ZMB|59AART|6RCR|7CDMG|8aVULN
358	24423 24213	   	164.14	ACR|2VULN|2DMG|1AART	1DUST|24DMG|3AART|5RCR|6LHND|7BEXP|8aVULN|9RCVC
359	21521 42363	   	164.12	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUST|2RCR|3ASPD|4MBVNT|5VULN|6AART|7RPLT|8DUR|9aDMG
360	21521 42367	   	164.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2RCR|3ASPD|4MBVNT|5aVULN|6AART|7RPLT|8DUR|9DMG
361	21527 31363	   	164.12	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUST|2RCR|3ASPD|4MBVNT|5RPLT|6AART|7VULN|8DUR|9aDMG
362	61521 44127	   	164.12	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2RCR|3ASPD|4MBVNT|57VULN|6AART|8BASICY|9DUR|aDMG
363	21553 11433	   	164.11	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1DUST|2RCR|3ASPD|4CDMG|5RCVC|67DUR|8aVULN|9AART
364	13622 35212	   	164.10	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1LIT|2AART|3VULN|4CDMG|5RCR|6TLV|7DUR|8RCVC|9DMG|aFLTHEA
365	52456 33432	   	164.06	DCR|2AART|2VULN|1CDMG|1ZMB	1MBVNT|2LHND|3LSRREG|4ZMB|59AART|6RCR|7CDMG|8aVULN
366	13622 33441	   	164.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|27AART|3VULN|4CDMG|5RCR|6TLV|8ZMB|9DMG|aRMIN
367	24423 21215	   	164.04	ACR|2VULN|2DMG|1AART	1DUST|24DMG|3AART|5RCR|6LHND|7MBVNT|8aVULN|9RCVC
368	24423 51213	   	164.04	ACR|2VULN|2DMG|1AART	1DUST|24DMG|3AART|5RCR|6BEXP|7MBVNT|8aVULN|9RCVC
369	13331 31232	   	164.03	ACR|2AART|2DMG|1VULN|1DUR	1LIT|2aAART|3RPLT|4BEXP|5RCR|67DMG|8DUR|9VULN
370	13331 35232	   	164.03	ACR|2AART|2DMG|1VULN|1DUR	1LIT|2aAART|3RPLT|4BEXP|5RCR|68DMG|7DUR|9VULN
371	21521 44127	   	164.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|57VULN|6AART|8BASICY|9DUR|aDMG
372	21421 23337	   	164.00	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3MLV|4MBVNT|57VULN|6RCVC|8DMG|9CDMG|aAART
373	54611 13124	   	163.98	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|378VULN|4RCVC|58LWND|6RCR|8BPWR|9DMG|aAART
374	61321 35351	   	163.98	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1FEWX|2RCR|35MGNLIT|45DUR|5BPWR|6ASPD|7VULN|8DMG|9AART|aCDMG
375	21321 35351	   	163.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DUST|2RCR|35MGNLIT|45DUR|5BPWR|6ASPD|7VULN|8DMG|9AART|aCDMG
376	21321 54351	   	163.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DUST|2RCR|35MGNLIT|45DUR|5BPWR|6VULN|7ASPD|8DMG|9AART|aCDMG
377	61323 24351	   	163.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1FEWX|2RCR|3MGNLIT|46DUR|5VULN|7ASPD|8DMG|9AART|aCDMG
378	24642 22123	   	163.83	ACR|2VULN|2DMG|1AART	1aDUST|2aDMG|3LIT|4RCR|5AART|68DMSP|7MLV|9aVULN|aBPWR
379	13622 33621	   	163.83	ACR|2AART|2VULN|2CDMG|1DUR	1LIT|27AART|39VULN|48CDMG|5RCR|6TLV|aDUR
380	25112 62253	   	163.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2AART|3DUR|4ASPD|5LWND|6RCR|7RPLT|8VULN|9aDMG
381	21221 54174	   	163.79	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3CGEN|4MBVNT|57VULN|6AART|8CANSTR|9CDMG|aDMG
382	21421 54174	   	163.79	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3MLV|4MBVNT|57VULN|6AART|8CANSTR|9CDMG|aDMG
383	21421 54524	   	163.79	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3MLV|4MBVNT|57VULN|6AART|8CDMG|9CANHEL|aDMG
384	61521 44184	 * 	163.79	ACR|2VULN|1AART|1DMG|2ASPD	1FEWX|2RCR|39ASPD|4MBVNT|57VULN|6AART|8BASICY|aDMG
385	21521 41525	   	163.78	ACR|3VULN|1AART|1ZMB|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|58aVULN|6AART|7RMIN|9ZMB
386	21521 44257	   	163.78	ACR|3VULN|1AART|1ZMB|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|579VULN|6AART|8LHND|aZMB
387	64126 43444	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2aDMG|3LWND|4MBVNT|5RCR|6AART|7DUR|8VULN|9CDMG
388	13331 35335	   	163.69	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	1aLIT|2AART|3RPLT|4BEXP|5RCR|6aDMG|7DUR|8ZMB|9aCDMG|aBPWR
389	13331 31462	   	163.69	ACR|3DMG|2AART|1ZMB	1LIT|29AART|3RPLT|4BEXP|5RCR|678DMG|aZMB
390	13331 64412	   	163.69	ACR|3DMG|2AART|1ZMB	1LIT|26AART|3RPLT|4BEXP|5RCR|789DMG|aZMB
391	21236 61323	   	163.68	ACR|2VULN|1AART|2CDMG|2DUR	1DUST|2RCR|3CGEN|4AART|58DUR|69CDMG|7aVULN
392	21512 22425	 * 	163.66	ACR|1AART|1DMG|1VULN|2ASPD|1FLTHEA	1DUST|2RCR|37ASPD|4RCVC|5AART|6LHND|8FLTHEA|9VULN|aDMG
393	21512 34232	 * 	163.66	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1DUST|2RCR|36ASPD|4RCVC|5AART|7CDMG|8CGEN|9DMG|aVULN
394	24126 43418	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DMG|3LWND|4MBVNT|5RCR|6AART|7DUR|89VULN|aCDMG
395	24126 43444	   	163.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2aDMG|3LWND|4MBVNT|5RCR|6AART|7DUR|8VULN|9CDMG
396	13115 63331	   	163.60	ACR|3DMG|1AART|3ASPD	19LIT|2AART|3SNIHEL|4RCR|569ASPD|789DMG|9BPWR|aMLV
397	13115 63332	   	163.60	ACR|3DMG|1AART|3ASPD	19LIT|2AART|3SNIHEL|4RCR|569ASPD|789DMG|9BPWR|aRMIN
398	13115 63336	   	163.60	ACR|3DMG|1AART|3ASPD	19LIT|2AART|3SNIHEL|4RCR|569ASPD|789DMG|9BPWR|aBELT
399	13624 15222	   	163.59	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1LIT|2aAART|3VULN|45CDMG|6DUR|7BEXP|8DMG|9RCR
400	13624 26222	   	163.59	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1LIT|2aAART|3VULN|45CDMG|6DMG|7DUR|8BEXP|9RCR
401	13623 14232	 * 	163.55	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1LIT|2AART|3VULN|49CDMG|5ERES|6BEXP|7RCR|8DMG|aFLTHEA
402	24413 33131	   	163.51	ACR|2AART|2DMG|1ZMB|1ASPD|1DUR	158DUST|25DMG|39AART|4RCR|5BPWR|6ASPD|7DUR|aZMB
403	24415 32311	   	163.50	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3AART|4RCR|5CDMG|6RCVC|7aLWND|89VULN
404	24415 32312	   	163.50	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3AART|4RCR|5CDMG|6RCVC|7LWND|89VULN|aBEXP
405	24415 32333	   	163.50	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3AART|4RCR|5CDMG|6RCVC|79LWND|8aVULN
406	13115 63335	   	163.50	ACR|3DMG|1AART|3ASPD	19LIT|2AART|3SNIHEL|4RCR|569ASPD|789DMG|9BPWR|aLSRREG
407	21421 63624	   	163.50	ACR|3VULN|1AART|1DMG	1DUST|2RCR|3MLV|4MBVNT|567VULN|8DMSP|9DMG|aAART
408	46221 12513	   	163.49	ACR|3DMG|1VULN|2DUR|1ZMB|1SELL	1SELL|2RCR|348DMG|5CGEN|68DUR|78DUST|8BPWR|9VULN|aZMB
409	46214 12123	   	163.45	ACR|3DMG|1AART|1VULN|1SELL	1SELL|2RCR|357DMG|47LIT|6RPLT|7BPWR|8DUST|9VULN|aAART
410	24423 33221	   	163.41	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|24DMG|3AART|5RCR|6ASPD|7DUR|8LWND|9ZMB|aCDMG
411	24423 33321	   	163.41	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|24DMG|3AART|5RCR|6ASPD|7DUR|8BEXP|9ZMB|aCDMG
412	24415 32322	   	163.40	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3AART|4RCR|5CDMG|6RCVC|7LWND|8aVULN|9BASHEA
413	21421 63344	   	163.40	ACR|3VULN|1AART|1DMG	1DUST|2RCR|3MLV|4MBVNT|567VULN|8DMG|9LEGI|aAART
414	21421 63352	   	163.40	ACR|3VULN|1AART|1DMG	1DUST|2RCR|3MLV|4MBVNT|567VULN|8DMG|9ERES|aAART
415	21323 62635	   	163.38	ACR|2VULN|1AART|1DMG|2DUR	18DUST|2RCR|3MGNLIT|48DUR|58VULN|6RCVC|7RMIN|8BPWR|9AART|aDMG
416	64423 32333	   	163.33	ACR|2AART|2DMG|2CDMG|1ASPD	1FEWX|24DMG|39AART|5RCR|6LHND|7ASPD|8aCDMG
417	13351 11153	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|3RPLT|4ERES|58VULN|6DUR|7DMG|9RCR|aCDMG
418	13351 11253	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3RPLT|4ERES|5VULN|6DUR|78DMG|9RCR|aCDMG
419	25516 21122	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2AART|3CDMG|4DMG|57VULN|6LWND|8LIT|9RCR|aDUR
420	21345 32325	   	163.30	ACR|3VULN|1AART|2ZMB	1DUST|2RCR|3MGNLIT|46ZMB|5AART|79aVULN|8RCVC
421	24413 11241	   	163.28	ACR|2AART|2DMG|1CDMG|1ZMB	156DUST|25DMG|39AART|4RCR|5BPWR|7LIT|8CDMG|aZMB
422	21321 14523	 * 	163.26	ACR|1AART|1VULN|1DMG|3DUR|2ZMB	18DUST|2RCR|35MGNLIT|458DUR|58BPWR|68ZMB|7AART|9DMG|aVULN
423	46223 34333	   	163.25	ACR|3DMG|1AART|1VULN|1SELL	1SELL|2RCR|345DMG|6LSRREG|7LIT|8VULN|9BASICY|aAART
424	21234 42623	   	163.25	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1DUST|2RCR|3CGEN|4aAART|5ERES|6DMG|7ASPD|8VULN|9ZMB
425	24423 12532	   	163.23	ACR|2AART|2DMG|1VULN|1ASPD	16DUST|24DMG|3aAART|5RCR|7ASPD|8LHND|9VULN
426	24423 22132	   	163.23	ACR|2AART|2DMG|1VULN|1ASPD	18DUST|24DMG|3aAART|5RCR|6LHND|7ASPD|9VULN
427	24423 31532	   	163.23	ACR|2AART|2DMG|1VULN|1ASPD	17DUST|24DMG|3aAART|5RCR|6ASPD|8LHND|9VULN
428	13613 35621	 * 	163.21	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	18LIT|2AART|38VULN|4DUR|5BEXP|68ZMB|7RCR|8BPWR|9MLV|aCDMG
429	13112 21541	   	163.18	ACR|2DMG|1AART|1VULN|2DUR	1aLIT|2AART|3SNIHEL|4RCR|5RCVC|6aDUR|7BEXP|8VULN|9aDMG|aBPWR
430	21221 54344	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2RCR|3CGEN|4MBVNT|57VULN|6AART|8RCVC|9ZMB|aDMG
431	21421 54344	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2RCR|3MLV|4MBVNT|57VULN|6AART|8RCVC|9ZMB|aDMG
432	13613 35611	   	163.11	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	18LIT|2AART|38VULN|4DUR|5BEXP|68ZMB|7RCR|8BPWR|9ERES|aCDMG
433	64413 31412	   	163.10	ACR|3DMG|1AART|1VULN	15FEWX|258DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|9VULN|aMLV
434	64413 31413	   	163.10	ACR|3DMG|1AART|1VULN	15FEWX|258DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|9VULN|aLIT
435	21516 21433	   	163.08	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2RCR|3ASPD|4RCVC|5ZMB|6CDMG|7NUKE|8aVULN|9AART
436	21533 15136	   	163.08	ACR|1AART|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR|1ASPD	1DUST|2RCR|3ASPD|4DMSP|5DUR|6ZMB|7DMG|8FLTHEA|9AART|aCDMG
437	13115 12625	   	163.00	ACR|2DMG|1AART|1VULN|2ASPD	19LIT|2AART|3SNIHEL|4RCR|59ASPD|6BEXP|7VULN|89DMG|9BPWR|aRCVC
438	24416 31211	   	163.00	ACR|3VULN|1AART|1DMG	1DUST|2DMG|3AART|4RCR|56RPLT|789VULN|aLWND
439	64413 11412	   	163.00	ACR|3DMG|1AART|1VULN	15FEWX|258DMG|3AART|4RCR|5BPWR|6DUST|7MBVNT|9VULN|aMLV
440	64413 11413	   	163.00	ACR|3DMG|1AART|1VULN	15FEWX|258DMG|3AART|4RCR|5BPWR|6DUST|7MBVNT|9VULN|aLIT
441	64413 21212	   	163.00	ACR|3DMG|1AART|1VULN	15FEWX|259DMG|3AART|4RCR|5BPWR|6BELT|7DUST|8LEGI|aVULN
442	64413 31411	   	163.00	ACR|3DMG|1AART|1VULN	15FEWX|258DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|9VULN|aERES
443	36532 52233	   	162.98	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|2RCVC	13RCVC|25BEXP|45CDMG|5BPWR|6ZMB|7AART|8RCR|9DMG|aVULN
444	24413 12363	   	162.90	ACR|3DMG|1AART|1VULN	156DUST|25aDMG|3AART|4RCR|5BPWR|7FEWX|8RMIN|9VULN
445	24413 12631	   	162.90	ACR|3DMG|1AART|1VULN	156DUST|258DMG|3AART|4RCR|5BPWR|7FEWX|9VULN|aLWND
446	24413 12632	   	162.90	ACR|3DMG|1AART|1VULN	156DUST|258DMG|3AART|4RCR|5BPWR|7FEWX|9VULN|aLIT
447	24413 13263	   	162.90	ACR|3DMG|1AART|1VULN	156DUST|25aDMG|3AART|4RCR|5BPWR|7CGEN|8FEWX|9VULN
448	24413 21134	   	162.90	ACR|3DMG|1AART|1VULN	15DUST|25aDMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|8MLV|9VULN
449	24413 21272	   	162.90	ACR|3DMG|1AART|1VULN	15DUST|259DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|8VULN|aMLV
450	24413 21273	   	162.90	ACR|3DMG|1AART|1VULN	15DUST|259DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|8VULN|aLIT
451	24413 21412	   	162.90	ACR|3DMG|1AART|1VULN	15DUST|258DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|9VULN|aMLV
452	24413 21413	   	162.90	ACR|3DMG|1AART|1VULN	15DUST|258DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|9VULN|aLIT
453	24413 21447	   	162.90	ACR|3DMG|1AART|1VULN	15DUST|258DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|9FEWX|aVULN
454	24413 51412	   	162.90	ACR|3DMG|1AART|1VULN	15DUST|258DMG|3AART|4RCR|5BPWR|6BEXP|7MBVNT|9VULN|aMLV
455	24413 51413	   	162.90	ACR|3DMG|1AART|1VULN	15DUST|258DMG|3AART|4RCR|5BPWR|6BEXP|7MBVNT|9VULN|aLIT
456	24416 31212	   	162.90	ACR|3VULN|1AART|1DMG	1aDUST|2DMG|3AART|4RCR|56RPLT|789VULN
457	24416 31222	   	162.90	ACR|3VULN|1AART|1DMG	1DUST|2DMG|3AART|4RCR|56RPLT|78aVULN|9BASHEA
458	24416 32313	   	162.90	ACR|3VULN|1AART|1DMG	17DUST|2DMG|3AART|4RCR|56RPLT|89aVULN
459	64413 11411	   	162.90	ACR|3DMG|1AART|1VULN	15FEWX|258DMG|3AART|4RCR|5BPWR|6DUST|7MBVNT|9VULN|aERES
460	21428 73444	   	162.85	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2RCR|3MLV|4MBVNT|5RCVC|67VULN|8AART|9ZMB|aDMG
461	21528 43425	   	162.83	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|57DUR|6AART|8DMG|9ZMB|aVULN
462	21556 33313	   	162.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1DUST|2RCR|3ASPD|4CDMG|59DMG|6ERES|7LIT|8aVULN
463	21533 63132	   	162.81	ACR|3VULN|1AART|2DUR|1ASPD	18DUST|2RCR|3ASPD|4DMSP|58DUR|678VULN|8BPWR|9LHND|aAART
464	24413 21244	   	162.80	ACR|3DMG|1AART|1VULN	15DUST|25aDMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|8VULN|9ERES
465	24413 21271	   	162.80	ACR|3DMG|1AART|1VULN	15DUST|259DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|8VULN|aERES
466	24413 21411	   	162.80	ACR|3DMG|1AART|1VULN	15DUST|258DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|9VULN|aERES
467	24413 51411	   	162.80	ACR|3DMG|1AART|1VULN	15DUST|258DMG|3AART|4RCR|5BPWR|6BEXP|7MBVNT|9VULN|aERES
468	24423 32112	   	162.79	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|24DMG|3AART|5RCR|6ASPD|7RPLT|8ERES|9VULN|aZMB
469	13624 32224	 * 	162.78	DCR|2AART|2VULN|2CDMG|1ZMB	1LIT|26AART|39VULN|45CDMG|7FEWX|8ZMB|aRCR
470	13624 33224	   	162.78	DCR|2AART|2VULN|2CDMG|1ZMB	1LIT|26AART|39VULN|45CDMG|7LHND|8ZMB|aRCR
471	21513 63121	   	162.77	ACR|3VULN|1DMG|2DUR|1ASPD	18DUST|2RCR|3ASPD|4RCVC|58DUR|678VULN|8BPWR|9DMG|aBEXP
472	21513 63122	   	162.77	ACR|3VULN|1DMG|2DUR|1ASPD	18DUST|2RCR|3ASPD|4RCVC|58DUR|678VULN|8BPWR|9DMG|aLWND
473	21513 63123	   	162.77	ACR|3VULN|1DMG|2DUR|1ASPD	18DUST|2RCR|3ASPD|4RCVC|58DUR|678VULN|8BPWR|9DMG|aLIT
474	21513 63125	   	162.77	ACR|3VULN|1DMG|2DUR|1ASPD	18DUST|2RCR|3ASPD|4RCVC|58DUR|678VULN|8BPWR|9DMG|aLHND
475	46212 42231	   	162.73	ACR|2VULN|2DMG|1CDMG|1DUR|2SELL	16SELL|2RCR|3aDMG|4LIT|5aMLV|7DUR|8CDMG|9aVULN|aBPWR
476	61132 51221	   	162.69	ACR|2AART|2VULN|1DMG	18aFEWX|2RCR|3LIT|48CGEN|57AART|68VULN|8BPWR|9DMG
477	61132 51223	   	162.69	ACR|2AART|2VULN|1DMG	18FEWX|2RCR|3LIT|48CGEN|57AART|68VULN|8BPWR|9DMG|aLHND
478	61132 51225	   	162.69	ACR|2AART|2VULN|1DMG	18FEWX|2RCR|3LIT|48CGEN|57AART|68VULN|8BPWR|9DMG|aRPLT
479	61132 51235	   	162.69	ACR|2AART|2VULN|1DMG	18FEWX|2RCR|3LIT|48CGEN|57AART|68VULN|8BPWR|9DMSP|aDMG
480	61142 51221	   	162.69	ACR|2AART|2VULN|1DMG	18FEWX|2RCR|38LIT|4RMIN|57AART|68VULN|8BPWR|9DMG|aBELT
481	21413 52313	   	162.69	ACR|3VULN|1AART|1CDMG	1DUST|2RCR|3MLV|4RCVC|5CDMG|6AART|7LWND|89aVULN
482	13624 31224	   	162.68	DCR|2AART|2VULN|2CDMG|1ZMB	1LIT|26AART|39VULN|45CDMG|7DUST|8ZMB|aRCR
483	24422 21141	   	162.68	DCR|2DMG|1AART|1VULN|1CDMG	17DUST|24DMG|3AART|5ERES|6RCR|8CANSTR|9VULN|aCDMG
484	53124 23181	   	162.65	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BELT|37DMG|4BEXP|57VULN|67LHND|7BPWR|8DUR|9RCR|aAART
485	53124 53181	   	162.65	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BELT|37DMG|4BEXP|57VULN|67LWND|7BPWR|8DUR|9RCR|aAART
486	53164 23281	   	162.65	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BELT|37DMG|4DUR|57VULN|67LHND|7BPWR|8BEXP|9RCR|aAART
487	24423 11511	   	162.63	ACR|3DMG|1AART|1CDMG|1DUR	16DUST|247DMG|3AART|5RCR|8DUR|9RCVC|aCDMG
488	21533 66333	   	162.62	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DUST|2RCR|38ASPD|4DMSP|5DUR|6aVULN|7CDMG|9AART
489	33433 15321	   	162.62	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2DUR|3CDMG|4RMIN|57DMG|6AART|8VULN|9BELT|aRCR
490	13624 22324	   	162.59	DCR|2VULN|1AART|1DMG|2CDMG	1LIT|2AART|39VULN|45CDMG|6DMG|7RCVC|8LWND|aRCR
491	25511 32321	   	162.59	DCR|2VULN|1AART|1DMG|2CDMG	18DUST|2AART|38CDMG|4DMG|5MLV|68VULN|7RCVC|8BPWR|9BELT|aRCR
492	61132 51222	   	162.59	ACR|2AART|2VULN|1DMG	18FEWX|2RCR|3LIT|48CGEN|57AART|68VULN|8BPWR|9DMG|aTLV
493	33212 14135	   	162.56	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|25DUR|3ERES|4BEXP|6RCR|7DMG|8AART|9aVULN
494	36222 14135	   	162.56	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2BEXP|35DUR|4ERES|6RCR|7DMG|8AART|9aVULN
495	21421 23444	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2RCR|3MLV|4MBVNT|57VULN|6RCVC|8AART|9ZMB|aDMG
496	46233 22633	   	162.55	ACR|2VULN|1AART|1DMG|1FLTHEA|1SELL	1SELL|2RCR|3DMG|4RMIN|5aVULN|6DUST|7LWND|8AART|9FLTHEA
497	46211 42231	   	162.53	ACR|2VULN|2DMG|1CDMG|1DUR|2SELL	16SELL|2RCR|3aDMG|4LIT|5aTLV|7DUR|8CDMG|9aVULN|aBPWR
