0	Index      	 *	Score 	Summary	Detail	
1	22211 43251	 * 	192.39	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49DUR|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aAART
329	21143 13462	   	166.77	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9ERES|aFEWX
330	21143 11311	   	166.76	ACR|3VULN|1AART|1ZMB|2RCVC|1ASPD	12RCVC|389VULN|4RCR|5ASPD|6AART|7LHND|aZMB
331	21143 12311	   	166.76	ACR|3VULN|1AART|1ZMB|2RCVC|1ASPD	12RCVC|389VULN|4RCR|5ASPD|6AART|7BEXP|aZMB
332	21143 15311	   	166.76	ACR|3VULN|1AART|1ZMB|2RCVC|1ASPD	12RCVC|389VULN|4RCR|5ASPD|6AART|7FEWX|aZMB
333	11323 41515	   	166.74	ACR|3VULN|3DMG	1BELT|27CGEN|3FEWX|479VULN|5RCR|67aDMG|7BPWR|8RPLT
334	15223 41214	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1BELT|27DUST|3ERES|47VULN|5RCR|67DMG|7BPWR|8CDMG|9DUR|aZMB
335	35223 41214	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DUST|2BELT|3ERES|47VULN|5RCR|67DMG|7BPWR|8CDMG|9DUR|aZMB
336	21516 21421	   	166.69	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB|2RCVC	12RCVC|39DMG|49LHND|5ZMB|6RCR|7VULN|89DUR|9BPWR|aCDMG
337	34343 21125	   	166.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17DUST|26VULN|3AART|4ZMB|5CDMG|8RMIN|9RCR|aDMG
338	34341 13213	   	166.67	DCR|4VULN|1AART|2ZMB	167DUST|2578VULN|3AART|47ZMB|7BPWR|9RCR|aFEWX
339	34341 13214	   	166.67	DCR|4VULN|1AART|2ZMB	167DUST|2578VULN|3AART|47ZMB|7BPWR|9RCR|aRPLT
340	34341 13215	   	166.67	DCR|4VULN|1AART|2ZMB	167DUST|2578VULN|3AART|47ZMB|7BPWR|9RCR|aBEXP
341	34341 13216	   	166.67	DCR|4VULN|1AART|2ZMB	167DUST|2578VULN|3AART|47ZMB|7BPWR|9RCR|aLHND
342	34341 23313	   	166.67	DCR|4VULN|1AART|2ZMB	178DUST|2567VULN|3AART|47ZMB|7BPWR|9RCR|aFEWX
343	34341 23314	   	166.67	DCR|4VULN|1AART|2ZMB	178DUST|2567VULN|3AART|47ZMB|7BPWR|9RCR|aRPLT
344	34341 23315	   	166.67	DCR|4VULN|1AART|2ZMB	178DUST|2567VULN|3AART|47ZMB|7BPWR|9RCR|aBEXP
345	34341 23316	   	166.67	DCR|4VULN|1AART|2ZMB	178DUST|2567VULN|3AART|47ZMB|7BPWR|9RCR|aLHND
346	11323 41633	   	166.64	ACR|3VULN|3DMG	1BELT|27CGEN|3FEWX|479VULN|5RCR|67aDMG|7BPWR|8DUST
347	43131 43251	   	166.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	139LWND|2FEWX|49DMG|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aCDMG
348	34341 13212	   	166.57	DCR|4VULN|1AART|2ZMB	167DUST|2578VULN|3AART|47ZMB|7BPWR|9RCR|aTLV
349	34341 23312	   	166.57	DCR|4VULN|1AART|2ZMB	178DUST|2567VULN|3AART|47ZMB|7BPWR|9RCR|aTLV
350	21531 31424	   	166.56	DCR|2VULN|2DMG|2DUR|2RCVC|1ASPD	12RCVC|39DMG|4RMIN|5LHND|6RCR|79VULN|89DUR|9BPWR|aASPD
351	55223 41123	   	166.54	ACR|3VULN|3DMG	17BEXP|2BELT|3ERES|479VULN|5RCR|67aDMG|7BPWR|8TLV
352	31623 41163	   	166.44	ACR|3VULN|3DMG	17DUST|2MLV|3BELT|479VULN|5RCR|67aDMG|7BPWR|8TLV
353	54343 32231	 * 	166.38	DCR|3VULN|1AART|2CDMG|1ZMB	1BEXP|289VULN|3AART|4ZMB|57CDMG|6LWND|aRCR
354	15223 41123	   	166.34	ACR|3VULN|3DMG	1BELT|27DUST|3ERES|479VULN|5RCR|67aDMG|7BPWR|8TLV
355	15223 41343	   	166.34	ACR|3VULN|3DMG	1BELT|27DUST|38ERES|479VULN|5RCR|67aDMG|7BPWR
356	32623 41143	   	166.34	ACR|3VULN|3DMG	17DUST|28TLV|3BELT|479VULN|5RCR|67aDMG|7BPWR
357	35223 41123	   	166.34	ACR|3VULN|3DMG	17DUST|2BELT|3ERES|479VULN|5RCR|67aDMG|7BPWR|8TLV
358	35223 41343	   	166.34	ACR|3VULN|3DMG	17DUST|2BELT|38ERES|479VULN|5RCR|67aDMG|7BPWR
359	34341 22261	   	166.28	DCR|3VULN|1AART|2CDMG|1ZMB	1DUST|256VULN|3AART|4ZMB|7BEXP|89CDMG|aRCR
360	34343 32231	   	166.28	DCR|3VULN|1AART|2CDMG|1ZMB	1DUST|289VULN|3AART|4ZMB|57CDMG|6LHND|aRCR
361	34343 62231	   	166.28	DCR|3VULN|1AART|2CDMG|1ZMB	1DUST|289VULN|3AART|4ZMB|57CDMG|6LWND|aRCR
362	22645 13231	   	166.23	ACR|3DMG|1AART|1CDMG|1DUR	1RCVC|278DMG|378MLV|4RCR|578CGEN|6AART|78BPWR|9DUR|aCDMG
363	42613 23622	   	166.22	DCR|3VULN|1AART|2ZMB|1CDMG	1LWND|2TLV|3AART|467VULN|5CDMG|8aZMB|9RCR
364	44132 21351	   	166.22	DCR|3VULN|3DMG	13LWND|26aVULN|469DMG|5RPLT|6BPWR|7LHND|8RCR
365	41613 23116	   	166.10	DCR|3VULN|1AART|1CDMG|2DUR	1LWND|2MLV|3AART|467VULN|5CDMG|8RCR|9aDUR
366	22316 21421	   	166.09	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB|2RCVC	14RCVC|29DMG|39LHND|5ZMB|6RCR|7VULN|89DUR|9BPWR|aCDMG
367	42613 23116	   	166.00	DCR|3VULN|1AART|1CDMG|2DUR	1LWND|2TLV|3AART|467VULN|5CDMG|8RCR|9aDUR
368	21524 12621	   	166.00	ACR|2VULN|2DMG|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|5RMIN|6DUR|79LHND|89VULN|9BPWR|aCDMG
369	22314 31424	   	165.96	DCR|2VULN|2DMG|2DUR|2RCVC|1ASPD	14RCVC|29DMG|3LHND|5RMIN|6RCR|79VULN|89DUR|9BPWR|aASPD
370	21522 11342	   	165.93	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1DUR	12RCVC|3DMG|4RCR|5ERES|6DUR|7VULN|8AART|9CDMG|aZMB
371	21143 65323	   	165.90	ACR|2VULN|2DMG|2ASPD|2RCVC|1DUR	12RCVC|39VULN|4RCR|59ASPD|6LWND|7DUR|89DMG|9BPWR|aBEXP
372	21144 22343	 * 	165.80	ACR|2VULN|2AART|1CDMG|2RCVC|1DUR	12RCVC|38VULN|4RCR|5aAART|6DUR|7FEWX|9CDMG
373	21144 23213	   	165.80	ACR|2VULN|2AART|1CDMG|2RCVC|1DUR	12RCVC|3aVULN|4RCR|59AART|6DUR|7CGEN|8CDMG
374	21524 11121	   	165.80	ACR|2VULN|2DMG|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|5RMIN|6DUR|79VULN|89DUST|9BPWR|aCDMG
375	21524 13621	   	165.80	ACR|2VULN|2DMG|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|5RMIN|6DUR|79DUST|89VULN|9BPWR|aCDMG
376	22645 13212	   	165.60	ACR|3DMG|1AART|1VULN	1RCVC|278DMG|378MLV|4RCR|578CGEN|6AART|78BPWR|9DUST|aVULN
377	21534 12622	   	165.60	ACR|3VULN|2DMG|2RCVC|1DUR	12RCVC|39DMG|4RMIN|5RCR|6DUR|79LHND|89aVULN|9BPWR
378	22353 53125	   	165.59	DCR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|3LHND|4AART|5aCDMG|67VULN|8RMIN|9RCR
379	13123 42353	   	165.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2LWND|39VULN|4RMIN|5RCR|6DMG|7CDMG|8ZMB|aAART
380	14123 42353	   	165.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2LHND|39VULN|4RMIN|5RCR|6DMG|7CDMG|8ZMB|aAART
381	22353 53325	   	165.49	DCR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|3LHND|4AART|5aCDMG|67VULN|8NUKE|9RCR
382	51633 53113	   	165.41	DCR|3VULN|2AART|1CDMG	14BEXP|24MLV|39AART|4BPWR|5CDMG|67aVULN|8RCR
383	21534 11122	   	165.40	ACR|3VULN|2DMG|2RCVC|1DUR	12RCVC|39DMG|4RMIN|5RCR|6DUR|79aVULN|89DUST|9BPWR
384	21534 13622	   	165.40	ACR|3VULN|2DMG|2RCVC|1DUR	12RCVC|39DMG|4RMIN|5RCR|6DUR|79DUST|89aVULN|9BPWR
385	22251 36135	   	165.38	DCR|3VULN|1AART|1DMG	1RCVC|2DMG|3BEXP|4LIT|5AART|6DUST|7RCR|89aVULN
386	34331 13213	   	165.37	DCR|4VULN|1AART|2ASPD	167DUST|2578VULN|3AART|47ASPD|7BPWR|9RCR|aFEWX
387	34331 13214	   	165.37	DCR|4VULN|1AART|2ASPD	167DUST|2578VULN|3AART|47ASPD|7BPWR|9RCR|aRPLT
388	34331 13215	   	165.37	DCR|4VULN|1AART|2ASPD	167DUST|2578VULN|3AART|47ASPD|7BPWR|9RCR|aBEXP
389	34331 13216	   	165.37	DCR|4VULN|1AART|2ASPD	167DUST|2578VULN|3AART|47ASPD|7BPWR|9RCR|aLHND
390	34331 23313	   	165.37	DCR|4VULN|1AART|2ASPD	178DUST|2567VULN|3AART|47ASPD|7BPWR|9RCR|aFEWX
391	34331 23314	   	165.37	DCR|4VULN|1AART|2ASPD	178DUST|2567VULN|3AART|47ASPD|7BPWR|9RCR|aRPLT
392	34331 23315	   	165.37	DCR|4VULN|1AART|2ASPD	178DUST|2567VULN|3AART|47ASPD|7BPWR|9RCR|aBEXP
393	34331 23316	   	165.37	DCR|4VULN|1AART|2ASPD	178DUST|2567VULN|3AART|47ASPD|7BPWR|9RCR|aLHND
394	21144 21342	   	165.35	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1DUR	12RCVC|38VULN|4RCR|5AART|6DUR|7LWND|9CDMG|aZMB
395	21144 22342	   	165.35	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1DUR	12RCVC|38VULN|4RCR|5AART|6DUR|7FEWX|9CDMG|aZMB
396	51633 53123	   	165.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|24MLV|3AART|4BPWR|5CDMG|67VULN|8RCR|9DMG|aDUR
397	51613 13113	   	165.31	DCR|3VULN|2AART|1CDMG	16BEXP|2MLV|39AART|47aVULN|5CDMG|8RCR
398	54322 33113	   	165.31	DCR|3VULN|2AART|1CDMG	14BEXP|27aVULN|39AART|5CDMG|6CGEN|8RCR
399	54333 13113	   	165.31	DCR|3VULN|2AART|1CDMG	16BEXP|27aVULN|39AART|4CGEN|5CDMG|8RCR
400	56613 13113	   	165.31	DCR|3VULN|2AART|1CDMG	16BEXP|2CGEN|39AART|47aVULN|5CDMG|8RCR
401	22141 13424	   	165.30	ACR|3DMG|1AART|1VULN	1RCVC|278DMG|37ERES|4RCR|57MLV|6AART|7BPWR|9CGEN|aVULN
402	22141 13626	   	165.30	ACR|3DMG|1AART|1VULN	1RCVC|27aDMG|37ERES|4RCR|578MLV|6AART|7BPWR|9VULN
403	34331 13212	   	165.27	DCR|4VULN|1AART|2ASPD	167DUST|2578VULN|3AART|47ASPD|7BPWR|9RCR|aTLV
404	34331 23312	   	165.27	DCR|4VULN|1AART|2ASPD	178DUST|2567VULN|3AART|47ASPD|7BPWR|9RCR|aTLV
405	34331 26523	   	165.24	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUST|256VULN|3AART|4ASPD|7CDMG|8MLV|9RCR|aDUR
406	22325 53611	   	165.24	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1RCVC|2DMG|3LHND|4ZMB|5SELL|6CDMG|79VULN|8AART|aRCR
407	51613 13123	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2MLV|3AART|47VULN|5CDMG|8RCR|9DMG|aDUR
408	54322 33123	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|27VULN|3AART|5CDMG|6CGEN|8RCR|9DMG|aDUR
409	54333 13123	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|27VULN|3AART|4CGEN|5CDMG|8RCR|9DMG|aDUR
410	56613 13123	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2CGEN|3AART|47VULN|5CDMG|8RCR|9DMG|aDUR
411	52613 13113	   	165.21	DCR|3VULN|2AART|1CDMG	16BEXP|2TLV|39AART|47aVULN|5CDMG|8RCR
412	52633 53113	   	165.21	DCR|3VULN|2AART|1CDMG	14BEXP|24TLV|39AART|4BPWR|5CDMG|67aVULN|8RCR
413	54322 23113	   	165.21	DCR|3VULN|2AART|1CDMG	14BEXP|27aVULN|39AART|5CDMG|6ERES|8RCR
414	54353 13113	   	165.21	DCR|3VULN|2AART|1CDMG	16BEXP|27aVULN|39AART|4ERES|5CDMG|8RCR
415	22141 13435	   	165.20	ACR|3DMG|1AART|1VULN	1RCVC|278DMG|379ERES|4RCR|57MLV|6AART|7BPWR|aVULN
416	22145 11326	   	165.20	ACR|3VULN|1AART|1DMG	1RCVC|2DMG|3ERES|4RCR|5CGEN|6AART|7LHND|89aVULN
417	21143 12213	   	165.20	ACR|2VULN|2AART|1CDMG|2RCVC|1ASPD	12RCVC|3aVULN|4RCR|5ASPD|69AART|7BEXP|8CDMG
418	21143 15213	   	165.20	ACR|2VULN|2AART|1CDMG|2RCVC|1ASPD	12RCVC|3aVULN|4RCR|5ASPD|69AART|7FEWX|8CDMG
419	21113 13651	   	165.17	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR|2RCVC	12RCVC|37VULN|47DUR|57ASPD|6AART|7BPWR|8CDMG|9LWND|aRCR
420	34331 42521	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3AART|4ASPD|6DMG|7FEWX|8RCR|9CDMG|aMLV
421	34331 42522	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3AART|4ASPD|6DMG|7FEWX|8RCR|9CDMG|aBEXP
422	34331 44211	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3AART|4ASPD|6DMG|7DMSP|8RCR|9LIT|aCDMG
423	52613 13123	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2TLV|3AART|47VULN|5CDMG|8RCR|9DMG|aDUR
424	52633 53123	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|24TLV|3AART|4BPWR|5CDMG|67VULN|8RCR|9DMG|aDUR
425	54322 23123	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|27VULN|3AART|5CDMG|6ERES|8RCR|9DMG|aDUR
426	54353 13123	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|27VULN|3AART|4ERES|5CDMG|8RCR|9DMG|aDUR
427	21131 25414	   	165.09	DCR|2VULN|2DMG|1AART|2RCVC	12RCVC|36VULN|4BELT|56FEWX|6BPWR|7AART|8aDMG|9RCR
428	11323 41631	   	165.08	ACR|4VULN|2DMG	1BELT|27CGEN|3FEWX|479aVULN|5RCR|67DMG|7BPWR|8DUST
429	21113 13626	   	165.07	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR|2RCVC	12RCVC|37VULN|47DUR|57ASPD|6AART|7BPWR|8CDMG|9MBVNT|aRCR
430	34311 31523	   	165.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1DUST|29VULN|3AART|4LWND|5DMG|67ASPD|8RCR|aDUR
431	34331 42523	   	165.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aDUST|25VULN|3AART|4ASPD|6DMG|7FEWX|8RCR|9CDMG
432	34353 21113	   	165.01	DCR|3VULN|2AART|1CDMG	17DUST|26aVULN|39AART|4ERES|5CDMG|8RCR
433	34333 21626	   	165.00	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	17DUST|26VULN|3aAART|4ASPD|5CDMG|8ZMB|9RCR
434	34343 24344	   	165.00	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1DUST|26VULN|3aAART|4ZMB|5CDMG|7DUR|8MBVNT|9RCR
435	44134 43122	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	137LWND|27VULN|47DMG|5MBVNT|6AART|7BPWR|8ERES|9RCR|aDUR
436	54361 13211	   	164.92	DCR|2AART|2DMG|1VULN|1CDMG	16BEXP|2VULN|39AART|4FEWX|57DMG|8CDMG|aRCR
437	54311 51231	   	164.92	DCR|2AART|2VULN|1DMG|1CDMG	1BEXP|29VULN|36AART|47LWND|5DMG|8CDMG|aRCR
438	54311 52231	   	164.92	DCR|2AART|2VULN|1DMG|1CDMG	17BEXP|29VULN|36AART|4LWND|5DMG|8CDMG|aRCR
439	34353 21123	   	164.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17DUST|26VULN|3AART|4ERES|5CDMG|8RCR|9DMG|aDUR
440	21526 11321	   	164.83	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1DUR	12RCVC|3DMG|4RCR|5ZMB|6DUR|7VULN|8RPLT|9CDMG|aAART
441	34311 26631	   	164.82	DCR|2AART|2VULN|1DMG|1CDMG	1DUST|29VULN|38AART|46LWND|5DMG|7CDMG|aRCR
442	34311 51231	   	164.82	DCR|2AART|2VULN|1DMG|1CDMG	1DUST|29VULN|36AART|47LWND|5DMG|8CDMG|aRCR
443	34311 56131	   	164.82	DCR|2AART|2VULN|1DMG|1CDMG	1DUST|29VULN|36AART|4LWND|5DMG|7CDMG|8DMSP|aRCR
444	34321 53211	   	164.82	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|2VULN|39AART|4BEXP|57DMG|6DMSP|8CDMG|aRCR
445	34361 53211	   	164.82	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|2VULN|39AART|4FEWX|57DMG|6DMSP|8CDMG|aRCR
446	22251 36213	   	164.79	DCR|2DMG|1AART|1VULN|2ZMB	1RCVC|29DMG|39BEXP|4LIT|5AART|6DUST|7RCR|89ZMB|9BPWR|aVULN
447	21143 16235	   	164.75	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|39VULN|4RCR|5ASPD|6AART|7CDMG|8LHND|aZMB
448	21143 16631	   	164.75	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|39VULN|4RCR|5ASPD|6AART|7CDMG|8ZMB|aRMIN
449	21143 16632	   	164.75	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|39VULN|4RCR|5ASPD|6AART|7CDMG|8ZMB|aLWND
450	21143 16633	   	164.75	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|39VULN|4RCR|5ASPD|6AART|7CDMG|8ZMB|aBEXP
451	21143 11235	   	164.75	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|39VULN|4RCR|5ASPD|6AART|7LHND|8CDMG|aZMB
452	11323 41511	   	164.73	ACR|3VULN|2DMG|1CDMG	1BELT|27CGEN|3FEWX|479VULN|5RCR|67DMG|7BPWR|8RPLT|aCDMG
453	34311 54231	   	164.72	DCR|2AART|2VULN|1DMG|1CDMG	17DUST|29VULN|36AART|4LWND|5DMG|8CDMG|aRCR
454	34321 43211	   	164.72	DCR|2AART|2DMG|1VULN|1CDMG	16DUST|2VULN|39AART|4BEXP|57DMG|8CDMG|aRCR
455	34361 43211	   	164.72	DCR|2AART|2DMG|1VULN|1CDMG	16DUST|2VULN|39AART|4FEWX|57DMG|8CDMG|aRCR
456	34332 22265	   	164.72	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|26aVULN|3AART|4ASPD|5LIT|7DMG|8CGEN|9RCR
457	34332 22365	   	164.72	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|26aVULN|3AART|4ASPD|5LIT|7DMG|8RMIN|9RCR
458	21143 16613	   	164.65	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|3aVULN|4RCR|5ASPD|6AART|7CDMG|8ZMB|9ERES
459	11323 41225	   	164.63	ACR|3DMG|2VULN|1CDMG	1BELT|27CGEN|3FEWX|47VULN|5RCR|67aDMG|7BPWR|8CDMG|9DUST
460	11323 41363	   	164.63	ACR|3DMG|2VULN|1CDMG	1BELT|27CGEN|3FEWX|47VULN|5RCR|679DMG|7BPWR|8ERES|aCDMG
461	11323 41632	   	164.63	ACR|3VULN|2DMG|1CDMG	1BELT|27CGEN|3FEWX|479VULN|5RCR|67DMG|7BPWR|8DUST|aCDMG
462	51613 13125	   	164.59	DCR|2VULN|1AART|1DMG|2CDMG	16BEXP|2MLV|3AART|47VULN|5aCDMG|8RCR|9DMG
463	54322 33125	   	164.59	DCR|2VULN|1AART|1DMG|2CDMG	14BEXP|27VULN|3AART|5aCDMG|6CGEN|8RCR|9DMG
464	54333 13125	   	164.59	DCR|2VULN|1AART|1DMG|2CDMG	16BEXP|27VULN|3AART|4CGEN|5aCDMG|8RCR|9DMG
465	54341 22223	   	164.57	DCR|4VULN|1AART|2ZMB	178BEXP|2568VULN|3AART|48ZMB|8BPWR|9CGEN|aRCR
466	21145 13423	   	164.57	ACR|2VULN|2AART|1DMG|2RCVC	12RCVC|37VULN|4RCR|5NUKE|6aAART|7BPWR|8DMG|9RPLT
467	31623 41511	   	164.53	ACR|3VULN|2DMG|1CDMG	17DUST|2MLV|3BELT|479VULN|5RCR|67DMG|7BPWR|8RPLT|aCDMG
468	52613 13125	   	164.49	DCR|2VULN|1AART|1DMG|2CDMG	16BEXP|2TLV|3AART|47VULN|5aCDMG|8RCR|9DMG
469	54322 23125	   	164.49	DCR|2VULN|1AART|2CDMG|1DMG	14BEXP|27VULN|3AART|5aCDMG|6ERES|8RCR|9DMG
470	15223 41511	   	164.43	ACR|3VULN|2DMG|1CDMG	1BELT|27DUST|3ERES|479VULN|5RCR|67DMG|7BPWR|8RPLT|aCDMG
471	31623 41363	   	164.43	ACR|3DMG|2VULN|1CDMG	17DUST|2MLV|3BELT|47VULN|5RCR|679DMG|7BPWR|8ERES|aCDMG
472	32623 41511	   	164.43	ACR|3VULN|2DMG|1CDMG	17DUST|2TLV|3BELT|479VULN|5RCR|67DMG|7BPWR|8RPLT|aCDMG
473	35223 41511	   	164.43	ACR|3VULN|2DMG|1CDMG	17DUST|2BELT|3ERES|479VULN|5RCR|67DMG|7BPWR|8RPLT|aCDMG
474	34341 23123	   	164.37	DCR|4VULN|1AART|2ZMB	17DUST|2567VULN|3AART|47ZMB|7BPWR|8BEXP|9CGEN|aRCR
475	34341 23523	   	164.37	DCR|4VULN|1AART|2ZMB	17DUST|2567VULN|3AART|47ZMB|7BPWR|8FEWX|9CGEN|aRCR
476	15223 41342	   	164.33	ACR|3VULN|2DMG|1CDMG	1BELT|27DUST|38ERES|479VULN|5RCR|67DMG|7BPWR|aCDMG
477	32623 41142	   	164.33	ACR|3VULN|2DMG|1CDMG	17DUST|28TLV|3BELT|479VULN|5RCR|67DMG|7BPWR|aCDMG
478	35223 41342	   	164.33	ACR|3VULN|2DMG|1CDMG	17DUST|2BELT|38ERES|479VULN|5RCR|67DMG|7BPWR|aCDMG
479	34341 13223	   	164.27	DCR|4VULN|1AART|2ZMB	167DUST|2578VULN|3AART|47ZMB|7BPWR|9CGEN|aRCR
480	34341 23153	   	164.27	DCR|4VULN|1AART|2ZMB	17DUST|2567VULN|3AART|47ZMB|7BPWR|8BEXP|9ERES|aRCR
481	34341 23323	   	164.27	DCR|4VULN|1AART|2ZMB	178DUST|2567VULN|3AART|47ZMB|7BPWR|9CGEN|aRCR
482	25333 21626	 * 	164.23	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1RCVC|2FEWX|3ZMB|45ASPD|6RCR|7VULN|89DMG|aCDMG
483	21525 11325	   	164.23	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC	12RCVC|3DMG|4RCR|5LWND|6AART|7LHND|89VULN|aZMB
484	44132 21352	 * 	164.21	DCR|3DMG|2VULN|1CDMG	13LWND|26VULN|469DMG|5RPLT|6BPWR|7LHND|8RCR|aCDMG
485	21145 13422	   	164.13	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC	12RCVC|37VULN|4RCR|5NUKE|6AART|7BPWR|8DMG|9RPLT|aZMB
486	11325 51811	   	164.02	DCR|3VULN|3DMG	1BELT|27aCGEN|3aFEWX|47aVULN|5MBVNT|678DMG|7aBPWR|9RCR
487	22143 16213	   	164.00	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2DMG|3ERES|4RCR|5ASPD|69AART|7CDMG|8LHND|aVULN
488	22143 11213	   	164.00	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2DMG|3ERES|4RCR|5ASPD|69AART|7LHND|8CDMG|aVULN
489	22143 12213	   	164.00	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2DMG|3ERES|4RCR|5ASPD|69AART|7BEXP|8CDMG|aVULN
490	22143 15213	   	164.00	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2DMG|3ERES|4RCR|5ASPD|69AART|7FEWX|8CDMG|aVULN
491	22353 52631	 * 	163.99	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2DMG|3LHND|48AART|59CDMG|6VULN|7DUR|aRCR
492	22211 25125	   	163.93	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1RCVC|2DMG|3BEXP|4DUR|5ZMB|6RCR|7aVULN|89CDMG
493	22231 43253	   	163.90	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1RCVC|29DMG|3BEXP|49LWND|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aDUR
494	22341 43253	   	163.90	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1RCVC|29DMG|3LHND|49BEXP|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aDUR
495	11224 51731	   	163.85	DCR|2VULN|2DMG|1AART|1DUR	1BELT|27CGEN|3DUR|4MBVNT|57VULN|67DMG|7BPWR|8AART|9RCR|aRPLT
496	11224 51733	   	163.85	DCR|2VULN|2DMG|1AART|1DUR	1BELT|27aCGEN|3DUR|4MBVNT|57VULN|67DMG|7BPWR|8AART|9RCR
497	11224 51736	   	163.85	DCR|2VULN|2DMG|1AART|1DUR	1BELT|27CGEN|3DUR|4MBVNT|57VULN|67DMG|7BPWR|8AART|9RCR|aMLV
498	11224 51737	   	163.85	DCR|2VULN|2DMG|1AART|1DUR	1BELT|27CGEN|3DUR|4MBVNT|57VULN|67DMG|7BPWR|8AART|9RCR|aLHND
499	11534 51731	   	163.85	DCR|2VULN|2DMG|1AART|1DUR	1BELT|27CGEN|3MBVNT|4DUR|57VULN|67DMG|7BPWR|8AART|9RCR|aRPLT
