0	Index      	 *	Score 	Summary	Detail	
1	25323 62483	 * 	177.12	DCR|3VULN|3DMG|2ASPD|1SELL	1RMIN|2MBVNT|38aDMG|48ASPD|568VULN|7SELL|8BPWR|9RCR
322	25751 33122	   	154.96	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8ASPD|9LEGI|aDMG
323	25751 33131	   	154.96	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8ASPD|9TLV|aDMG
324	25252 81123	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5DUST|68DMG|7RCR|aZMB
325	22232 42622	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2FEWX|3ERES|45DMG|6LHND|7RCR|8AART|9VULN|aZMB
326	25251 33312	   	154.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9TLV|aDMG
327	25251 33341	   	154.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9DMG|aERES
328	25251 34312	   	154.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9TLV|aDMG
329	25251 34341	   	154.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9DMG|aERES
330	25251 34363	   	154.86	DCR|2VULN|1AART|2CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9aCDMG
331	53335 32126	   	154.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2MLV|3ZMB|4DMG|5RCR|6BELT|7CDMG|8VULN|9DUR|aAART
332	31253 23423	   	154.85	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|6aVULN|7FEWX|8DMG|9AART
333	31553 23423	   	154.85	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LIT|3CGEN|4RCR|5ZMB|6aVULN|7FEWX|8DMG|9AART
334	36141 31362	   	154.84	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1BEXP|2ASPD|37DUR|49VULN|5AART|6ZMB|8RCR|aRCVC
335	12133 62622	 * 	154.83	DCR|3ZMB|1AART|1DMG|1VULN	1LHND|2BEXP|3MLV|4DMG|56aZMB|7RCR|8AART|9VULN
336	21223 62622	   	154.83	DCR|3ZMB|1AART|1DMG|1VULN	1RMIN|2LWND|3BEXP|4DMG|56aZMB|7RCR|8AART|9VULN
337	22523 62622	   	154.83	DCR|3ZMB|1AART|1DMG|1VULN	1RMIN|2FEWX|3LWND|4DMG|56aZMB|7RCR|8AART|9VULN
338	22633 62622	   	154.83	DCR|3ZMB|1AART|1DMG|1VULN	1RMIN|2FEWX|3LHND|4DMG|56aZMB|7RCR|8AART|9VULN
339	13115 13661	   	154.79	ACR|2VULN|1AART|1DMG|1DUR	1LHND|2CGEN|3RCVC|4AART|5RCR|6FEWX|79VULN|8DUR|aDMG
340	21115 13661	   	154.79	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2LWND|3RCVC|4AART|5RCR|6FEWX|79VULN|8DUR|aDMG
341	62415 23113	   	154.79	ACR|2VULN|1AART|2CDMG|1DUR	1ERES|2RCVC|3aVULN|4AART|5RCR|6NUKE|78CDMG|9DUR
342	41253 21423	   	154.75	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2LIT|3MLV|4RCR|5ZMB|6aVULN|7BEXP|8DMG|9AART
343	61223 32621	   	154.73	DCR|2DMG|1AART|1VULN|1ZMB	16ERES|2LEGI|3BEXP|4aDMG|5ZMB|7RCR|8AART|9VULN
344	61223 32625	   	154.73	DCR|2VULN|1AART|1DMG|1ZMB	16ERES|2LEGI|3BEXP|4DMG|5ZMB|7RCR|8AART|9aVULN
345	15133 62622	   	154.73	DCR|3ZMB|1AART|1DMG|1VULN	1LHND|2DUST|3MLV|4DMG|56aZMB|7RCR|8AART|9VULN
346	16113 36351	   	154.72	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LHND|2ASPD|3RCVC|4AART|5VULN|6RMIN|7DUR|8RCR|9ZMB|aDMG
347	26633 22621	   	154.67	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2RCVC|3ASPD|4aDMG|5BEXP|6FEWX|7RCR|8AART|9VULN
348	25323 61383	   	154.66	DCR|3VULN|2DMG|1ASPD|1SELL	1RMIN|2MBVNT|3aDMG|4ASPD|567VULN|8SELL|9RCR
349	61223 62622	   	154.63	DCR|3ZMB|1AART|1DMG|1VULN	1ERES|2LEGI|3BEXP|4DMG|56aZMB|7RCR|8AART|9VULN
350	12241 61121	   	154.57	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1LHND|2BEXP|3ASPD|4VULN|5DUR|6aZMB|7RCR|8DMG|9AART
351	16241 61121	   	154.57	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1LHND|2ASPD|3BEXP|4VULN|5DUR|6aZMB|7RCR|8DMG|9AART
352	36114 61121	   	154.57	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|4LHND|5VULN|6aZMB|7RCR|8DMG|9AART
353	15241 61121	   	154.47	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1LHND|2DUST|3ASPD|4VULN|5DUR|6aZMB|7RCR|8DMG|9AART
354	35233 41121	   	154.47	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1BEXP|2DUST|3ASPD|4DUR|5aZMB|6VULN|7RCR|8DMG|9AART
355	35234 61121	   	154.47	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1BEXP|2DUST|3ASPD|4DUR|5VULN|6aZMB|7RCR|8DMG|9AART
356	36142 61121	   	154.47	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4VULN|5DUST|6aZMB|7RCR|8DMG|9AART
357	42233 41121	   	154.47	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1DUST|2BEXP|3ASPD|4DUR|5aZMB|6VULN|7RCR|8DMG|9AART
358	42234 61121	   	154.47	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1DUST|2BEXP|3ASPD|4DUR|5VULN|6aZMB|7RCR|8DMG|9AART
359	25411 73462	   	154.43	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3AART|4CGEN|5ZMB|67VULN|8DMG|9RCR|aRCVC
360	21113 64513	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1RMIN|26LWND|3RCVC|4AART|5aVULN|7RCR|8ZMB|9CDMG
361	12622 62621	   	154.37	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2BEXP|3RCVC|4ASPD|5aDMG|6CGEN|7RCR|8AART|9VULN
362	25431 73462	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3AART|4ERES|5ZMB|67VULN|8DMG|9RCR|aRCVC
363	51235 12313	   	154.29	ACR|3VULN|1AART|1CDMG	1DMSP|27LWND|3AART|4LHND|5RCR|68aVULN|9CDMG
364	36126 31431	   	154.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4DMG|5VULN|6DUST|7RCR|8CDMG|9RCVC|aAART
365	12622 12621	   	154.27	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2BEXP|3RCVC|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
366	12622 52621	   	154.27	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2BEXP|3RCVC|4ASPD|5aDMG|6ERES|7RCR|8AART|9VULN
367	11256 12342	   	154.25	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2LIT|3MLV|4RCR|58VULN|6BEXP|7DMG|9ZMB|aAART
368	11256 22342	   	154.25	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2LIT|3MLV|4RCR|58VULN|6FEWX|7DMG|9ZMB|aAART
369	31253 22362	   	154.25	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|68VULN|7LHND|9DMG|aAART
370	31253 22432	   	154.25	ACR|2DMG|1AART|1VULN|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|6VULN|7LHND|89DMG|aAART
371	31553 22362	   	154.25	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LIT|3CGEN|4RCR|5ZMB|68VULN|7LHND|9DMG|aAART
372	31553 22432	   	154.25	ACR|2DMG|1AART|1VULN|1ZMB	1BEXP|2LIT|3CGEN|4RCR|5ZMB|6VULN|7LHND|89DMG|aAART
373	15622 12621	   	154.17	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2DUST|3RCVC|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
374	31253 24362	   	154.15	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|68VULN|7LEGI|9DMG|aAART
375	31253 24432	   	154.15	ACR|2DMG|1AART|1VULN|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|6VULN|7LEGI|89DMG|aAART
376	41253 22362	   	154.15	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2LIT|3MLV|4RCR|5ZMB|68VULN|7LWND|9DMG|aAART
377	41253 22432	   	154.15	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|2LIT|3MLV|4RCR|5ZMB|6VULN|7LWND|89DMG|aAART
378	62151 61131	   	154.06	DCR|2VULN|2DMG|1ZMB|1ASPD	1ERES|2RCVC|35DMG|45VULN|5BPWR|6RMIN|7ZMB|8ASPD|9RCR|aLHND
379	62151 61133	   	153.96	DCR|2VULN|2DMG|1ZMB|1ASPD	1ERES|2RCVC|35DMG|45VULN|5BPWR|6RMIN|7ZMB|8ASPD|9RCR|aLSRHEA
380	24211 33264	   	153.92	DCR|3VULN|1AART|1ZMB	1RMIN|24CANSTR|349VULN|4BPWR|5LHND|6RCR|7RCVC|8ZMB|aAART
381	53151 11214	   	153.91	DCR|2VULN|2DMG|1AART	1DMSP|2MLV|35DMG|45VULN|5BPWR|6RPLT|7FEWX|8RMIN|9AART|aRCR
382	24212 65223	   	153.87	DCR|4VULN|1CDMG|1ZMB	1RMIN|24CANSTR|3489VULN|4BPWR|5ZMB|6LIT|7RCR|aCDMG
383	25425 74242	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|59VULN|6DUR|7RCR|8CGEN|aDMG
384	25425 74322	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|58VULN|6DUR|7RCR|9MLV|aDMG
385	25425 74343	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|58VULN|6DUR|7RCR|9DMG|aFEWX
386	25425 74442	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|59VULN|6DUR|7RCR|8MLV|aDMG
387	25323 61624	   	153.82	DCR|4VULN|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|567aVULN|8RCR|9LHND
388	25425 74312	   	153.76	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|58VULN|6DUR|7RCR|9TLV|aDMG
389	25425 74341	   	153.76	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|58VULN|6DUR|7RCR|9DMG|aERES
390	25333 34223	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3DMG|4RPLT|5LHND|6ZMB|7RCR|89VULN|aAART
391	25333 34253	   	153.73	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2MBVNT|39DMG|4RPLT|5LHND|6ZMB|7RCR|8VULN|aAART
392	25632 33121	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3ERES|4RPLT|58VULN|6ZMB|7RCR|9DMG|aAART
393	26635 11121	 * 	153.59	ACR|3DMG|1AART|2ASPD	1RMIN|2RCVC|38ASPD|479DMG|5RCR|6TLV|aAART
394	25315 22542	   	153.55	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2MBVNT|39DMG|4FEWX|5RCR|6CGEN|7AART|8VULN|aZMB
395	36141 31361	   	153.54	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1BEXP|2ASPD|37DUR|49VULN|5AART|6ZMB|8RCR|aLHND
396	22332 42661	   	153.49	DCR|3DMG|1AART|1ASPD|1DUR	1RMIN|2FEWX|3ASPD|45aDMG|6LHND|7RCR|8AART|9DUR
397	62251 11114	   	153.48	DCR|2VULN|1AART|1DMG|2ASPD	1ERES|2RCVC|35ASPD|45VULN|5BPWR|6RPLT|7FEWX|8DMG|9AART|aRCR
398	62413 32513	 * 	153.45	DCR|2VULN|1AART|1CDMG|2DUR	1ERES|2RCVC|3aVULN|4AART|5MLV|67DUR|8RCR|9CDMG
399	24342 23242	   	153.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2CANSTR|3LWND|4ZMB|5RCR|6DMG|7AART|8aVULN|9TLV
400	25315 12542	   	153.45	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2MBVNT|39DMG|4FEWX|5RCR|6ERES|7AART|8VULN|aZMB
401	36141 31335	   	153.44	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1BEXP|2ASPD|37DUR|4aVULN|5AART|6ZMB|8RCR|9TLV
402	36141 31363	   	153.44	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1BEXP|2ASPD|37DUR|49VULN|5AART|6ZMB|8RCR|aDUST
403	36141 33352	   	153.40	DCR|2VULN|1AART|2ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|47VULN|5AART|69ZMB|8RCR|aRCVC
404	62114 32134	   	153.38	DCR|2DMG|1AART|1VULN|1CDMG	14ERES|2RCVC|35DMG|6VULN|7CDMG|8CGEN|9AART|aRCR
405	25428 22435	   	153.38	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2MBVNT|3AART|4LHND|5CDMG|6MLV|78DMG|9VULN|aRCR
406	25428 33415	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2MBVNT|3AART|4LHND|5CDMG|67VULN|8DMG|9MLV|aRCR
407	25428 42415	   	153.38	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2MBVNT|3AART|4LHND|5CDMG|67DMG|8VULN|9MLV|aRCR
408	25323 61634	   	153.37	DCR|3VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|567VULN|8RCR|9DMSP|aCDMG
409	53421 15322	   	153.34	DCR|2AART|1VULN|1DMG|1CDMG	15DMSP|2MLV|3VULN|4CDMG|6RCR|7DMG|8CGEN|9aAART
410	25215 11124	   	153.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4LHND|5VULN|6ASPD|7RCR|8DMG|9AART|aCDMG
411	25243 51124	   	153.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4ASPD|5LWND|6VULN|7RCR|8DMG|9AART|aCDMG
412	25253 11124	   	153.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5BEXP|6ASPD|7RCR|8DMG|9AART|aCDMG
413	25254 11124	   	153.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4VULN|5LWND|6ASPD|7RCR|8DMG|9AART|aCDMG
414	25275 11124	   	153.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4BEXP|5VULN|6ASPD|7RCR|8DMG|9AART|aCDMG
415	25735 11124	   	153.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2MBVNT|3FEWX|4DUR|5VULN|6ASPD|7RCR|8DMG|9AART|aCDMG
416	25323 61614	   	153.27	DCR|3VULN|1DMG|2ASPD|1DUR	1RMIN|2MBVNT|3DMG|4aASPD|567VULN|8RCR|9DUR
417	63314 33333	   	153.26	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2BEXP|3AART|4DUR|579VULN|6ZMB|8LWND|aRCR
418	23335 63215	 * 	153.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|2TLV|3AART|4LHND|5RCR|6CDMG|7aDUR|8VULN|9DMG
419	25252 11124	   	153.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5DUST|6ASPD|7RCR|8DMG|9AART|aCDMG
420	25256 31124	   	153.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5ASPD|6DUST|7RCR|8DMG|9AART|aCDMG
421	46314 33333	   	153.16	DCR|3VULN|1AART|1ZMB|1DUR	1DUST|2ERES|3AART|4DUR|579VULN|6ZMB|8LWND|aRCR
422	65314 33333	   	153.16	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUST|3AART|4DUR|579VULN|6ZMB|8LWND|aRCR
423	25411 73461	   	153.13	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3AART|4CGEN|5ZMB|67VULN|8DMG|9RCR|aLHND
424	25215 81423	   	153.12	DCR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4LHND|589VULN|6DMG|7RCR|aZMB
425	25227 51423	   	153.12	DCR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5LHND|689VULN|7RCR|aZMB
426	25372 51423	   	153.12	DCR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DMG|4LHND|5DUR|689VULN|7RCR|aZMB
427	11151 31426	   	153.07	ACR|2DMG|1AART|2ASPD|1ZMB|1DUR	1LHND|2aLIT|3DUR|4ZMB|5RCR|6aASPD|7BEXP|8aDMG|9AART|aBPWR
428	11151 32426	   	153.07	ACR|2DMG|1AART|2ASPD|1ZMB|1DUR	1LHND|2aLIT|3DUR|4ZMB|5RCR|6aASPD|7LWND|8aDMG|9AART|aBPWR
429	11256 53131	 * 	153.06	ACR|3CDMG|1AART|1VULN|1DMG	17LHND|27LIT|3MLV|4RCR|5VULN|679CDMG|7BPWR|8AART|aDMG
430	31256 53131	   	153.06	ACR|3CDMG|1AART|1VULN|1DMG	17BEXP|27LIT|3MLV|4RCR|5VULN|679CDMG|7BPWR|8AART|aDMG
431	25431 73461	   	153.03	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3AART|4ERES|5ZMB|67VULN|8DMG|9RCR|aLHND
432	25411 73463	   	153.03	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3AART|4CGEN|5ZMB|67VULN|8DMG|9RCR|aDUST
433	62415 23232	 * 	152.98	ACR|2AART|2VULN|1CDMG	1ERES|2RCVC|39VULN|4aAART|5RCR|6NUKE|7CDMG|8CGEN
434	32553 12134	   	152.98	DCR|2VULN|1AART|1DMG|1FLTHEA	12BEXP|35VULN|4RCVC|6RPLT|7FLTHEA|8DMG|9AART|aRCR
435	25431 73463	   	152.93	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3AART|4ERES|5ZMB|67VULN|8DMG|9RCR|aDUST
436	11351 55113	   	152.88	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24LIT|3CDMG|5DMG|6aVULN|7LWND|8AART|9RCR
437	25323 61234	   	152.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|567VULN|8RCVC|9RCR|aCDMG
438	53633 31523	   	152.84	ACR|3VULN|1AART|1ZMB	1DMSP|2MLV|3RCR|45FEWX|67aVULN|8ZMB|9AART
439	23336 22535	 * 	152.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|2TLV|3AART|4LHND|5CDMG|6aDUR|7DMG|8RCR|9VULN
440	25312 81128	   	152.76	DCR|3DMG|2VULN	1RMIN|2MBVNT|38aDMG|4FEWX|59VULN|6BEXP|7RCR
441	53134 31222	   	152.73	DCR|3DMG|1VULN|1CDMG|1ZMB	1DMSP|2MLV|345DMG|6ZMB|7VULN|8BEXP|9CDMG|aRCR
442	53134 31622	   	152.73	DCR|3DMG|1VULN|1CDMG|1ZMB	1DMSP|2MLV|345DMG|6ZMB|7VULN|8LWND|9CDMG|aRCR
443	25323 61132	   	152.72	DCR|4VULN|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|5678VULN|9RCR|aRCVC
444	33343 51132	   	152.72	DCR|4VULN|1DMG|1ASPD	1BEXP|2NUKE|3ASPD|4DMG|5678VULN|9RCR|aRCVC
445	33121 11164	   	152.70	DCR|3DMG|2VULN|1DUR	18BEXP|2NUKE|3DUR|468DMG|5BELT|78VULN|8BPWR|9LHND|aRCR
446	12232 41443	   	152.67	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2BEXP|3ASPD|4NUKE|5DUR|6VULN|7RCR|8CDMG|9DMG|aAART
447	33114 11443	   	152.67	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2NUKE|3DUR|4LHND|5VULN|6ASPD|7RCR|8CDMG|9DMG|aAART
448	33123 41463	   	152.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2NUKE|3DUR|4DMG|5LWND|6VULN|7RCR|8CDMG|9ASPD|aAART
449	36126 31413	   	152.67	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4DMG|5VULN|6DUST|7RCR|8CDMG|9CGEN|aAART
450	25251 14322	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LWND|7RCR|9MLV|aDMG
451	25251 14343	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LWND|7RCR|9DMG|aFEWX
452	25251 14345	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LWND|7RCR|9DMG|aBEXP
453	25251 14346	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LWND|7RCR|9DMG|aLIT
454	25251 14742	   	152.66	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6LWND|7RCR|8DMSP|9aDMG
455	25251 24322	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LHND|7RCR|9MLV|aDMG
456	25251 24343	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LHND|7RCR|9DMG|aFEWX
457	25251 24345	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LHND|7RCR|9DMG|aBEXP
458	25251 24346	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LHND|7RCR|9DMG|aLIT
459	25251 24542	   	152.66	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|68LHND|7RCR|9aDMG
460	25251 14242	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6LWND|7RCR|8CGEN|aDMG
461	25251 14442	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6LWND|7RCR|8MLV|aDMG
462	25251 24242	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6LHND|7RCR|8CGEN|aDMG
463	25251 24442	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6LHND|7RCR|8MLV|aDMG
464	25312 31128	   	152.66	DCR|3VULN|2DMG	1RMIN|2MBVNT|38DMG|4FEWX|59aVULN|6DUST|7RCR
465	25722 31128	   	152.66	DCR|3VULN|2DMG	1RMIN|2MBVNT|3FEWX|48DMG|59aVULN|6DUST|7RCR
466	53134 31522	   	152.63	DCR|3DMG|1VULN|1CDMG|1ZMB	1DMSP|2MLV|345DMG|6ZMB|7VULN|8DUST|9CDMG|aRCR
467	53136 31335	   	152.60	DCR|3DMG|2VULN|1ASPD	1DMSP|2MLV|347DMG|58VULN|6LWND|9ASPD|aRCR
468	33126 31463	   	152.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2NUKE|3DUR|4DMG|5VULN|6DUST|7RCR|8CDMG|9ASPD|aAART
469	33142 11443	   	152.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2NUKE|3DUR|4VULN|5DUST|6ASPD|7RCR|8CDMG|9DMG|aAART
470	33332 31443	   	152.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2NUKE|3ASPD|4VULN|5DUR|6DUST|7RCR|8CDMG|9DMG|aAART
471	36126 31423	   	152.57	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2ASPD|3DUR|4DMG|5VULN|6DUST|7RCR|8CDMG|9TLV|aAART
472	25251 14312	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LWND|7RCR|9TLV|aDMG
473	25251 14341	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LWND|7RCR|9DMG|aERES
474	25251 24312	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LHND|7RCR|9TLV|aDMG
475	25251 24341	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6LHND|7RCR|9DMG|aERES
476	12344 26321	   	152.52	DCR|4VULN|1AART	1LHND|2BEXP|379aVULN|4BELT|5FEWX|6AART|8RCR
477	22332 31156	   	152.50	DCR|3VULN|2DMG|1ASPD	1RMIN|2FEWX|3ASPD|45DMG|678VULN|9DUST|aRCR
478	55111 22226	   	152.50	DCR|3DMG|2VULN|1DUR	1DMSP|2CGEN|359DMG|45ERES|5BPWR|67VULN|8DUR|aRCR
479	16116 21613	   	152.49	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LHND|2ASPD|3RCVC|4AART|5CDMG|6aVULN|7LIT|8DUR|9RCR
480	16116 31213	   	152.49	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LHND|2ASPD|3RCVC|4AART|5CDMG|6DUR|7LIT|8aVULN|9RCR
481	25225 22144	   	152.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6CGEN|7AART|8ASPD|9VULN|aCDMG
