0	Index      	 *	Score 	Summary	Detail	
1	13422 53334	 * 	204.79	ACR|4VULN|2DMG|1AART|1ZMB	1AART|237aVULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9ZMB
345	12423 53341	   	175.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	15AART|2DUR|37VULN|4LIT|6DMG|8RCR|9ZMB|aDMSP
346	12412 51462	   	175.12	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1aAART|2DUR|3VULN|4MBVNT|5ZMB|6LIT|79DMG|8RCR
347	13332 41452	   	175.12	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1aAART|2VULN|3DUST|4DUR|5ZMB|6LIT|79DMG|8RCR
348	11231 53331	   	175.06	DCR|2AART|2DMG|2VULN	1aAART|27LIT|3FEWX|47VULN|5RCVC|67DMG|7BPWR|8RCR|9CGEN
349	11233 53321	   	175.06	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9LHND|aLWND
350	11233 53322	   	175.06	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9aLHND
351	11233 53323	   	175.06	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9LHND|aCGEN
352	11233 53324	   	175.06	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9LHND|aBEXP
353	11233 53334	   	175.06	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9aCGEN
354	11233 53335	   	175.06	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9CGEN|aRCVC
355	11233 53351	   	175.06	DCR|2AART|2VULN|2DMG	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9RMIN|aDMSP
356	11233 53354	   	175.06	DCR|2AART|2VULN|2DMG	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9RMIN|aCGEN
357	11233 53356	   	175.06	DCR|2AART|2VULN|2DMG	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9RMIN|aMLV
358	11233 53361	   	175.06	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9BEXP|aLWND
359	11233 53362	   	175.06	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9BEXP|aLHND
360	11233 53364	   	175.06	DCR|2AART|2VULN|2DMG	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9aBEXP
361	11233 53366	   	175.06	DCR|2AART|2VULN|2DMG	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9BEXP|aRCVC
362	13221 53351	   	175.06	DCR|2AART|2VULN|2DMG	1aAART|27VULN|3LHND|47LIT|5RCVC|67DMG|7BPWR|8RCR|9RMIN
363	13222 53351	   	175.06	DCR|2AART|2VULN|2DMG	1aAART|27VULN|35LHND|47LIT|67DMG|7BPWR|8RCR|9RMIN
364	13624 53321	   	175.06	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9LHND|aLWND
365	13624 53322	   	175.06	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9aLHND
366	13624 53323	   	175.06	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9LHND|aCGEN
367	13626 53321	   	175.06	DCR|2AART|2DMG|2VULN	13AART|27VULN|4aLIT|579LHND|67DMG|7BPWR|8RCR
368	13626 53323	   	175.06	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|579LHND|67DMG|7BPWR|8RCR|aDMSP
369	13626 53331	   	175.06	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57LHND|67DMG|7BPWR|8RCR|9FEWX|aLWND
370	13626 53332	   	175.06	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57aLHND|67DMG|7BPWR|8RCR|9FEWX
371	13626 53333	   	175.06	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57LHND|67DMG|7BPWR|8RCR|9FEWX|aCGEN
372	62243 32212	   	174.97	DCR|3VULN|2DMG|1AART	1aBEXP|27aVULN|3RPLT|4AART|5LIT|6DUST|8aDMG|9RCR|aBPWR
373	13323 53321	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9LHND|aLWND
374	13323 53322	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9aLHND
375	13323 53323	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9LHND|aCGEN
376	13323 53324	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9LHND|aBEXP
377	13323 53334	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9aCGEN
378	13323 53335	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9CGEN|aRCVC
379	13323 53351	   	174.96	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9RMIN|aDMSP
380	13323 53354	   	174.96	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9RMIN|aCGEN
381	13323 53356	   	174.96	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9RMIN|aMLV
382	13323 53361	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9BEXP|aLWND
383	13323 53362	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9BEXP|aLHND
384	13323 53364	   	174.96	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9aBEXP
385	13323 53366	   	174.96	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9BEXP|aRCVC
386	11233 53325	   	174.96	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9LHND|aDUST
387	11233 53326	   	174.96	DCR|2AART|2VULN|2DMG	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9LHND|aTLV
388	11233 53333	   	174.96	DCR|2AART|2VULN|2DMG	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9CGEN|aERES
389	11443 53331	   	174.96	DCR|2AART|2VULN|2DMG	1aAART|27LIT|3ERES|47VULN|5RMIN|67DMG|7BPWR|8RCR|9CGEN
390	13321 53331	   	174.96	DCR|2AART|2DMG|2VULN	1aAART|27VULN|3DUST|47LIT|5RCVC|67DMG|7BPWR|8RCR|9CGEN
391	13624 53333	   	174.96	DCR|2AART|2VULN|2DMG	13AART|27VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9CGEN|aERES
392	13626 53322	   	174.96	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|579LHND|67DMG|7BPWR|8RCR|aMBVNT
393	12412 14354	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|38VULN|4MBVNT|5ZMB|6BELT|7DMG|9RCR|aCDMG
394	13323 53325	   	174.86	DCR|2AART|2DMG|2VULN	15AART|27VULN|3aDUST|47LIT|67DMG|7BPWR|8RCR|9LHND
395	13323 53333	   	174.86	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9CGEN|aERES
396	13625 53321	   	174.86	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57DUST|67DMG|7BPWR|8RCR|9LHND|aLWND
397	13625 53322	   	174.86	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57DUST|67DMG|7BPWR|8RCR|9aLHND
398	13625 53323	   	174.86	DCR|2AART|2DMG|2VULN	13AART|27VULN|4LIT|57DUST|67DMG|7BPWR|8RCR|9LHND|aCGEN
399	22131 44131	 * 	174.85	ACR|3DMG|1AART|1VULN|1CDMG	1TLV|259DMG|3RCR|4BEXP|6VULN|7BELT|8CDMG|aAART
400	22131 63443	   	174.85	ACR|3DMG|1AART|1VULN|1CDMG	1TLV|258DMG|3RCR|4BEXP|6RCVC|7VULN|9CDMG|aAART
401	13435 21223	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	1AART|23VULN|4FEWX|5RCR|6ZMB|7LWND|8aDMG|9LHND
402	13435 21233	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	1AART|23VULN|4FEWX|5RCR|6ZMB|7LWND|8aDMG|9BEXP
403	13435 26213	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	1AART|23VULN|4FEWX|5RCR|6ZMB|7LHND|8aDMG|9LWND
404	32145 35211	   	174.80	ACR|4VULN|1AART|1DMG	14LHND|269aVULN|3AART|5RCR|7DMSP|8DMG
