0	Index      	 *	Score 	Summary	Detail	
1	35321 16612	 * 	183.31	DCR|3VULN|3DMG|2ZMB|1DUR	1RMIN|248DMG|3FEWX|58ZMB|678VULN|8BPWR|9DUR|aRCR
339	14321 21541	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|24DMG|3CGEN|5ZMB|6RCR|7NUKE|8AART|9VULN|aDUR
340	14321 22541	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9VULN|aDUR
341	24321 21541	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3CGEN|5ZMB|6RCR|7NUKE|8AART|9VULN|aDUR
342	24321 22541	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9VULN|aDUR
343	53114 13243	   	164.21	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	13MLV|235DMG|35BPWR|45BEXP|6ZMB|7DUR|8AART|9CDMG|aRCR
344	14221 21541	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|9VULN|aDUR
345	14221 22541	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9VULN|aDUR
346	24221 21541	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|9VULN|aDUR
347	24221 22541	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9VULN|aDUR
348	23363 25332	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2LIT|38DMG|47VULN|5ERES|6RCR|9CDMG|aZMB
349	14324 13243	   	164.11	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|245DMG|35CGEN|5BPWR|6ZMB|7DUR|8AART|9CDMG|aRCR
350	24324 13243	   	164.11	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1LHND|245DMG|35CGEN|5BPWR|6ZMB|7DUR|8AART|9CDMG|aRCR
351	53111 33243	   	164.11	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	13MLV|236DMG|3BPWR|4BEXP|5ZMB|7DUR|8AART|9CDMG|aRCR
352	53141 33243	   	164.11	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	13MLV|236DMG|3BPWR|4LWND|5ZMB|7DUR|8AART|9CDMG|aRCR
353	53151 33243	   	164.11	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	13MLV|236DMG|3BPWR|4FEWX|5ZMB|7DUR|8AART|9CDMG|aRCR
354	24323 11421	   	164.08	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3CGEN|5AART|6RCR|7VULN|8RMIN|9aLWND|aBPWR
355	24323 11431	   	164.08	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3CGEN|5AART|6RCR|7VULN|8RMIN|9aFEWX|aBPWR
356	32331 11554	 * 	164.08	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	1RMIN|249DUR|39CGEN|5ZMB|6VULN|79DMG|8AART|9BPWR|aRCR
357	16521 23231	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2CGEN|3CDMG|4DUR|5AART|6aVULN|7LIT|8RCR|9DMG
358	16521 34231	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2CGEN|3CDMG|4DUR|5AART|6LIT|7aVULN|8RCR|9DMG
359	21324 36136	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12LHND|3FEWX|4DMG|5AART|6DUR|7aVULN|8RCR|9CDMG
360	22324 36136	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2RCVC|3FEWX|4DMG|5AART|6DUR|7aVULN|8RCR|9CDMG
361	32365 25232	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2DUR|3CGEN|4BELT|5VULN|6aDMG|7RCR|8CDMG|9AART
362	12512 53224	   	164.01	DCR|3VULN|2DMG|1CDMG	1LWND|2ERES|3CDMG|4MLV|59DMG|67aVULN|8RCR
363	14321 33243	   	164.01	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|246DMG|3CGEN|5ZMB|7DUR|8AART|9CDMG|aRCR
364	24321 33243	   	164.01	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1LHND|246DMG|3CGEN|5ZMB|7DUR|8AART|9CDMG|aRCR
365	44321 33243	   	164.01	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1BEXP|246DMG|3CGEN|5ZMB|7DUR|8AART|9CDMG|aRCR
366	24223 11421	   	163.98	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3TLV|5AART|6RCR|7VULN|8RMIN|9aLWND|aBPWR
367	24223 11431	   	163.98	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3TLV|5AART|6RCR|7VULN|8RMIN|9aFEWX|aBPWR
368	24323 11221	   	163.98	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3CGEN|5AART|6RCR|7VULN|8NUKE|9aLWND|aBPWR
369	24323 11231	   	163.98	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3CGEN|5AART|6RCR|7VULN|8NUKE|9aFEWX|aBPWR
370	32265 25232	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2DUR|3TLV|4BELT|5VULN|6aDMG|7RCR|8CDMG|9AART
371	12521 34231	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2ERES|3CDMG|4DUR|5AART|6LIT|7aVULN|8RCR|9DMG
372	14221 33243	   	163.91	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|246DMG|3TLV|5ZMB|7DUR|8AART|9CDMG|aRCR
373	14224 13243	   	163.91	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|245DMG|35TLV|5BPWR|6ZMB|7DUR|8AART|9CDMG|aRCR
374	24221 33243	   	163.91	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1LHND|246DMG|3TLV|5ZMB|7DUR|8AART|9CDMG|aRCR
375	24224 13243	   	163.91	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1LHND|245DMG|35TLV|5BPWR|6ZMB|7DUR|8AART|9CDMG|aRCR
376	44221 33243	   	163.91	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1BEXP|246DMG|3TLV|5ZMB|7DUR|8AART|9CDMG|aRCR
377	24223 11221	   	163.88	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3TLV|5AART|6RCR|7VULN|8NUKE|9aLWND|aBPWR
378	24223 11231	   	163.88	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3TLV|5AART|6RCR|7VULN|8NUKE|9aFEWX|aBPWR
379	24323 11124	   	163.88	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7VULN|8LWND|aRPLT
380	24323 11125	   	163.88	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7VULN|8LWND|aLIT
381	24323 11324	   	163.88	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|aRPLT
382	24323 11325	   	163.88	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|aLIT
383	24323 11414	   	163.88	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3CGEN|5AART|6RCR|7VULN|8RMIN|9aLSRHEA|aBPWR
384	24323 11461	   	163.88	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3CGEN|5AART|6RCR|7VULN|8RMIN|9aDUST|aBPWR
385	24323 16126	   	163.88	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7BEXP|8LWND|aVULN
386	32231 11554	   	163.88	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	1RMIN|249DUR|39TLV|5ZMB|6VULN|79DMG|8AART|9BPWR|aRCR
387	11414 41233	   	163.87	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1LWND|28LHND|35AART|4VULN|6RCR|7ASPD|9DMG|aCDMG
388	11414 41332	   	163.87	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1LWND|2LHND|35AART|4VULN|6RCR|7ASPD|8BELT|9CDMG|aDMG
389	53111 24531	   	163.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6RCR|7BELT|8VULN|9AART|aDUR
390	44133 21122	   	163.83	ACR|2VULN|2DMG|1AART	1BEXP|29DMG|3RCVC|4RCR|5AART|6CGEN|7aVULN|8LWND
391	24223 11414	   	163.78	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3TLV|5AART|6RCR|7VULN|8RMIN|9aLSRHEA|aBPWR
392	24223 11461	   	163.78	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3TLV|5AART|6RCR|7VULN|8RMIN|9aDUST|aBPWR
393	24323 11122	   	163.78	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7VULN|8LWND|aDUST
394	24323 11214	   	163.78	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3CGEN|5AART|6RCR|7VULN|8NUKE|9aLSRHEA|aBPWR
395	24323 11261	   	163.78	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3CGEN|5AART|6RCR|7VULN|8NUKE|9aDUST|aBPWR
396	24323 11322	   	163.78	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|aDUST
397	24323 13638	   	163.78	DCR|3DMG|1AART|1VULN	1LHND|24aDMG|3CGEN|5AART|6RCR|7LIT|8MBVNT|9VULN
398	24323 12126	   	163.78	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7LEGI|8LWND|aVULN
399	24323 12326	   	163.78	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3CGEN|5AART|6RCR|7LEGI|8BEXP|aVULN
400	24223 15632	   	163.78	DCR|3DMG|1AART|1VULN	1LHND|249DMG|3TLV|5AART|6RCR|7RMIN|8LWND|aVULN
401	35223 21134	   	163.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|2DMG|3CDMG|4LIT|5MLV|68AART|7RCR|9VULN|aZMB
402	53623 21312	   	163.71	DCR|3DMG|2VULN|1ZMB|1DUR	1MLV|246DMG|36VULN|5DMSP|6BPWR|7FEWX|8ZMB|9DUR|aRCR
403	53623 23322	   	163.71	DCR|3DMG|2VULN|1ZMB|1DUR	1MLV|246DMG|36VULN|5DMSP|6BPWR|7DUR|8ZMB|9LWND|aRCR
404	53623 24312	   	163.71	DCR|3DMG|2VULN|1ZMB|1DUR	1MLV|246DMG|36VULN|5DMSP|6BPWR|7LHND|8ZMB|9DUR|aRCR
405	24223 11214	   	163.68	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3TLV|5AART|6RCR|7VULN|8NUKE|9aLSRHEA|aBPWR
406	24223 11261	   	163.68	DCR|3DMG|1AART|1VULN	1aLHND|24aDMG|3TLV|5AART|6RCR|7VULN|8NUKE|9aDUST|aBPWR
407	35225 21134	   	163.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|2DMG|3CDMG|4LIT|5TLV|68AART|7RCR|9VULN|aZMB
408	24323 11631	   	163.64	DCR|3DMG|1AART|1VULN|1SELL	1LHND|249DMG|3aCGEN|5AART|6RCR|7VULN|8SELL
409	24323 11635	   	163.64	DCR|3DMG|1AART|1VULN|1SELL	1LHND|249DMG|3CGEN|5AART|6RCR|7VULN|8SELL|aDMSP
410	35321 36162	   	163.61	DCR|3DMG|2VULN|1ZMB|1DUR	1RMIN|246DMG|3FEWX|5ZMB|79VULN|8DUR|aRCR
411	11414 31312	   	163.57	DCR|4VULN|2AART	168LWND|28LHND|35AART|478aVULN|8BPWR|9RCR
412	15411 34312	   	163.57	DCR|4VULN|2AART	168LWND|28BEXP|37AART|458aVULN|8BPWR|9RCR
413	24223 11631	   	163.54	DCR|3DMG|1AART|1VULN|1SELL	1LHND|249DMG|3TLV|5AART|6RCR|7VULN|8SELL|aCGEN
414	24223 11633	   	163.54	DCR|3DMG|1AART|1VULN|1SELL	1LHND|249DMG|3TLV|5AART|6RCR|7VULN|8SELL|aLWND
415	24223 11632	   	163.43	DCR|3DMG|1AART|1VULN|1SELL	1LHND|249DMG|3TLV|5AART|6RCR|7VULN|8SELL|aERES
416	31366 31521	   	163.43	ACR|2AART|2DMG|1VULN|1DUR	1RMIN|2aCGEN|36AART|4aDUST|5RCR|7VULN|8DUR|9aDMG|aBPWR
417	33131 56326	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13RMIN|2CDMG|4FEWX|5DUR|68VULN|7RCR|9DMG|aAART
418	55523 33231	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2LWND|3CDMG|4LIT|5aVULN|6AART|7DUR|8RCR|9DMG
419	11411 41132	   	163.40	DCR|3VULN|2AART|1ASPD	1LWND|2LHND|39AART|45aVULN|6RCR|7ASPD|8RMIN
420	11411 41632	   	163.40	DCR|3VULN|2AART|1ASPD	1LWND|2LHND|39AART|45aVULN|6RCR|7ASPD|8MLV
421	11411 46131	   	163.40	DCR|3VULN|2AART|1DUR	1LWND|2LHND|39AART|458VULN|6RCR|7BEXP|aDUR
422	53133 12364	   	163.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13MLV|23DMG|3BPWR|4RCVC|5AART|6CDMG|7LIT|8ZMB|9VULN|aRCR
423	33511 35611	   	163.31	DCR|2VULN|2DMG|3CDMG	1RMIN|28aCDMG|3ERES|4RPLT|5DMSP|6aDMG|7RCR|9aVULN|aBPWR
424	11411 41231	   	163.30	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|28LHND|3AART|45VULN|6RCR|7ASPD|9DMG|aDUR
425	15411 41332	   	163.30	DCR|3VULN|2AART|1ASPD	1LWND|2BEXP|39AART|45aVULN|6RCR|7ASPD|8ERES
426	53314 11163	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8LWND|9CDMG|aCGEN
427	24321 23245	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3CGEN|5ZMB|6RCR|7LWND|8DUR|9VULN|aAART
428	11411 31314	   	163.12	DCR|4VULN|1AART|1ZMB	168LWND|28LHND|3AART|4578VULN|8BPWR|9RCR|aZMB
429	15411 31314	   	163.12	DCR|4VULN|1AART|1ZMB	168LWND|28BEXP|3AART|4578VULN|8BPWR|9RCR|aZMB
430	11411 46232	   	163.08	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2LHND|3AART|45VULN|6RCR|7aBEXP|8DMG|9CDMG
431	53312 11443	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8RMIN|9CDMG|aLHND
432	53314 11243	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8NUKE|9CDMG|aLHND
433	24221 23245	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3TLV|5ZMB|6RCR|7LWND|8DUR|9VULN|aAART
434	11411 43132	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2LHND|3AART|45VULN|6RCR|7BELT|8ERES|9CDMG|aDMG
435	11411 43532	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2LHND|3AART|45VULN|6RCR|7BELT|8TLV|9CDMG|aDMG
436	25411 42332	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2BEXP|3AART|45VULN|6RCR|7ERES|8BELT|9CDMG|aDMG
437	41411 42332	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LHND|3AART|45VULN|6RCR|7ERES|8BELT|9CDMG|aDMG
438	53312 11243	   	162.98	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8NUKE|9CDMG|aLHND
439	53312 11244	   	162.98	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8NUKE|9CDMG|aBEXP
440	53312 11245	   	162.98	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8NUKE|9CDMG|aLIT
441	53312 12246	   	162.98	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7LHND|8NUKE|9CDMG|aVULN
442	53312 13246	   	162.98	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7FEWX|8NUKE|9CDMG|aVULN
443	53314 11241	   	162.98	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8NUKE|9CDMG|aDUST
444	53322 11246	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2DMG|3AART|45LHND|6RCR|7aVULN|8NUKE|9CDMG
445	11411 21123	   	162.91	DCR|2AART|2VULN|1DMG|1ASPD	1LWND|2LHND|3aAART|45VULN|6DUST|7ASPD|8RCR|9DMG
446	11414 21153	   	162.91	DCR|2AART|2VULN|1DMG|1ASPD	1LWND|2LHND|35AART|49VULN|6DUST|7ASPD|8RCR|aDMG
447	15411 35311	   	162.88	DCR|3VULN|1AART|1DMG	168LWND|289BEXP|3AART|458VULN|7RCR|8BPWR|aDMG
448	53332 11246	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2DMG|3AART|4RCVC|5DUST|6RCR|7aVULN|8NUKE|9CDMG
449	31326 14121	   	162.83	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|6BEXP|78VULN|9aDMG|aBPWR
450	31326 14251	   	162.83	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|6BEXP|79VULN|8aDMG|aBPWR
451	31326 34121	   	162.83	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|6LWND|78VULN|9aDMG|aBPWR
452	31326 34251	   	162.83	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|6LWND|79VULN|8aDMG|aBPWR
453	31326 54121	   	162.83	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|67VULN|8LWND|9aDMG|aBPWR
454	31326 56121	   	162.83	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|68VULN|7FEWX|9aDMG|aBPWR
455	31346 13121	   	162.83	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|5RCR|6BEXP|7RCVC|8LWND|9aDMG|aBPWR
456	53312 11653	   	162.83	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8SELL|9CDMG|aBEXP
457	53312 12652	   	162.83	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7LHND|8SELL|9CDMG|aVULN
458	53312 13652	   	162.83	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7FEWX|8SELL|9CDMG|aVULN
459	53322 11632	   	162.83	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1MLV|29DMG|3AART|45LHND|6RCR|7VULN|8SELL|aCDMG
460	53334 11632	   	162.83	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1MLV|29DMG|3AART|4RCVC|5FEWX|6RCR|7VULN|8SELL|aCDMG
461	33226 42212	   	162.78	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|68VULN|7ASPD|9FLTHEA|aZMB
462	13325 11225	   	162.77	DCR|3DMG|1AART|1VULN|1ASPD|1SELL	1LWND|2ASPD|3CGEN|459DMG|6VULN|7SELL|8RCR|aAART
463	23362 12663	   	162.76	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LHND|2LIT|37DMG|49VULN|5RCR|6DUR|8CDMG|aASPD
464	31326 24121	   	162.73	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|6DUST|78VULN|9aDMG|aBPWR
465	31326 24251	   	162.73	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|6DUST|79VULN|8aDMG|aBPWR
466	31326 41251	   	162.73	ACR|2VULN|2DMG|1AART	16RMIN|2aCGEN|3AART|4LHND|5RCR|7aVULN|8aDMG|9MBVNT|aBPWR
467	31326 54321	   	162.73	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5RCR|67VULN|8DUST|9aDMG|aBPWR
468	31346 13321	   	162.73	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|5RCR|6BEXP|7RCVC|8DUST|9aDMG|aBPWR
469	31346 23121	   	162.73	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|5RCR|6DUST|7RCVC|8LWND|9aDMG|aBPWR
470	53332 11632	   	162.73	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1MLV|29DMG|3AART|4RCVC|5DUST|6RCR|7VULN|8SELL|aCDMG
471	53312 11652	   	162.73	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8SELL|9CDMG|aTLV
472	15411 35232	   	162.68	DCR|3VULN|1AART|1DMG	16LWND|2BEXP|3AART|45aVULN|7RCR|8CGEN|9DMG
473	13225 11225	   	162.67	DCR|3DMG|1AART|1VULN|1ASPD|1SELL	1LWND|2ASPD|3TLV|459DMG|6VULN|7SELL|8RCR|aAART
474	31346 26211	   	162.63	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|5RCR|69DUST|7FEWX|8aDMG|aBPWR
475	31346 26321	   	162.63	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|5RCR|68DUST|7FEWX|9aDMG|aBPWR
476	31366 14121	   	162.63	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aDUST|5RCR|6BEXP|78VULN|9aDMG|aBPWR
477	31366 21236	   	162.63	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|46DUST|5RCR|7aVULN|8aDMG|9BELT|aBPWR
478	32325 56332	 * 	162.57	DCR|2DMG|1VULN|2CDMG|1FLTHEA|1DUR	1RMIN|2DUR|3CGEN|45DMG|6RCR|7aCDMG|8FLTHEA|9VULN
479	11412 15163	   	162.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9DMSP|aDMG
480	31366 21251	   	162.53	ACR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|46DUST|5RCR|7aVULN|8aDMG|9MBVNT|aBPWR
481	32225 56332	   	162.47	DCR|2DMG|1VULN|2CDMG|1FLTHEA|1DUR	1RMIN|2DUR|3TLV|45DMG|6RCR|7aCDMG|8FLTHEA|9VULN
482	11412 15131	   	162.47	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9aCDMG
483	15412 15131	   	162.47	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2BEXP|3AART|47VULN|5DUR|6ZMB|8RCR|9aCDMG
484	25412 15131	   	162.47	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|2BEXP|3AART|47VULN|5DUR|6ZMB|8RCR|9aCDMG
485	41412 15131	   	162.47	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1BEXP|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9aCDMG
486	11411 21122	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2LHND|3AART|45VULN|6DUST|7ASPD|8RCR|9DMG|aZMB
487	15411 21122	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2BEXP|3AART|45VULN|6DUST|7ASPD|8RCR|9DMG|aZMB
488	25411 21122	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2BEXP|3AART|45VULN|6DUST|7ASPD|8RCR|9DMG|aZMB
489	41411 21122	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2LHND|3AART|45VULN|6DUST|7ASPD|8RCR|9DMG|aZMB
490	23112 12143	 * 	162.39	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1LHND|2LIT|36DUR|4DMG|5RCR|79AART|8CDMG|aVULN
491	14321 26421	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3CGEN|5ZMB|6RCR|7CDMG|8VULN|aFEWX
492	14321 26423	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3CGEN|5ZMB|6RCR|7CDMG|8VULN|aLIT
493	24321 26421	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3CGEN|5ZMB|6RCR|7CDMG|8VULN|aFEWX
494	24321 26423	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3CGEN|5ZMB|6RCR|7CDMG|8VULN|aLIT
495	14115 52211	   	162.30	DCR|3DMG|2VULN|1DUR	18aLWND|25aDMG|3RCVC|4DUR|6RCR|7ERES|9aVULN|aBPWR
496	14115 53311	   	162.30	DCR|3DMG|2VULN|1DUR	17aLWND|25aDMG|3RCVC|4DUR|6RCR|8ERES|9aVULN|aBPWR
497	33226 16523	   	162.29	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6ZMB|7DUR|8ASPD|9AART|aVULN
498	53653 21212	   	162.27	DCR|4VULN|2DMG	1MLV|26DMG|3468VULN|5DMSP|6BPWR|7LHND|9RCR|aCGEN
499	53653 21213	   	162.27	DCR|4VULN|2DMG	1MLV|26DMG|3468VULN|5DMSP|6BPWR|7LHND|9RCR|aRPLT
500	53653 22112	   	162.27	DCR|4VULN|2DMG	1MLV|26DMG|3467VULN|5DMSP|6BPWR|8LWND|9RCR|aCGEN
501	53653 22113	   	162.27	DCR|4VULN|2DMG	1MLV|26DMG|3467VULN|5DMSP|6BPWR|8LWND|9RCR|aRPLT
502	14221 26413	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|24aDMG|3TLV|5ZMB|6RCR|7CDMG|8VULN|9BEXP
503	14221 26421	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3TLV|5ZMB|6RCR|7CDMG|8VULN|aFEWX
