0	Index      	 *	Score 	Summary	Detail	
1	63325 61332	 * 	201.16	DCR|4VULN|2DMG|2ASPD|1ZMB|1DUR	139aVULN|23ASPD|3aBPWR|4aDMG|5DUR|6RCR|7ZMB|8aBEXP
319	63321 62233	   	172.17	DCR|4VULN|1DMG|2ASPD|1DUR	1378VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|9TLV|aDUR
320	31255 52412	 * 	172.16	DCR|2VULN|2DMG|3CDMG|3DUR	168DUR|2MBVNT|38VULN|48DMG|567CDMG|68BPWR|9ERES|aRCR
321	31354 41844	   	172.16	DCR|2VULN|2DMG|1AART|3DUR	138DUR|2MBVNT|47VULN|5AART|69DMG|aRCR
322	31253 41771	   	172.12	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	19DUR|2MBVNT|3VULN|4aDMG|5RCR|6ASPD|7ZMB|8AART
323	63362 41324	   	172.03	DCR|3VULN|1AART|1DMG|2ASPD	139VULN|23ASPD|3BPWR|4MBVNT|5LWND|6BEXP|7RCR|8DMG|aAART
324	61154 44523	   	171.97	DCR|3VULN|2DMG|1AART	178VULN|2MBVNT|3RMIN|47MLV|5AART|67DMG|7BPWR|9RPLT|aRCR
325	63362 71324	   	171.93	DCR|3VULN|1AART|1DMG|2ASPD	139VULN|23ASPD|3BPWR|4MBVNT|5LWND|6DUST|7RCR|8DMG|aAART
326	63321 63134	 * 	171.92	DCR|2VULN|2AART|1DMG|2ASPD	13VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7aAART|8TLV|9LIT
327	63321 63234	   	171.92	DCR|2VULN|2AART|1DMG|2ASPD	13VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7aAART|8LIT|9TLV
328	21357 31633	 * 	171.91	DCR|3DMG|1AART|1VULN|2DUR	1LWND|2MBVNT|35DUR|45aDMG|5BPWR|6LHND|7RCR|8AART|9VULN
329	21357 41633	   	171.91	DCR|3DMG|1AART|1VULN|2DUR	1LWND|2MBVNT|35DUR|45aDMG|5BPWR|6BEXP|7RCR|8AART|9VULN
330	64213 63312	   	171.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	12VULN|3ZMB|4DUR|5ASPD|6RCR|7AART|8LHND|9DMG|aLWND
331	64213 63321	   	171.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	12VULN|3ZMB|4DUR|5ASPD|6RCR|7AART|8LHND|9CGEN|aDMG
332	64213 63331	   	171.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3ZMB|4DUR|5ASPD|6RCR|7AART|8LHND|9RMIN|aDMG
333	63321 62362	   	171.84	DCR|4VULN|3ASPD|1DMG	1379VULN|239ASPD|39BPWR|4DMG|5DUST|6RCR|89LWND|aLIT
334	63321 62363	   	171.84	DCR|4VULN|3ASPD|1DMG	1379VULN|239ASPD|39BPWR|4DMG|5DUST|6RCR|89LWND|aBEXP
335	63321 63122	   	171.82	DCR|2VULN|2AART|1DMG|2ASPD	13VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7aAART|8TLV|9DLOT
336	64213 63313	   	171.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3ZMB|4DUR|5ASPD|6RCR|7AART|8LHND|9DMG|aERES
337	61332 31232	   	171.72	DCR|3VULN|3DMG	19aVULN|2MBVNT|3FEWX|4RCVC|5aBEXP|68aDMG|7RCR|aBPWR
338	21253 44465	   	171.72	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	18LWND|2MBVNT|38VULN|4DMG|5RCR|6ASPD|78DUR|8BPWR|9AART|aZMB
339	63321 62152	   	171.72	DCR|3VULN|1DMG|2ASPD|1CDMG|1DUR	137VULN|23ASPD|3BPWR|4DMG|58DUST|6RCR|9DUR|aCDMG
340	63321 62532	   	171.72	DCR|3VULN|1DMG|2ASPD|1CDMG|1DUR	137VULN|23ASPD|3BPWR|4DMG|59DUST|6RCR|8DUR|aCDMG
341	63325 62132	   	171.72	DCR|3VULN|1DMG|2ASPD|1CDMG|1DUR	137VULN|23ASPD|3BPWR|4DMG|5DUR|6RCR|89DUST|aCDMG
342	31544 72445	   	171.71	DCR|2VULN|2DMG|3ASPD|2DUR	1aDUR|2MBVNT|348ASPD|5ERES|6RCR|7aVULN|9aDMG|aBPWR
343	61235 44811	   	171.60	DCR|4VULN|2DMG|1DUR	1379VULN|2MBVNT|4LIT|59MLV|69DMG|8RCR|9BPWR|aDUR
344	34253 61312	   	171.59	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1aDUR|23VULN|4aDMG|5ASPD|6RCR|7ZMB|8aBEXP|9RCVC|aBPWR
345	32243 41523	   	171.58	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1DUR|2LWND|3VULN|4DMG|5ZMB|6aASPD|7RCR|8AART|9CDMG
346	63321 63324	   	171.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7AART|8LHND|9LWND|aZMB
347	61335 31232	   	171.52	DCR|3VULN|3DMG	19aVULN|2MBVNT|3FEWX|4RCVC|5aDUST|68aDMG|7RCR|aBPWR
348	31253 43237	   	171.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2MBVNT|39aVULN|4DMG|5RCR|6ASPD|7LIT|8AART
349	11145 12224	   	171.45	DCR|4VULN|3ZMB|1CDMG	15aZMB|2LHND|3MLV|4589VULN|5BPWR|6CDMG|7RCR
350	24253 63311	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|23VULN|49DMG|5ASPD|6RCR|7AART|8LHND|aERES
351	24253 63312	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|23VULN|49DMG|5ASPD|6RCR|7AART|8LHND|aDUST
352	24253 63313	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|23VULN|49DMG|5ASPD|6RCR|7AART|8LHND|aDLOT
353	24253 63331	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|23VULN|4aDMG|5ASPD|6RCR|7AART|8LHND|9TLV
354	61482 73311	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2MBVNT|3CGEN|4ASPD|6RCR|7AART|8LHND|9aDMG
355	61482 73411	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2MBVNT|3CGEN|4ASPD|6RCR|7AART|8FEWX|9aDMG
356	61512 73311	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2MBVNT|3ASPD|4CGEN|6RCR|7AART|8LHND|9aDMG
357	61512 73411	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2MBVNT|3ASPD|4CGEN|6RCR|7AART|8FEWX|9aDMG
358	62253 63311	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|2LWND|49DMG|5ASPD|6RCR|7AART|8LHND|aERES
359	62253 63312	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|2LWND|49DMG|5ASPD|6RCR|7AART|8LHND|aDUST
360	62253 63313	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|2LWND|49DMG|5ASPD|6RCR|7AART|8LHND|aDLOT
361	62253 63331	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|2LWND|4aDMG|5ASPD|6RCR|7AART|8LHND|9TLV
362	15313 63236	   	171.45	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR	13ZMB|23aVULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LIT|9LWND
363	15313 63335	   	171.45	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR	13ZMB|23aVULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LHND|9RMIN
364	31333 83486	 * 	171.41	DCR|3DMG|2VULN|3DUR	139DUR|2MBVNT|4LIT|5DMSP|6RCR|79aDMG|89VULN|9BPWR
365	61232 44811	   	171.40	DCR|4VULN|2DMG|1DUR	1379VULN|2MBVNT|4LIT|59ERES|69DMG|8RCR|9BPWR|aDUR
366	15313 63132	   	171.35	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR	13ZMB|23aVULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8TLV|9LIT
367	15313 63226	   	171.35	DCR|3VULN|1AART|2ZMB|1DUR|1ASPD	13ZMB|23aVULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LIT|9DUST
368	15313 63263	   	171.35	DCR|3VULN|1AART|2ZMB|1DUR|1ASPD	13ZMB|23aVULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LIT|9DLOT
369	14613 62211	   	171.31	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1ZMB|2CGEN|3MLV|4DUR|5ASPD|6RCR|7VULN|8AART|9aDMG
370	34225 32252	   	171.27	DCR|3VULN|2DMG|3DUR|1SELL	15aDUR|23aVULN|4SELL|6RCR|7RMIN|8aDMG|9RPLT|aBPWR
371	31253 41832	 * 	171.24	ACR|3VULN|1DMG|3DUR|2ZMB|1ASPD	18aDUR|2MBVNT|39aVULN|4DMG|5RCR|6ASPD|7aZMB|aBPWR
372	14513 62211	   	171.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ZMB|2CGEN|3ERES|4DUR|5ASPD|6RCR|7VULN|8AART|9aDMG
373	14513 62213	   	171.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2CGEN|3ERES|4DUR|5ASPD|6RCR|7aVULN|8AART|9DMG
