0	Index      	 *	Score 	Summary	Detail	
1	51211 46231	 * 	200.49	DCR|3ASPD|1AART|1DMG|1CDMG|2DUR	18DUR|28CANARM|3LWND|4CDMG|58aASPD|6RCR|7AART|8BPWR|9DMG
311	25322 51351	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2BEXP|3ASPD|4ERES|5MLV|6ZMB|7RCR|8DMG|9VULN|aAART
312	34121 51351	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2ASPD|3BEXP|4ERES|5AME|6ZMB|7RCR|8DMG|9VULN|aAART
313	34122 51351	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2ASPD|3BEXP|4ERES|5MLV|6ZMB|7RCR|8DMG|9VULN|aAART
314	34135 51311	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1LHND|2ASPD|34BEXP|5VULN|6ZMB|7RCR|8DMG|9DUST|aAART
315	36216 11315	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2LWND|3LEGI|4DMG|5ZMB|6CGEN|7RCR|8AART|9VULN|aASPD
316	24363 21623	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3ERES|4CGEN|5VULN|6LHND|7RCR|8AART|9ZMB|aDMG
317	34633 11623	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2ASPD|3MLV|4DUST|5VULN|6CGEN|7RCR|8AART|9ZMB|aDMG
318	11214 41241	   	175.53	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	13LWND|2CANARM|4AART|5DMG|6RCR|7DUR|8VULN|9ASPD|aAME
319	14251 21336	   	175.53	DCR|2ASPD|1VULN|1AART|1CDMG	1LWND|28ASPD|3LEGI|4MBVNT|5CGEN|6AART|7RCR|9VULN|aCDMG
320	61124 32131	   	175.50	DCR|2VULN|1MDPS|2DMG|1CDMG	1BELT|25DMG|3MDPS|48VULN|6DUST|7RCR|9CDMG|aLIT
321	61124 32136	   	175.50	DCR|2VULN|2DMG|1MDPS|1CDMG	1BELT|25DMG|3MDPS|48VULN|6DUST|7RCR|9CDMG|aDMSP
322	16233 21663	   	175.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	12LWND|3ZMB|4ASPD|5DUST|6VULN|7RCR|8LEGI|9AART|aDMG
323	24343 51311	   	175.45	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3ERES|4AME|5VULN|6ZMB|7RCR|8DMG|9DUST|aAART
324	24363 51311	   	175.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3ERES|4CGEN|5VULN|6ZMB|7RCR|8DMG|9DUST|aAART
325	11214 41243	   	175.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2CANARM|4AART|5DMG|6RCR|7DUR|8VULN|9ASPD|aDUST
326	21211 43636	   	175.43	DCR|1AART|2CDMG|1ASPD|1DMG|1DUR	1FEWX|2CANARM|3LWND|47CDMG|5ASPD|6RCR|8AART|9DMG|aDUR
327	61241 62331	   	175.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1BELT|2DMG|3FEWX|49DUST|5ASPD|6RCR|7AART|8DUR|aVULN
328	61124 32132	   	175.40	DCR|2VULN|2DMG|1MDPS|1CDMG	1BELT|25DMG|3MDPS|48VULN|6DUST|7RCR|9CDMG|aERES
329	61124 32133	   	175.40	DCR|2VULN|2DMG|1MDPS|1CDMG	1BELT|25DMG|3MDPS|48VULN|6aDUST|7RCR|9CDMG
330	61124 32134	   	175.40	DCR|2VULN|2DMG|1MDPS|1CDMG|1MSE	1BELT|25DMG|3MDPS|48VULN|6DUST|7RCR|9CDMG|aMSE
331	11112 34221	 * 	175.33	ACR|3VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|3RCR|4CDMG|5FEWX|6AART|789VULN|aASPD
332	31112 34221	   	175.33	ACR|3VULN|1AART|1ASPD|1CDMG	1LHND|2CANARM|3RCR|4CDMG|5FEWX|6AART|789VULN|aASPD
333	54343 31123	   	175.31	DCR|3ASPD|2VULN|1DUR	1DUR|269ASPD|3ERES|4AME|56VULN|6BPWR|7FEWX|8RCR|aLHND
334	54363 31123	   	175.31	DCR|3ASPD|2VULN|1DUR	1DUR|269ASPD|3ERES|4CGEN|56VULN|6BPWR|7FEWX|8RCR|aLHND
335	24343 33125	   	175.31	DCR|3ASPD|2VULN|1DUR	1FEWX|269ASPD|3ERES|4AME|56VULN|6BPWR|7BEXP|8RCR|aDUR
336	24363 33125	   	175.31	DCR|3ASPD|2VULN|1DUR	1FEWX|269ASPD|3ERES|4CGEN|56VULN|6BPWR|7BEXP|8RCR|aDUR
337	54343 31121	   	175.21	DCR|3ASPD|2VULN|1DUR|1MSE	1DUR|269ASPD|3ERES|4AME|56VULN|6BPWR|7FEWX|8RCR|aMSE
338	54343 31122	   	175.21	DCR|3ASPD|2VULN|1DUR	1DUR|269ASPD|3aERES|4AME|56VULN|6BPWR|7FEWX|8RCR
339	54343 31133	   	175.21	DCR|3ASPD|2VULN|1DUR	1DUR|26aASPD|39ERES|4AME|56VULN|6BPWR|7FEWX|8RCR
340	54363 31121	   	175.21	DCR|3ASPD|2VULN|1DUR|1MSE	1DUR|269ASPD|3ERES|4CGEN|56VULN|6BPWR|7FEWX|8RCR|aMSE
341	54363 31122	   	175.21	DCR|3ASPD|2VULN|1DUR	1DUR|269ASPD|3aERES|4CGEN|56VULN|6BPWR|7FEWX|8RCR
342	54363 31133	   	175.21	DCR|3ASPD|2VULN|1DUR	1DUR|26aASPD|39ERES|4CGEN|56VULN|6BPWR|7FEWX|8RCR
343	31212 66261	   	175.19	DCR|2DMG|1AART|1VULN|1CDMG	18LHND|2CANARM|38LWND|4CDMG|5FEWX|68DMG|7AART|8BPWR|9RCR|aVULN
344	61124 32412	   	175.18	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1BELT|25DMG|3MDPS|4VULN|6DUST|7RCR|8ASPD|9FEWX|aCDMG
345	61124 32422	   	175.18	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1BELT|25DMG|3MDPS|4VULN|6DUST|7RCR|8ASPD|9LHND|aCDMG
346	34513 11361	   	175.13	DCR|2DMG|1VULN|1ASPD|1CDMG|1SELL	1LHND|2ASPD|3CDMG|4VULN|5SELL|6FEWX|7RCR|8aDMG|9CGEN
347	61112 35114	   	175.10	DCR|3DMG|2VULN|1MDPS|1AAC	1BELT|25aDMG|3MDPS|4AAC|6LIT|7RCR|8aLWND|9aVULN|aBPWR
348	51111 26142	 * 	175.06	ACR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1DUR|2CANARM|3RCR|4CDMG|5ASPD|6TLV|78VULN|9AART|aMDPS
349	34513 11331	   	175.03	DCR|2DMG|1VULN|1ASPD|1CDMG|1SELL	1LHND|2ASPD|3CDMG|4VULN|5SELL|6FEWX|7RCR|8aDMG|9ERES
350	15213 23326	   	175.00	DCR|3DMG|2VULN|1MDPS	1LWND|2BEXP|3LHND|489DMG|5aVULN|6MDPS|7RCR
351	25213 23326	   	175.00	DCR|3DMG|2VULN|1MDPS	1FEWX|2BEXP|3LHND|489DMG|5aVULN|6MDPS|7RCR
352	53311 32166	   	174.99	DCR|2VULN|2CDMG|1ASPD|2DUR	17DUR|2TLV|36CDMG|4aVULN|5ASPD|8AME|9RCR
353	23311 36633	   	174.94	DCR|2ASPD|1VULN|2CDMG|1DMG	1FEWX|2TLV|36CDMG|4VULN|58ASPD|7RCVC|9DMG|aRCR
354	53311 32266	   	174.89	DCR|2VULN|2CDMG|1ASPD|2DUR	17DUR|2TLV|36CDMG|4aVULN|5ASPD|8ERES|9RCR
355	21211 46232	   	174.86	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG	18FEWX|28CANARM|3LWND|4CDMG|58ASPD|6RCR|7AART|8BPWR|9DMG|aMDPS
356	31211 46232	   	174.86	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG	18LHND|28CANARM|3LWND|4CDMG|58ASPD|6RCR|7AART|8BPWR|9DMG|aMDPS
357	51412 41111	 * 	174.58	DCR|2DMG|1VULN|1ASPD|2DUR	18DUR|2CANARM|3RPLT|49DMG|5MULFIG|6RCR|7VULN|aASPD
358	23311 63255	   	174.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1FEWX|2TLV|3CDMG|49VULN|57ASPD|6DUR|8LHND|aRCR
359	23311 63355	   	174.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1FEWX|2TLV|3CDMG|49VULN|57ASPD|6DUR|8LWND|aRCR
360	34511 22315	   	174.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1LHND|25ASPD|3CDMG|48VULN|6ERES|7DUR|9LWND|aRCR
361	53311 23255	   	174.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2TLV|3CDMG|49VULN|57ASPD|6BEXP|8LHND|aRCR
362	53311 23355	   	174.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2TLV|3CDMG|49VULN|57ASPD|6BEXP|8LWND|aRCR
363	11214 46113	 * 	174.43	DCR|1SPLARM|1AART|1VULN|1ASPD|1DMG	13LWND|2CANARM|4AART|5DMG|6RCR|7ASPD|8AELBLL|9VULN|aSPLARM
364	11311 44531	   	174.43	DCR|2VULN|2ASPD|1CDMG	18LWND|2CANARM|38VULN|4CDMG|59ASPD|6RCR|78CGEN|8BPWR|aRPLT
365	11311 44532	   	174.43	DCR|2VULN|2ASPD|1CDMG	18LWND|2CANARM|38VULN|4CDMG|59ASPD|6RCR|78aCGEN|8BPWR
366	11311 44533	   	174.43	DCR|2VULN|2ASPD|1CDMG	18aLWND|2CANARM|38VULN|4CDMG|59ASPD|6RCR|78CGEN|8BPWR
367	24133 51324	   	174.40	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR	1FEWX|29ASPD|34BEXP|5VULN|6ZMB|7RCR|8DMG|aDUR
368	25333 51324	   	174.40	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR	1FEWX|24BEXP|39ASPD|5VULN|6ZMB|7RCR|8DMG|aDUR
369	54133 51322	   	174.40	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|29ASPD|34BEXP|5VULN|6ZMB|7RCR|8DMG|aRPLT
370	55333 51322	   	174.40	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|24BEXP|39ASPD|5VULN|6ZMB|7RCR|8DMG|aRPLT
371	11111 26542	 * 	174.39	ACR|2VULN|1MDPS|1AART|2CDMG|1ASPD	18LWND|2CANARM|3RCR|48CDMG|5ASPD|6TLV|78VULN|8BPWR|9AART|aMDPS
372	21111 26542	   	174.39	ACR|2VULN|1MDPS|1AART|2CDMG|1ASPD	18FEWX|2CANARM|3RCR|48CDMG|5ASPD|6TLV|78VULN|8BPWR|9AART|aMDPS
373	31111 26542	   	174.39	ACR|2VULN|1MDPS|1AART|2CDMG|1ASPD	18LHND|2CANARM|3RCR|48CDMG|5ASPD|6TLV|78VULN|8BPWR|9AART|aMDPS
374	14463 23321	   	174.30	DCR|1MDPS|2ASPD|1VULN|1DMG|1ZMB|1DUR	1LWND|29ASPD|3LHND|4DUR|5VULN|6MDPS|7RCR|8DMG|aZMB
375	14633 23321	   	174.30	DCR|1MDPS|2ASPD|1VULN|1DMG|1ZMB|1DUR	1LWND|29ASPD|3DUR|4BEXP|5VULN|6MDPS|7RCR|8DMG|aZMB
376	54133 51333	   	174.30	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|2aASPD|34BEXP|5VULN|6ZMB|7RCR|8DMG|9ERES
377	54143 23321	   	174.30	DCR|1MDPS|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|29ASPD|3BEXP|4LWND|5VULN|6MDPS|7RCR|8DMG|aZMB
378	54233 23321	   	174.30	DCR|1MDPS|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|29ASPD|3LHND|4BEXP|5VULN|6MDPS|7RCR|8DMG|aZMB
379	54243 23321	   	174.30	DCR|1MDPS|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|29ASPD|3LHND|4LWND|5VULN|6MDPS|7RCR|8DMG|aZMB
380	55333 51333	   	174.30	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|24BEXP|3aASPD|5VULN|6ZMB|7RCR|8DMG|9ERES
381	55343 23321	   	174.30	DCR|1MDPS|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|2BEXP|39ASPD|4LWND|5VULN|6MDPS|7RCR|8DMG|aZMB
382	56333 23321	   	174.30	DCR|1MDPS|2ASPD|1VULN|1DMG|1ZMB|1DUR	1DUR|2LWND|39ASPD|4BEXP|5VULN|6MDPS|7RCR|8DMG|aZMB
383	11311 44131	   	174.23	DCR|2VULN|2ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|59ASPD|6RCR|7CGEN|aRPLT
384	11311 44132	   	174.23	DCR|2VULN|2ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|59ASPD|6RCR|7aCGEN
385	11311 44133	   	174.23	DCR|2VULN|2ASPD|1CDMG	1aLWND|2CANARM|38VULN|4CDMG|59ASPD|6RCR|7CGEN
386	11311 44134	   	174.23	DCR|2VULN|2ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|59ASPD|6RCR|7CGEN|aMLV
387	11311 44135	   	174.23	DCR|2VULN|2ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|59ASPD|6RCR|7CGEN|aBEXP
388	14263 23321	   	174.20	DCR|1MDPS|2ASPD|1VULN|1DMG|1ZMB|1DUR	1LWND|29ASPD|3LEGI|4DUR|5VULN|6MDPS|7RCR|8DMG|aZMB
389	23311 12552	   	174.07	DCR|2VULN|1ASPD|1NUKE|1CDMG	1FEWX|2TLV|3CDMG|48VULN|5ASPD|6LIT|7LWND|9RCR|aNUKE
390	23311 21552	   	174.07	DCR|2VULN|1ASPD|1NUKE|1CDMG	1FEWX|2TLV|3CDMG|48VULN|5ASPD|6BEXP|7LIT|9RCR|aNUKE
391	51111 26533	 * 	174.07	ACR|2VULN|2ASPD|2CDMG|3DUR	18aDUR|2CANARM|3RCR|48CDMG|59ASPD|6TLV|78VULN|8BPWR
392	24343 32132	   	174.04	DCR|2VULN|2ASPD|1DMG	1FEWX|26ASPD|3ERES|4AME|56VULN|6BPWR|7DUST|8RCR|9DMG|aRPLT
393	24343 32135	   	174.04	DCR|2VULN|2ASPD|1DMG	1FEWX|26ASPD|3ERES|4AME|56VULN|6BPWR|7DUST|8RCR|9DMG|aAELBLL
394	24343 32136	   	174.04	DCR|2VULN|2ASPD|1DMG	1FEWX|26ASPD|3ERES|4AME|56VULN|6BPWR|7DUST|8RCR|9DMG|aMLV
395	24363 32132	   	174.04	DCR|2VULN|2ASPD|1DMG	1FEWX|26ASPD|3ERES|4CGEN|56VULN|6BPWR|7DUST|8RCR|9DMG|aRPLT
396	24363 32135	   	174.04	DCR|2VULN|2ASPD|1DMG	1FEWX|26ASPD|3ERES|4CGEN|56VULN|6BPWR|7DUST|8RCR|9DMG|aAELBLL
397	24363 32136	   	174.04	DCR|2VULN|2ASPD|1DMG	1FEWX|26ASPD|3ERES|4CGEN|56VULN|6BPWR|7DUST|8RCR|9DMG|aMLV
398	34513 21341	   	174.03	DCR|1VULN|2CDMG|1ASPD|1DMG|1DUR|1SELL	1LHND|2ASPD|3aCDMG|4VULN|5SELL|6DUR|7RCR|8DMG|9RCVC
399	21211 46234	   	174.01	DCR|2ASPD|1AART|1DMG|1CDMG	18FEWX|28CANARM|3LWND|4CDMG|58ASPD|6RCR|7AART|8BPWR|9DMG|aCGEN
400	31211 46234	   	174.01	DCR|2ASPD|1AART|1DMG|1CDMG	18LHND|28CANARM|3LWND|4CDMG|58ASPD|6RCR|7AART|8BPWR|9DMG|aCGEN
401	23311 14552	   	173.97	DCR|2VULN|1ASPD|1NUKE|1CDMG	1FEWX|2TLV|3CDMG|48VULN|5ASPD|6LIT|7DUST|9RCR|aNUKE
402	23313 61552	   	173.97	DCR|2VULN|1ASPD|1NUKE|1CDMG	1FEWX|2TLV|3CDMG|48VULN|5DUST|6ASPD|7LIT|9RCR|aNUKE
403	14133 21615	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|34BEXP|59VULN|6LHND|7RCR|8AART|aDUR
404	14613 21316	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|3DUR|4AME|5RMIN|6LHND|7RCR|8AART|9aVULN
405	14643 21311	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	14LWND|2ASPD|3DUR|59VULN|6LHND|7RCR|8AART|aCGEN
406	14643 21312	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	14LWND|2ASPD|3DUR|59VULN|6LHND|7RCR|8AART|aRPLT
407	14643 21313	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	14LWND|2ASPD|3DUR|59VULN|6LHND|7RCR|8AART|aRMIN
408	15333 21615	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|24BEXP|3ASPD|59VULN|6LHND|7RCR|8AART|aDUR
409	36611 31316	   	173.94	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2LWND|3DUR|4DMG|5CGEN|6RMIN|7RCR|8AART|9aVULN
410	56211 31316	   	173.94	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2LWND|3LHND|4DMG|5CGEN|6RMIN|7RCR|8AART|9aVULN
411	56313 21316	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2LWND|3ASPD|4AME|5RMIN|6LHND|7RCR|8AART|9aVULN
412	56343 21311	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|24LWND|3ASPD|59VULN|6LHND|7RCR|8AART|aCGEN
413	56343 21312	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|24LWND|3ASPD|59VULN|6LHND|7RCR|8AART|aRPLT
414	56343 21313	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|24LWND|3ASPD|59VULN|6LHND|7RCR|8AART|aRMIN
415	21211 42631	   	173.91	DCR|2ASPD|1AART|1DMG|1CDMG	17FEWX|2CANARM|3LWND|4CDMG|5aASPD|6RCR|8AART|9DMG
416	21211 46131	   	173.91	DCR|2ASPD|1AART|1DMG|1CDMG	1FEWX|2CANARM|3LWND|4CDMG|5aASPD|6RCR|7AART|8DMSP|9DMG
417	21211 46233	   	173.91	DCR|2ASPD|1AART|1DMG|1CDMG	18FEWX|28CANARM|3LWND|4CDMG|58ASPD|6RCR|7AART|8BPWR|9DMG|aERES
418	21211 46235	   	173.91	DCR|2ASPD|1AART|1DMG|1CDMG	18FEWX|28CANARM|3LWND|4CDMG|58ASPD|6RCR|7AART|8BPWR|9DMG|aTLV
419	31211 46131	   	173.91	DCR|2ASPD|1AART|1DMG|1CDMG	1LHND|2CANARM|3LWND|4CDMG|5aASPD|6RCR|7AART|8DMSP|9DMG
420	31211 46233	   	173.91	DCR|2ASPD|1AART|1DMG|1CDMG	18LHND|28CANARM|3LWND|4CDMG|58ASPD|6RCR|7AART|8BPWR|9DMG|aERES
421	31211 46235	   	173.91	DCR|2ASPD|1AART|1DMG|1CDMG	18LHND|28CANARM|3LWND|4CDMG|58ASPD|6RCR|7AART|8BPWR|9DMG|aTLV
422	13653 71342	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	16LWND|2TLV|3DUR|4MBVNT|56VULN|6BPWR|7RCR|8AART|9LIT|aASPD
423	14261 31316	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|3LEGI|4DUR|5CGEN|6RMIN|7RCR|8AART|9aVULN
424	14333 63534	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|3MBVNT|4BEXP|58VULN|6RPLT|7RCR|9DUR|aAART
425	14343 63534	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|3MBVNT|4FEWX|58VULN|6RPLT|7RCR|9DUR|aAART
426	14333 63464	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|3MBVNT|4BEXP|59VULN|6RPLT|7RCR|8DUR|aAART
427	11412 34315	 * 	173.77	DCR|2AART|1DMG|1NUKE|1CDMG	1LWND|2CANARM|3RPLT|4DMG|5MULFIG|68AART|7RCR|9CDMG|aNUKE
428	31412 34315	   	173.77	DCR|2AART|1DMG|1NUKE|1CDMG	1LHND|2CANARM|3RPLT|4DMG|5MULFIG|68AART|7RCR|9CDMG|aNUKE
429	11226 25352	 * 	173.74	DCR|2VULN|1AART|1ASPD|1AAC|1DUR	13LWND|2CANARM|46VULN|5AAC|7RCR|8DUR|9ASPD|aAART
430	51514 21211	   	173.74	DCR|2AART|2DMG|3DUR	138DUR|238CANARM|38BPWR|46AART|58DMG|7RCR|9AME|aMULFIG
431	51514 21213	   	173.74	DCR|2AART|2DMG|3DUR	138DUR|238CANARM|38BPWR|46AART|58DMG|7RCR|9aAME
432	51514 21221	   	173.74	DCR|2AART|2DMG|3DUR	138DUR|238CANARM|38BPWR|46AART|58DMG|7RCR|9LWND|aAME
433	11311 46523	   	173.74	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|8RPLT|9BEXP|aZMB
434	63241 62213	   	173.74	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1BELT|2ZMB|3FEWX|4DUST|5ASPD|6RCR|7AART|8VULN|9RPLT|aCDMG
435	63522 31112	   	173.67	DCR|2VULN|1AART|1ASPD|1ZMB	1BELT|2ZMB|357ERES|4ASPD|6AART|8RCR|9aVULN
436	51514 21222	   	173.64	DCR|2AART|2DMG|3DUR	138DUR|238CANARM|38BPWR|46AART|58DMG|7RCR|9LWND|aDUST
437	51514 21223	   	173.64	DCR|2AART|2DMG|3DUR|1MSE	138DUR|238CANARM|38BPWR|46AART|58DMG|7RCR|9LWND|aMSE
438	51514 21231	   	173.64	DCR|2AART|2DMG|3DUR	138DUR|238CANARM|38BPWR|46AART|58DMG|7RCR|9TLV|aMULFIG
439	51514 21233	   	173.64	DCR|2AART|2DMG|3DUR	138DUR|238CANARM|38BPWR|46AART|58DMG|7RCR|9TLV|aAME
440	11311 46333	   	173.64	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|8LIT|9ERES|aZMB
441	63132 26361	   	173.64	DCR|1MDPS|1AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3MDPS|4LIT|5MSLFST|6RCR|7VULN|8CDMG|9DMG|aAART
442	14613 21315	   	173.63	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|4AME|5RMIN|6LHND|7RCR|8AART|9VULN|aDMG
443	36611 31315	   	173.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LHND|2LWND|3DUR|4DMG|5CGEN|6RMIN|7RCR|8AART|9VULN|aASPD
444	56211 31315	   	173.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2LWND|3LHND|4DMG|5CGEN|6RMIN|7RCR|8AART|9VULN|aASPD
445	56313 21315	   	173.63	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1DUR|2LWND|3ASPD|4AME|5RMIN|6LHND|7RCR|8AART|9VULN|aDMG
446	61341 41121	   	173.60	DCR|2VULN|2DMG|1CDMG	1BELT|2aDMG|3DMSP|46VULN|5CGEN|7DLOT|8RCR|9CDMG
447	11112 34521	 * 	173.57	ACR|2VULN|2AART|1ASPD|1CDMG	1LWND|2CANARM|3RCR|4CDMG|5FEWX|68AART|79VULN|aASPD
448	31112 34521	   	173.57	ACR|2VULN|2AART|1ASPD|1CDMG	1LHND|2CANARM|3RCR|4CDMG|5FEWX|68AART|79VULN|aASPD
449	63241 62221	   	173.57	DCR|2AART|1VULN|1ASPD|1ZMB	1BELT|2ZMB|3FEWX|4DUST|5ASPD|6RCR|7aAART|8VULN|9AME
450	11336 33146	 * 	173.54	DCR|3VULN|1MDPS|1AART|1ZMB	1LWND|2CANARM|389VULN|4RMIN|5AART|6MDPS|7RCR|aZMB
451	14261 31315	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2ASPD|3LEGI|4DUR|5CGEN|6RMIN|7RCR|8AART|9VULN|aDMG
452	14311 21341	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2ASPD|3MBVNT|45AME|6DUR|7RCR|8DMG|9VULN|aAART
453	14314 71341	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	16LWND|2ASPD|3MBVNT|4AME|5DUR|7RCR|8DMG|9VULN|aAART
454	14316 21341	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	15LWND|2ASPD|3MBVNT|4AME|6DUR|7RCR|8DMG|9VULN|aAART
455	14651 11341	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|4MBVNT|56CGEN|7RCR|8DMG|9VULN|aAART
456	14651 21341	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|4MBVNT|5CGEN|6DMSP|7RCR|8DMG|9VULN|aAART
457	34311 21341	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LHND|2ASPD|3MBVNT|45AME|6DUR|7RCR|8DMG|9VULN|aAART
458	56351 11341	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2LWND|3ASPD|4MBVNT|56CGEN|7RCR|8DMG|9VULN|aAART
459	56351 21341	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2LWND|3ASPD|4MBVNT|5CGEN|6DMSP|7RCR|8DMG|9VULN|aAART
460	61221 11611	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1BELT|2DMG|3FEWX|4LWND|5ASPD|6AAC|7RCR|8VULN|9AART|aDUR
461	61421 11611	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1BELT|2DMG|3LHND|4LWND|5ASPD|6AAC|7RCR|8VULN|9AART|aDUR
462	61342 41121	   	173.50	DCR|2VULN|2DMG|1CDMG	1BELT|2aDMG|3DMSP|46VULN|5ERES|7DLOT|8RCR|9CDMG
463	61343 33221	   	173.48	DCR|3VULN|2DMG	1BELT|28DMG|3DMSP|48aVULN|5FEWX|6CGEN|78MLV|8BPWR|9RCR
464	14326 21361	   	173.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	15LWND|2ASPD|3MBVNT|4ERES|6DUR|7RCR|8DMG|9VULN|aAART
465	14355 21341	   	173.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	14LWND|2ASPD|3MBVNT|5TLV|6DUR|7RCR|8DMG|9VULN|aAART
466	14386 21341	   	173.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	15LWND|2ASPD|3MBVNT|4TLV|6DUR|7RCR|8DMG|9VULN|aAART
467	36613 23126	   	173.43	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1LHND|2LWND|3DUR|4DMG|5VULN|6MDPS|7RCR|8AAC|9ASPD|aAART
468	36613 23631	 * 	173.43	DCR|1MDPS|1VULN|1AART|1DMG|1NUKE|1DUR|1MSE	1LHND|2LWND|3DUR|4DMG|5VULN|6MDPS|7RCR|8AART|9NUKE|aMSE
