0	Index      	 *	Score 	Summary	Detail	
1	36324 42211	 * 	218.50	DCR|3VULN|2DMG|1MDPS|2ASPD	19aVULN|2MDPS|3RMIN|49ASPD|59DMG|6BELT|7RCR|8MBVNT|9BPWR
322	34161 13152	   	191.13	DCR|4VULN|1DMG|1CDMG|1AAC	1236VULN|2BPWR|4CDMG|5SPLJET|7DMG|8LHND|9RCR|aAAC
323	33433 22331	   	191.09	DCR|4VULN|1ASPD|2DUR	1589VULN|29DUST|3ASPD|4BEXP|6RCR|79DUR|9BPWR|aLIT
324	33433 22332	   	191.09	DCR|4VULN|1ASPD|2DUR	1589VULN|29DUST|3ASPD|4BEXP|6RCR|79DUR|9BPWR|aMLV
325	33433 22334	   	191.09	DCR|4VULN|1ASPD|2DUR	1589VULN|29DUST|3ASPD|4BEXP|6RCR|79DUR|9BPWR|aCGEN
326	33433 22335	   	191.09	DCR|4VULN|1ASPD|2DUR	1589VULN|29DUST|3ASPD|4BEXP|6RCR|79DUR|9BPWR|aLWND
327	26311 31451	 * 	191.08	DCR|2DMG|2ASPD|1VULN|1AART|1SELL	18LIT|28DMG|3RPLT|4SELL|5AME|6VULN|78ASPD|8BPWR|9AART|aRCR
328	34323 32262	   	191.06	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	12VULN|2BPWR|3DMSP|4ASPD|5RPLT|6CGEN|7DMG|8AART|9RCR|aMDPS
329	33433 26124	   	191.02	DCR|2VULN|1MDPS|2ASPD|2CDMG	15VULN|2DUST|37ASPD|4BEXP|6RCR|89CDMG|aMDPS
330	32361 33661	   	191.02	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2ZMB	1VULN|2MLV|3AART|4CDMG|5ERES|6DMG|7aZMB|8ASPD|9RCR
331	31453 22262	   	190.99	DCR|4VULN|1ASPD|2DUR	158aVULN|2BEXP|3ASPD|47DUR|6RCR|9ERES
332	26313 31451	 * 	190.98	DCR|2DMG|2ASPD|1VULN|1AART|1SELL	18LIT|28DMG|3RPLT|4SELL|5ERES|6VULN|78ASPD|8BPWR|9AART|aRCR
333	36521 21113	 * 	190.97	DCR|3ASPD|2VULN|1MDPS|1DMG	1aVULN|2MDPS|348ASPD|5FEWX|6RCR|7DMG|9MULARM
334	33453 22262	   	190.89	DCR|4VULN|1ASPD|2DUR	158aVULN|2DUST|3ASPD|47DUR|6RCR|9ERES
335	32364 13163	 * 	190.87	DCR|1SPLARM|2VULN|1AART|1CDMG|1AAC|1DUR	18VULN|2MLV|3AART|4CDMG|5SPLARM|6BEXP|7DUR|9RCR|aAAC
336	31521 22354	   	190.84	DCR|2VULN|2DMG|1ASPD|1CDMG	16VULN|2BEXP|3CDMG|4LEGI|56DMG|6BPWR|7TLV|8RCVC|9ASPD|aRCR
337	33112 23456	 * 	190.82	DCR|3VULN|1MDPS|2CDMG|1ASPD|1NUKE|2DUR	158VULN|2DUST|38DUR|4MDPS|68CDMG|7NUKE|8BPWR|9ASPD|aRCR
338	33521 22354	   	190.74	DCR|2VULN|2DMG|1ASPD|1CDMG	16VULN|2DUST|3CDMG|4LEGI|56DMG|6BPWR|7TLV|8RCVC|9ASPD|aRCR
339	31514 16121	   	190.71	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	1VULN|2BEXP|39CDMG|49ASPD|5SPLREG|69MSLREG|7ZMB|8DMG|9BPWR|aRCR
340	33514 16121	   	190.61	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	1VULN|2DUST|39CDMG|49ASPD|5SPLREG|69MSLREG|7ZMB|8DMG|9BPWR|aRCR
341	31453 22124	   	190.45	DCR|2VULN|1MDPS|2CDMG|1ASPD|2DUR	15VULN|2BEXP|3ASPD|47DUR|6RCR|89CDMG|aMDPS
342	36522 22432	 * 	190.44	DCR|3ASPD|2VULN|1MDPS|1AART|1SELL	16VULN|2MDPS|346ASPD|5SELL|6BPWR|7FEWX|8RCR|9AART|aERES
343	36522 22433	 * 	190.44	DCR|3ASPD|2VULN|1MDPS|1AART|1SELL	16VULN|2MDPS|346ASPD|5SELL|6BPWR|7FEWX|8RCR|9AART|aCANSTR
344	33431 21311	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	18VULN|2DUST|3ASPD|4BEXP|5FEWX|6RCR|7DMG|9ZMB|aCDMG
345	33431 21442	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1aVULN|2DUST|3ASPD|4BEXP|5FEWX|6RCR|7DMG|8CDMG|9ZMB
346	33453 22124	   	190.35	DCR|2VULN|1MDPS|2CDMG|1ASPD|2DUR	15VULN|2DUST|3ASPD|47DUR|6RCR|89CDMG|aMDPS
347	36122 31153	   	190.17	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	18VULN|2MDPS|3LHND|48CDMG|5AART|68CGEN|7RCR|8BPWR|9RCVC|aDMG
348	11453 63322	   	190.12	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2BEXP|3ASPD|4DUR|5ZMB|6RCR|7RMIN|8VULN|9DMG|aAART
349	36523 22132	   	190.06	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8CGEN|9BEXP|aAART
350	36523 22161	   	190.06	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8CGEN|9LHND|aAART
351	36523 22232	   	190.06	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8BEXP|9AME|aAART
352	36523 22242	   	190.06	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8BEXP|9MLV|aAART
353	36523 22252	   	190.06	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8BEXP|9CGEN|aAART
354	36523 22432	   	190.06	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8FEWX|9CGEN|aAART
355	31453 23123	   	190.06	DCR|2VULN|2ASPD|2CDMG|1DUR	15VULN|2BEXP|37ASPD|4DUR|6RCR|89CDMG|aLHND
356	31453 24321	   	190.01	DCR|4VULN|1ASPD|1DUR	158aVULN|2BEXP|3ASPD|4DUR|6RCR|7LWND|9RMIN
357	31453 25321	   	190.01	DCR|4VULN|1ASPD|1DUR	158aVULN|2BEXP|3ASPD|4DUR|6RCR|7LHND|9RMIN
358	31512 51314	   	190.01	DCR|3VULN|1ASPD|1DMG|1CDMG	168VULN|2BEXP|3CDMG|4ASPD|5DMG|7CGEN|9FEWX|aRCR
359	31512 51334	   	190.01	DCR|3VULN|1ASPD|1DMG|1CDMG	168VULN|2BEXP|3CDMG|4ASPD|5DMG|7CGEN|9LHND|aRCR
360	36122 11133	   	189.97	DCR|2VULN|1MDPS|2CDMG|1AART|1DMG	18VULN|2MDPS|3LHND|48CDMG|5AART|68ERES|7RCR|8BPWR|9RCVC|aDMG
361	36523 22121	   	189.96	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8CGEN|9LEGI|aAART
362	36523 22142	   	189.96	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8CGEN|9DUST|aAART
363	31453 23122	   	189.96	DCR|2VULN|2ASPD|2CDMG|1DUR	15VULN|2BEXP|37ASPD|4DUR|6RCR|89CDMG|aTLV
364	31453 23125	   	189.96	DCR|2VULN|2ASPD|2CDMG|1DUR|1MSE	15VULN|2BEXP|37ASPD|4DUR|6RCR|89CDMG|aMSE
365	33453 23123	   	189.96	DCR|2VULN|2ASPD|2CDMG|1DUR	15VULN|2DUST|37ASPD|4DUR|6RCR|89CDMG|aLHND
366	36523 21611	   	189.96	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DUR	15VULN|2MDPS|34ASPD|6RCR|7AME|8aCDMG|9DUR
367	33453 21331	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	15aVULN|2DUST|3ASPD|4DUR|6RCR|7AME|8LIT|9DMG
368	32362 35363	   	189.94	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1VULN|2MLV|3AART|47CDMG|5RMIN|6DMG|8ASPD|9CGEN|aRCR
369	33433 22321	   	189.91	DCR|4VULN|1ASPD|1DUR	158aVULN|2DUST|3ASPD|4BEXP|6RCR|7DUR|9RMIN
370	33512 51314	   	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG	168VULN|2DUST|3CDMG|4ASPD|5DMG|7CGEN|9FEWX|aRCR
371	33512 51334	   	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG	168VULN|2DUST|3CDMG|4ASPD|5DMG|7CGEN|9LHND|aRCR
372	34162 61113	   	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|2BPWR|4CDMG|5CGEN|6ASPD|7BELT|8ERES|9DMG|aRCR
373	23321 33141	   	189.90	DCR|3VULN|2CDMG|1DMG|1ZMB	147LIT|27CDMG|3LWND|5ZMB|678VULN|7BPWR|9RCR|aDMG
374	23461 33141	   	189.90	DCR|3VULN|2CDMG|1DMG|1ZMB	137LIT|27CDMG|4LHND|5ZMB|678VULN|7BPWR|9RCR|aDMG
375	36322 36331	   	189.87	DCR|3ASPD|1MDPS|1VULN|1DMG|1CDMG	1VULN|2MDPS|3RMIN|467ASPD|56AME|6BPWR|8RCR|9CDMG|aDMG
376	33453 23122	   	189.86	DCR|2VULN|2ASPD|2CDMG|1DUR	15VULN|2DUST|37ASPD|4DUR|6RCR|89CDMG|aTLV
377	33453 23125	   	189.86	DCR|2VULN|2ASPD|2CDMG|1DUR|1MSE	15VULN|2DUST|37ASPD|4DUR|6RCR|89CDMG|aMSE
378	36523 23611	   	189.86	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DUR	15VULN|2MDPS|34ASPD|6RCR|7TLV|8aCDMG|9DUR
379	14132 31321	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2TSLARM|347VULN|5CDMG|6RCR|8AART|9RPLT|aDUR
380	54132 31321	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1BEXP|2TSLARM|347VULN|5CDMG|6RCR|8AART|9RPLT|aDUR
381	33144 26323	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	18aVULN|2DUST|3DUR|4FEWX|5DMG|6RCR|7ASPD|9LEGI
382	33451 21323	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	18aVULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|9LEGI
383	33451 21341	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	18aVULN|29DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG
384	31451 21161	   	189.85	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1VULN|2BEXP|38ASPD|4DUR|5FEWX|6RCR|7DMG|9LHND|aAART
385	11452 24321	   	189.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1FEWX|2BEXP|35ASPD|4DUR|6RCR|7LWND|8VULN|9DMG|aAART
386	11452 25321	   	189.85	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1FEWX|2BEXP|35ASPD|4DUR|6RCR|7LHND|8VULN|9DMG|aAART
387	32333 11152	   	189.84	DCR|3VULN|1AART|1ASPD|1ZMB	159VULN|24MLV|3AART|6RCVC|7ZMB|8ASPD|aRCR
388	31144 21211	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1aVULN|28BEXP|3DUR|4FEWX|57DMG|6RCR|9ASPD
389	31144 21313	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2BEXP|3DUR|4FEWX|57DMG|6RCR|9ASPD|aMLV
390	31144 21314	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2BEXP|3DUR|4FEWX|57DMG|6RCR|9ASPD|aLWND
391	31144 21315	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2BEXP|3DUR|4FEWX|57DMG|6RCR|9ASPD|aCGEN
392	31144 21316	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2BEXP|3DUR|4aFEWX|57DMG|6RCR|9ASPD
393	31144 21411	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1aVULN|2BEXP|3DUR|48FEWX|57DMG|6RCR|9ASPD
394	23441 33141	   	189.80	DCR|3VULN|2CDMG|1DMG|1ZMB	137LIT|27CDMG|4DUST|5ZMB|678VULN|7BPWR|9RCR|aDMG
395	32332 35462	   	189.80	DCR|3VULN|1AART|1ASPD|1ZMB	167VULN|24MLV|3AART|5ZMB|8DMSP|9RCR|aASPD
396	32333 61462	   	189.80	DCR|3VULN|1AART|1ASPD|1ZMB	156VULN|24MLV|3AART|7ZMB|8DMSP|9RCR|aASPD
397	34123 34262	   	189.80	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5RPLT|6CGEN|7ZMB|8AART|9RCR|aAME
398	34124 31222	   	189.79	DCR|4VULN|1ASPD|1CDMG	123aVULN|2BPWR|4ASPD|5FEWX|6AELBLL|7RPLT|8RCR|9CDMG
399	31512 23213	   	189.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|29BEXP|3CDMG|47ASPD|5DMG|6CGEN|8AART|aRCR
400	33433 26433	   	189.79	DCR|3VULN|2ASPD|2DUR	159VULN|29DUST|37ASPD|4BEXP|6RCR|89DUR|9BPWR|aRCVC
401	44132 31321	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	1DUST|2TSLARM|347VULN|5CDMG|6RCR|8AART|9RPLT|aDUR
402	13432 22322	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1FEWX|2DUST|35ASPD|4BEXP|6RCR|7DUR|8VULN|9DMG|aAART
403	31451 21121	   	189.75	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1VULN|2BEXP|38ASPD|4DUR|5FEWX|6RCR|7DMG|9LEGI|aAART
404	31451 21142	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1VULN|2BEXP|38ASPD|4DUR|5FEWX|6RCR|7DMG|9DUST|aAART
405	33144 26132	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1VULN|2DUST|3DUR|4FEWX|5DMG|6RCR|78ASPD|9BEXP|aAART
406	33451 21132	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1VULN|2DUST|38ASPD|4DUR|5FEWX|6RCR|7DMG|9BEXP|aAART
407	33451 26222	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1VULN|2DUST|37ASPD|4DUR|5FEWX|6RCR|8BEXP|9DMG|aAART
408	41432 22322	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUST|2BEXP|35ASPD|4FEWX|6RCR|7DUR|8VULN|9DMG|aAART
409	52432 22322	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1BEXP|2DUST|35ASPD|4FEWX|6RCR|7DUR|8VULN|9DMG|aAART
410	34121 13236	   	189.74	DCR|3VULN|1ASPD|1DMG|1ZMB|1SELL	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8SELL|9ZMB|aDMG
411	31144 21312	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2BEXP|3DUR|4FEWX|57DMG|6RCR|9ASPD|aTLV
412	33144 21411	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1aVULN|2DUST|3DUR|48FEWX|57DMG|6RCR|9ASPD
413	33144 21513	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2DUST|3DUR|4FEWX|57DMG|6RCR|9ASPD|aMLV
414	32331 84255	   	189.70	DCR|3VULN|1AART|1ASPD|1ZMB	178VULN|24MLV|3AART|5MBVNT|6ZMB|9RCR|aASPD
415	34133 32261	   	189.70	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	123VULN|2BPWR|4AAC|5RPLT|6CGEN|7DMG|8AART|9RCR|aZMB
416	36523 53132	 * 	189.66	DCR|4VULN|1MDPS|2ASPD	159aVULN|2MDPS|34ASPD|6CGEN|7RCR|8AELBLL
417	34121 13364	   	189.66	DCR|4VULN|2ASPD	1239VULN|2BPWR|4aASPD|5AIRARM|6AME|7RCR|8LHND
418	34121 63314	   	189.66	DCR|4VULN|2ASPD	1239VULN|2BPWR|4aASPD|5AIRARM|6LIT|7RCR|8MLV
419	33144 26121	   	189.65	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1VULN|2DUST|3DUR|4FEWX|5DMG|6RCR|78ASPD|9LEGI|aAART
420	33451 21121	   	189.65	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1VULN|2DUST|38ASPD|4DUR|5FEWX|6RCR|7DMG|9LEGI|aAART
421	34121 33236	   	189.64	DCR|3VULN|1ASPD|1DMG|1ZMB|1SELL	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8SELL|9ZMB|aDMG
422	36621 21125	   	189.62	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	13VULN|2MDPS|3BPWR|4ERES|5FEWX|6RCR|79DMG|8ASPD|aDUR
423	33144 21512	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2DUST|3DUR|4FEWX|57DMG|6RCR|9ASPD|aTLV
424	34121 33364	   	189.56	DCR|4VULN|2ASPD	1239VULN|2BPWR|4aASPD|5AIRARM|6TLV|7RCR|8LHND
425	31315 33135	   	189.54	DCR|3VULN|1MDPS|1AART|1ASPD	179VULN|2BEXP|3LWND|4MDPS|5AART|6RCR|8ASPD|aRMIN
426	31315 33525	   	189.54	DCR|3VULN|1MDPS|1AART|1ASPD	178VULN|2BEXP|3LWND|4MDPS|5AART|6RCR|9ASPD|aRMIN
427	34213 51622	 * 	189.53	DCR|4VULN|2AART	1279VULN|27BPWR|37CGEN|4BELT|57LIT|68AART|aRCR
428	14135 32332	   	189.51	DCR|3VULN|2DMG|1ZMB	1FEWX|2TSLARM|345VULN|6RCR|78DMG|9LWND|aZMB
429	54135 32332	   	189.51	DCR|3VULN|2DMG|1ZMB	1BEXP|2TSLARM|345VULN|6RCR|78DMG|9LWND|aZMB
430	33315 36362	   	189.50	DCR|2VULN|1MDPS|1AART|1ASPD|2ZMB|1DUR	1aVULN|2DUST|3aLWND|4MDPS|5AART|6RCR|7ASPD|8DUR|9aZMB|aBPWR
431	21363 53316	   	189.49	DCR|3ASPD|2VULN|1DMG	14LIT|245ASPD|3RPLT|4BPWR|6DMG|7RCR|89VULN|aRCVC
432	33514 33215	 * 	189.49	DCR|3ASPD|1VULN|1AART|1CDMG	1VULN|2DUST|3CDMG|469ASPD|5SPLREG|7AART|8RPLT|aRCR
433	34113 14811	   	189.49	DCR|4VULN|1ASPD|1CDMG	1237VULN|2BPWR|46ERES|5MBVNT|8RCR|9CDMG|aASPD
434	31453 22236	   	189.46	DCR|3VULN|2ASPD|2DUR	158VULN|29BEXP|3aASPD|47DUR|6RCR
435	31453 23224	   	189.46	DCR|3VULN|2ASPD|2DUR	158VULN|2BEXP|37ASPD|4aDUR|6RCR|9RPLT
436	33433 26431	   	189.46	DCR|3VULN|2ASPD|2DUR	159VULN|29DUST|37ASPD|4BEXP|6RCR|89DUR|9BPWR|aLIT
437	33433 26432	   	189.46	DCR|3VULN|2ASPD|2DUR	159VULN|29DUST|37ASPD|4BEXP|6RCR|89DUR|9BPWR|aMLV
438	33315 33525	   	189.44	DCR|3VULN|1MDPS|1AART|1ASPD	178VULN|2DUST|3LWND|4MDPS|5AART|6RCR|9ASPD|aRMIN
439	36122 31113	   	189.42	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	18VULN|2MDPS|3LHND|48CDMG|5AART|689CGEN|7RCR|8BPWR|aDMG
440	36122 31123	   	189.42	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	18VULN|2MDPS|3LHND|48CDMG|5AART|68CGEN|7RCR|8BPWR|9LWND|aDMG
441	32332 33152	   	189.41	DCR|3VULN|1AART|1ASPD|1ZMB	169VULN|24MLV|3AART|5ZMB|7RCVC|8ASPD|aRCR
442	44135 23111	   	189.39	DCR|4VULN|1AART|1ZMB	1DUST|2TSLARM|3456VULN|7RCR|8AART|9BEXP|aZMB
443	44135 23131	   	189.39	DCR|4VULN|1AART|1ZMB	1DUST|2TSLARM|3456VULN|7RCR|8AART|9LWND|aZMB
444	54135 23121	   	189.39	DCR|4VULN|1AART|1ZMB	1BEXP|2TSLARM|3456VULN|7RCR|8AART|9DUST|aZMB
445	33453 23224	   	189.36	DCR|3VULN|2ASPD|2DUR	158VULN|2DUST|37ASPD|4aDUR|6RCR|9RPLT
446	33453 23236	   	189.36	DCR|3VULN|2ASPD|2DUR	158VULN|2DUST|37ASPD|4aDUR|6RCR|9BEXP
447	33433 22316	   	189.36	DCR|3VULN|2ASPD|2DUR	158VULN|2DUST|39ASPD|4BEXP|6RCR|7aDUR
448	54135 23132	 * 	189.27	DCR|4VULN|1MDPS|1AART	1BEXP|2TSLARM|3456VULN|7RCR|8AART|9RCVC|aMDPS
449	31531 23152	   	189.27	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|26BEXP|3CDMG|4FEWX|56DMG|6BPWR|7LHND|89AART|aRCR
450	36122 11111	   	189.22	DCR|2VULN|1MDPS|2CDMG|1AART|1DMG	18VULN|2MDPS|3LHND|48CDMG|5AART|68ERES|7RCR|8BPWR|9CGEN|aDMG
451	36122 11124	   	189.22	DCR|2VULN|1MDPS|2CDMG|1AART|1ASPD	18VULN|2MDPS|3LHND|48CDMG|5AART|68ERES|7RCR|8BPWR|9ASPD|aMLV
452	31461 21321	   	189.19	DCR|3VULN|1ASPD|1CDMG|1DUR	179VULN|2BEXP|3ASPD|4RMIN|5RPLT|6DUR|8RCR|aCDMG
453	21363 53311	   	189.17	DCR|3ASPD|2VULN|1DMG	14LIT|245ASPD|3RPLT|4BPWR|6DMG|7RCR|89VULN|aMLV
454	21363 53312	   	189.17	DCR|3ASPD|2VULN|1DMG	14LIT|245ASPD|3RPLT|4BPWR|6DMG|7RCR|89VULN|aBEXP
455	31452 23152	   	189.12	DCR|2VULN|2AART|1ASPD|2DUR|1SELL	16VULN|2BEXP|3ASPD|46DUR|5SELL|6BPWR|7LHND|89AART|aRCR
456	36122 11122	   	189.12	DCR|2VULN|1MDPS|2CDMG|1AART|1ASPD	18VULN|2MDPS|3LHND|48CDMG|5AART|68ERES|7RCR|8BPWR|9ASPD|aTLV
457	36122 11126	   	189.12	DCR|2VULN|1MDPS|2CDMG|1AART|1ASPD	18VULN|2MDPS|3LHND|48CDMG|5AART|68ERES|7RCR|8BPWR|9ASPD|aLEGI
458	31451 21633	   	189.10	DCR|2DMG|2ASPD|1VULN|2DUR	1VULN|2BEXP|3aASPD|4aDUR|5FEWX|6RCR|7aDMG|8LIT|9CGEN|aBPWR
459	33461 21321	   	189.09	DCR|3VULN|1ASPD|1CDMG|1DUR	179VULN|2DUST|3ASPD|4RMIN|5RPLT|6DUR|8RCR|aCDMG
460	33531 23152	   	189.07	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|26DUST|3CDMG|4FEWX|56DMG|6BPWR|7LHND|89AART|aRCR
461	21363 53313	   	189.07	DCR|3ASPD|2VULN|1DMG	14LIT|245ASPD|3RPLT|4BPWR|6DMG|7RCR|89VULN|aTLV
462	21363 53315	   	189.07	DCR|3ASPD|2VULN|1DMG	14LIT|245ASPD|3RPLT|4BPWR|6DMG|7RCR|89VULN|aBASFIG
463	33452 23152	   	189.02	DCR|2VULN|2AART|1ASPD|2DUR|1SELL	16VULN|2DUST|3ASPD|46DUR|5SELL|6BPWR|7LHND|89AART|aRCR
464	33451 21633	   	189.00	DCR|2DMG|2ASPD|1VULN|2DUR	1VULN|2DUST|3aASPD|4aDUR|5FEWX|6RCR|7aDMG|8LIT|9CGEN|aBPWR
465	14132 31314	 * 	188.99	DCR|3VULN|1AART|2CDMG	1FEWX|2TSLARM|347VULN|5aCDMG|6RCR|8AART|9AME
466	14132 31326	   	188.99	DCR|3VULN|1AART|2CDMG	1FEWX|2TSLARM|347VULN|5aCDMG|6RCR|8AART|9RPLT
467	14132 31345	   	188.99	DCR|3VULN|1AART|2CDMG	1FEWX|2TSLARM|347VULN|5aCDMG|6RCR|8AART|9MULFIG
468	54132 31314	   	188.99	DCR|3VULN|1AART|2CDMG	1BEXP|2TSLARM|347VULN|5aCDMG|6RCR|8AART|9AME
469	54132 31326	   	188.99	DCR|3VULN|1AART|2CDMG	1BEXP|2TSLARM|347VULN|5aCDMG|6RCR|8AART|9RPLT
470	14132 31364	   	188.89	DCR|3VULN|1AART|2CDMG	1FEWX|2TSLARM|347VULN|5aCDMG|6RCR|8AART|9ERES
471	44132 31314	   	188.89	DCR|3VULN|1AART|2CDMG	1DUST|2TSLARM|347VULN|5aCDMG|6RCR|8AART|9AME
472	44132 31326	   	188.89	DCR|3VULN|1AART|2CDMG	1DUST|2TSLARM|347VULN|5aCDMG|6RCR|8AART|9RPLT
473	34121 53631	   	188.87	DCR|4VULN|1MDPS|1ASPD	1238VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|9TLV|aMDPS
474	33433 26236	   	188.74	DCR|3VULN|3ASPD	158VULN|2DUST|37aASPD|49BEXP|6RCR
475	34133 32262	   	188.73	DCR|3VULN|1MDPS|1AART|1DMG|1AAC	123VULN|2BPWR|4AAC|5RPLT|6CGEN|7DMG|8AART|9RCR|aMDPS
476	14135 36212	   	188.71	DCR|3VULN|1AART|1NUKE|1AAC	1FEWX|2TSLARM|345VULN|6RCR|7MULFIG|8AART|9AAC|aNUKE
477	36521 21313	   	188.70	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9ZMB|aRCVC
478	36611 21123	   	188.68	DCR|2VULN|2DMG|1MDPS|1ASPD	13VULN|2MDPS|3BPWR|4RMIN|5FEWX|6RCR|79DMG|8ASPD|aRCVC
479	36611 21251	   	188.59	DCR|3VULN|1MDPS|1ASPD|1DMG	13aVULN|2MDPS|3BPWR|4RMIN|5FEWX|6RCR|7DMG|8BELT|9ASPD
480	32332 35132	   	188.56	DCR|3VULN|1AART|1ASPD|1ZMB	167VULN|24MLV|3AART|5ZMB|8ASPD|9RCVC|aRCR
481	32333 61132	   	188.56	DCR|3VULN|1AART|1ASPD|1ZMB	156VULN|24MLV|3AART|7ZMB|8ASPD|9RCVC|aRCR
