0	Index      	 *	Score 	Summary	Detail	
1	63243 21521	 * 	211.18	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aAART
316	33226 11452	   	181.79	DCR|2VULN|2ASPD|1AART	1AME|25ASPD|38VULN|4LEGI|6RCVC|7RCR|9AART|aRPLT
317	33226 11453	   	181.79	DCR|2VULN|2ASPD|1AART	1AME|25ASPD|38VULN|4LEGI|6RCVC|7RCR|9AART|aLHND
318	53211 11452	   	181.79	DCR|2VULN|2ASPD|1AART	1MLV|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aRPLT
319	53211 11453	   	181.79	DCR|2VULN|2ASPD|1AART	1MLV|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aLHND
320	22265 52322	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	146LIT|24VULN|3AAC|4BPWR|5CDMG|7RCR|8DMG|9AART|aLEGI
321	26142 81426	   	181.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2MBVNT|3VULN|4DMG|5ZMB|6DUR|7ASPD|8RCR|9DUST|aAART
322	63211 11452	   	181.69	DCR|2VULN|2ASPD|1AART	1ERES|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aRPLT
323	63211 11453	   	181.69	DCR|2VULN|2ASPD|1AART	1ERES|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aLHND
324	36232 36422	   	181.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AME|2BEXP|3ERES|4MDPS|5CDMG|6aVULN|7RCR|8ASPD|9AART
325	33213 21412	   	181.66	DCR|2VULN|2ASPD|1ZMB|1DUR|1RMIN	1AME|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9LWND|aDUR
326	53213 21412	   	181.66	DCR|2VULN|2ASPD|1ZMB|1DUR|1RMIN	1MLV|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9LWND|aDUR
327	53261 11161	   	181.64	DCR|2VULN|2DMG|1ASPD	14aMLV|2ASPD|3aVULN|5LEGI|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
328	53321 11161	   	181.64	DCR|2VULN|2DMG|1ASPD	13aMLV|2ASPD|4aVULN|5LEGI|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
329	14332 33226	   	181.59	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1MDPS|2TLV|3FEWX|46VULN|5CDMG|7RCR|8DUST|9AART|aASPD
330	63213 21412	   	181.56	DCR|2VULN|2ASPD|1ZMB|1DUR|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9LWND|aDUR
331	33213 21462	   	181.56	DCR|2VULN|2ASPD|1ZMB|1DUR|1RMIN	1AME|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9BASARM|aDUR
332	53213 21462	   	181.56	DCR|2VULN|2ASPD|1ZMB|1DUR|1RMIN	1MLV|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9BASARM|aDUR
333	11534 13422	 * 	181.56	DCR|3VULN|1MDPS|1ASPD|1DMG	1MDPS|2DLOT|34aVULN|5BELT|6RCR|7FEWX|8ASPD|9DMG
334	61152 36321	   	181.55	DCR|2DMG|2ASPD|1VULN|1DUR	19ERES|2DLOT|3FEWX|49DMG|5VULN|6LWND|7RCR|89ASPD|9BPWR|aDUR
335	11535 32322	 * 	181.53	ACR|4VULN|1MDPS|2ASPD|1DMG	1MDPS|2DLOT|3469VULN|5RCR|79LWND|89ASPD|9BPWR|aDMG
336	11535 32325	 * 	181.53	ACR|4VULN|1MDPS|2ASPD|1NUKE	1MDPS|2DLOT|3469VULN|5RCR|79LWND|89ASPD|9BPWR|aNUKE
337	11565 32322	   	181.53	ACR|4VULN|1MDPS|2ASPD|1DMG	1MDPS|2DLOT|3469VULN|49BPWR|5RCR|79LWND|89ASPD|aDMG
338	33265 21511	   	181.52	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2ASPD|35VULN|4MLV|6ZMB|7RCR|8DMG|9MDPS|aERES
339	33265 21513	   	181.52	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2ASPD|35VULN|4MLV|6ZMB|7RCR|8DMG|9MDPS|aMBVNT
340	33345 21511	   	181.52	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2ASPD|3MLV|45VULN|6ZMB|7RCR|8DMG|9MDPS|aERES
341	33345 21513	   	181.52	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2ASPD|3MLV|45VULN|6ZMB|7RCR|8DMG|9MDPS|aMBVNT
342	35215 21511	   	181.52	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2MLV|35VULN|4ASPD|6ZMB|7RCR|8DMG|9MDPS|aERES
343	35215 21513	   	181.52	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2MLV|35VULN|4ASPD|6ZMB|7RCR|8DMG|9MDPS|aMBVNT
344	22121 23455	   	181.49	DCR|3VULN|2DMG|1SELL	1LIT|238VULN|4SELL|5RCVC|6RCR|7BEXP|9aDMG
345	63213 21462	   	181.46	DCR|2VULN|2ASPD|1ZMB|1DUR|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9BASARM|aDUR
346	33245 21511	   	181.42	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2ASPD|35VULN|4aERES|6ZMB|7RCR|8DMG|9MDPS
347	33245 21512	   	181.42	DCR|2VULN|1MDPS|1DMG|1ASPD|1ZMB	1AME|2ASPD|35VULN|4ERES|6ZMB|7RCR|8DMG|9MDPS|aTLV
348	33245 21513	   	181.42	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2ASPD|35VULN|4ERES|6ZMB|7RCR|8DMG|9MDPS|aRCVC
349	34215 21511	   	181.42	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2aERES|35VULN|4ASPD|6ZMB|7RCR|8DMG|9MDPS
350	34215 21512	   	181.42	DCR|2VULN|1MDPS|1DMG|1ASPD|1ZMB	1AME|2ERES|35VULN|4ASPD|6ZMB|7RCR|8DMG|9MDPS|aTLV
351	34215 21513	   	181.42	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1AME|2ERES|35VULN|4ASPD|6ZMB|7RCR|8DMG|9MDPS|aRCVC
352	11326 21653	 * 	181.40	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1MDPS|2DLOT|3ERES|4BEXP|5DMG|6AART|7ASPD|8aVULN|9RCR
353	11116 16334	   	181.37	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR|1RMIN	1MDPS|2DLOT|3RMIN|45VULN|6DUR|7CDMG|89ASPD|aRCR
354	33213 21522	   	181.34	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1AME|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aCGEN
355	33213 21524	   	181.34	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1AME|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aAELBLL
356	33213 21525	   	181.34	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1AME|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aRPLT
357	33213 21531	   	181.34	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1AME|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9LHND|aDUR
358	53213 21522	   	181.34	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aCGEN
359	53213 21524	   	181.34	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aAELBLL
360	53213 21525	   	181.34	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aRPLT
361	53213 21531	   	181.34	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9LHND|aDUR
362	11535 34322	   	181.33	ACR|4VULN|1MDPS|2ASPD|1DMG	1MDPS|2DLOT|3469VULN|5RCR|7LEGI|89ASPD|9BPWR|aDMG
363	11116 41313	   	181.30	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1MDPS|2DLOT|3RMIN|45VULN|6DMG|7DUR|8ASPD|9ZMB|aRCR
364	11533 34523	 * 	181.27	DCR|3VULN|1MDPS|1AART|1DMG	1MDPS|2DLOT|34aVULN|5MLV|6AART|7DMG|8RCR|9RPLT
365	63213 21522	   	181.24	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1ERES|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aCGEN
366	63213 21531	   	181.24	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1ERES|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9LHND|aDUR
367	33213 21523	   	181.24	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1AME|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aDUST
368	53213 21523	   	181.24	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aDUST
369	33234 11643	 * 	181.21	DCR|2VULN|2CDMG|1ASPD|1DMG	1AME|2ASPD|36VULN|4LHND|59CDMG|7RCVC|8DMG|aRCR
370	12312 43541	   	181.19	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1MDPS|2aDUR|3VULN|4DUST|5ZMB|6CDMG|7AART|8DMG|9RCR
371	15113 35241	   	181.19	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	1MDPS|2ZMB|3DUST|4AART|5aDUR|6ASPD|7CDMG|8VULN|9RCR
